,Precentral_R,Supp_Motor_Area_R,Thal_VPL_R,Thal_MDl_L,Cerebellum_3_L,Thal_PuI_R,Thal_PuL_R,Lingual_L,Temporal_Mid_L,Frontal_Inf_Tri_R,Frontal_Sup_2_L,Cerebellum_7b_R,Raphe_D,Red_N_L,Paracentral_Lobule_R,OFCpost_L,Fusiform_R,Occipital_Mid_L,Heschl_R,Thal_MDm_R,Calcarine_R,OFCpost_R,Cingulate_Post_R,Thal_MGN_L,Cerebellum_4_5_L,Caudate_L,Temporal_Sup_R,OFClat_L,Cerebellum_Crus1_L,Pallidum_R,Occipital_Sup_L,Thal_MDm_L,Vermis_9,Vermis_8,Temporal_Sup_L,ACC_sub_R,Vermis_10,SN_pc_L,Cerebellum_8_L,Rolandic_Oper_R,Raphe_M,Frontal_Inf_Oper_L,N_Acc_R,ACC_pre_L,OFCmed_R,Cerebellum_8_R,SupraMarginal_L,Frontal_Inf_Oper_R,Thal_IL_L,Frontal_Med_Orb_L,VTA_R,Temporal_Pole_Sup_R,Frontal_Inf_Orb_2_L,Cerebellum_4_5_R,Insula_L,SN_pc_R,Temporal_Mid_R,Parietal_Sup_L,ACC_sub_L,Thal_PuL_L,Angular_R,ACC_sup_L,Thal_VPL_L,Vermis_4_5,Thal_LGN_R,Hippocampus_L,Thal_VA_R,Thal_MDl_R,Temporal_Inf_L,Thal_LP_L,Cingulate_Mid_R,Supp_Motor_Area_L,Postcentral_R,Cerebellum_9_L,Cuneus_R,ACC_sup_R,Insula_R,Thal_VL_R,Frontal_Sup_Medial_R,Thal_AV_L,Cerebellum_10_L,Rectus_L,VTA_L,Thal_IL_R,SN_pr_R,Heschl_L,Fusiform_L,Frontal_Med_Orb_R,Olfactory_L,N_Acc_L,Temporal_Pole_Sup_L,Vermis_1_2,Frontal_Sup_2_R,Thal_VL_L,Thal_MGN_R,Thal_LGN_L,Occipital_Inf_L,Thal_LP_R,Cingulate_Post_L,Paracentral_Lobule_L
Precentral_R,1.0,0.8163297836963798,0.4748646972381923,-0.3218669146068549,-0.21935163548027597,0.3701286128294176,0.7952577440026171,0.6526821862591841,-0.09413007667435894,0.44386421390187053,0.43670192816911335,-0.2333798854747458,-0.5408950595931886,0.6061241823235414,0.755062508187616,-0.4060974871452529,0.1599814258605774,0.41228895120831055,0.3781153521982385,0.1593606307074479,0.45837456445028246,-0.48840066649663894,0.3310110287706907,-0.40201012186868945,0.3078523541644482,-0.06119397074005547,0.651949724842563,-0.27463805501326016,0.020702137588890373,-0.5685600171843631,0.4964235929956473,0.20647693154678795,-0.22003685396827266,0.4222953274361166,0.22724001548307626,-0.7170405571480144,0.42820760641600164,-0.13946778711417118,0.0672780914345691,0.3933082405544348,0.7399910831772416,0.19050137058797076,0.6226850671268889,-0.39012778232593726,-0.6673460008995201,0.2917206675366126,0.24645596400610773,0.6082821250655828,-0.5298156351045725,-0.4947446823441034,-0.20805966423218547,-0.1713508554063071,-0.1066362845915269,0.04092135632056216,0.3468619274027273,-0.1473312294021851,0.7237428947303947,-0.09037045248990104,-0.6670592573547709,0.5038427895942145,0.7100430986023991,0.039220621495891575,0.0127886816464269,0.27184081052761266,0.26336157500596713,0.4782969950848897,-0.27678338425389376,-0.1560042548569414,-0.5699820379412637,0.7476745373855639,0.5881075628466919,0.9062418806719182,0.877938467768715,0.33840116172528895,0.5612071836200065,0.28293621849417766,0.5282924702203673,0.25951136209143244,-0.03382382353285758,-0.15086519276763863,0.7232145532657431,-0.5494239854572419,-0.20640264081199192,-0.06955209545648477,0.2022950883779742,0.5883768315087121,-0.060539581460134134,-0.624267816041608,-0.12142317225589146,-0.21134253037247774,-0.48553535837646655,0.5612921629909965,0.3508152852066856,-0.11083166240041946,-0.3282299856719731,0.23585430137507038,0.2615669373675944,0.689826859643866,0.5136151240713409,0.7346556256725405
Supp_Motor_Area_R,0.8163297836963798,1.0,0.3180934685125469,-0.025088602233303288,-0.19603752498047067,0.14940476029834318,0.5790559004481042,0.5283373012331738,0.0042446025007192275,0.3523221539857771,0.41115618815180766,-0.029370093105560796,-0.5708116692435828,0.5118103371632667,0.8724875276670976,-0.26899399541302516,0.26795509603188444,0.2530810645205819,0.5961900025499212,0.5042899043647117,0.4075478998349736,-0.19018948527738463,0.20136284209839792,-0.3324345833961747,0.4491738451984571,0.19321906170595213,0.4992130512618885,-0.13498802000189802,-0.061391780943303435,-0.34043875388230427,0.36168008701593213,0.5108185375396467,-0.008529108643357253,0.3583760478873604,0.24716646616216684,-0.649957186641135,0.23538778069569374,0.20961677522272834,0.23515563284956165,0.33384391145764014,0.5842070844967564,0.14957006024163447,0.4580082938408838,-0.39549734886332194,-0.44939705779580613,0.3428342190458805,0.19241841449000982,0.34978036709351384,-0.36205714232134095,-0.2829428735583186,0.1153164250785031,-0.06626528479657658,0.0994011407981832,0.10716725255112218,0.38576626542514725,0.049183541347831775,0.6411180023427808,-0.05297956617078788,-0.6016753934761371,0.3018489733084104,0.7829725472483371,0.05662843236970339,-0.05687897672516638,0.4401540792474779,0.5353022845672855,0.6485437635627894,-0.21886549151195098,0.1347849026897499,-0.4702891087321867,0.8138817066670901,0.6709807436829862,0.8351234135252089,0.8577755303399707,0.4210585671623899,0.3713831644378616,0.17592961239948143,0.5576565693601533,0.2093998455104558,0.007992245048008556,0.07099902873893209,0.6315500933281196,-0.20628986656763673,0.16624515129746692,0.27420402869132154,0.4799000035575394,0.2810808498844553,0.0943468816477147,-0.5831785752283289,0.0914987852444958,0.09493728333551205,-0.38027495899886077,0.3822631881900018,0.4814432975228163,-0.09257284812089199,0.03747772069002253,0.10577776713911198,0.09018169742325978,0.8158133224723648,0.3004462277049719,0.6115177420227546
Thal_VPL_R,0.4748646972381923,0.3180934685125469,1.0,0.3588300227746862,0.3548785767740697,0.6511930533264838,0.3389405541577053,0.5677147449201945,0.3058587961124923,0.45154555798650947,0.22039290877429266,0.19140521907346564,0.15200815085811184,0.48714479086044965,0.3037968587460486,0.026939396490025407,0.6594578586618931,0.10930042496495376,0.20726418986528322,0.4058733992639762,0.5087369979499675,0.12693816249715542,0.7925878096207345,0.40797276566920865,0.48110911925735045,0.4678978664971069,0.7574771400424892,0.33094132964395717,0.1673910252056776,0.0786919466839921,0.19110600816098325,0.49755219467008543,0.332390587518745,0.48420701420388534,0.5370485861396675,-0.11242802559646528,0.5382677467265682,0.1242725166496504,0.4989643880864919,0.5450147347170238,0.3757885011568966,0.3901773290111518,0.4731400085150881,0.15262762481430386,-0.011175978729167285,0.5550644468475799,0.3290195996527931,0.5056322989800361,0.26282510790214514,-0.025336772853034695,0.0885980217131971,0.5802470203636191,0.36038294349851535,0.49025418205553595,0.6231595795864834,0.3595942327962302,0.6078108569820566,-0.08575555505943505,-0.10377372794423964,0.8412289411758537,0.207051576466626,0.47985088833940526,0.7271602219295609,0.6182387079307653,0.5356059325693137,0.662346031370454,0.5669009433013442,0.44743833847709374,0.2193833570638851,0.5715890085307305,0.6795505198906612,0.5176535999481782,0.3248410733005518,0.6567831082999182,0.21095385446778098,0.5609063267535771,0.6297815902888985,0.899311061615062,0.26923631002131376,0.49770244771628985,0.5146238931727054,-0.0954658852833589,0.038316515659752276,0.3304289701878745,0.23086284669202609,0.5115504474793073,0.4820389440942999,0.03100534753363071,0.3723270290984373,0.16902557779363406,0.17402767880042655,0.7357901204748971,0.3320936008838749,0.7026251724902406,0.15951208437874437,0.6813421830338942,0.1932906180102791,0.022439855146185014,0.7047256436312928,0.4285452699419491
Thal_MDl_L,-0.3218669146068549,-0.025088602233303288,0.3588300227746862,1.0,0.45649272970046806,-0.010444210458564003,-0.549086463167341,-0.05501795738055092,0.452828068734908,0.3626107944695945,0.22869153916484086,0.474188632573628,0.30092310789021437,-0.13623573786564366,-0.14389298066088638,0.6655442711176826,0.5809803422080216,-0.325877804472586,0.38905204279271427,0.6978010821684721,0.12644220393229313,0.6549499765515447,0.4233722374595999,0.733154909711889,0.5064165924658403,0.8590610549933856,0.04580886134087781,0.47744947688580175,0.21056421721912463,0.6984631632019489,-0.441384601868208,0.7750320499509937,0.731318987489074,0.033924237127124855,0.41469486466897376,0.5390638285210129,0.14138523319354143,0.634240358946149,0.5830844293802876,0.42767867599018006,-0.2634573252766658,0.43868900543985834,-0.13341783813498806,0.5969647080405358,0.5830050619530317,0.3595559320938986,0.00502747372290769,0.08825553087592533,0.8111821197227348,0.34383766236222557,0.6493170614065144,0.7267328418786676,0.5757670146653814,0.5095457608087269,0.531146442168795,0.566118149967127,-0.08220900598649121,0.08964778152578527,0.5416349122792832,0.2014941421227109,-0.20742323711350963,0.5403430668207148,0.6604950609097607,0.6019264470684293,0.6087563124759483,0.48881068159532565,0.751505484420103,0.8911680274975111,0.6955723177133986,0.0952056935809469,0.35695515539261297,-0.13216117800253424,-0.32017870156820283,0.44905350779294206,-0.2149922222861531,0.43016546408738787,0.38049911880918036,0.5630521539405597,0.23400130767022465,0.8580772274577024,0.021107492551850123,0.7375133599534888,0.6551961360293955,0.7380581349167632,0.4215854391609688,-0.2272152077872018,0.7458201328058894,0.4094864447128161,0.7322318114309325,0.5334709694937482,0.7380638104059054,0.09751440444804405,0.20886201583666608,0.7860152408295775,0.8215517551010116,0.399239142210322,-0.13809943341357,-0.28673476890387434,-0.04521375316993572,-0.3440134428896943
Cerebellum_3_L,-0.21935163548027597,-0.19603752498047067,0.3548785767740697,0.45649272970046806,1.0,0.03850261980561239,-0.36890900794404446,0.07144849250897255,0.28360762801272965,0.1162482176768117,-0.0950245895809053,0.1924341636175456,0.4292733850231174,0.12549124840065867,-0.15305584594932115,0.41027284649311097,0.4406509558028918,-0.32967956120698244,-0.10648925888062623,0.16637000486965017,-0.043689365133533525,0.6011264255533003,0.41549655026899684,0.637337111434668,0.42441961617632434,0.37696347015960024,0.27726944753672844,0.7261882005368511,-0.014120872213431761,0.5101484847491782,-0.23705335926192864,0.2514172397740728,0.7080604992542214,0.38417235621415713,0.2697710595976037,0.5012481312339134,0.1201953556485754,0.18244158218191917,0.4241344250284698,0.24890067275076067,-0.10783901202173024,0.1894946811287895,-0.037216584884423115,0.38048165923268246,0.611354369818847,0.3028754083030258,0.10957171049843588,0.014965971725242645,0.6165036858584562,0.41047264591252985,0.1744283857590871,0.7272348188253451,0.6608106024494691,0.7566875980339625,0.29054063854317214,0.3377467555899162,0.09807982915042969,-0.10784830191492972,0.37473243842016757,0.22010244789232097,-0.3332297207364084,0.29535972277320266,0.5522866662129418,0.5654446789950023,0.23415624605797047,0.2654016120871986,0.5670974423801455,0.39374866502939293,0.5262354968535888,-0.18169718715554453,0.20038258915209983,-0.11771177878553199,-0.31855804769923096,0.3601623652018023,-0.27404325479533903,0.32322997832383316,0.27993685130442886,0.5626903146141756,0.5237364711660379,0.40120767734715596,-0.0767280820216776,0.4506195719678867,0.023112376703410334,0.427311616918717,-0.00726998901373496,0.026678623099963106,0.44472317379324394,0.3671287119528836,0.5869169987369989,0.4706268013051961,0.4903942947434705,0.2092893679775561,0.2918738032306656,0.5639931795666997,0.3783036280411522,0.4014706150523381,-0.2272331135789687,-0.4412282279974496,0.38114151368718985,-0.05860093578323168
Thal_PuI_R,0.3701286128294176,0.14940476029834318,0.6511930533264838,-0.010444210458564003,0.03850261980561239,1.0,0.6100254461897517,0.7492934311824678,0.5217956921847163,0.1995381664101839,0.15628592525365081,0.07300157051597157,0.07928484643774843,0.6332774842858142,0.24510580886861258,-0.15259182729348156,0.45947495452972525,0.5503324684091694,-0.10281904823301422,0.11875921333935775,0.7485352836211197,-0.2899865111725465,0.6190449892215751,-0.10970265246526684,0.2262679974798256,0.22349632518398266,0.5382748902571483,-0.10394031971979223,0.577633495573018,-0.3934722544919906,0.552215198407101,0.1731384358587342,-0.013522509974398928,0.2837489867371812,0.4848964501330607,-0.18924275437886462,0.5400652297851263,-0.0004212758708364619,0.37306968511749666,0.19670259983216315,0.35572879590427325,0.24214329100786688,0.48738378476136685,0.0666736581290581,-0.3696518681063919,0.5247795221515976,0.46127086324132893,0.44037546841618436,-0.16235657329474176,-0.16753224970640865,-0.27559031448913546,0.08028825024572162,-0.03505702683920037,0.2209081484839953,0.4497599316431635,-0.006503181963112258,0.493377074644736,0.0998624189520801,-0.16146961244900812,0.727321955473391,0.28937850263530607,0.41558032222660146,0.3886929622555048,0.2503923737242048,0.033802606352115454,0.3730570253152259,0.26418192474138663,0.19484701783147693,0.25371618295770126,0.4041236918639287,0.41275562498106777,0.34959332480681393,0.26222381745058254,0.5172275856265629,0.5604598802681278,0.4322535262468387,0.4354084787207756,0.48947415306984193,-0.026621750499588977,0.24234810132773385,0.4697905800436122,-0.4598096633908109,-0.23678225094892785,-0.20081611296271062,-0.20351854098535432,0.5614161408251829,0.42520143242422387,-0.08295780030631214,0.005332273124147424,-0.11515251151433087,0.0111563613141746,0.7325214968838553,0.029638359465828327,0.36573607393591906,-0.3486780435700153,0.3059002660807583,0.6605805017843134,0.09966853488057374,0.3778283799157212,0.3869778119336306
Thal_PuL_R,0.7952577440026171,0.5790559004481042,0.3389405541577053,-0.549086463167341,-0.36890900794404446,0.6100254461897517,1.0,0.7129635217366291,0.06681710460020793,0.13114972632587996,0.1965976261656787,-0.3275537561236508,-0.4760118307640343,0.6674700742050391,0.6670424204919757,-0.6082675396986142,0.034426883493059154,0.7038767091898119,0.0560708227436656,-0.08242253245146909,0.5720345895337535,-0.6048739148938054,0.21402147947841219,-0.6299095110690465,0.07712144890050399,-0.2247552019002006,0.5025494252443555,-0.4196800528069687,0.19095338895902333,-0.8124861635733188,0.7700773683256801,-0.08009288367297174,-0.46727599503254413,0.24403735219006337,0.26228449609958915,-0.7096008757511894,0.44383235357572337,-0.21869513584136013,-0.09072931692929849,0.07083516701801314,0.6103848657574819,0.0475462577677874,0.5606172144812758,-0.4397828033152755,-0.7601171468380633,0.1651170834666542,0.4232151785373297,0.4130500880356042,-0.7136835418647032,-0.4686006823459695,-0.5003713882061509,-0.4149669792316427,-0.2771018302911135,-0.13063949130075675,0.1630300294106012,-0.36285901708162765,0.5908679043690773,0.09160231836728419,-0.6502795574472408,0.5032227910923981,0.706376196103612,-0.07569193483069425,-0.12972990967313114,-0.0025247827201538807,-0.014738109796119631,0.2918653055401896,-0.4316224161951162,-0.31548261898780244,-0.4875122184838182,0.6303773666850179,0.34062829888524254,0.6790204532567897,0.7548245465219435,0.1673121746752323,0.684790036688421,0.06103435876080712,0.33851944708333903,0.03811877690239156,-0.13931359485753975,-0.34213633636201846,0.6017653836106351,-0.7734096446127475,-0.41385817307654466,-0.4376815618206072,-0.09386984060600106,0.66053070562091,-0.08973258618343259,-0.5384824461954306,-0.3704146957984849,-0.24082284081973393,-0.5990789326029254,0.5210366018226041,0.14825015643248457,-0.24644625521192753,-0.667064159794593,0.08951606888428222,0.5475098310410902,0.6864396309209541,0.36114680409896266,0.7064747038115402
Lingual_L,0.6526821862591841,0.5283373012331738,0.5677147449201945,-0.05501795738055092,0.07144849250897255,0.7492934311824678,0.7129635217366291,1.0,0.4801449512572198,0.3078838214181264,0.35645197947100593,-0.03996268988756217,-0.25075468337906265,0.7860009837245847,0.6038215867059029,-0.19398016913403984,0.4996123150701708,0.6383280014315115,0.24279440462759025,0.2714839256379501,0.7875504453948166,-0.27756463025494577,0.5897208483022612,-0.2699214854135642,0.520837883532524,0.31257626508154984,0.6922430863968783,-0.17784857083363567,0.4823161688401132,-0.4876604448355401,0.6710048389326483,0.33244582108833337,0.016279386143148843,0.5275160121313837,0.5841406442125325,-0.36122524428031566,0.5842019076017749,0.11544788696147767,0.4078818348962497,0.3620032183027066,0.6492631284518485,0.3502912778283183,0.5564177310380231,-0.020922961859030018,-0.45850612799101953,0.5968552857137418,0.5153806068779275,0.5570422727454413,-0.2897430510529354,-0.1878613426009514,-0.20940768876829427,0.04259418321582605,0.030648446249118118,0.3513247867405004,0.5741361895034283,-0.013543913836723227,0.7111365417232435,0.07099117521505961,-0.3220107723933162,0.6780331444407448,0.5974343760277291,0.4282570144346705,0.2745974090627527,0.4905740619510444,0.255616487248639,0.5617098372431617,0.06970430966267241,0.15605805039981227,0.005764650814338525,0.6188907586524229,0.6452595085718625,0.6662249195425148,0.5577347971170183,0.6223762475019815,0.7018812087079668,0.4723942356614144,0.6452332444329997,0.4294462841756979,-0.025957082652046506,0.18751642887799078,0.7214996807310484,-0.4429227442011056,-0.17587111639562392,-0.04599300376465669,-0.013589116179936026,0.6333569027545584,0.42856216592429075,-0.338221251964895,0.0934113071065542,0.042123436871319135,-0.1155662025688456,0.7697310815716971,0.20980279589300135,0.23179741314109922,-0.27218964374332877,0.2877221355026228,0.6054607215458194,0.4852128592475257,0.4503867261258392,0.5870531189025047
Temporal_Mid_L,-0.09413007667435894,0.0042446025007192275,0.3058587961124923,0.452828068734908,0.28360762801272965,0.5217956921847163,0.06681710460020793,0.4801449512572198,1.0,0.20554732912090498,0.33913751114923135,0.2031419923809434,0.13928618361888526,0.2890844765036941,0.08671326050949237,0.29970207449303066,0.4406938397993161,0.4104032049264223,0.06108516448622374,0.25712789852166956,0.5139760255889836,0.19036559093348868,0.5416891102658962,0.18867253420976873,0.4823507503501405,0.6702483946838069,0.07795447636637902,0.10106563245069469,0.6881289866398934,0.01228179087693945,0.23565296253866924,0.35784555080058855,0.34159810743311075,0.16493135557956762,0.6981362713657715,0.3659118104553397,0.48016084349090143,0.4837786766166913,0.4785713718287999,0.2636043130581206,-0.054608173204943024,0.495660837557302,0.007854364848747108,0.6054536475958219,0.1133998202810816,0.46479146296616847,0.4005855562475304,0.2638681454739483,0.30016760796236003,0.14347717132164223,0.04359498916523303,0.3091318856683889,0.24889928140633463,0.41967646945703146,0.4771630694088215,0.11278626861811625,0.11792924584161317,0.32192255281783516,0.4205961549610282,0.47370918327090883,0.03239959425391258,0.6663942938877973,0.5123606525503176,0.5056541411079031,0.1644206244964083,0.3490773230465981,0.3418273728060584,0.48934327628451957,0.70022317672085,0.14011325829114119,0.31532769197118604,0.10332700140704973,-0.22244481735154767,0.4139263366891764,0.42646508381587117,0.4828963719632797,0.37789537166787246,0.2924901736839613,0.14835274644325022,0.4417787800162687,0.2841263149424104,0.13043871746551247,0.1620520285712969,0.011809802613501019,-0.06722716452695074,0.24341405967819338,0.7756042755275194,0.21639857987634276,0.3846292933904794,0.35069346643121146,0.5481919145310675,0.41868269706874933,0.06722899216580007,0.5777652212304206,0.06926817329042181,0.3007678216319868,0.579594020664814,-0.03136610008675405,-0.023164389891048454,-0.023700253848240455
Frontal_Inf_Tri_R,0.44386421390187053,0.3523221539857771,0.45154555798650947,0.3626107944695945,0.1162482176768117,0.1995381664101839,0.13114972632587996,0.3078838214181264,0.20554732912090498,1.0,0.8018211459518384,-0.05889984792906682,-0.18792941065365673,0.26074105098942285,0.18298013152111783,0.30583011132622806,0.2946316452984262,0.12002451605810399,0.4934839261078152,0.3111296289347639,0.366479479285408,-0.19012752716167872,0.489186268902913,0.2493648688206476,0.4396743899665251,0.37783136274218787,0.3203956979806871,-0.09290626658824493,0.356219818927194,0.00715238309132275,-0.12590589965920637,0.43546725113122936,0.25540095435832016,0.07904737571985508,0.4351006035392709,0.06889681190186174,0.5272593802625727,0.2036320882143519,0.2201645696848228,0.726341355981963,0.32742330623330834,0.6314091928698259,0.4145721133083882,0.3611502528449214,-0.2432141483769948,0.3088537404544955,-0.008475208977870671,0.8403228261681482,0.19050500198286827,-0.47116775514586534,0.18307645444266796,0.20190621014070237,0.2044200598865428,0.2848319948292325,0.6336670052459196,0.09940032965094071,0.23006613304715426,0.07107428325774509,0.13244917711376247,0.46556270927170046,0.15671872256986832,0.3568968226240314,0.5510675929815972,0.4271934297562506,0.3239619795649149,0.5295838582811503,0.22108560458191176,0.2553633052389251,0.1062970154570072,0.3470254205005437,0.4590091828348787,0.4286845176646538,0.21648673561014037,0.34690699150782506,0.4742528963545992,0.7123827778137193,0.6124745204909908,0.37895260070083636,0.025815015640278216,0.25487913708028026,0.5606528805007611,0.09867464479591391,0.1073637967486154,0.19159676514812055,0.1533903184368397,0.3325784180311164,0.4511799998190978,-0.23928602135250884,0.35682563456670946,0.01990184022334603,0.29254213406766916,0.4127423024585406,0.26990905191130643,0.43741480404684824,0.16660805741170398,0.5571777850989436,0.2297014158544251,0.15128017251319334,0.07993880891456595,-0.018408829199585718
