,Vermis_8,ParaHippocampal_R,Parietal_Sup_L,Cerebellum_9_L,SupraMarginal_R,Occipital_Inf_R,ParaHippocampal_L,Occipital_Mid_L,Red_N_L,Amygdala_L,Paracentral_Lobule_L,Cerebellum_4_5_R,N_Acc_R,ACC_pre_L,SN_pc_L,Thal_MDl_R,Thal_VL_L,Occipital_Inf_L,Caudate_L,Pallidum_R,ACC_sub_L,Temporal_Pole_Mid_L,Temporal_Pole_Sup_R,Frontal_Mid_2_R,Cerebellum_7b_R,Vermis_6,Frontal_Inf_Orb_2_L,OFClat_R,Angular_R,ACC_sup_R,Thal_MDm_L,Thal_PuM_R,OFCmed_L,Occipital_Sup_R,Parietal_Sup_R,Cuneus_L,ACC_sub_R,Fusiform_L,Cerebellum_Crus2_L,Cerebellum_Crus2_R,Vermis_1_2,Raphe_D,Vermis_10,Thal_AV_R,Rolandic_Oper_R,Thal_IL_L,VTA_R,Frontal_Inf_Orb_2_R,Precuneus_R,Precentral_R,Cingulate_Mid_R,Thal_MDm_R,Heschl_R,Frontal_Sup_Medial_R,Temporal_Mid_L,Thal_VA_R,Frontal_Sup_2_L,Cerebellum_9_R,Thal_PuL_R,Frontal_Med_Orb_R,OFCmed_R,Insula_R,Frontal_Inf_Tri_R,Thal_LGN_L,N_Acc_L,Cerebellum_Crus1_R,Cuneus_R,Supp_Motor_Area_R,Olfactory_L,Fusiform_R,Frontal_Inf_Oper_R,OFCant_L,Rectus_R,Cingulate_Post_L,Temporal_Inf_L,Cingulate_Mid_L,Thal_LGN_R,Cerebellum_7b_L,SupraMarginal_L,Lingual_R,Thal_PuI_R,VTA_L,Thal_LP_R,Calcarine_L,Rolandic_Oper_L,Cerebellum_Crus1_L,Temporal_Inf_R,Vermis_4_5,Thal_VPL_R,Vermis_3,Pallidum_L,Parietal_Inf_R,Cerebellum_6_L,Cerebellum_8_L,Frontal_Inf_Tri_L,Rectus_L,Cerebellum_4_5_L,Thal_LP_L,Red_N_R,Postcentral_R,Temporal_Pole_Sup_L,Hippocampus_R,Cerebellum_6_R,OFCpost_L,Cerebellum_10_L
Vermis_8,1.0,0.1378772349026383,-0.37879677424069796,0.6254462668406605,0.4263764356075392,0.4647920909600685,0.265678235930611,-0.021097727586922313,0.4066979548589805,0.5622990141095535,0.40223140536372615,0.5235442213781177,0.4593491554292007,-0.05684914994142276,0.06011506695974912,0.17823932967781328,0.17874062020011303,-0.013229075466387642,0.18999497580804148,-0.05749946629275918,-0.16987880946733624,0.3175365445039904,0.3697962470093346,0.2674963292560262,0.3134583909909065,0.7596494065081375,0.260297719005151,0.2513099121188533,0.2896038143476426,0.34219459081356013,0.3069592381530167,0.20243139276865518,-0.06979283107569635,0.18298208311117833,-0.06584003928238275,0.2497179623764183,-0.15551076342835948,0.1594378364898377,0.18883145477889143,0.48976189857622865,0.47476257278680956,0.10934649760251808,0.27409331430366635,0.2553561489710878,0.3278233188463297,-0.016786967504040587,-0.07725387266202731,0.10184451346111172,0.37421990789420384,0.4222953274361166,0.5652165121331968,0.2720228732302801,0.0439229923567848,0.15031075496611304,0.16493135557956762,0.2923787918263112,0.036607700199216935,0.6447968055350911,0.24403735219006337,-0.1569988238486326,-0.05193006963084724,0.47360749087450205,0.07904737571985508,0.10041171460715992,0.058849175132336444,0.6077212128147854,0.05490656507700834,0.3583760478873604,0.1522260599594056,0.5765592266574986,0.252687324198846,0.0337124942475503,-0.09422525873563144,0.576998838398936,-0.016307067690270318,0.5670231090146325,0.35432453806986997,-0.04666624735166629,0.04370085118918824,0.679851117243884,0.2837489867371812,-0.07177067719761666,0.11508896344759906,0.5970158312897137,0.21414577814017216,0.08664431148168927,0.6929061326670023,0.5257927124855715,0.48420701420388534,0.2588687534198663,-0.27796364319987016,0.005799280167207747,0.59248586755828,0.5537581237129159,0.03512725432276884,-0.14285346804438168,0.4247431154771028,0.3739294824273637,0.4613979782867836,0.39144534178621077,0.08135269557367016,0.43420684351446803,0.4654838007215465,-0.03330162303467986,0.2843710282482774
ParaHippocampal_R,0.1378772349026383,1.0,0.04900435246928754,0.5117237369206324,-0.31811516414929514,-0.2733196049587905,0.9242988710113272,-0.3297329309449596,0.02341613945237302,0.53322717824189,-0.2132070079278419,0.6680690825041504,-0.07987581969977742,0.4418258969351603,0.651353598511999,0.8229877946235263,0.6985717909183699,-0.20604490111046278,0.7921291526531714,0.6841445139110159,0.4129708404854389,-0.11012727984740674,0.8190687096882987,-0.10395523254822532,0.5303753462781553,0.19573769133898164,0.6207041103207468,0.16077449500447463,-0.15245265398228275,0.3366746760701943,0.7362200526552997,-0.28265410646918177,0.7220012493646157,-0.3020676084930018,-0.25121360390340586,-0.1857730778558257,0.4718525165029309,0.7152833482716248,0.08002647705622142,0.1504811387762011,0.1018799151503436,0.28995550479657906,0.09799461009680464,0.5384952277598998,0.31673953145812367,0.7008892621485253,0.7000822112710121,0.444671225431606,0.18224170522466787,-0.287816424463364,0.3682453046145105,0.7311744001629026,0.3735990423466457,0.21623314793506182,0.39660908636967124,0.7540977915068934,0.07520571439631145,0.36102037375397616,-0.4964378035164131,0.3903055794158411,0.6419933408182379,0.43206697188523835,0.20966514782769366,0.3240959574414219,0.5483122991832642,-0.08657244133490315,-0.29215466532908707,0.012118115017715753,0.8071338650694041,0.6772301874972693,-0.036283743600740964,0.43177523302157345,0.7743415267675708,0.05351604189816744,0.6330065295128596,0.12423718960407637,0.6249006132911075,0.294361124899346,0.0016177830358348184,0.2647097783438844,0.009716938876781154,0.5613336232501716,-0.2290633006499497,0.22232925928755393,0.4166239691025117,0.1196818469513888,0.45574718613902265,0.653784870484887,0.36251436073610926,0.5362309736762663,0.6166827454525861,-0.17124169042818935,0.3934902148542173,0.6298042469058668,0.4170746786268217,0.751633036748464,0.5841038749143401,0.1366473054332667,-0.030977422179555233,-0.23646538321413485,0.6848877367510673,0.41508706930395106,0.3298996462282148,0.7117582816817677,0.0029139625982676823
Parietal_Sup_L,-0.37879677424069796,0.04900435246928754,1.0,-0.20528850873042637,-0.06455334089073671,-0.06584737795980242,-0.07401412370954143,0.4924553482022577,0.015049441048619057,-0.26207815596774875,0.054698520164394346,-0.14362843704205197,-0.326601841181993,0.24728823442274878,0.14344198153629173,0.10134469675881747,0.09111110726853798,0.3261812460325454,0.20288883142291275,-0.0774974521984062,0.20169244214425683,0.08574908055634337,-0.12580587339951377,-0.07008277546291679,-0.359129790741369,-0.22095519508494943,0.016863190714353427,-0.2169659290177989,0.12989998151905285,-0.06552463003980735,0.018069088010745034,0.22648912147164274,0.004058696015170987,0.27550798013466143,0.2528050887548131,0.2417263781961402,0.10588300327154923,0.2587965604495536,-0.019753699629451057,-0.34825024158486795,0.031541948693066355,-0.2150272523751073,0.2793995396842518,0.00835764782562533,0.047602276163162864,-0.026953595714466972,0.0007706343205222924,-0.06044116920256041,0.14418937843743235,-0.09037045248990104,-0.1379792675563876,-0.06061488317748091,0.11776103011300079,0.04448471022070346,0.32192255281783516,-0.1742769818110222,0.15467508268578153,-0.26788569690391434,0.09160231836728419,0.20008141585234523,0.06442593960956856,-0.01891739009567006,0.07107428325774509,0.13906671073368718,0.18823740897677016,-0.1939525938383433,0.3822338746607955,-0.05297956617078788,0.054710456274245256,-0.21287614869627297,0.043817238713608,0.012918803137337965,0.04153216045083729,-0.22620506694804945,0.18441123576578863,0.008923876188060904,-0.11048226763222208,0.24417897678258657,0.4969453102158913,-0.21444652880921422,0.0998624189520801,0.08766231839877463,0.13435584167182163,-0.00706407173549184,0.177768789094927,0.23639391183230768,-0.2987548401194905,-0.11141643926135548,-0.08575555505943505,-0.16925082114212575,0.233457719509376,0.15801354062007733,-0.09386643465450768,-0.24452314019516316,0.23859062201640024,0.11609587777449681,0.03048464804543433,0.04949317172198274,-0.17034246984945836,-0.11938159055461059,0.07341813390135542,-0.1078655671111487,0.006309455261047917,0.10443369295101064,0.18512195806117565
Cerebellum_9_L,0.6254462668406605,0.5117237369206324,-0.20528850873042637,1.0,0.23632536320537006,0.28920574637315466,0.6275298173589159,-0.0010171989561985756,0.5180608671945428,0.822755305707459,0.2505277506223239,0.5780844497716285,0.49647245020917063,0.073480942790444,0.35407496317229226,0.5741330042217547,0.5604706754287542,0.15250545380226885,0.5702762578408597,0.08638781307742892,-0.10561022657385491,0.19517539313954754,0.5090766947639337,0.34952358299207015,0.49673305214054053,0.6340446415475073,0.40815531746872385,0.11534612619880909,0.2663964877438674,0.5391734231508467,0.6752248841094896,0.285560054521236,0.08934917831708741,0.18498727008119456,-0.17140877203060298,0.31002612561071835,-0.08851504826074227,0.6238407960844298,0.37760671626538567,0.6262175174327537,0.613664896571317,0.16092931869406904,0.3278062399630062,0.5723489254476666,0.4221312287292442,0.21270268254388222,0.25129330531082505,0.10750810271350518,0.5601190174574987,0.33840116172528895,0.7150113005304011,0.6455177074494372,0.307362517183896,0.1399090679034115,0.4139263366891764,0.5816458416424317,0.24001891521872026,0.8987629655683632,0.1673121746752323,-0.12126474910266583,-0.026921641786550765,0.6944167781726237,0.34690699150782506,0.30129919853343634,0.2328890237509004,0.5918836643833715,0.1397782222338139,0.4210585671623899,0.42459270733397353,0.8459635906596343,0.3644715485579255,0.2981572936126217,0.0797572086481391,0.4189488863661926,0.32034327684446806,0.5147892306829404,0.6116721304739291,0.3475621463667412,0.14315459132578257,0.7713448961078152,0.5172275856265629,0.2759993126045563,0.1352267956175386,0.7526876635692304,0.420440796747655,0.3617147733078198,0.752345184993485,0.7085105732037373,0.6567831082999182,0.5541834618323033,0.02073657851397486,-0.07195078924476865,0.7334478762552364,0.8725900452429636,0.27323197405445243,0.039424603411219214,0.5777207057990074,0.4981199518057198,0.5229549423553144,0.3108704649861878,0.24338124297084945,0.6355351671179732,0.6953044847008362,0.16711403605705671,0.4860087403379191
SupraMarginal_R,0.4263764356075392,-0.31811516414929514,-0.06455334089073671,0.23632536320537006,1.0,0.6269872270143009,-0.2225243601926699,0.42040396109834394,0.49580550702051673,0.277342349548318,0.7942288595700409,-0.04036363321305949,0.5433950951697728,-0.5488171886261575,-0.11526156265565038,-0.16755051379136923,-0.29510822670177383,0.1647702406663985,-0.1427535652574821,-0.5717744082217403,-0.7251044701600692,0.1972000424295741,-0.20248517110029784,0.5354814122571433,-0.1632151973978258,0.39286956311461974,-0.13166941404489205,0.1506632740376186,0.8787272909061504,0.02509794463223946,0.17571372953105763,0.6468801370025719,-0.5451279181956452,0.6099238534130434,-0.037466323981563916,0.583946603628962,-0.7941791716707655,-0.16874823686181314,-0.21408344724904504,0.06225104606313343,0.39477012272863954,-0.5369956779292573,0.30694189547599204,0.07852952228397792,0.29116214047830485,-0.6129999662286095,-0.1821906081476331,-0.13513507546126788,0.5963070770032233,0.8859376665653911,0.5754568993496472,0.19402013672327495,0.31343786377560406,-0.09387549404714671,-0.18996517359203122,-0.3544503696450282,0.1434312573370596,0.20141752879295852,0.7960714580778118,-0.4924474169612543,-0.6280545624919339,0.38806938413586495,0.18599510121714546,0.02328690975015621,-0.20345171824941868,0.43685841138412135,0.45615865379516335,0.7828469469235156,-0.27312416886652646,0.1620662819336626,0.33632612018227737,0.11810543771802559,-0.5603609823262602,0.4687300741990364,-0.6578960193741654,0.6266194606907153,0.27311099060517907,-0.3531835922431484,0.3041531769355084,0.4020668194194856,0.29852866232863406,-0.12917154333442862,0.7622784698204269,0.6035750367902862,0.019513778160170487,-0.05672993282485853,0.22746243777261801,0.13943465047800616,0.3475903227635551,-0.013531460893179328,-0.6211210594644704,0.49491937480296355,0.219810637245773,0.01418490203425289,-0.29808830889879556,-0.5547594192130214,0.22288795225722224,0.7986887817991554,0.3287913432093738,0.9609212626219908,-0.5899022249508213,0.5156633845917828,0.33205934585297575,-0.508415687398042,0.5526208307874825
Occipital_Inf_R,0.4647920909600685,-0.2733196049587905,-0.06584737795980242,0.28920574637315466,0.6269872270143009,1.0,-0.09557011629096189,0.4972752479005425,0.5417746072265861,0.26851472324762593,0.5337061756155259,0.016535645079761824,0.568098891373163,-0.34912017157011616,-0.04467243923406884,-0.16300377142123523,-0.22401082050544835,0.3521076334253417,-0.13814062266244037,-0.5624326849766408,-0.4333263684528169,0.36671818168783277,-0.230219379162836,0.21282137815312155,0.026419287269005495,0.5234400214087952,-0.19604090865038112,0.0503179133653514,0.5815368083303158,0.06528287772931163,0.024204940116495283,0.711915129462627,-0.44339112556252275,0.6480438083531036,-0.004882896696429483,0.7277554464145339,-0.47397518399852834,-0.042380458734690804,0.27319153699497306,0.454626620030245,0.38978093795796376,-0.1714365012055449,0.31976486995863723,0.05045843522745752,-0.03655244434796967,-0.5436651857542335,-0.295463477889362,-0.17868711627452855,0.3383973245693932,0.5255363059080456,0.30772826231883316,0.09092450929023158,-0.1513360945394645,-0.13602009875342258,0.15001756918532488,-0.1417530659883739,-0.006278575099796728,0.3714275498871873,0.7135752048558862,-0.2454873274659208,-0.5692313275175587,0.29118969693695795,-0.041022725997824576,-0.14598110655457872,-0.29134217375118115,0.713748399641491,0.4394453703333422,0.37558233267321545,-0.29128680900355064,0.2509303386025964,0.18762323386494714,-0.16803738424078424,-0.6073340316863407,0.24937540474591988,-0.3078404103256465,0.3550200945131724,0.010038842101736395,-0.01166442513769829,0.23052139089162185,0.5117714046664654,0.5652688607278491,-0.2672913042019786,0.4503281092859546,0.6152777560635353,-0.18663186562622422,0.27677201502406235,0.48628509099435635,0.02442473523855084,0.24663647659691845,-0.14067379296861107,-0.699381009889762,0.2850646673224544,0.39599107896162883,0.15007185347373586,-0.32561205475861676,-0.5442568893760682,0.11092458880545604,0.5316650745759505,0.4104830196312647,0.6008206638931324,-0.33048387202785173,0.16153391618383683,0.42567321383049994,-0.3339706769184597,0.3573736734545387
ParaHippocampal_L,0.265678235930611,0.9242988710113272,-0.07401412370954143,0.6275298173589159,-0.2225243601926699,-0.09557011629096189,1.0,-0.32342750965428435,0.09518156116267887,0.6349542874941683,-0.17016253144308977,0.6520328293526823,0.08619089088833407,0.3722152944306068,0.6095768117237222,0.8219618012847392,0.6806447460588777,-0.16065468551822293,0.7500815491818517,0.5896663540501618,0.3037506068535628,-0.05026410692921235,0.7906623916382374,-0.05062303534144548,0.6323351027621738,0.30119177967709126,0.49974487292366226,0.16603430160152896,-0.10137473581897537,0.38778807512751745,0.7604225192705949,-0.1966349389631633,0.6729935678207023,-0.22236422070964434,-0.27002969638209195,-0.08239157493611171,0.36881665558960497,0.6763386500408053,0.2110475658824965,0.36922613710292335,0.1907952726549313,0.31112519791179705,0.11784667684092359,0.563597777362347,0.31302294239566625,0.6550733459310695,0.661852709228245,0.37073875508686877,0.18691089276907746,-0.19615435414944088,0.4550879232117945,0.7828382958012996,0.30804024343356357,0.17314915947646836,0.3869023353661426,0.8297366860730881,0.0650327549114471,0.5093203342705487,-0.39408297819559207,0.3519679123913103,0.489498993628072,0.4614563968494754,0.21652673749062418,0.30431019392745023,0.3477398464772087,0.11722668720903219,-0.26689781448347044,0.03269925862956066,0.7340341563976305,0.7643232986361903,0.031239404284344623,0.3529649749542433,0.6195467737410828,0.13651467430432537,0.5941484919067577,0.18898774461210469,0.6445097306908802,0.3321188805551107,-0.049130388602231206,0.36621578556680084,0.16719891209901402,0.5027611352221143,-0.233789182941929,0.3410623644321137,0.34343106825591185,0.17446599923961367,0.62809545278304,0.6385872678731359,0.46243468083956635,0.53504823808135,0.41764944706451224,-0.2135444260011316,0.49940038616354243,0.7349249823580992,0.349842716114706,0.6148345780339819,0.5765166134117491,0.20632793932696825,0.08363507274365149,-0.14419797820714855,0.6438988648971854,0.4443509978440817,0.42506167242884885,0.669194578824052,0.041251400909552684
Occipital_Mid_L,-0.021097727586922313,-0.3297329309449596,0.4924553482022577,-0.0010171989561985756,0.42040396109834394,0.4972752479005425,-0.32342750965428435,1.0,0.49454403175504336,-0.07342797630453701,0.3859050546705492,-0.12534966006155754,0.18763007822706493,0.05601608759634483,-0.053509182112623024,-0.15488089533668986,-0.11376747922326999,0.8069931384552917,0.04997109733394197,-0.6854677710938851,-0.16325622193031986,0.5181021632382776,-0.3776129757486404,0.1653131449486929,-0.40251959390591574,0.19753264278294036,-0.3342093055787472,-0.42964979948884635,0.5234433085785284,0.16552920965489515,-0.07666227554938415,0.7795244514315796,-0.5120131650430085,0.8422694948436895,0.4908631273844257,0.8164906267269532,-0.28649434063315754,0.18916034951063498,0.32126717719895953,0.022412342820850386,0.4070790714410353,-0.4316410663205925,0.5222602358417047,0.04996810523992005,0.12625716938981585,-0.5282560840932802,-0.41162177808627315,-0.5382156180040032,0.5210064439360904,0.41228895120831055,0.15584988169320185,-0.13827954217002053,0.10218472301910858,-0.30999152215277515,0.4104032049264223,-0.38047331577384713,0.33899330190727245,0.03868131284150859,0.7038767091898119,-0.2846609791445588,-0.5544678833930797,0.25021761011125,0.12002451605810399,0.04345591031886398,-0.04843399190159479,0.35487529576085075,0.8308582811095659,0.2530810645205819,-0.22917828458643524,-0.06324088832914869,0.4115677400460624,-0.2972027692212675,-0.6173889146628663,-0.006145981967755433,-0.08566982913492592,0.3325606498710872,-0.17062866705424065,0.2867851061674387,0.5401484881484058,0.22062310005401223,0.5503324684091694,-0.29483750150163185,0.5021483525868908,0.43275451112013985,0.18833684183987243,0.5233529667298282,0.01857151590228866,-0.05977014598164423,0.10930042496495376,-0.22536539066894734,-0.3798402039465681,0.2575051575250684,0.23600248547295713,-0.14111745342103346,0.1661419658185496,-0.5523580501727803,0.0926346367589949,0.3661742122432103,0.2777626980831771,0.3475598322078399,-0.21914656675466185,0.08101600049449353,0.3399582632233033,-0.3116525443954177,0.508519953221891
Red_N_L,0.4066979548589805,0.02341613945237302,0.015049441048619057,0.5180608671945428,0.49580550702051673,0.5417746072265861,0.09518156116267887,0.49454403175504336,1.0,0.5156402709678437,0.47468858696058497,0.38183501640486,0.5839464820307223,-0.10839432972055997,0.03552094590335193,0.011013849641184546,0.1517446424021861,0.4702323641280809,0.17158969929133064,-0.4489993979357055,-0.34146000772581203,0.3695402419424153,0.026272940887628028,0.4682905546511762,-0.19482957914145216,0.5894354181431566,0.08633845737259777,-0.04252647918015294,0.42431704009909715,0.38222476802988886,0.2128878360360532,0.7364901614093854,-0.2178183285771933,0.5585519275733749,0.23306994876271636,0.5881015739815749,-0.30478714793710526,0.2662431951669001,0.25579748205302655,0.22863332992034452,0.7044006700668013,-0.23476179172647405,0.4388016046432401,0.1709563459671455,0.2238714074733601,-0.29547574726985476,-0.1555949472955426,-0.2709748932108994,0.5976411045228885,0.6061241823235414,0.486821541513004,0.20763156438054958,0.14510922784669691,0.030638724050167307,0.2890844765036941,0.04460537369549027,0.33809544788488755,0.6264449016699682,0.6674700742050391,-0.4704093588497573,-0.3643407013978996,0.6341550155882432,0.26074105098942285,0.30302299282278305,0.10736419472409381,0.5421881237489634,0.5362512207566471,0.5118103371632667,0.2133079520131095,0.3622284978234122,0.49282354920484134,-0.11075833064940221,-0.3865901349180377,0.42969153233909874,-0.09669375426525581,0.4908857487268859,0.18346224627744737,0.11536948571674126,0.33045971576380306,0.7062089083775346,0.6332774842858142,-0.41122181079961406,0.42780804318486926,0.6566186036588624,0.3621721835380956,0.2553076206391105,0.5054486760180069,0.38906205425933643,0.48714479086044965,0.15079773309942104,-0.3576201809471107,0.11340926943183866,0.4689814192054064,0.25944284453195476,0.1572199943222475,-0.3687795463182943,0.3678311255647471,0.49946041247449247,0.8158886473019601,0.49720661593646726,-0.15136399736210424,0.5518517866177554,0.4904193374362736,-0.15712618588251648,0.616777842471755
Amygdala_L,0.5622990141095535,0.53322717824189,-0.26207815596774875,0.822755305707459,0.277342349548318,0.26851472324762593,0.6349542874941683,-0.07342797630453701,0.5156402709678437,1.0,0.26474436428711434,0.5623171159475077,0.5008600271130424,-0.033240078042553335,0.34311954426419977,0.4919871859955482,0.36038972647910494,0.012509567027203627,0.4509332490342629,0.10412385186033737,-0.18324710451978457,0.1373326977727443,0.476323529582128,0.2980094790042577,0.503048874880422,0.6090988852775981,0.3522457424183265,0.16679045674732243,0.31812796136066535,0.44517277381926845,0.6288581149562387,0.2061995770151622,0.13946804453698647,0.14607120626437095,-0.19350563367878318,0.2407749160939153,-0.12266799583441179,0.45255880662018294,0.23048139251923142,0.5308226913908473,0.49252600536132657,0.0888278629576529,0.10338484913717765,0.4465319956008569,0.26877739319902755,0.1305128357543087,0.28487598156954114,0.14827013385410662,0.5287116368121065,0.32959441437106024,0.6746733389906685,0.6773137996831003,0.29697807868352516,0.08386147410853804,0.2769575063979511,0.5007440469634251,0.1714753952803511,0.7944133469138019,0.1480471081982203,-0.15317229041785496,-0.030407898922764444,0.607291152703832,0.223567029284792,0.14359191184519696,0.18368822411971245,0.4470792622447011,0.051958941642488786,0.4912503343808679,0.47034068094231346,0.7447222212412005,0.21073803228227592,0.3452025037173767,0.12373303402808761,0.37654515335532557,0.17060762163307347,0.43868666742311785,0.6035078861267916,0.15979835836732711,-0.041809946253137505,0.6948106699023517,0.3787923225384214,0.26026795213053283,0.19419814689731366,0.6568387357491451,0.23356236203249253,0.15840156871432723,0.7155570673295955,0.6736438656075309,0.5100267631055816,0.5951719523516483,-0.06491756344109287,0.006092433104922284,0.5699447041657641,0.7638667988945254,0.13634885077520292,0.08526988814650074,0.5530507383509479,0.46335591951637484,0.46159797566698524,0.36846914595432423,0.1767618050759933,0.6223781290281306,0.5112666257101527,0.1691709095466875,0.34517190110607604
