,Thal_PuL_L,Cerebellum_Crus1_R,ACC_sup_R,Cerebellum_7b_R,Olfactory_R,Precentral_L,Temporal_Sup_R,Frontal_Med_Orb_L,VTA_R,Frontal_Inf_Oper_L,Vermis_4_5,Frontal_Inf_Tri_L,Precuneus_L,Lingual_L,Vermis_6,Thal_MGN_L,Supp_Motor_Area_R,Thal_LGN_R,Rectus_L,Calcarine_R,Raphe_M,ACC_pre_L,SupraMarginal_L,Thal_LP_L,Cerebellum_4_5_L,Vermis_7,ACC_pre_R,Cerebellum_Crus2_R,Olfactory_L,SN_pc_R,Calcarine_L,OFCant_R,Cerebellum_Crus1_L,Frontal_Inf_Tri_R,SupraMarginal_R,Cuneus_L,Heschl_L,Cuneus_R,ACC_sub_R,Thal_VPL_R,Cerebellum_Crus2_L,ACC_sub_L,Parietal_Sup_L,Cerebellum_8_L,Occipital_Inf_L,Insula_L,N_Acc_R,OFCant_L,Thal_LP_R,Frontal_Mid_2_R,Temporal_Pole_Sup_R,Supp_Motor_Area_L,Frontal_Sup_2_R,Temporal_Pole_Mid_R,Thal_MDm_L,Insula_R,Occipital_Mid_L,Occipital_Sup_L,Paracentral_Lobule_L,Thal_VA_L,Hippocampus_R,Cerebellum_4_5_R,Thal_VL_L,Thal_VA_R,Frontal_Inf_Oper_R,Thal_AV_R,Occipital_Inf_R,Frontal_Inf_Orb_2_R,Caudate_L,Temporal_Pole_Mid_L,OFClat_L,Thal_LGN_L,Fusiform_R,Caudate_R,Occipital_Sup_R,Thal_AV_L,Thal_PuA_R,Putamen_L,Cerebellum_9_R,Cerebellum_6_L,Precentral_R,Red_N_R,Rectus_R,Frontal_Sup_Medial_L,Temporal_Inf_R,ParaHippocampal_L,Postcentral_L,Fusiform_L,Thal_PuI_R,Thal_PuL_R
Vermis_4_5,0.46939040557021283,0.20977265195120476,0.5956787356592134,0.3214461759728244,0.45642252527090915,0.411468657465644,0.5334287641920308,0.19093651647665888,0.3829273583851951,0.40387599136084823,1.0,0.4721474828903556,0.3820510186830285,0.4905740619510444,0.47214156601824897,0.44710853613520557,0.4401540792474779,0.6628061260817449,0.31315763450613887,0.3386591938174455,0.28776128078063107,0.29718685171912856,0.16267286710173795,0.4363110156931036,0.8350559556469666,0.013279006316291258,0.2773571949898601,0.20474320695918555,0.6537510572947887,0.5420835194655599,0.6018430194241021,0.27393856631027635,0.1389080060866186,0.4271934297562506,0.13943465047800616,0.10655330018969023,0.20750337659865642,0.0799429215914977,0.10610633043416914,0.6182387079307653,0.07748819031209792,0.0680265789229574,-0.11141643926135548,0.6624965100940463,0.0388193048104879,0.6781066902436775,0.29876785776740566,0.40346743997010065,0.12292209852028796,0.3409360819671601,0.6953514062784086,0.4480633582432163,0.4215711389697357,0.3563920971958433,0.7137834082389065,0.6743605345444619,-0.05977014598164423,-0.022928112303098346,0.19346095934932606,0.4718880215092482,0.6887300431958615,0.7624910466468872,0.6337570459514502,0.5425492933963018,0.3331956883072254,0.5360060856726266,0.02442473523855084,0.21531325821825845,0.6966872422891598,0.1297651949856635,0.4354703758566001,0.497570567218334,0.7270780441542884,0.5087156263165487,0.059069711294285766,0.625473376000479,0.3013863490653803,0.5051978538541246,0.6056247335400713,0.5603316644804799,0.27184081052761266,0.3507928155969126,0.3379331720360169,0.39364148058303905,0.6059493493361416,0.6385872678731359,0.2026524122949138,0.6517903201876404,0.2503923737242048,-0.0025247827201538807
Frontal_Inf_Tri_L,0.4901302964341111,-0.009396406375212324,0.7311253595618676,-0.026886344083314615,0.286214096874718,0.1593088699540692,0.027182734250275092,-0.15816368567818148,0.16315891979662764,0.8804654156284512,0.4721474828903556,1.0,0.1803142163215115,0.21575294382686236,0.0397362595264813,0.49767099060748804,-0.05784045732966166,0.18406172631961792,0.26110253998368216,0.19224786203000932,-0.02477707253292736,0.8390266833071663,0.11139502537555178,-0.022835368383824328,0.40751549876894827,-0.18449773171426742,0.8510985917615173,0.017450633243356144,0.5670777903241188,0.10218312409305108,0.11259618823536918,-0.3155090870137908,0.5025277567035021,0.6240132498211162,-0.29808830889879556,0.06643691775829719,0.27354011434569325,0.3500837673559332,0.5181354781993424,0.39564112671882956,0.38649838511077533,0.5742109757468136,0.23859062201640024,0.2908574537798544,0.39442554821901143,0.5281809261702315,-0.02115933822638504,0.03789943881747536,-0.23040148202290028,0.2830913838011411,0.40708228520311024,0.17467282493216832,-0.041051887342210734,0.1638026628228286,0.3418500809193469,0.42809384301827563,0.1661419658185496,-0.23068896545572398,-0.270776497153546,0.48623610444453547,0.2571459481486075,0.4163889220235499,0.7206628539740106,0.41178537279544103,0.621359332693734,0.47931035230325575,-0.32561205475861676,-0.33662101756859625,0.6624254966128803,0.4756874106246287,0.04086965149734529,0.59577586040985,0.2598386623725716,0.30906717822153407,0.12898447338447008,0.3911890978857818,0.23380080273467907,0.229816303606532,0.24724294066909772,0.3692418236532144,-0.027750725121161036,0.20290855808782648,0.2222056986477485,0.6615845142315416,0.1454680921519322,0.349842716114706,0.25693983607819965,0.6629195830317592,0.2096909865139668,-0.17637085597391172
Precuneus_L,0.6442180529396926,0.502274344770552,0.3533364404739877,-0.2037206429861436,0.1829959660931085,0.7909428672641945,0.6166778847395311,-0.26024527853799995,-0.1588670286010046,0.3665512841190504,0.3820510186830285,0.1803142163215115,1.0,0.8604993337546288,0.5051996076859756,-0.3703786583089635,0.6214378148706815,0.2549853734090301,-0.4146100987151927,0.6466706683791406,0.6405443488717929,-0.056099595065069376,0.6168334226097025,0.7165795961037914,0.4794171513725762,0.49407441122241086,0.19942877953915714,0.09110814488906036,0.062662097858146,-0.14076667628240344,0.7651287273754621,-0.08712194397511265,0.34520825677162625,0.3087302230929047,0.7342394493349572,0.7881425790099723,0.6972234959141653,0.7526185773250628,-0.4369702338858816,0.4911156193375577,0.10506674428860191,-0.36353270156306616,0.25309097544066805,0.18345561300285548,0.5295519599279142,0.48028010970514684,0.4088560156169815,0.03228598571326451,0.6177846282841823,0.45024968895840084,0.0035260784600011576,0.7219855702677829,0.19226781511927685,-0.26675588990323107,0.30309816327462524,0.5726699613954781,0.7334951773849034,0.7527571604835763,0.7118821010252312,-0.27201527073065984,0.5468673619760253,0.22963500065976927,0.10463490586538812,-0.12164025125385598,0.5317203006687395,0.3326411362282826,0.5475903474061786,-0.26323959626639226,0.26517513675365045,0.4437316370567495,-0.21870346352765332,0.2571303685252598,0.3296166735997724,0.46852347373250386,0.7904504214848665,0.04807739503624017,0.7504020242476815,0.2632866809493181,0.363528227625064,0.48763750034867315,0.7358324837340375,0.46099414180295945,-0.42098502127550197,0.2691147083217886,0.34447038001030855,-0.01169261310283526,0.6816819485145018,0.308406282459457,0.5675923125150139,0.7280580355060589
Lingual_L,0.6780331444407448,0.6952971912420237,0.4723942356614144,-0.03996268988756217,0.22661669365598502,0.6591832554695949,0.6922430863968783,-0.1878613426009514,-0.20940768876829427,0.3502912778283183,0.4905740619510444,0.21575294382686236,0.8604993337546288,1.0,0.6661078428517613,-0.2699214854135642,0.5283373012331738,0.255616487248639,-0.4429227442011056,0.7875504453948166,0.6492631284518485,-0.020922961859030018,0.5153806068779275,0.6188907586524229,0.520837883532524,0.6275635519001139,0.2224479872520467,0.38204897832055484,0.0934113071065542,-0.013543913836723227,0.8874885674861205,-0.1902140511547296,0.4823161688401132,0.3078838214181264,0.5835941967195835,0.7842791331918514,0.6333569027545584,0.7018812087079668,-0.36122524428031566,0.5677147449201945,0.3753627318664764,-0.3220107723933162,0.07099117521505961,0.4078818348962497,0.6054607215458194,0.5741361895034283,0.5564177310380231,-0.036863482918581096,0.4852128592475257,0.4392625043241238,0.04259418321582605,0.6662249195425148,0.20980279589300135,-0.2659880051858628,0.33244582108833337,0.6452332444329997,0.6383280014315115,0.6710048389326483,0.5870531189025047,-0.12934141878103642,0.5333862354604257,0.3513247867405004,0.23179741314109922,0.06970430966267241,0.5570422727454413,0.3498891813602964,0.6254989847788106,-0.28625322373263706,0.31257626508154984,0.4578937942994312,-0.17784857083363567,0.2877221355026228,0.4996123150701708,0.4661170405903175,0.7234007666450221,0.18751642887799078,0.8083503595590075,0.36109459800901134,0.6438099398733643,0.6676374664476561,0.6526821862591841,0.6656275135226183,-0.45393026887437093,0.3253454434178496,0.5495539948880245,0.11127070455059294,0.47485480311819267,0.42856216592429075,0.7492934311824678,0.7129635217366291
Vermis_6,0.296599794147197,0.6537766244115999,0.3113169242862967,0.28481641203605634,0.43251638512855006,0.29450739072686144,0.6709982686579679,0.10021282141979855,-0.12052778526930685,0.10422452116368353,0.47214156601824897,0.0397362595264813,0.5051996076859756,0.6661078428517613,1.0,-0.10747330442209993,0.3290355604279168,0.25189047618657917,-0.16782715383131094,0.5216018041671101,0.3280372446780321,-0.08145394137282437,0.1837413967605925,0.3745630277347285,0.4920978562540044,0.5878912507632807,0.00991532203619371,0.5289340673752821,0.1612300445540763,0.17666956578269236,0.6824552233614949,0.0877953863375297,0.34731080137152875,0.0855304393143792,0.39286956311461974,0.4599919397251801,0.24145352100512066,0.2762081697203622,-0.15945569940116036,0.3799033250734765,0.3654942656704858,-0.18612788098913008,-0.22095519508494943,0.5724387882413836,0.22064747720910324,0.45841986686544434,0.47564134700718796,-0.02047105756193719,0.20337475720871628,0.206835013145984,0.2540917337459983,0.3400897704880752,0.09288755910051347,-0.013479473249010747,0.29013719614132744,0.5145836597806673,0.19753264278294036,0.3771322457595043,0.3644850734874411,-0.03481077940753548,0.38402464216082377,0.6320400131339967,0.1297218046332964,0.20463432972950024,0.2756985995762183,0.24812705966192436,0.5234400214087952,-0.04318872964794105,0.19245732285778497,0.40553004411979976,0.07450245750689173,0.06581715148813469,0.6190669543365035,0.29593605093380443,0.36076125235782946,0.21534514249620357,0.4717869726736949,0.3951128944358663,0.6847976493984615,0.736276526245147,0.36957672160024135,0.5115260647059314,-0.16375091264129518,0.08408703834981653,0.6772402103363769,0.30119177967709126,0.09275180168918498,0.3436299570842528,0.454377404230838,0.3563487243998993
Thal_MGN_L,0.19159445582376855,-0.209795579999418,0.3097574531442274,0.34426640860726465,0.34264246677433086,-0.2896961981192678,0.05216122983544945,0.33520424084603445,0.48227822593430747,0.29363047591642366,0.44710853613520557,0.49767099060748804,-0.3703786583089635,-0.2699214854135642,-0.10747330442209993,1.0,-0.3324345833961747,0.36901747013096237,0.638897483123204,-0.1545527417266129,-0.28582165105807206,0.5110146926675782,-0.10668921024766866,-0.21506321221336797,0.29459508496062753,-0.45812080183733334,0.21792953796128256,0.02278532420202609,0.6322167858875642,0.5939757794879543,-0.15448293985318926,0.20942387095159792,-0.08514930220571061,0.2493648688206476,-0.522701651519841,-0.5687243837512002,-0.1762682666820845,-0.4738673815741427,0.5812550618800563,0.40797276566920865,-0.0015034290580009848,0.49566912832566284,-0.11041293243912664,0.3659621473326343,-0.3306092876087738,0.254072498924954,-0.18039779253215413,0.1448466342411881,-0.6134126630985929,-0.12831302277509726,0.7733877968599092,-0.2433431966363942,0.17223600092370625,0.5990649272668276,0.3424814238361923,0.14029548131390243,-0.5639222722387878,-0.6183221150132429,-0.36147247423408824,0.7007169158611399,0.16733788275204184,0.4936773663209484,0.7664512240929123,0.7445272628897963,0.01037780540382965,0.36184128727239656,-0.5322995236893728,0.4077079881716605,0.4983254252017008,-0.2846748021964361,0.6854325748064519,0.5992377228082297,0.3882616896480828,0.05717078504446038,-0.6114557530858984,0.5636375093922065,-0.21279912961965555,0.24366012006992765,0.19840671822426856,0.1675133499991218,-0.40201012186868945,0.0015623512676407906,0.6593638573244759,0.12671263470478372,0.24446271402503494,0.635594174046396,-0.26295595739798205,0.4405804430148567,-0.10970265246526684,-0.6299095110690465
Supp_Motor_Area_R,0.3018489733084104,0.16897749816537372,0.17592961239948143,-0.029370093105560796,0.10719990778472273,0.8251580887467107,0.4992130512618885,-0.2829428735583186,0.1153164250785031,0.14957006024163447,0.4401540792474779,-0.05784045732966166,0.6214378148706815,0.5283373012331738,0.3290355604279168,-0.3324345833961747,1.0,0.5353022845672855,-0.20628986656763673,0.4075478998349736,0.5842070844967564,-0.39549734886332194,0.19241841449000982,0.8138817066670901,0.4491738451984571,0.1435806201616676,-0.07455409149609539,-0.032058933241781086,0.0914987852444958,0.049183541347831775,0.6327350377139522,0.1557004246401587,-0.061391780943303435,0.3523221539857771,0.7828469469235156,0.4495226050740901,0.2810808498844553,0.3713831644378616,-0.649957186641135,0.3180934685125469,-0.22591856948218172,-0.6016753934761371,-0.05297956617078788,0.23515563284956165,0.09018169742325978,0.38576626542514725,0.4580082938408838,0.47263840444950184,0.8158133224723648,0.6908327874803332,-0.06626528479657658,0.8351234135252089,0.4814432975228163,-0.2745725038832593,0.5108185375396467,0.5576565693601533,0.2530810645205819,0.36168008701593213,0.6115177420227546,-0.24560011827553738,0.7037844054964978,0.10716725255112218,-0.09257284812089199,-0.21886549151195098,0.34978036709351384,0.2038138662537053,0.37558233267321545,-0.08152949882671072,0.19321906170595213,0.1847796808836521,-0.13498802000189802,0.10577776713911198,0.26795509603188444,0.5533003774085857,0.45940869804303586,0.07099902873893209,0.43067755234602445,0.3142992004909301,0.2963254382764187,0.19061875773118872,0.8163297836963798,0.28051895817899947,-0.22419089332942527,0.3597244071845226,0.18545079509714837,0.03269925862956066,0.5359334465395968,0.0943468816477147,0.14940476029834318,0.5790559004481042
Thal_LGN_R,0.3004844999853231,0.05953446355341443,0.2703290098887673,0.4424444516948182,0.2708949052466698,0.36192637091345664,0.501644474859745,0.23159917538037292,0.5314497089848986,0.20686885084563467,0.6628061260817449,0.18406172631961792,0.2549853734090301,0.255616487248639,0.25189047618657917,0.36901747013096237,0.5353022845672855,1.0,0.34414988221132997,0.3084661723172662,0.23195878603466435,0.05005933996245922,0.05146271582703949,0.6203728204360812,0.6048899634638826,-0.12516280845225988,0.0018604295048844002,0.1057707959772977,0.5409211634198333,0.5208626286185256,0.5099785221898417,0.35017851125566335,-0.06328693217623427,0.3239619795649149,0.27311099060517907,0.056614628952954056,0.028230126587782022,-0.11098308423937027,-0.09692330962792628,0.5356059325693137,-0.19719480613756857,-0.09041950997910166,-0.11048226763222208,0.577510614247725,-0.18640675852134708,0.6099085787871884,0.24646258683556035,0.5484732046372666,0.3355731431640608,0.28646228641810456,0.5667425628376068,0.368252284626022,0.45238682123031954,0.3505631251588688,0.8197217940347366,0.6202569287622051,-0.17062866705424065,-0.05284182235853763,0.19959722426674595,0.4589166955939967,0.7494488352787797,0.45810842613035213,0.4799702359646977,0.45972907104625854,0.14184548264445548,0.5252835790667354,0.010038842101736395,0.3682581050166555,0.6412816146485965,-0.13351753228992702,0.33478247575781267,0.35624271957196857,0.6790913089268221,0.6008701076007188,0.002524921050892787,0.6432874341021937,0.10263689049367418,0.5643130033468267,0.43175916118900803,0.3537581664484959,0.26336157500596713,0.13987294297151884,0.36204530158573583,0.18362859886412358,0.44772427057231784,0.6445097306908802,0.15036203504822246,0.4923644146061698,0.033802606352115454,-0.014738109796119631
Rectus_L,-0.20753089441909975,-0.48515902906681724,0.04578223409259457,0.30032657933321133,0.1496733319074353,-0.3075801998533206,-0.2638771161715544,0.4327196645331434,0.6717789874033282,0.06023873229489605,0.31315763450613887,0.26110253998368216,-0.4146100987151927,-0.4429227442011056,-0.16782715383131094,0.638897483123204,-0.20628986656763673,0.34414988221132997,1.0,-0.3312650996649558,-0.38779494542580395,0.4167619421076552,-0.14665155856303677,-0.22736214367380297,0.2853024604557568,-0.6570668223169642,0.07010977809169729,-0.23877288400709565,0.6596414498100904,0.5010093450376325,-0.23693041547338645,0.43803973512487343,-0.1500743378212497,0.09867464479591391,-0.5547594192130214,-0.5255608906108878,-0.43613509317747334,-0.48773529546671507,0.6335850462927038,-0.0954658852833589,-0.21935383616277293,0.5640551628586109,0.11609587777449681,0.20297161044012368,-0.4843774383404706,0.16101757307362577,-0.4063313873726505,0.5121633851704456,-0.35517861357166686,-0.20124768590899533,0.5850475270542647,-0.4026049571209893,0.16524714508136096,0.7640169808084376,0.4369354250802822,0.048409885941999214,-0.5523580501727803,-0.5553643033530318,-0.43864591102660355,0.710216504613759,0.036329550138854846,0.3662076818077966,0.41932344628555257,0.49003581914083816,-0.27159591959711565,0.1807217097703532,-0.5442568893760682,0.5292182555892473,0.508911717173628,-0.3000983284000315,0.5984654237710146,0.15035094512124128,0.20786258567278929,0.07317108755102307,-0.5816884178978976,0.5039319808506152,-0.5807535778878731,0.12260865910133667,-0.10289998522023423,-0.04779378815568037,-0.5494239854572419,-0.3936735023786748,0.9376005831729606,0.004271689199030663,-0.007261710858166145,0.6148345780339819,-0.13825506572798388,0.375552541438991,-0.4598096633908109,-0.7734096446127475
Calcarine_R,0.6014260729587725,0.7285094171423184,0.40649172770494896,0.26235566082338696,0.09659010615845041,0.4741013547726915,0.6083069937273803,-0.14933207567820486,-0.04706077095376087,0.3716370249487943,0.3386591938174455,0.19224786203000932,0.6466706683791406,0.7875504453948166,0.5216018041671101,-0.1545527417266129,0.4075478998349736,0.3084661723172662,-0.3312650996649558,1.0,0.43865796543067176,-0.0063275179667629,0.47925725175721223,0.629231061356752,0.47793827037123493,0.5296635368573513,0.20127469579897292,0.5786597660090786,0.07035369170006035,0.09104701552478829,0.8173173336195442,-0.33188589215438025,0.6965716051120642,0.366479479285408,0.4638325655502428,0.7687995734807466,0.4606545940369302,0.6086941586610798,-0.29293247082402935,0.5087369979499675,0.5262274792919097,-0.2255060092048723,0.07378603605084444,0.5511259202852469,0.6015870511752013,0.5996195316918024,0.5328629164838549,0.0563687658716018,0.4130285617618966,0.3467174160098993,0.01684503939090222,0.4453783788238719,0.18259089064358083,-0.162651548039034,0.41629442121722765,0.6261717389270636,0.5312109689509584,0.5199409606534795,0.39209946337205115,0.03756027018905475,0.4259526335203743,0.2719629822680144,0.3187572624007281,0.14946858623470183,0.5214930447118775,0.4162207177902229,0.564019582432639,-0.2675886175779885,0.3831302678160193,0.3110635205203292,-0.22524444394179624,0.2787943914858856,0.624906913552326,0.5730735638184095,0.6280309838754025,0.30853186161918916,0.6787213848649645,0.4853937505508334,0.5676183697973068,0.7755650833548892,0.45837456445028246,0.43986752230401527,-0.3992860189124488,0.29711987275969354,0.5225699676812289,0.22447772322374418,0.4459611534835941,0.5740461662567723,0.7485352836211197,0.5720345895337535
Raphe_M,0.4567069292029154,0.4295047667984254,0.2452443844726369,-0.22575083856433314,0.11850989955505781,0.6290070640485148,0.6059020298998662,-0.29407766608857444,0.004019328557249973,0.13283277530713072,0.28776128078063107,-0.02477707253292736,0.6405443488717929,0.6492631284518485,0.3280372446780321,-0.28582165105807206,0.5842070844967564,0.23195878603466435,-0.38779494542580395,0.43865796543067176,1.0,-0.3043778174335685,0.28576083801143276,0.5570305420878953,0.35828608117948135,0.36469749526505857,0.018835746687945187,0.05834579819499773,0.05540861864539521,0.07561407534358552,0.5939999215394298,-0.06562786236640558,0.020971956192837315,0.32742330623330834,0.6481119899072636,0.45556244458787865,0.5912770469301737,0.42243305643847023,-0.5309019223289378,0.3757885011568966,-0.0667787948160643,-0.5751451726748231,-0.0730522842155427,0.09299542809234508,0.19298838850236633,0.3833075330022541,0.5342882604821212,0.1067892772753784,0.5424664353075329,0.602639460648294,-0.11165026104471078,0.7317698296400177,0.35764852311054657,-0.4515725857395506,0.1674686080005711,0.5312014279380107,0.33867617934296795,0.4511953888549442,0.5913355071500871,-0.38024738784463785,0.6263909870217431,0.1161778873067692,-0.025960104593570454,-0.11898714263168839,0.4725066103086075,0.08306297409275903,0.48034443894130324,-0.20876571266613866,0.011532225027943512,0.18030393335748554,-0.18117487463671553,0.2840289043920738,0.21424785096614876,0.3343376835755106,0.4793036634791485,-0.08836513179845434,0.5379791642931548,0.30296064123500843,0.40231776621253534,0.2944102434318368,0.7399910831772416,0.498625746934407,-0.39426586035433614,0.33712496601087283,0.31734053958376557,-0.0497588968169148,0.3697089726935449,-0.007460155534614044,0.35572879590427325,0.6103848657574819
ACC_pre_L,0.21191046513050912,-0.07433386899793111,0.5983603489011937,0.05606175213108812,0.1732845201040364,-0.215113586184378,-0.19668664297018384,0.1265730877241341,0.15996427061191013,0.6064633567221211,0.29718685171912856,0.8390266833071663,-0.056099595065069376,-0.020922961859030018,-0.08145394137282437,0.5110146926675782,-0.39549734886332194,0.05005933996245922,0.4167619421076552,-0.0063275179667629,-0.3043778174335685,1.0,-0.01134397418517923,-0.2976438422414607,0.22390290770265756,-0.18204302454636434,0.8096267226326517,0.03769799303636493,0.5054059730735843,0.1113544092294355,-0.10826909380453725,-0.2747813227327252,0.4582459115460455,0.3611502528449214,-0.5488171886261575,-0.06394039390460059,0.022654952222555428,0.16224326587012158,0.7885365474597377,0.15262762481430386,0.38547472504257335,0.8312846545826802,0.24728823442274878,0.20092920749442816,0.25606957033528266,0.34996448624002235,-0.21180325145867504,-0.059208339335638904,-0.4750571998708656,-0.07111571229299031,0.4341693506251354,-0.2154121853774838,-0.20030205371784662,0.41326811265688623,0.21472220582054422,0.13610291572194858,0.05601608759634483,-0.28249659531260995,-0.496900995355215,0.6278149520297772,-0.08172756219447812,0.33754938008597135,0.6357478206025785,0.5037668430897094,0.3223209304941064,0.37708145341930943,-0.34912017157011616,-0.1735988536394288,0.6036231231314666,0.372984175699278,0.1008675599340315,0.3259460482135217,0.16064548062758077,0.16760853452662056,-0.004415005517777729,0.43629956999861935,-0.05096236603324374,0.1729296895242609,0.08439852552193781,0.23105777285163243,-0.39012778232593726,-0.015510008004855996,0.37422121223065224,0.4059658010049618,0.11441936422751893,0.3722152944306068,0.008428090818275379,0.5632691767220598,0.0666736581290581,-0.4397828033152755
SupraMarginal_L,0.619883613529537,0.22134619294862437,-0.04868221833787276,-0.24868113220899066,0.12007814721161879,0.5852502647219617,0.2482151010279687,-0.05574740346473149,-0.09436352161795535,0.2880874691215055,0.16267286710173795,0.11139502537555178,0.6168334226097025,0.5153806068779275,0.1837413967605925,-0.10668921024766866,0.19241841449000982,0.05146271582703949,-0.14665155856303677,0.47925725175721223,0.28576083801143276,-0.01134397418517923,1.0,0.38950991755544817,0.2966309836582866,0.16572284168309875,-0.08183389039620663,-0.1402224884834724,0.05027082021321021,-0.2007300978896831,0.43234548144670143,0.11082008223076503,0.24268754095175185,-0.008475208977870671,0.3041531769355084,0.4158921650979474,0.5745797763740885,0.43397016847128805,-0.21927458174719522,0.3290195996527931,-0.04153599002632696,-0.19730165564422208,0.4969453102158913,0.037635356793990396,0.36829299745771865,0.10779186247093812,-0.10847858598444335,-0.05197763928255983,0.26842311396374835,0.022013577117838978,0.024801175320889237,0.30788586217018843,0.34952152330971553,-0.02946474784476315,0.12556259887203755,0.2095928611597787,0.5401484881484058,0.6148080927087622,0.600822975196974,-0.07773656129250373,0.2040796974763356,0.09396608286819087,0.2621562405549242,-0.12851050920587503,0.11607760160906391,0.18197358306444897,0.23052139089162185,0.14439414630856318,0.27198228977251493,-0.0227938533474081,0.17329902335364972,0.37781623140075765,0.14521273628099887,-0.04973530987321752,0.3404187258927527,0.009225388774513685,0.5235195489090615,-0.15061263081799445,0.08125679834161272,0.2923157511354858,0.24645596400610773,0.14627942713297798,-0.13664812077351662,-0.0061662410505753905,0.005060894371564006,-0.049130388602231206,0.7506427057397264,0.35733749676132015,0.46127086324132893,0.4232151785373297
Thal_LP_L,0.5419745343654445,0.3785299446602866,0.19268296442242466,0.13998566672588114,0.14732293628344387,0.7551864607675054,0.6501233398451457,-0.192396599692568,0.1587156289864898,0.18420401284437132,0.4363110156931036,-0.022835368383824328,0.7165795961037914,0.6188907586524229,0.3745630277347285,-0.21506321221336797,0.8138817066670901,0.6203728204360812,-0.22736214367380297,0.629231061356752,0.5570305420878953,-0.2976438422414607,0.38950991755544817,1.0,0.5196704199919109,0.2853070282524581,-0.04314578795899314,0.14678223911685148,0.0938848685428741,0.16455805658046938,0.7561911997301715,0.12726472379201736,0.1321010010464309,0.3470254205005437,0.7986887817991554,0.6055928343806212,0.4326768254400859,0.4049085520536313,-0.5885014573944453,0.5715890085307305,-0.1046259958371082,-0.4935763259549614,0.04949317172198274,0.3296331535096401,0.20556236176783418,0.5339344085084317,0.5028286619699697,0.3473137037603263,0.7376822706632009,0.5178651331270574,0.08909899911006718,0.7224301731846109,0.4078633584805031,-0.11198648143330957,0.5910427630536744,0.6448642394697558,0.3661742122432103,0.5131543956490965,0.6526121825566574,-0.1326601888391144,0.7410716655114101,0.1904256311495095,0.13603068349227584,-0.016823367445384214,0.3737119925925957,0.463813859333504,0.5316650745759505,0.005353883005611606,0.329361235772747,0.15222385198772287,-0.0853996808221759,0.2440268419120672,0.4849947322556795,0.687330712545042,0.5510812496071096,0.23670094816329623,0.5964410177162085,0.45711493936249326,0.3534865057705277,0.41001546133607764,0.7476745373855639,0.2926041308563255,-0.25665227340756436,0.20955617369700877,0.3942639774724659,0.20632793932696825,0.5405580860978824,0.2813364655385675,0.4041236918639287,0.6303773666850179
Cerebellum_4_5_L,0.4574895486485768,0.2215288807702773,0.47444229751213435,0.32981933859534845,0.37220458966373876,0.47599676861492046,0.5076854990585186,0.07508541702895759,0.4258330141226932,0.4320411358586262,0.8350559556469666,0.40751549876894827,0.4794171513725762,0.520837883532524,0.4920978562540044,0.29459508496062753,0.4491738451984571,0.6048899634638826,0.2853024604557568,0.47793827037123493,0.35828608117948135,0.22390290770265756,0.2966309836582866,0.5196704199919109,1.0,0.014524724802729046,0.26534810176870766,0.15868819424230152,0.5954898906773304,0.44629366603607096,0.6350514321617852,0.17233529775968953,0.2852051642227165,0.4396743899665251,0.22288795225722224,0.2793612343718944,0.3366283109982448,0.19639301017519378,0.02782266145529527,0.48110911925735045,0.08016068023859302,0.009549143528578998,0.03048464804543433,0.5835611224096061,0.1321021903777822,0.6652682506026678,0.2672648602203613,0.4167248673929026,0.28686404768149554,0.3626203528766927,0.49765268001266116,0.4553285613910361,0.3698888627868179,0.2556349792966398,0.652371200121242,0.7101808865982742,0.0926346367589949,0.11786973545503268,0.25313785753335133,0.3370644452006339,0.7067445256801483,0.7719288673822812,0.5177009378086417,0.3554827386009467,0.3862695309487281,0.47273881806212026,0.11092458880545604,0.0911685363753221,0.6451253445770933,0.14457542882140295,0.25648414189753344,0.49050098392339214,0.7001373200129455,0.548050207698907,0.18444527463897545,0.47390771816304444,0.2945380748716646,0.5281606103967261,0.4377967836136191,0.664415787810461,0.3078523541644482,0.18848340815947137,0.2527952901716293,0.37617156922994954,0.5225233178114244,0.5765166134117491,0.3876728768506691,0.671932400910685,0.2262679974798256,0.07712144890050399
