,Occipital_Inf_L,Frontal_Inf_Orb_2_R,Lingual_R,Cerebellum_10_R,Cingulate_Post_L,Vermis_1_2,Thal_PuA_L,ACC_sup_R,Fusiform_R,Thal_VL_R,Thal_VPL_L,Thal_MDm_R,Amygdala_L,Thal_VA_R,OFCant_L,Thal_IL_L,ACC_pre_L,Cerebellum_4_5_R,Temporal_Inf_L,Frontal_Mid_2_R,VTA_L,Precentral_L,Vermis_10,Calcarine_L,Amygdala_R,Heschl_R,Angular_R,Precuneus_R,Thal_LP_L,Vermis_9,N_Acc_L,Temporal_Sup_L,OFCpost_R,Lingual_L,Thal_PuA_R,Rolandic_Oper_R,Pallidum_R,N_Acc_R,Rolandic_Oper_L,Postcentral_L,OFClat_L,Precentral_R,Thal_LGN_L,Raphe_D,Fusiform_L,Olfactory_L,Thal_VA_L,Cingulate_Post_R,SupraMarginal_R,ACC_sub_L,Thal_MDl_L,Frontal_Med_Orb_R,Temporal_Sup_R,Thal_VPL_R,Thal_PuM_L,Thal_MDl_R,Occipital_Mid_R,Hippocampus_R,SN_pr_R,Frontal_Sup_Medial_L,Caudate_R,Temporal_Mid_R,OFCant_R,Red_N_R,Thal_VL_L,Cerebellum_Crus2_L,Parietal_Sup_L,Cingulate_Mid_R,Cuneus_L,OFCpost_L,ACC_sup_L,Thal_PuL_L,Thal_MGN_R,Frontal_Inf_Tri_R,Thal_PuL_R,SN_pc_R,ACC_sub_R,Cerebellum_9_R,SupraMarginal_L,SN_pr_L,Temporal_Pole_Mid_L,VTA_R,Supp_Motor_Area_R,Temporal_Pole_Sup_L,Vermis_4_5,Vermis_8,Temporal_Inf_R,Putamen_R,Occipital_Sup_R,Thal_LP_R,Paracentral_Lobule_R,Thal_PuI_R,Vermis_6,Thal_MGN_L,Cerebellum_10_L,Raphe_M,Thal_MDm_L,Occipital_Mid_L,Red_N_L,Calcarine_R,Temporal_Mid_L,Parietal_Inf_L,Frontal_Med_Orb_L,Hippocampus_L,Vermis_3,Frontal_Sup_2_R,Parietal_Sup_R,Frontal_Mid_2_L,Cerebellum_3_R,Insula_L,Frontal_Inf_Tri_L,Postcentral_R,Thal_LGN_R,OFCmed_R,ACC_pre_R,Olfactory_R,Cerebellum_9_L,OFClat_R,Cerebellum_8_R,Frontal_Sup_2_L,Vermis_7,Thal_PuI_L,Rectus_R,SN_pc_L,Cerebellum_4_5_L
Occipital_Inf_L,1.0,-0.6411502359501077,0.29739174263402685,-0.11390952974858538,-0.054065772396809895,0.46123968925079384,0.33897862339256646,0.3695445900278016,0.09047487415165506,-0.006767361903404433,0.1805829641957247,-0.13749563992808303,0.012509567027203627,-0.14760298518144446,-0.3872693840684933,-0.2817728511586362,0.25606957033528266,0.01749043857374244,0.21083370503540494,0.1591502306774334,-0.3147200641624857,0.3194905399243247,0.5362538806021585,0.39566918062367984,0.29177578747514743,0.03533202255477483,0.26527722286459754,0.46609644956609697,0.20556236176783418,-0.2147802017713671,-0.03595181617167831,0.5452434086974536,-0.4551705181801915,0.6054607215458194,0.6229851198377807,0.197385932551118,-0.6066259009392734,0.26653689726616625,0.27544307355999603,0.39237577321168976,-0.5188816638464084,0.2615669373675944,0.1476119386718439,-0.1563239351965948,0.3763724793765603,-0.10115660846401851,-0.15146285992235953,0.3730179480828246,0.1647702406663985,0.027162477517763958,-0.13809943341357,-0.28143142421247924,0.12058852881199356,0.1932906180102791,0.39334520429648984,-0.022280434138417727,0.4009890554342028,0.056471916414629064,-0.38048000004138405,0.34293646920059717,0.2074005800861035,0.15402635756918395,-0.6142048328317604,0.39027825611738565,0.11849642554230252,0.6383131602812905,0.3261812460325454,0.18048136421588667,0.7184613906645161,-0.14814800285584062,0.37995528514920823,0.46232149975516085,-0.4856597907439892,0.2297014158544251,0.5475098310410902,-0.3157956401687754,-0.08024532927845335,0.21098711906858536,0.36829299745771865,-0.24681851969258914,0.5733321918408846,-0.4149636440102631,0.09018169742325978,0.03406816169847695,0.0388193048104879,-0.013229075466387642,0.15993825196449277,0.341497404246428,0.7014346726575241,0.2600661012530585,0.18748094374612964,0.6605805017843134,0.22064747720910324,-0.3306092876087738,0.3906651776454539,0.19298838850236633,-0.041821728889913104,0.8069931384552917,0.4702323641280809,0.6015870511752013,0.579594020664814,0.5002332634922244,-0.41775897187149885,0.13470790274670172,-0.1284983539507981,-0.2290270643461555,0.5434116791757986,0.1671713120258858,-0.03513518239934568,0.30290947417467734,0.39442554821901143,0.10038985787032555,-0.18640675852134708,-0.48883639318227906,0.5029374865473316,0.007414695518346088,0.15250545380226885,-0.5570068764160752,0.20700641806463554,0.45250879358377816,0.4364467936937187,0.3884075974388947,-0.5632201734274854,0.030480704008656538,0.1321021903777822
Frontal_Inf_Orb_2_R,-0.6411502359501077,1.0,0.006194496779793981,0.21603780235042397,0.2756704823579692,-0.18115145113741665,-0.07235827296091578,-0.38780829075412576,0.23367181850385293,0.25890844939821545,0.07306169135723922,0.3117160264446629,0.14827013385410662,0.3476049937581379,0.3326733833738679,0.3927998338553219,-0.1735988536394288,0.18724044221197972,0.13138614116664896,-0.40276407653448887,0.4115549441782928,-0.16105450344307393,-0.2945099496090669,-0.05492489519389232,-0.07805310175131275,-0.1398023614481703,-0.11029037786974671,-0.301826494635461,0.005353883005611606,0.3594385588656962,0.34440166212644985,-0.13194893217615344,0.7852283043802694,-0.28625322373263706,-0.3478577775062079,-0.22393834423033254,0.5904452385253741,-0.30416479788343687,-0.10384865166481445,-0.15864384137740167,0.8263814938093194,-0.32242831650258524,0.025780885913833797,0.32786136631388024,0.02967680533247361,0.25601089849387143,0.37619294952899984,-0.02330691699362199,-0.13513507546126788,0.012484548685500828,0.33168362566285514,0.6253816681610187,0.05149130824547973,0.09739460839790645,-0.04728884017005856,0.33705227786195396,-0.310473886769917,0.028536252369692608,0.445330649569933,-0.48476985502694053,-0.1900744515923075,0.00016844272337849424,0.7940151024898859,-0.24460823640223478,0.19053693589995893,-0.5047557752146804,-0.06044116920256041,0.029049390993228938,-0.4932397177962042,0.15391999942621304,-0.24181152442675322,-0.09882234620936711,0.4838592133684218,-0.37467765097201033,-0.3874423236186356,0.4016656745965861,0.12143296573615303,0.017032618983327388,0.14439414630856318,0.525189032879392,-0.6914656594510048,0.3926383419280048,-0.08152949882671072,0.04020023365660599,0.21531325821825845,0.10184451346111172,0.10472015648255253,0.005405732403486466,-0.6000931247020466,-0.2225030828999935,0.02685546035862555,-0.2447075112214531,-0.04318872964794105,0.4077079881716605,-0.27441241059188887,-0.20876571266613866,0.24872118810070143,-0.5382156180040032,-0.2709748932108994,-0.2675886175779885,-0.09737724399674602,-0.2695666532998917,0.6368233273884063,0.1421248338726788,0.25754165319573363,0.4625847175177265,-0.5912077228294631,-0.10831865486661492,0.2210123031823907,-0.1267091326440251,-0.33662101756859625,-0.11228698738663477,0.3682581050166555,0.6784451117094767,-0.6167442292184512,0.15232385150990524,0.10750810271350518,0.852503455628528,-0.0025369487705320325,-0.673763381458277,-0.25924367711080104,-0.027894657692994394,0.6275296148128058,0.2440045378189448,0.0911685363753221
Lingual_R,0.29739174263402685,0.006194496779793981,1.0,0.6424748572412043,0.5463806419425339,0.691705870321102,0.6844365643491559,0.4916997844081624,0.7255665675616892,0.6464708986272453,0.3618522106770221,0.41883250105232916,0.6948106699023517,0.3796385503587609,0.05981509018419482,-0.016361475151669667,-0.06723685590092203,0.5908500591672543,0.12358582499851407,0.3318985606081149,-0.0724083424193203,0.4271562334795471,0.43041105202018115,0.80589681715372,0.7052250676144277,0.179601608670076,0.38140961686302804,0.5753745573643029,0.5252481169233505,0.23991217766526166,0.12589547884007563,0.3900775873433854,-0.011856260290862184,0.7981559300199262,0.616020186683039,0.27767517380309514,-0.15837656188812058,0.6132659599887412,0.37284457269622584,0.09599351487439302,0.1451193381047236,0.4895843602900254,0.3255996027691522,0.06608039696152468,0.4368022759403183,0.2914212405245869,0.10273891905726686,0.5855891028336316,0.4020668194194856,-0.24956845497715194,0.14265197931314483,-0.19748946210787327,0.7977866423097693,0.6507005412645726,0.7358155339170881,0.2796492548445681,0.11749792273753995,0.6068184331329992,0.14390286883653533,0.19710091377766456,0.44844588634293425,0.8186456054122323,0.05339732644444711,0.7036169949708948,0.38400572745407224,0.3314337987758216,-0.21444652880921422,0.6839517791760411,0.4726778805912674,-0.021320651205954527,0.4208686432144399,0.5697677422708052,0.03194017746900687,0.22126366380950155,0.44629306402649077,0.3665132664713639,-0.21816428449497466,0.7969924328878801,0.24124869101717453,-0.05939293966136066,0.20156623623926703,-0.011653830632407587,0.4557785001210305,0.02014798177447353,0.698425965766746,0.679851117243884,0.7758788282809608,0.28516178624379573,0.35219129793105014,0.27574005165177917,0.4513115510284134,0.6300839510071852,0.7030743064434775,0.032764140260125675,0.5027510847233654,0.5160983952682442,0.42895506660584215,0.22062310005401223,0.7062089083775346,0.6298911323790501,0.40079719114384454,0.04872649374470189,0.05590996586308647,0.597482578828161,0.3590547158332707,0.3029411532378341,-0.03768363916956386,0.3311861527197973,0.6124090940255206,0.6329001328532988,0.11763240926272103,0.42000056441910505,0.4260392252419676,-0.18312292538118563,0.06525482750382633,0.40985100774190736,0.7713448961078152,0.17197553258294632,0.7445450657348806,0.1567362320866831,0.5512956218113028,0.5397743292265931,-0.17930601408808042,0.2655827811221793,0.6132455824044767
Cerebellum_10_R,-0.11390952974858538,0.21603780235042397,0.6424748572412043,1.0,0.5573459538253437,0.555154771949999,0.5404487855326197,0.361865916493335,0.5194917683964497,0.7095521480800552,0.36077088764226806,0.32012146174154954,0.6394224210832558,0.5228535877914597,0.04189871288090515,0.1920295672620386,-0.06493913861339395,0.4591651369879836,0.09313786705944238,0.27731694120569284,-0.14189929807031465,0.15679937674983718,0.05800630997167859,0.4548808232634846,0.544768052317101,-0.02858576250306922,-0.014238375560767406,0.21234111382834897,0.16156917726604839,0.3828853163406036,0.12960714874630483,0.11105650992824452,0.12716295736967936,0.4259198044892398,0.3337982725980534,0.15407804293927008,0.1598954544448545,0.43902370677859814,0.310023536052627,-0.1918765465815189,0.4120822477545569,0.27482024350282586,0.3000132827881581,0.20170835156222117,0.19277793689904715,0.3840903770568754,0.18788619100413442,0.4201125693113642,0.15459729388026103,-0.18366336706741762,0.15493509936629032,-0.11608729533101778,0.6448065468741745,0.5628929842924421,0.46393703232454137,0.22341737572575313,-0.1318949449587664,0.4580755399888771,-0.017069410295401072,0.17310692761641203,0.19209917819760056,0.5718667337026713,0.1961933071260125,0.6864169694133869,0.36726966941725897,0.0951073906013459,-0.31256398707703636,0.40527175423794914,0.004844191072886813,0.04991407482662893,0.24867645786976275,0.34720650437162104,0.22808573164123763,0.1533644313707598,0.12110747550448127,0.4188946498998887,-0.05292706583502547,0.795231667163838,0.020218967429827046,-0.01660992205561466,-0.0007490765840112117,0.07128719916648765,0.2275484858707912,0.0797200818918183,0.4843509767418417,0.5946190976918985,0.6219523101051518,0.06602805909676365,-0.055412327115437705,-0.10415677666838093,0.18638774899254776,0.3563640334970249,0.5337682323989197,0.2665591848782749,0.2986025784953204,0.43341199762259336,0.3112726505286496,-0.1816225538004738,0.5715939101095807,0.22406658512077055,0.05332261499191717,-0.28195489361017806,0.2060886710981322,0.43859291547322393,0.46509296716939946,0.37959599319067,-0.13587171162592743,0.2678999563076194,0.4610174939581265,0.3927724803059885,0.07258618148029641,0.20185716008323326,0.3328501302801675,0.1115290310721575,-0.07013207227814544,0.4635718981252011,0.6980741262187258,0.35755537367629286,0.5665131286346639,0.002829539462374093,0.26165837591055197,0.2392070134626035,0.06558470132822164,-0.020264650708812795,0.24977420412956128
Cingulate_Post_L,-0.054065772396809895,0.2756704823579692,0.5463806419425339,0.5573459538253437,1.0,0.5479207571226791,0.7632449385123513,0.19000903860545837,0.4039547116137514,0.6544456969713704,0.35803747690252735,0.12074163567341054,0.37654515335532557,0.2604900262749645,-0.08042355830271665,0.020273195255691937,-0.16781025941788233,0.3830946705291458,-0.12492812242233824,0.256464549131607,-0.19780343355997312,0.4502082863018271,0.3135369784791168,0.4206889026416433,0.5615527425464318,0.02279980632327195,0.197370099797825,0.24502407696383202,0.3980671337336768,0.12360959045112736,0.00886209954758595,0.21681099976420987,0.09770400250421535,0.4503867261258392,0.5454469533453237,0.30368303661098867,-0.05636205960694607,0.3420736534726966,0.4442602121688318,0.12639883534735363,0.3955964472092695,0.5136151240713409,0.446226527563771,0.03827326149872557,0.04980525577524805,0.17401244591999737,-0.1142704316815723,0.60392841833278,0.4687300741990364,-0.37599561281162774,-0.04521375316993572,-0.030189942835763636,0.7323288800146572,0.7047256436312928,0.6530624865452355,0.05554871276141235,0.027517650485728434,0.5054310050322317,0.1812667924628849,0.02007347882847131,0.07391264511557247,0.6307921980349859,0.2599811100972256,0.5467215798437799,0.30694463038404557,-0.19645387952225765,-0.22620506694804945,0.5328184019658838,0.07816588220731228,-0.20496209251553663,0.13722799957503465,0.5772055324436299,-0.044011840244726985,0.07993880891456595,0.36114680409896266,0.1854210383076963,-0.3037286239703578,0.4877814385738635,0.3729378408624464,-0.05669567162013981,-0.09852479781894845,-0.11944577024494607,0.3004462277049719,-0.19642900241786357,0.43168351221717494,0.576998838398936,0.49163503985402174,0.0113672145568668,0.037392676227192966,0.03880909954167222,0.3720889153391032,0.3778283799157212,0.3667274953844549,0.1792974771138114,0.3914928799030647,0.49127247210502695,0.15192519915728736,-0.006145981967755433,0.42969153233909874,0.23248229065517195,-0.023164389891048454,0.09580087912229462,0.1019303262162245,0.38417168371797833,0.25584843057952483,0.44185216957041457,-0.058814373193065275,0.23456560162148793,0.44936932725221085,0.2296903199831444,0.01699995029526499,0.3889890812491436,0.30257438150797095,-0.017486361556420194,-0.1691743141897252,0.4557800223425376,0.4189488863661926,0.5393133043112764,0.31955664741035106,-0.11379033216297135,0.34559451285534276,0.42117177615015106,-0.12749973788327187,-0.10417981603144996,0.33566380245996197
Vermis_1_2,0.46123968925079384,-0.18115145113741665,0.691705870321102,0.555154771949999,0.5479207571226791,1.0,0.7486158314943626,0.590829692660177,0.4698824462074732,0.6269723357946961,0.5292020933575784,0.20660491569355924,0.49252600536132657,0.27679527296038897,-0.013925184296831952,-0.042278063237262846,0.12796548602352537,0.3308878757082561,0.12083281583499847,0.45025110698706305,-0.19023179766660706,0.5571006209977403,0.5459130773775244,0.6634472825681846,0.6039844024518948,0.17558367274476844,0.3066007659090812,0.5610860863519468,0.47092047686597116,0.13383147550066515,0.0713901662170814,0.6013482965117632,-0.1418563005686808,0.7697310815716971,0.7697748120459986,0.4469994306370863,-0.2678640651138571,0.5119250902784366,0.5537923291830926,0.347010619308912,0.04435398708497171,0.5612921629909965,0.5084273505884777,-0.05454543943618133,0.4054250754700015,0.22240443274923385,0.01988983930660007,0.7614230096975687,0.39477012272863954,-0.17981720507886242,0.09751440444804405,-0.20510641756327022,0.6473701038278196,0.7357901204748971,0.7934900731199753,0.21776515403257862,0.2820807548100024,0.5568235593847043,-0.03726310009448645,0.424533494863454,0.38420662648192594,0.6050486115343479,-0.13556547115803091,0.7209398388142608,0.4606060542390127,0.3302893645226718,0.031541948693066355,0.6025342693839972,0.4745435202031498,-0.10303138754404646,0.5355347622109601,0.779163612680177,-0.10731217691870959,0.4127423024585406,0.5210366018226041,0.12231305270371556,-0.1951287137442883,0.6281981640003428,0.41384299788265244,-0.1366178952659402,0.38495033773488646,-0.11460131117398424,0.3822631881900018,0.03136830218220558,0.5358508165608956,0.47476257278680956,0.5258947989660129,0.3355025442844452,0.4731473116050703,0.1823044903715837,0.39753021579027037,0.7325214968838553,0.46114612977443914,0.04586618329988708,0.654949338765997,0.5749217500381671,0.3376371403262891,0.4070790714410353,0.7044006700668013,0.5857313640611653,0.41868269706874933,0.29120676285989155,-0.22794566298618055,0.580094013643122,0.3384177402696395,0.26694053526236494,0.32167079922301284,0.48093372937093193,0.3962432846818078,0.5725943818258598,0.40531509162469814,0.3646171794206507,0.24401805518796787,-0.2810607347028642,0.31280217824711176,0.3133531596147416,0.613664896571317,-0.03244888785816832,0.5199292830882218,0.38115585729394486,0.4269185033657232,0.6355449300422162,-0.3132244981199029,0.0011386417823757776,0.4121480418654295
Thal_PuA_L,0.33897862339256646,-0.07235827296091578,0.6844365643491559,0.5404487855326197,0.7632449385123513,0.7486158314943626,1.0,0.4838070059259847,0.5671772491042923,0.7633414403256744,0.6030472644046386,0.18694700759238989,0.42647063541566754,0.38146950165841775,-0.21518111720557617,0.04516050343748187,0.05810355879220583,0.4631799270906004,0.091914767552306,0.34238090789514647,-0.25336391058508345,0.47362012472482323,0.6263676181186236,0.6014164238749596,0.6597944651236348,0.08555062488819148,0.24030226980099298,0.4010139974040691,0.5379817071426811,0.13921375597150693,0.007574063058968715,0.48405156109106073,-0.08334647450075415,0.6677673327878958,0.8198107643110015,0.4574029867680037,-0.19871880544381113,0.5594038537338888,0.5999122215162302,0.18102459300990292,0.17516890834128626,0.5672757771646635,0.6326395680402879,0.06097637088632057,0.3540853067995372,0.2332138617181229,-0.0408220383403087,0.729871829343624,0.4448769015845254,-0.22738066902999382,0.07151980148016528,-0.1006829340727227,0.8029928099463,0.9132516981384995,0.9007480835785754,0.18718819880524676,0.23345725002275838,0.5821774209884746,0.03771396134024609,0.24941900296027494,0.3758216520002556,0.6759768684489367,-0.09794953329272638,0.732902550913269,0.5380245174651431,0.2294900950781389,-0.11339691545828205,0.613516983143554,0.41157860914468886,-0.10303953280255981,0.40088606062183446,0.8532496323812588,-0.14005926252390086,0.3375354162991245,0.5254294407439233,0.22261914547896886,-0.20871720066873456,0.6692990920361116,0.3882143161213906,-0.11955352328768468,0.23351000646140413,-0.1421696105470061,0.2834878314900154,0.019224258107974363,0.4775771942795553,0.5412865700467574,0.6780864903857701,0.2584510230964824,0.3464047526707203,0.09540621585008598,0.32385118874286734,0.7190119892847222,0.47987624526002354,0.2149111130410359,0.5532979414819378,0.5077110403673857,0.2610625476511882,0.27665679243152036,0.6155589698283809,0.5624366220594388,0.2847668941421928,0.18027872351373184,-0.09468937554034008,0.5255201482146626,0.21640082183643786,0.2378067596761164,0.1891372997920129,0.3187658202100764,0.41366985617018215,0.5423890847398956,0.303951783511076,0.38310948319967664,0.34212951170476424,-0.18853950453186483,0.20218647669009066,0.4784671084895849,0.5733803068797145,0.17381532800076857,0.5048600682196807,0.189771403414851,0.48625123529673037,0.7444556742216029,-0.30901364634957357,0.00756641991864431,0.4168099707259823
ACC_sup_R,0.3695445900278016,-0.38780829075412576,0.4916997844081624,0.361865916493335,0.19000903860545837,0.590829692660177,0.4838070059259847,1.0,0.47162373356669735,0.5899564194143061,0.6126287246769215,0.3165295780775494,0.44517277381926845,0.508190449137017,0.13027750829986962,0.29788345101137986,0.5983603489011937,0.4927521191883781,0.39213336097635915,0.4900837011701861,0.03604584456693624,0.18505656677084883,0.4416629788756792,0.39905652532747266,0.3127361359529567,0.27123030789721886,0.011639629864945286,0.5007325060321557,0.19268296442242466,0.3906022782611931,0.1456134565588613,0.5184880670890619,-0.05765158002146762,0.4723942356614144,0.4187285196224738,0.6607827892719141,0.09561813476276816,0.4590110483534859,0.6117221802433099,0.07662855807885281,-0.04832012896941855,0.28293621849417766,0.43807000355832676,0.13805428103873227,0.5649438638846669,0.4524367827406068,0.34220441183071304,0.6592264852340971,0.02509794463223946,0.3440311322698512,0.43016546408738787,-0.12489391396514127,0.4222759423988334,0.5609063267535771,0.45499516391530515,0.3836184024897612,0.08375016687384639,0.38695782053448996,-0.031274735801254505,0.6689833395626505,0.617225540507762,0.37785625429525715,-0.3521950144974527,0.489025415276748,0.6011324299648225,0.4700727660796387,-0.06552463003980735,0.5289266111249192,0.28032011012960373,0.361571397221889,0.7890251111268841,0.5089381718460209,0.18440441355508763,0.7123827778137193,0.06103435876080712,0.2220570312331098,0.2904911782937992,0.552522187729706,-0.04868221833787276,0.15374926052066518,0.5403786667507681,0.05715081616720196,0.17592961239948143,0.5438334781788088,0.5956787356592134,0.34219459081356013,0.4999330451394188,0.4809780858441478,0.331061633702849,-0.07779752731633884,0.05608619892000676,0.4322535262468387,0.3113169242862967,0.3097574531442274,0.4333918661120154,0.2452443844726369,0.4432060640254645,0.16552920965489515,0.38222476802988886,0.40649172770494896,0.4828963719632797,-0.04649355186098819,-0.16997933059062728,0.4231289574111467,0.38099677299656026,0.005163067977838607,0.3708588792188202,0.510847724451981,0.4185138624958096,0.7431574331738455,0.7311253595618676,0.02849242617705456,0.2703290098887673,-0.09333107305561118,0.7956659244024024,0.3084786081103207,0.5391734231508467,-0.4623074517626735,0.5513621832520876,0.6982172772518564,0.1647533352901567,0.43537319220772874,-0.0016965725203216247,0.18713752649959597,0.47444229751213435
Fusiform_R,0.09047487415165506,0.23367181850385293,0.7255665675616892,0.5194917683964497,0.4039547116137514,0.4698824462074732,0.5671772491042923,0.47162373356669735,1.0,0.7507791315540455,0.5263887155396764,0.7198268983874521,0.7447222212412005,0.6868025957317719,0.26787592316699277,0.3730486757934545,0.16064548062758077,0.7326635794857864,0.4406488268257109,0.13885054197670874,0.34551387889688856,0.18214511935453806,0.3954774945471756,0.6879848852355291,0.5235108764178771,0.31535495498107713,0.24502590626006904,0.47681582575748765,0.4849947322556795,0.5817825518631543,0.27557758616777117,0.3712742358213637,0.3158483037711194,0.4996123150701708,0.3279355453940984,0.4648733770642187,0.22282472409987014,0.44405136610290574,0.44596538568253064,0.00807343002159548,0.3265415733543721,0.1599814258605774,0.35624521891461824,0.2486130752990389,0.716793498858695,0.5315106584605711,0.5152927572733107,0.560511732796841,0.1620662819336626,0.0334227743226501,0.5809803422080216,0.09625710633866234,0.6935683193704333,0.6594578586618931,0.6262337230139802,0.6709322948722856,-0.14831885486570837,0.6120194581843815,0.4318954527919413,0.1282575270877031,0.5752055727584839,0.5663565223259345,0.1553731557604975,0.3813878411579176,0.631280458947589,0.34831045392656473,-0.21287614869627297,0.7402312367737848,0.2643549024067254,0.32376873720654836,0.4712488914277904,0.4476716079566187,0.42719646854202215,0.2946316452984262,0.034426883493059154,0.6315910185187619,0.06569951503280876,0.7555543135697957,0.14521273628099887,0.32526483742515905,0.06650401454621666,0.3706350167983529,0.26795509603188444,0.3772314355529935,0.7270780441542884,0.5765592266574986,0.8382983392040342,0.5623329643939076,0.08404198710934693,0.04539346432002542,0.19735791277009906,0.45947495452972525,0.6190669543365035,0.3882616896480828,0.3252656068622058,0.21424785096614876,0.7051773553014609,-0.06324088832914869,0.3622284978234122,0.624906913552326,0.4406938397993161,-0.19433944612242016,0.2861644962113722,0.6400372454897981,0.46208480711967853,0.26302955125972705,-0.2569841126646245,0.3230331918057593,0.5968302566311595,0.7205783387579333,0.2598386623725716,0.2121201524912755,0.6790913089268221,0.12338896023257459,0.11243773400160849,0.3817406283771468,0.8459635906596343,0.1959209366478856,0.8078900797959658,0.08972259919254928,0.2836360879678077,0.5976467732051973,0.21983501616713133,0.5474661454205926,0.7001373200129455
Thal_VL_R,-0.006767361903404433,0.25890844939821545,0.6464708986272453,0.7095521480800552,0.6544456969713704,0.6269723357946961,0.7633414403256744,0.5899564194143061,0.7507791315540455,1.0,0.7324792338710415,0.5490088638915297,0.6350245588662787,0.787215466232671,0.1378576344052857,0.4773621389010895,0.24766012521812492,0.6312255927198273,0.370959527812577,0.25120743568542847,0.15970215964841483,0.23494747311456204,0.3507224146127677,0.510481780063312,0.5367585112239943,0.18889253739920595,0.007141819304332854,0.30458578764123945,0.3848862783023704,0.5518270307900544,0.29807240856698064,0.4182997943795548,0.34702395566685557,0.4294462841756979,0.46317869492640223,0.4795529416770354,0.34853415543369787,0.39624879793640205,0.6217329182526338,-0.04868357267767332,0.5118077817843065,0.25951136209143244,0.5740907872695035,0.3243250112058855,0.5424926007894582,0.5659508360921801,0.4877066890091661,0.7334116639456694,0.11726951906998273,0.05347817726560891,0.5630521539405597,0.13292116759462977,0.6995242440668837,0.899311061615062,0.7078210694092016,0.6214486015710472,-0.13263768349241928,0.6017444603166083,0.2630132193126464,0.2396365737202038,0.4487189472385826,0.5405182024444607,0.17447085687825165,0.5835345237449555,0.7753352316875325,0.15425040681191385,-0.19642077690220924,0.636762637965167,0.05159455689201741,0.23659539126584092,0.5332811693263616,0.6526686386300801,0.4335864422690872,0.37895260070083636,0.03811877690239156,0.5178402343542274,0.1000186821510891,0.7581910023259045,0.15391562152594537,0.31682664151977047,0.036179146057542265,0.22837848444038295,0.2093998455104558,0.3629451560642184,0.7049006883286228,0.5355676532145836,0.7192152322237152,0.46079886181767243,-0.03645680123763193,-0.17050908724032615,0.14835090674211923,0.48947415306984193,0.40978006596018135,0.5769263018387155,0.34379826237392386,0.2388270135455931,0.6255921684976302,-0.15310137222302744,0.39968774186340517,0.3669873676663955,0.2924901736839613,-0.2066487945971952,0.20123241738294503,0.6318236926579995,0.5651024313090106,0.35327246330033346,-0.07793290077612221,0.4272039873678774,0.5529301538888283,0.6365333068288167,0.4076001112576152,0.1428268157057657,0.6063614900098911,0.24042366412630314,0.19517505384165462,0.48880825614889195,0.7586156061418421,0.2899227857555226,0.6384220847482511,0.1438122532016992,0.1515083970853135,0.5923313391862033,0.22010518922212133,0.2062716531834346,0.5006281897327137
