,Frontal_Inf_Oper_R,Occipital_Inf_L,Thal_AV_L,Thal_VPL_L,Vermis_1_2,Thal_MDl_L,VTA_L,Cingulate_Mid_R,Cerebellum_3_L,Thal_PuM_R,Raphe_D,Putamen_L,Precuneus_L,Temporal_Inf_L,Rectus_R,OFCant_L,ACC_pre_L,Cuneus_L,Thal_IL_R,Cuneus_R,Cerebellum_4_5_L,Paracentral_Lobule_L,Cerebellum_9_L,N_Acc_R,Parietal_Sup_R,Cerebellum_6_R,Vermis_3,Temporal_Sup_L,N_Acc_L,Frontal_Inf_Oper_L,Cerebellum_6_L,Raphe_M,SupraMarginal_R,Thal_PuL_L,Frontal_Sup_Medial_L,Thal_PuA_R,Cerebellum_Crus2_R,Red_N_R,Frontal_Inf_Tri_R,Frontal_Inf_Orb_2_L
Raphe_D,-0.23435059634325,-0.1563239351965948,0.3377225281211592,0.28273446779012734,-0.05454543943618133,0.30092310789021437,0.04772026469069386,-0.15651890853320027,0.4292733850231174,-0.4027417431779587,1.0,0.11327354120582905,-0.46063882346318563,0.5523198649837091,0.308079763032914,-0.19294873353136313,0.31994699503860763,-0.3954308615607148,0.16127842898587064,-0.4310863575448085,-0.13768296321378629,-0.38379468152154783,0.16092931869406904,-0.09099927643372173,-0.09593248466618863,-0.03165567999434766,0.08804998707013237,-0.13669936038651476,0.10437842809842235,-0.14577665190290726,0.10620375523177213,-0.4725989215832047,-0.5369956779292573,-0.0418791715406836,-0.2537652088176465,-0.2190582449447756,0.40286044491322553,0.07576985608631082,-0.18792941065365673,0.29084750687307476
Putamen_L,0.40905980520911234,-0.022896925783576567,0.5871918103974213,0.329569441087377,0.3564325477565813,0.4211266913535014,0.29659904327693226,0.638887811382244,0.14938622204776508,0.13787121766758545,0.11327354120582905,1.0,0.2632866809493181,0.14214749594632647,0.05853046335162454,0.35420653747112746,0.1729296895242609,0.2706320996407387,0.48241391243132786,0.10436230583693146,0.5281606103967261,0.07295023979897794,0.6281711346377751,0.5266173480235479,-0.11998228117635167,0.5586450984606887,0.3563669954195676,0.1445735065939793,-0.06069009192465885,0.19025627632476919,0.5898349272291913,0.30296064123500843,0.24402944312927768,0.2744773607820905,0.3054387181648625,0.22884175965426995,0.5169119644949655,0.28435274803741056,0.47308480585224055,0.18609088597660053
Precuneus_L,0.5317203006687395,0.5295519599279142,0.04807739503624017,0.16479209662802663,0.6498887378117043,-0.12233321864952464,-0.12959479731729795,0.6311620777992716,-0.04531657194690557,0.779756379376948,-0.46063882346318563,0.2632866809493181,1.0,-0.17628304856036256,-0.42098502127550197,0.03228598571326451,-0.056099595065069376,0.7881425790099723,-0.10240505033068464,0.7526185773250628,0.4794171513725762,0.7118821010252312,0.3858396307775595,0.4088560156169815,0.2876651142680169,0.5771314365309336,0.13247613477405687,0.6028985755935599,0.062125719067663364,0.3665512841190504,0.48763750034867315,0.6405443488717929,0.7342394493349572,0.6442180529396926,0.2691147083217886,0.7504020242476815,0.09110814488906036,0.46099414180295945,0.3087302230929047,-0.02903997402854356
Temporal_Inf_L,0.044033148470402475,0.21083370503540494,0.5938529190721412,0.6454554348987553,0.12083281583499847,0.6955723177133986,0.2538081011180384,0.046273168145972425,0.5262354968535888,-0.22199011838628807,0.5523198649837091,0.14214749594632647,-0.17628304856036256,1.0,0.4905765384341464,-0.03934870621448967,0.7248190472610387,-0.11795600346824811,0.22780046345851487,-0.07453164304260014,0.27723608005821915,-0.43959858099852595,0.32034327684446806,-0.24262627986524724,0.08443642107407462,0.3257395574334125,0.2710897762741097,0.4295299422112029,0.36909502886125356,0.42013005378266893,0.422549202888498,-0.42712017816143594,-0.6578960193741654,0.22552843305051548,0.09897687026576682,-0.06692525506259106,0.32470742703633465,0.0036194530972816566,0.1062970154570072,0.3566296805239351
Rectus_R,-0.36386483129589037,-0.5632201734274854,0.522669295608675,0.3121505243063675,-0.3132244981199029,0.7255001592505465,0.5521900966071787,-0.05148439736657635,0.5218009286638168,-0.6773945331184986,0.308079763032914,0.05853046335162454,-0.42098502127550197,0.4905765384341464,1.0,0.47343881056921555,0.37422121223065224,-0.6046311924077422,0.6578532905112364,-0.5830529533180225,0.2527952901716293,-0.38039662000482233,0.0797572086481391,-0.4725549908971792,-0.3536754716690679,-0.1377098569621861,0.342302780794916,-0.004212206567905076,0.5123743263598168,0.012239823620787274,-0.06976840120056428,-0.39426586035433614,-0.5603609823262602,-0.2084946456868977,-0.09181024415778119,-0.5963957118087536,-0.22608667592435222,-0.39696943313777994,-0.00865359094839475,0.6082186522098502
OFCant_L,0.017427730508134263,-0.3872693840684933,0.38104456277784465,0.1050163392270239,-0.013925184296831952,0.46923737526408626,0.6434462208956128,0.34737155158347566,0.09670263864994477,-0.16211048550110835,-0.19294873353136313,0.35420653747112746,0.03228598571326451,-0.03934870621448967,0.47343881056921555,1.0,-0.059208339335638904,-0.11546538049150636,0.5762572371287776,-0.07894226309577718,0.4167248673929026,0.06566555084475008,0.2981572936126217,0.01244704027332596,-0.35864241522082957,0.13758395819941321,0.3530227297893431,0.06564469120485043,0.23699718106129558,0.045847736462856004,0.0380839803637358,0.1067892772753784,0.11810543771802559,-0.034828850799129035,0.2668232517580074,-0.23476544664090498,-0.1437685134467217,-0.27945147285988686,0.394015952880732,0.46519830357598135
ACC_pre_L,0.3223209304941064,0.25606957033528266,0.43629956999861935,0.5897040152784514,0.12796548602352537,0.5969647080405358,0.16180100063179914,0.0075292880793011475,0.38048165923268246,-0.21016400740141264,0.31994699503860763,0.1729296895242609,-0.056099595065069376,0.7248190472610387,0.37422121223065224,-0.059208339335638904,1.0,-0.06394039390460059,0.1295815978091167,0.16224326587012158,0.22390290770265756,-0.496900995355215,0.073480942790444,-0.21180325145867504,0.4027238476873704,0.21135574824734019,0.16713284595314892,0.4658683046414669,0.3305742038382121,0.6064633567221211,0.23105777285163243,-0.3043778174335685,-0.5488171886261575,0.21191046513050912,0.4059658010049618,-0.05096236603324374,0.03769799303636493,-0.015510008004855996,0.3611502528449214,0.16663142409122053
Cuneus_L,0.4781165042991002,0.7184613906645161,-0.013863832022734297,-0.037312867989632945,0.4745435202031498,-0.22364695709243052,-0.1344057550237346,0.4109794148494797,-0.32005718688678514,0.8561971683593507,-0.3954308615607148,0.2706320996407387,0.7881425790099723,-0.11795600346824811,-0.6046311924077422,-0.11546538049150636,-0.06394039390460059,1.0,-0.32665245568326184,0.8114265289975834,0.2793612343718944,0.450069661211724,0.31002612561071835,0.4861398091037743,0.27754321764912904,0.5950173397247964,-0.11864361944576818,0.4325402689707072,-0.14020380377660643,0.22588195197404937,0.5115543162980111,0.45556244458787865,0.583946603628962,0.4655047152448633,0.24083042686713693,0.6955021988561629,0.361554404623987,0.37114670673597777,0.22192425526913606,-0.2764664910116114
Thal_IL_R,-0.0842426763181293,-0.46137484721044764,0.7272576005598539,0.342755142647397,0.07409735586443109,0.7380581349167632,0.5646486915866411,0.46452498432770895,0.427311616918717,-0.384158562415039,0.16127842898587064,0.48241391243132786,-0.10240505033068464,0.22780046345851487,0.6578532905112364,0.5762572371287776,0.1295815978091167,-0.32665245568326184,1.0,-0.4608690611597513,0.4756214626777498,-0.10773348465062839,0.5089037762745205,0.06205608742714098,-0.44664962676677455,0.12746504464802033,0.6076451540109341,0.07655303282070892,0.4625478502828815,0.08389201301458597,0.1893959443620493,0.01731372621554883,-0.0885338788702149,0.004587467216576804,0.05413982395962836,-0.2425382984758039,0.062156466687326974,0.025037812056433437,0.19159676514812055,0.5794791655783139
Cuneus_R,0.6875376556221812,0.7701439962329987,-0.15784397315765064,0.12550921145222696,0.5186792549597756,-0.2149922222861531,-0.24488051650143758,0.2758384897097416,-0.27404325479533903,0.7778137302851605,-0.4310863575448085,0.10436230583693146,0.7526185773250628,-0.07453164304260014,-0.5830529533180225,-0.07894226309577718,0.16224326587012158,0.8114265289975834,-0.4608690611597513,1.0,0.19639301017519378,0.3357718060883341,0.1397782222338139,0.34450178967306455,0.5507137753988909,0.4900650626860841,-0.10941844779985806,0.5570123288984073,-0.1287547305429622,0.48580167853051354,0.32994349345764346,0.42243305643847023,0.45615865379516335,0.5194333130700762,0.5339588971425584,0.6733637197628667,0.07751845506448006,0.35919772496168256,0.4742528963545992,-0.25905283104542426
Cerebellum_4_5_L,0.3862695309487281,0.1321021903777822,0.47390771816304444,0.4980830327284918,0.4121480418654295,0.5064165924658403,0.29901920426980466,0.7289763580799594,0.42441961617632434,0.2731258780337125,-0.13768296321378629,0.5281606103967261,0.4794171513725762,0.27723608005821915,0.2527952901716293,0.4167248673929026,0.22390290770265756,0.2793612343718944,0.4756214626777498,0.19639301017519378,1.0,0.25313785753335133,0.5777207057990074,0.2672648602203613,-0.0571101828327886,0.6098901002030335,0.36038547945011545,0.5095504475430468,0.3076631035526375,0.4320411358586262,0.664415787810461,0.35828608117948135,0.22288795225722224,0.4574895486485768,0.37617156922994954,0.2945380748716646,0.15868819424230152,0.18848340815947137,0.4396743899665251,0.4292929246533977
Paracentral_Lobule_L,0.12599736768152342,0.12444643965716473,-0.1322944806268486,-0.03754538879430073,0.4786678388732056,-0.3440134428896943,-0.14791291350678748,0.4919633973666468,-0.05860093578323168,0.6123852687770881,-0.38379468152154783,0.07295023979897794,0.7118821010252312,-0.43959858099852595,-0.38039662000482233,0.06566555084475008,-0.496900995355215,0.450069661211724,-0.10773348465062839,0.3357718060883341,0.25313785753335133,1.0,0.2505277506223239,0.3065338824685316,-0.006783390760405514,0.2718396022215545,0.07306435280227419,0.21543415725237092,-0.09137165871308886,-0.1018801816879923,0.21238965459057466,0.5913355071500871,0.7942288595700409,0.5076458921512803,-0.04604494191056794,0.6091733654592119,-0.004329210667883269,0.31719019749682925,-0.018408829199585718,0.06046041736197637
Cerebellum_9_L,0.3644715485579255,0.15250545380226885,0.6514336561815591,0.48777091445323484,0.613664896571317,0.44905350779294206,0.2759993126045563,0.7150113005304011,0.3601623652018023,0.285560054521236,0.16092931869406904,0.6281711346377751,0.3858396307775595,0.32034327684446806,0.0797572086481391,0.2981572936126217,0.073480942790444,0.31002612561071835,0.5089037762745205,0.1397782222338139,0.5777207057990074,0.2505277506223239,1.0,0.49647245020917063,-0.17140877203060298,0.6953044847008362,0.5541834618323033,0.38984963932031186,0.2328890237509004,0.28641286086896844,0.7334478762552364,0.3854934310597959,0.23632536320537006,0.4971591141628274,0.2971726420928386,0.43067205892546134,0.6262175174327537,0.5229549423553144,0.34690699150782506,0.40815531746872385
N_Acc_R,0.5411449859097914,0.26653689726616625,0.10063224545287872,0.09026812944234394,0.5119250902784366,-0.13341783813498806,-0.22317903913636086,0.5148621042597622,-0.037216584884423115,0.5268631935347592,-0.09099927643372173,0.5266173480235479,0.4088560156169815,-0.24262627986524724,-0.4725549908971792,0.01244704027332596,-0.21180325145867504,0.4861398091037743,0.06205608742714098,0.34450178967306455,0.2672648602203613,0.3065338824685316,0.49647245020917063,1.0,0.06105798040725695,0.49544424102721374,0.0864906589142449,0.07463132585661134,-0.18222738056177903,0.04573923650884961,0.47173647832057636,0.5342882604821212,0.5433950951697728,0.356190859335507,0.34471980824165704,0.5548944848753333,0.48621181198785174,0.6427357578812916,0.4145721133083882,0.00021111443071103169
Parietal_Sup_R,0.4753150392024312,0.5434116791757986,-0.2501303604073491,0.17168586103795466,0.32167079922301284,-0.21025503736823692,-0.46653348174248765,-0.11477998656004981,-0.0407568892047547,0.2544125642019539,-0.09593248466618863,-0.11998228117635167,0.2876651142680169,0.08443642107407462,-0.3536754716690679,-0.35864241522082957,0.4027238476873704,0.27754321764912904,-0.44664962676677455,0.5507137753988909,-0.0571101828327886,-0.006783390760405514,-0.17140877203060298,0.06105798040725695,1.0,0.1165364200886118,-0.16964065640530387,0.2955133113324207,-0.1309302433591142,0.4273251881337861,0.08890813556079849,0.11610615669449954,-0.037466323981563916,0.3034464433241537,0.3390155333503405,0.35583953983661387,-0.07747080540096545,0.2138524174395076,0.26897966129102274,-0.2697458396824794
Cerebellum_6_R,0.5572511702878068,0.451379088970572,0.44009511678218,0.4726480170435437,0.5945232665681486,0.31842008559021157,0.104920694685084,0.6749944356088475,0.24511877422710446,0.5055594800410218,-0.03165567999434766,0.5586450984606887,0.5771314365309336,0.3257395574334125,-0.1377098569621861,0.13758395819941321,0.21135574824734019,0.5950173397247964,0.12746504464802033,0.4900650626860841,0.6098901002030335,0.2718396022215545,0.6953044847008362,0.49544424102721374,0.1165364200886118,1.0,0.22957040558493436,0.5553959298560757,0.09146694056094117,0.44860219316825684,0.9182728571698359,0.3441782491745489,0.33205934585297575,0.5875103024889348,0.3792651599585246,0.5724387772549405,0.5967597420593914,0.42050348496885825,0.47669165176480016,0.20889010765453989
Vermis_3,0.04791170080185716,-0.1284983539507981,0.6067783275470723,0.38399615639374735,0.3384177402696395,0.535692947063326,0.40565886831659576,0.491694783497592,0.35994662752184453,-0.13330251878098265,0.08804998707013237,0.3563669954195676,0.13247613477405687,0.2710897762741097,0.342302780794916,0.3530227297893431,0.16713284595314892,-0.11864361944576818,0.6076451540109341,-0.10941844779985806,0.36038547945011545,0.07306435280227419,0.5541834618323033,0.0864906589142449,-0.16964065640530387,0.22957040558493436,1.0,0.2874482522457641,0.3341259536832293,0.24147406448041114,0.23397391309093818,0.09912542825348215,-0.013531460893179328,0.21805047324131407,0.21992253032069883,0.08349591986807166,0.19090140488837515,0.19614238458038913,0.1865851782785128,0.3065471394043054
Temporal_Sup_L,0.5016686685770221,0.5452434086974536,0.3441160125695184,0.661720919804394,0.6013482965117632,0.41469486466897376,0.12289531459132699,0.49595116782720805,0.2697710595976037,0.4654772167111346,-0.13669936038651476,0.1445735065939793,0.6028985755935599,0.4295299422112029,-0.004212206567905076,0.06564469120485043,0.4658683046414669,0.4325402689707072,0.07655303282070892,0.5570123288984073,0.5095504475430468,0.21543415725237092,0.38984963932031186,0.07463132585661134,0.2955133113324207,0.5553959298560757,0.2874482522457641,1.0,0.5246663188315351,0.760522727315422,0.4876114193810416,0.20003189165900198,0.12217378878547298,0.7257523269407982,0.4302891988139282,0.5524317882377422,-0.013181518965265211,0.34496305999595567,0.4351006035392709,0.3345579143156686
N_Acc_L,-0.10802718445773846,-0.03595181617167831,0.3766980184943683,0.36483390862323456,0.0713901662170814,0.5334709694937482,0.34769956548249836,0.18066561977878323,0.4706268013051961,-0.1257319967867805,0.10437842809842235,-0.06069009192465885,0.062125719067663364,0.36909502886125356,0.5123743263598168,0.23699718106129558,0.3305742038382121,-0.14020380377660643,0.4625478502828815,-0.1287547305429622,0.3076631035526375,-0.09137165871308886,0.2328890237509004,-0.18222738056177903,-0.1309302433591142,0.09146694056094117,0.3341259536832293,0.5246663188315351,1.0,0.3185030443191141,0.1151620602133269,-0.1962551427289247,-0.20345171824941868,0.17140248693274934,0.05345632227943056,-0.08161126936583339,-0.21932579162883797,0.0535781858935309,0.01990184022334603,0.5897503531711149
Frontal_Inf_Oper_L,0.7219291901204767,0.4935071442612187,0.2581958845666726,0.6696529870485607,0.439700242957913,0.43868900543985834,0.043072666383603,0.40600604655906053,0.1894946811287895,0.19961439149525922,-0.14577665190290726,0.19025627632476919,0.3665512841190504,0.42013005378266893,0.012239823620787274,0.045847736462856004,0.6064633567221211,0.22588195197404937,0.08389201301458597,0.48580167853051354,0.4320411358586262,-0.1018801816879923,0.28641286086896844,0.04573923650884961,0.4273251881337861,0.44860219316825684,0.24147406448041114,0.760522727315422,0.3185030443191141,1.0,0.40759305051550415,0.13283277530713072,-0.03871365399796991,0.5359036037629126,0.6534332000225657,0.3751416667681829,-0.015656942185989543,0.24646107177354776,0.6314091928698259,0.07447353448811139
Cerebellum_6_L,0.48398634861876966,0.3841212542625331,0.48117967171339515,0.4935359846773154,0.5619384389765312,0.3357382254588871,0.07010301536122782,0.6607950020197866,0.39249377820048365,0.41297418805869607,0.10620375523177213,0.5898349272291913,0.48763750034867315,0.422549202888498,-0.06976840120056428,0.0380839803637358,0.23105777285163243,0.5115543162980111,0.1893959443620493,0.32994349345764346,0.664415787810461,0.21238965459057466,0.7334478762552364,0.47173647832057636,0.08890813556079849,0.9182728571698359,0.23397391309093818,0.4876114193810416,0.1151620602133269,0.40759305051550415,1.0,0.2944102434318368,0.219810637245773,0.546359509334473,0.2571031384635523,0.5202393993235542,0.6670764511884287,0.455621139461245,0.35341094928062095,0.23903844938459612
Raphe_M,0.4725066103086075,0.19298838850236633,-0.08836513179845434,0.07654445314490062,0.5749217500381671,-0.2634573252766658,-0.26305508671390376,0.522384403173887,-0.10783901202173024,0.6023423787203833,-0.4725989215832047,0.30296064123500843,0.6405443488717929,-0.42712017816143594,-0.39426586035433614,0.1067892772753784,-0.3043778174335685,0.45556244458787865,0.01731372621554883,0.42243305643847023,0.35828608117948135,0.5913355071500871,0.3854934310597959,0.5342882604821212,0.11610615669449954,0.3441782491745489,0.09912542825348215,0.20003189165900198,-0.1962551427289247,0.13283277530713072,0.2944102434318368,1.0,0.6481119899072636,0.4567069292029154,0.33712496601087283,0.5379791642931548,0.05834579819499773,0.498625746934407,0.32742330623330834,-0.0692272685688459
SupraMarginal_R,0.33632612018227737,0.1647702406663985,-0.18030486903256113,-0.21680256577626186,0.39477012272863954,-0.398593958264519,-0.12917154333442862,0.5754568993496472,-0.2947902377984599,0.6468801370025719,-0.5369956779292573,0.24402944312927768,0.7342394493349572,-0.6578960193741654,-0.5603609823262602,0.11810543771802559,-0.5488171886261575,0.583946603628962,-0.0885338788702149,0.45615865379516335,0.22288795225722224,0.7942288595700409,0.23632536320537006,0.5433950951697728,-0.037466323981563916,0.33205934585297575,-0.013531460893179328,0.12217378878547298,-0.20345171824941868,-0.03871365399796991,0.219810637245773,0.6481119899072636,1.0,0.3300400165489171,0.09843774873643439,0.5833121594625847,0.06225104606313343,0.3287913432093738,0.18599510121714546,-0.13166941404489205
Thal_PuL_L,0.5950536660474814,0.46232149975516085,0.23946165524741123,0.7432528950099695,0.779163612680177,0.2014941421227109,-0.11330412175884086,0.5499930209524931,0.22010244789232097,0.6415320322183471,-0.0418791715406836,0.2744773607820905,0.6442180529396926,0.22552843305051548,-0.2084946456868977,-0.034828850799129035,0.21191046513050912,0.4655047152448633,0.004587467216576804,0.5194333130700762,0.4574895486485768,0.5076458921512803,0.4971591141628274,0.356190859335507,0.3034464433241537,0.5875103024889348,0.21805047324131407,0.7257523269407982,0.17140248693274934,0.5359036037629126,0.546359509334473,0.4567069292029154,0.3300400165489171,1.0,0.40656707705745465,0.806543411634864,0.15850947925051645,0.5947528957045807,0.46556270927170046,0.24663259705469806
Frontal_Sup_Medial_L,0.7847858484548015,0.34293646920059717,0.1049720667404108,0.47132473960483484,0.424533494863454,0.23779078660843372,-0.02426864421667255,0.3281944163230868,0.11527007564395468,0.28330718176759845,-0.2537652088176465,0.3054387181648625,0.2691147083217886,0.09897687026576682,-0.09181024415778119,0.2668232517580074,0.4059658010049618,0.24083042686713693,0.05413982395962836,0.5339588971425584,0.37617156922994954,-0.04604494191056794,0.2971726420928386,0.34471980824165704,0.3390155333503405,0.3792651599585246,0.21992253032069883,0.4302891988139282,0.05345632227943056,0.6534332000225657,0.2571031384635523,0.33712496601087283,0.09843774873643439,0.40656707705745465,1.0,0.33980628014184094,-0.0031969284810975437,0.3049017207383612,0.8447069114820268,0.08263834448200563
