,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_MDm_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_LP_L,Caudate_L,Parietal_Inf_R,Thal_VPL_L,Vermis_10,Frontal_Sup_Medial_L,VTA_R,Frontal_Med_Orb_R
Vermis_8,-0.0350288751553838,0.17823932967781328,0.0833655121696236,0.727736503295521,0.19078815830077409,0.0439229923567848,0.2497179623764183,0.4647920909600685,0.6929061326670023,0.1757469712788056,1.0,0.27793354779523577,0.031121815371690058,0.31981149503771655,0.30331730079999775,0.47224044482161925,0.13028609815867234,0.2940049004623227,0.3069592381530167,0.3102628903257888,0.10934649760251808,0.10184451346111172,0.4203630734956535,-0.021600886393168293,0.6103833060763648,0.43420684351446803,0.5946190976918985,-0.37879677424069796,0.39176562427956946,0.4263764356075392,0.7596494065081375,0.27695420817379646,0.18298208311117833,0.265678235930611,0.4369831294237563,0.38417235621415713,0.22046562699976668,0.6077212128147854,0.2553561489710878,0.5622990141095535,0.2674963292560262,0.036607700199216935,-0.0027507927742271075,-0.016307067690270318,0.47476257278680956,0.3278233188463297,0.2305334289330105,0.3739294824273637,0.18999497580804148,0.005799280167207747,0.14788072890698328,0.27409331430366635,0.08713819444665481,-0.07725387266202731,-0.1569988238486326
Thal_AV_L,0.5593808139410804,0.9025146228765525,0.5336189912978087,0.2979316617867213,0.4086826521816093,0.29466971572622497,-0.013863832022734297,-0.08039321536545133,0.5463878436102871,0.43326902307514126,0.27793354779523577,1.0,0.5636375093922065,-0.04537293300800536,0.6305766888425453,0.1736758976821362,0.3441160125695184,0.6169211373072029,0.8356577990132016,-0.008368614898875514,0.3377225281211592,0.3310473591224833,0.6020518713770354,-0.06524588637744845,-0.07823935995937388,0.3586096902704977,0.3666885061729341,-0.05781453815880235,0.04807739503624017,-0.18030486903256113,0.21534514249620357,0.23946165524741123,-0.12083103986656443,0.861415201989357,-0.00817462826179949,0.40120767734715596,0.19616234338737354,0.170103749049679,0.6807122694006883,0.5632598185618398,-0.02249148573894791,0.11774381446285054,0.8480201046749598,0.5938529190721412,0.2849300197872251,0.38137055335131936,-0.20977349598799633,0.23670094816329623,0.8129540971621007,-0.20907283347071365,0.5239379088705393,0.1125145885807706,0.1049720667404108,0.5517792560038057,0.3708853450914671
Thal_MGN_L,0.6410398456815877,0.5329199572758777,0.601183058491921,0.05216122983544945,0.6854325748064519,0.06239771032254106,-0.5687243837512002,-0.5322995236893728,0.24446271402503494,0.16976675357833537,0.031121815371690058,0.5636375093922065,1.0,-0.4146923204896232,0.6597763206599486,-0.09156313878324909,0.19843679191861727,0.3360222255876844,0.3424814238361923,-0.2896961981192678,0.5089090168935344,0.4077079881716605,0.254072498924954,-0.26295595739798205,-0.45812080183733334,0.16733788275204184,0.2665591848782749,-0.11041293243912664,-0.3703786583089635,-0.522701651519841,-0.10747330442209993,0.19159445582376855,-0.6114557530858984,0.635594174046396,-0.2433431966363942,0.637337111434668,0.20942387095159792,-0.209795579999418,0.36184128727239656,0.1574531420736424,-0.12831302277509726,-0.0030754479723219875,0.7007169158611399,0.6239609420582375,0.04586618329988708,0.296449253658471,-0.6183221150132429,-0.21506321221336797,0.4983254252017008,-0.30201831555835057,0.732333092281475,0.040085356079845674,0.12671263470478372,0.48227822593430747,0.5028974369187539
Paracentral_Lobule_R,-0.2494779654679094,0.051029119929839044,-0.11639291873826545,0.4917176211951268,-0.05009100813002075,0.4220029820133542,0.5235936157054514,0.47254670036459984,0.14846168833781834,0.34676320355921386,0.31981149503771655,-0.04537293300800536,-0.4146923204896232,1.0,-0.09619865506235721,0.6175791157097963,0.3461515089754492,-0.011903067534373675,0.35607242324626964,0.8177723943541868,-0.5392192232358247,0.02685546035862555,0.29436693628770944,0.6258310845197478,0.268493757424609,0.5619959185537236,0.18638774899254776,0.10407499551043677,0.7563631031742082,0.7979758278596321,0.35989383359234345,0.39584376721621456,0.5375926761492504,-0.08364080345332703,0.7442686507866547,-0.15305584594932115,0.22076904035094072,0.23721795872703702,0.18562621054149453,0.3827375753279424,0.49948360938950953,0.22100564996567934,-0.32889566709646734,-0.43457868467386324,0.39753021579027037,0.23139671905103779,0.5844342901289377,0.7794235105512882,0.12494394482159009,0.4960470651844455,-0.07248419424308526,0.2813884968389135,0.18718477493005078,-0.050712864810954356,-0.3895510652495632
Vermis_9,0.6113514746816314,0.7004524992365264,0.619859806443101,0.2017941173533375,0.6000834641902096,0.22074306124793244,-0.2554012218501309,-0.2992554205532606,0.4009285907070341,0.2299919647851494,0.30331730079999775,0.6305766888425453,0.6597763206599486,-0.09619865506235721,1.0,0.14362831556439337,0.321310354396069,0.4071476851041524,0.5864359417532659,-0.06692656533011435,0.28282768663801544,0.3594385588656962,0.464859374564076,-0.04675315942510721,-0.2865579788014237,0.28670779330376617,0.3828853163406036,-0.049239613487179375,-0.06960108095450537,-0.2740303138499184,0.3502514152967885,0.12653186146513046,-0.3405185090728698,0.7339589690460067,-0.10233689960230323,0.7080604992542214,0.3387849778442022,-0.023059354123277996,0.3936226005347765,0.4310045521515238,0.005787468525024411,0.10370016563863958,0.6504520096160533,0.5954901423464278,0.13383147550066515,0.3834407800534232,-0.3773805305417217,0.003678206753913869,0.6194976906066892,-0.23307407882664927,0.5409024656190108,0.08903258133474187,0.17478687178702948,0.4542997699101599,0.24251664177850477
Amygdala_R,-0.21051471166829833,0.20747559697738782,-0.1736680529479889,0.7272576689566876,0.055343801181305316,0.31210543477891545,0.4821757592645428,0.4726152531866069,0.5163368690044937,0.1769603600939707,0.47224044482161925,0.1736758976821362,-0.09156313878324909,0.6175791157097963,0.14362831556439337,1.0,0.37423273160866394,0.18890737633885035,0.4175225992062246,0.6277671234882524,-0.2719876204978892,-0.07805310175131275,0.5193662670609325,0.3268293636730248,0.3718985537585725,0.7038609333592528,0.544768052317101,-0.09531257807243755,0.6168512233649706,0.5862813719760561,0.5901981761173558,0.5701294605097667,0.41718302983777733,0.22209351092611218,0.6919052123537317,0.14217157841731287,0.01512607786169782,0.512561386437003,0.3009364127068838,0.6228287378954128,0.5255961882398124,0.26526157336471945,-0.1283494806944654,-0.1265225339654,0.6039844024518948,0.3163543959714662,0.3734048023483122,0.6679036526209426,0.2314760221649623,0.18764497414015666,0.2647913099902194,0.45089351415329093,0.3498601509150597,-0.05997245340567129,-0.4289950139710469
Temporal_Sup_L,0.2926712301580791,0.4596680480344925,0.1788254864053521,0.3042766761366197,0.08930292533930922,0.3647271452138486,0.4325402689707072,0.06256302765876075,0.19693477591685507,-0.0036465019087573453,0.13028609815867234,0.3441160125695184,0.19843679191861727,0.3461515089754492,0.321310354396069,0.37423273160866394,1.0,0.5937803726531866,0.446767849605485,0.5393948700800753,-0.13669936038651476,-0.13194893217615344,0.5968471401568045,0.6497248272243211,0.061956454806404576,0.4211442007472485,0.11105650992824452,0.43832814775162426,0.6028985755935599,0.12217378878547298,0.22866249424537927,0.7257523269407982,0.4198022673659081,0.22436125373467714,0.36162553526520996,0.2697710595976037,-0.11678190743599216,0.1956041653257365,0.5019717763499588,0.16563274820470691,0.24745685409984378,0.4684236771260027,0.2786624811259557,0.4295299422112029,0.6013482965117632,0.5810835050706981,0.3065548827839819,0.4120045038262402,0.6797107060344697,0.020440817408969473,0.661720919804394,0.6397401921075139,0.4302891988139282,0.040925227898571295,0.007778256208048711
ACC_sup_L,0.26482037362325517,0.5452935192413354,0.1714352905310805,0.23421201161103114,0.016352206032826517,0.2632785218222501,0.26601487928456335,0.006870336349968193,0.44726956931676665,-0.006785688051722887,0.2940049004623227,0.6169211373072029,0.3360222255876844,-0.011903067534373675,0.4071476851041524,0.18890737633885035,0.5937803726531866,1.0,0.47965019022295274,0.20857466598225202,0.1522741698464587,-0.24181152442675322,0.600414354382445,0.15822774434151224,0.13834786849416217,0.3158337791697289,0.24867645786976275,0.06441086806522163,0.33822143585669845,-0.13483781217358592,0.26914874578413417,0.4609517537916661,0.26061811187638506,0.5152450048718312,0.2391352443561517,0.29535972277320266,-0.17041075880724263,0.23717146766918268,0.6018400360196122,0.40831220280576336,0.1329498012296323,0.5253358007939108,0.5338690993797673,0.56899486464799,0.5355347622109601,0.508242639025169,0.0037504594628018258,0.13470211050961242,0.7253186198079413,-0.26130870680427937,0.5812665171311375,0.3243196564265163,0.3923660153758858,0.22928815414880996,0.07220567353439318
Thal_MDm_L,0.3988571963938845,0.8636160702980911,0.4178932172712003,0.41111482954135353,0.2840684695715873,0.6169644201556552,0.1676212446359099,0.024204940116495283,0.4593071084248092,0.6205309613449469,0.3069592381530167,0.8356577990132016,0.3424814238361923,0.35607242324626964,0.5864359417532659,0.4175225992062246,0.446767849605485,0.47965019022295274,1.0,0.3718494145800421,-0.06947545725187323,0.24872118810070143,0.7121175931792848,0.26454458504417444,-0.1352774566677993,0.6597458099021721,0.3112726505286496,0.018069088010745034,0.30309816327462524,0.17571372953105763,0.29013719614132744,0.31069940058965856,0.08430386865358246,0.7604225192705949,0.3296912222454306,0.2514172397740728,0.2848843954686871,0.11087598272982628,0.6402879968833188,0.6288581149562387,0.31629678561104824,0.32842093553052726,0.6101313759383556,0.28334694948368283,0.3376371403262891,0.5140504436692113,-0.05971082491395831,0.5910427630536744,0.8303257061124382,-0.07121781457185233,0.42636522093447343,0.2663858797028759,0.2900750308149436,0.5868307380143978,0.05414430868508872
Precentral_L,-0.25049674264961846,0.08950868925237118,-0.1828383421050144,0.4651541019412434,-0.11138425958509447,0.5469148627547391,0.5341518127651433,0.3351687799510515,0.0951754968752812,0.2789084431302051,0.3102628903257888,-0.008368614898875514,-0.2896961981192678,0.8177723943541868,-0.06692656533011435,0.6277671234882524,0.5393948700800753,0.20857466598225202,0.3718494145800421,1.0,-0.6325345742509461,-0.16105450344307393,0.32442647101931155,0.8020293864399137,0.18980693017238606,0.65744313661151,0.15679937674983718,0.18410467528918767,0.7909428672641945,0.7241214540489342,0.29450739072686144,0.5809192145779005,0.5474787115492736,-0.06903377325737749,0.8925619951579425,-0.12696094046645748,0.06849227535734377,0.19445510054229334,0.22062147204916316,0.28778979886496553,0.6028360753933997,0.43274947828645927,-0.28128987351118967,-0.31721157625796653,0.5571006209977403,0.41346408628127,0.5399453673836389,0.7551864607675054,0.2717420645290756,0.32021655243930436,0.1583763637811266,0.46501746133765,0.37113355159315264,-0.009254605556126116,-0.48746705980514005
Raphe_D,0.4443740331634907,0.22152850617345227,0.38808771100977213,-0.02299747886921268,0.3832225254709263,-0.4726204924660237,-0.3954308615607148,-0.1714365012055449,0.3152907403183619,-0.12123431308081789,0.10934649760251808,0.3377225281211592,0.5089090168935344,-0.5392192232358247,0.28282768663801544,-0.2719876204978892,-0.13669936038651476,0.1522741698464587,-0.06947545725187323,-0.6325345742509461,1.0,0.32786136631388024,0.007501383336609158,-0.6246146230919974,0.06756445163841865,-0.29937486627214843,0.20170835156222117,-0.2150272523751073,-0.46063882346318563,-0.5369956779292573,0.007361485873256206,-0.0418791715406836,-0.4727881807798066,0.31112519791179705,-0.5283729285198085,0.4292733850231174,0.05502465783556386,0.13833936233808344,0.22902416187873678,0.0888278629576529,-0.4546768586372788,-0.3512873041232258,0.47293257492381946,0.5523198649837091,-0.05454543943618133,-0.09740675194409827,-0.4316594348851723,-0.4245942155825293,0.07603018121595315,-0.1828808700675215,0.28273446779012734,-0.16002218487211994,-0.2537652088176465,0.014966916955057896,0.535156806286812
Frontal_Inf_Orb_2_R,0.525189032879392,0.33705227786195396,0.7852283043802694,0.05149130824547973,0.8263814938093194,-0.1398023614481703,-0.4932397177962042,-0.17868711627452855,0.10472015648255253,0.445330649569933,0.10184451346111172,0.3310473591224833,0.4077079881716605,0.02685546035862555,0.3594385588656962,-0.07805310175131275,-0.13194893217615344,-0.24181152442675322,0.24872118810070143,-0.16105450344307393,0.32786136631388024,1.0,-0.1267091326440251,-0.15864384137740167,-0.25924367711080104,0.028536252369692608,0.21603780235042397,-0.06044116920256041,-0.26323959626639226,-0.13513507546126788,-0.04318872964794105,-0.09882234620936711,-0.6000931247020466,0.37073875508686877,-0.27264383934958564,0.43358979101889644,0.7940151024898859,-0.18854667049889592,0.0973207451322024,0.14827013385410662,-0.40276407653448887,-0.673763381458277,0.37619294952899984,0.13138614116664896,-0.18115145113741665,-0.22393834423033254,-0.1409133274644355,0.005353883005611606,0.15488367164832498,0.19449064795168217,0.07306169135723922,-0.2945099496090669,-0.48476985502694053,0.3926383419280048,0.6253816681610187
Insula_L,0.18915462524523097,0.554329386297562,0.12354802669551976,0.618215119530429,0.05296860087448324,0.48000615735799873,0.41592426387846904,0.24214723582280542,0.6541973331494059,0.2741778065922909,0.4203630734956535,0.6020518713770354,0.254072498924954,0.29436693628770944,0.464859374564076,0.5193662670609325,0.5968471401568045,0.600414354382445,0.7121175931792848,0.32442647101931155,0.007501383336609158,-0.1267091326440251,1.0,0.20300606623383127,0.18847582043540329,0.663567554608657,0.3927724803059885,0.013143278756935986,0.48028010970514684,0.22405315992426275,0.45841986686544434,0.5439230183484091,0.3535909148468365,0.5891074768143213,0.3898277721625977,0.29054063854317214,-0.10276539838527285,0.4419083095392435,0.6528315301729225,0.6011463906329219,0.4479425072673307,0.5314071046583,0.3823615769238682,0.3111358585537535,0.5725943818258598,0.6698184965342323,0.07503202437938945,0.5339344085084317,0.6996259090509392,-0.06346246121650131,0.567769933874783,0.5835247454440479,0.4928757269782492,0.2966975539754829,-0.0876775719280204
Postcentral_L,-0.08400634447040667,0.12073413040587064,-0.11239627593093136,0.12755383293516892,-0.1383449735183818,0.486761039852997,0.49762786697607136,0.16036799306575084,-0.20126038016985373,0.15939550344861986,-0.021600886393168293,-0.06524588637744845,-0.26295595739798205,0.6258310845197478,-0.04675315942510721,0.3268293636730248,0.6497248272243211,0.15822774434151224,0.26454458504417444,0.8020293864399137,-0.6246146230919974,-0.15864384137740167,0.20300606623383127,1.0,-0.005225269469706618,0.3452583696268469,-0.1918765465815189,0.5191601527079488,0.6816819485145018,0.49075604851899846,0.09275180168918498,0.4726289879609521,0.5244544127526118,-0.14586346880413695,0.550020543468394,-0.14088501989688235,-0.026834698384848497,0.0408330737141136,0.145508141696113,-0.038132749434563885,0.41865149889918074,0.40830767678779645,-0.17803956282976466,-0.10717729312879917,0.347010619308912,0.4256083378781665,0.5101734822367019,0.5405580860978824,0.3136693449803007,0.30329660289667515,0.1773069778509888,0.47632321009990275,0.3578521261783364,0.03733382224737715,-0.2273404290050796
Vermis_7,-0.4085613098162869,-0.20820663928270963,-0.39123720366473747,0.530805145897739,-0.3062858655534253,-0.26249407585141593,0.6336156937100595,0.7687802711201309,0.5270486352528589,-0.20768957922464537,0.6103833060763648,-0.07823935995937388,-0.45812080183733334,0.268493757424609,-0.2865579788014237,0.3718985537585725,0.061956454806404576,0.13834786849416217,-0.1352774566677993,0.18980693017238606,0.06756445163841865,-0.25924367711080104,0.18847582043540329,-0.005225269469706618,1.0,0.037290828520815666,0.26165837591055197,-0.20812147906196657,0.49407441122241086,0.4733969494086067,0.5878912507632807,0.281441425978143,0.5558497072431182,-0.16778200819733274,0.3040588937777491,-0.07743467580824923,-0.22928058795159528,0.8546879661482837,0.08328300033126372,0.26176195614583836,0.051161332792135056,-0.0709469437592243,-0.3492401625017326,-0.14215318370040467,0.4269185033657232,0.034641348965136654,0.6170622826277653,0.2853070282524581,-0.16094875109762136,0.16319144283563009,-0.15565135156198343,0.30675646847486143,-0.09346542125846934,-0.5061060887204221,-0.2152647691596245
