,OFCant_L,Cerebellum_6_R,SN_pr_R,Pallidum_R,Vermis_1_2,Cerebellum_Crus2_R,Calcarine_L,Amygdala_R,OFCpost_R,Putamen_L,Occipital_Sup_L,Vermis_4_5,Cerebellum_3_R,Vermis_8,Temporal_Inf_L,ACC_sub_R,Cingulate_Mid_L,SN_pr_L,Temporal_Inf_R,ACC_pre_R,Postcentral_L,Precentral_R,Thal_PuL_R,Thal_MGN_L,Pallidum_L,Temporal_Sup_R,Temporal_Pole_Sup_R,Occipital_Mid_R,Thal_VPL_L,Parietal_Inf_R,Parietal_Sup_R,Calcarine_R,Hippocampus_L,Frontal_Inf_Oper_L,Frontal_Sup_Medial_L,Frontal_Inf_Tri_L,OFCmed_R,Thal_LP_L,Putamen_R,OFClat_R,Rectus_R,Cingulate_Post_L,Cerebellum_8_R,Parietal_Inf_L,Thal_LP_R,Thal_PuI_R,Cuneus_L,Parietal_Sup_L,Cerebellum_Crus1_L,Occipital_Mid_L,Cerebellum_4_5_L,Thal_PuI_L,VTA_R,SN_pc_R,Thal_IL_L,Vermis_6,Temporal_Pole_Sup_L,Frontal_Sup_2_L,N_Acc_R,SupraMarginal_L,OFCmed_L,Cerebellum_7b_R,Thal_MDm_R,Thal_IL_R,Temporal_Mid_L,Thal_VA_R,ACC_sup_L,Cerebellum_8_L,Vermis_3,Frontal_Inf_Orb_2_L,Occipital_Inf_R,N_Acc_L,Lingual_R,Caudate_R,VTA_L,Heschl_R,ACC_pre_L,Temporal_Mid_R,Amygdala_L,Frontal_Med_Orb_R
OFCant_L,1.0,0.13758395819941321,0.6533791775416866,0.3396970026964584,-0.013925184296831952,-0.1437685134467217,0.1926645584183526,0.0818217838799963,0.32023725587994994,0.35420653747112746,-0.19615185488858267,0.40346743997010065,0.29031224766729585,0.0337124942475503,-0.03934870621448967,-0.0397233141967095,0.11778853468428337,0.32753114001952327,-0.02439276898241751,-0.058521868575079176,0.24122383192056449,0.13864019141666983,-0.20871728345680904,0.1448466342411881,0.42509111241006775,0.06376781782773899,0.2346834190658883,-0.12844721645398238,0.1050163392270239,0.13880354568621867,-0.35864241522082957,0.0563687658716018,0.48230296074953916,0.045847736462856004,0.2668232517580074,0.03789943881747536,0.12218997402704869,0.3473137037603263,0.12503612636813558,0.09542980544053128,0.47343881056921555,-0.08042355830271665,0.2133671363746239,-0.03265345501094994,0.28405189087018146,-0.2892558136854282,-0.11546538049150636,0.012918803137337965,-0.1294901396663781,-0.2972027692212675,0.4167248673929026,0.1361775564031639,0.5453256553105459,0.26036606874882173,0.18269114634006295,-0.02047105756193719,0.11473296275668492,0.21445091723946116,0.01244704027332596,-0.05197763928255983,0.25215016755544095,0.22992132997840362,0.6112491621006082,0.5762572371287776,-0.015382667397929503,0.13153671747016815,-0.002580907184937496,0.26020980396215637,0.3530227297893431,0.46519830357598135,-0.16803738424078424,0.23699718106129558,0.05981509018419482,0.44522725721871853,0.6434462208956128,0.5279967261628922,-0.059208339335638904,0.08221574939376446,0.3452025037173767,0.0362680305283769
Cerebellum_6_R,0.13758395819941321,1.0,0.15333375316963357,-0.1678809635242275,0.5945232665681486,0.5967597420593914,0.7331761373992604,0.553511014212757,-0.07284321261056396,0.5586450984606887,0.32841016165426934,0.5183449278362644,0.40330380592121745,0.4654838007215465,0.3257395574334125,-0.03592162227741571,0.5881725743124789,0.0493564919005808,0.6450729567220099,0.3458925256937052,0.36485959511053795,0.36000352494669535,0.3293966275189495,0.07132265929601364,-0.06998750192847167,0.6203477033504703,0.3080623015901381,0.24252655929079414,0.4726480170435437,0.034721530251958954,0.1165364200886118,0.8350669132571693,0.5540161775914716,0.44860219316825684,0.3792651599585246,0.3739973439961505,-0.23726087908074542,0.513624223749558,0.5023010048725715,-0.16827981856970695,-0.1377098569621861,0.29376041368358924,0.699595715080544,0.18206560188032395,0.19747907032371936,0.6295639092881531,0.5950173397247964,0.006309455261047917,0.7139998227971005,0.3399582632233033,0.6098901002030335,0.6600034746704139,0.08844378082211121,0.23981025377805623,0.07505845974927422,0.6471438097900516,0.2658948036707603,0.35646317410785094,0.49544424102721374,0.36607477752236306,-0.00019722696614632397,0.3134616588884105,0.4429183464297865,0.12746504464802033,0.5448462254645401,0.3587346748274423,0.4562745859906768,0.651346057338,0.22957040558493436,0.20889010765453989,0.42567321383049994,0.09146694056094117,0.6197377446240037,0.5990198948643067,0.104920694685084,0.3038203981170892,0.21135574824734019,0.48564404736555083,0.5112666257101527,-0.0900596421032952
SN_pr_R,0.6533791775416866,0.15333375316963357,1.0,0.307375160410924,-0.03726310009448645,0.004408385139747369,0.3051315892329713,0.1769603600939707,0.3567646266164754,0.43091463829456567,-0.05766593123670739,0.4053165685269464,0.31546215944871087,0.1757469712788056,-0.11117515640254778,-0.2123466074131921,0.33533583069270523,0.32981861252257505,0.1811262719804317,-0.22854581626989218,0.15939550344861986,0.2022950883779742,-0.09386984060600106,0.16976675357833537,0.1892031967510692,0.26713260299585945,0.3494787099946608,-0.12885496695825505,0.05818278674656798,0.17826265413027262,-0.5311790781930251,0.13196251609504617,0.44928204841175684,-0.07240356322130397,-0.019384472570673824,-0.1093366570624389,0.08906895798562477,0.5485714981818944,0.15493021823127076,0.3107101917161652,0.3591822999465313,0.1812667924628849,0.2467069814419378,-0.04451317051249394,0.33143764298616446,-0.20351854098535432,-0.04056754621847382,-0.10624183390578933,-0.20153560857112338,-0.2712770946382315,0.47304474935735275,0.28924579655288457,0.5418682557639344,0.41198437057374127,0.1679788699861884,-0.01177439471965812,-0.032563225020719136,-0.008194780620471138,0.07683332071968059,-0.014508582353470726,0.1669487704703252,0.4627875036424534,0.6813410154619602,0.5818442233259187,-0.06722716452695074,0.2134321977368518,-0.006785688051722887,0.35721367079259464,0.30993972593231195,0.3093641395541374,-0.0037206649351748367,0.16597032749658353,0.14390286883653533,0.45530589935451726,0.6942454804823238,0.5326984279499004,-0.17692979901544884,0.2674242021612745,0.3783151114306085,0.1249271508505731
Pallidum_R,0.3396970026964584,-0.1678809635242275,0.307375160410924,1.0,-0.2678640651138571,-0.09443650450287576,-0.27689724957588047,-0.33194383927899307,0.7581745807666214,0.19887587052514152,-0.613820296851582,0.2845862913545237,0.22934553689049061,-0.05749946629275918,0.47463808913976263,0.6158545860969745,-0.2454959952710654,0.7241511173845281,0.07454424595401223,0.010107579551727685,-0.37639290777190554,-0.5685600171843631,-0.8124861635733188,0.7578835290717838,0.7434814329303658,-0.1729648527646165,0.6848491832864647,-0.5120702613245959,0.34802987540449654,-0.23240093582246218,-0.337850564299697,-0.40928424069854175,0.06151000218512225,-0.03561108900818265,-0.13292429452233392,0.21913043156074774,0.8131562993208546,-0.3065383268688539,0.3291693841764368,0.2702377586232685,0.857876989894549,-0.05636205960694607,0.01767875230232785,-0.5758463984718308,-0.5846919522464555,-0.3934722544919906,-0.6477395800672067,-0.0774974521984062,-0.2723533627626936,-0.6854677710938851,0.11973921513023116,-0.1289193099641989,0.5918292685418932,0.5095487113670443,0.7976751810467969,-0.2229613277677074,0.6001329712904994,-0.19052602361501442,-0.3732694966304644,-0.2783507205860993,0.691252807933547,0.39019458204259566,0.3502785653125829,0.6547306922782394,0.01228179087693945,0.6703996459215587,0.19138060109871002,0.24561096551325196,0.38912607580146186,0.5216095759656151,-0.5624326849766408,0.38748445981523305,-0.15837656188812058,0.02698809718722808,0.5206819985102433,0.049170058318983995,0.404743362657998,-0.28322784274853924,0.10412385186033737,0.6038590525417024
Vermis_1_2,-0.013925184296831952,0.5945232665681486,-0.03726310009448645,-0.2678640651138571,1.0,0.33311597490279105,0.6634472825681846,0.6039844024518948,-0.1418563005686808,0.3564325477565813,0.3903491994495682,0.5358508165608956,0.3962432846818078,0.47476257278680956,0.12083281583499847,-0.1951287137442883,0.6006470575496897,-0.1366178952659402,0.5258947989660129,0.31280217824711176,0.347010619308912,0.5612921629909965,0.5210366018226041,0.04586618329988708,-0.1484298865457865,0.6473701038278196,0.24848168068930226,0.2820807548100024,0.5292020933575784,0.11184331623186967,0.32167079922301284,0.5857313640611653,0.580094013643122,0.439700242957913,0.424533494863454,0.40531509162469814,-0.2810607347028642,0.47092047686597116,0.3355025442844452,-0.03244888785816832,-0.3132244981199029,0.5479207571226791,0.5199292830882218,0.29120676285989155,0.1823044903715837,0.7325214968838553,0.4745435202031498,0.031541948693066355,0.33384153299829056,0.4070790714410353,0.4121480418654295,0.6355449300422162,-0.11460131117398424,0.12231305270371556,-0.042278063237262846,0.46114612977443914,0.03136830218220558,0.38115585729394486,0.5119250902784366,0.41384299788265244,-0.19708697036188946,-0.09934016340693978,0.20660491569355924,0.07409735586443109,0.41868269706874933,0.27679527296038897,0.5355347622109601,0.3547042660968913,0.3384177402696395,0.18416394315502516,0.38978093795796376,0.0713901662170814,0.691705870321102,0.38420662648192594,-0.19023179766660706,0.17558367274476844,0.12796548602352537,0.6050486115343479,0.49252600536132657,-0.20510641756327022
Cerebellum_Crus2_R,-0.1437685134467217,0.5967597420593914,0.004408385139747369,-0.09443650450287576,0.33311597490279105,1.0,0.45969913844114907,0.27063371710661144,-0.17570319602338552,0.5169119644949655,0.10401457287576729,0.20474320695918555,0.16817363302148827,0.48976189857622865,0.32470742703633465,0.0019279566818197385,0.18330631371727613,-0.04550420811725587,0.6989409068407015,0.09937774720651064,-0.29736435782844145,0.04223755656841084,0.1323607550611373,0.02278532420202609,-0.33292609643492316,0.4423144026657525,0.18103596424124074,0.040264629403859525,0.1179591701177659,-0.15568503987058588,-0.07747080540096545,0.5786597660090786,0.04055993001273419,-0.015656942185989543,-0.0031969284810975437,0.017450633243356144,-0.22687459475883154,0.14678223911685148,0.22549690536749425,-0.052693352108912954,-0.22608667592435222,0.12890444643753587,0.7726557182984582,-0.37166584562269944,-0.13634232840745314,0.582735831160542,0.361554404623987,-0.34825024158486795,0.561047391573958,0.022412342820850386,0.15868819424230152,0.14344938335009635,-0.06098118077722473,0.3114977334104502,0.027413034595044603,0.5289340673752821,0.22070300429330955,-0.024119972656245412,0.48621181198785174,-0.1402224884834724,-0.0603526445613304,0.6540963636953361,0.24836567858530692,0.062156466687326974,0.32119504885224054,0.4575412383923795,0.33144605762410995,0.7074636089198487,0.19090140488837515,-0.06827308721934461,0.454626620030245,-0.21932579162883797,0.5220007091126593,0.31250277378267594,0.03909147340041159,-0.16542750279215412,0.03769799303636493,0.3990181853060023,0.5308226913908473,-0.005512707562762323
Calcarine_L,0.1926645584183526,0.7331761373992604,0.3051315892329713,-0.27689724957588047,0.6634472825681846,0.45969913844114907,1.0,0.7091900322462049,-0.092561349097547,0.5542621555801788,0.5613294780432488,0.6018430194241021,0.4874398656824078,0.5970158312897137,0.023632499849176706,-0.390564570738293,0.711814164575998,-0.12876956053005964,0.6478375275404388,0.06855823352123844,0.4344892824671715,0.6026830960020164,0.5615973773370952,-0.15448293985318926,-0.25397036523445615,0.7340196900883793,0.19799546142426322,0.33017321401123784,0.2509515942521994,0.15780323169648972,-0.04529417111841127,0.8173173336195442,0.6709927934534391,0.24514570187041973,0.24384905366890902,0.11259618823536918,-0.3366062010986971,0.7561911997301715,0.3269254507924236,0.04757962506410033,-0.2453503983594568,0.4206889026416433,0.7270240187990181,0.33903459209896003,0.5209632890912171,0.6207937125765145,0.7016844928462498,-0.00706407173549184,0.40804898902649794,0.43275451112013985,0.6350514321617852,0.6535729773902746,0.06666666062350055,0.2284589228761242,-0.14935960823934305,0.6824552233614949,-0.06976721975678431,0.2632015947991344,0.5402337548751098,0.43234548144670143,-0.23447681520164668,0.245700807347723,0.557545784731508,0.22285920087619127,0.4516230346176701,0.2055630026637357,0.3994221770922837,0.5998336060872631,0.3522700652142398,0.1621653093944943,0.6152777560635353,0.11327048311643076,0.80589681715372,0.5996454653385885,0.1146618098440073,0.3734664782753227,-0.10826909380453725,0.7531875943064772,0.6568387357491451,-0.24088743690002615
Amygdala_R,0.0818217838799963,0.553511014212757,0.1769603600939707,-0.33194383927899307,0.6039844024518948,0.27063371710661144,0.7091900322462049,1.0,-0.1736680529479889,0.34086898626574336,0.3734048023483122,0.5162081909994519,0.4676991087751203,0.47224044482161925,-0.1265225339654,-0.4818564919104564,0.6497071663612392,-0.21051471166829833,0.5163368690044937,0.002558788026643708,0.3268293636730248,0.6769960186444057,0.5997038964169653,-0.09156313878324909,-0.30534946403519647,0.7272576689566876,0.17085762832382528,0.23275083770984953,0.2647913099902194,0.18764497414015666,-0.03670610777590067,0.589406966450526,0.6747740454958094,0.22521435195587416,0.3498601509150597,0.07464594350246388,-0.3508170378532262,0.6679036526209426,0.12821463962713076,0.14975188064834843,-0.27878945080615525,0.5615527425464318,0.5194171493874615,0.2580817509161911,0.4719540083072432,0.5246083828191181,0.4821757592645428,-0.09531257807243755,0.1618167790476154,0.30423942920177965,0.4830846842615432,0.5815587400178156,-0.05997245340567129,0.136515352629255,-0.16360811908550843,0.5901981761173558,-0.2235710468652613,0.26526157336471945,0.5949883401056092,0.3285288512547326,-0.18251399843107868,0.052966868788341774,0.40041398536772815,0.17615800715386204,0.19853367983816397,0.10903902770826016,0.18890737633885035,0.4456382626790015,0.3159398985783114,0.1992857593788656,0.4726152531866069,0.13174423485165884,0.7052250676144277,0.4253195458798543,-0.10487599655785293,0.31210543477891545,-0.23693199527674677,0.6987674644062748,0.6228287378954128,-0.4289950139710469
OFCpost_R,0.32023725587994994,-0.07284321261056396,0.3567646266164754,0.7581745807666214,-0.1418563005686808,-0.17570319602338552,-0.092561349097547,-0.1736680529479889,1.0,0.0012834702170616472,-0.31223356746939296,0.40209234432577934,0.25726623060350484,0.0833655121696236,0.48528380870019155,0.5122044977942835,-0.044726809911942084,0.7889453897155542,0.1262858558435133,-0.16060313490348718,-0.11239627593093136,-0.48840066649663894,-0.6048739148938054,0.601183058491921,0.6392090101632645,-0.06341081819860311,0.742096689527997,-0.4291414354917896,0.33772501210807965,-0.03691258447575169,-0.3456908497486622,-0.29406330934874375,0.21387968605653748,-0.03141707322307974,-0.2957288609872161,0.14653835785468564,0.900366866075148,-0.09881638902288947,0.3819576204418651,0.49399058654771916,0.8511915901300089,0.09770400250421535,0.018359089157597982,-0.2589087007050293,-0.3379129942544266,-0.2899865111725465,-0.47903643062324425,0.10257323159200259,-0.26136654500675105,-0.4444391257664515,0.2594995942031231,0.059951926396875,0.4822031756024784,0.4276336260257594,0.6388506709803123,-0.02401880808311312,0.48767800082178514,-0.34482606587685966,-0.4166424144173519,0.11453627239360736,0.6079963933271868,0.3069907430509214,0.3882140191357532,0.6103161843556925,0.19036559093348868,0.5267001602263376,0.1714352905310805,0.26966874021775,0.31118416327285203,0.722488938592773,-0.4203111501176811,0.6736088298992313,-0.011856260290862184,-0.07824306957182087,0.48429652902306414,0.059302630154659045,0.31649089665888996,-0.14319033461099662,0.12624437710505812,0.6415256372142113
Putamen_L,0.35420653747112746,0.5586450984606887,0.43091463829456567,0.19887587052514152,0.3564325477565813,0.5169119644949655,0.5542621555801788,0.34086898626574336,0.0012834702170616472,1.0,-0.011670883788957837,0.5051978538541246,0.44845526917939693,0.500997932551262,0.14214749594632647,0.01083099757872686,0.42895670166816946,0.07943153474859314,0.6644621101003275,0.27576551992292886,-0.03925312971598834,0.29036194139633137,0.053935957490015084,0.24366012006992765,0.02024119791364287,0.5906902714512812,0.4137123279765226,0.046662654825464174,0.329569441087377,-0.11013651802510682,-0.11998228117635167,0.4853937505508334,0.4358191603386724,0.19025627632476919,0.3054387181648625,0.229816303606532,-0.12798596800223067,0.45711493936249326,0.32423207357193096,-0.05680106362513225,0.05853046335162454,0.2427518304449481,0.6649980290411621,-0.21282421204272997,0.09770253019091438,0.29368590085557217,0.2706320996407387,-0.20742778657963104,0.2775086613333348,-0.09019012390299222,0.5281606103967261,0.43896481765668327,0.31853204950584746,0.5054647279797808,0.25078976738607556,0.3951128944358663,0.30795695904869347,0.3025441404978535,0.5266173480235479,-0.15061263081799445,0.1607501391274573,0.5222198471733709,0.6531980040092815,0.48241391243132786,0.20976957426533177,0.5700227054214053,0.4190255698853007,0.6270867631830973,0.3563669954195676,0.18609088597660053,0.2989187911341288,-0.06069009192465885,0.5034299222520005,0.7316287680172849,0.29659904327693226,0.3257163441861146,0.1729296895242609,0.5471489155895919,0.6075502181790993,0.013638153862232803
