,Cerebellum_Crus1_L,Thal_MGN_L,SupraMarginal_R,Heschl_R,Rolandic_Oper_R,Cerebellum_Crus2_R,Cerebellum_3_L,Rectus_R,Vermis_10,OFCant_R,Frontal_Inf_Oper_L,Thal_IL_R,Thal_PuI_R,Precentral_R,ParaHippocampal_R,Thal_LGN_R,N_Acc_L,OFClat_L,Angular_R,Calcarine_L,Pallidum_R,Paracentral_Lobule_R,Frontal_Sup_2_L,Occipital_Sup_R,Temporal_Mid_R,Temporal_Inf_L,Thal_VL_R,Temporal_Inf_R,N_Acc_R,Putamen_R,Temporal_Sup_R,SN_pr_L,Thal_PuL_R,Thal_PuM_R,Insula_L,Cerebellum_10_R,Cerebellum_7b_L,Cerebellum_10_L,Amygdala_L,Olfactory_R,SN_pr_R,Olfactory_L,Hippocampus_R,Frontal_Inf_Oper_R,Frontal_Inf_Orb_2_R,Paracentral_Lobule_L,Temporal_Pole_Mid_L,Thal_VPL_R,Precuneus_R,ACC_sub_L,Cerebellum_9_L,Cingulate_Post_L,Angular_L,Precuneus_L,Thal_MDm_L,Cerebellum_8_R,Frontal_Sup_2_R,Occipital_Inf_R,Fusiform_R,Thal_VA_R,Frontal_Mid_2_R,Cerebellum_7b_R,Cingulate_Mid_R,Vermis_1_2,ACC_pre_R,Vermis_3,ACC_sup_L,Cuneus_L,Frontal_Mid_2_L,Supp_Motor_Area_R,Thal_MDl_R,Thal_VPL_L,Thal_VA_L,OFCmed_R,Cerebellum_4_5_L,Lingual_L,Caudate_L,Frontal_Inf_Tri_R,Thal_IL_L,Putamen_L,Red_N_R,Thal_MDm_R,OFCpost_L,Thal_PuL_L,Thal_Re_L,Thal_LGN_L,Fusiform_L,Red_N_L,ACC_pre_L,Heschl_L,SN_pc_R,Cuneus_R,Thal_MDl_L,Raphe_D,Postcentral_L,Caudate_R,Cerebellum_6_R,Parietal_Inf_R,Cerebellum_Crus2_L,ACC_sub_R,Postcentral_R,Rolandic_Oper_L,Thal_PuM_L,Pallidum_L,Frontal_Sup_Medial_L,Insula_R,Vermis_4_5,OFCpost_R,Precentral_L,Occipital_Inf_L
Cerebellum_Crus1_L,1.0,0.03275413686035532,0.17532176761217586,-0.07210619725483719,-0.048063903487120994,0.24777810730117455,-0.03895145106878132,-0.26455853853597905,0.17334573592228641,0.09361090296970095,-0.12812413793844238,-0.15453463762392947,-0.06463714031479435,0.0977549344373006,-0.24650710472843998,-0.154773790196324,-0.43671363284612497,-0.2943566068371375,-0.06369024330231589,0.1179880695540277,-0.2029529298391053,0.011212750020625845,-0.03277465559949527,0.20442735164336126,0.13291012068072589,-0.10408564226618532,0.0598774145790915,0.0838759017807174,0.10746178911499418,0.020125203913406622,0.1120040857049255,0.04711563524488009,0.2994346680639532,-0.1488907194646728,-0.17917144246822894,-0.07686242293246939,0.5239538496808599,-0.3144183231643544,-0.3000217959267665,0.02971002888469827,-0.08553055188827394,-0.20609439356035908,-0.10942697382721502,-0.06585492320173558,0.0950751226221763,0.06068254303937025,0.31808108104883814,0.1255034750483591,0.16226997378585617,0.32695013451389243,0.1307549162893946,-0.02639433903826219,0.4204677243864588,0.12040955550525483,-0.10914806438846056,0.15893660453609865,-0.006024977396115848,0.07105320793227629,0.20484146541217632,-0.14367366416318014,-0.020457527696343517,0.11988797601833423,0.059831932725785665,0.1362366914959519,0.008330353834155306,0.08119079769210782,-0.008067087791415574,0.18287379954829927,-0.0617385704797303,0.09496110752118611,0.11116639032765514,-0.011304738134508788,-0.2309199318870738,-0.11477925565146975,0.18754287946713152,0.15920199943095645,0.05182680113379624,-0.07067836962430672,0.09517506018523192,-0.07814532775142509,-0.20959117427356486,0.07267704492130413,0.063253831461013,-0.2397765591511243,-0.0388402990410454,-0.0786717060364655,0.16373343312588454,0.1181375641554001,-0.09987615448369065,-0.012600342058374304,0.08370157746718014,0.28166046685385,-0.185842806777314,-0.12353634687064464,0.08449053284775972,-0.0911134223810823,0.12883429965416565,0.20665909746687958,0.41126128353726005,-0.10314795866598298,0.1491929356378216,-0.09832438528464162,-0.12983608732696358,-0.16954496160305188,-0.018049244185425545,0.042497660300195896,0.09553712185335425,-0.044881097903822914,0.03156103059180464,0.1522907906683145
Thal_MGN_L,0.03275413686035532,1.0,0.1940122042282465,0.5455617111193711,0.4729165579625348,0.0649678088693962,0.6163046257606393,0.07725172134125645,-0.03034181863654207,0.05960182859812978,0.5784868504228782,0.4325678778117245,0.3972209959780194,0.5720842416226317,0.5211738192558313,0.5659717550729576,0.13666821319978803,0.24716934123568304,0.1171214722223393,0.42779392813067163,0.47657080541895847,0.6187052781488912,0.6766437091451637,-0.020950226310365673,0.1540769140149446,0.3042154268180371,0.6317259129436059,0.354857387970331,0.35553479605424404,0.385427342386973,0.3781599724367381,0.3466241531696674,0.3325574190915685,0.34196189912091235,0.520378750626351,0.3387394790682386,0.2602233178270332,0.3337340706515645,0.3916696372180163,0.23548615027926598,0.4031557227504795,0.14051787077072175,0.6919928420575087,0.503918377718341,0.25786574852466554,0.666245954137062,-0.01311424115661466,0.4743186214013441,0.5377053330801632,0.29745412367932533,-0.02647063056061386,0.5397886183677564,0.09580472558350916,0.5228825622788931,0.5324212126179259,0.3898748877460662,0.637067967941603,0.014519680046021995,0.579345496401842,0.3507354871036886,0.6013526949136536,0.17583875107100652,0.55064421536982,0.46979961446874197,0.17109056351383298,0.6348510863748723,0.4882378156129378,0.32877959870632034,0.5663483952925353,0.6889671386252154,0.30055457812059067,0.5537316320622357,0.210897043987863,-0.016578889568950116,0.5049270431227421,0.5032557816831834,0.6612687835788861,0.4811420741588357,0.6217810695918998,0.5273882313056274,0.42873894838970444,0.38147875967147044,0.3282534151795484,0.46629617108542626,0.17266514728364038,0.6135088291068016,0.5114108872015813,0.4158961878229327,0.20992691531272142,0.5101050867308331,0.4928922112069291,0.40208493242600724,0.2635698005612015,0.2513587293727178,0.5891388144739388,0.5945457578096579,0.42665081337129374,0.11502462378148817,-0.1833136307632268,0.35381798227152406,0.5057281943771289,0.5205044268885379,0.4756339409029256,0.4292660633485525,0.6043433964603405,0.4018986791656481,0.47545639332604994,0.15316690231824187,0.7187197334591872,-0.23734203521274416
SupraMarginal_R,0.17532176761217586,0.1940122042282465,1.0,0.42930349553876074,0.3585968969938477,0.1257628528446785,0.3711191158944937,0.05945409122164232,0.12291967140078369,-0.010547252382908264,0.2987237069295127,0.2301263771107281,0.46339208985037145,0.44112206897000217,0.24433489645270795,0.26119006278181395,-0.17105496353599492,-0.22626630438017384,0.18614583212621144,0.595873907499794,0.19509802059144,0.640759725165719,0.3285730015643761,0.0921880995933698,0.45386903965846626,0.41229373084754767,0.41164898703707076,0.22185510734768726,0.07810935015328038,0.30756620635267495,0.7402700507941373,0.3947231338295037,0.40931438238062906,0.28231993630019064,0.238910397722446,0.22206389571595261,0.1623313871151777,0.17412215156168426,0.09604415852242286,-0.04473359529823012,0.2827880274430047,-0.030582492373107117,0.3679345487569067,0.20223795073956952,0.30646874020482723,0.6266897123642663,0.14843786132697212,0.38369523425636337,0.7649155804136115,0.06692712277772724,0.38006883001389546,0.4689886171195478,0.5149464459707224,0.7649587934832563,0.4363240187053367,0.554220717442097,0.4273459456624274,0.04449427806677301,0.5095599902490989,0.22282190627530082,0.40430776310920247,0.18616363094682128,0.6188258580465925,0.5086049701118202,0.10032165111791344,0.5444205174491539,0.307899249662516,0.35348706626528587,0.24079783494573062,0.4308994331725296,0.5178128742365498,0.4116661563666325,0.07931426782857855,-0.11897523165679014,0.6615471968464196,0.5907774699564837,0.38554261591247624,0.2851096061500579,0.2870308571072443,0.20318457124821468,0.05577807786934084,0.3183259880810172,0.19099953240388423,0.00800375272387061,0.16562522961693582,0.28785389850086945,0.6254266219343421,0.30450410022042734,-0.007613481923754728,0.19648586580070687,0.17283547703963487,0.5356014565164441,0.3381900677124125,-0.2046904674205508,0.591811059602582,0.46871534460165815,0.5345559354595031,0.7807656610807585,-0.04064196016424569,-0.10756021667472725,0.8113878495588782,0.22738976974163486,0.2672225969066341,0.12002009879536821,0.4279470359113028,0.3694026985568308,0.5021630561459723,0.2402215782545601,0.26576931896738987,0.042355856290022816
Heschl_R,-0.07210619725483719,0.5455617111193711,0.42930349553876074,1.0,0.8035324924147526,0.03771184127590345,0.7987574533102061,0.11687157941263882,0.1899612679725671,0.2038038257303422,0.8034480884766773,0.7368985270297894,0.5579685497816849,0.536380888834836,0.665606654963276,0.6296761661561223,0.29642178879101005,0.26013726973707124,0.05806364820880853,0.5829291289042835,0.5823816340247756,0.7313211088573388,0.7704694077101895,-0.13741296997798919,0.37238135706909264,0.7185088468669563,0.6947568810403302,0.15882872999770062,0.387231930973908,0.6701890135469749,0.6566695222624983,0.18737683698620702,0.2818415605432724,0.6217694715473028,0.6871615475042699,0.43007609290860604,-0.03445589393434061,0.4835615827654882,0.4156879782700547,0.26006044306114223,0.5568050251040249,0.3315456717979553,0.7386751620444018,0.7351878562189066,0.48754675780931284,0.688131205908109,-0.11652402775684018,0.6812372755898027,0.677783320631463,-0.16583504780070302,0.12326544134792046,0.7488464629259498,0.06127108039648285,0.7157648657155133,0.7030789828782755,0.5515985346841878,0.7977752237982969,0.06539053263157202,0.6231139961164784,0.5503769393641045,0.8441051447014367,-0.07028181706602661,0.7827177730601419,0.5274787480431943,0.4607578449210452,0.7845350895898355,0.6564834835580671,0.5464647129410543,0.7061810142788767,0.7656943587693897,0.4202275482088439,0.6597398280828349,0.6379881270422811,0.11701545759865148,0.7294693478753805,0.6967880302575463,0.7442324978862725,0.6834228728630252,0.4661883986855854,0.6125545921505299,0.41369630982736466,0.3876042451543617,0.1823939632462539,0.4152296874554301,0.3375566401900714,0.682727097069202,0.6861421585091455,0.45611785821369605,0.46582383684179457,0.5840774551461184,0.3627119268081053,0.5033795808815319,0.5947415481710766,0.23812549935456276,0.7186570176200634,0.8084547552257005,0.5682445544108056,0.13519601058326547,-0.0028256635372422767,-0.06453304191745735,0.6040479677542705,0.7736028148605227,0.7496042685274346,0.5565240766211095,0.8049394794079993,0.7661862995817408,0.6031408982093335,0.42445675768293417,0.6440005370232535,-0.05824404648509838
Rolandic_Oper_R,-0.048063903487120994,0.4729165579625348,0.3585968969938477,0.8035324924147526,1.0,0.0719697799254032,0.7652827470031335,0.21380742921289922,0.09547101990579217,0.22268881895949463,0.8245310122535437,0.6836143740967716,0.4106850139966071,0.5372246247432192,0.5347178884989064,0.46121437033764573,0.3335567580035774,0.2651080477183056,0.12206056837934694,0.5098660078936158,0.5504487595799328,0.6248990839288618,0.7267416279299063,-0.006535165587146827,0.5104999222492984,0.5328822509064249,0.5926770719088187,0.46928417207321105,0.2559592118211862,0.6484700018737223,0.6497174026858089,0.06338394558299977,0.3006460969529098,0.5134832210645779,0.6693442916114097,0.4922482742386558,-0.05538668901822571,0.3647659089344658,0.2702969150316884,0.11948733089575235,0.3924679903827913,0.28254904473296416,0.6703086379660061,0.8652891993974958,0.5046476706789224,0.6309420644655147,-0.15208899736395431,0.6582661034662675,0.5849860048871413,-0.20291811012579924,0.031755858209013825,0.7006591189110665,0.1546038522103592,0.5848474336338093,0.5556513709012305,0.5743011759584732,0.6780541334871591,0.15262650487078447,0.6525473164294076,0.40223726399355225,0.8040204996696454,-0.01531610772762338,0.6835003851830039,0.5787682699944859,0.42905509453704244,0.6973114746874461,0.5402708578498869,0.6588723526737049,0.8042311015278241,0.7456950089307522,0.26915952011542693,0.552831797329529,0.7188019244429221,-0.03079294391787982,0.6490051974749721,0.610453140812091,0.6376293890560255,0.8589740931428337,0.4615381977896659,0.5707842830870923,0.4754832003436784,0.16997775341002003,0.39284523426236817,0.4416776330174312,0.17988921683132506,0.5569798184579775,0.5008592239865787,0.38715030688271906,0.43359814592421986,0.5495325890327896,0.46759678980954045,0.47186283568326937,0.7014375654746633,0.23498849212936834,0.5533126202700728,0.6926139593389626,0.5631470575727104,0.12574894867572114,-0.05722116291295228,-0.20508694568043212,0.5751839632574874,0.825207930233833,0.6613349152302704,0.46619314289486236,0.7468700615765063,0.7759406954650797,0.556327671695519,0.3593687868326717,0.6755816920910822,-0.02869875684820556
Cerebellum_Crus2_R,0.24777810730117455,0.0649678088693962,0.1257628528446785,0.03771184127590345,0.0719697799254032,1.0,0.07023614994615192,-0.07075165178659298,0.12785508729132058,-0.026195552091369506,0.038790881705747376,-0.050101079894505615,-0.06506122322887363,0.16638134472991686,-0.13348033391365535,-0.07879497566499757,-0.13115295300663643,0.02108070301959124,0.2378304113273878,0.12512972757083837,0.007316987421499239,0.051683658851327904,0.04502481160040937,0.03611494914239787,0.15009577342508196,-0.14398382226294595,0.12816009228564387,0.08771641191716893,0.062324462294393486,0.07193822069437528,0.15494236882105739,0.09654859674685495,0.2563891974314341,-0.17698676203772618,0.05337491428143416,-0.017258068675363468,0.3001152310643297,-0.0799992483058326,-0.01906938569539601,-0.018612202494648417,0.01863066633231614,-0.14966599919250828,-0.035729001196408525,0.07556191996819239,0.11495218338382415,0.12339312590288183,0.18203715871153067,0.011872237041738964,0.1481108838094237,0.18441538950876615,-0.10626818945239778,0.05744448581346436,0.25517470710788076,0.10975465010111865,-0.05753442308783155,0.15007029437527553,0.027447152357970364,0.10909832001757241,0.22852533585046092,-0.04693088546221442,-0.008483298150657343,0.13171780435670694,0.07206199519645948,0.20636431217062468,-0.13794785351821195,0.0851238097282249,-0.044215602857619565,0.1482861688737036,-0.03199960436097809,0.11117007364040808,0.04182210227608505,-0.0271210547627471,-0.150371585612218,-0.02450853363291531,0.11963724785930178,0.10417241070254629,0.07960855666742307,0.041953748962318696,0.15819942987527133,0.07501244067859944,0.11224492212563264,-0.008335371811659683,0.14177073869860923,-0.04630266940855532,-0.0968037197471935,0.01689469246008385,0.0965267763147491,0.15136102084020753,-0.05388643894145336,0.04846924003415112,0.1706813333911834,0.20194012538063036,-0.0855154881600976,-0.08588366029926248,0.023911150207975598,0.030496531204523444,0.1545070628387794,0.17453021599886787,0.07051596848007814,-0.02255036808644817,0.1461199396344962,0.02954395281512861,-0.14541177653435647,-0.045513102587782815,-0.04185493390100743,0.07468023411715909,0.056435909311097196,-0.036141832228853144,0.17007701100254166,0.008495770884675746
Cerebellum_3_L,-0.03895145106878132,0.6163046257606393,0.3711191158944937,0.7987574533102061,0.7652827470031335,0.07023614994615192,1.0,0.24408867306642734,0.34520633848753274,0.2907068229230671,0.7148673117496217,0.7028314470658609,0.5364518052098469,0.5778113756892914,0.819265625476257,0.6285098420077556,0.415838000390899,0.35009455163732073,0.012718398395281414,0.5398915017962609,0.7168085238789247,0.6812602193584448,0.9061460178307084,-0.1279326120622174,0.502634028501286,0.7372722334789349,0.8227603829505526,0.3462161632551931,0.5096439773794934,0.7960222707362409,0.6672384398439976,0.21279781320611266,0.25175967216361783,0.6442259690912083,0.805345934525634,0.7256447071920518,0.049101841111245256,0.605390709432782,0.6096297397050262,0.39041507266282843,0.6961072089180449,0.4674006144766058,0.8813437627381686,0.7143643311287227,0.47417774368842175,0.7084541168429549,-0.13559324965683742,0.8230257480620263,0.6546368392498013,-0.0883598674405596,0.07099540729018491,0.7540722182315706,-0.012269879359670258,0.6595022332033804,0.6307850265968457,0.5871904753075602,0.8823787345863432,0.22339314272026614,0.7403254118730145,0.5670922498772641,0.8843711761311439,-0.0585228200580741,0.79470205829843,0.6236441898727213,0.529295424675055,0.8046087344650694,0.7617395945022382,0.47079328492666284,0.8457939388314795,0.8867696425095408,0.41773126160491314,0.653252183438489,0.6601312433206763,0.05122304921324674,0.7870426705018502,0.6840887677051342,0.8581220664784283,0.745646321522953,0.6253137467755502,0.7397070187491476,0.5235692737453983,0.4441807957081921,0.3130902344908654,0.41021458715495474,0.28514282096501664,0.6813987350378744,0.7501281126965814,0.5461869695571618,0.5903378299752434,0.7180267411056479,0.5302318739137671,0.40373196821310386,0.4939192251122125,0.32313667139372654,0.619748130137379,0.8589381459335826,0.700329048934182,0.004513372620887121,-0.06622385015732085,0.10992973945078115,0.5839879147350693,0.8101175203190172,0.8090032604431592,0.6529029857206929,0.851746068330678,0.8421076443053322,0.6851266207521739,0.3981017392230735,0.7095751009048292,-0.1390082638866939
Rectus_R,-0.26455853853597905,0.07725172134125645,0.05945409122164232,0.11687157941263882,0.21380742921289922,-0.07075165178659298,0.24408867306642734,1.0,-0.15139249197786395,0.22099120138312398,0.13987001893427856,0.15579110641671257,0.26176586900721893,-0.036654161166401626,0.34719298230580437,0.0871297252043933,0.39301299784482974,0.2965884548460363,0.034436196598820655,0.055260101438181844,0.23481354394810708,0.19266183823385705,0.23106498084827548,0.06815220897775681,0.1629448701795314,0.29343183980250426,0.18982887011209543,0.25718018367288786,-0.02082921669437853,0.202743944520923,0.19197578207080915,-0.15301191934324554,-0.06261355728550144,0.29738867275467956,0.37544234527294323,0.2928183133702177,-0.26743590189172894,0.1784404186718303,0.3452387504675166,0.10291710138468263,0.15629334274300824,0.23794763011551387,0.26993173327732267,0.11303916853348063,-0.03363473122746843,0.1419524218211892,-0.1270742832156274,0.2895802584389061,0.15131186629965596,-0.291225225141135,0.13536550470066747,0.26437981153986023,-0.0039595687088054545,0.12114041985524995,0.14357519228123644,0.12037530021620468,0.17907853663997375,0.02578230968853665,0.020301779240276232,0.08836477784671994,0.24813544829719822,-0.010115620246725174,0.22832606751384446,0.20604457636962953,0.13862535900905723,0.13161410341052038,0.13143026165194585,-0.04821863300671473,0.34897708373538,0.12923129870160746,-0.022413996942514107,0.1973656586927205,0.27254347131670786,0.08108223405958714,0.16969296718051363,0.10813942365785008,0.18119369306511104,0.23078322653602582,0.199382518661427,0.16974224848866803,0.2991582355882366,0.02016430391606429,0.2560467271448892,0.2617582949900846,-0.11970207622810768,0.02144397892936172,0.0600460663118378,0.015329543668556116,0.2926690588805161,0.11651626346809575,0.2931578934463628,-0.12917630708642983,0.24793743294781792,0.0734462693516486,0.1448851944554578,0.214181273573338,0.12692037636718353,-0.08347289710364757,-0.1639054969818264,0.19857405432011044,0.06771823849387987,0.21839217699110822,0.2657186674458895,0.12529885191647772,0.24169610759377355,0.27918700250014,0.2045484751994126,0.23706715415997318,0.06045764246362872,0.05113591237960044
Vermis_10,0.17334573592228641,-0.03034181863654207,0.12291967140078369,0.1899612679725671,0.09547101990579217,0.12785508729132058,0.34520633848753274,-0.15139249197786395,1.0,0.07585796109970096,0.0513679298690752,0.237940763539161,0.07869532287812349,0.1767428421074082,0.29036641456332807,0.18578825334999136,0.09637006233492115,0.05041090283829119,-0.1245614581547571,0.16651643247451012,0.20441407836189357,0.0709319307746547,0.29481796885624195,-0.09648260614050624,0.2136498412338106,0.3971681803311985,0.29794825551713894,-0.21148684259230263,0.33775425397729547,0.43092648135241207,0.18500109889997732,0.0702868094596522,0.060678773495557815,0.1818913084517974,0.30376383600058127,0.36946941004500056,0.09279502668784585,0.13767455685466415,0.29706196180016475,0.22520581618791824,0.4772012754966028,0.2446522344036418,0.23366546145817332,0.09389463312665298,0.38261651534185,0.13990251900064019,0.01079787260492351,0.3021648455030131,0.16253067516221106,-0.016194788543959587,0.014128902817979775,0.13854269177801468,-0.13566098654147687,0.1701281226997286,0.12616117549725153,0.21330843920232634,0.339549438376606,0.30864626013318364,0.34816481093947715,0.3527057127156703,0.21047538111604333,-0.0933930501882676,0.18399827602536495,0.2579287269103201,0.29172641006961886,0.3080855076058447,0.3835341380709728,0.23148663790374388,0.10330226673227413,0.30164349184472344,0.24942651053276635,0.0717460494992309,0.22180717772396472,0.01679107564226689,0.38463858276606283,0.256916292864493,0.297955290671865,0.1116494180671489,0.11210773394240259,0.26122860430222183,0.05818130803880878,0.24432328553250748,-0.050662521615180034,-0.2161516431104601,0.21149869460676646,0.23722954400391288,0.39304823550884416,0.23614290679993855,0.3352326764659556,0.37704523454288313,0.00031192371166114215,0.12936421269280154,-0.06111535218787751,-0.0027987028515119453,0.04570165103757329,0.27877823653731115,0.42541399067907465,-0.014437738543284194,0.17955826612734702,0.025358039878716238,0.07345892213551586,0.22940120816255924,0.2533163441061932,0.23142284050687642,0.22136812831310257,0.3430067535170762,0.247772140598335,0.07104724057857033,0.11630176470150497,0.045341874909659095
OFCant_R,0.09361090296970095,0.05960182859812978,-0.010547252382908264,0.2038038257303422,0.22268881895949463,-0.026195552091369506,0.2907068229230671,0.22099120138312398,0.07585796109970096,1.0,0.12783438104662745,0.1685335923935458,-0.05434150355924424,0.1007671099037304,0.23609855580978797,0.18329247467721355,0.4700526791413441,0.5146296140955928,-0.12446692889292453,-0.04383910785603158,0.3448255593900084,0.07990882273532242,0.3579983842930202,0.17176004393992572,0.12859378706166363,0.3008104569548238,0.2734470958845808,0.059535753330763594,0.34565559832311604,0.4631229177770405,0.14838251038391534,-0.13370478159683793,-0.04596136488027135,0.23820022466544843,0.44469162642828913,0.20803274522880108,-0.040333221336770454,0.01899678173155985,0.2829886143081941,0.46854029515052276,0.2313878061781362,0.4709221293307009,0.2913668389056379,0.22839886159461498,0.1791653387605914,0.14298165413048136,-0.1658804724353968,0.36832378259127035,0.10584080268227664,-0.1713090392086016,0.12022380934974686,0.2321278763462357,-0.050201799954584264,0.09958663605374027,-0.004962417130443089,0.08705787482167518,0.3342906238639483,0.11345845906457017,0.08066641401175761,0.23128096449710214,0.34902962571155205,-0.24751017432790628,0.2710823879012554,-0.015473501809885706,0.41224088417002425,0.04325337035355932,0.33033948209664543,-0.04301411745132191,0.3842000504115675,0.31728218131542396,0.057363293584722336,0.004801149894003457,0.32016341049143565,0.21878479333190223,0.1402236502108508,0.07252952611031468,0.27595278063823364,0.2886301765430558,0.05691685079831553,0.3258727736736597,-0.0322880006171533,0.13688675605891057,0.37897840080295386,-0.09459198853924411,0.0845172938527942,0.027085523347162733,0.17003487032981388,0.1290242867372861,0.512535887477033,0.1855833935039148,0.18525647113299998,-0.022296245258116198,0.07925139153827702,0.130357478431961,0.0595502301033865,0.2966029060029888,0.12420390796928464,-0.15254350158487323,0.2844281682989677,0.01326417905845772,0.07519227809036047,0.28846305054145144,0.346565634618373,0.31009580009707904,0.2488618953997931,0.5415826203468806,0.020798977553215935,0.6078039181164318,0.174157870635661,0.2189390257467725
