,Heschl_L,Thal_PuA_R,Supp_Motor_Area_L,Thal_MDm_L,SN_pc_R,Thal_VA_L,Cerebellum_Crus1_L,Thal_PuI_R,ACC_sup_L,Postcentral_R,Thal_VPL_L,Cerebellum_Crus2_R,Occipital_Sup_L,Lingual_L,Frontal_Sup_2_L,Angular_L,Heschl_R,ParaHippocampal_R,Hippocampus_L,Red_N_L,Thal_AV_R,ACC_sub_L,Thal_VA_R,OFClat_L,Amygdala_R,Thal_LP_L,Thal_PuM_L,Cerebellum_9_R,Vermis_6,Thal_VL_R,Temporal_Sup_R,Occipital_Mid_L,Rolandic_Oper_L,Occipital_Inf_L,Fusiform_L,Temporal_Inf_R,Calcarine_L,Postcentral_L,SupraMarginal_L,Thal_LP_R,Frontal_Inf_Tri_L,Occipital_Mid_R,Rolandic_Oper_R,Cerebellum_8_R,SN_pc_L,Angular_R,Cingulate_Post_L,Cerebellum_Crus2_L,Cerebellum_10_R,Thal_IL_L,Cerebellum_4_5_L,Occipital_Inf_R,ParaHippocampal_L,OFClat_R,Vermis_3,Cerebellum_6_R,Putamen_L,Vermis_9,Vermis_7,Frontal_Mid_2_L,Red_N_R,N_Acc_R,Occipital_Sup_R,Frontal_Sup_Medial_R,Parietal_Inf_L,Frontal_Inf_Oper_L,VTA_L,OFCant_L,OFCant_R,Frontal_Mid_2_R,Thal_PuL_R,Precentral_R,Cerebellum_7b_R,Raphe_D,Cerebellum_10_L,Cuneus_L,Frontal_Inf_Orb_2_R,SN_pr_L,Thal_LGN_L,Calcarine_R,Thal_PuM_R,SupraMarginal_R,Rectus_L,Thal_LGN_R,Vermis_8,Paracentral_Lobule_R,Caudate_L,OFCmed_R,Cingulate_Mid_R,Cuneus_R,Cerebellum_6_L,Olfactory_L,Hippocampus_R,Frontal_Inf_Orb_2_L,Pallidum_R,Fusiform_R,Vermis_1_2,Cerebellum_3_L,Frontal_Sup_Medial_L,Frontal_Inf_Tri_R,Cerebellum_7b_L,SN_pr_R,Cerebellum_4_5_R,Frontal_Med_Orb_L,Frontal_Inf_Oper_R,Thal_PuL_L,Thal_MDl_R,Insula_R,ACC_sup_R,Thal_MDm_R,ACC_sub_R,ACC_pre_R,Temporal_Pole_Sup_L,Thal_PuI_L,Temporal_Pole_Mid_R,Thal_AV_L,Supp_Motor_Area_R,Thal_PuA_L,Pallidum_L,Precentral_L,Vermis_4_5,Rectus_R,Thal_MGN_R,Temporal_Inf_L,Thal_MDl_L,Lingual_R,Cingulate_Mid_L,Putamen_R,VTA_R,Cerebellum_9_L
Heschl_L,1.0,0.38735399262290465,0.7796160758975953,0.49665274011486166,0.3975505117275596,0.4297866429847444,-0.012600342058374304,0.2701113594199812,0.6321318529833074,0.4642783068308791,0.39749566894712635,0.04846924003415112,0.0537273913021462,0.49450025816382176,0.7800462107410752,-0.0933788949480965,0.5840774551461184,0.68381191071737,0.7094939130592809,0.45320788615191,0.15712890568952748,0.056985260005380046,0.5316878183305059,0.3996596256393492,0.37013719426817715,0.16021362784750948,0.6420713654971029,0.4265633920306497,-0.07538006799950332,0.6368645278437499,0.31466705760423813,0.03353315772916096,0.7455781299053601,-0.11401182432905509,0.5220860066531209,0.09807554004870689,0.41561622129964226,0.48894088857881945,0.3235492647660159,0.40585623758952977,0.6833007645400352,-0.038150835862980216,0.5495325890327896,0.4320691873838333,0.42484285438434144,-0.031176624017933686,0.45902561837998307,0.02763191654304366,0.46315252465725065,0.39188684656407774,0.5546202799218546,0.21742656526086476,0.6625473881456474,0.27563428339650553,0.6876396438574636,0.5487772276252724,0.5634849470433951,0.1944294407640588,0.11423703963956677,0.6538742158505054,0.39821427773746093,0.3888170987692596,-0.18340600765499207,0.6645137492703895,0.10989230688209521,0.6281629142677595,0.1677158132216928,0.03750394459974201,0.1855833935039148,0.7234462034232425,0.2817624868722317,0.6382430998522052,-0.03554486680669771,0.13372487869376004,0.3905084827606674,0.4551165505007867,0.44741295739681236,0.32248852850835613,0.6342104844848758,0.4444658410026924,0.46328343020609425,0.19648586580070687,0.18644386686994602,0.6117497903455474,0.1530536917595811,0.45420292108219956,0.704879816878934,0.04125921984241202,0.5091424128799658,0.3824316584625842,0.37251133847879614,0.3212892198043503,0.7255780028463331,0.4615247137911945,0.5190441596399624,0.6403024728978738,0.5314181107294979,0.7180267411056479,0.6999613828206573,0.6437904528810137,0.048111937538553654,0.6621988740917069,0.6527825875297002,0.0833483813593743,0.5769882611559966,0.15636573060586792,0.3636259806909173,0.6413592495033822,0.5178916049550837,0.35981511498437896,0.24946575566189497,0.3877493047246398,0.28820650637406303,0.4656715771133384,-0.17620750556878642,0.3057193191174235,0.7646316138361067,0.44216519083041733,0.49646656445316495,0.6787927359567872,0.42648370005463115,0.11651626346809575,0.34251644975122847,0.5554379564244916,0.31442830100669406,0.5453298071176705,0.4428572427404135,0.6333906252120661,0.4937337509908213,0.027669109358930237
Thal_PuA_R,0.38735399262290465,1.0,0.44909994355570765,0.6818727717183867,0.20113553399222442,0.4428294367448453,-0.14867867592027922,0.8194488724193008,0.5575458351431333,0.41776183445641735,0.8571873925145789,-0.10665724933644517,-0.004405481878424552,0.6476696596941687,0.522481689463195,0.030548560406032058,0.6510961508502064,0.6342967111431926,0.7267992436817088,0.29160893701227075,0.36449014865060725,-0.26868753492962794,0.4589236836254578,0.15853846303191158,0.39213712701044584,-0.012756556347534451,0.7101923081325344,0.29700265293936656,-0.15662552819132125,0.5779699754811979,0.5034622731856156,0.039762012515830426,0.4932675281570396,-0.05731521427044167,0.548635407458145,0.12051509995417395,0.5793442952378793,0.5915742131829362,0.31528514946394964,0.18781754697143127,0.6061164555130578,0.0816212117529029,0.4592567325186696,0.3340151188532814,0.32285698099392857,-0.014197426713517829,0.6235080572508327,-0.14119426179276817,0.43721669508346594,0.4714401195682693,0.6144735497369347,-0.07171537097006017,0.6131347023449474,0.14535725159619836,0.6582000924865751,0.4237892657386683,0.461837529102342,0.24435272262013877,0.10446320369994022,0.5424602158886754,0.2450185547357827,0.2584270116986833,-0.20915780584336993,0.6137433039987177,0.23477048736662706,0.41431226819228517,0.1272430395703871,-0.16897268052434944,0.08419813602663612,0.6078770383349542,0.11443911974375595,0.1810399515773222,-0.11704083910212673,0.22199593590797823,0.45993101259488184,0.30265073457859487,0.19850899436459968,0.06190322673280056,0.5390850354222502,0.2111489663372824,0.85725777859285,0.37477902363302734,-0.022833693870460352,0.4948606913984462,0.08687316886732635,0.552688827330318,0.5355837140839753,0.11239959900553911,0.6081922254270167,0.33898727130791173,0.3377029086325842,0.27276852742220375,0.6381968511370096,0.2248138526816668,0.455140833825027,0.3536427702817261,0.4484473944629446,0.6087781743224846,0.6733486881433836,0.32472434688487867,-0.1066159250163481,0.3713970347703812,0.5445096860689126,-0.07562230314991528,0.28728854126894077,0.46978215843358756,0.5277077338924645,0.5009725208792831,0.6590171508908262,0.5315929777492217,0.03016021287428248,0.4088169242569851,0.16267413661186889,0.606943421387667,-0.3328181616837136,0.34969333679754006,0.47554188304373823,0.6412645169217495,0.4580143326146168,0.25082852902068,0.6918030139580833,0.22914500248485128,0.4070633720798334,0.6681884809453479,0.5571975637764405,0.46124094423061,0.5473753948308853,0.45168876746503667,0.2818247425313329,0.11870834254269386
Supp_Motor_Area_L,0.7796160758975953,0.44909994355570765,1.0,0.5745382592797993,0.5174260950738774,0.5247024196725832,0.013739988355596068,0.3342180387161959,0.7144514795903587,0.6298155193653092,0.49788500742607794,0.08959798817725137,0.03261719838055369,0.588460577635913,0.9480501543592378,-0.03024683647212275,0.7420925711167676,0.7716784301527364,0.812568164118521,0.5032739884550662,0.2779625691932053,0.10625334792250113,0.5457312361514135,0.3766307335437414,0.43591709976345705,0.283610589092765,0.7132387387342529,0.4596705620459666,-0.009008688842831835,0.7842408697506246,0.4727615026257641,-0.07578963955114282,0.7947200387891058,-0.18785843583923065,0.6348598469540188,0.2476800772721395,0.4677350516835427,0.6582496920930199,0.41382404692679015,0.2940555716636857,0.8325529511029072,-0.11717195623393263,0.7190967785548096,0.5688840421915966,0.4424019526986163,-0.0022141256945385737,0.6731938549307793,-0.01694116906355608,0.5319524191117956,0.5386335721597472,0.6753890407244602,0.20207426559964878,0.7744906234600685,0.1971327248666192,0.7909602708028702,0.6293140186153595,0.6535273802100813,0.274278758761459,0.05709278181411324,0.8029017662534569,0.4763311120792676,0.46412442865549985,-0.024987745723836528,0.815691068108615,0.22603644541174914,0.7953932045181228,0.2146208445670374,-0.09035558678724438,0.2795897805235363,0.8856412335828512,0.33271841892060644,0.7838775690810421,0.06037268510146128,0.28530113215856745,0.5079124647559916,0.5122275268941908,0.5464518149533614,0.2661497775608779,0.7180044762741742,0.5464651202392753,0.46775932625070293,0.2837628244911891,0.18096740262318992,0.6403768627459915,0.17202571881890433,0.6951864257285197,0.8420858215103165,0.057995620447513614,0.739292173321999,0.4884252473581708,0.40331039884157527,0.346309439904135,0.8566715985755557,0.48005291692976104,0.6774065357510399,0.7767372793137023,0.5829750017063974,0.8575684578073842,0.8572885519101543,0.7824675248094459,0.16417242582830305,0.6919398578100141,0.7472308899215236,0.12127456293772637,0.7802732841005267,0.3476842201787997,0.41135880180147505,0.7441039822217637,0.6518894669322404,0.3675380373341443,0.17608177722497845,0.4742937867745134,0.3560433521417497,0.6110151019945572,-0.046794616479880806,0.4804354141748123,0.96012523800921,0.5597237662959983,0.5687974426200917,0.8976023233911191,0.5227183562451729,0.1216847688050115,0.48231217279965133,0.6118563480440347,0.3697263679997835,0.6504665742630622,0.6743009294881482,0.7243198154264228,0.5794187794743151,-0.006696178205208108
Thal_MDm_L,0.49665274011486166,0.6818727717183867,0.5745382592797993,1.0,0.250910445989524,0.42732804066523467,-0.10914806438846056,0.5681115411513364,0.7058285341119839,0.504884270866623,0.7095657648228682,-0.05753442308783155,0.0892162049235386,0.6426843119191955,0.5937213673741203,0.12541659588160436,0.7030789828782755,0.6283172511958157,0.7151555067177989,0.4882814063689442,0.329234514124812,-0.1660844309952921,0.647194634505262,0.16378899949092096,0.38567827456484866,0.16746521824210947,0.6075086934370069,0.22094747873945747,-0.14408973493380162,0.5877085114835925,0.5864177868045797,0.020033893914230973,0.5340072089479159,-0.11704680430238511,0.595024582626307,0.28334791020545275,0.6125231221829224,0.5527282949443076,0.3299359998362868,0.3558698315719392,0.64410378003708,0.009177637242280927,0.5556513709012305,0.3930715217044825,0.2487565561790441,0.0642763412564899,0.5051580637629467,-0.25803071693763935,0.46890660801817563,0.36988992180104013,0.6406179946968789,0.10562170734851678,0.6211993858540513,0.12366848422957284,0.678355045696617,0.6093541797014527,0.6374898638435191,0.32556008065593234,0.10406319621658972,0.5919695134921993,0.33710075658165195,0.42742158937761143,-0.2161992253427169,0.5829752977893776,0.23899907544351942,0.5883478619047605,0.08826128927809944,-0.16926645182892952,-0.004962417130443089,0.6329197027384058,0.2843240121391423,0.38817331645336944,-0.233958735533658,0.3534123476041078,0.4388548698151014,0.37454920637577965,0.27629781286449645,0.17399152186965042,0.5461977042591226,0.3770301805981634,0.6909370763612858,0.4363240187053367,0.08198962488045726,0.5669093096682181,0.1666741945866036,0.6329439997693544,0.5446688949900397,-0.03297691351988438,0.5451667412548977,0.4868642648674499,0.4120460367070947,0.3531984137041444,0.7183474950193826,0.18881642473937765,0.5298532912697199,0.5672445576300704,0.41618476253614745,0.6307850265968457,0.65771786661652,0.5174395974307422,-0.07376349355224415,0.3848368076199836,0.6495539775942042,-0.22452001738031468,0.5182799437363477,0.41511602391143865,0.3359548682149719,0.5247183652165764,0.6173978584464781,0.679969227408181,0.0746183586626888,0.3364317985236759,0.16370815091450144,0.5739388128360837,-0.2732528467791305,0.440282657115641,0.5940107727408728,0.535071422196792,0.6384626831028434,0.45195081062086345,0.5787847435584802,0.14357519228123644,0.5765680192005818,0.5921204654269953,0.6355294257214001,0.5228630853113763,0.4731331628916007,0.50815245309812,0.4232359603796555,0.04097018775857807
SN_pc_R,0.3975505117275596,0.20113553399222442,0.5174260950738774,0.250910445989524,1.0,0.30891370638370036,0.08370157746718014,0.2824310495980774,0.28795633741321086,0.3823346578951329,0.3328420743784047,0.1706813333911834,-0.048283172882136106,0.3405991902059848,0.5373467497391119,0.1535572964320898,0.3627119268081053,0.4566157897066023,0.5046476994128741,0.27646038080735486,0.15297406043783046,0.07269148152594405,0.0764278020865602,0.2114243666989575,0.45435357987607644,0.3624827919332419,0.40614226613603066,0.28254966357681693,0.08487796446739225,0.5008303633559718,0.4178546085322513,-0.14651080779379919,0.47605903175468783,-0.08801928407945706,0.4502714417141762,0.5139232907399327,0.20853446074448356,0.3798702719555063,0.27817106158887767,0.13585428396974764,0.46206412058005764,-0.04212714750286451,0.46759678980954045,0.3563887203650888,0.2873235043266898,0.057819176117565936,0.4631754426614305,-0.15147261669568907,0.48605773479411923,0.5583573055312806,0.4754033556868404,0.18110860394003506,0.44359845713942636,-0.07850572703780402,0.4321607066817329,0.35080646145168115,0.36034701841260836,0.1902274072784284,-0.02624998966149029,0.550244064939197,0.46721988860223557,0.21032340073842873,0.05237000895088503,0.46038441317068474,0.18833385722906468,0.4230368717079941,0.06573579124965817,-0.19363189231748762,0.18525647113299998,0.4989693149051191,0.1823049527196762,0.36151227329357216,0.2239328902474356,0.14084944987657277,0.2979284243020745,0.18687158247259392,0.15286070648095434,0.168770099638203,0.27813936935953476,0.2351898485872379,0.2365387825898057,0.17283547703963487,0.31052836128385014,0.2540116354931474,0.02231943020830948,0.44727798701682075,0.5437283777575088,-0.03429522520576913,0.4875671423571258,0.09964887164586937,0.12673261214114961,0.16648449177257285,0.5609916031724903,0.23953590025595603,0.4466621868912704,0.4927536948794753,0.44970825714888457,0.5302318739137671,0.5008533074285642,0.47722767235195623,0.2568420211648372,0.3922602605907322,0.40354762829672086,0.03899982217297549,0.44445287828787583,0.37558800298108785,0.12510181124482134,0.5072438512657044,0.37639314086417525,0.14238308411894202,0.24551083166884066,0.19695448582637398,0.33022035254800497,0.23432812923989083,0.21064319715776372,0.4420028728346705,0.5373535857075916,0.416711384600352,0.2549540095623568,0.502582535100656,0.4326238202286523,0.2931578934463628,0.3890836197870904,0.2742478119872721,0.23587414389797026,0.3529484523391047,0.4850934018134676,0.4448618682198491,0.4693217937233588,0.11702561167329013
Thal_VA_L,0.4297866429847444,0.4428294367448453,0.5247024196725832,0.42732804066523467,0.30891370638370036,1.0,-0.2309199318870738,0.3495861592201844,0.4665874377717709,0.20943840683041,0.4250812085301467,-0.150371585612218,0.028770124774035663,0.3732988874600989,0.6054182022500633,-0.17248812015886206,0.6379881270422811,0.5621876468450012,0.6102642431401258,0.21448293800702906,0.601680837424731,-0.48981596417874645,0.43268844297656134,0.3360393541832686,0.40590554788104827,0.021679631978814472,0.7470733663481419,0.3144841098211389,-0.15006280052453666,0.45744763995661764,0.40475753224295374,-0.057890126991840464,0.6762866394857188,-0.0014843375265353538,0.3535012313666783,0.19606583927715135,0.2416165840276465,0.30903962588575284,0.22334855708150367,-0.14819258621691622,0.7253260421021769,-0.04023743260452455,0.7188019244429221,0.3819942328316276,0.06642633298339479,-0.03011416273974292,0.5703350698679842,-0.007331970948216716,0.5120208086096135,0.30456552798681574,0.46148524704173,0.16269461067975866,0.5356183459369674,0.12947610749093208,0.46898847136113775,0.36885950099951464,0.453027017538718,0.22291887228165658,-0.003080571521089402,0.6698987766927185,0.4246737929977766,0.19983265907304187,-0.13770425631277614,0.6980910948598861,-0.06335432417946071,0.5842344650803543,-0.08018866029661813,-0.19905918441822817,0.32016341049143565,0.6434828950003796,-0.05378010369964629,0.23956918464314667,-0.1991890132494997,0.23693460928842852,0.41055181906947885,0.3872827029468127,0.407419889881664,-0.1712867815577909,0.4706285432194012,0.16165464924991343,0.532367851244098,0.07931426782857855,0.0709207383854728,0.3644153213940889,0.05634983136840117,0.3617446412657513,0.4692578049982437,0.040110483226003225,0.5117101184085386,0.16206871435527298,0.0641611215509719,0.3334195448651289,0.5512601068093556,0.48243297436671434,0.5448167234742692,0.3331806410118425,0.2902655909521742,0.6601312433206763,0.6134962902200407,0.6107136862170478,-0.3239060019950937,0.43581009901222256,0.5859267373119857,0.23711175671054402,0.6218094436880554,0.3621182980969664,0.2294357478389837,0.6889604072690992,0.6387870189158205,0.03979505257110768,-0.2209477232423847,0.5252362202749679,0.29733849955827324,0.40022835314586175,-0.2717011868154513,0.4189910474812185,0.5285155270693991,0.3377017614356032,0.4588167949559492,0.3845973432847315,0.3942504930516523,0.27254347131670786,0.3802233140995234,0.5909582185466725,0.6359144430338565,0.34064018428988463,0.5120250122581227,0.5972965727090319,0.34162855637617207,0.023891978157713774
Cerebellum_Crus1_L,-0.012600342058374304,-0.14867867592027922,0.013739988355596068,-0.10914806438846056,0.08370157746718014,-0.2309199318870738,1.0,-0.06463714031479435,-0.008067087791415574,0.1491929356378216,-0.011304738134508788,0.24777810730117455,0.20544432415389519,0.15920199943095645,-0.03277465559949527,0.4204677243864588,-0.07210619725483719,-0.24650710472843998,-0.21185896534544219,0.1181375641554001,-0.10830621334087366,0.32695013451389243,-0.14367366416318014,-0.2943566068371375,-0.414486548126468,0.037008450764532116,-0.12983608732696358,0.26081999970578973,0.3342428690496763,0.0598774145790915,0.1120040857049255,0.13153275499315598,-0.09832438528464162,0.1522907906683145,0.16373343312588454,0.0838759017807174,0.1179880695540277,0.08449053284775972,0.1253956199313027,0.18989404705394933,-0.17270436382812931,0.1864915442044117,-0.048063903487120994,0.15893660453609865,0.2242713676389765,-0.06369024330231589,-0.02639433903826219,0.41126128353726005,-0.07686242293246939,0.09517506018523192,0.18754287946713152,0.07105320793227629,-0.27431120677987547,0.003569634663282707,0.08119079769210782,0.12883429965416565,-0.07814532775142509,-0.1868076948701195,-0.0025030701761107905,-0.0617385704797303,-0.20959117427356486,0.10746178911499418,0.20442735164336126,-0.147662191095064,0.2406577622154311,-0.12812413793844238,0.2757606509354402,0.10497763950248372,0.09361090296970095,-0.020457527696343517,0.2994346680639532,0.0977549344373006,0.11988797601833423,-0.12353634687064464,-0.3144183231643544,0.18287379954829927,0.0950751226221763,0.04711563524488009,-0.0786717060364655,0.20410326277233018,-0.1488907194646728,0.17532176761217586,-0.04332854740399555,-0.154773790196324,0.04175803728408566,0.011212750020625845,0.05182680113379624,-0.11477925565146975,0.059831932725785665,0.28166046685385,0.2597544315735018,-0.20609439356035908,-0.10942697382721502,-0.19255372881942753,-0.2029529298391053,0.20484146541217632,0.1362366914959519,-0.03895145106878132,-0.018049244185425545,-0.07067836962430672,0.5239538496808599,-0.08553055188827394,0.05205813681247925,0.08723180513050133,-0.06585492320173558,-0.2397765591511243,0.11116639032765514,0.042497660300195896,-0.1661076697029618,0.07267704492130413,-0.10314795866598298,0.008330353834155306,-0.040786132932265635,0.1499097415622534,0.5028576021266257,-0.02072002222167468,0.09496110752118611,-0.10450911846455994,-0.16954496160305188,0.03156103059180464,0.09553712185335425,-0.26455853853597905,-0.06652695258576051,-0.10408564226618532,-0.185842806777314,0.25125530851865574,0.10427969023177945,0.020125203913406622,-0.09539555076130982,0.1307549162893946
Thal_PuI_R,0.2701113594199812,0.8194488724193008,0.3342180387161959,0.5681115411513364,0.2824310495980774,0.3495861592201844,-0.06463714031479435,1.0,0.4086369439688166,0.4502775990951865,0.8855553041391749,-0.06506122322887363,0.0727380822255534,0.7361293560959976,0.38817080762889405,0.20525613835063725,0.5579685497816849,0.5192634666282269,0.6605725396805838,0.29362530087400085,0.19461960548886634,-0.13129339893078407,0.18461053996337995,-0.022264788216705383,0.31324427744449723,0.09873365847244918,0.569488612838995,0.3091934496914005,-0.011710502850015604,0.4921734169379921,0.5745708711001045,0.03773790438225804,0.3847153779849486,-0.05186007202622618,0.6045892291368357,0.2338024794355723,0.6451684234820863,0.6626872524284035,0.43614095802774444,0.1022261967735816,0.47080802584711867,0.12923365718399168,0.4106850139966071,0.38283444576319453,0.36355948444372477,0.04241887029121069,0.6106827623220064,-0.17382933866006664,0.4418271096452379,0.5413515606052837,0.6695358181136992,-0.09692139458441992,0.5734524041198344,-0.01581858841603304,0.6801838725912843,0.38839031440128435,0.2848907395887182,0.12244140002846592,0.021312659657540225,0.47247402985241344,0.27719681279138003,0.08832077700570203,-0.15972565359730082,0.49299442848888647,0.3666913920904911,0.32811444741776485,0.20799148333532447,-0.13927792144702347,-0.05434150355924424,0.5072863461985305,0.19368997580809133,0.07477615164673845,0.09811241226878775,0.08075910465228826,0.4085212763093644,0.26170380366225926,0.07818614377088884,0.1939363894497899,0.43582296609423404,0.2697093238573296,0.6972071124523729,0.46339208985037145,0.012019911446120584,0.3742454877511756,0.03088491404115642,0.5920759749433876,0.5480297773727262,0.043466210365799986,0.6039670623488068,0.307701325923121,0.34636768377547283,0.10243003178520149,0.523140791357882,0.0008799076272265913,0.29081377425415456,0.3724459891014626,0.5593801060419344,0.5364518052098469,0.6252001371939505,0.2053379546452624,0.03634407792360849,0.2874090847691476,0.5268061173394488,-0.11818448321455194,0.18195926804014229,0.5618194758816457,0.4814751354400405,0.38826747628404346,0.5938356148960546,0.37424006766692536,0.007758737399279066,0.2307239170812092,0.21378017143347744,0.6025777469572323,-0.17298693859776773,0.4217895832896153,0.37579139177805243,0.6630454187133952,0.24485903429388958,0.1586563979443817,0.8305055828708164,0.26176586900721893,0.4038111540100466,0.6165055954211536,0.5080425955702808,0.5239751403393055,0.593358122030659,0.31644533292344496,0.23008146358558448,0.19075544302835182
ACC_sup_L,0.6321318529833074,0.5575458351431333,0.7144514795903587,0.7058285341119839,0.28795633741321086,0.4665874377717709,-0.008067087791415574,0.4086369439688166,1.0,0.39478761129457424,0.5529864117653881,-0.044215602857619565,-0.08297356930242784,0.6068552510596791,0.7547848164354951,0.016590447906669525,0.6564834835580671,0.7132799860755549,0.7540845949760762,0.6149962049033645,0.4300586139588386,-0.03557803002549446,0.7186776491981246,0.3480886694872622,0.42461540927441377,0.06475492061477535,0.617411746655315,0.36930796407581773,-0.11750964967547789,0.7225021145254413,0.5245795783887981,0.004409705340709253,0.6398227838917797,-0.13865843977458323,0.6727095882330507,0.184147724758478,0.5682608747513965,0.4554528744755928,0.25815336019963026,0.52200361304643,0.6965397445156752,-0.04010497110103459,0.5402708578498869,0.4350319188322427,0.3932106964999508,-0.030894257863895488,0.49048826250374183,-0.15578813068153632,0.5947269313088297,0.3272912723925684,0.6603839448892871,0.23878948183569146,0.6805979003764395,0.2999493015900568,0.6258861289136005,0.7034367033247514,0.8298514384695528,0.20937523355368792,0.0607210788889879,0.7090022596438308,0.33984151451356887,0.7207308208843192,-0.10959397187150187,0.6958700532969455,0.11787511600227567,0.557784790881678,0.08484730463559483,-0.12609251570277052,0.33033948209664543,0.7133757509726721,0.3211813141641091,0.41052652265716766,-0.3377308536854737,0.3994774763657405,0.4352195440476137,0.3382344526905,0.4361056540183612,0.22236061677913008,0.5171998604530837,0.3745790578376249,0.64708897290445,0.307899249662516,0.08272639007557002,0.6535790894684697,0.16253516977980945,0.5078676761710107,0.7049817641568882,0.06968548470318683,0.6023570965778648,0.3966818455891691,0.5657836713305683,0.6374044465485705,0.7995614549979099,0.47580898128306515,0.6586378446800037,0.6459541428919326,0.4037769868969793,0.7617395945022382,0.7136250204688046,0.5509127674604589,-0.031134414746354994,0.6262882469720232,0.6483908144650841,-0.10955645062459791,0.5546722890824057,0.21195596604026928,0.30283157817503253,0.7122463060479806,0.7194381398575012,0.7166500599271504,0.16439870393599684,0.597472953780115,0.26862697551791354,0.5626250060842181,-0.14916613322455685,0.35563358519012883,0.7376945059788047,0.48749477624175425,0.8027822192884234,0.5182677040802731,0.539848700866643,0.13143026165194585,0.5171030357529801,0.6355431350363652,0.38428977987988083,0.5465162590738372,0.525080091492599,0.751061422933614,0.4081684376774529,0.025130976980384134
Postcentral_R,0.4642783068308791,0.41776183445641735,0.6298155193653092,0.504884270866623,0.3823346578951329,0.20943840683041,0.1491929356378216,0.4502775990951865,0.39478761129457424,1.0,0.4832933964804339,0.1461199396344962,0.30367381872075044,0.6594976129869164,0.6260019011984804,0.42260684128406684,0.6040479677542705,0.4391130889608304,0.5799539209446262,0.3773021103596016,-0.07512057445963569,0.12763136831347377,0.2836132026782977,-0.028230202916138623,0.13744057665291082,0.2002726528284884,0.47468232427296086,0.4943415415131598,0.19755478796639578,0.5961703544325215,0.6860351192881575,0.0954456691320958,0.46912510030693305,-0.08126999353925844,0.6394742543621972,0.29743577749558775,0.6259156590971241,0.8011962973406713,0.586421103940277,0.26502764789257505,0.5267736617581231,0.051183154013896094,0.5751839632574874,0.6683734087763523,0.5967641264414795,0.1475295852877856,0.637826298610743,0.03087283353438887,0.27232592400912997,0.444144003536979,0.7078835890510612,0.09790346196646858,0.494053353440715,0.11969029829754473,0.7392494130593472,0.5900803120505744,0.31847926143104666,0.23272409684895318,0.056888313718979296,0.4845272250390159,0.2377844450555156,0.10767506301810391,0.12621268247626613,0.5246918293418442,0.6041184742412368,0.6260561096452633,0.404228498116421,-0.013837139980620439,0.07519227809036047,0.6726594291475066,0.4735390477775997,0.796894853193366,0.2927590900670473,-0.1230479858440213,0.2594153216075452,0.5106874629101186,0.4231033361220444,0.46737234475308237,0.5433325774990271,0.6852792710730665,0.33351998684987616,0.8113878495588782,0.14388377785536177,0.4055993303907372,0.2851193611707625,0.8369604985169098,0.5992493493687607,-0.10200127592843611,0.7554400922411335,0.676003016048568,0.48478917430201074,-0.004748271931822385,0.5870664697969162,0.057588103277643195,0.3782363149371585,0.685955831906692,0.6512920964442169,0.5839879147350693,0.6645518431959682,0.5816150682865086,0.22092702605943146,0.4564481511616128,0.5816965666127071,-0.016103167266190575,0.5133952300881838,0.1665409233216385,0.5720670174294442,0.5011691166277056,0.4582568398812731,0.2951813905141813,-0.02331940725125167,0.15574973975254713,0.29799958727093745,0.48032177647267715,0.16640714100519238,0.3917973193927869,0.7177853256989243,0.5284474891446126,0.2224930120523361,0.6917207831804761,0.5587221027264527,0.06771823849387987,0.3136988232860564,0.4860186926025223,0.41857066793322034,0.7189735810056835,0.6955391666497607,0.4360841228621611,0.3708485331067632,0.26787876527249327
