,Frontal_Sup_2_L,Temporal_Pole_Mid_R,Amygdala_L,Red_N_L,Parietal_Sup_R,ParaHippocampal_L,Temporal_Pole_Mid_L,Precentral_R,Cerebellum_8_R,Thal_VL_R,Postcentral_L,Parietal_Sup_L,SN_pc_L,N_Acc_R,Parietal_Inf_L,Angular_R,ParaHippocampal_R,OFCmed_R,Calcarine_R,Cerebellum_Crus1_R,Thal_AV_R,Insula_R,Olfactory_R,Thal_PuA_R,Thal_IL_R,Cerebellum_6_R,Temporal_Inf_R,Putamen_R,Vermis_7,SN_pc_R,Occipital_Mid_L,Thal_PuI_L,Thal_VA_R,Thal_MDm_R,Precentral_L,Vermis_1_2,Thal_VA_L,ACC_pre_L,SN_pr_L,Caudate_L,Cerebellum_3_L,Temporal_Mid_R,OFCmed_L,Rectus_L,Thal_PuA_L,ACC_sub_R,Putamen_L,Vermis_3,Lingual_R,Vermis_10,SupraMarginal_L,Cerebellum_10_L,Frontal_Inf_Tri_R,Temporal_Pole_Sup_L,Thal_VL_L,Frontal_Inf_Orb_2_R,Thal_VPL_L,Frontal_Inf_Oper_R,Vermis_4_5,Caudate_R,Thal_PuM_R,Supp_Motor_Area_L,Temporal_Pole_Sup_R,Thal_AV_L,Occipital_Sup_L,Cerebellum_10_R,Frontal_Sup_Medial_L,Thal_MGN_R,Cingulate_Mid_R,Postcentral_R,Thal_IL_L,Cerebellum_4_5_R,Frontal_Med_Orb_R,Temporal_Sup_L,Occipital_Inf_L,Parietal_Inf_R,Calcarine_L,Thal_Re_L,Cuneus_L,Precuneus_L,Occipital_Inf_R,OFCpost_R,Occipital_Mid_R,Thal_PuM_L,Cingulate_Post_L,Precuneus_R,Cerebellum_3_R,Thal_LGN_L,Frontal_Sup_Medial_R,Amygdala_R,Paracentral_Lobule_L,Thal_PuL_R,SN_pr_R,Red_N_R,Frontal_Sup_2_R,Temporal_Mid_L,Cerebellum_9_L,Fusiform_R,VTA_L,Raphe_D,Thal_PuL_L,SupraMarginal_R,Frontal_Mid_2_R,Vermis_8,Cuneus_R,Pallidum_R,Frontal_Inf_Orb_2_L,OFCpost_L,Fusiform_L,Cingulate_Mid_L,Pallidum_L,Cerebellum_7b_L,Hippocampus_L,Heschl_L,Thal_MDl_R,Rolandic_Oper_L,Cerebellum_Crus1_L,Frontal_Inf_Oper_L,Olfactory_L,OFCant_L,OFClat_L,ACC_sup_L,Thal_LP_L,N_Acc_L,Thal_VPL_R,Supp_Motor_Area_R,ACC_sup_R,Paracentral_Lobule_R,Rectus_R,Cerebellum_6_L,Lingual_L,OFClat_R,OFCant_R,Rolandic_Oper_R,Cingulate_Post_R
Frontal_Sup_2_L,1.0,-0.08658318970825889,0.5633606303074615,0.4803291837509579,-0.028508271962137715,0.8004810649071102,-0.1627090972325005,0.7252298024909044,0.6480107483301378,0.8080012204709913,0.6504753196334113,0.04818965336239434,0.49980098787813715,0.4982771600872003,0.22545133979189674,-0.012668695664709507,0.8167171380654943,0.05235834456409295,0.47989358562955237,0.10324302671305936,0.36348887591858203,0.8237464979538551,0.3751163699419984,0.522481689463195,0.6942948206344285,0.6944701667011981,0.2765651548710744,0.8232569336899371,0.06628810466434616,0.5373467497391119,-0.08741651359243675,0.5730722035612809,0.5676383723543621,0.38921830756348536,0.8318048820592636,0.5961240772874156,0.6054182022500633,0.6713863139432134,0.22458071055650197,0.8754778937126071,0.9061460178307084,0.45361786563074297,0.21573495686295066,0.21190838264483228,0.6013662540667214,0.17941890036333252,0.6935365822820051,0.7982382376380914,0.6562766333486717,0.29481796885624195,0.4047460754928679,0.5176781492253196,0.7788371033252762,0.39059775654107637,0.7332453795111766,0.5878669999866798,0.5427121961249626,0.7351901412290343,0.5772496416806306,0.8866105974678834,0.5643463245698934,0.9480501543592378,-0.11787074691348834,0.43821152829682114,-0.01992258402940144,0.5945341190273646,0.9000957382653859,0.46932568827500964,0.7897224772808346,0.6260019011984804,0.5669389133232707,0.7637925048567575,0.12217451834063354,0.8366659324752728,-0.16322892971237185,0.037932360036312375,0.46380549276239114,0.2750839909433641,0.47887501731178705,0.6508170424431429,0.22158752858334257,0.4249121630704151,-0.12917673073460828,0.7939941463805312,0.7056847988084681,0.6716789977928547,0.82366490198984,0.7128820696299916,0.8804719733217649,0.49772975285749904,0.7936499886797883,0.28606943195029405,0.7399421256642363,0.4498660585194563,0.9604904960847565,0.5855742124048045,0.034722553616886094,0.7662096290102264,0.16770751666595038,0.2598877060353353,0.36640794087936923,0.3285730015643761,0.9047318990529793,0.18517651532246052,0.4594763038972637,0.7339100398211369,0.5171034482098118,0.339611011649064,0.6894845833944696,0.7242069575369531,0.6094059945580379,0.1075460981194276,0.8589702799312212,0.7800462107410752,0.4452725003915607,0.8183451675506836,-0.03277465559949527,0.750530644620107,0.42544875199533366,-0.09806626800386357,0.3827395341345233,0.7547848164354951,0.22331278556506223,0.4047802310554605,0.7472117218519398,0.961096828319257,0.728949979789337,0.7054679022324375,0.23106498084827548,0.4716368075776321,0.6062198097418083,0.29349329181133543,0.3579983842930202,0.7267416279299063,0.6622395525211163
Temporal_Pole_Mid_R,-0.08658318970825889,1.0,-0.31089637048528457,0.026796178050833636,0.27696293248031895,-0.29094949249803737,0.13190056820613333,0.11352847896137769,0.16956041846526132,-0.056711452596062834,-0.06118465115709048,0.25213655369547744,0.1290001216304894,-0.06635416716940512,0.21082762083910697,0.08838154733423596,-0.3021889203653093,-0.21413237504162583,0.17625271850745391,0.39360350996357546,-0.3029821543712882,-0.015140639266514848,-0.13301710068784162,-0.3328181616837136,-0.35325826390178783,0.01572275530369736,0.343909221050393,-0.03135233275408852,0.018351659205943494,0.21064319715776372,0.023427018782625045,-0.047591937959591456,-0.24718292466866576,-0.07930385454502215,0.06282178476904343,0.13354517701838747,-0.2717011868154513,-0.23801138117924764,0.09434358004537527,-0.039630539153143345,-0.1254259644196405,0.2141265844303981,-0.03309608820684323,0.2019278912723281,-0.11832906940358072,-0.03662626250523271,-0.1439323148686894,-0.08610783394651515,0.13645129453042462,-0.10563177019499938,0.0414431288926641,-0.2561730050596405,0.018309578769831126,0.12159689338311941,-0.20378790932554736,0.011536502605884602,-0.15822381043463296,-0.043033376314837564,0.005991111773828032,-0.16567444754065255,-0.30304362104192023,-0.046794616479880806,0.3505953247322073,0.11335298122383161,0.16503262869999438,-0.06491769926079882,-0.10505143868142404,-0.04555047095555482,0.006093824165458486,0.16640714100519238,0.09843875351070493,-0.08167466984622837,-0.22543329898069728,-0.21550701838594177,0.0794290179919589,0.2690534457115108,0.006811827309771569,-0.18603703592022047,0.02761581023810023,-0.006026273758751591,0.08121553136212571,-0.08903419733339915,0.07596067921535622,-0.24924320002492506,-0.05416527462721035,0.08072334278583793,-0.19871934824833196,-0.2264525993527556,-0.1836212763780184,-0.24177915671444591,0.044956662783135294,0.26724397902346086,-0.17838311732281686,-0.07393274322369754,-0.11172952919684762,-0.07418400073041409,0.2365221538531969,0.1382362488181959,0.10660078275051818,-0.16289361958443707,-0.1923988746040431,0.2197489844911359,-0.08908065435178873,-0.04105296382044797,0.09603482036392426,-0.13637167380812645,-0.2854958612311251,0.31761145259035695,-0.0039510971783892745,0.04314969652960322,-0.2411031026650125,0.4349929649429182,-0.23270902055287926,-0.17620750556878642,0.03363480940191742,-0.1389820285343655,0.5028576021266257,-0.13220937448934203,-0.19697525316972853,0.14226246154717784,-0.27553136367700315,-0.14916613322455685,0.19941612528900685,-0.31179467520989385,-0.04523855548265929,0.013699971196105349,-0.1953005078237007,-0.019345585540045927,-0.08964551651032648,0.015000553960306294,0.004071399030764101,-0.17104613495972917,0.14778908129322724,-0.019255482689996228,-0.09487740729197564
Amygdala_L,0.5633606303074615,-0.31089637048528457,1.0,0.43899770431664087,-0.16872221796297696,0.7509722154803186,-0.22391566050599213,0.2731356187045766,0.10384317245288198,0.6186649289817479,0.29225202801969036,-0.033076807193546366,0.2326628975532736,0.5400432452742121,-0.056332860217078805,0.059061283504914054,0.7224227897398677,0.22402444983105615,0.05483991526870106,-0.06882507383011795,0.3509013654893236,0.5187436141191556,0.6076590805989146,0.4307276353833443,0.4314813401909073,0.4103605898389076,0.005571388891494629,0.4962613864003843,-0.05104586886352263,0.3086693160901347,-0.069052823975027,0.2611916882363695,0.5160783491252632,0.4828396144850171,0.3730789794413788,0.121733758686473,0.34347905769878334,0.44802654382055596,0.19080225733551315,0.5591046946268912,0.6096297397050262,0.0922426598742709,0.06014368939006093,0.05813838799841153,0.5761688597009419,0.5073227151762845,0.6411646851117105,0.34564499549593686,0.14856365756775577,0.29706196180016475,0.03221002692260859,0.5329395610784081,0.3885430525972587,0.20256093290585667,0.33438437651258957,0.19705028246037945,0.34699341544623774,0.29384843672862826,0.26547876488771766,0.5925198816927765,0.437443015402404,0.5129312609864006,-0.3451428373667555,0.1569910866254982,-0.3170229721923219,0.5273383585553508,0.45058612450440555,0.3112094006675748,0.39977066419966667,0.22449831708669749,0.3297567778885613,0.3039855671679852,0.09002840403349147,0.493165512853947,-0.0776626731334674,-0.11589802478195291,0.1938394823953498,0.1664641382412342,-0.012100063938624903,0.3212709518585114,0.1141222934877573,0.347774757696556,-0.1183000060389952,0.5068865544085485,0.3694614250002106,0.2831585559564025,0.460634146665618,0.3828067957322664,0.5601228070170314,0.7097488112145859,0.380479984357895,-0.048561603951756155,0.5831530636032013,0.35567376228437636,0.554198606395279,0.3761865903781261,-0.03501159030730131,0.30151015419365657,-0.08503729006384594,0.40137286652742404,0.2564350249198908,0.09604415852242286,0.5028589539753476,0.09484306778595418,-0.003680261538514681,0.5986117769701735,0.5346266288884182,0.2154778596200999,0.44089652259040935,0.31255222116540676,0.6533832234754997,-0.056274317968945164,0.6651528780514471,0.5159080805182596,0.2070580307633278,0.384427778023367,-0.3000217959267665,0.3573616966933729,0.6420195774042561,-0.01784544685876547,0.549722908131146,0.5748068494423371,0.04548843549923807,0.6409745135887274,0.43821536369112846,0.4813617960348492,0.5251956794678367,0.3481570253050017,0.3452387504675166,0.30979164985170776,0.24108741038675996,0.37435772060567957,0.2829886143081941,0.2702969150316884,0.4140600758968937
Red_N_L,0.4803291837509579,0.026796178050833636,0.43899770431664087,1.0,0.08787496196817215,0.4820632263506599,0.09976526402166613,0.30906338015099205,0.29409471128623355,0.5244810837684737,0.3976042433458438,0.10448472423536345,0.2648869274622434,0.5595755504060667,0.21122566901120224,0.18368869206183805,0.45140389897226546,0.042642142666047766,0.4272486269434855,0.18949336447468595,0.2255343798399627,0.4828169702468262,0.434920720467693,0.29160893701227075,0.36222957977906617,0.6027796796773662,0.25697160116789103,0.402836301938828,-0.120186696952103,0.27646038080735486,0.046308515220366955,0.37211754085340365,0.41915629401916754,0.5103873853658832,0.4123730578199208,0.29208243015234586,0.21448293800702906,0.26295495081107434,0.3497380160004131,0.5670652394823967,0.5461869695571618,0.35771834987360335,0.07231132114263694,0.05950825967642229,0.3792581757356214,0.16513687480375697,0.6073243553191973,0.48429931764219053,0.5050590520372802,0.23614290679993855,0.2877175696930871,0.3353166227720713,0.3682849911116563,0.1415346205479191,0.2725864651284065,0.22274415531906275,0.4061215011970426,0.41239995011213937,0.4528227306109004,0.5109344600423785,0.2749276622319396,0.5032739884550662,-0.08237555848567515,0.26395776130202275,0.019237603106609078,0.4814896357442943,0.448721642368817,0.42026128327466883,0.39696849815908847,0.3773021103596016,0.3757570602965016,0.5001534060262665,-0.11928893961560763,0.4842004132745795,-0.15252778016766483,0.12695501530520578,0.49193170284619103,0.3582390641617105,0.24250249440565297,0.47210165057510556,0.21925155458019582,0.1541730691858853,0.02871877829715722,0.2790590916572663,0.2968792192977665,0.4210569890507338,0.49437484357152917,0.3680207691563023,0.41823762544073995,0.2634436498861413,0.42351913294717974,0.35604021584552276,0.4497722225114396,0.48814587725883607,0.5012905450659175,0.390709779013647,-0.0063483996552409485,0.5655011658045302,0.15264587201799412,0.38669707414761767,0.15866844420879916,0.30450410022042734,0.4818064560480706,0.1193591238034068,0.3737758328895906,0.3683038376527928,0.2941967086877509,0.2282980684103981,0.5736173660011177,0.3436230374657869,0.55482796991076,0.1542875450156753,0.516440385782645,0.45320788615191,0.11921208739405895,0.4236762732841763,0.1181375641554001,0.3960735613533091,0.3944627009345477,0.004681681173815645,0.22657880729340513,0.6149962049033645,0.20672023682849255,0.1538629244401466,0.4390652824310871,0.5160153466481473,0.39974647280120734,0.4369643312817263,0.015329543668556116,0.42184885901397934,0.5027937195178064,0.06842518758616234,0.1290242867372861,0.38715030688271906,0.22856207606624135
Parietal_Sup_R,-0.028508271962137715,0.27696293248031895,-0.16872221796297696,0.08787496196817215,1.0,-0.10192689144801696,0.08740287248270424,0.11963903904877252,0.13008748380252516,0.08093503261524433,0.21022041769183375,0.3631033375948708,0.0037144763136486214,-0.08809421008008522,0.3385865278365066,0.17355982695959676,-0.18469544559487316,-0.18528612188511626,0.304424219867652,0.20011622962663503,-0.1854199568548626,-0.010208267961030824,-0.15920169711759946,-0.021748561817493742,-0.04867534897729495,0.1417360364083249,0.44001941767227276,-0.12216278700415627,-0.009945303017772548,0.2328098384994255,0.09370864490253243,0.0038189967389787027,-0.09713485891745365,0.002506013592660118,0.13794146916432048,0.22937853694339383,-0.08889438878954455,-0.3387230017186934,0.17689752845192558,-0.019558464369027407,0.01947279210782104,0.13596840115222697,0.08382252324551935,0.12298699211203505,0.013465081899574557,-0.07350329110547107,0.028649910209022838,0.07304149802307855,0.18499689353014417,-0.3082021335519612,0.34745272272091227,-0.16220524508675968,0.11778421963340698,0.1409798699628134,0.0042280592798641485,-0.09881640732829414,0.10412342259957891,0.12339070829652249,0.11268038998338634,0.00046578989114879216,-0.07759336214478363,-0.009565939725685754,0.2945822529354466,0.17783745771840484,0.26619104765621215,-0.019971352639730593,-0.011369003209207793,0.2503685216493198,0.12669568601743353,0.3090075885728625,0.19782933030305216,0.03662383421164622,-0.07870829541759972,0.04753843840452672,-0.011330215412735808,0.355308504866466,0.21713254063738147,-0.05559142945449358,0.13774119175983685,0.24145595094828037,-0.06268052521448057,0.02277446381660734,0.18701062926749323,-0.08359125419780682,0.13617229277082626,0.2652778647730321,0.021671419105259257,-0.05472017099572224,-0.09332180103225221,-0.15041278836859814,0.2290455912053973,0.3190810076980376,-0.20961952842749162,0.07614475660775663,-0.04406283459145067,-0.05760786034436952,0.1269349803247482,0.15429770044505528,0.10402365641861207,-0.18791264560544274,0.09641595292312959,0.3012676394594756,0.021562125453950934,0.1202692711970662,0.15689088294046047,0.04608722782611034,-0.10069093161943692,0.28681722808153554,0.13423428708953716,0.14955712461847445,-0.020513533556585896,0.13117302472473646,-0.02100235499384259,-0.10976518650655594,-0.046363778329720474,0.052668627003966774,0.16669812867718267,0.13798289515937848,-0.15510301730476525,-0.035942428600860256,-0.13146972324638004,-0.08212973601507963,0.30065843610767534,-0.17408170305784573,0.0415535249787026,0.06432513956203285,-0.044926119068673206,0.27247386206774427,-0.04107949209803519,-0.0593599694083361,0.14267879888287469,-0.3731932083172883,-0.09996166605594461,0.19369333551254878,0.13685326076920243
ParaHippocampal_L,0.8004810649071102,-0.29094949249803737,0.7509722154803186,0.4820632263506599,-0.10192689144801696,1.0,-0.1776040597619829,0.49841181381533245,0.4025962079144706,0.7218195133401315,0.6202753198774907,-0.016538996320738655,0.3798187949448452,0.43583563096063893,0.12359818653588628,0.01727398438932833,0.9011583844619565,0.15403725359778508,0.3027537121532638,-0.00980634798047055,0.35745694759297886,0.64764061740349,0.44246797250312103,0.6131347023449474,0.607580325526067,0.5351660031520049,0.1468811127393569,0.6165541229166099,0.01570415712981747,0.44359845713942636,-0.1251380494558513,0.5501020367703947,0.5099111831926125,0.4128492316428993,0.6101327739186917,0.43699700885686077,0.5356183459369674,0.5083527025051586,0.27268319245643696,0.817374294031842,0.826013913469584,0.29115518513258415,0.1790326123143687,0.16683990571589977,0.7095124504956706,0.33112226122277183,0.6155821138981988,0.7221970921691113,0.49763780898737775,0.22124686522867865,0.2870786502047479,0.6909258475040613,0.5901276194857286,0.3361255661995313,0.5753569693811144,0.34880334519621004,0.6197921493446862,0.5440444346339894,0.5956552315451573,0.8122764746863607,0.5785165618752245,0.7744906234600685,-0.3398331695547725,0.44472396950035353,-0.20800353853186412,0.6345944547276418,0.7900198777381378,0.42416477584269535,0.7001904729535687,0.494053353440715,0.532624404972849,0.6397918364670224,0.07935120239322403,0.7091203093820911,-0.16841914407512837,-0.028385448820990984,0.43416737264848354,0.2038489418353771,0.27616688905387793,0.5656844394430811,0.11744074668941742,0.3482502058089428,-0.14517681125286433,0.7325859971029145,0.6418473552352845,0.5551137732185734,0.7645997177965059,0.6580119788220447,0.7899420058464478,0.688117629557265,0.6464918346691367,0.07631604432408393,0.691375989491349,0.46406248901769587,0.7973724943989048,0.5175509386240157,0.057065390024777625,0.5883409425982062,0.1510937596874721,0.3294807323763658,0.49088507084078625,0.29075874461239765,0.7884631011848473,0.09473859159559583,0.2345845984322643,0.6530839915148454,0.41789814705596157,0.23733945512541382,0.6792666185953461,0.6147711274776915,0.5918893421337699,0.016372933622576025,0.8878638260361169,0.6625473881456474,0.4172693772514873,0.6312412582842571,-0.27431120677987547,0.6335000116712685,0.49163515404797226,-0.08870828381468591,0.3970417202901916,0.6805979003764395,0.16427729005811678,0.5011258566744136,0.6562118834270328,0.7421644860603678,0.7319274887528343,0.6403735050726708,0.25989502825080624,0.40375348766954183,0.5844638769439475,0.26205825803753935,0.16699226728138622,0.5633061826404557,0.6343506189316199
Temporal_Pole_Mid_L,-0.1627090972325005,0.13190056820613333,-0.22391566050599213,0.09976526402166613,0.08740287248270424,-0.1776040597619829,1.0,-0.015495123553353448,-0.07273826936587122,0.012443279214105351,0.08317950798730195,0.16018496446116193,0.11522458871527742,-0.06103805943685516,0.2438866886476688,0.06646984153735998,-0.20955922184806916,-0.05446752069213933,0.11906757139358022,0.11885993740122817,-0.2637462255118677,-0.18250543418309212,-0.02745634858390239,-0.10840045275260983,-0.27128057081713963,-0.09403801071869838,-0.05291631217506922,-0.23358221349156716,-0.004336682372508327,0.008054001228133654,0.08490500628481798,-0.03457002325883,-0.07768141270850092,0.08140019231978218,-0.038164666116026376,0.06362688424880131,-0.3569045154653469,-0.3248369033758835,0.21676221822206612,-0.037836010164158544,-0.13559324965683742,-0.08968444800365538,-0.004160818047377745,-0.1081659948659729,-0.051351576732427594,0.06098369715202877,-0.10189144196753705,0.013095098876396356,0.04837318780603355,0.01079787260492351,0.2339870433229596,-0.18345818303189923,-0.18777820049805016,-0.15890480226212844,-0.19867694265396524,-0.12462754185353438,-0.06818220143750095,-0.11577672956689773,0.03066102493196965,-0.09187965222660716,-0.20365660250257686,-0.08400843223805975,0.03846054380764522,-0.031327058849704575,0.17140489773377476,-0.12047134954887324,-0.1056837092419888,-0.08443147316089224,-0.03665967712227127,0.07026042898700226,-0.013373988107082325,-0.05873112507894779,-0.19428654384636465,-0.08683127083911792,0.05611441819038636,0.23594620034210598,0.10827311286159044,0.10327310482626212,-0.02407520232899805,0.06793669708127116,-0.08325459593792331,-0.06303376863976036,0.14605146919775133,-0.26252369698383193,-0.09025824418903695,0.052488359980335575,-0.054649575832262015,-0.07555396229080542,-0.2133200239063219,-0.2245174253964247,0.02455710732825865,0.18509444559442575,-0.10080999693889958,-0.04983723219959275,-0.11643178103962411,0.10374461781735592,0.07969582223550487,0.04298051276827225,0.25473987663003356,-0.11456499095681123,-0.12972076210211808,0.14843786132697212,-0.11017115551910264,-0.11363942795513458,0.026111699986470116,-0.16218148955304676,-0.1571139256535156,-0.06672089913991265,0.06277615596666597,0.015066275832933582,-0.10026018492666582,0.2583699934215913,-0.16717511202939392,-0.1011401185526563,0.001537817407519094,-0.13263049119284043,0.31808108104883814,-0.07320801220156514,-0.213288319991441,0.12220018713245041,-0.13463097251413256,-0.07659541338679955,0.11292278695636049,-0.3346061609976869,-0.09386842484792947,-0.07910377763794169,-0.12437802093254209,0.045557170596961745,-0.1270742832156274,0.05887605769825351,0.08406912294742969,-0.11395887244652673,-0.1658804724353968,-0.15208899736395431,-0.14297420543005537
Precentral_R,0.7252298024909044,0.11352847896137769,0.2731356187045766,0.30906338015099205,0.11963903904877252,0.49841181381533245,-0.015495123553353448,1.0,0.5859695737585557,0.5598484719229778,0.5747772962439764,0.3801098531906553,0.49963748949945436,0.2065413846801495,0.34996970396738397,0.0713522730922365,0.4531216741382663,-0.11230801442638845,0.6720819307935483,0.1604529002797707,-0.07001869006987192,0.46673696559858535,0.04327161854822337,0.1810399515773222,0.41608399532511825,0.5059396985528143,0.1404338554432954,0.4784845288468094,0.05803578455894429,0.36151227329357216,-0.021386354263435662,0.43074866350111074,0.4203041180691023,0.22930673091795067,0.9116219867198387,0.518015164901966,0.23956918464314667,0.24051130145842023,0.43800591375438136,0.5634562719634445,0.5778113756892914,0.30187744936066113,0.14292828168763103,0.13671281755474593,0.39385285394318176,0.07920797624637367,0.39120105920804166,0.6412547492038101,0.6081290570340597,0.1767428421074082,0.4300309397463099,0.2483787410269048,0.6871533941536814,0.2969560358067756,0.5608693352521766,0.5715558987945993,0.213731891665655,0.6649833957178177,0.29035304855998517,0.6443550108906562,0.17516734512395446,0.7838775690810421,-0.12166396037518629,0.2659927803168694,0.22079376474717252,0.18681797955459756,0.5950522568213874,0.28942031323830497,0.5834650717873462,0.796894853193366,0.2921028950826291,0.5605896783811188,-0.02632164824151,0.5845071675411013,-0.21233064510187213,0.4414709492921395,0.4203692735623795,0.16739634494081126,0.5182343244555973,0.6517812912167994,0.20966632645366642,0.3078564076322385,-0.12551750356598754,0.484227062854643,0.5328944374353537,0.6832393349177088,0.5540444444218021,0.6473664563860655,0.5292364891278584,0.13319664064476885,0.8671755813701617,0.41352186561203574,0.5845531122837646,0.28412997754338815,0.7615964468971547,0.46431558499863346,0.12096876879522721,0.6872302320867871,0.3368203406911366,-0.031093425114932512,0.03532058924090546,0.44112206897000217,0.668175721468976,0.2669773974574375,0.615889812781111,0.47353544229788935,0.23316086289089985,0.37761799482180175,0.4300696562270144,0.5080770292321665,0.3129967050720621,0.17121544937954436,0.5238563446038256,0.6382430998522052,0.4935007882142574,0.5468618018396222,0.0977549344373006,0.7239243218207628,0.05211450985433073,0.025761839758797565,0.14709627382027832,0.41052652265716766,0.16276046296557084,0.04493065709614727,0.3125755562068937,0.7958963760930287,0.3079943220249103,0.6544986203190427,-0.036654161166401626,0.3813572318485487,0.4411780699197891,0.18508615520910948,0.1007671099037304,0.5372246247432192,0.43466498721757807
Cerebellum_8_R,0.6480107483301378,0.16956041846526132,0.10384317245288198,0.29409471128623355,0.13008748380252516,0.4025962079144706,-0.07273826936587122,0.5859695737585557,1.0,0.533118697636651,0.5970230341058304,0.2715628926310737,0.5336251118933413,0.17243416256725352,0.45303807328955026,0.029944581237678302,0.4157563396880568,-0.21210809993851937,0.6325078289182762,0.2648761094110698,0.05173088257037406,0.575408265584642,-0.05247757848741497,0.3340151188532814,0.48086387863506924,0.6582619193634549,0.3348834170644381,0.640101141624911,0.013580470852155338,0.3563887203650888,-0.06062625692756167,0.40267624441598576,0.23112700041792691,0.19622319835173294,0.5791274963417328,0.7189480257287737,0.3819942328316276,0.3551754517068968,0.313034220074365,0.5964352999026333,0.5871904753075602,0.6185165984049786,0.19924068762619684,0.16058442601273076,0.3485405502392274,-0.12450551545234259,0.36241691651471886,0.6483547718751795,0.7352761380034111,0.21330843920232634,0.502161071604422,0.21901208304214007,0.5433274593493757,0.38642448785961653,0.6478599627582785,0.5965214133025036,0.4663364999581352,0.4698589166812479,0.6070091886149136,0.6125153393706171,0.3734986330886211,0.5688840421915966,0.06635309003977219,0.229523117905425,0.2410548592046755,0.3757797837624491,0.6401250701123882,0.30645184161551653,0.654123575663666,0.6683734087763523,0.3828476403239402,0.6574423262943112,-0.004628924739367422,0.5304808371363028,-0.1578424613365986,0.37664513238512765,0.5880474490950255,0.23310415822902436,0.6022227371397555,0.6584280489024945,0.18721378065196084,0.20700560806220306,-0.11657999996764717,0.5019388477856199,0.5690115258047896,0.7027243747769542,0.6333523702932382,0.5152313265980993,0.5307053626786172,0.06935632583157685,0.6890110234794298,0.4773101833128155,0.5243601111689592,0.27112064315308804,0.6501625639848925,0.4564735247265931,0.22330339766129922,0.6824440868569797,0.30065716589823627,-0.09250962160341145,0.24347273056707874,0.554220717442097,0.5745758535496706,0.22847461822955514,0.6383076329752776,0.3626996515396682,0.017629326785671237,0.1811543638105957,0.539683229055296,0.640433835289879,0.2175627565720475,0.1313065916809272,0.5501709718609842,0.4320691873838333,0.4604510557222022,0.49509242405418974,0.15893660453609865,0.5063211240442007,0.02479871326730872,-0.05007215486133353,-0.1839289007703921,0.4350319188322427,0.17122237146256844,-0.05035672953578104,0.5864992147623289,0.7099456616962134,0.44025191222989957,0.5990939714300352,0.12037530021620468,0.5671357333838166,0.5978053554414219,0.1521473911941326,0.08705787482167518,0.5743011759584732,0.48981002699281695
Thal_VL_R,0.8080012204709913,-0.056711452596062834,0.6186649289817479,0.5244810837684737,0.08093503261524433,0.7218195133401315,0.012443279214105351,0.5598484719229778,0.533118697636651,1.0,0.6155421840912834,0.12459915346042218,0.5122051855220813,0.5207796534718403,0.30028175977922583,0.11287781860625909,0.709572615683298,0.04202972056155128,0.4930068242988402,0.13875807761802827,0.2874178187396079,0.7298669890135756,0.40777042471104213,0.5779699754811979,0.6186370252433289,0.6703000519292782,0.26740425223382774,0.6962083591650156,0.05127648795153013,0.5008303633559718,-0.024849868247507033,0.5362612859454623,0.590860609017869,0.5891593372323608,0.6715477720655518,0.5456157732952965,0.45744763995661764,0.4323241394375747,0.3110702542415897,0.8100291327088692,0.8227603829505526,0.41481398191727664,0.23464308207235704,0.14736690448236042,0.74162942589598,0.28703769261178425,0.7601233981819043,0.6902510986778618,0.6241582449507282,0.29794825551713894,0.46125239407524604,0.43857547578517136,0.6040735042504571,0.35248021541305796,0.6173548781611452,0.40475764463477987,0.5864223567387415,0.570935164997687,0.6212538877409093,0.7954610410212413,0.5387376871798933,0.7842408697506246,-0.08883698269537184,0.4351954455165585,-0.06788899664048625,0.6132175639184737,0.7502619270112169,0.48871575451861693,0.7423903025343226,0.5961703544325215,0.633346413137676,0.6359639695979546,-0.0010558377692500979,0.7342747023684796,-0.10527993993886929,0.12810396111036215,0.5641654959381807,0.2911295216993407,0.34509689096826573,0.6739785139441609,0.19394885844073853,0.36694985214023407,-0.04012750214297813,0.6846357273887521,0.7116363668693014,0.6698668216623507,0.7007905951983212,0.5777867069896859,0.6977849262632247,0.4608880296949566,0.7175379676845954,0.3525671410145795,0.6069596905107645,0.4493044392928337,0.8138389464833455,0.6195922156485639,0.12579386376253793,0.688242083022977,0.19709549885798622,0.22675347453294134,0.3306039677687039,0.41164898703707076,0.7823904312655066,0.17917619199807905,0.3457424085661836,0.722995444422515,0.41346196576966066,0.312918828313534,0.7406888009135608,0.7108776903892924,0.6593490725079928,0.19237707055764566,0.7844379176184381,0.6368645278437499,0.4715010011291587,0.664987626749729,0.0598774145790915,0.6062988133740123,0.3844971536068366,-0.13307398782227986,0.32164709047015083,0.7225021145254413,0.22193228255897313,0.34405363290457663,0.7487146354521488,0.81610270119145,0.6964066149133981,0.6883075946243782,0.18982887011209543,0.4950021838481698,0.6331852564921205,0.2383368019735883,0.2734470958845808,0.5926770719088187,0.6392241505875089
