,Amygdala_L,Cerebellum_7b_R,Vermis_6,Thal_LGN_R,Thal_IL_R,Temporal_Sup_L,Frontal_Inf_Orb_2_R,OFClat_R,Cerebellum_4_5_R,Thal_VPL_L,Caudate_L,Postcentral_R,Vermis_4_5,Frontal_Inf_Orb_2_L,Cerebellum_Crus1_L,Heschl_R,Putamen_R,SN_pr_R,SupraMarginal_R,Insula_R,Cerebellum_9_R,Thal_AV_L,Thal_LP_L,OFCmed_L,Parietal_Inf_L,Precentral_R,Rectus_L,Frontal_Mid_2_R,Frontal_Med_Orb_L,Cerebellum_10_R,Angular_R,Vermis_10,Thal_VPL_R,Cerebellum_Crus1_R,Frontal_Inf_Tri_R,Fusiform_R,Cerebellum_3_R,Thal_PuL_R,Lingual_R,Postcentral_L,Thal_MDl_R,Cuneus_R,Thal_PuI_R,Red_N_R,Frontal_Mid_2_L,Occipital_Inf_L,OFCpost_R,Thal_PuI_L,OFCant_R,Thal_IL_L,Vermis_3,OFCmed_R,Supp_Motor_Area_R,SN_pc_L,Parietal_Inf_R,Temporal_Pole_Sup_L,Hippocampus_R,Thal_PuA_R,Frontal_Sup_2_L,Cerebellum_8_L
OFCmed_L,0.06014368939006093,0.17588812680066604,0.01186799291892376,0.049782887633218934,0.10754645910051022,0.22349984431899617,0.04336774183645181,0.08178110476947636,0.25745984140660916,0.1653949859617307,0.22733740582927597,0.1986408481820459,0.2739059711210877,0.06463535877917004,-0.0028839448580628537,0.12950358352391977,0.19922407481410806,0.19667902163078246,0.1422404336833623,0.16065789589166643,0.2111666596822904,0.17893652634692067,0.06739239036409853,1.0,0.238783752648774,0.14292828168763103,0.13718903377190944,0.18001229700842433,-0.0016585878501657564,0.2501084606874138,-0.004164442900185683,0.10900889425705353,0.2846524485503239,-0.06443671131079828,0.10819871601306456,0.2060913157843462,0.25977602938379674,0.10083756342155765,0.22916978741397123,0.26187783935663095,0.20220533418977105,0.07602405257157802,0.19618779166441952,0.10578871481790464,0.1409678306462575,0.07161347280533156,0.08319978743950725,0.15366722418192771,0.020108503658630837,0.2258467612907725,0.2555949138529077,0.053223630513537123,0.24046349384433588,0.20096198050250533,0.07710314012996894,0.14808997426382928,0.1717207659195412,0.14240498894369763,0.21573495686295066,0.19400474055255357
Parietal_Inf_L,-0.056332860217078805,0.3051432734773983,0.19393295740690228,0.17675708004930307,0.08238189109996934,0.34937314336990305,0.09646769286147944,-0.027362440187700118,0.3209241078604237,0.29395596799098506,0.30188225773917793,0.6041184742412368,0.4171452207610311,-0.05449178268056211,0.2406577622154311,0.3079072543758602,0.11391357675756736,0.16619844337293055,0.6154742266857528,0.17458325195926802,0.33045179348121617,0.24872285374923558,0.11953770779295567,0.238783752648774,1.0,0.34996970396738397,-0.009236621229953416,0.25153629098313635,-0.08957776367684978,-0.012615126756467733,0.0658992286857202,-0.04518674655376667,0.2665396323993591,0.15442372429850793,0.0509963093414505,0.4106731089175911,0.41309439405834786,0.526411137979351,0.5201139376963102,0.7078282397416737,0.40673184048452493,0.4684811027185248,0.3666913920904911,0.08271721022051322,0.1485701776216635,-0.09352793684317107,0.23778870609150432,0.19539971944806797,-0.055962199499124544,0.2958927314819094,0.4612531360280142,-0.08409245410545957,0.323345370413237,0.5419025538978539,0.704337893453878,0.24895195541201853,0.21622986785197923,0.23477048736662706,0.22545133979189674,0.35101513730097617
Precentral_R,0.2731356187045766,0.1892765636069277,0.13070109019148393,0.4733870366969948,0.41608399532511825,0.5845071675411013,0.5715558987945993,0.18508615520910948,0.5605896783811188,0.213731891665655,0.5634562719634445,0.796894853193366,0.29035304855998517,0.23316086289089985,0.0977549344373006,0.536380888834836,0.4784845288468094,0.5845531122837646,0.44112206897000217,0.46673696559858535,0.45047150654231694,0.2659927803168694,0.16276046296557084,0.14292828168763103,0.34996970396738397,1.0,0.13671281755474593,0.668175721468976,0.05111410320700443,0.18681797955459756,0.0713522730922365,0.1767428421074082,0.3125755562068937,0.1604529002797707,0.6871533941536814,0.6872302320867871,0.5540444444218021,0.41352186561203574,0.6081290570340597,0.5747772962439764,0.4935007882142574,0.615889812781111,0.07477615164673845,0.28412997754338815,0.4766952125250593,-0.21233064510187213,0.3078564076322385,0.43074866350111074,0.1007671099037304,0.2921028950826291,0.6412547492038101,-0.11230801442638845,0.7958963760930287,0.49963748949945436,0.4414709492921395,0.2969560358067756,0.5996548721290434,0.1810399515773222,0.7252298024909044,0.3712742844185364
Rectus_L,0.05813838799841153,0.13464304707004737,-0.02191806529058272,0.0008231288666050979,-0.01727801166942369,0.1261091476261785,0.07256234447892919,-0.11711726530569293,0.18300461140484728,0.04943234920200893,0.2530872299700144,0.14388377785536177,0.17460065198186803,0.081002307068073,-0.04332854740399555,0.10227338715822364,0.18117398785515973,-0.004027032255301477,0.07864087726981929,0.20227655739175526,0.05444784971991388,0.21286796173226996,0.3177823255924294,0.13718903377190944,-0.009236621229953416,0.13671281755474593,1.0,0.1558902875493275,-0.02373562476737039,0.2524003645900427,-0.031143622519343665,-0.037028230409756224,0.1952778671438561,0.13075764768957496,0.22817020887712156,0.22997822015714736,0.12663493644203128,0.026437964148772985,0.11932351822224108,0.06923889514810562,-0.07182523532484911,0.0205597182358951,0.012019911446120584,0.19056449634074488,0.2586579438124028,-0.016891530367135053,0.07545513908180075,-0.036899891298399,0.13019682910204072,0.2848765705577524,0.13542772051783702,0.01752468478678575,0.22908183088215428,-0.0020389417876069144,-0.03208826268449888,0.11886457729779731,0.1828835038578918,-0.022833693870460352,0.21190838264483228,0.19981558020946172
Frontal_Mid_2_R,0.5028589539753476,-0.046001826755441726,-0.07067131740063289,0.6804852342564688,0.7491791198971792,0.8648820372650161,0.4890013702405972,0.2388945234360381,0.7796474503796047,0.6051742075548281,0.8048281853712297,0.6726594291475066,0.6090939422639753,0.45480846980178147,-0.020457527696343517,0.8441051447014367,0.7475996357793172,0.6357248960700643,0.40430776310920247,0.8486228085195652,0.49077607896788555,0.48019356515953765,0.21604136315295305,0.18001229700842433,0.25153629098313635,0.668175721468976,0.1558902875493275,1.0,0.10894498706416203,0.5686938608892145,-0.053469484210833404,0.21047538111604333,0.7726607889412739,0.04920007018823048,0.8332183598875286,0.6914258180228171,0.8376838069053072,0.2456682734113299,0.6631096790218656,0.7179451692934468,0.4550281130415716,0.4477263112124309,0.5072863461985305,0.42721256060163315,0.8923007581154363,-0.0214055554557882,0.4480422283685221,0.6174524669568191,0.34902962571155205,0.4971107875606764,0.8075562821145383,0.04502165355199582,0.8942690626488906,0.44391363525930155,0.09010787549381559,0.32651789306889495,0.8634574712085603,0.6078770383349542,0.9047318990529793,0.323271677334218
Frontal_Med_Orb_L,-0.09642319555070411,0.22966257603799112,0.15680185414042744,-0.10844055450626015,0.08148204232239702,0.018871353574258995,0.27933034701702836,0.2525784132129132,0.026989197378208332,-0.16452465254695542,0.11307651352830682,-0.016103167266190575,-0.10180120238416548,0.19912678766401667,0.08723180513050133,0.09046483895145643,0.13420376526541158,0.11324946219466894,-0.0875847011286853,0.16954434184197956,0.09843566810919242,0.11060530554685045,-0.11610450011806615,-0.0016585878501657564,-0.08957776367684978,0.05111410320700443,-0.02373562476737039,0.10894498706416203,1.0,-0.0952305515795279,-0.046151680806562186,0.14373153837593852,0.014884116406628303,-0.0384504031084454,0.01395987996734252,-0.0014521389385140193,0.0037915764260920606,-0.3497402264785595,-0.016054000542949066,0.003053049329191638,0.11141919503080604,-0.02532728101810032,-0.11818448321455194,-0.13834959649193554,0.008583686370358137,0.3112996100324862,0.2194554518312399,0.002555742103926727,0.30311505216835316,0.027167269241211264,0.04215818636979405,0.2623802166337235,0.07852958562495639,0.0006146390939371376,-0.171372866370203,-0.029360926447281558,-0.09249039317938693,-0.07562230314991528,0.13441781926743726,0.12360431842721444
Cerebellum_10_R,0.5273383585553508,-0.10930249449033529,-0.022906180289851783,0.3393736959492819,0.46518031002782156,0.4806547145543681,0.22371391722470554,0.15598379077930835,0.6305149333466069,0.5364040518277706,0.6068853613165355,0.27232592400912997,0.627931795972768,0.2490353535063365,-0.07686242293246939,0.43007609290860604,0.6727199566495802,0.4852424849344841,0.22206389571595261,0.6323471816035342,0.28788877411104324,0.4759927255125587,0.15972468393487152,0.2501084606874138,-0.012615126756467733,0.18681797955459756,0.2524003645900427,0.5686938608892145,-0.0952305515795279,1.0,-0.07423151314831485,0.36946941004500056,0.7288225783783269,0.09937342789306881,0.5006918164593025,0.5636942612694681,0.6085793719392849,0.11167772372284929,0.42487632882382426,0.2959563598368138,0.18513879765660843,0.07959934180921586,0.4418271096452379,0.43960618432558257,0.6635011398404819,-0.1406500733989389,0.1294180810754383,0.35611691690530595,0.20803274522880108,0.5187426951493377,0.5287429695294397,-0.05070142898229004,0.583036225685919,0.24001899339493324,-0.1454571860289672,0.28212700993304807,0.6747104356545628,0.43721669508346594,0.5945341190273646,0.26973472858076775
Angular_R,0.059061283504914054,0.17133640531513933,0.06498918116799941,-0.015350981489423736,-0.04414305550277538,-0.06383730434201008,0.08784052033820264,-0.1508235063445911,0.054535210315270435,0.07704086072330456,0.10565217280059128,0.1475295852877856,0.09293125714812252,0.04378613627926668,-0.06369024330231589,0.05806364820880853,-0.07678946954003796,-0.025238886261603734,0.18614583212621144,0.004448712356677809,0.004207651398894922,0.16471411146249768,0.26102644128754926,-0.004164442900185683,0.0658992286857202,0.0713522730922365,-0.031143622519343665,-0.053469484210833404,-0.046151680806562186,-0.07423151314831485,1.0,-0.1245614581547571,-0.09601692213559068,0.2804248478024033,0.03556251628548775,0.14548256953026117,-0.05764850941696118,0.10096826229170948,0.18180705832169106,0.026706946768050837,-0.019866487584871508,0.12136584833298775,0.04241887029121069,0.21189084499575592,-0.046209070615217125,-0.1461608061562387,0.03348926431483351,0.024788462084959287,-0.12446692889292453,0.18009016933024918,0.049811193644854625,-0.02195002354430318,-0.0035683591428290447,-0.03157200359435193,0.19331488406643668,0.18828290314686058,-0.0003087435772722087,-0.014197426713517829,-0.012668695664709507,0.1998420043666662
Vermis_10,0.29706196180016475,-0.0933930501882676,-0.011222715953587755,0.18578825334999136,0.237940763539161,0.22793378474160536,0.38261651534185,0.4664404917133267,0.3570955679431486,0.0717460494992309,0.297955290671865,0.07345892213551586,0.247772140598335,0.16739435388395332,0.17334573592228641,0.1899612679725671,0.43092648135241207,0.4772012754966028,0.12291967140078369,0.3430067535170762,0.4207844634515547,0.0050733433439430434,-0.2610267831279018,0.10900889425705353,-0.04518674655376667,0.1767428421074082,-0.037028230409756224,0.21047538111604333,0.14373153837593852,0.36946941004500056,-0.1245614581547571,1.0,0.3021648455030131,0.008359571975489352,0.1116494180671489,0.34816481093947715,0.27567339582277933,0.060678773495557815,0.25977021109870463,0.04570165103757329,0.24942651053276635,0.12936421269280154,0.07869532287812349,0.05818130803880878,0.10330226673227413,0.045341874909659095,0.07104724057857033,0.20636709858576302,0.07585796109970096,0.11210773394240259,0.3080855076058447,0.01679107564226689,0.30164349184472344,0.28152435469973597,-0.014437738543284194,0.24943073604098082,0.23366546145817332,0.12538096451908132,0.29481796885624195,0.19440911514701145
Thal_VPL_R,0.43821536369112846,-0.07290825317305948,0.012168817707795265,0.5067743999760373,0.651993320243324,0.7455719358800287,0.33276034640258145,0.13782569590237762,0.7453215609396256,0.7788658330034608,0.7643491190935354,0.4808568211979737,0.8238339002106281,0.3480460516815218,0.1255034750483591,0.6812372755898027,0.7576875884524833,0.520968202676528,0.38369523425636337,0.80936489543532,0.5051600561595384,0.4351039933571809,0.13119966612560152,0.2846524485503239,0.2665396323993591,0.3125755562068937,0.1952778671438561,0.7726607889412739,0.014884116406628303,0.7288225783783269,-0.09601692213559068,0.3021648455030131,1.0,0.07592951602708202,0.5653225795245267,0.6169442626100684,0.7677900895764462,0.31692850788234206,0.6520948878222572,0.6218735636403225,0.4759614695197705,0.3405269120920414,0.7078565045300842,0.3261550317463194,0.7799908409120994,-0.03166937105626633,0.36952456007868106,0.6369394765775406,0.36832378259127035,0.584633296553971,0.755318599104623,0.04427253132408489,0.7448416708869412,0.48704299881150553,0.008882372506170773,0.3092083387964468,0.7623064180579321,0.7096440518539513,0.7472117218519398,0.4030725967710831
Cerebellum_Crus1_R,-0.06882507383011795,0.16483378432862772,0.28444641682836863,-0.09878482496988623,-0.04193680876002828,-0.031006159085507516,0.23183807927009123,-0.16507843002169578,0.18425023230375773,0.12405338780352024,0.12698556193182917,0.22321730902399436,0.19663952154586867,-0.13619121937371165,0.3109263331316122,0.00989207536693665,0.05664898498188532,-0.051299639478703696,0.25401196200216897,0.09946218732765835,0.2133579778484381,0.15989286182381815,0.2061556948549268,-0.06443671131079828,0.15442372429850793,0.1604529002797707,0.13075764768957496,0.04920007018823048,-0.0384504031084454,0.09937342789306881,0.2804248478024033,0.008359571975489352,0.07592951602708202,1.0,0.10752075466690429,0.33309553891400073,0.05774971269758933,0.2776457984814911,0.29067158277808736,0.07043941544958185,0.031721101995325206,0.3194704740268752,0.018082624454250244,0.13124319004332022,0.10781669137572639,-0.1506752851776727,-0.14252625157163973,0.05336954536286384,-0.11052879778648779,0.26901480281942275,0.152267561010039,-0.26504983795952575,0.16055064736797622,0.027767231577852762,0.2424508139923849,0.15927104601803432,0.031042456163644594,-0.019292947001528678,0.10324302671305936,0.21659182508296507
Frontal_Inf_Tri_R,0.3885430525972587,-0.10189707115184592,-0.011528716966081005,0.49948311398241696,0.6484062288518738,0.7063410675480811,0.5187596638105918,0.062321821381343095,0.7069061486677388,0.38984863262502417,0.5840711000027933,0.5816150682865086,0.39184895337140063,0.39092310408146086,-0.07067836962430672,0.6834228728630252,0.6715821721055072,0.49668888414211226,0.2851096061500579,0.7620985868166155,0.42678205216016113,0.3955370777073518,0.2928899337996306,0.10819871601306456,0.0509963093414505,0.6871533941536814,0.22817020887712156,0.8332183598875286,0.01395987996734252,0.5006918164593025,0.03556251628548775,0.1116494180671489,0.5653225795245267,0.10752075466690429,1.0,0.6386231282705023,0.6614992438510553,0.25807848033419956,0.5404085449020658,0.46182261359277055,0.26086534304126524,0.40915142810396554,0.2053379546452624,0.4356593326881782,0.8086222659982023,-0.03113780525760923,0.3403557174867215,0.4416613924407926,0.2886301765430558,0.33635450821888896,0.6083628437619379,-0.1114918061234437,0.7896741891943885,0.23264859922680634,0.0992689258305172,0.2388670131918259,0.7226209327572486,0.32472434688487867,0.7788371033252762,0.3114284406918629
Fusiform_R,0.30151015419365657,0.1419566189008768,0.17148148970681243,0.41586405185945796,0.4861128327902861,0.6438703447213647,0.5876484265895486,0.11364108153147547,0.8260448530402423,0.5187840550900523,0.7647917741734652,0.685955831906692,0.6925191731577466,0.20032048947638903,0.20484146541217632,0.6231139961164784,0.6510523806025212,0.5423380109588153,0.5095599902490989,0.6470098958556223,0.5359017602010899,0.47989684543891215,0.30811883857313654,0.2060913157843462,0.4106731089175911,0.6872302320867871,0.22997822015714736,0.6914258180228171,-0.0014521389385140193,0.5636942612694681,0.14548256953026117,0.34816481093947715,0.6169442626100684,0.33309553891400073,0.6386231282705023,1.0,0.7491633382433002,0.5204465192353807,0.8467161284005473,0.6217098514910576,0.3931915808041645,0.6001413488997319,0.3724459891014626,0.4298128641147461,0.647015291649474,-0.2046046151093555,0.2665299011262867,0.5165118449922103,0.08066641401175761,0.595382624225719,0.8238729308169674,-0.12559628984618929,0.8375379050862921,0.45757422965018163,0.30824195127346843,0.41024517898267215,0.7090127329087568,0.3536427702817261,0.7662096290102264,0.5638837040333023
Cerebellum_3_R,0.460634146665618,-0.025856068604021804,-0.0898589280369216,0.6132994749610514,0.7218520541866991,0.8387997526838953,0.4279839592263655,0.18022553799155405,0.8602438826698646,0.682482439135591,0.7691340332285067,0.627707084074088,0.7276897314552706,0.32914133086850944,-0.06101525947580792,0.7809285380529557,0.6898617351988653,0.6184104946125162,0.44847526179790626,0.7250600941563824,0.5058910974323683,0.4618309730078789,0.16933790739911703,0.25977602938379674,0.41309439405834786,0.5540444444218021,0.12663493644203128,0.8376838069053072,0.0037915764260920606,0.6085793719392849,-0.05764850941696118,0.27567339582277933,0.7677900895764462,0.05774971269758933,0.6614992438510553,0.7491633382433002,1.0,0.3128197378705266,0.7093840785653784,0.7678421799836659,0.4523421006025527,0.46987388648818224,0.6020958461332552,0.3912782057843139,0.7774184147682538,-0.1401507490016673,0.35954053400644503,0.5675432074718909,0.12453940616910403,0.49107559658509325,0.8716813641197345,0.022305288591877324,0.8178187374090804,0.4969060660423116,0.15603867141969335,0.33521416606372656,0.8203571036662594,0.6463780792001637,0.82366490198984,0.33273582079038566
Thal_PuL_R,-0.048561603951756155,0.020364347447384596,0.2513449598067421,0.17376967339996338,0.11580412525287079,0.39704833981891696,0.19181245012700276,-0.1734393284167174,0.3945269190428407,0.2887385081920409,0.25843838709820793,0.4735390477775997,0.40589653671371273,0.005628199331241738,0.2994346680639532,0.2818415605432724,0.22798394755276027,0.11548945283897559,0.40931438238062906,0.2399232391214689,0.34148711964643147,0.14373779309825993,0.09600528209895921,0.10083756342155765,0.526411137979351,0.41352186561203574,0.026437964148772985,0.2456682734113299,-0.3497402264785595,0.11167772372284929,0.10096826229170948,0.060678773495557815,0.31692850788234206,0.2776457984814911,0.25807848033419956,0.5204465192353807,0.3128197378705266,1.0,0.6095301962743178,0.44987485784244613,0.2507171157935975,0.6185676117320715,0.19368997580809133,0.1415230685459756,0.20487104681341084,-0.1911449746902139,0.10558674637692043,0.30441505655815165,-0.04596136488027135,0.21445299799683154,0.4401324411096878,-0.2131287625493199,0.42492111035333463,0.382544408600577,0.495789855342425,0.26641295379052604,0.24712339274134304,0.11443911974375595,0.28606943195029405,0.49079667949483885
Lingual_R,0.14856365756775577,0.12811830718584702,0.20228918500406798,0.4117715268814309,0.501493044134728,0.6442649067521137,0.554517706596645,0.03213027838869219,0.8356939613767466,0.6246909764905877,0.6758234943347041,0.7189735810056835,0.7887378340890121,0.10659776978678692,0.25125530851865574,0.6436508394727735,0.5721653361897423,0.45377136896252407,0.5918970337893862,0.591181126837341,0.5985595772537629,0.39713920107555706,0.20471791062698602,0.22916978741397123,0.5201139376963102,0.6081290570340597,0.11932351822224108,0.6631096790218656,-0.016054000542949066,0.42487632882382426,0.18180705832169106,0.25977021109870463,0.6520948878222572,0.29067158277808736,0.5404085449020658,0.8467161284005473,0.7093840785653784,0.6095301962743178,1.0,0.7035812218431499,0.5332017418628411,0.735010747751787,0.5239751403393055,0.3308391796070135,0.5695108710641483,-0.18230492288072694,0.3090561466726986,0.6019603963686645,0.06902168506617876,0.4766639711372684,0.847233991828291,-0.15718139931382893,0.730527374965293,0.5272299996694112,0.3960015706699217,0.38790182409563845,0.5890150092923624,0.46124094423061,0.6562766333486717,0.5409563878393459
Postcentral_L,0.29225202801969036,0.23562238136821592,0.06616378031471216,0.46898306109572385,0.5255910316626385,0.7311291993653211,0.29267766345066526,0.0634943620333752,0.6277859733627249,0.6546054285528699,0.6974120795053436,0.8011962973406713,0.6906472692938492,0.15959661247627355,0.08449053284775972,0.7186570176200634,0.41737277191218974,0.4588284496177789,0.591811059602582,0.5265128394415366,0.46415532368669243,0.4286013231847398,0.19393090635127644,0.26187783935663095,0.7078282397416737,0.5747772962439764,0.06923889514810562,0.7179451692934468,0.003053049329191638,0.2959563598368138,0.026706946768050837,0.04570165103757329,0.6218735636403225,0.07043941544958185,0.46182261359277055,0.6217098514910576,0.7678421799836659,0.44987485784244613,0.7035812218431499,1.0,0.5152853886323614,0.5814157962352742,0.6626872524284035,0.29714947030931577,0.5649159430032555,-0.10096304642904931,0.40833685109963574,0.5763645237255972,0.0595502301033865,0.51954313769686,0.8122394406865331,0.039827144747561,0.6933232220121164,0.5804114930294234,0.44940442529775493,0.2966349835883774,0.634051321234678,0.5915742131829362,0.6504753196334113,0.4145166042658566
Thal_MDl_R,0.2070580307633278,0.11725026074700584,0.16636446324373008,0.3576241171589703,0.36956204676836124,0.39180639683258484,0.3581721963255268,0.2578096848195268,0.4006084945496086,0.4678991153247389,0.4501265516834318,0.5720670174294442,0.49806798977313654,0.05360228516281545,0.11116639032765514,0.4202275482088439,0.36774710686242607,0.43544057630087446,0.5178128742365498,0.3422398940579842,0.4818396354538258,0.22212083523975268,-0.15543701447899802,0.20220533418977105,0.40673184048452493,0.4935007882142574,-0.07182523532484911,0.4550281130415716,0.11141919503080604,0.18513879765660843,-0.019866487584871508,0.24942651053276635,0.4759614695197705,0.031721101995325206,0.26086534304126524,0.3931915808041645,0.4523421006025527,0.2507171157935975,0.5332017418628411,0.5152853886323614,1.0,0.40939679618753216,0.4814751354400405,-0.003932282729626836,0.2882985372290374,-0.0073222772410999944,0.29909308892357417,0.46673170787949475,0.057363293584722336,0.28749922901496233,0.5591466840880907,-0.011874217912933518,0.46656066773780386,0.5484923117150742,0.39418560851003104,0.1983198567364349,0.43987024730715857,0.5277077338924645,0.4452725003915607,0.18600013511244548
Cuneus_R,-0.003680261538514681,0.07616064866706052,0.25144064755285583,0.3073291430843362,0.40396464946460436,0.4943185828930115,0.5215641614761819,0.03427612244734757,0.5721889681352079,0.43670123524975296,0.39955658080928336,0.676003016048568,0.4433043751102186,-1.2833052836189555e-05,0.28166046685385,0.5033795808815319,0.373718660543453,0.30130303729050395,0.5356014565164441,0.3369908360706784,0.4183784223690614,0.16672607129689196,0.07327401573660307,0.07602405257157802,0.4684811027185248,0.615889812781111,0.0205597182358951,0.4477263112124309,-0.02532728101810032,0.07959934180921586,0.12136584833298775,0.12936421269280154,0.3405269120920414,0.3194704740268752,0.40915142810396554,0.6001413488997319,0.46987388648818224,0.6185676117320715,0.735010747751787,0.5814157962352742,0.40939679618753216,1.0,0.307701325923121,0.18002131310764827,0.27321649101621837,-0.22222709989890674,0.21585297313163426,0.5515090071448353,-0.022296245258116198,0.1877131337557999,0.620814049494924,-0.16913498035339372,0.5642895467753408,0.389058081923433,0.5283903914502553,0.16485516702929445,0.3772771766320296,0.33898727130791173,0.4594763038972637,0.4154917900455834
Thal_PuI_R,0.3029347255538403,0.09811241226878775,-0.011710502850015604,0.3742454877511756,0.4741321231781088,0.46907530947824433,0.07818614377088884,-0.01581858841603304,0.5268061173394488,0.8855553041391749,0.5480297773727262,0.4502775990951865,0.8305055828708164,0.0008799076272265913,-0.06463714031479435,0.5579685497816849,0.31644533292344496,0.2874090847691476,0.46339208985037145,0.38826747628404346,0.3091934496914005,0.4217895832896153,0.09873365847244918,0.19618779166441952,0.3666913920904911,0.07477615164673845,0.012019911446120584,0.5072863461985305,-0.11818448321455194,0.4418271096452379,0.04241887029121069,0.07869532287812349,0.7078565045300842,0.018082624454250244,0.2053379546452624,0.3724459891014626,0.6020958461332552,0.19368997580809133,0.5239751403393055,0.6626872524284035,0.4814751354400405,0.307701325923121,1.0,0.27719681279138003,0.47247402985241344,-0.05186007202622618,0.19130784666594056,0.6025777469572323,-0.05434150355924424,0.5413515606052837,0.6801838725912843,0.043466210365799986,0.37579139177805243,0.36355948444372477,0.1689852140072089,0.21378017143347744,0.523140791357882,0.8194488724193008,0.38817080762889405,0.18333154681818153
Red_N_R,0.35567376228437636,0.08826006187633387,-0.08189498568068418,0.36025512821951594,0.35457068496204647,0.42003378422244747,0.2340721743302832,-0.1322243995673288,0.4409062045936632,0.3389856897897092,0.45132878369939466,0.2377844450555156,0.3440778437930066,0.29083332009971896,-0.20959117427356486,0.41369630982736466,0.3060521146829607,0.3601524192043318,0.05577807786934084,0.3574145156702497,0.18621731174317735,0.35907015860215424,0.339851769191246,0.10578871481790464,0.08271721022051322,0.28412997754338815,0.19056449634074488,0.42721256060163315,-0.13834959649193554,0.43960618432558257,0.21189084499575592,0.05818130803880878,0.3261550317463194,0.13124319004332022,0.4356593326881782,0.4298128641147461,0.3912782057843139,0.1415230685459756,0.3308391796070135,0.29714947030931577,-0.003932282729626836,0.18002131310764827,0.27719681279138003,1.0,0.47963276545649247,-0.29363157735535717,0.10045444610091504,0.23003413153749486,-0.0322880006171533,0.45616304260733637,0.4025218290228573,-0.10088638974995318,0.44274184986739146,0.07009068911050742,-0.07828952721010567,0.3552459616639592,0.5129210757695624,0.2450185547357827,0.4498660585194563,0.1890952991049978
Frontal_Mid_2_L,0.49997870390389776,-0.14154725344825456,-0.1092346918934155,0.5987140064139648,0.6817999275910319,0.8012096707770431,0.38038762960277234,0.04474579299837295,0.7443255355712566,0.5917922225023968,0.7460448292016599,0.4845272250390159,0.5977291261170922,0.47526664004648217,-0.0617385704797303,0.7061810142788767,0.7178705775833853,0.49475897315149725,0.24079783494573062,0.812918716128666,0.41014570447426224,0.5555146373280013,0.3125375383109683,0.1409678306462575,0.1485701776216635,0.4766952125250593,0.2586579438124028,0.8923007581154363,0.008583686370358137,0.6635011398404819,-0.046209070615217125,0.10330226673227413,0.7799908409120994,0.10781669137572639,0.8086222659982023,0.647015291649474,0.7774184147682538,0.20487104681341084,0.5695108710641483,0.5649159430032555,0.2882985372290374,0.27321649101621837,0.47247402985241344,0.47963276545649247,1.0,-0.0577890805217785,0.3676111144832283,0.5209820209239937,0.3842000504115675,0.5220965768930199,0.6840785430269555,-0.013204741880829235,0.8004337160644563,0.2658920288455178,-0.07975993824232086,0.2988483134427089,0.8355326467625086,0.5424602158886754,0.8374896847170389,0.28580079036922346
Occipital_Inf_L,-0.0776626731334674,-0.02272513522924612,0.10448769923232518,-0.1381419022127243,-0.048139815536442414,-0.08923159385723735,-0.03357987360424998,0.22602141486952224,-0.15439198866010265,-0.16803539993518166,-0.162308788457885,-0.08126999353925844,-0.14980719983678084,-0.01648280925523296,0.1522907906683145,-0.05824404648509838,-0.06261946395796665,-0.2005773057348777,0.042355856290022816,0.045610619745872064,0.06233340609720417,-0.04908700170804726,-0.08705449695975366,0.07161347280533156,-0.09352793684317107,-0.21233064510187213,-0.016891530367135053,-0.0214055554557882,0.3112996100324862,-0.1406500733989389,-0.1461608061562387,0.045341874909659095,-0.03166937105626633,-0.1506752851776727,-0.03113780525760923,-0.2046046151093555,-0.1401507490016673,-0.1911449746902139,-0.18230492288072694,-0.10096304642904931,-0.0073222772410999944,-0.22222709989890674,-0.05186007202622618,-0.29363157735535717,-0.0577890805217785,1.0,0.052263346413797186,-0.13504324712151475,0.2189390257467725,-0.06443214813754972,-0.1516780492432248,0.09686155569720983,-0.17589994642067106,-0.0970271036378036,0.026874879674050833,-0.13546170014955444,-0.18724208211749085,-0.05731521427044167,-0.16322892971237185,-0.11573316393975429
OFCpost_R,0.347774757696556,-0.14269086073414763,-0.03975620545486851,0.3153172530441151,0.26847970148291167,0.5131944975481576,0.31089597598824137,0.18666067915062,0.2595889069356437,0.18585784850172396,0.42118904791489936,0.3502848558203234,0.2100917635819591,0.6232096587921269,-0.044881097903822914,0.42445675768293417,0.37793032039284297,0.3921495370040676,0.2402215782545601,0.517484267079634,0.19319977542384342,0.0674264125208026,0.012221124017680711,0.08319978743950725,0.23778870609150432,0.3078564076322385,0.07545513908180075,0.4480422283685221,0.2194554518312399,0.1294180810754383,0.03348926431483351,0.07104724057857033,0.36952456007868106,-0.14252625157163973,0.3403557174867215,0.2665299011262867,0.35954053400644503,0.10558674637692043,0.3090561466726986,0.40833685109963574,0.29909308892357417,0.21585297313163426,0.19130784666594056,0.10045444610091504,0.3676111144832283,0.052263346413797186,1.0,0.23714331298076372,0.6078039181164318,0.15646616273445643,0.3301629000519388,0.19276171025857888,0.4063614373074843,0.35270766364390743,0.12951106141275948,0.1365357587501499,0.36070553136526984,0.26939988780578566,0.4249121630704151,0.24479519247067405
