,Thal_PuL_R,Cerebellum_4_5_R,Thal_MGN_R,Amygdala_L,Temporal_Inf_L,OFCant_L,ParaHippocampal_L,Frontal_Med_Orb_R,Thal_PuI_R,SN_pc_R,Cingulate_Post_L,Thal_MGN_L,Angular_R,VTA_R,Thal_VL_L,ACC_sub_R,Rolandic_Oper_R,Thal_PuA_L,Occipital_Sup_R,Precentral_L,ACC_sup_L,Thal_VL_R,Cerebellum_Crus1_R,Thal_PuA_R,Cerebellum_9_R,ACC_sub_L,Cerebellum_10_R,Thal_IL_L,Vermis_1_2,SupraMarginal_L,Fusiform_R,SN_pr_R,SN_pc_L,Thal_MDm_R,Temporal_Pole_Mid_L,Cerebellum_Crus1_L,Vermis_8,Postcentral_R,Olfactory_R,Heschl_L,Lingual_L,Insula_R,Frontal_Sup_Medial_R,Cerebellum_6_L,Precentral_R
Cingulate_Post_L,0.23423060506422816,0.6875332220455127,0.48863900893296597,0.3694614250002106,0.6440810554423558,-0.05732355272377048,0.6418473552352845,0.13243489580419743,0.6106827623220064,0.4631754426614305,1.0,0.5397886183677564,0.07114756523418868,0.3755299214807448,0.680353164725638,-0.04417326445250199,0.7006591189110665,0.668482337694213,0.04806887844665024,0.6319146744235448,0.49048826250374183,0.7116363668693014,0.031076044348887232,0.6235080572508327,0.4720047682669794,-0.17303399738253747,0.45849046645292935,0.5334585076201239,0.5997160260540472,0.5583975887410064,0.5572713970290911,0.4948158577060728,0.45144770245456756,0.2761306631358714,-0.09025824418903695,-0.02639433903826219,0.16509401866800782,0.637826298610743,0.10196393038093847,0.45902561837998307,0.6609676660768348,0.6668668012833914,0.6707404020592707,0.31908855649394813,0.5328944374353537
Thal_MGN_L,0.3325574190915685,0.5057310907339883,0.5403202787816371,0.3916696372180163,0.3042154268180371,-0.13480277481563865,0.6301422196600271,-0.06406119643660135,0.3972209959780194,0.4928922112069291,0.5397886183677564,1.0,0.1171214722223393,0.5484895470542308,0.3503585599809298,0.35381798227152406,0.4729165579625348,0.556634466296408,-0.020950226310365673,0.7187197334591872,0.4882378156129378,0.6317259129436059,0.14948325981050134,0.4161573706835576,0.28543490508526076,0.29745412367932533,0.3387394790682386,0.6217810695918998,0.46979961446874197,0.38823608612399,0.579345496401842,0.4031557227504795,0.3484379686725584,0.38147875967147044,-0.01311424115661466,0.03275413686035532,0.11803658019395648,0.5057281943771289,0.23548615027926598,0.5101050867308331,0.5032557816831834,0.4018986791656481,0.5300239519130133,0.2396848207960092,0.5720842416226317
Angular_R,0.10096826229170948,0.054535210315270435,0.12163132018066844,0.059061283504914054,-0.15976627175905983,-0.09778750481404598,0.01727398438932833,-0.18163623072624452,0.04241887029121069,0.057819176117565936,0.07114756523418868,0.1171214722223393,1.0,0.23868051415048888,-0.10746375430887357,-0.02919390500770124,0.12206056837934694,0.15396008081358398,-0.054628011266713,0.08234851114890022,-0.030894257863895488,0.11287781860625909,0.2804248478024033,-0.014197426713517829,0.004207651398894922,0.1426306119147695,-0.07423151314831485,0.18009016933024918,0.07393400814179449,0.15648030470935223,0.14548256953026117,-0.025238886261603734,-0.03157200359435193,0.011029149163233063,0.06646984153735998,-0.06369024330231589,-0.07485361418379853,0.1475295852877856,0.021758739158428086,-0.031176624017933686,0.14141600504360194,0.004448712356677809,-0.03258412641236077,-0.1373469703408158,0.0713522730922365
VTA_R,0.3273256163752911,0.46473121205008555,0.5115551032206358,0.37088293346844914,0.22686869730479728,-0.24677258006126226,0.4755697612814704,-0.053089569023562176,0.23008146358558448,0.4693217937233588,0.3755299214807448,0.5484895470542308,0.23868051415048888,1.0,0.3483813271023664,0.1955646806551911,0.5507150157207091,0.361522555196981,-0.13223351193092872,0.5892499095648194,0.4081684376774529,0.5226149855237299,0.20599398071267588,0.2818247425313329,0.248133536654566,0.12591289300404623,0.36106294285951024,0.4955948505823333,0.39504506352868396,0.33541121253115974,0.5449375379583346,0.41982977218299283,0.1797657926013694,0.24423363711686566,-0.08304814287370287,-0.09539555076130982,0.05206637631911445,0.3708485331067632,0.25032992153663586,0.4937337509908213,0.3810288728764911,0.3889935120296411,0.39045247711500947,0.12239072305268925,0.46905407463946147
Thal_VL_L,0.34914815061495,0.6998041159220723,0.42946290984153435,0.33438437651258957,0.7439075413732685,-0.10269527686664577,0.5753569693811144,0.14586870835065394,0.4627387314161425,0.2734274836794345,0.680353164725638,0.3503585599809298,-0.10746375430887357,0.3483813271023664,1.0,-0.21017726526846336,0.7257177862154063,0.4252384814640675,-0.08276015177045577,0.5812759513790898,0.617007961723515,0.6173548781611452,-0.023142742391924303,0.6075590035381773,0.5092067407108862,-0.3900455200940344,0.4151885032437321,0.2739682099999684,0.5533076357349288,0.4743341638835819,0.5378897289852269,0.5719768301511355,0.43468711592239123,0.298307843558185,-0.19867694265396524,-0.07784167745675204,0.23059305118956575,0.5893616791729133,0.058021413439629334,0.5966366263563219,0.6176620486557992,0.7399883544382249,0.7552370977950651,0.39888971031911963,0.5608693352521766
ACC_sub_R,-0.04936098590203663,-0.10755738700578159,0.04624552026676143,0.5073227151762845,-0.03779149108882023,-0.005594460765622023,0.33112226122277183,-0.06456285682281711,0.007758737399279066,0.24551083166884066,-0.04417326445250199,0.35381798227152406,-0.02919390500770124,0.1955646806551911,-0.21017726526846336,1.0,-0.20508694568043212,0.34571180154522735,-0.043708262073229344,0.1418291840239627,0.16439870393599684,0.28703769261178425,-0.0270500584586292,0.03016021287428248,-0.15635914300609022,0.4093475547336562,0.17883042513733735,0.2618266410531568,0.016302962783010976,-0.048069373569494665,0.07585869340496008,0.2238311085112129,0.15050917654501447,0.2791512826928891,0.06098369715202877,-0.10314795866598298,-0.03185095144029353,-0.02331940725125167,0.4130695295192909,0.24946575566189497,-0.06314432655854009,0.03175730730849269,0.03491604292911924,0.19843954936752586,0.07920797624637367
Rolandic_Oper_R,0.3006460969529098,0.7819711659105593,0.617315303748041,0.2702969150316884,0.5328822509064249,-0.14686865588338469,0.5633061826404557,0.1675951716506636,0.4106850139966071,0.46759678980954045,0.7006591189110665,0.4729165579625348,0.12206056837934694,0.5507150157207091,0.7257177862154063,-0.20508694568043212,1.0,0.35747870231480605,-0.006535165587146827,0.6755816920910822,0.5402708578498869,0.5926770719088187,0.17814688767007503,0.4592567325186696,0.43671970717779773,-0.20291811012579924,0.4922482742386558,0.4615381977896659,0.5787682699944859,0.45157438442167736,0.6525473164294076,0.3924679903827913,0.16422726593447276,0.16997775341002003,-0.15208899736395431,-0.048063903487120994,0.15913853679908824,0.5751839632574874,0.11948733089575235,0.5495325890327896,0.610453140812091,0.7759406954650797,0.7266577966916526,0.11939245458304672,0.5372246247432192
Thal_PuA_L,0.14565843183304691,0.4389055455568697,0.38094474238461734,0.5761688597009419,0.5074901359458788,-0.05837478645291787,0.7095124504956706,-0.07194244406356488,0.6630454187133952,0.416711384600352,0.668482337694213,0.556634466296408,0.15396008081358398,0.361522555196981,0.4252384814640675,0.34571180154522735,0.35747870231480605,1.0,-0.1173254257000119,0.47012300592735273,0.48749477624175425,0.74162942589598,0.07524143005799401,0.6412645169217495,0.20795545065396767,0.018823474072647745,0.45471510738540094,0.6774932844205613,0.43538117749318306,0.3864122297582494,0.47144138643881744,0.5035455915833321,0.49961875258123783,0.4647374329099505,-0.051351576732427594,-0.10450911846455994,0.05611475663668691,0.5284474891446126,0.2386149056232068,0.44216519083041733,0.5682077463408036,0.4563336359939004,0.5424593612473237,0.37521780201690996,0.39385285394318176
Occipital_Sup_R,0.19809470836839346,-0.07006144889202838,-0.02812430074177979,-0.16914257745347552,-0.04506160004204474,0.0758538158143294,-0.19758673303497565,-0.0330512920223397,-0.15972565359730082,0.05237000895088503,0.04806887844665024,-0.020950226310365673,-0.054628011266713,-0.13223351193092872,-0.08276015177045577,-0.043708262073229344,-0.006535165587146827,-0.1173254257000119,1.0,0.08553772778620908,-0.10959397187150187,-0.06566015533365444,0.11418240972690319,-0.20915780584336993,0.08592535249775965,0.129936199546986,-0.06443879974165591,-0.041305720370531214,0.11237936146646559,0.19093336248579032,0.027706954837560076,-0.1054806508036917,0.11490452319193274,-0.11924508919129437,-0.008387321803264862,0.20442735164336126,0.08523082276593698,0.12621268247626613,-0.0365829460923562,-0.18340600765499207,-0.00861092222262068,-0.02888074003810426,-0.09299012062214673,0.09133760574067534,0.08660211695910182
Precentral_L,0.4379853390957092,0.6476242777025636,0.474491950169659,0.3730789794413788,0.3928090690731346,-0.05121604024750318,0.6101327739186917,0.007199240982658217,0.1586563979443817,0.502582535100656,0.6319146744235448,0.7187197334591872,0.08234851114890022,0.5892499095648194,0.5812759513790898,0.1418291840239627,0.6755816920910822,0.47012300592735273,0.08553772778620908,1.0,0.5182677040802731,0.6715477720655518,0.16136287046908568,0.25082852902068,0.4169223157760058,0.17344096888712204,0.32197211258950215,0.4345901986964991,0.5527985303161682,0.4727880090223929,0.7190135666573226,0.589128245175265,0.4028899098832839,0.2596404704737969,-0.038164666116026376,0.03156103059180464,0.22486593197412552,0.6917207831804761,0.17035766739735186,0.6787927359567872,0.4827369229016338,0.590712435315467,0.6434108106716925,0.28351787107500165,0.9116219867198387
ACC_sup_L,0.3211813141641091,0.6483908144650841,0.5171030357529801,0.5748068494423371,0.6355431350363652,-0.12609251570277052,0.6805979003764395,-0.05785836692497512,0.4086369439688166,0.28795633741321086,0.49048826250374183,0.4882378156129378,-0.030894257863895488,0.4081684376774529,0.617007961723515,0.16439870393599684,0.5402708578498869,0.48749477624175425,-0.10959397187150187,0.5182677040802731,1.0,0.7225021145254413,0.07734589546689487,0.5575458351431333,0.36930796407581773,-0.03557803002549446,0.5947269313088297,0.3272912723925684,0.4037769868969793,0.25815336019963026,0.6459541428919326,0.6262882469720232,0.3932106964999508,0.7166500599271504,-0.07659541338679955,-0.008067087791415574,0.16253516977980945,0.39478761129457424,0.5269895009589088,0.6321318529833074,0.6068552510596791,0.7122463060479806,0.6958700532969455,0.5657836713305683,0.41052652265716766
Thal_VL_R,0.3525671410145795,0.6359639695979546,0.48871575451861693,0.6186649289817479,0.6054203634753432,-0.13307398782227986,0.7218195133401315,-0.0010558377692500979,0.4921734169379921,0.5008303633559718,0.7116363668693014,0.6317259129436059,0.11287781860625909,0.5226149855237299,0.6173548781611452,0.28703769261178425,0.5926770719088187,0.74162942589598,-0.06566015533365444,0.6715477720655518,0.7225021145254413,1.0,0.13875807761802827,0.5779699754811979,0.4307691884672249,0.03920986801689411,0.6132175639184737,0.633346413137676,0.5456157732952965,0.46125239407524604,0.688242083022977,0.6069596905107645,0.5122051855220813,0.5891593372323608,0.012443279214105351,0.0598774145790915,0.17917619199807905,0.5961703544325215,0.40777042471104213,0.6368645278437499,0.6331852564921205,0.7298669890135756,0.6977849262632247,0.4950021838481698,0.5598484719229778
Cerebellum_Crus1_R,0.2776457984814911,0.18425023230375773,0.13355924573448735,-0.06882507383011795,-0.16826284793874843,-0.17897626169954242,-0.00980634798047055,-0.17637930157454473,0.018082624454250244,0.19280039671473848,0.031076044348887232,0.14948325981050134,0.2804248478024033,0.20599398071267588,-0.023142742391924303,-0.0270500584586292,0.17814688767007503,0.07524143005799401,0.11418240972690319,0.16136287046908568,0.07734589546689487,0.13875807761802827,1.0,-0.019292947001528678,0.2133579778484381,0.321356358658119,0.09937342789306881,0.26901480281942275,0.20420190191397136,0.1268983978395294,0.33309553891400073,-0.051299639478703696,0.027767231577852762,0.0620815893098579,0.11885993740122817,0.3109263331316122,0.06003268735496716,0.22321730902399436,0.0683734428768362,0.0030439963321704615,0.20252669754329125,0.09946218732765835,-0.02412958800828253,0.11292982405515407,0.1604529002797707
Thal_PuA_R,0.11443911974375595,0.5445096860689126,0.4070633720798334,0.4307276353833443,0.6681884809453479,-0.16897268052434944,0.6131347023449474,0.10934407585336797,0.8194488724193008,0.20113553399222442,0.6235080572508327,0.4161573706835576,-0.014197426713517829,0.2818247425313329,0.6075590035381773,0.03016021287428248,0.4592567325186696,0.6412645169217495,-0.20915780584336993,0.25082852902068,0.5575458351431333,0.5779699754811979,-0.019292947001528678,1.0,0.29700265293936656,-0.26868753492962794,0.43721669508346594,0.4714401195682693,0.4484473944629446,0.31528514946394964,0.3536427702817261,0.3713970347703812,0.32285698099392857,0.5315929777492217,-0.10840045275260983,-0.14867867592027922,0.08687316886732635,0.41776183445641735,0.156520447169852,0.38735399262290465,0.6476696596941687,0.5009725208792831,0.6137433039987177,0.3377029086325842,0.1810399515773222
Cerebellum_9_R,0.34148711964643147,0.5782767540022082,0.1373233656687474,0.11711065400322812,0.46374197624215735,0.026645108980268943,0.31357261350366,-0.010022591495232219,0.3091934496914005,0.28254966357681693,0.4720047682669794,0.28543490508526076,0.004207651398894922,0.248133536654566,0.5092067407108862,-0.15635914300609022,0.43671970717779773,0.20795545065396767,0.08592535249775965,0.4169223157760058,0.36930796407581773,0.4307691884672249,0.2133579778484381,0.29700265293936656,1.0,0.0132940022548156,0.28788877411104324,0.34405058915330244,0.6078114584340095,0.40349035020283597,0.5359017602010899,0.45334734600655974,0.48186594744269107,0.11001211275470492,0.07717754738695203,0.26081999970578973,0.030881891855829936,0.4943415415131598,-0.010855656662737374,0.4265633920306497,0.5209912826276301,0.4847382477792941,0.44381976545193824,0.42720675226799226,0.45047150654231694
ACC_sub_L,0.18249355056441105,-0.13882569553556445,-0.22474208444310725,-0.0722238316093606,-0.30107040957147174,0.06433738348915999,-0.0023693478594036905,-0.23327164200793013,-0.13129339893078407,0.07269148152594405,-0.17303399738253747,0.29745412367932533,0.1426306119147695,0.12591289300404623,-0.3900455200940344,0.4093475547336562,-0.20291811012579924,0.018823474072647745,0.129936199546986,0.17344096888712204,-0.03557803002549446,0.03920986801689411,0.321356358658119,-0.26868753492962794,0.0132940022548156,1.0,-0.12938925390105888,0.19943710685162078,0.07668120264154733,0.07463419753359912,0.20655162956313752,0.024935106958547594,0.1934235831572066,0.006083794267973631,0.2994857588118769,0.32695013451389243,-0.0014543506727345275,0.12763136831347377,0.18802915364626543,0.056985260005380046,0.019569320417453035,-0.2059792575135337,-0.16214463653951866,0.19240454833182005,0.191739061513262
Cerebellum_10_R,0.11167772372284929,0.6305149333466069,0.4010349337238057,0.5273383585553508,0.5893406616996792,-0.03689642513660655,0.6345944547276418,0.09142277152397468,0.4418271096452379,0.48605773479411923,0.45849046645292935,0.3387394790682386,-0.07423151314831485,0.36106294285951024,0.4151885032437321,0.17883042513733735,0.4922482742386558,0.45471510738540094,-0.06443879974165591,0.32197211258950215,0.5947269313088297,0.6132175639184737,0.09937342789306881,0.43721669508346594,0.28788877411104324,-0.12938925390105888,1.0,0.5187426951493377,0.45456919078257574,0.08322804618348176,0.5636942612694681,0.4852424849344841,0.24001899339493324,0.4060379371464499,-0.12047134954887324,-0.07686242293246939,0.05277658164410636,0.27232592400912997,0.3464370737095688,0.46315252465725065,0.4880044489059262,0.6323471816035342,0.6167888303456726,0.36366417424232284,0.18681797955459756
Thal_IL_L,0.21445299799683154,0.4743890963760138,0.30483217158779846,0.3297567778885613,0.3545290150929843,-0.13675922895481285,0.532624404972849,-0.02253085372127855,0.5413515606052837,0.5583573055312806,0.5334585076201239,0.6217810695918998,0.18009016933024918,0.4955948505823333,0.2739682099999684,0.2618266410531568,0.4615381977896659,0.6774932844205613,-0.041305720370531214,0.4345901986964991,0.3272912723925684,0.633346413137676,0.26901480281942275,0.4714401195682693,0.34405058915330244,0.19943710685162078,0.5187426951493377,1.0,0.5801157211080105,0.3901280658417613,0.595382624225719,0.31465907123585457,0.3435888819017246,0.17797920635784317,-0.013373988107082325,0.09517506018523192,-0.03205357616898627,0.444144003536979,0.1977490129271828,0.39188684656407774,0.53871186225323,0.47194248343410566,0.4637457000464308,0.21886415898279638,0.2921028950826291
Vermis_1_2,0.5537507687648043,0.7169645053863603,0.36295800509588666,0.121733758686473,0.5347810195230254,0.03737329851493023,0.43699700885686077,-0.04483812093582264,0.5593801060419344,0.44970825714888457,0.5997160260540472,0.46979961446874197,0.07393400814179449,0.39504506352868396,0.5533076357349288,0.016302962783010976,0.5787682699944859,0.43538117749318306,0.11237936146646559,0.5527985303161682,0.4037769868969793,0.5456157732952965,0.20420190191397136,0.4484473944629446,0.6078114584340095,0.07668120264154733,0.45456919078257574,0.5801157211080105,1.0,0.6167152691311315,0.7239332297178558,0.4310529821045577,0.5242821462477715,0.20681571973388377,0.06362688424880131,0.1362366914959519,0.11208824317559507,0.6512920964442169,-0.09511831558833594,0.5314181107294979,0.7471587684585543,0.5130184138662054,0.49437618254446697,0.4677489918695796,0.518015164901966
SupraMarginal_L,0.6071185330718332,0.5009471612733332,0.3112968051792274,0.03221002692260859,0.42529573810114807,-0.06501399632113743,0.2870786502047479,0.033396033382630474,0.43614095802774444,0.27817106158887767,0.5583975887410064,0.38823608612399,0.15648030470935223,0.33541121253115974,0.4743341638835819,-0.048069373569494665,0.45157438442167736,0.3864122297582494,0.19093336248579032,0.4727880090223929,0.25815336019963026,0.46125239407524604,0.1268983978395294,0.31528514946394964,0.40349035020283597,0.07463419753359912,0.08322804618348176,0.3901280658417613,0.6167152691311315,1.0,0.5026985513075869,0.2720935861483925,0.49637571117920526,0.13249011209102118,0.2339870433229596,0.1253956199313027,0.19566709239257532,0.586421103940277,-0.0503255147442669,0.3235492647660159,0.616994882726814,0.32792159898807777,0.2405686696339789,0.34112192368780603,0.4300309397463099
Fusiform_R,0.5204465192353807,0.8260448530402423,0.43965245682900106,0.30151015419365657,0.49716601457513454,-0.09034905223025835,0.5883409425982062,-0.052563168045952104,0.3724459891014626,0.4927536948794753,0.5572713970290911,0.579345496401842,0.14548256953026117,0.5449375379583346,0.5378897289852269,0.07585869340496008,0.6525473164294076,0.47144138643881744,0.027706954837560076,0.7190135666573226,0.6459541428919326,0.688242083022977,0.33309553891400073,0.3536427702817261,0.5359017602010899,0.20655162956313752,0.5636942612694681,0.595382624225719,0.7239332297178558,0.5026985513075869,1.0,0.5423380109588153,0.45757422965018163,0.3835613822593681,0.04298051276827225,0.20484146541217632,0.2141017138641459,0.685955831906692,0.21780748465620525,0.6403024728978738,0.7343900786174267,0.6470098958556223,0.6041413699243346,0.5565046737604693,0.6872302320867871
