,ACC_pre_L,Frontal_Sup_2_R,SupraMarginal_L,Thal_PuI_R,Thal_IL_R,Frontal_Inf_Orb_2_R,Thal_AV_R,Frontal_Sup_Medial_R,Hippocampus_L,Raphe_D,Vermis_8,Rectus_R,Thal_VA_L,Pallidum_L,OFCant_L,Cerebellum_Crus1_R,Cerebellum_6_L,Temporal_Pole_Mid_L,OFCpost_L,Vermis_7,ParaHippocampal_R,Frontal_Mid_2_R,ACC_sub_R,VTA_R,Calcarine_R,Lingual_R,Paracentral_Lobule_R,Frontal_Sup_2_L,Caudate_L,Caudate_R,Cingulate_Mid_L,Thal_PuM_R,N_Acc_L,Frontal_Mid_2_L,OFClat_R,Vermis_10,Olfactory_L,ACC_sub_L,ParaHippocampal_L,Temporal_Inf_R
ACC_pre_L,1.0,0.6245264326516746,0.017683448661591133,0.20348895848796836,0.5247957541966612,0.5171597812126132,0.5728885204078857,0.6928472037503282,0.5566124196356609,0.35437678120848004,0.003380640698676581,0.2926690588805161,0.5959376944269262,0.46997604733270065,-0.16128348266540252,-0.030311943879864887,0.3212093824651123,-0.3248369033758835,0.122831498645076,-0.07356640143231408,0.624879355347831,0.5537310528532021,0.02615561703456725,0.2078895677729955,0.026698957818261402,0.2721670828085619,0.2818585258065924,0.6713863139432134,0.5587940428691116,0.5252498608635777,0.43433614678401905,0.4798435415548255,0.5861900479141485,0.5590289992075851,0.3569613692212231,0.3352326764659556,0.5307915000358233,-0.2317814190559968,0.5083527025051586,0.09100990881349208
Frontal_Sup_2_R,0.6245264326516746,1.0,0.44280287783480243,0.4125749792374442,0.6960125130878507,0.5989043736437987,0.3140745994337232,0.8459106267518495,0.8420125041267045,0.212936611214729,0.20462080341404515,0.17907853663997375,0.5708096978633044,0.5909191537243875,-0.08031890780175975,0.06888911966456134,0.5742642631397508,-0.11643178103962411,0.28802517940009625,0.05489309301399783,0.8209365980099513,0.921119511356138,0.15258145719944016,0.4802398730788181,0.5233556427781891,0.6828097735646694,0.7540105773759768,0.9604904960847565,0.8485541749780812,0.8984507816335447,0.752298804422958,0.5685152071746147,0.34178796254025795,0.778878021154628,0.3882625681147986,0.339549438376606,0.39231774736348074,-0.012768263363294006,0.7973724943989048,0.17785507566055997
SupraMarginal_L,0.017683448661591133,0.44280287783480243,1.0,0.43614095802774444,0.2865028604418556,0.21722739172290775,-0.0918362937833203,0.2405686696339789,0.4027379580441794,-0.21623501589537697,0.19566709239257532,0.08189982988978209,0.22334855708150367,0.1472260088569804,-0.06501399632113743,0.1268983978395294,0.34112192368780603,0.2339870433229596,0.24767041398224085,-0.017772496737073335,0.20367150309358537,0.4135997472057323,-0.048069373569494665,0.33541121253115974,0.6428215675942641,0.6310667048839996,0.6518464868990737,0.4047460754928679,0.4634627360208676,0.47036993836639523,0.6224257739755521,0.18601430409985875,-0.1135714206243109,0.33136607470866025,-0.1449995534827978,0.007940869402216923,-0.1559952426931984,0.07463419753359912,0.2870786502047479,0.19741945630333713
Thal_PuI_R,0.20348895848796836,0.4125749792374442,0.43614095802774444,1.0,0.4741321231781088,0.07818614377088884,0.19461960548886634,0.49299442848888647,0.6605725396805838,0.08075910465228826,0.03088491404115642,0.26176586900721893,0.3495861592201844,0.24485903429388958,-0.13927792144702347,0.018082624454250244,0.34636768377547283,0.013709274134710831,0.022614583984247132,0.021312659657540225,0.5192634666282269,0.5072863461985305,0.007758737399279066,0.23008146358558448,0.2697093238573296,0.5239751403393055,0.5920759749433876,0.38817080762889405,0.5480297773727262,0.463242899375456,0.593358122030659,0.6972071124523729,0.09546408467260378,0.47247402985241344,-0.01581858841603304,0.07869532287812349,0.10243003178520149,-0.13129339893078407,0.5734524041198344,0.2338024794355723
Thal_IL_R,0.5247957541966612,0.6960125130878507,0.2865028604418556,0.4741321231781088,1.0,0.46280362053088164,0.40806683298067176,0.7280070816394267,0.7314974016385192,0.28432884781937257,0.2225390746541329,0.15579110641671257,0.671635593086824,0.5703266699870181,-0.1511981380115066,-0.04193680876002828,0.2782179003279198,-0.27128057081713963,0.06697607041397524,0.177960380331072,0.673087904055837,0.7491791198971792,-0.07061757542553875,0.4104519291628552,0.3590915859486547,0.501493044134728,0.47941628582014584,0.6942948206344285,0.5638451100287232,0.6972335897774711,0.49023519034877977,0.7213263672115046,0.3882963656797355,0.6817999275910319,0.20181919820669061,0.237940763539161,0.3547030499738038,-0.3354001042157246,0.607580325526067,0.13381531165841914
Frontal_Inf_Orb_2_R,0.5171597812126132,0.5989043736437987,0.21722739172290775,0.07818614377088884,0.46280362053088164,1.0,0.17665138214826254,0.49594347195086375,0.37105064840049384,0.07192322869970148,0.100875766841819,-0.03363473122746843,0.407419889881664,0.2780300587973676,-0.1599300347867926,0.23183807927009123,0.4359291780404447,-0.12462754185353438,0.22651630104321865,0.023519212592400862,0.327377089382405,0.4890013702405972,-0.10952936565572677,0.29604103886764,0.4814737414796239,0.554517706596645,0.3586651414856542,0.5878669999866798,0.48314824541371665,0.5142251811504329,0.43133247587457696,0.19867873433044558,0.19088480711870004,0.38038762960277234,0.3367083646963147,0.38261651534185,0.21055743797232923,0.056706231238233706,0.34880334519621004,0.04808261772960244
Thal_AV_R,0.5728885204078857,0.3140745994337232,-0.0918362937833203,0.19461960548886634,0.40806683298067176,0.17665138214826254,1.0,0.4403205352309803,0.36702556825584737,0.5261317106965289,-0.08312801306602217,0.2265118014899361,0.601680837424731,0.498271121610931,-0.14191455016053475,-0.049633977967487204,0.01145001829600569,-0.2637462255118677,0.07693636203919367,-0.02284359809832804,0.42686395157514184,0.37820555132811395,-0.1775655840115888,0.1413003525909124,-0.18720732194807926,0.040034149598020576,0.11817145698180792,0.36348887591858203,0.2959603011176046,0.3046064785741141,0.2595730631756546,0.4311359954251869,0.5310091429481699,0.47297684529882156,0.15863956443151164,0.1295338136149546,0.4825009485956426,-0.4650647995935109,0.35745694759297886,0.13977685510561466
Frontal_Sup_Medial_R,0.6928472037503282,0.8459106267518495,0.2405686696339789,0.49299442848888647,0.7280070816394267,0.49594347195086375,0.4403205352309803,1.0,0.8568188518146045,0.2946238864884604,0.1287847265755057,0.3111505757942847,0.6980910948598861,0.569784777642653,-0.11334970261436919,-0.02412958800828253,0.34281408049032985,-0.2133200239063219,0.27730986274269964,0.06172116187436273,0.8218084740921145,0.8853825642170771,0.03491604292911924,0.39045247711500947,0.3006021532044014,0.5508305943237405,0.6165760105943074,0.8804719733217649,0.7828630226052206,0.8179619470389182,0.6690485685444485,0.6912871266466607,0.4829570872279267,0.8440360825911184,0.24402453057181844,0.22764386799376968,0.46732373818067563,-0.16214463653951866,0.7899420058464478,0.22302916302845688
Hippocampus_L,0.5566124196356609,0.8420125041267045,0.4027379580441794,0.6605725396805838,0.7314974016385192,0.37105064840049384,0.36702556825584737,0.8568188518146045,1.0,0.3275046624927234,0.18021467760655868,0.36149091009874096,0.6102642431401258,0.6440786846105571,-0.11977503546064183,-0.017240614350320174,0.4183526576030911,-0.16717511202939392,0.29888787720693794,0.03349805408297003,0.9035976826252897,0.8599674511038208,0.2182623760044245,0.5558589598629875,0.4160478218241832,0.6199525448715295,0.7021558691648938,0.8589702799312212,0.817797598651108,0.8507770005411841,0.6731871149181813,0.7566192617498234,0.48128718454318775,0.8258965766713997,0.17477661092388835,0.2333525383235219,0.5061172998789699,-0.15479071226004903,0.8878638260361169,0.3319179675389338
Raphe_D,0.35437678120848004,0.212936611214729,-0.21623501589537697,0.08075910465228826,0.28432884781937257,0.07192322869970148,0.5261317106965289,0.2946238864884604,0.3275046624927234,1.0,-0.07421023125697483,0.0734462693516486,0.23693460928842852,0.5351727741240978,-0.19331025630586313,0.04735033893820612,-0.05891790014682488,-0.11456499095681123,0.05399384116302193,-0.03831825594986638,0.402508259896485,0.26414215019767895,0.15819791766471006,0.27399018981250584,-0.1379372448207764,-0.04856479993921229,0.04349556469135246,0.2598877060353353,0.2032067712108828,0.20213810299393492,0.01868431768569369,0.2915125820859143,0.5033853534837937,0.4020019470372274,-0.022529759834237297,-0.0027987028515119453,0.5360265070261616,-0.1246210854292845,0.3294807323763658,0.2163204756102969
Vermis_8,0.003380640698676581,0.20462080341404515,0.19566709239257532,0.03088491404115642,0.2225390746541329,0.100875766841819,-0.08312801306602217,0.1287847265755057,0.18021467760655868,-0.07421023125697483,1.0,0.0027450716325107334,0.05634983136840117,0.13211850308705358,-0.17053317091019649,0.06003268735496716,0.1942195861836276,-0.11363942795513458,0.08556892573978482,-0.08188219228552902,0.09521369690454949,0.17356199410985138,-0.03185095144029353,0.05206637631911445,0.33809967549598535,0.22323709707770242,0.19627315049697258,0.18517651532246052,0.10966432040763627,0.1926461305032899,0.09574922904350301,0.14724075703801542,-0.04558841272013611,0.12029270198657195,-0.024158577979709276,0.031852139378784436,0.03632750316196496,-0.0014543506727345275,0.09473859159559583,0.11327380834514218
Rectus_R,0.2926690588805161,0.17907853663997375,0.08189982988978209,0.26176586900721893,0.15579110641671257,-0.03363473122746843,0.2265118014899361,0.3111505757942847,0.36149091009874096,0.0734462693516486,0.0027450716325107334,1.0,0.27254347131670786,0.12529885191647772,-0.07105885171494439,-0.09188210253048056,-0.013902988028300898,-0.1270742832156274,0.2560467271448892,-0.1039111160302044,0.34719298230580437,0.24813544829719822,0.19857405432011044,0.06802809485498486,-0.06769028913951565,0.010227690740092214,0.19266183823385705,0.23106498084827548,0.18119369306511104,0.214181273573338,0.21371193423805004,0.29738867275467956,0.39301299784482974,0.34897708373538,0.07960426746694044,-0.15139249197786395,0.23794763011551387,-0.291225225141135,0.25989502825080624,0.25718018367288786
Thal_VA_L,0.5959376944269262,0.5708096978633044,0.22334855708150367,0.3495861592201844,0.671635593086824,0.407419889881664,0.601680837424731,0.6980910948598861,0.6102642431401258,0.23693460928842852,0.05634983136840117,0.27254347131670786,1.0,0.4588167949559492,-0.19905918441822817,-0.022095757800952805,0.0641611215509719,-0.3569045154653469,0.1748607366003646,-0.003080571521089402,0.5621876468450012,0.6434828950003796,-0.2209477232423847,0.34162855637617207,0.16165464924991343,0.34064018428988463,0.3617446412657513,0.6054182022500633,0.4692578049982437,0.5747163604410046,0.5120250122581227,0.532367851244098,0.499370638021512,0.6698987766927185,0.12947610749093208,0.22180717772396472,0.3334195448651289,-0.48981596417874645,0.5356183459369674,0.19606583927715135
Pallidum_L,0.46997604733270065,0.5909191537243875,0.1472260088569804,0.24485903429388958,0.5703266699870181,0.2780300587973676,0.498271121610931,0.569784777642653,0.6440786846105571,0.5351727741240978,0.13211850308705358,0.12529885191647772,0.4588167949559492,1.0,-0.13422314837510077,-0.013410432637837708,0.29043864432800537,-0.10026018492666582,0.2305014051590075,0.03865647644460302,0.5853354234036705,0.5756705090525416,0.1993596305147919,0.4352277945425423,0.18359466038621763,0.26969088357567605,0.37181258985615334,0.6094059945580379,0.5192250277793659,0.6330363522908284,0.34421436506644737,0.5686979151659802,0.5358902038105136,0.6231456099546581,0.18861477919554026,0.23142284050687642,0.6639848377717683,-0.14723792594914475,0.5918893421337699,0.1655745298006442
OFCant_L,-0.16128348266540252,-0.08031890780175975,-0.06501399632113743,-0.13927792144702347,-0.1511981380115066,-0.1599300347867926,-0.14191455016053475,-0.11334970261436919,-0.11977503546064183,-0.19331025630586313,-0.17053317091019649,-0.07105885171494439,-0.19905918441822817,-0.13422314837510077,1.0,-0.17897626169954242,0.044789632528933254,0.12220018713245041,-0.014835557932662386,0.04246798602617719,-0.08007691964109023,-0.08735044542103966,-0.005594460765622023,-0.24677258006126226,-0.10357486627016534,-0.08155559157529584,-0.09252243396995052,-0.09806626800386357,-0.03532199585212451,-0.0392312865702075,-0.03490765638026165,-0.13493695090272664,-0.08142690784877346,-0.12313792510937967,0.11871882580703673,0.19528346214948822,-0.0610050884851581,0.06433738348915999,-0.08870828381468591,-0.17371555501389893
Cerebellum_Crus1_R,-0.030311943879864887,0.06888911966456134,0.1268983978395294,0.018082624454250244,-0.04193680876002828,0.23183807927009123,-0.049633977967487204,-0.02412958800828253,-0.017240614350320174,0.04735033893820612,0.06003268735496716,-0.09188210253048056,-0.022095757800952805,-0.013410432637837708,-0.17897626169954242,1.0,0.11292982405515407,0.11885993740122817,0.1442593298204337,-0.02957365801025754,-0.08171763078654413,0.04920007018823048,-0.0270500584586292,0.20599398071267588,0.3369124147828921,0.29067158277808736,0.12711239019798268,0.10324302671305936,0.12698556193182917,0.027304775027625544,0.11086258093147476,-0.10420979836523023,-0.11215095329700397,0.10781669137572639,-0.16507843002169578,0.008359571975489352,-0.04203686996983037,0.321356358658119,-0.00980634798047055,0.3722034737813463
Cerebellum_6_L,0.3212093824651123,0.5742642631397508,0.34112192368780603,0.34636768377547283,0.2782179003279198,0.4359291780404447,0.01145001829600569,0.34281408049032985,0.4183526576030911,-0.05891790014682488,0.1942195861836276,-0.013902988028300898,0.0641611215509719,0.29043864432800537,0.044789632528933254,0.11292982405515407,1.0,0.05887605769825351,-0.03845905059096287,0.038781567741568095,0.43229645444537634,0.39391457071725827,0.19843954936752586,0.12239072305268925,0.45250289991251746,0.5746042102809256,0.4687815056038422,0.4716368075776321,0.5087738390717805,0.521681678503433,0.4217219612630636,0.334095756261238,-0.07510153675353284,0.2316878146506794,0.517930153973194,0.5135585225204417,0.25322466289976187,0.19240454833182005,0.40375348766954183,-0.03306699792990363
Temporal_Pole_Mid_L,-0.3248369033758835,-0.11643178103962411,0.2339870433229596,0.013709274134710831,-0.27128057081713963,-0.12462754185353438,-0.2637462255118677,-0.2133200239063219,-0.16717511202939392,-0.11456499095681123,-0.11363942795513458,-0.1270742832156274,-0.3569045154653469,-0.10026018492666582,0.12220018713245041,0.11885993740122817,0.05887605769825351,1.0,-0.06672089913991265,-0.004336682372508327,-0.20955922184806916,-0.11017115551910264,0.06098369715202877,-0.08304814287370287,0.11906757139358022,0.04837318780603355,0.045557170596961745,-0.1627090972325005,-0.037836010164158544,-0.09187965222660716,0.015066275832933582,-0.20365660250257686,-0.3346061609976869,-0.12491907390746189,-0.11395887244652673,0.01079787260492351,-0.213288319991441,0.2994857588118769,-0.1776040597619829,-0.05291631217506922
OFCpost_L,0.122831498645076,0.28802517940009625,0.24767041398224085,0.022614583984247132,0.06697607041397524,0.22651630104321865,0.07693636203919367,0.27730986274269964,0.29888787720693794,0.05399384116302193,0.08556892573978482,0.2560467271448892,0.1748607366003646,0.2305014051590075,-0.014835557932662386,0.1442593298204337,-0.03845905059096287,-0.06672089913991265,1.0,-0.06705142656339733,0.16964853949003303,0.3299072394417314,0.11602944569720736,0.303781008128277,0.3176746579577098,0.2995616813051504,0.28805950217966075,0.339611011649064,0.28297702773791067,0.3065836565722415,0.2570876980352633,0.062226584689508195,0.33177283573935845,0.42324082496771476,-0.1984286222039263,-0.050662521615180034,0.20956488882265997,0.049339873927444634,0.23733945512541382,0.4742655752204496
Vermis_7,-0.07356640143231408,0.05489309301399783,-0.017772496737073335,0.021312659657540225,0.177960380331072,0.023519212592400862,-0.02284359809832804,0.06172116187436273,0.03349805408297003,-0.03831825594986638,-0.08188219228552902,-0.1039111160302044,-0.003080571521089402,0.03865647644460302,0.04246798602617719,-0.02957365801025754,0.038781567741568095,-0.004336682372508327,-0.06705142656339733,1.0,0.05250997840777553,0.07820430939574737,-0.038843921453218154,0.07747555116978667,-0.00556931915338903,0.00440667154731886,-0.00530558424138552,0.06628810466434616,0.01363516655585112,0.15943634614400512,-0.034925261724541926,0.1251306825202657,-0.06399715391373183,0.06516907349166591,0.03410207845985374,-0.04680608099696013,-0.03843052044380968,-0.009807309707585466,0.01570415712981747,-0.06442051353005368
ParaHippocampal_R,0.624879355347831,0.8209365980099513,0.20367150309358537,0.5192634666282269,0.673087904055837,0.327377089382405,0.42686395157514184,0.8218084740921145,0.9035976826252897,0.402508259896485,0.09521369690454949,0.34719298230580437,0.5621876468450012,0.5853354234036705,-0.08007691964109023,-0.08171763078654413,0.43229645444537634,-0.20955922184806916,0.16964853949003303,0.05250997840777553,1.0,0.8043202812366478,0.32180985688980973,0.41627359657869495,0.22224263671830066,0.43909329631315386,0.5670733426909803,0.8167171380654943,0.7627501760269416,0.7946842627489316,0.5706917134456551,0.6773339632135589,0.5390994519995872,0.7476467181746401,0.3876134765341146,0.29036641456332807,0.5453292061729531,-0.16651292842209922,0.9011583844619565,0.1792485634320026
Frontal_Mid_2_R,0.5537310528532021,0.921119511356138,0.4135997472057323,0.5072863461985305,0.7491791198971792,0.4890013702405972,0.37820555132811395,0.8853825642170771,0.8599674511038208,0.26414215019767895,0.17356199410985138,0.24813544829719822,0.6434828950003796,0.5756705090525416,-0.08735044542103966,0.04920007018823048,0.39391457071725827,-0.11017115551910264,0.3299072394417314,0.07820430939574737,0.8043202812366478,1.0,0.051694348333711726,0.456563391610526,0.4796888165194965,0.6631096790218656,0.7229485503093992,0.9047318990529793,0.8048281853712297,0.8628230643319809,0.740591095746066,0.6582237276737388,0.3763895437597823,0.8923007581154363,0.2388945234360381,0.21047538111604333,0.399623507579023,-0.12293164863138592,0.7884631011848473,0.24899647306198883
ACC_sub_R,0.02615561703456725,0.15258145719944016,-0.048069373569494665,0.007758737399279066,-0.07061757542553875,-0.10952936565572677,-0.1775655840115888,0.03491604292911924,0.2182623760044245,0.15819791766471006,-0.03185095144029353,0.19857405432011044,-0.2209477232423847,0.1993596305147919,-0.005594460765622023,-0.0270500584586292,0.19843954936752586,0.06098369715202877,0.11602944569720736,-0.038843921453218154,0.32180985688980973,0.051694348333711726,1.0,0.1955646806551911,-0.09145656544042176,-0.12171500382336184,0.09137719953363953,0.17941890036333252,0.25874300484728685,0.16645669081539025,-0.06849407649687153,-0.013365259194584669,0.2895050176480727,0.08745156048799992,0.19713835262862386,0.025358039878716238,0.32149190650699955,0.4093475547336562,0.33112226122277183,-0.015582903585678671
