,ACC_pre_L,Frontal_Sup_2_R,SupraMarginal_L,Thal_PuI_R,Thal_IL_R,Frontal_Inf_Orb_2_R,Thal_AV_R,Frontal_Sup_Medial_R,Hippocampus_L,Raphe_D,Vermis_8,Rectus_R,Thal_VA_L,Pallidum_L,OFCant_L,Cerebellum_Crus1_R,Cerebellum_6_L,Temporal_Pole_Mid_L,OFCpost_L,Vermis_7,ParaHippocampal_R,Frontal_Mid_2_R,ACC_sub_R,VTA_R,Calcarine_R,Lingual_R,Paracentral_Lobule_R,Frontal_Sup_2_L,Caudate_L,Caudate_R,Cingulate_Mid_L,Thal_PuM_R,N_Acc_L,Frontal_Mid_2_L,OFClat_R,Vermis_10,Olfactory_L,ACC_sub_L,ParaHippocampal_L,Temporal_Inf_R
VTA_R,0.2078895677729955,0.4802398730788181,0.33541121253115974,0.23008146358558448,0.4104519291628552,0.29604103886764,0.1413003525909124,0.39045247711500947,0.5558589598629875,0.27399018981250584,0.05206637631911445,0.06802809485498486,0.34162855637617207,0.4352277945425423,-0.24677258006126226,0.20599398071267588,0.12239072305268925,-0.08304814287370287,0.303781008128277,0.07747555116978667,0.41627359657869495,0.456563391610526,0.1955646806551911,1.0,0.46770429129787283,0.4106721933848691,0.44812519515377675,0.5448748211609418,0.49905510862894936,0.5105197953389614,0.33944391603109675,0.1872408766832356,0.23226856049932545,0.45133587638225336,-0.12607173391936924,0.04181269932475361,0.22104997316746217,0.12591289300404623,0.4755697612814704,0.37966983522041253
Calcarine_R,0.026698957818261402,0.5233556427781891,0.6428215675942641,0.2697093238573296,0.3590915859486547,0.4814737414796239,-0.18720732194807926,0.3006021532044014,0.4160478218241832,-0.1379372448207764,0.33809967549598535,-0.06769028913951565,0.16165464924991343,0.18359466038621763,-0.10357486627016534,0.3369124147828921,0.45250289991251746,0.11906757139358022,0.3176746579577098,-0.00556931915338903,0.22224263671830066,0.4796888165194965,-0.09145656544042176,0.46770429129787283,1.0,0.8351706838325396,0.5674739214818699,0.47989358562955237,0.44449983191722753,0.48189607199058976,0.4216259180675476,0.1545514459631412,-0.15795222818384858,0.3667407540069519,-0.07436400834704393,0.15259962981944564,-0.06164196753662632,0.1481248080110947,0.3027537121532638,0.276857017177569
Lingual_R,0.2721670828085619,0.6828097735646694,0.6310667048839996,0.5239751403393055,0.501493044134728,0.554517706596645,0.040034149598020576,0.5508305943237405,0.6199525448715295,-0.04856479993921229,0.22323709707770242,0.010227690740092214,0.34064018428988463,0.26969088357567605,-0.08155559157529584,0.29067158277808736,0.5746042102809256,0.04837318780603355,0.2995616813051504,0.00440667154731886,0.43909329631315386,0.6631096790218656,-0.12171500382336184,0.4106721933848691,0.8351706838325396,1.0,0.6671464641700571,0.6562766333486717,0.6758234943347041,0.6486708108498102,0.6459863057678746,0.4273272044770129,-0.0762290233089132,0.5695108710641483,0.03213027838869219,0.25977021109870463,0.07899340281739181,0.11079593390263992,0.49763780898737775,0.33674246586967166
Paracentral_Lobule_R,0.2818585258065924,0.7540105773759768,0.6518464868990737,0.5920759749433876,0.47941628582014584,0.3586651414856542,0.11817145698180792,0.6165760105943074,0.7021558691648938,0.04349556469135246,0.19627315049697258,0.19266183823385705,0.3617446412657513,0.37181258985615334,-0.09252243396995052,0.12711239019798268,0.4687815056038422,0.045557170596961745,0.28805950217966075,-0.00530558424138552,0.5670733426909803,0.7229485503093992,0.09137719953363953,0.44812519515377675,0.5674739214818699,0.6671464641700571,1.0,0.7054679022324375,0.7233902431497924,0.6921814892686148,0.8291032379607661,0.42982253893680955,0.11899090549525894,0.5851670701935758,0.05802010161216113,0.0709319307746547,0.10206425384966679,0.073278170711003,0.6403735050726708,0.3152373705000957
Frontal_Sup_2_L,0.6713863139432134,0.9604904960847565,0.4047460754928679,0.38817080762889405,0.6942948206344285,0.5878669999866798,0.36348887591858203,0.8804719733217649,0.8589702799312212,0.2598877060353353,0.18517651532246052,0.23106498084827548,0.6054182022500633,0.6094059945580379,-0.09806626800386357,0.10324302671305936,0.4716368075776321,-0.1627090972325005,0.339611011649064,0.06628810466434616,0.8167171380654943,0.9047318990529793,0.17941890036333252,0.5448748211609418,0.47989358562955237,0.6562766333486717,0.7054679022324375,1.0,0.8754778937126071,0.8866105974678834,0.7242069575369531,0.5643463245698934,0.4047802310554605,0.8374896847170389,0.29349329181133543,0.29481796885624195,0.42544875199533366,0.012834148975840315,0.8004810649071102,0.2765651548710744
Caudate_L,0.5587940428691116,0.8485541749780812,0.4634627360208676,0.5480297773727262,0.5638451100287232,0.48314824541371665,0.2959603011176046,0.7828630226052206,0.817797598651108,0.2032067712108828,0.10966432040763627,0.18119369306511104,0.4692578049982437,0.5192250277793659,-0.03532199585212451,0.12698556193182917,0.5087738390717805,-0.037836010164158544,0.28297702773791067,0.01363516655585112,0.7627501760269416,0.8048281853712297,0.25874300484728685,0.49905510862894936,0.44449983191722753,0.6758234943347041,0.7233902431497924,0.8754778937126071,1.0,0.8532493740470706,0.7755646053830052,0.49044688905524864,0.3370606185009385,0.7460448292016599,0.24303355553987374,0.297955290671865,0.36711677092972644,0.2062704802089371,0.817374294031842,0.26353695819615136
Caudate_R,0.5252498608635777,0.8984507816335447,0.47036993836639523,0.463242899375456,0.6972335897774711,0.5142251811504329,0.3046064785741141,0.8179619470389182,0.8507770005411841,0.20213810299393492,0.1926461305032899,0.214181273573338,0.5747163604410046,0.6330363522908284,-0.0392312865702075,0.027304775027625544,0.521681678503433,-0.09187965222660716,0.3065836565722415,0.15943634614400512,0.7946842627489316,0.8628230643319809,0.16645669081539025,0.5105197953389614,0.48189607199058976,0.6486708108498102,0.6921814892686148,0.8866105974678834,0.8532493740470706,1.0,0.7197831619463166,0.5905861114275618,0.3612264377484994,0.7651730078926664,0.31902820873125365,0.27877823653731115,0.4060577481083258,-0.019377171355081775,0.8122764746863607,0.21239636881761162
Cingulate_Mid_L,0.43433614678401905,0.752298804422958,0.6224257739755521,0.593358122030659,0.49023519034877977,0.43133247587457696,0.2595730631756546,0.6690485685444485,0.6731871149181813,0.01868431768569369,0.09574922904350301,0.21371193423805004,0.5120250122581227,0.34421436506644737,-0.03490765638026165,0.11086258093147476,0.4217219612630636,0.015066275832933582,0.2570876980352633,-0.034925261724541926,0.5706917134456551,0.740591095746066,-0.06849407649687153,0.33944391603109675,0.4216259180675476,0.6459863057678746,0.8291032379607661,0.7242069575369531,0.7755646053830052,0.7197831619463166,1.0,0.4548934283083085,0.1670931460285741,0.6261482504799204,0.1612911723641687,0.17646525186130724,0.0973306227019833,-0.006024772615359684,0.6147711274776915,0.2630826997388925
Thal_PuM_R,0.4798435415548255,0.5685152071746147,0.18601430409985875,0.6972071124523729,0.7213263672115046,0.19867873433044558,0.4311359954251869,0.6912871266466607,0.7566192617498234,0.2915125820859143,0.14724075703801542,0.29738867275467956,0.532367851244098,0.5686979151659802,-0.13493695090272664,-0.10420979836523023,0.334095756261238,-0.20365660250257686,0.062226584689508195,0.1251306825202657,0.6773339632135589,0.6582237276737388,-0.013365259194584669,0.1872408766832356,0.1545514459631412,0.4273272044770129,0.42982253893680955,0.5643463245698934,0.49044688905524864,0.5905861114275618,0.4548934283083085,1.0,0.3500310629056906,0.656713936255496,0.1583645576175124,0.1818913084517974,0.43792482662906523,-0.4132877746111354,0.5785165618752245,0.20060373866036424
N_Acc_L,0.5861900479141485,0.34178796254025795,-0.1135714206243109,0.09546408467260378,0.3882963656797355,0.19088480711870004,0.5310091429481699,0.4829570872279267,0.48128718454318775,0.5033853534837937,-0.04558841272013611,0.39301299784482974,0.499370638021512,0.5358902038105136,-0.08142690784877346,-0.11215095329700397,-0.07510153675353284,-0.3346061609976869,0.33177283573935845,-0.06399715391373183,0.5390994519995872,0.3763895437597823,0.2895050176480727,0.23226856049932545,-0.15795222818384858,-0.0762290233089132,0.11899090549525894,0.4047802310554605,0.3370606185009385,0.3612264377484994,0.1670931460285741,0.3500310629056906,1.0,0.5100194920269885,0.16108163649638618,0.09637006233492115,0.6952248831540583,-0.3231158904930578,0.5011258566744136,0.12957386085271008
Frontal_Mid_2_L,0.5590289992075851,0.778878021154628,0.33136607470866025,0.47247402985241344,0.6817999275910319,0.38038762960277234,0.47297684529882156,0.8440360825911184,0.8258965766713997,0.4020019470372274,0.12029270198657195,0.34897708373538,0.6698987766927185,0.6231456099546581,-0.12313792510937967,0.10781669137572639,0.2316878146506794,-0.12491907390746189,0.42324082496771476,0.06516907349166591,0.7476467181746401,0.8923007581154363,0.08745156048799992,0.45133587638225336,0.3667407540069519,0.5695108710641483,0.5851670701935758,0.8374896847170389,0.7460448292016599,0.7651730078926664,0.6261482504799204,0.656713936255496,0.5100194920269885,1.0,0.04474579299837295,0.10330226673227413,0.5143530397217605,-0.14430113052313218,0.7139651102389566,0.48670129102544807
OFClat_R,0.3569613692212231,0.3882625681147986,-0.1449995534827978,-0.01581858841603304,0.20181919820669061,0.3367083646963147,0.15863956443151164,0.24402453057181844,0.17477661092388835,-0.022529759834237297,-0.024158577979709276,0.07960426746694044,0.12947610749093208,0.18861477919554026,0.11871882580703673,-0.16507843002169578,0.517930153973194,-0.11395887244652673,-0.1984286222039263,0.03410207845985374,0.3876134765341146,0.2388945234360381,0.19713835262862386,-0.12607173391936924,-0.07436400834704393,0.03213027838869219,0.05802010161216113,0.29349329181133543,0.24303355553987374,0.31902820873125365,0.1612911723641687,0.1583645576175124,0.16108163649638618,0.04474579299837295,1.0,0.4664404917133267,0.2698752122062134,-0.08376578975133882,0.26205825803753935,-0.42565789539773297
