,Temporal_Inf_R,Temporal_Inf_L,Temporal_Mid_L,Precuneus_R,ParaHippocampal_R,Red_N_R,Thal_VPL_L,Thal_MDl_L,Parietal_Sup_L,Cerebellum_6_L,Cerebellum_Crus1_L,N_Acc_L,Insula_R,Putamen_R,Angular_R,OFCmed_R,Temporal_Sup_R,Precentral_R,Vermis_7,SN_pc_R,Occipital_Mid_R,Vermis_3,SN_pr_L,Cerebellum_7b_R,Frontal_Inf_Tri_L,Cingulate_Mid_R,SN_pc_L,Red_N_L,Rectus_L,ParaHippocampal_L,Hippocampus_R,Frontal_Med_Orb_L,Thal_PuL_L,Thal_MDl_R,Thal_VA_L,Cerebellum_9_R,OFClat_L,Cerebellum_8_R,Caudate_L,Thal_LGN_L,Thal_VA_R,Cingulate_Post_R,OFCant_R,VTA_R,OFCpost_R,Vermis_4_5,Thal_AV_L,Thal_IL_L,Insula_L,Frontal_Inf_Orb_2_L,OFCmed_L,Thal_MGN_R,Cerebellum_9_L,Paracentral_Lobule_L,Frontal_Inf_Oper_R,ACC_pre_L,Occipital_Inf_L,Cerebellum_Crus2_R,SupraMarginal_L,Thal_IL_R,Angular_L,Thal_LGN_R,Temporal_Sup_L,Cuneus_L,Vermis_6,Cuneus_R,Olfactory_R,Cerebellum_6_R,ACC_pre_R,Postcentral_R,Parietal_Inf_R,Frontal_Sup_Medial_R,Parietal_Inf_L,Rolandic_Oper_L,Frontal_Med_Orb_R
Temporal_Inf_R,1.0,0.0772442448909802,-0.12442775877022917,0.2654443560129875,0.1792485634320026,0.34760196938232507,0.37387163048024724,0.39373153973828295,0.08394377846589164,-0.03306699792990363,0.0838759017807174,0.12957386085271008,0.283802750205267,0.2636635583458772,0.13536084877616705,-0.27807139868183933,0.46806177123280396,0.1404338554432954,-0.06442051353005368,0.5139232907399327,0.024969172385543116,0.29334544642518284,-0.019229702422243027,0.10712647575711438,0.24396476278811566,0.25250896258712874,-0.023621058367546778,0.25697160116789103,0.4039375933692129,0.1468811127393569,0.36049656750617476,-0.2380172943668044,0.4294136407900229,-0.042215857271562074,0.19606583927715135,0.15300695067088285,0.002138676658856731,0.3348834170644381,0.26353695819615136,0.035917084031620805,-0.02230593855742122,0.2190806419378708,0.059535753330763594,0.37966983522041253,-0.04317513016962187,0.42934772518464415,0.4458143556621867,0.4881309415168628,0.2343301533744787,-0.03205725979683615,0.10055191301161621,0.5185174797804933,-0.015141485993636303,0.2874710334118199,0.34957559062139837,0.09100990881349208,-0.13355695397574777,0.08771641191716893,0.19741945630333713,0.13381531165841914,0.3569115890663658,0.029053407639142798,0.16865588847991184,0.22350783987218203,0.13654989220785657,0.1333072960288988,-0.0005586448291443385,0.38848644524218023,0.0580833815640657,0.29743577749558775,0.1145943276060281,0.22302916302845688,0.17400727388123752,0.33077761001253186,-0.052590925707205236
Temporal_Inf_L,0.0772442448909802,1.0,0.7229738033978125,0.6094098123484701,0.7589097054492902,0.20164313827043653,0.6179742315133447,0.517488304750897,0.07197691635784326,0.5305294665292147,-0.10408564226618532,0.32276241674096956,0.7193799719646679,0.6954022873943996,-0.15976627175905983,0.16454383972668304,0.5319027757583465,0.33800134243712326,0.03858660661301457,0.2742478119872721,0.0010344734297863764,0.731923007910997,0.1189609103955707,-0.1128943211371871,0.7120196403240089,0.690736729039904,0.5016568134822601,0.3660242029053738,0.044187080113286516,0.6918675216893676,0.691347333395058,0.10178296535718762,0.26186316939551296,0.45717138588918993,0.5909582185466725,0.46374197624215735,0.22840749400739144,0.4791211359903331,0.6585212349168623,0.5145450078665554,0.5123427729778749,0.6559710932180861,0.3008104569548238,0.22686869730479728,0.4289478790493285,0.6658651087664251,0.3263138863112362,0.3545290150929843,0.6377170093601704,0.38376558901449004,0.2951513297627709,0.3220895863593789,0.2120445701492965,0.5588536485782365,0.4263342786225464,0.5679849377219598,0.030788654436401813,-0.14398382226294595,0.42529573810114807,0.6487479425237128,-0.002657320703335892,0.5270565992534517,0.7491773098406493,0.34409958734385027,-0.13018828567082213,0.29370171954993307,0.2670725517502216,0.5784208900778314,0.5342694677416043,0.4860186926025223,0.07646809180334518,0.7439635698774976,0.30636291553351974,0.655896533816694,0.18237398520212178
Temporal_Mid_L,-0.12442775877022917,0.7229738033978125,1.0,0.671076329310906,0.5174113081694565,0.12920718393580385,0.4218334274437531,0.282507739223638,0.24205434884563617,0.6717465921549929,0.18402946297843548,0.09129972572001677,0.590703613153209,0.575633961969519,-0.10535119193887355,0.05506328921475175,0.47472018488373613,0.46431558499863346,-0.02959101401436226,0.22093207172179433,0.025729193581379713,0.678228632025629,0.3773676880000654,-0.09261000014612561,0.5007000770281004,0.6294139042733503,0.6276094056190306,0.390709779013647,0.02191084794621678,0.5175509386240157,0.536899095603441,0.037519860682606015,-0.030397331816624046,0.4944766824390193,0.29006825848006745,0.5292850773724107,0.15851512962197864,0.4564735247265931,0.6096353146410435,0.46693011857520134,0.4469611673528824,0.4549051272220186,0.2695935971878184,0.17019172586748668,0.4780344065265796,0.5843015819606627,0.22345844239238316,0.28407926271792266,0.5703413166341321,0.32087058088478426,0.25014805727965583,0.20271468545138374,0.2854270223344189,0.6064882983990715,0.33859129865835347,0.3470672516034744,0.025824502401891682,0.11808350187372534,0.5553824548399623,0.4086972218773586,0.21355843504451164,0.4760371308799971,0.6864874479099893,0.37814691365636477,0.022126075494964145,0.44738294596367423,0.25978440377695233,0.5582401963338236,0.3749993517797254,0.5407279509700658,0.2613805585960838,0.5059567486943269,0.4627779449449343,0.48283396633256725,-0.014429373978068078
Precuneus_R,0.2654443560129875,0.6094098123484701,0.671076329310906,1.0,0.5269237317076142,0.2901918764258662,0.6449615631089505,0.5020497970190864,0.5711284148060249,0.6005697208078598,0.16226997378585617,-0.02031511754828338,0.5836037648683657,0.5233033198382234,0.11275862495157944,-0.10186437853554409,0.7244035479405047,0.6832393349177088,0.028400867997244023,0.37837861612689444,0.06063864523838693,0.8277230308096151,0.413934874082067,0.18213429768376593,0.5836342646311715,0.8049860472753063,0.622484442713599,0.4210569890507338,0.09342154425553971,0.5551137732185734,0.6577894817675985,-0.04570773845502252,0.2505572821080052,0.6077863552994988,0.27692956501151866,0.5371154707797484,-0.012715828294528787,0.7027243747769542,0.6692239331631863,0.6176781161150202,0.3768501286781201,0.727161984875229,0.10584080268227664,0.33680398508479525,0.37979598418507227,0.6994946098286697,0.39811882806364685,0.4884406478894212,0.5007822793537349,0.12002364063864407,0.22187047096172585,0.4203877053340497,0.26697517848710806,0.8883295963629069,0.46848444751462576,0.24158317811992477,-0.09231019645085434,0.1481108838094237,0.6762767506309111,0.5269227806900056,0.44714268052724554,0.5057085759979669,0.6661955392873411,0.5511426645589984,0.15037878482479883,0.7159504006647484,0.03261453787228586,0.6792034354775055,0.284584550669091,0.9014378738615478,0.5953042801947124,0.5804416182378703,0.6596793577102095,0.5299478718670463,-0.020748402120912852
ParaHippocampal_R,0.1792485634320026,0.7589097054492902,0.5174113081694565,0.5269237317076142,1.0,0.4384490702074466,0.5718066885193953,0.37475736769308404,-0.04370639075886466,0.43229645444537634,-0.24650710472843998,0.5390994519995872,0.7019198872181205,0.6979534582001355,-0.11083543285160508,0.1560589088212822,0.46680300740941993,0.4531216741382663,0.05250997840777553,0.4566157897066023,-0.14078963097589373,0.6945162064519839,0.1078190517244875,-0.10035112241761315,0.7686254983938144,0.6561156389683386,0.3728370755654563,0.45140389897226546,0.16782741899506157,0.9011583844619565,0.885675637651167,0.026722759800654885,0.42552854983847416,0.37638719532761883,0.5621876468450012,0.31875759101204065,0.3808501993114233,0.4157563396880568,0.7627501760269416,0.5906914818206738,0.5597543445841874,0.6374183328390335,0.23609855580978797,0.41627359657869495,0.34445815682631986,0.5703467353332466,0.42611178056787685,0.4634122212831311,0.7499515065713078,0.4324737763310098,0.2229122657244389,0.4213186236173539,0.058088902967954416,0.6047443810202093,0.5241074955161115,0.624879355347831,-0.1289855888243334,-0.13348033391365535,0.20367150309358537,0.673087904055837,-0.24306083155049163,0.6064969442479711,0.7159819103848278,0.2526883131011214,-0.19924663429106737,0.18808077258782566,0.4203894496479008,0.5659160181613688,0.5204908743193146,0.4391130889608304,-0.11061880441836736,0.8218084740921145,0.09020216179301656,0.6599262121699263,0.1601480581026976
Red_N_R,0.34760196938232507,0.20164313827043653,0.12920718393580385,0.2901918764258662,0.4384490702074466,1.0,0.3389856897897092,0.31302834588791484,-0.07911764270457633,0.03673509984064806,-0.20959117427356486,0.3161940755362809,0.3574145156702497,0.3060521146829607,0.21189084499575592,-0.10088638974995318,0.3605080997312075,0.28412997754338815,-0.144866484717365,0.46721988860223557,-0.12304308430262788,0.4025218290228573,0.18411372992913874,0.08826006187633387,0.49436941464482637,0.3330269805057996,0.07009068911050742,0.48814587725883607,0.19056449634074488,0.46406248901769587,0.5129210757695624,-0.13834959649193554,0.4016143102886779,-0.003932282729626836,0.4246737929977766,0.18621731174317735,0.26836875138991056,0.27112064315308804,0.45132878369939466,0.4106363648975116,0.2241779113086453,0.29658605544763433,-0.0322880006171533,0.5640428475698547,0.10045444610091504,0.3440778437930066,0.35907015860215424,0.45616304260733637,0.4999522319141226,0.29083332009971896,0.10578871481790464,0.48888055392591706,-0.05306518561671627,0.3753563928915508,0.5049517486602775,0.2319278301942161,-0.29363157735535717,0.11224492212563264,0.26779826931588774,0.35457068496204647,0.03446576764511002,0.36025512821951594,0.42003378422244747,0.2438723407779348,-0.08189498568068418,0.18002131310764827,0.1382355123471994,0.3743115659798134,0.14046245261443188,0.2377844450555156,-0.07828952721010567,0.3786952366845882,0.08271721022051322,0.48102726558025727,0.006676983547593594
Thal_VPL_L,0.37387163048024724,0.6179742315133447,0.4218334274437531,0.6449615631089505,0.5718066885193953,0.3389856897897092,1.0,0.6090705151420822,0.061162691559781074,0.37003537624446736,-0.011304738134508788,0.1282573044306616,0.5058462820259482,0.45482320744419763,0.07704086072330456,0.02110480315015703,0.6015638153437722,0.213731891665655,0.05786861768980452,0.3328420743784047,0.07724325543018928,0.753834093929898,0.2029167706120331,0.010530065817557681,0.6054660804724502,0.6369264567447395,0.3432477751441154,0.4061215011970426,0.04943234920200893,0.6197921493446862,0.6555819515826911,-0.16452465254695542,0.6073834520864994,0.4678991153247389,0.4250812085301467,0.3394332118931442,0.05423768637849371,0.4663364999581352,0.6175940202704563,0.5665960047959465,0.3496399529200047,0.6345422076712532,0.004801149894003457,0.4063362489206281,0.18585784850172396,0.8434903787441702,0.4355300196812994,0.5907355740935339,0.4295410670219078,0.09217207603572597,0.1653949859617307,0.5509371785567033,0.10055178889124629,0.4992792715001464,0.35964667652861076,0.3156162658620986,-0.16803539993518166,-0.0271210547627471,0.41431586875242693,0.6322638055622951,0.2186531737183124,0.45714827167224276,0.5875199408471793,0.4368826685552648,-0.018257235032992883,0.43670123524975296,0.12120095328762322,0.5262624158446926,0.33032797767008704,0.4832933964804339,0.12789610282514965,0.6089177248245831,0.29395596799098506,0.5253390963379377,0.006027459402471439
Thal_MDl_L,0.39373153973828295,0.517488304750897,0.282507739223638,0.5020497970190864,0.37475736769308404,0.31302834588791484,0.6090705151420822,1.0,0.06810633381956085,0.074466253031698,-0.185842806777314,0.1799235966437137,0.49259269302107783,0.42803328484843056,0.009420912881216569,-0.169395534543537,0.49678586206263403,0.25726554765472637,0.1002362122769001,0.23587414389797026,0.08144896872507293,0.5283304307546531,0.02761436895503718,-0.23992885248828602,0.6291297970779189,0.44558789129278303,0.09977111885395143,0.17287303256312203,0.057817855689772414,0.33405520864599414,0.4828865105800372,-0.160313764223843,0.3788492044003968,0.27779195529323886,0.6359144430338565,0.2847545371450713,0.06989739392095466,0.4742567094015999,0.2774450033432113,0.3892038384572024,0.41587098442037984,0.5437256917638701,0.07925139153827702,0.31523046833615403,0.2614250785014861,0.5162690993424592,0.3938679803685832,0.1825804890209276,0.36670329640134525,0.16561179429500342,0.12438252914189964,0.6041272083026965,0.1465244131210921,0.43130860252677705,0.5379733426176679,0.23031594228894875,-0.05406364099241358,-0.0855154881600976,0.4366562740477626,0.6214994707705124,0.28907759414825673,0.3425003193839969,0.6055715419822976,0.5047427573176406,-0.07353813544526708,0.43500504239363946,-0.19522915079853786,0.40242861461742463,0.31664386965997665,0.41857066793322034,0.17661832393381635,0.5085865413511723,0.25101679446211556,0.5800349428305703,0.15238815533337455
Parietal_Sup_L,0.08394377846589164,0.07197691635784326,0.24205434884563617,0.5711284148060249,-0.04370639075886466,-0.07911764270457633,0.061162691559781074,0.06810633381956085,1.0,0.3375201985753541,0.17502393120393178,-0.28311758801696885,-0.03318468198274477,-0.06611691591610487,0.12048741722936548,-0.09710303237630546,0.22088793852012614,0.3801098531906553,-0.0015069889591631735,0.06508158223262571,0.03092169509846014,0.21679861946879941,0.40433542261089167,0.2854000143655255,-0.03396288510772904,0.20007234009150204,0.4235746100521169,0.10448472423536345,-0.031602837215693,-0.016538996320738655,0.06196024510410712,-0.12395499013703178,-0.17119870374381457,0.30918292544889,-0.29225884958090675,0.16312118263439643,-0.1725254208218285,0.2715628926310737,0.08327796851722112,0.07415964555980298,0.008308443264104536,0.2000033747511927,-0.055782771822552146,-0.026408570341685856,0.16442484173020927,0.13946953224605274,0.07937509672269283,0.09369319565406067,-0.04280466374639905,-0.1453457406795527,0.10144992355174115,-0.02994072582487727,0.2264548566523593,0.4994046134945959,-0.10238131788300725,-0.24211882272131155,-0.05565734286911558,0.12591222595998752,0.5402774766528213,-0.04315227641228535,0.5202393248088973,0.06871956624784555,0.09879551398853954,0.06408293682813299,0.20878488421338118,0.39923012422881143,-0.184694159303883,0.22204964861585064,-0.20252333302070422,0.5639935344267221,0.7555470096208903,-0.09108879266927801,0.7756234084955705,-0.05894150101281513,-0.05357045504789334
Cerebellum_6_L,-0.03306699792990363,0.5305294665292147,0.6717465921549929,0.6005697208078598,0.43229645444537634,0.03673509984064806,0.37003537624446736,0.074466253031698,0.3375201985753541,1.0,0.2597544315735018,-0.07510153675353284,0.40613202541507887,0.5109172375003929,-0.1373469703408158,-0.03426846899861584,0.4589278143919415,0.3813572318485487,0.038781567741568095,0.12673261214114961,-0.04350600347829326,0.5374682688106283,0.39247522192690737,-0.025059280642767717,0.25604809248364,0.45983498762727104,0.6354263411963504,0.42184885901397934,0.012376257355300903,0.40375348766954183,0.45197883789899196,-0.12807089610242187,-0.06222156353615385,0.4735372164552953,0.0641611215509719,0.42720675226799226,-0.13783990357623674,0.5671357333838166,0.5087738390717805,0.3518093771313385,0.3585430619576517,0.2940446294462259,0.0645464633118768,0.12239072305268925,0.20625115600698815,0.49486825396833456,0.030180446774209196,0.21886415898279638,0.3024503051461764,0.0596612267170722,0.1216706118398789,0.09769025544024328,0.20807997648518312,0.518686138718339,0.08255543320725009,0.3212093824651123,-0.07779770719522149,0.0514046979592497,0.34112192368780603,0.2782179003279198,0.229915205522643,0.35411022393099,0.4011820027779323,0.26832058842298806,0.12463966019732196,0.45630887596622,0.2685745399149447,0.6849410240833738,0.36914885922991436,0.48478917430201074,0.3911426576122766,0.34281408049032985,0.44181128551180626,0.2313090528792512,-0.1590960654044621
