,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_L,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_pre_R,Thal_Re_L,Precentral_L,Red_N_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuA_R,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,Cerebellum_3_L,OFCant_R,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VA_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_LP_L,Caudate_L,Parietal_Inf_R,Thal_VPL_L,Vermis_10,Frontal_Sup_Medial_L,VTA_L,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,VTA_R,Postcentral_R,Cerebellum_8_L,Lingual_L,Raphe_D,ACC_sup_R,Red_N_L,Rectus_R,Frontal_Inf_Oper_R,Fusiform_L,Thal_PuI_L,Olfactory_L,ACC_sup_L,Frontal_Sup_Medial_R,OFCmed_L,Thal_MGN_R,Temporal_Mid_L,Thal_LP_R,Cingulate_Post_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,ACC_pre_L,Thal_MDl_R,Hippocampus_L,Thal_PuL_L,Cerebellum_9_R,Cuneus_R,Thal_IL_R,OFCmed_R,N_Acc_L,Heschl_L,Thal_LGN_L,Calcarine_L,Occipital_Mid_L,Cerebellum_4_5_R,ParaHippocampal_R,Thal_PuM_R,Supp_Motor_Area_R,Parietal_Sup_R,Thal_VPL_R,Cerebellum_Crus2_L,Temporal_Pole_Sup_L,Occipital_Mid_R,Cerebellum_Crus1_L,Vermis_3,Cingulate_Mid_L,Frontal_Inf_Tri_L,Frontal_Sup_2_R,Thal_PuL_R,Temporal_Pole_Mid_R,Cingulate_Mid_R,Parietal_Inf_L,N_Acc_R,Cerebellum_9_L,SN_pc_L,ACC_sub_R,Thal_VA_R
SN_pc_R,1.0,0.23587414389797026,0.15434101103171471,0.4178546085322513,0.2114243666989575,0.3627119268081053,0.18687158247259392,0.18110860394003506,0.5139232907399327,0.168770099638203,0.02231943020830948,0.4420028728346705,0.2540116354931474,0.44727798701682075,0.1902274072784284,0.45435357987607644,0.40278707397587016,0.19695448582637398,-0.11552824186369645,0.502582535100656,0.46721988860223557,0.15286070648095434,0.49932036521828016,0.3798702719555063,-0.02624998966149029,0.5609916031724903,0.48605773479411923,0.06508158223262571,0.3168174134799777,0.17283547703963487,0.08487796446739225,0.20113553399222442,0.05237000895088503,0.44359845713942636,0.5174260950738774,0.5302318739137671,0.18525647113299998,0.19280039671473848,0.15297406043783046,0.3086693160901347,0.4989693149051191,0.5373467497391119,0.30891370638370036,0.2742478119872721,0.44970825714888457,0.46759678980954045,-0.048283172882136106,0.3624827919332419,0.5437283777575088,0.011660521355003515,0.3328420743784047,0.00031192371166114215,0.5008533074285642,0.06573579124965817,0.02159774723523686,0.2549540095623568,0.31052836128385014,0.35080646145168115,0.4693217937233588,0.3823346578951329,0.29312720876638687,0.3405991902059848,0.14084944987657277,0.37639314086417525,0.27646038080735486,0.2931578934463628,0.44445287828787583,0.4502714417141762,0.23432812923989083,0.16648449177257285,0.28795633741321086,0.46038441317068474,0.1401415575689492,0.3890836197870904,0.22093207172179433,0.13585428396974764,0.4631754426614305,0.1452173186323196,0.483563248185655,0.28208612332402344,0.12510181124482134,0.5046476994128741,0.37558800298108785,0.28254966357681693,0.09964887164586937,0.20053382324701985,-0.03429522520576913,0.210618771729776,0.3975505117275596,0.27813936935953476,0.20853446074448356,-0.14651080779379919,0.40354762829672086,0.4566157897066023,0.2365387825898057,0.5373535857075916,0.2328098384994255,0.5173255135812524,-0.15147261669568907,0.33022035254800497,-0.04212714750286451,0.08370157746718014,0.4321607066817329,0.4850934018134676,0.46206412058005764,0.4769933358632172,0.1823049527196762,0.21064319715776372,0.4875671423571258,0.18833385722906468,0.21032340073842873,0.11702561167329013,0.2873235043266898,0.24551083166884066,0.0764278020865602
Thal_MDl_L,0.23587414389797026,1.0,0.2614250785014861,0.49678586206263403,0.06989739392095466,0.5947415481710766,0.5047427573176406,0.036142084436737526,0.39373153973828295,0.02761436895503718,0.19109817792669911,0.3938679803685832,0.3425003193839969,0.46777251462503305,0.25116738053959436,0.1792039436517116,0.6055715419822976,0.31664386965997665,0.24298806438418008,0.3476628747566861,0.31302834588791484,0.2172674484649442,0.36670329640134525,0.4846865977282914,0.1002362122769001,0.4828865105800372,0.3580421221465112,0.06810633381956085,0.5442146046162893,0.3381900677124125,-0.07353813544526708,0.5571975637764405,-0.030841195770798205,0.33405520864599414,0.3697263679997835,0.4939192251122125,0.07925139153827702,-0.05127101307129212,0.27485827059149737,0.09952164852611081,0.5346425393083943,0.42148101054963244,0.6359144430338565,0.517488304750897,0.4831162645831755,0.7014375654746633,0.38661439613889,0.1046282081481384,0.2774450033432113,0.17661832393381635,0.6090705151420822,-0.06111535218787751,0.5438874141846509,-0.11125612871051227,0.15238815533337455,0.35708344645121914,0.057817855689772414,0.40242861461742463,0.31523046833615403,0.41857066793322034,0.1789558759225002,0.5202554691798452,0.13753281708070672,0.49270761768730104,0.17287303256312203,0.24793743294781792,0.5379733426176679,0.2793568220340574,0.46214194620156795,0.11945248926492223,0.38428977987988083,0.5085865413511723,0.12438252914189964,0.6041272083026965,0.282507739223638,-0.05293518932992416,0.5661718704470656,0.1766259257543143,0.43130860252677705,0.23031594228894875,0.27779195529323886,0.5659721882211682,0.3788492044003968,0.2847545371450713,0.43500504239363946,0.6214994707705124,-0.169395534543537,0.1799235966437137,0.31442830100669406,0.3892038384572024,0.5740338815966892,0.07362706482243356,0.6136855363409104,0.37475736769308404,0.6769939028962336,0.42684229132519974,0.22351325315324794,0.5564605887917735,-0.17936353831976973,0.14750594419280308,0.08144896872507293,-0.185842806777314,0.5283304307546531,0.4332958086332053,0.6291297970779189,0.4077302510197682,0.31609370438961004,-0.18870644105904968,0.44558789129278303,0.25101679446211556,-0.001899210639291061,0.1465244131210921,0.09977111885395143,-0.32000670329900555,0.41587098442037984
OFCpost_R,0.15434101103171471,0.2614250785014861,1.0,0.2485691041525138,0.5674709529546168,0.42445675768293417,0.172451201939102,0.06927604780769354,-0.04317513016962187,0.18221684689363743,0.11571906802483402,0.0674264125208026,0.3153172530441151,0.35780300220139305,0.07736371572683133,0.1884764764931677,0.5131944975481576,0.28064739785454257,0.088863477844321,0.31739444460755456,0.10045444610091504,0.31089597598824137,0.5607146948369267,0.40833685109963574,-0.0027805245102327167,0.36070553136526984,0.1294180810754383,0.16442484173020927,0.40550690554020047,0.2402215782545601,-0.03975620545486851,0.26939988780578566,0.06339896644462306,0.3482502058089428,0.3736806893858011,0.3981017392230735,0.6078039181164318,-0.14252625157163973,0.21929755432050724,0.347774757696556,0.4480422283685221,0.4249121630704151,0.385212622525699,0.4289478790493285,0.2532656388162255,0.3593687868326717,0.26756046783913906,0.012221124017680711,0.42118904791489936,0.12951106141275948,0.18585784850172396,0.07104724057857033,0.4077010199794201,0.11573768878764652,0.30497555770599355,0.2621152744462262,0.07545513908180075,0.23533377492855265,0.11094103957429274,0.3502848558203234,0.24479519247067405,0.3217943170079103,-0.08629975270379092,0.38821914812048736,0.1541730691858853,0.23706715415997318,0.2835125026506587,0.3538744693104535,0.23714331298076372,0.30229663218082203,0.33444433160631243,0.42855044240327667,0.08319978743950725,0.08899758388487246,0.4780344065265796,0.08746897261127308,0.3994086231253896,-0.037608117154605845,0.40133616432045005,0.3777341024396646,0.29909308892357417,0.3976484792479497,-0.07667691144000455,0.19319977542384342,0.21585297313163426,0.26847970148291167,0.19276171025857888,0.3857934303631758,0.3052546028822591,0.3119333193383653,0.26076337748617195,0.08417972444302091,0.2595889069356437,0.34445815682631986,0.2867249960415564,0.4063614373074843,0.02277446381660734,0.36952456007868106,0.18174459853369124,0.1365357587501499,0.11009221892093456,-0.044881097903822914,0.3301629000519388,0.44133223264462923,0.4740816140806231,0.4473097648102489,0.10558674637692043,-0.08903419733339915,0.40831434378424913,0.23778870609150432,0.18055717347424613,0.14314817756663337,0.35270766364390743,0.029830183701952055,0.23356763766431285
Temporal_Sup_R,0.4178546085322513,0.49678586206263403,0.2485691041525138,1.0,-0.04781556853796632,0.6566695222624983,0.39837193578624935,0.19676769212218745,0.46806177123280396,0.1615368876195967,0.1767305447922934,0.496553927430469,0.38400809082266585,0.7245143046064987,0.2279736470182109,0.3140976010618431,0.5114213749030244,0.3125464217097611,0.15424765265882232,0.3821522521796817,0.3605080997312075,0.37412505396260504,0.513333087373436,0.5690429259240541,-0.039480999873866066,0.5854086344247877,0.564909129922284,0.22088793852012614,0.720800305143976,0.7402700507941373,0.0649581205259281,0.5034622731856156,0.01011827206736892,0.49588600675006844,0.4727615026257641,0.6672384398439976,0.14838251038391534,0.27172031274859737,0.25965845032240686,0.2877931398197418,0.6215546927123011,0.5482227820443443,0.40475753224295374,0.5319027757583465,0.5752123841626795,0.6497174026858089,0.08451551683226001,0.2733146312358047,0.6218946132065227,0.3863217148214902,0.6015638153437722,0.18500109889997732,0.6015412692641267,0.21377260787152963,0.0686793060244677,0.3950862386204232,0.2213610552851086,0.7013564628697702,0.33678539248066547,0.6860351192881575,0.377472893407935,0.6761219462691777,0.11908345056286743,0.6455558941076697,0.48745622317232945,0.19197578207080915,0.48165795401488165,0.7618208603818638,0.3796708475997782,0.20603526189258553,0.5245795783887981,0.5076323774050587,0.20033760060553218,0.4269766521087022,0.47472018488373613,0.21382671909065545,0.6839116670269703,0.116080272661961,0.6329490668249971,0.2711441966366588,0.3652093688597095,0.5942978121253704,0.3539590967761968,0.4234140154610696,0.43457245564494956,0.4591763252612837,-0.06047732850999114,0.1600351751236737,0.31466705760423813,0.34841383386881153,0.5860923164811565,-0.0016390068931250437,0.6477761937541378,0.46680300740941993,0.47103897696937813,0.6020256128708266,0.2877767674249678,0.6634557156144022,-0.15067150174073338,0.3293456274298728,0.04662472250837598,0.1120040857049255,0.6540613003874475,0.7552984210729673,0.4786092415748089,0.5894767412688973,0.30778656491084583,0.11505859022737225,0.7699433919431337,0.4293900885717293,0.2985152605646318,0.25332706876790456,0.3768079574730437,-0.06454516309991919,0.31626302999296274
OFClat_L,0.2114243666989575,0.06989739392095466,0.5674709529546168,-0.04781556853796632,1.0,0.26013726973707124,-0.003435678555531749,0.045914201580377574,0.002138676658856731,0.014906661419617714,-0.022368960945262868,0.12947111914669288,0.3441442283112055,0.09407750722597201,0.17088946389621368,0.42934638228118865,0.4148777497083271,0.13745527243285965,0.05799530763626991,0.2910978950664412,0.26836875138991056,0.10497710267430595,0.6388282825819381,0.06321370231857522,-0.01288950832294426,0.38062807693702433,0.22787792902903425,-0.1725254208218285,0.023970851709133115,-0.22626630438017384,-0.26106051880754183,0.15853846303191158,-0.07608700780191792,0.3970417202901916,0.3766307335437414,0.35009455163732073,0.5146296140955928,-0.19328394246475708,0.3747958790869197,0.549722908131146,0.33833259301504925,0.3827395341345233,0.3360393541832686,0.22840749400739144,-0.02427825507975989,0.2651080477183056,-0.03731972991975313,0.16785855124334736,0.3408490300757178,-0.25712310756136547,0.05423768637849371,0.05041090283829119,0.24854377376410214,-0.23801891656806531,0.21114284681734768,0.4686939841585567,0.10354106541624243,0.09741229971323184,0.30551135277438074,-0.028230202916138623,0.05871409629699283,0.01722312826992289,0.2660585661119338,0.3061546027402881,0.22657880729340513,0.2965884548460363,0.3075244577243123,0.11423059501628358,0.11145388830339661,0.5199408373982232,0.3480886694872622,0.37748044550513044,0.021971528669266847,0.2287236217998823,0.15851512962197864,0.05579483333096866,0.17808330448442253,-0.10599575208706406,0.13733138505747883,0.43086527751916,-0.09553877866713682,0.3829468264228497,0.0718080415377439,-0.11265811087052034,-0.12695490273361337,0.2591877510851875,0.31152192106264875,0.7079002598519308,0.3996596256393492,0.2048983520267823,-0.04193191000984636,0.09135400623897924,0.09567898839712691,0.3808501993114233,0.1846586558644721,0.29368182973124557,-0.13146972324638004,0.20088976921697219,-0.09777888553222086,0.12352322046517215,0.06025976305016328,-0.2943566068371375,0.10305120747168893,0.13138356923926325,0.46196217985534827,0.3152463255236372,-0.06866988256941454,-0.27553136367700315,0.13759684467026842,-0.1938125961113984,0.3828965420841892,-0.18064573625096153,-0.04067425851256234,0.2649923522083239,0.33201433902550376
Heschl_R,0.3627119268081053,0.5947415481710766,0.42445675768293417,0.6566695222624983,0.26013726973707124,1.0,0.5464647129410543,0.06539053263157202,0.15882872999770062,0.18737683698620702,0.15334581481986434,0.36940715780549627,0.6296761661561223,0.7313211088573388,0.36172899140516496,0.34705839810682215,0.8458298118237678,0.4607578449210452,0.3375566401900714,0.6440005370232535,0.41369630982736466,0.48754675780931284,0.6871615475042699,0.7186570176200634,0.07204220176153851,0.7386751620444018,0.43007609290860604,0.05566750851587332,0.7157648657155133,0.42930349553876074,-0.0994686699828033,0.6510961508502064,-0.13741296997798919,0.7200336309550046,0.7420925711167676,0.7987574533102061,0.2038038257303422,0.00989207536693665,0.3821880635565692,0.4156879782700547,0.8441051447014367,0.7704694077101895,0.6379881270422811,0.7185088468669563,0.5274787480431943,0.8035324924147526,0.16064137643696483,0.18792440513390216,0.7442324978862725,0.13519601058326547,0.6597398280828349,0.1899612679725671,0.8049394794079993,0.2761202444427,0.15140408307729641,0.5565240766211095,0.10227338715822364,0.5682445544108056,0.4757352687558602,0.6040479677542705,0.3426869651986468,0.6967880302575463,0.23812549935456276,0.6720243675699231,0.45611785821369605,0.11687157941263882,0.7351878562189066,0.6861421585091455,0.6159044835729011,0.3315456717979553,0.6564834835580671,0.7452226041639669,0.12950358352391977,0.5209656430609819,0.5986768120120615,0.18444254958631442,0.7488464629259498,-0.062440558799270296,0.688131205908109,0.46582383684179457,0.4202275482088439,0.7785217626911818,0.4152296874554301,0.39601301404558387,0.5033795808815319,0.7368985270297894,0.11701545759865148,0.29642178879101005,0.5840774551461184,0.682727097069202,0.5829291289042835,0.006306840661433709,0.73886611419254,0.665606654963276,0.6217694715473028,0.7656943587693897,0.012637787215158122,0.6812372755898027,-0.0028256635372422767,0.291984886781641,0.0034367019074719647,-0.07210619725483719,0.7845350895898355,0.742072392199278,0.8456938638728111,0.7977752237982969,0.2818415605432724,-0.23774784984748817,0.7827177730601419,0.3079072543758602,0.387231930973908,0.12326544134792046,0.36243897379607054,-0.06453304191745735,0.5503769393641045
Cuneus_L,0.18687158247259392,0.5047427573176406,0.172451201939102,0.39837193578624935,-0.003435678555531749,0.5464647129410543,1.0,0.12103454091823933,0.22350783987218203,0.1553933980816483,0.17454557380509447,0.22700497232755656,0.27084873328754233,0.424786633651257,-0.015436616297871887,-0.11119238545170367,0.5427654245340124,0.29795175637515464,0.18508070332951476,0.5385490174464767,0.2438723407779348,0.5184339304317906,0.3195380078925014,0.480210530262583,0.05508574036453189,0.3802334007057661,0.25978772811413414,0.06408293682813299,0.5258682375576746,0.35348706626528587,0.15420726100045545,0.30265073457859487,-0.05986214933250314,0.27616688905387793,0.5122275268941908,0.47079328492666284,-0.04301411745132191,0.2679011393858545,0.055294862411572256,-0.012100063938624903,0.48869449678778665,0.47887501731178705,0.3872827029468127,0.34409958734385027,0.6145150543891986,0.6588723526737049,0.43281452633759254,0.1989606830683721,0.41226131489676404,0.2945286542873973,0.4368826685552648,0.23148663790374388,0.5331453236442911,0.28195907639531936,0.0025543209702111524,0.13661914770273545,0.07292597349494807,0.47291711250818885,0.4073623688543892,0.5106874629101186,0.5820335252697442,0.5745232220493597,-0.0559003464870306,0.28167583769938837,0.24250249440565297,-0.04821863300671473,0.5522497119671159,0.37163223085187463,0.4841809533622307,-0.043438654670288374,0.3382344526905,0.4257002811179035,0.05809889762163754,0.3659392639378464,0.37814691365636477,-0.011418036728482198,0.4312210793165464,0.20605771097662928,0.5021235997029952,0.2207397724460137,0.2623742086778111,0.40945980382124875,0.1788332289115391,0.5013170644063367,0.6743017074168635,0.5021945045096108,-0.11239113675861474,-0.09833217465471253,0.4551165505007867,0.543405490543403,0.5718697057694796,0.027025679391747857,0.6845615107055175,0.2526883131011214,0.28974524709421495,0.5782109812627734,0.13774119175983685,0.4128177791066453,0.040794253780429904,0.3105879864972728,-0.038489624834878625,0.18287379954829927,0.6304062712696101,0.4311495445218231,0.4899830183038209,0.47076708241767873,0.517031028656923,0.02761581023810023,0.44019269412093776,0.26989133536323046,0.13615354636399093,-0.004200923934974463,0.2000385661911783,-0.34630064919294434,0.25555314701055376
Occipital_Inf_R,0.18110860394003506,0.036142084436737526,0.06927604780769354,0.19676769212218745,0.045914201580377574,0.06539053263157202,0.12103454091823933,1.0,0.13795568153235455,0.06242655574780717,0.13890671015976283,0.11564187595751077,0.037762959835558794,0.11006294342803107,-0.07286939389436402,0.05854448542467467,0.13243319351576735,0.19858013082219006,0.04864765995965649,0.20600736686240792,0.13378362216301715,0.2538578464350435,0.1975142464274411,-0.0157203483758796,-0.011162064227970066,0.14570407813942005,0.28637389596818136,-0.015321796176956939,0.10226724756528859,0.04449427806677301,0.056837400451464286,-0.07171537097006017,0.06522274408719642,0.11744074668941742,0.20207426559964878,0.22339314272026614,0.11345845906457017,0.19854002461599027,0.0944916239792358,0.1141222934877573,0.14864464645811398,0.22158752858334257,0.16269461067975866,0.07986702674022889,0.15793417509609362,0.15262650487078447,-0.08870435113061467,0.0005108277864592248,0.17949075509254872,-0.028920322121059164,-0.029586135382035854,0.30864626013318364,0.11394484643986022,-0.04310984040078748,0.005656775126080779,0.14578206747821656,0.07148280157348975,0.3298945754535222,0.16664083511911024,0.09790346196646858,0.10192973043889526,0.13511085482797414,0.03443690447089293,0.14121637900641823,0.21925155458019582,0.02578230968853665,0.20116708365015837,0.15757914322193511,0.011024022321785986,0.19174501104085148,0.23878948183569146,0.09436554424476243,0.09014497729036701,0.026301670441246563,0.19740795606369904,0.1549480293518099,0.09408229611441288,0.09941005164744002,0.17647276019778174,0.1357745411101561,0.044809137680854094,0.1308412995774429,-0.0704594201846009,0.20680255332136696,0.09716647887535704,0.0668061037831755,-0.12732941425776267,0.033608331920823166,0.21742656526086476,0.059925149724764454,0.07229854141552054,-0.24896702181431535,0.2759248014966763,0.15737557069411756,0.010290519009117654,0.2124381662245581,-0.06268052521448057,0.1312239645467296,-0.034847807831867104,0.22613700932244005,-0.3450878230934949,0.07105320793227629,0.1424252926285288,0.1126659885241169,0.09066127247487572,0.22000774023295375,0.048593445292814744,0.08121553136212571,0.07518096549017243,-0.02022465633528962,0.14775828902212995,-0.002681627471750359,0.1394080869186968,0.05792325348367234,0.17512729972637583
Temporal_Inf_R,0.5139232907399327,0.39373153973828295,-0.04317513016962187,0.46806177123280396,0.002138676658856731,0.15882872999770062,0.22350783987218203,0.13795568153235455,1.0,-0.019229702422243027,0.11327380834514218,0.4458143556621867,0.029053407639142798,0.3152373705000957,0.2236677332817536,0.2590191056989201,0.16865588847991184,0.0580833815640657,-0.02764222759857086,0.2663737685266261,0.34760196938232507,0.04808261772960244,0.2343301533744787,0.18360507185708694,-0.06442051353005368,0.36049656750617476,0.47979818417540465,0.08394377846589164,0.23460791540563986,0.22185510734768726,0.13654989220785657,0.12051509995417395,0.1606883644967231,0.1468811127393569,0.2476800772721395,0.3462161632551931,0.059535753330763594,0.3722034737813463,0.13977685510561466,0.005571388891494629,0.24899647306198883,0.2765651548710744,0.19606583927715135,0.0772442448909802,0.4015737812218965,0.46928417207321105,0.08446735499654268,0.5118315803272083,0.26353695819615136,0.1145943276060281,0.37387163048024724,-0.21148684259230263,0.2730435611771636,-0.23406054917457436,-0.052590925707205236,0.1655745298006442,0.4039375933692129,0.38848644524218023,0.37966983522041253,0.29743577749558775,0.2526576952230859,0.3134777334688013,0.2163204756102969,0.2728668976150143,0.25697160116789103,0.25718018367288786,0.34957559062139837,0.24277026205017807,0.13001383438198108,0.139509659386475,0.184147724758478,0.22302916302845688,0.10055191301161621,0.5185174797804933,-0.12442775877022917,-0.045237520237150365,0.30945456271296173,0.3864813214733946,0.2874710334118199,0.09100990881349208,-0.042215857271562074,0.3319179675389338,0.4294136407900229,0.15300695067088285,0.1333072960288988,0.13381531165841914,-0.27807139868183933,0.12957386085271008,0.09807554004870689,0.035917084031620805,0.26506878679287343,-0.06348051452929396,0.40320839317232465,0.1792485634320026,0.20060373866036424,0.3148120078986625,0.44001941767227276,0.38090777567732403,-0.3766722405404882,0.1830766283743676,0.024969172385543116,0.0838759017807174,0.29334544642518284,0.2630826997388925,0.24396476278811566,0.17785507566055997,0.23014058035211368,0.343909221050393,0.25250896258712874,0.17400727388123752,0.08958095502321946,-0.015141485993636303,-0.023621058367546778,-0.015582903585678671,-0.02230593855742122
SN_pr_L,0.168770099638203,0.02761436895503718,0.18221684689363743,0.1615368876195967,0.014906661419617714,0.18737683698620702,0.1553933980816483,0.06242655574780717,-0.019229702422243027,1.0,0.09969459802797213,0.053472493170142264,0.3029955791858204,0.35377377095602974,0.04245368665227483,-0.032297251195752705,0.23985158421242977,-0.20761571761347855,0.22879463245951634,0.3682642028167537,0.18411372992913874,0.08896769983998616,0.21515488199900232,0.4246180510693357,0.020867797690477547,0.2631800429651348,0.06398523972849944,0.40433542261089167,0.43118707128528866,0.3947231338295037,0.13099545321006298,0.06190322673280056,0.12503004185621902,0.27268319245643696,0.2661497775608779,0.21279781320611266,-0.13370478159683793,0.0438580804642935,-0.36187461220494477,0.19080225733551315,0.19330611966499445,0.22458071055650197,-0.1712867815577909,0.1189609103955707,0.4004546181193144,0.06338394558299977,0.20198863410122536,0.07161968063749723,0.3326213354202984,0.4960647271832604,0.2029167706120331,0.0702868094596522,0.18837856990462112,0.3807733824370568,-0.29251171114993335,0.1620615740215617,-0.03875467581779039,0.2869669003104962,0.3122460612205986,0.46737234475308237,0.21341603958347755,0.3778885924078687,-0.22871043252421966,0.014922598557933273,0.3497380160004131,-0.15301191934324554,0.07910134520643994,0.3628885511084947,0.21764525899081574,-0.07026887152484262,0.22236061677913008,0.06528159884042463,0.12821738756567996,0.13330145324394516,0.3773676880000654,0.3612766149749368,0.18045077066842827,-0.2349399727614544,0.45625676313992636,-0.24691645701765913,0.27488804512291437,0.25446276915041693,-0.09567182603442458,0.2419060210468491,0.35050809113310116,-0.024030450003283348,-0.1694818288520141,-0.20392525983226553,0.32248852850835613,0.27050706602611674,0.4675036429094201,-0.052495255416521114,0.16820713721617286,0.1078190517244875,0.004709358858251506,0.3104692071095625,0.17689752845192558,0.11998459253874492,-0.07136750539235175,0.21312098892835124,-0.13305414421108866,0.04711563524488009,0.32570416671402136,0.19041679393591043,0.15022181900568585,0.26983360410837415,0.5025629020120223,0.09434358004537527,0.21064649964813184,0.4487302116475455,0.05569588058704389,0.30962625100576185,0.6549094494955449,0.2627041009226036,0.08674544277569693
