,SupraMarginal_R,Paracentral_Lobule_R,Cerebellum_10_L,Cerebellum_Crus2_R,Red_N_R,Thal_MDl_L,Thal_LGN_R,Rolandic_Oper_R,SN_pc_R,Frontal_Inf_Tri_R,Cerebellum_8_L,N_Acc_L,Thal_AV_R,Temporal_Sup_L,Vermis_8,SN_pr_R,Cuneus_L,Rectus_R,Thal_PuA_R,Cerebellum_9_R,Thal_PuM_L,Putamen_L,Temporal_Pole_Sup_R,Thal_LP_R,Hippocampus_L,ACC_pre_L,Vermis_3,Occipital_Sup_R,Precentral_R,VTA_R,Vermis_7,Cerebellum_3_R,Supp_Motor_Area_R,Frontal_Mid_2_R,OFCmed_R,Cerebellum_6_L,Vermis_10,OFCpost_R,Occipital_Mid_L,Thal_VL_L,Cerebellum_Crus1_R,Cerebellum_3_L,Cerebellum_8_R,ACC_sup_R,Heschl_R,Temporal_Mid_L,Red_N_L,Temporal_Pole_Mid_R,Olfactory_R,Occipital_Inf_R,Fusiform_R,Cingulate_Post_R,OFCmed_L,Frontal_Mid_2_L,Cerebellum_10_R,Cerebellum_7b_R,OFClat_L,Frontal_Med_Orb_L,Lingual_R,Cerebellum_4_5_L,Frontal_Sup_2_R,Frontal_Med_Orb_R,Putamen_R,ACC_sub_L,Insula_R,Frontal_Inf_Orb_2_L,Frontal_Inf_Tri_L,Cingulate_Post_L,Precentral_L,SN_pr_L,Occipital_Mid_R,Insula_L,Precuneus_R,OFCant_L,Hippocampus_R,Amygdala_R,Lingual_L,SupraMarginal_L,Cuneus_R,Temporal_Sup_R
SupraMarginal_R,1.0,0.640759725165719,0.17412215156168426,0.1257628528446785,0.05577807786934084,0.3381900677124125,0.26119006278181395,0.3585968969938477,0.17283547703963487,0.2851096061500579,0.30714913370385855,-0.17105496353599492,-0.10403010693821557,0.299782543216591,0.2213402353727197,0.2827880274430047,0.35348706626528587,0.05945409122164232,0.37477902363302734,0.4202741787064887,0.2672225969066341,0.20318457124821468,-0.0262616838632484,0.2972981163587345,0.37074623179868116,-0.007613481923754728,0.5444205174491539,0.0921880995933698,0.44112206897000217,0.11247281507632742,0.02992595324923094,0.44847526179790626,0.4308994331725296,0.40430776310920247,-0.11897523165679014,0.5662747571267068,0.12291967140078369,0.2402215782545601,0.15341661332837392,0.4378710145945372,0.25401196200216897,0.3711191158944937,0.554220717442097,0.37493957143967505,0.42930349553876074,0.4667651148771929,0.30450410022042734,0.2197489844911359,-0.04473359529823012,0.04449427806677301,0.5095599902490989,0.49858333403531585,0.1422404336833623,0.24079783494573062,0.22206389571595261,0.18616363094682128,-0.22626630438017384,-0.0875847011286853,0.5918970337893862,0.6615471968464196,0.4273459456624274,-0.06263233456252526,0.30756620635267495,0.06692712277772724,0.3694026985568308,-0.11323796232754368,0.23044867447823364,0.4689886171195478,0.26576931896738987,0.3947231338295037,0.16190658258434454,0.238910397722446,0.7649155804136115,0.0028711464147814624,0.3679345487569067,0.018655641273254798,0.5907774699564837,0.5138234513511749,0.5356014565164441,0.7402700507941373
Paracentral_Lobule_R,0.640759725165719,1.0,0.3872240764727275,0.051683658851327904,0.3823218185179269,0.46777251462503305,0.5069688952404456,0.6248990839288618,0.44727798701682075,0.536213396401702,0.3989362667815032,0.11899090549525894,0.11817145698180792,0.6715730114179278,0.19627315049697258,0.47349320396613886,0.424786633651257,0.19266183823385705,0.552688827330318,0.41213535522528566,0.5906976841802251,0.4594939776790721,-0.10587166669767353,0.25112015344288763,0.7021558691648938,0.2818585258065924,0.7986911612488758,0.11454218673510612,0.6544986203190427,0.44812519515377675,-0.00530558424138552,0.7033535639371599,0.7422796154021484,0.7229485503093992,0.01274464562676499,0.4687815056038422,0.0709319307746547,0.35780300220139305,0.020097423206086117,0.6175389152376767,0.12711239019798268,0.6812602193584448,0.5990939714300352,0.6094568776621695,0.7313211088573388,0.602081404411026,0.4369643312817263,-0.019345585540045927,0.1296787285797595,0.11006294342803107,0.6726998794096012,0.7350634194336138,0.21043258057018885,0.5851670701935758,0.37283928635209146,0.2651428694890746,0.09407750722597201,-0.025951883773180768,0.6671464641700571,0.796389323213585,0.7540105773759768,0.05765635683541357,0.4876746067329311,0.073278170711003,0.552921898284472,0.21436469839291752,0.6495880376989681,0.763916020723305,0.693885155797236,0.35377377095602974,-0.008687038425527413,0.5715970260789526,0.8770273894293725,-0.09252243396995052,0.6878979436447767,0.30849992628053746,0.7043779876140625,0.6518464868990737,0.5467733085123212,0.7245143046064987
Cerebellum_10_L,0.17412215156168426,0.3872240764727275,1.0,-0.0799992483058326,0.39399502839751166,0.19433111382860027,0.4319328816941342,0.3647659089344658,0.2979284243020745,0.35588944784058696,0.0013603822815321126,0.3556752323526614,0.3636285864133708,0.4059694788254688,0.02494867503352481,0.5148936351219108,0.12557564360291681,0.1784404186718303,0.45993101259488184,0.18116603369900525,0.5011045598745385,0.43915501327253803,-0.3137179070122517,0.038804841560796624,0.6107719309516523,0.43029946611601166,0.4239584621259033,-0.23706373442923825,0.2483787410269048,0.3597850049317944,0.02321383331025226,0.47176159692943914,0.4541968930271607,0.5081614496081155,0.16067005708194096,0.16715911698041622,0.13767455685466415,0.08134042009158733,-0.17123612905437935,0.3893980239745263,0.02379988745448956,0.605390709432782,0.21901208304214007,0.5075820659586935,0.4835615827654882,0.23654262259916686,0.3353166227720713,-0.2561730050596405,0.3060411721142721,0.08692189200589913,0.30268277554879186,0.4620359434750186,0.1261028643550335,0.4497959902696925,0.5457191988827541,0.04375943849709347,0.23800986639524818,0.11986388544012438,0.21930211183934803,0.3751180686300704,0.5135789065319574,0.08651298185366396,0.45438281671357666,-0.07128865057371551,0.40562077077182324,0.2555270044279347,0.5318707184820551,0.4333546504585745,0.3441679014165122,0.07142370752803835,-0.15445674199148945,0.4466684352459153,0.28972768948663935,-0.14085767145878483,0.5593795647723917,0.5802070711942687,0.3050278797872555,0.03936754393336837,0.10060946415406367,0.3468775410035883
Cerebellum_Crus2_R,0.1257628528446785,0.051683658851327904,-0.0799992483058326,1.0,0.11224492212563264,-0.0855154881600976,-0.07879497566499757,0.0719697799254032,0.1706813333911834,0.041953748962318696,0.2554867259764908,-0.13115295300663643,-0.15319875868116825,0.0055186472537393175,0.08280314277095335,0.01863066633231614,0.1482861688737036,-0.07075165178659298,-0.10665724933644517,0.07821410717488578,-0.14541177653435647,0.07501244067859944,0.15664976410311515,-0.05561988718992162,-0.049011753434922194,-0.05388643894145336,0.0851238097282249,0.03611494914239787,0.16638134472991686,0.17420143645065178,-0.10670673867897108,-0.03511852382451597,0.11117007364040808,-0.008483298150657343,-0.02450853363291531,0.0514046979592497,0.12785508729132058,-0.036141832228853144,-0.0033318072024441365,-0.06247048072727874,0.2579779480786506,0.07023614994615192,0.15007029437527553,-0.06115248148766898,0.03771184127590345,0.11808350187372534,0.15136102084020753,0.1695961778904259,-0.018612202494648417,0.10909832001757241,0.22852533585046092,-0.059290176146232706,0.13150943152189407,-0.03199960436097809,-0.017258068675363468,0.13171780435670694,0.02108070301959124,-0.06071545389547846,0.19913991602763603,0.11963724785930178,0.027447152357970364,-0.07374870360123698,0.07193822069437528,0.18441538950876615,0.07468023411715909,0.020833605391974975,-0.031263960385324675,0.05744448581346436,0.17007701100254166,0.09654859674685495,0.0890745634463464,0.05337491428143416,0.1481108838094237,0.022437899602481798,-0.035729001196408525,-0.18063034674503187,0.10417241070254629,0.18325367650388907,0.20194012538063036,0.15494236882105739
Red_N_R,0.05577807786934084,0.3823218185179269,0.39399502839751166,0.11224492212563264,1.0,0.31302834588791484,0.36025512821951594,0.4754832003436784,0.46721988860223557,0.4356593326881782,0.1890952991049978,0.3161940755362809,0.27500159475125174,0.42003378422244747,0.037273105533598465,0.3601524192043318,0.2438723407779348,0.2991582355882366,0.2450185547357827,0.18621731174317735,0.3337278629313368,0.45009122154365694,0.02964491853095903,-0.0904162849700713,0.5164092308543918,0.2319278301942161,0.4025218290228573,-0.07138808477145464,0.28412997754338815,0.5640428475698547,-0.144866484717365,0.3912782057843139,0.44274184986739146,0.42721256060163315,-0.10088638974995318,0.03673509984064806,0.05818130803880878,0.10045444610091504,-0.11791154952573377,0.2547255782747742,0.13124319004332022,0.5235692737453983,0.27112064315308804,0.3847986611944955,0.41369630982736466,0.12920718393580385,0.48814587725883607,-0.07393274322369754,0.1382355123471994,0.13378362216301715,0.4298128641147461,0.29658605544763433,0.10578871481790464,0.47963276545649247,0.43960618432558257,0.08826006187633387,0.26836875138991056,-0.13834959649193554,0.3308391796070135,0.35977006332878725,0.4112677996675546,0.006676983547593594,0.3060521146829607,-0.0478621001458563,0.3574145156702497,0.29083332009971896,0.49436941464482637,0.3986429880677637,0.46174619884387014,0.18411372992913874,-0.12304308430262788,0.4999522319141226,0.2901918764258662,-0.23743760758360952,0.5129210757695624,0.35626578555369937,0.29994906301041224,0.26779826931588774,0.18002131310764827,0.3605080997312075
Thal_MDl_L,0.3381900677124125,0.46777251462503305,0.19433111382860027,-0.0855154881600976,0.31302834588791484,1.0,0.3425003193839969,0.7014375654746633,0.23587414389797026,0.5899167850667588,0.1789558759225002,0.1799235966437137,0.27485827059149737,0.6055715419822976,0.19109817792669911,0.15311816629422528,0.5047427573176406,0.24793743294781792,0.5571975637764405,0.2847545371450713,0.6083455489948443,0.3968932833088704,0.1766259257543143,-0.05293518932992416,0.5659721882211682,0.23031594228894875,0.5283304307546531,-0.030841195770798205,0.25726554765472637,0.31523046833615403,0.1002362122769001,0.5959000899984471,0.42684229132519974,0.5346425393083943,-0.169395534543537,0.074466253031698,-0.06111535218787751,0.2614250785014861,0.07362706482243356,0.7269668011844461,-0.05127101307129212,0.4939192251122125,0.4742567094015999,0.49270761768730104,0.5947415481710766,0.282507739223638,0.17287303256312203,-0.18870644105904968,-0.19522915079853786,0.036142084436737526,0.35839659079047687,0.5437256917638701,0.12438252914189964,0.5596361601027531,0.3580421221465112,-0.23992885248828602,0.06989739392095466,-0.160313764223843,0.477244919183639,0.48742840194232356,0.4077302510197682,0.15238815533337455,0.42803328484843056,-0.5063298149952801,0.49259269302107783,0.16561179429500342,0.6291297970779189,0.5661718704470656,0.3476628747566861,0.02761436895503718,0.08144896872507293,0.36670329640134525,0.5020497970190864,-0.1989481228267692,0.4828865105800372,0.1792039436517116,0.5202554691798452,0.4366562740477626,0.43500504239363946,0.49678586206263403
Thal_LGN_R,0.26119006278181395,0.5069688952404456,0.4319328816941342,-0.07879497566499757,0.36025512821951594,0.3425003193839969,1.0,0.46121437033764573,0.2540116354931474,0.49948311398241696,0.039454129225405137,0.28065592115885063,0.21433130767158298,0.6800793898158921,0.23636954514451977,0.5700462391082435,0.27084873328754233,0.0871297252043933,0.4948606913984462,0.2753265199647545,0.6275717265493549,0.7191622470069091,-0.19406053145619617,0.3757382100171743,0.6862623795934945,0.3038392431335734,0.5429333233620491,-0.1614568654098859,0.4733870366969948,0.3742958271646147,0.13822510005357572,0.6132994749610514,0.6259798981509315,0.6804852342564688,0.08656003372077907,0.35411022393099,0.18578825334999136,0.3153172530441151,0.011800054048590605,0.5650956178068391,-0.09878482496988623,0.6285098420077556,0.31287832482571537,0.5205725272431874,0.6296761661561223,0.4760371308799971,0.41432932030729525,-0.23549040018283876,0.30223445957272504,0.037762959835558794,0.41586405185945796,0.5500989043834535,0.049782887633218934,0.5987140064139648,0.3393736959492819,-0.18505063983716855,0.3441442283112055,-0.10844055450626015,0.4117715268814309,0.47309809377676515,0.6816327646519077,0.06362186242332683,0.5487067382524007,-0.033416823607801835,0.5316555233187683,0.4514810842883261,0.6507984408488641,0.5539826720283026,0.5415292858059446,0.3029955791858204,0.022162354873178778,0.6134866381754506,0.5057085759979669,-0.09839370024515465,0.7303057780499238,0.3891244078786944,0.43477245688494565,0.3479372815955877,0.3073291430843362,0.38400809082266585
Rolandic_Oper_R,0.3585968969938477,0.6248990839288618,0.3647659089344658,0.0719697799254032,0.4754832003436784,0.7014375654746633,0.46121437033764573,1.0,0.46759678980954045,0.8589740931428337,0.4401456738396514,0.3335567580035774,0.3922558927656352,0.7398294047083788,0.15913853679908824,0.3924679903827913,0.6588723526737049,0.21380742921289922,0.4592567325186696,0.43671970717779773,0.6613349152302704,0.5707842830870923,0.19884295341574226,-0.03912578590417472,0.7036070225008615,0.43359814592421986,0.6973114746874461,-0.006535165587146827,0.5372246247432192,0.5507150157207091,0.055297936414918564,0.7008174840649164,0.7456950089307522,0.8040204996696454,-0.03079294391787982,0.11939245458304672,0.09547101990579217,0.3593687868326717,0.010000720260188804,0.7257177862154063,0.17814688767007503,0.7652827470031335,0.5743011759584732,0.613131951016923,0.8035324924147526,0.357423334496355,0.38715030688271906,-0.019255482689996228,0.11948733089575235,0.15262650487078447,0.6525473164294076,0.623151118685209,0.10712703723585347,0.8042311015278241,0.4922482742386558,-0.01531610772762338,0.2651080477183056,0.09372493803196912,0.6351100682723342,0.6490051974749721,0.6780541334871591,0.1675951716506636,0.6484700018737223,-0.20291811012579924,0.7759406954650797,0.40272897547451886,0.8284036181120348,0.7006591189110665,0.6755816920910822,0.06338394558299977,0.018849819709597405,0.6693442916114097,0.5849860048871413,-0.14686865588338469,0.6703086379660061,0.3081307111607598,0.610453140812091,0.45157438442167736,0.47186283568326937,0.6497174026858089
SN_pc_R,0.17283547703963487,0.44727798701682075,0.2979284243020745,0.1706813333911834,0.46721988860223557,0.23587414389797026,0.2540116354931474,0.46759678980954045,1.0,0.47722767235195623,0.29312720876638687,0.210618771729776,0.15297406043783046,0.40278707397587016,0.02231943020830948,0.3922602605907322,0.18687158247259392,0.2931578934463628,0.20113553399222442,0.28254966357681693,0.40614226613603066,0.36034701841260836,0.1452173186323196,0.13585428396974764,0.5046476994128741,0.28208612332402344,0.4321607066817329,0.05237000895088503,0.36151227329357216,0.4693217937233588,-0.02624998966149029,0.39645660996115734,0.5373535857075916,0.4989693149051191,-0.03429522520576913,0.12673261214114961,0.00031192371166114215,0.15434101103171471,-0.14651080779379919,0.2734274836794345,0.19280039671473848,0.5302318739137671,0.3563887203650888,0.37639314086417525,0.3627119268081053,0.22093207172179433,0.27646038080735486,0.21064319715776372,0.2138022080518709,0.18110860394003506,0.4927536948794753,0.4117595005512289,0.1401415575689492,0.550244064939197,0.48605773479411923,0.2239328902474356,0.2114243666989575,0.03899982217297549,0.3529484523391047,0.4754033556868404,0.4769933358632172,0.02159774723523686,0.4448618682198491,0.07269148152594405,0.5072438512657044,0.23953590025595603,0.46206412058005764,0.4631754426614305,0.502582535100656,0.168770099638203,-0.04212714750286451,0.49932036521828016,0.37837861612689444,-0.19363189231748762,0.5609916031724903,0.45435357987607644,0.3405991902059848,0.27817106158887767,0.09964887164586937,0.4178546085322513
Frontal_Inf_Tri_R,0.2851096061500579,0.536213396401702,0.35588944784058696,0.041953748962318696,0.4356593326881782,0.5899167850667588,0.49948311398241696,0.8589740931428337,0.47722767235195623,1.0,0.3114284406918629,0.39789763773809356,0.3064446796470052,0.7063410675480811,0.19518838332326433,0.49668888414211226,0.5476613142644942,0.23078322653602582,0.32472434688487867,0.42678205216016113,0.6470813491578885,0.5957358498123778,0.11257147995756944,0.12640900330399238,0.7056289166809347,0.42627975881274927,0.6083628437619379,-0.018933045537243336,0.6871533941536814,0.5341917149255915,0.10083581115150328,0.6614992438510553,0.7896741891943885,0.8332183598875286,-0.1114918061234437,0.1683110612723716,0.1116494180671489,0.3403557174867215,0.004011432711733273,0.6810562557572951,0.10752075466690429,0.745646321522953,0.5433274593493757,0.5660532682620752,0.6834228728630252,0.34419177257374384,0.3682849911116563,0.018309578769831126,0.1490245998466877,0.2065657353085502,0.6386231282705023,0.5585616204463092,0.10819871601306456,0.8086222659982023,0.5006918164593025,-0.10189707115184592,0.3154760347316157,0.01395987996734252,0.5404085449020658,0.5045622223265448,0.7363356935175378,0.10214613711350445,0.6715821721055072,-0.174153093752042,0.7620985868166155,0.39092310408146086,0.8256405496018445,0.6069470431990217,0.7726824559568224,0.1454992773601131,-0.003966676835291364,0.698150403676549,0.5378130862785859,-0.11480113749366813,0.7226209327572486,0.4074022885850629,0.45597312854364724,0.258693481842098,0.40915142810396554,0.5052596762825974
