,ParaHippocampal_L,Rolandic_Oper_R,Occipital_Inf_L,OFCmed_L,Cingulate_Post_R,Putamen_R,Precentral_L,Thal_PuL_R,Vermis_10,Thal_LGN_R,Postcentral_L,Thal_VL_L,Postcentral_R,Lingual_R,Temporal_Pole_Sup_R,Occipital_Mid_L,Frontal_Mid_2_R,Cerebellum_4_5_R,Occipital_Sup_R,Raphe_M,Vermis_6,Rolandic_Oper_L,Calcarine_R,Heschl_L,Temporal_Inf_L,Cerebellum_10_R,Thal_Re_L,Vermis_3,Rectus_L,Fusiform_L,Thal_PuM_L,Frontal_Inf_Orb_2_R,Frontal_Sup_Medial_L,Cerebellum_6_L,Thal_MDm_L,Thal_MGN_R,Frontal_Sup_2_L,Precuneus_L,SupraMarginal_R,Raphe_D,Hippocampus_R,Amygdala_R,Cerebellum_9_R,Cerebellum_3_R,Fusiform_R,Olfactory_L,Parietal_Sup_L,Occipital_Mid_R,Parietal_Inf_L,Temporal_Pole_Mid_L
Postcentral_L,0.419681370534357,0.5131667182083433,-0.4324294400009319,0.23146818135116395,0.22412485547893105,0.23112071577578194,0.9388450569338328,0.38573214268820327,0.47485767119721506,0.42296694611862334,1.0,0.2513476866357665,0.46947982265010374,-0.016147597131624256,0.4245495697546105,0.08733840088135794,0.6649286054032877,0.3733156850927878,0.579232141782361,-0.11056666854993835,-0.3096262308866379,0.4407747769921078,-0.07636488390551967,0.20447055197138464,-0.3624880164131736,0.5494665451654032,0.291335792475306,0.5573790392608551,-0.20713636771910982,-0.1572072930533933,0.02572975950685258,0.578131933728478,0.48418613470689037,-0.4245798254286993,0.3965766639459624,0.30221014309161875,0.7482197045718229,0.8068471907842931,0.3960759704756589,-0.28732763252394716,0.48681844163149324,-0.2901758017484354,-0.5052979744562814,0.5214413081330302,-0.17713451394688962,0.2349996653000908,0.8230801918349979,0.27204823156893787,0.9277370897733659,-0.40464205604175085
Thal_VL_L,0.7545708660805843,0.525202915367373,-0.2570582676739764,0.3813765324300272,0.29420448142735944,0.19245382770108102,0.21019801289708126,0.32692688447264856,0.360619690608457,0.7659653487558707,0.2513476866357665,1.0,0.05519357511425161,-0.057221267045843544,0.48615168497048294,-0.2641635064494855,0.4857939355918184,0.815860131347808,-0.20677811286690717,0.3260983299441724,0.014079866107319792,0.7037637112677714,0.04634154818416536,0.7872002714928114,0.5113853264208652,0.6628697184072342,0.6353302329582462,0.6123683715555838,-0.11497648850679068,0.5034291313963136,0.6005988071181788,0.49527642436925307,0.6899807064205473,0.10876354655364291,0.2701850777628781,0.6749139997216733,0.44998019616199675,0.24623069592998356,0.1817409961003091,0.437831344725556,0.7729664345640901,0.34142097356498324,-0.16521937919004953,0.563881931741173,0.20910970766247516,0.6578019981191103,0.017036161540325993,-0.3323856081757766,0.1627174232887418,-0.16862841795591452
Postcentral_R,0.24039525112671453,0.6164155345987492,0.03760316839566719,0.06988547496343753,0.0419161566573817,0.6055181208945316,0.3216299122578939,0.3802814905322231,0.6088458139737084,0.1859482979315251,0.46947982265010374,0.05519357511425161,1.0,0.23938003343737618,-0.3128056123618926,0.3419235231984219,0.08501651131208182,0.21852721509748788,0.6977311234205912,-0.23111311763843026,-0.03747738651940505,0.2758764424853205,0.136699377869512,0.34604142358473033,0.05418209816432352,0.17952114153704882,0.09034639138772545,0.382042606063947,-0.35770902982004743,0.09713464422345683,-0.07796304895419946,-0.12787727271420474,0.28443018692117206,-0.2996020896992562,0.3030054224035478,0.0400880109632579,0.18190203947163366,0.6220626976350472,0.921856482817668,-0.3908059810317308,-0.016568002870468113,-0.5416263296961831,-0.1876672480089152,0.20804999797373555,-0.4389457138012884,0.06760931722119971,0.38649870364757194,0.29546994349372174,0.3994813574306446,-0.2389551889223425
Lingual_R,-0.24813364064016885,0.2824346525729738,0.835449142487895,-0.2720515518492542,0.5367258810961935,0.30175731435943487,0.003009623701751532,0.2801169343842736,0.42002460122601903,-0.44574716301014816,-0.016147597131624256,-0.057221267045843544,0.23938003343737618,1.0,-0.3263099571375095,0.8481180000001176,-0.03474232764241264,0.053117646080629605,0.33629702069189227,0.16000050112550257,0.8609599704379997,0.3412142714371901,0.9406590615917141,0.1223674329613582,0.11043010521714981,-0.1825578927988249,-0.3727150119917331,0.3570432343901866,0.34550225130681966,0.6155703017523361,0.38338538822199986,-0.2685493996178579,0.11669212657917011,0.7140998247071888,0.37520336683250227,-0.5765149853966792,0.10197061706691972,-0.1936465954879803,0.3410438999715733,0.281723504588752,-0.26872083523451334,0.09513967314642234,0.7813745214953967,0.3403504460832127,0.5801007101479988,-0.4288141638426173,-0.29645081105289495,0.6648307337766248,-0.13486679455491532,0.6027000178135068
Temporal_Pole_Sup_R,0.4806263249094757,0.1289733110534874,-0.5544189865924214,0.2902494641801865,-0.02160605333981144,-0.41559026502031293,0.42917572513324304,0.14682941125747545,0.045484903214139956,0.49538525369226455,0.4245495697546105,0.48615168497048294,-0.3128056123618926,-0.3263099571375095,1.0,-0.4110174695086796,0.7149761963176114,0.3690178791797874,-0.13324464855446122,0.22815355315120667,-0.2668228851132348,0.22643246754978863,-0.29409827743753625,0.08312817407282982,-0.27921042654153483,0.5684987527103108,0.37910029698244896,0.33160318285911683,0.12192657840588342,-0.15664881680081466,0.2152643512437195,0.9240850080732042,0.49055537472723815,-0.22149969840502365,0.2310871767997021,0.4569307703038666,0.6088183711856034,0.29881035995780725,-0.2444168214371982,0.12089124310662129,0.6929981989685975,0.44515319084311394,-0.39989045698722203,0.4751255090831748,0.1666932549835167,0.5064409039758239,0.404934151384345,-0.185582742515577,0.4842565440520998,-0.31442343701290787
Occipital_Mid_L,-0.34002700929770185,0.13392123463477623,0.7650273532526582,-0.3072985420134474,0.4539118354074763,0.3038955875207096,0.07462035023065709,0.26997675186602443,0.4817295750045258,-0.494245699149191,0.08733840088135794,-0.2641635064494855,0.3419235231984219,0.8481180000001176,-0.4110174695086796,1.0,-0.09193904329325706,-0.12832592562260536,0.588077227190054,-0.0704357426140677,0.6517597511899662,0.1576429351071889,0.7433284025052947,-0.054505413815466995,-0.02183268930072245,-0.23815945309968883,-0.3649181490390868,0.24747624528616094,0.23734658916186235,0.37423151305752694,0.14275197815069413,-0.31498103326284577,0.07363729457932906,0.44945898716215854,0.327991446073571,-0.6502847469782541,0.03340097251579844,0.006890484319463918,0.3300195548150907,0.060780151377559224,-0.3948040976082164,-0.08280686336361354,0.5806647795889684,0.1948596732756899,0.2800683095775273,-0.4428130232544375,-0.022092721095129966,0.7644871968613853,0.06536259373690127,0.46949827918998305
Frontal_Mid_2_R,0.4945565532225808,0.33955105484048886,-0.3820245551663847,0.08055540912870571,0.195308127389881,-0.00530507838676251,0.6591069523425204,0.3296121044040527,0.3288396646086184,0.471356326164228,0.6649286054032877,0.4857939355918184,0.08501651131208182,-0.03474232764241264,0.7149761963176114,-0.09193904329325706,1.0,0.43344191559416273,0.2523875287830472,0.1428579327216845,-0.14632317331017683,0.42030672933892377,-0.0391990110216325,0.2495888678318776,-0.16638692132241079,0.5962516893254981,0.34383665486583914,0.5925377174746325,0.001862308533118504,0.03797284038117792,0.2891437717759177,0.8327206128638689,0.6436827248864662,-0.14611683908160777,0.33834725033580704,0.33801171059508034,0.940248730129281,0.5810957770166132,0.13351020334948271,0.09410472241699795,0.5743128500061288,0.09848609886447775,-0.35707889667077863,0.65178832175225,0.11117752443974145,0.3176187194021445,0.596687623806955,0.09754746109679789,0.6668361436690579,-0.17173671215247677
Cerebellum_4_5_R,0.8475963757323762,0.6945839502703308,-0.2528404482314786,0.4354116651266759,0.45239742812869443,0.35446265488657486,0.3788661156925855,0.49921576654537686,0.45815467992476233,0.7535891896268774,0.3733156850927878,0.815860131347808,0.21852721509748788,0.053117646080629605,0.3690178791797874,-0.12832592562260536,0.43344191559416273,1.0,0.001943101362827034,0.32022044037516634,0.05861189549603738,0.7981067932320436,0.2054844469117628,0.7711684287457844,0.48988901465846574,0.7402544469710404,0.5762702356948324,0.7585380483842789,-0.287439899859799,0.5765173099232627,0.6265231604784363,0.39867918478894543,0.5843221968056906,0.12176083135748882,0.4145358140614284,0.5879880410996271,0.4487150029790451,0.4019829405819338,0.40170476341095124,0.35320674664031093,0.8192537860311438,0.12184162235763638,-0.18078152323473065,0.6305103506991938,0.2620136348908578,0.5453575624373113,0.1414452344871678,-0.09433521330721521,0.3166474869384183,-0.23522148569380968
Occipital_Sup_R,0.05208364260817155,0.39307727573770895,0.05000724230700768,-0.08466007162918213,0.22075606020696417,0.39093517076223944,0.5161688234351404,0.398075760098134,0.5089014486666812,-0.08854883058140299,0.579232141782361,-0.20677811286690717,0.6977311234205912,0.33629702069189227,-0.13324464855446122,0.588077227190054,0.2523875287830472,0.001943101362827034,1.0,-0.27667423434595806,-0.0377569636308806,0.15092498963433776,0.21617576682985234,-0.005718108992762137,-0.29475286628543407,0.14810458214908348,-0.13883707832972195,0.37659202231396066,-0.1721407490682826,-0.06552179352109018,-0.059607473487468185,0.06440958508654489,0.24195517717485987,-0.2620305055705545,0.472912026227584,-0.2709089842503323,0.3072043557692725,0.6747034333732359,0.6311466145808469,-0.36933188769571806,-0.06118302844898488,-0.4494982089013324,-0.1872898631273269,0.27612053697200173,-0.23873719269415306,-0.1422034085580833,0.6500385867046177,0.7301994284886716,0.6445635004640367,-0.09025655934378156
Raphe_M,0.21618158237949453,0.1319594476721368,0.07714555234687417,0.15061691296990296,0.2284783209851164,-0.09005763564517344,-0.03428012066568906,0.09476593478286718,0.030377286622898122,0.17911739207097077,-0.11056666854993835,0.3260983299441724,-0.23111311763843026,0.16000050112550257,0.22815355315120667,-0.0704357426140677,0.1428579327216845,0.32022044037516634,-0.27667423434595806,1.0,0.3128337964454233,0.25478964829536904,0.2455359927347701,0.19104013080742374,0.20401537789541024,0.2114446903760717,0.1772146217448239,0.34033668346144513,0.24667183786650843,0.3638090298045134,0.5038941062801875,0.18597338007338365,0.12368577457740239,0.40440950799866243,0.1801845043528731,0.16380665606645772,0.1202552490252721,-0.23642260836714865,-0.02874234687798416,0.5011726279536731,0.357317974009278,0.3490775998924641,0.2594213830084141,0.3108204675918647,0.519063710499375,0.03545951167645065,-0.2554181114886474,0.020546652324845247,-0.15605876859109016,0.26300810686901055
Vermis_6,-0.2590723986307491,0.07116187705272109,0.860702340561787,-0.2507508638144711,0.42474223891004126,0.0776381144271776,-0.27458919620330585,0.11839999260982498,0.2880687901898028,-0.4367966962257565,-0.3096262308866379,0.014079866107319792,-0.03747738651940505,0.8609599704379997,-0.2668228851132348,0.6517597511899662,-0.14632317331017683,0.05861189549603738,-0.0377569636308806,0.3128337964454233,1.0,0.2352179959013854,0.8675824226339774,0.09103320244402822,0.27345653487824034,-0.2592236927529744,-0.2610572655343057,0.23160609121092518,0.48226938669707514,0.6761987251585452,0.40561599534757176,-0.3177805675497898,0.0038863707661468665,0.8559944702654186,0.19984113778119147,-0.5064749807496879,-0.06253887874121349,-0.46894232901289307,0.10855605396054956,0.4767532158199798,-0.264028897848054,0.3380073508274663,0.9075369806182788,0.2792729393257331,0.7066073108691954,-0.3299353536042691,-0.5798141162478029,0.4107146752984968,-0.42058991222114345,0.6232317005327461
Rolandic_Oper_L,0.6199897549081174,0.7862019465223599,-0.0022276118117079244,0.3573514545472735,0.6555364373422661,0.48261825101053707,0.4643517709467784,0.5873196597882471,0.5018690955597029,0.48850356375193715,0.4407747769921078,0.7037637112677714,0.2758764424853205,0.3412142714371901,0.22643246754978863,0.1576429351071889,0.42030672933892377,0.7981067932320436,0.15092498963433776,0.25478964829536904,0.2352179959013854,1.0,0.44631031803795923,0.7867173760599009,0.3998177173289928,0.558478477027118,0.3306011983862083,0.7317247026208542,-0.15231320059327808,0.643316996203523,0.7169809428251385,0.25763878560463965,0.6085881775825328,0.31063522577203634,0.5267441282556796,0.3235848388212827,0.4898667482120664,0.3278485344538655,0.4641541428655185,0.3499985929178885,0.6483816965856278,0.09557855278994565,0.057370645345178814,0.5988699272674178,0.40047378273688,0.2726375859968823,0.09231804045861514,0.18324790064383617,0.3152948701807616,-0.03610660837522599
Calcarine_R,-0.13158741059036905,0.32780232178013874,0.7673935005986872,-0.15636115119575703,0.6381671885138567,0.2939827109581931,-0.018574107272668623,0.333673238708751,0.3246581436080835,-0.35514480746453203,-0.07636488390551967,0.04634154818416536,0.136699377869512,0.9406590615917141,-0.29409827743753625,0.7433284025052947,-0.0391990110216325,0.2054844469117628,0.21617576682985234,0.2455359927347701,0.8675824226339774,0.44631031803795923,1.0,0.23232962943552568,0.27677941359454467,-0.12276848241604293,-0.29604794954644575,0.38492890993682793,0.28755726527992964,0.7218774405415397,0.540336665470543,-0.26888942900268226,0.10018995297039351,0.8059225511550427,0.3721308656416581,-0.4644148378529811,0.08578345832004859,-0.21883023260361684,0.30805353610498953,0.399557357847187,-0.14085366257791143,0.13971185417421603,0.7749659448239035,0.3399852238649745,0.6918324832905797,-0.38877536240328386,-0.3700489230850727,0.6158485567617151,-0.19611256013729958,0.5862979947398899
Heschl_L,0.7110609695396176,0.6857088368171474,-0.059802918566949956,0.29793141792841477,0.4065277933697316,0.4848438778115876,0.13956541273291495,0.3986099209079872,0.48829563930067355,0.638907246091468,0.20447055197138464,0.7872002714928114,0.34604142358473033,0.1223674329613582,0.08312817407282982,-0.054505413815466995,0.2495888678318776,0.7711684287457844,-0.005718108992762137,0.19104013080742374,0.09103320244402822,0.7867173760599009,0.23232962943552568,1.0,0.6789717627780891,0.4953353699148553,0.49541671139787413,0.601901092192153,-0.2996713061704099,0.6525911843359561,0.5959161421532695,0.12482396477715914,0.6259309735100772,0.1514099100377646,0.21292383001635562,0.5384629303584362,0.27825341424927136,0.28174381556844846,0.45478246443228804,0.37751840461344616,0.563557254948843,0.11101583716165662,-0.053595390082256084,0.40614924639146455,0.08679151577224002,0.4792721314505567,-0.058281549097720424,-0.16711088648017616,0.0827834645085381,-0.17238359942938447
Temporal_Inf_L,0.3654678469340134,0.2099877174606863,0.22642085042728324,-0.05899384510080276,0.2707030909667628,0.36385566657981283,-0.3780425193005082,0.10162329027569117,0.16862602295242035,0.35197881672311515,-0.3624880164131736,0.5113853264208652,0.05418209816432352,0.11043010521714981,-0.27921042654153483,-0.02183268930072245,-0.16638692132241079,0.48988901465846574,-0.29475286628543407,0.20401537789541024,0.27345653487824034,0.3998177173289928,0.27677941359454467,0.6789717627780891,1.0,0.1079495380238141,0.36263640467702907,0.21458469373494585,-0.16646573649396712,0.7451126659503948,0.44340960070870156,-0.2784883260948074,0.17253513416337216,0.44447809704150854,-0.15468934670675538,0.30198223658976897,-0.1975291547572024,-0.16969773363032492,0.16545279517741412,0.5049667393281033,0.17247371319286467,0.09151584802620327,0.26530377821888323,0.03270351862907671,0.17024810495166431,0.20225170902422435,-0.4954719700204261,-0.28053187467759866,-0.4464182619195282,0.14792872616231947
Cerebellum_10_R,0.7586075438475998,0.5425844644944119,-0.5060755551169049,0.37743332058200296,0.24046848679398708,0.297597953395774,0.5748786100281273,0.4224118032893725,0.43391056769752573,0.7508183037080922,0.5494665451654032,0.6628697184072342,0.17952114153704882,-0.1825578927988249,0.5684987527103108,-0.23815945309968883,0.5962516893254981,0.7402544469710404,0.14810458214908348,0.2114446903760717,-0.2592236927529744,0.558478477027118,-0.12276848241604293,0.4953353699148553,0.1079495380238141,1.0,0.5319390754874863,0.6774532744375433,-0.31554704413591167,0.20829326626453654,0.3922491696375273,0.6676279524887552,0.5718713989279434,-0.2132761908361314,0.43588662789108673,0.5587192491810675,0.5565612476810161,0.5840868013766298,0.2597322147037818,0.07015202025877494,0.7820592821360147,-0.007002404849372484,-0.4773161454854411,0.6545300718561892,0.02013090718734757,0.5743617887961701,0.45249957913783223,-0.07227521554180451,0.5734011669415754,-0.31776281439114595
Thal_Re_L,0.6693069507320943,0.257030422821766,-0.45650292649041696,0.27280350626189104,-0.05495647868568093,0.06207289874921802,0.22629089123926216,0.08993010102913784,0.26125837546902697,0.7782016344862976,0.291335792475306,0.6353302329582462,0.09034639138772545,-0.3727150119917331,0.37910029698244896,-0.3649181490390868,0.34383665486583914,0.5762702356948324,-0.13883707832972195,0.1772146217448239,-0.2610572655343057,0.3306011983862083,-0.29604794954644575,0.49541671139787413,0.36263640467702907,0.5319390754874863,1.0,0.3953744534699118,-0.17499702350527213,0.13797527538264573,0.18022106981480135,0.3815074763098118,0.537599311157911,-0.23990373921032376,-0.07074594006485951,0.7826820828468415,0.28477066576581855,0.3389111066743395,0.09032088418544416,0.1944295567640312,0.664379433299232,0.1561255985684582,-0.4047734040713222,0.3087029703098749,-0.146111460147311,0.6948256653930954,0.21173797619864473,-0.42241272448748773,0.25422507720958026,-0.32426348845424485
Vermis_3,0.649009731048233,0.6611756002286919,-0.05092321786398964,0.22911849748119414,0.5818615628390393,0.4032617180562944,0.5771045781691034,0.6002075899460204,0.6596002549704494,0.4966438772793001,0.5573790392608551,0.6123683715555838,0.382042606063947,0.3570432343901866,0.33160318285911683,0.24747624528616094,0.5925377174746325,0.7585380483842789,0.37659202231396066,0.34033668346144513,0.23160609121092518,0.7317247026208542,0.38492890993682793,0.601901092192153,0.21458469373494585,0.6774532744375433,0.3953744534699118,1.0,-0.13924082314024486,0.5690418282768877,0.6448744036953554,0.44373649351976135,0.6286342085183287,0.19478216348385327,0.6336077439543844,0.2634782376752231,0.637617754261347,0.5116891951538372,0.5253803273736787,0.36260036678411045,0.6608328633568563,0.024782444590389353,-0.026962086685290626,0.805548775866677,0.32121940922150044,0.3396043372717375,0.3359002856847651,0.3411521436862469,0.5259899623176291,-0.05090247007111803
