,Putamen_R,Caudate_R,ParaHippocampal_R,Thal_AV_R,Pallidum_L,Cerebellum_6_R,SN_pr_L,Cerebellum_4_5_L,Occipital_Sup_R,Vermis_7,Cerebellum_7b_R,Supp_Motor_Area_L,Frontal_Sup_Medial_L,Heschl_L,Frontal_Inf_Orb_2_R,OFCpost_R,Cuneus_L,Olfactory_L,Caudate_L,Thal_MGN_L,Temporal_Pole_Mid_R,Thal_AV_L,Postcentral_L,Amygdala_L,Rectus_L,Thal_VPL_L,Cingulate_Post_R,Frontal_Mid_2_R,Cerebellum_4_5_R,OFCmed_R,Lingual_L,Cuneus_R,Cerebellum_Crus2_L,Calcarine_R,Postcentral_R,Temporal_Mid_L,Temporal_Inf_L,Hippocampus_L,Vermis_9,Vermis_10,Cerebellum_10_L,Parietal_Sup_R,Precuneus_L,Rolandic_Oper_R,N_Acc_L,OFCmed_L,Pallidum_R,Thal_MDm_L,SupraMarginal_R,ParaHippocampal_L,ACC_sub_R,Temporal_Mid_R,Cerebellum_Crus1_L,Occipital_Mid_L,Frontal_Inf_Orb_2_L,Cerebellum_Crus2_R,Thal_IL_R,Thal_VL_L,Thal_VA_L,SupraMarginal_L,Olfactory_R,Cerebellum_6_L,SN_pc_R,Thal_PuA_L,OFClat_L,Occipital_Mid_R,Cerebellum_10_R,Cerebellum_7b_L,Temporal_Pole_Sup_L,Frontal_Inf_Tri_R,SN_pc_L,Thal_PuM_L,Vermis_4_5,Frontal_Mid_2_L,Parietal_Inf_R,ACC_sub_L,Occipital_Sup_L,Lingual_R,VTA_L,Occipital_Inf_R,OFCant_R,Red_N_L,Fusiform_L,Thal_PuI_R,Thal_VA_R,ACC_pre_L,Cerebellum_9_L,Thal_Re_L,Cerebellum_8_L,Supp_Motor_Area_R,Amygdala_R,Thal_PuI_L,Angular_R,Temporal_Inf_R,Precuneus_R,Cerebellum_3_R,Precentral_L,ACC_sup_R,Thal_MDl_R,Thal_LP_L,Heschl_R,Thal_PuA_R,Putamen_L,Vermis_8,ACC_sup_L,Parietal_Sup_L,Thal_PuM_R,Raphe_D,Vermis_6,SN_pr_R,Cerebellum_9_R,Vermis_1_2,Fusiform_R,Frontal_Inf_Oper_R,Red_N_R
Thal_VPL_L,0.19173277800226954,0.8009410018284766,0.7272065659215626,0.09463637951142162,0.08355751534246342,0.06552598869307313,0.5009798996619825,0.46821205111862557,-0.043690934885524745,-0.21259633189740426,-0.2791100910457329,0.5369126499921715,0.5993390842943538,0.700565968062626,0.5466635075850798,0.3884716213914446,-0.08264128869342509,0.46720052941919693,0.7212000279275208,0.34379670017556285,-0.06287628684355671,0.6440465521378118,0.4272950181858623,0.4552917432386225,-0.13853989346424309,1.0,0.46616309680510515,0.554910831679977,0.7695450432305946,0.3346811415648871,0.017105273829986972,0.21527733422119083,-0.24802305168524716,0.10111527677891428,0.10627749877292521,0.2500066498783673,0.2611753334937001,0.7698886359527154,0.07428774686401234,0.25205721437169587,0.38108456440439803,0.09211759643675785,0.32649115837793174,0.589282702183112,0.5431652728783988,0.4623610132235795,0.12411064308107539,0.47270406357457956,0.29323191210047467,0.7263020896189895,-0.038615708094602026,0.22407303591547095,-0.11192699125587485,-0.2499567008424166,0.5449703554823315,-0.04235326783687335,0.37718547260763907,0.8078365691290231,0.6041399191887473,0.47988913924682797,0.5002165225542424,0.07584759822455121,0.30291877104483156,0.4811203572477652,0.4828189411557905,-0.06140903172652564,0.6863197562936099,-0.10287051979526142,0.04224757763509154,0.6560255167350919,0.08672757871820506,0.7530507062624235,0.637098675910265,0.6038506291433385,0.06074684937909208,0.49656333314111784,0.200837292843307,-0.026221781114208777,-0.19910618313721165,-0.2573782861692213,0.37754128248932645,0.53154817617939,0.4329783222426516,0.7386364415554787,0.6230441892953605,0.2809265754981437,-0.1728775880635082,0.45326243942141775,-0.0830496301599082,0.5681807432641572,0.2122904727752318,0.6083716265115148,0.23810249858013494,0.1743169630608536,0.4224609557580411,0.5990431851114832,0.43464275448961814,0.8039942939844195,0.35139657869361374,0.6962938350425628,0.7174345529622569,0.5327382013832301,0.3346165311392753,-0.03924240182380715,0.8141397809640143,0.1779302554854348,0.7626117370622617,0.4000550306338274,-0.05258187780462416,0.44082946781602766,-0.20526434552787506,0.6723609839909215,0.3070425951315278,0.5854633385519813,0.19347488238391716
Cingulate_Post_R,0.3260057520528502,0.28016239941231946,0.24050637521187795,0.3319976574477615,0.1925782576635891,0.5240029695321482,0.0767690059602181,0.5322735225637543,0.22075606020696417,0.33578132968153607,0.3075881713533459,0.4088104985441388,0.20986821448468612,0.4065277933697316,0.034495007034691216,-0.23708444305370507,0.3181953919650119,-0.1445360305745467,0.403382543113241,0.01258545490336854,0.2535936335315273,0.19266283585398986,0.22412485547893105,-0.17050585574952587,0.010524039119949296,0.46616309680510515,1.0,0.195308127389881,0.45239742812869443,-0.11381591326219122,0.623717203752953,0.5494381441150715,0.29258264943136436,0.6381671885138567,0.0419161566573817,0.42688915250816106,0.2707030909667628,0.5729445086794211,0.4062866378730835,0.23491895370144847,-0.020615321916942694,-0.08968942579709786,0.058728786276671434,0.3455235868724481,0.037827554189369034,0.12127425300293192,0.15256829717288553,0.5746868345460429,0.21647971807080363,0.1898238313018642,0.09592842451219216,0.5245094359712422,0.41884234243115026,0.4539118354074763,0.008196233265783347,0.39374029833687274,0.5172410234898055,0.29420448142735944,-0.06157761672096504,0.44037513696054625,-0.22539743523407257,0.5511107370431948,0.3810776284578513,0.5715527254972478,-0.2019343894478424,0.5337931138113522,0.24046848679398708,0.1699636986424609,0.1613848060096993,0.23057402632860072,0.2093055894170282,0.7561222702941737,0.3830006096473666,0.2561660336483423,0.004815488037508533,-0.15956675222449185,0.3956477600724694,0.5367258810961935,0.2795653169410136,0.35770683195065084,-0.2700719665859843,0.410309938497995,0.6188287280402588,0.4040362736461342,-0.13871607094576674,-0.30211336681442574,0.39633257769367075,-0.05495647868568093,0.44989447691273166,0.57130407356339,0.016588248059009374,0.3968178876605536,0.24617442227872402,0.404612256828001,0.26016605502729473,0.42152977280268633,0.32210503758609277,0.49027038844489074,0.16052132303420807,0.5496624160157856,0.3682696965894054,0.6544493863395373,0.301140551022652,0.3904279524011937,0.5085104973595787,-0.005697981024183125,0.6292017419565527,0.4506843522979123,0.42474223891004126,0.1458929892466774,0.34002702985001537,0.5941225842481999,0.5879115077481566,0.4804708999520182,0.4634610972085054
Frontal_Mid_2_R,-0.00530507838676251,0.5496445778228319,0.6648869169338402,0.11166021918278862,0.15924756180590746,-0.1499161922089693,0.4899691759592657,0.35237453134366764,0.2523875287830472,-0.4131624169314792,-0.3417663611467862,0.4183829669160617,0.6436827248864662,0.2495888678318776,0.8327206128638689,0.38830040540021094,0.19955182837606594,0.3176187194021445,0.5303426229439584,0.020521600716873225,-0.033690503998954985,0.40925087335388,0.6649286054032877,0.26875673652791005,0.001862308533118504,0.554910831679977,0.195308127389881,1.0,0.43344191559416273,0.004609935102047966,-0.07258738745151065,0.3671053492946674,-0.38149354429163185,-0.0391990110216325,0.08501651131208182,-0.0706736233756841,-0.16638692132241079,0.44259443199612625,-0.1512602631724295,0.3288396646086184,0.4171083467714088,0.3579981546142286,0.5810957770166132,0.33955105484048886,0.3146354025901861,0.08055540912870571,0.10279244797326283,0.33834725033580704,0.13351020334948271,0.4945565532225808,-0.28554416408199285,0.22146608702118495,-0.3385673160989062,-0.09193904329325706,0.5351809878818888,-0.12231279771780061,0.45221613734270977,0.4857939355918184,0.5574736644992995,0.576996994403668,0.3275211411774078,-0.14611683908160777,0.40667738940065634,0.20587176238823285,0.5920182603530805,0.09754746109679789,0.5962516893254981,-0.14103511461708418,0.11407539899444895,0.6185399740888451,-0.19794361759249252,0.2891437717759177,0.490481025499552,0.9396214172855579,0.23918733728676556,0.25644648407260534,0.36432245532628077,-0.03474232764241264,-0.2934587359677873,-0.2782144828209775,0.52036540949658,0.35412251800739075,0.03797284038117792,0.4363361206330385,0.46947601055558985,0.43262228924757845,-0.1832233049751329,0.34383665486583914,-0.06765054427448301,0.5458892296847867,0.09848609886447775,0.2848680783977122,0.38919273411732247,0.17571695680397617,0.624845512960668,0.65178832175225,0.6591069523425204,0.48704322285296847,0.38894986546030197,0.3469017398074987,0.3526305035227952,0.19120897028131786,0.40085392433044265,-0.3319250439621582,0.49761933650750884,0.596687623806955,0.24169400985529912,0.09410472241699795,-0.14632317331017683,0.2503363200196963,-0.35707889667077863,0.3814804064860067,0.11117752443974145,0.3518021685571738,0.11868735490901498
Cerebellum_4_5_R,0.35446265488657486,0.7770938553970412,0.7391491258095029,0.04130995442426718,0.129034783031125,0.061485701227733,0.5810293055212348,0.631186690896806,0.001943101362827034,-0.1825570676501497,-0.36408356383961504,0.6803965668831355,0.5843221968056906,0.7711684287457844,0.39867918478894543,0.37092075983483896,0.0554692737671999,0.5453575624373113,0.7791847583147516,0.20542122234607385,-0.182792698393025,0.7723325852950097,0.3733156850927878,0.6033447514188488,-0.287439899859799,0.7695450432305946,0.45239742812869443,0.43344191559416273,1.0,0.45706686952986,0.08089792422818921,0.3386805781123911,-0.27536464320252935,0.2054844469117628,0.21852721509748788,0.4692968741616673,0.48988901465846574,0.8215211930832915,0.14699707239588786,0.45815467992476233,0.4512365754566318,0.13226085537801516,0.4019829405819338,0.6945839502703308,0.570112478406547,0.4354116651266759,0.20020771675228236,0.4145358140614284,0.40170476341095124,0.8475963757323762,-0.1195009334247358,0.08525736311679429,-0.04153838950449463,-0.12832592562260536,0.5501732383791345,-0.09947986874372522,0.3565156796053439,0.815860131347808,0.6326576527482219,0.4861569187877626,0.5292903798613123,0.12176083135748882,0.29483401574957546,0.3093403883052576,0.43322332202653624,-0.09433521330721521,0.7402544469710404,0.04872827939829612,0.028408980503295208,0.5778967468932444,0.24149750562660632,0.6265231604784363,0.836185129626579,0.5024298983421289,0.12857942418161888,0.4442662150102408,0.3066693532232068,0.053117646080629605,-0.1749320413526367,-0.32111844757506747,0.34763678069743564,0.6303178305739793,0.5765173099232627,0.8362189952306344,0.6009009574605539,0.2500315674078769,-0.2190629861254662,0.5762702356948324,-0.1280227428330052,0.6159104387032298,0.12184162235763638,0.5662510008112941,0.2672251372862063,0.019025808239748632,0.42541568778703487,0.6305103506991938,0.3788661156925855,0.7465798269490234,0.4346606398242742,0.5150622173942965,0.778124771136066,0.5091662361339858,0.31918851887063054,0.0064735918649115615,0.7480065265966087,0.1414452344871678,0.6662204598836704,0.35320674664031093,0.05861189549603738,0.6772572569670879,-0.18078152323473065,0.8014171793612777,0.2620136348908578,0.5960222551521013,0.2677797549668711
OFCmed_R,0.1603338975457255,0.31742751489412085,0.4548572099855944,-0.26130874615474803,0.18312796925813632,-0.47166524743807464,0.4165256664511214,0.0020002835779978005,-0.09295857884947052,-0.5643762789398725,-0.6323353299393247,0.34460649756922557,0.18722163232298542,0.4214060328864049,0.07566183300531912,0.4631784027541306,-0.12930120742171244,0.5397312757149869,0.31546147132902974,0.13203455110727952,-0.5617454738625269,0.454455496181311,0.20993173013970554,0.7401534667086362,-0.5338692011498298,0.3346811415648871,-0.11381591326219122,0.004609935102047966,0.45706686952986,1.0,-0.5000356699512137,-0.09434096986033425,-0.5716305165407314,-0.41596680166825495,0.1543381962483669,0.16920471318234978,0.22972143243895465,0.23692812959107065,-0.38523604176213466,0.06172730690484011,0.365561499454705,0.34565743163492935,0.4012059211497308,0.2983945607445837,0.4989875514788426,0.5951606290836396,0.32533151856510734,-0.0276392273047948,0.15977178102577635,0.5978635293980556,-0.17545785902826394,-0.42998125473066445,-0.4643411455071739,-0.46501535784526876,0.3206627503898619,-0.41578403959510196,-0.17858120352181117,0.4009212856122981,0.43608349863329965,0.2678099089736111,0.66120690924051,-0.4296999392526948,-0.26706120440590153,-0.054644214492803184,0.5095569317131933,-0.4254141092526834,0.390100709164312,-0.23350166494324526,-0.39592792134056337,-0.0030869155940639755,0.06250487393106932,0.023505808546656938,0.2955393545093879,0.040256048396092765,0.1839199270730949,0.3813176907133769,0.1315742702148042,-0.5469094778486107,-0.4584456909152777,-0.6679488037836183,0.4695508019263674,0.18882925228604935,-0.0905170999813908,0.4281893484309058,0.39046816765570913,0.2208094482989787,-0.6651062928677216,0.5755686232087326,-0.6343433476462418,0.1508655190231858,-0.13518455086807774,0.1532295225318047,0.2118834540551719,-0.4391141226123553,0.3270034920057796,-0.014901738377680324,0.19094096055098095,0.2678564207313962,0.23643401924493213,0.16942101089572095,0.3727232397417561,0.01206031812516231,0.1464275655852287,-0.4065470718848765,0.17980432581975975,0.26757647628375464,0.21631335647348132,-0.1234270220889018,-0.5093118052304152,0.33540132089747704,-0.5887821859296256,0.19883035858036918,-0.3675278056274302,-0.07910964774129048,-0.17937315785824498
Lingual_L,0.2724270671506015,0.02640969622081013,-0.271076539135925,0.2363847953792482,-0.032417900425684106,0.7585867043084775,-0.2582510469799794,0.5766324175399054,0.22541996699923716,0.734252612067749,0.7039518011096136,0.1313316191288948,0.056778529334963475,0.11174738642391267,-0.25494978605532914,-0.36758460725437603,0.40175262328919403,-0.4148766997877272,0.17602816864039508,0.08753282982069657,0.5842348726985289,-0.009441413455020663,-0.09917063573052232,-0.6357146230000809,0.29710252146061733,0.017105273829986972,0.623717203752953,-0.07258738745151065,0.08089792422818921,-0.5000356699512137,1.0,0.537062862720652,0.6687539963782405,0.9203404189930846,0.08269481241745875,0.3782545985142348,0.13267861154982508,0.21872523849140704,0.6094253249698066,0.302745458541587,-0.1911429275506954,-0.34750968570347907,-0.25098871802002,0.21381901293884417,-0.3239616373655331,-0.17910839315260674,-0.0012924684953417697,0.4264338162442987,0.21305515258224525,-0.24852074869971785,0.2574910242042499,0.5834299311186275,0.6916378228936468,0.7964798829344162,-0.179873673409084,0.5872256418152362,0.4770583703435253,-0.00756066609782497,-0.43053947264104275,0.1329873010677975,-0.5249273364227929,0.7806247390053888,0.36758406261223736,0.4027973896775549,-0.6534470325330712,0.6229290756534425,-0.165175572767052,0.4722259420555475,0.4129578707332545,0.07777840637209354,0.34352679671565195,0.47024429995384004,0.21597491360003424,-0.06871130570133092,-0.08616026092152904,-0.30809472355400114,0.2814536911176332,0.943115376881395,0.6639210940506199,0.7747034491598288,-0.540285542417482,0.09847637773090766,0.63904745737129,0.01603459904895676,-0.3623619219634627,-0.3093889372167732,0.7791085394130597,-0.41344196261521016,0.7410367174872188,0.26078184178354546,0.13960885395972764,0.20034868595812988,-0.00045086929763332934,0.4587395210974291,-0.1316780302212054,0.3014544774675434,-0.03129998729387088,0.22215078420966547,0.017201667101171995,0.32014740237654593,0.057906874889216496,0.45637784510890184,-0.059465439400067495,0.6304842468670859,0.2474949867500754,-0.32743888960909034,0.3246066950211474,0.335205125036357,0.8432644375224971,-0.013043429275090751,0.7735256168727921,0.39529562358880355,0.649611172894729,0.4799224834236614,0.36950126985423554
Cuneus_R,0.3907524324392411,0.20619092355624283,0.2147328877863338,0.37732858250623164,0.2174644663829893,0.17719681896341052,0.11455532510873166,0.6455977931019767,0.7513959457810199,0.04463355707658835,0.07768848013336556,0.5630826169611665,0.358193315552878,0.2399849222096794,0.11611932596500858,-0.0993725858599741,0.7796650856368019,-0.1526241427081519,0.2902924364336209,-0.026067778193159016,0.11290680667463439,0.12039577714713326,0.5078456690530885,-0.10405989953150727,-0.11453278814119626,0.21527733422119083,0.5494381441150715,0.3671053492946674,0.3386805781123911,-0.09434096986033425,0.537062862720652,1.0,0.010343620492732996,0.5850396945742062,0.46624707135957805,0.34378297526749146,0.04365420101906295,0.30588056668688,0.10275684675370986,0.5564397859709799,0.24446512823856636,0.4056205334769023,0.5332375845544559,0.4824950730968503,0.01912840014108344,-0.03295025713346355,0.3705019383071905,0.5339487312669324,0.5296813376139287,0.18726204014197886,-0.058614567396908145,0.31197640357533823,0.09440522726909321,0.6690319788688825,0.16254422343833697,0.033527253039509555,0.564874362480884,0.08893268716818874,-0.13080007240933889,0.5651859808250981,-0.2387476691129477,0.20620139329411705,0.2600744195370125,0.2690379186865402,-0.08622961548481144,0.7263161330988244,0.23822844369091145,0.3764210411364269,0.15499289170294728,0.2541816710527997,0.23810607036203532,0.35091627370332923,0.5425899055557023,0.4124146926995188,0.49914655120106094,-0.2253386597940303,0.8254111007441293,0.5741202664519325,0.18027539300669962,0.16506284350280698,-0.10040962929715562,0.21626190079483387,0.38520377241810105,0.3470566957599981,-0.19253385938866038,-0.01251438752269923,0.1649683703578348,-0.03598202083737701,0.20967423886791864,0.6262098710734144,-0.20756661271097626,0.26983936578366885,0.6796446710061271,0.09409051185770138,0.6061186524951747,0.5023446495345242,0.5287111301282873,0.32248698891391453,0.3206455733957474,0.4782926528522106,0.142307093000288,0.30509323237506236,0.20185155448092423,-0.007698123279282981,0.3939516434340683,0.4166132597654547,0.26914825221939076,0.051422096283569065,0.3029963110969004,0.040764730201505305,0.1030229122763489,0.4087468687815249,0.21837519753530163,0.39243943105621576,0.14224604829231857
Cerebellum_Crus2_L,0.012849935194653793,-0.30973717804652967,-0.5384712405357056,-0.02053118647214315,-0.4184014366495925,0.8079285673941607,-0.531443378820599,0.1381915102835978,-0.2058004440575884,0.9176363796536543,0.8674358645734473,-0.24387753949133653,-0.2970045058950096,-0.1470389364747483,-0.4990097223615436,-0.5101119322374371,-0.06472589864668561,-0.4883860305936614,-0.1906390498040532,0.06389466220305405,0.6267014769251853,-0.22464859238963314,-0.5065298205157797,-0.702843331221785,0.5302199747141841,-0.24802305168524716,0.29258264943136436,-0.38149354429163185,-0.27536464320252935,-0.5716305165407314,0.6687539963782405,0.010343620492732996,1.0,0.6546787168536149,-0.22055229744624502,0.18937196943294793,0.1927452615042962,-0.03606980158890484,0.743834028922132,-0.07128856244104442,-0.46362927996939884,-0.7018800424383074,-0.7029470514334756,-0.2600607165807624,-0.3519846462049524,-0.3499616987790923,-0.3840180525706684,-0.03674047689608442,-0.1391561373788512,-0.4945870449799774,0.6254465721822322,0.4496300538723681,0.8612780656043129,0.5124681352269305,-0.43254148244119517,0.6837777048142374,0.07019182742519899,-0.24005331199078117,-0.4807060215848262,-0.2768361261208102,-0.5546939467826087,0.8105882760592419,0.0903065825694799,0.3140929902700739,-0.7757456252916012,0.30957019488397386,-0.49083745839685894,0.3876529821347,0.41495227651597977,-0.24755602048546008,0.3333970259678016,0.2556093153367037,-0.22111086171754726,-0.38833337891060576,-0.4436717551062205,-0.2389206607127492,-0.31594833580603554,0.6684763690262031,0.6717125209272959,0.8627073096953172,-0.6829654956459829,0.06332681669782758,0.4644136041779758,-0.30904697451556307,-0.41127860757209883,-0.45562921490547553,0.883229915320992,-0.3999867011951858,0.8276769871583988,-0.14057795631495226,0.23311943478654265,0.006967411718025525,-0.4586918853757601,0.48437811709500594,-0.6348512769828043,-0.02639250938605536,-0.4281633661695337,-0.14359846605442866,-0.45720229854279515,-0.09973112034213298,-0.18143959740831903,0.2976330019738996,-0.3599799773771838,0.835669903992421,-0.15451457909182845,-0.7010612198291892,0.15354973657151885,0.4604815105072678,0.8023292631493069,-0.07353007793409809,0.9120138246476238,0.08618713428536674,0.6197362322553699,0.22205484324437316,0.27572460123250103
Calcarine_R,0.2939827109581931,0.08384613857085152,-0.19414548276752813,0.2132918910924454,-0.13703786776900617,0.7898375057351738,-0.2840489466778376,0.6318120343385867,0.21617576682985234,0.7537246783624562,0.6806938064911734,0.24111104055589466,0.10018995297039351,0.23232962943552568,-0.26888942900268226,-0.3768756194560166,0.3505578651609963,-0.38877536240328386,0.19111935323190862,0.1704749121973257,0.546677275864832,0.07172105632098141,-0.07636488390551967,-0.5362910691179629,0.28755726527992964,0.10111527677891428,0.6381671885138567,-0.0391990110216325,0.2054844469117628,-0.41596680166825495,0.9203404189930846,0.5850396945742062,0.6546787168536149,1.0,0.136699377869512,0.46239980201424574,0.27677941359454467,0.32105987029927946,0.6899157819568964,0.3246581436080835,-0.12517493060498408,-0.35660810427302153,-0.21883023260361684,0.32780232178013874,-0.22312685825151682,-0.15636115119575703,-0.028391185006968522,0.3721308656416581,0.30805353610498953,-0.13158741059036905,0.37422201930320115,0.5791803231557124,0.7364103281074766,0.7433284025052947,-0.13037906327121734,0.5837193183573763,0.4382070566528916,0.04634154818416536,-0.31876838933124707,0.14451054673376865,-0.47590739744279004,0.8059225511550427,0.2652419026782681,0.36940966565064903,-0.5893911630701699,0.6158485567617151,-0.12276848241604293,0.4987568963380387,0.401508915762556,0.1228822803474626,0.3662648655924504,0.540336665470543,0.36143161256011586,0.0056408039488289805,-0.0693654415289336,-0.1864332873898543,0.239494688928267,0.9406590615917141,0.622469792431825,0.7416719778889876,-0.5494191693753837,0.2123958218085472,0.7218774405415397,0.14540219213782218,-0.2618341630598955,-0.306508833477347,0.7477358214719084,-0.29604794954644575,0.7218134233045217,0.336633437721859,0.13971185417421603,0.2322389365437779,0.035619611607506034,0.4617893742386871,-0.1063499272224573,0.3399852238649745,-0.018574107272668623,0.2630081333674119,-0.028770000212838626,0.32104078060141705,0.1683667037194467,0.43373244058475185,-0.09208288491603935,0.691505050519981,0.29889765618743946,-0.3700489230850727,0.3912766382191104,0.399557357847187,0.8675824226339774,0.013325057657413182,0.7749659448239035,0.48174366623266046,0.6918324832905797,0.5613124116550181,0.32319457330110135
Postcentral_R,0.6055181208945316,0.1176943683756237,0.0004735179196488188,0.17190476869883983,0.16174823994670606,-0.38479586772401,0.10548173924490369,0.5465875207557173,0.6977311234205912,-0.23242481066965806,-0.2265439009252233,0.6256889538554583,0.28443018692117206,0.34604142358473033,-0.12787727271420474,-0.016075505886031554,0.5853702228807856,0.06760931722119971,0.08008977619852334,-0.128992909262916,-0.17703001904436402,0.184664333287082,0.46947982265010374,0.26725378162397123,-0.35770902982004743,0.10627749877292521,0.0419161566573817,0.08501651131208182,0.21852721509748788,0.1543381962483669,0.08269481241745875,0.46624707135957805,-0.22055229744624502,0.136699377869512,1.0,0.2750458320503335,0.05418209816432352,0.01145111678323062,-0.32158128662611235,0.6088458139737084,0.6124294098053418,0.6776360937344386,0.6220626976350472,0.6164155345987492,0.18873774993550566,0.06988547496343753,0.5934321322725578,0.3030054224035478,0.921856482817668,0.24039525112671453,-0.12414214184933081,-0.3933430180543487,-0.2530255858681306,0.3419235231984219,0.3335229577466385,-0.5099847658849521,0.3957792111335231,0.05519357511425161,-0.09442105417744857,0.24138620540768452,-0.05780062747099659,-0.2996020896992562,-0.07978567412103435,-0.10983826918500096,0.1505794810031162,0.29546994349372174,0.17952114153704882,0.5183683866122704,0.0722604353083746,0.11210215717518918,0.1893372792915136,-0.07796304895419946,0.39934306065075836,0.26220176582663907,0.9031609525790653,-0.07335414487419845,0.47881376848809615,0.23938003343737618,0.13455794752758782,-0.25712441483745746,-0.023467607890284018,-0.016312687324543145,0.09713464422345683,0.30608265002022705,-0.13840172335818543,0.18559071958768822,-0.309645853286373,0.09034639138772545,-0.3185614832459867,0.42810438185135796,-0.5416263296961831,0.10850536525759055,0.7021947399815556,-0.6050723041905759,0.5482569519210474,0.20804999797373555,0.3216299122578939,0.10541518759743107,0.471302376132448,0.3685028185888433,0.011470100321312892,-0.08662485947639036,0.05520601602231469,-0.3730204149193764,0.24775793574934632,0.38649870364757194,-0.04883302385828022,-0.3908059810317308,-0.03747738651940505,0.0004972869241771778,-0.1876672480089152,0.13047462442360105,-0.4389457138012884,0.2736875026853476,-0.36950520605885323
Temporal_Mid_L,0.5484873103549781,0.08726558525449868,-0.04988319711677572,-0.2926147405065553,-0.26659447786274226,0.21138570789086114,0.12247598818775049,0.4997706250719697,0.04150805247889564,0.2820678017861658,-0.025855510584907804,0.3497811336943981,0.3654382258801853,0.7386058569510765,-0.2802214433203397,-0.04749225439452705,0.13542134182962637,0.12394809502718623,0.5373048517311649,0.141233735267348,-0.09614068369745273,0.515061254543646,-0.11312179641118174,0.0772553897599156,-0.214798904561638,0.2500066498783673,0.42688915250816106,-0.0706736233756841,0.4692968741616673,0.16920471318234978,0.3782545985142348,0.34378297526749146,0.18937196943294793,0.46239980201424574,0.2750458320503335,1.0,0.8486068759549213,0.5161637476979292,0.3688382392495183,0.4634949533857017,-0.08269441777397628,-0.06792668755990051,0.04230068555239075,0.37205582597523257,0.19855019379061814,-0.13679876899365376,0.11499013480324152,-0.007372960127961108,0.32451016022346957,0.3186255642188946,0.04387827719190968,-0.18637504489562692,0.4547936778706955,0.33057113255655435,0.44237035899803423,-0.05757529229638588,0.1116166187426644,0.4708716553188964,-0.035277737393791,0.1735571351725627,0.0019302889307914442,0.42249682642508085,-0.132424415609996,0.18397958647773913,-0.05542789976447635,-0.012105000871352424,0.16091624366643353,0.43863107676666474,0.5193461898175482,-0.12550664538349735,0.6292945126621564,0.4397421229713815,0.4624948157049039,0.08835901517449045,0.15178020705413411,0.006694625117033598,0.22788620493169803,0.3727054389822143,0.24300315345224455,0.014724923375967647,0.00960850222957967,0.38142940685136345,0.7872376387503786,0.3738992360289013,-0.005917501626620084,0.13762636632654135,0.20191644546191262,0.25033416663707764,0.2485554315287493,0.296279928330141,0.018800494721234143,0.450001804184537,0.029879475155735497,-0.26283491760382094,0.09517226352191369,0.16703713928178796,-0.15693975545082334,0.4648604815042484,-0.10118167601886045,0.28710013256463623,0.3264892657718751,0.35844038064816025,-0.35649723266088085,0.34533779129829856,0.410882364861311,-0.29576441302441464,0.5677884836577403,0.3916172118996447,0.3620736299016299,0.40768616341673103,0.2935557859536093,0.42993674644839974,0.1103564428989398,0.1994062945966029,0.22082303660562852
Temporal_Inf_L,0.36385566657981283,0.10481577552130647,0.024137403307974994,-0.33077269350868477,-0.3333638258738792,0.24640290729972136,0.14979240879681502,0.23106200213595582,-0.29475286628543407,0.3084941705550648,-0.09013007636486998,0.19273969354905007,0.17253513416337216,0.6789717627780891,-0.2784883260948074,-0.08895775600869066,-0.24499035345331624,0.20225170902422435,0.4261196994181786,0.1528818238264272,-0.20664542675495048,0.49279473195723095,-0.3624880164131736,0.2034064926368829,-0.16646573649396712,0.2611753334937001,0.2707030909667628,-0.16638692132241079,0.48988901465846574,0.22972143243895465,0.13267861154982508,0.04365420101906295,0.1927452615042962,0.27677941359454467,0.05418209816432352,0.8486068759549213,1.0,0.5448409588580031,0.4670936560224086,0.16862602295242035,-0.18979590485204592,-0.2597102750653786,-0.16969773363032492,0.2099877174606863,0.29088711449393445,-0.05899384510080276,-0.0515668211194964,-0.15468934670675538,0.16545279517741412,0.3654678469340134,0.13336726579661357,-0.20748798247022396,0.5202001945136564,-0.02183268930072245,0.3657110082699313,0.002869448058699595,-0.10350819633742703,0.5113853264208652,0.16019009866390044,-0.13154073892083548,0.13082880164043592,0.44447809704150854,-0.18040512585505386,0.1459161825478045,0.02737046543857128,-0.28053187467759866,0.1079495380238141,0.24365833604317097,0.3938292201755808,-0.11128870745052845,0.5389406709980094,0.44340960070870156,0.3534503086722586,-0.009193891638698066,-0.08730726676716909,0.16098062575605712,-0.09883286683726514,0.11043010521714981,0.06603005996120735,-0.040257828833931905,-0.018553859337868735,0.4417213951622312,0.7451126659503948,0.37819119793320544,0.16322722521581093,0.04037914497116616,0.1640017384546274,0.36263640467702907,0.22220104777566846,0.12080550333501533,0.09151584802620327,0.35857998139159825,-0.20020844218684872,-0.16815089727709692,-0.14466573749560807,0.03270351862907671,-0.3780425193005082,0.3571069193951482,-0.189236224553611,0.11857307236967873,0.3236933344762576,0.3375748045425205,-0.3517812062052428,0.474813485224622,0.31454432616838357,-0.4954719700204261,0.5668422138772616,0.5049667393281033,0.27345653487824034,0.49838522749795017,0.26530377821888323,0.38837965228038146,0.17024810495166431,0.16328000470849555,0.24349938526644813
