,SN_pc_R,Thal_MDl_L,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,SN_pr_R,Vermis_8,Thal_AV_L,Thal_LGN_R,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_L,Thal_Re_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7,Hippocampus_R,Cerebellum_10_R,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_6,Thal_PuL_L,Occipital_Sup_R,ParaHippocampal_L,Supp_Motor_Area_L,SN_pc_L,Cerebellum_Crus1_R,Thal_AV_R,Amygdala_L,Frontal_Mid_2_R,Frontal_Sup_2_L,Thal_VL_L,Temporal_Inf_L,Vermis_1_2,Rolandic_Oper_R,Occipital_Sup_L,Thal_VA_L,Caudate_L,Parietal_Inf_R,Thal_IL_L,Thal_VPL_R,Frontal_Sup_Medial_L,VTA_R,Frontal_Med_Orb_R,Pallidum_L,Rectus_L,Cerebellum_6_R,Thal_IL_R,Postcentral_R,Cerebellum_9_L,Lingual_L,SN_pr_L,Thal_LP_L,Red_N_R,Rectus_R
SN_pc_R,1.0,0.40836501618008325,0.14002912980382562,0.4827375069443166,0.020652279844534677,0.3863286576342437,0.2493188285439886,0.1953873221394564,0.4750089528299197,0.39879116405953435,0.12307878716071166,0.21618974192180426,-0.0089295229211562,0.15251493604481048,0.13786715351416087,0.2923389427530697,-0.014294795009953511,0.38027827958237154,-0.0970035222487793,0.27460196380444196,0.30572591053133585,0.41136536884221114,0.10472347248565826,0.19531203268706865,0.07661078650404769,0.29480069341697124,0.30867967892489584,0.12268634947420633,0.1004915008306141,0.05655109414008708,0.24423906675506976,0.2977865102509294,0.11844167003245565,0.21408248315019146,0.20293530744038424,-0.15259668869650167,0.16840623663758844,0.3356322303009944,-0.09877485928843589,0.40667738940065634,0.41710410770525547,0.26412987716672875,-0.18040512585505386,0.41384024719470275,0.24421904811927903,0.2100615514968545,0.16140815746154583,0.34261247479338053,-0.08595104813213648,0.3320090097485435,0.4214597200224435,0.24054160515702785,0.15074306782413197,0.09626726692210302,0.24966312565218332,0.1985078299172326,0.2918102490176156,0.6570473280531527,-0.07978567412103435,0.2045685545444878,0.36758406261223736,0.48417224686048477,0.2150067897784955,0.39523776266859895,-0.19872826719916423
Thal_MDl_L,0.40836501618008325,1.0,0.2285881772784101,0.5585198345910597,0.11616850353096352,0.5930545345665874,0.10153686329960676,-0.020269563732347815,0.1949999648188966,0.5279994625214622,0.23485302915451323,0.6072477793898914,0.38714064153954,0.04017874000369622,0.27543615026425367,0.2727034901969551,0.6120813932736201,0.6259062153809366,0.24148231422884048,0.13774152327470385,0.3114997366754984,0.20112094176416337,0.5857060416262582,0.09141952500207975,0.06772587550132894,0.5334118789840149,0.44602749777199063,-0.05660161379701947,0.1408291231251076,0.21688297926383499,0.24849894938808775,0.4588388207586686,-0.031517491942196094,0.5005667789656348,0.43226933235826254,0.20615250360064336,0.07508524392340668,0.08622228484872911,0.1613528920541952,0.21930387807954665,0.19354862416418597,0.6978139733708882,0.435332787423495,0.6616002858743742,0.5019942028338862,0.30312225431107936,0.35155387921643105,0.6921941349287823,-0.045483843708151166,0.562192013231441,0.6193051387631066,0.4014130323205257,0.4024594040157978,-0.18135873681455078,0.30584318870229,-0.1338058724522424,0.2701845980153722,0.4366119924436077,0.023494676742892392,0.08775784837147778,0.3629900330913119,0.43592667392528955,0.3970110933423304,0.3839296768121678,0.18382833741261428
OFCpost_R,0.14002912980382562,0.2285881772784101,1.0,0.13786574589053965,0.6277513259774375,0.5086943694219384,-0.002899647726456662,-0.5287097230003402,-0.16578870373124707,0.4649229158630391,-0.46366818348673206,0.6147368383549014,0.6102142571645046,0.15923277630450405,-0.35704803929230283,0.5259935395351187,0.21129442867435616,0.43201787855104173,0.5616193767819629,0.20507894670132953,0.0501240917560447,0.5815259395259121,0.337278052821762,0.3165270225203741,-0.5358852819451203,0.5934766602721493,0.4560235649127817,0.3107240563251552,0.3509619727836874,-0.06389880369716097,-0.3249353017283892,0.18845031989901226,-0.07169852973539088,0.568560377120986,0.20974269779153834,0.045353173107666664,-0.4904874377691777,-0.34231682038372924,0.5506708603687435,0.38830040540021094,0.31604291319361066,0.5433581454431823,-0.08895775600869066,0.153274207198662,0.24345522482687865,0.06955605211364775,0.6290073845513758,0.49674256561350116,-0.016809515217746335,-0.16830041355819017,0.46864167114706645,0.6940651900248471,0.6247969741178506,0.24396551311552786,-0.12445001674006875,-0.03881097321535479,-0.4023824654440931,-0.0033501914830697693,-0.016075505886031554,-0.4905240960949185,-0.36758460725437603,0.5434987431140605,0.11710754904350935,0.04055706667820189,0.8022410767576243
Temporal_Sup_R,0.4827375069443166,0.5585198345910597,0.13786574589053965,1.0,0.11842934762998768,0.6783328670334466,0.19069697878778852,0.08157968577850518,0.4539413952711062,0.24511702014442777,0.11338018439368426,0.3553292017033429,0.26869645498358397,0.19769953444625146,0.1909732946950334,0.16069996719960256,0.26629379144744875,0.6480331393785191,0.10192050912091441,0.4569590130480109,0.25998751048718943,0.3300028973121934,0.2999676640802222,0.3565644703330746,-0.0001288702496592766,0.6431946084817236,0.48474429300468,0.14737715529015274,0.2758947500314503,0.4193548219071717,0.18681607594488195,0.5765203179300603,0.18514427668627087,0.501723679295886,0.609395044067551,-0.024360646046267618,0.1032704976135865,0.45244566204306896,0.1872816327143675,0.3557165508377178,0.4010049176973158,0.4294638019979211,0.02157763666775305,0.6481234645913777,0.7157201530676641,0.34286084317426313,0.3903043047576187,0.43163478156302504,0.040191751047686144,0.36911987099226845,0.527509834314471,0.3553176052768383,0.2752547642210122,-0.0049764452919216495,0.3869775259917014,-0.04594979667352314,0.3122143711287089,0.5116144334320364,0.13527995642985113,0.03873204355928405,0.2969644513441793,0.28308130575704804,0.5326111614907653,0.2988794814079124,-0.08046571800710599
OFClat_L,0.020652279844534677,0.11616850353096352,0.6277513259774375,0.11842934762998768,1.0,0.33264538029022733,-0.10136008414218398,-0.823670258405967,-0.36835201652045413,0.3477698018656094,-0.6375644850833279,0.5001434078654324,0.7843386396611303,0.5466774269491342,-0.5524052142157383,-0.0038954559531633546,0.2553657916121385,0.38702209346832905,0.6437767174072988,0.4115805979580278,-0.1137924706903343,0.6748814262863688,0.33223631395229,0.49634939741355677,-0.7835431019038563,0.6658804649140576,0.6246112530426463,0.5569454957997242,0.5994830619280221,0.09871893868859616,-0.6479812172377596,0.31870423266773434,0.010097705497216215,0.6842953580733208,0.3441620796555189,-0.17800128938022142,-0.7669169221369367,-0.14136251561441068,0.7815695295428222,0.5920182603530805,0.48887137705105804,0.5545432807497671,0.02737046543857128,0.10486329361365795,0.2796587854922845,0.13205108671444624,0.7474376984808054,0.3996144920626514,0.3127332157633738,-0.21055604666098265,0.46107836030729865,0.5255685639130957,0.5462737501961822,0.09926484377483097,0.15502062386826182,-0.3528799138165433,-0.662265992801716,-0.02678031308193966,0.1505794810031162,-0.7314844046410683,-0.6534470325330712,0.670084904151703,0.1458586502585196,-0.08579337791544327,0.5628372805737941
Heschl_R,0.3863286576342437,0.5930545345665874,0.5086943694219384,0.6783328670334466,0.33264538029022733,1.0,-0.06439940579219905,-0.2131000208639939,0.15888520809291753,0.5617637347334662,0.05119544475807042,0.7348514158651273,0.5932594069826104,0.05596626584092355,0.14161482774946282,0.4191439971886671,0.582913532039869,0.7012387267672612,0.39757026660898903,0.24932536728749832,0.47146248660780554,0.3785132811656566,0.5076538125767948,0.22064281986357723,-0.13073010834628765,0.733471267444776,0.59223581150561,-0.0068671779996343895,0.22430737760147432,0.20185999690296108,0.050199520091533376,0.5694520136651036,-0.1289072202297839,0.7205424270976759,0.5053913288987503,0.09312808852952988,-0.07651922041803218,-0.0023159860357688648,0.4280547418104558,0.3526305035227952,0.35773712980654504,0.7086796736527554,0.3236933344762576,0.6469759165985693,0.6552576279200477,0.13936586653965008,0.5532584593493705,0.741410858853513,-0.10682787059069963,0.20902996170078222,0.7099445188431326,0.6032319825990706,0.6974692824372098,-0.0302138596669122,0.004117390183971003,-0.15191709773903492,0.1236034790016187,0.3452391855546701,0.011470100321312892,-0.13925805388899928,0.057906874889216496,0.5097765414823037,0.404438508924735,0.2926783603263724,0.33577771860328437
Cuneus_L,0.2493188285439886,0.10153686329960676,-0.002899647726456662,0.19069697878778852,-0.10136008414218398,-0.06439940579219905,1.0,0.06575563147130249,-0.1430255169940375,-0.08794613891315908,-0.2601342160178645,-0.03554373620387037,-0.1266435988131834,0.4780055827164462,-0.1912358040209653,-0.2793305791973505,0.05076741822358891,0.19045852054862594,-0.13155583242703064,0.4763390308049782,-0.2520201460486473,0.021068665819238528,0.13689740149413102,0.5104086476664814,-0.1097680044707506,-0.06107896555532439,0.13667108626645733,0.5439313014286411,0.590824070564046,0.526986349731849,0.13299099537680317,0.11361422415322318,0.8860608596187436,0.04251181914373948,0.4927841521761789,0.09854902106470305,-0.1610177661266087,0.36495537041247933,-0.09769272256603422,0.19955182837606594,0.2781847014967118,-0.15400338710974132,-0.24499035345331624,0.1257709394618513,0.34823905779171144,0.8073520120143053,-0.2758427587614463,0.057504169541716006,0.6411705896169554,0.5802676809785774,-0.14633126506021019,0.2898575462207615,-0.18563335841996467,0.11033170577744038,0.260663534158308,-0.059557178505485774,-0.10286159623048527,0.5571288411248483,0.5853702228807856,-0.008510282136354432,0.40175262328919403,0.06932334642860834,0.32316476259720955,-0.040853621424452605,-0.19720332177515
Occipital_Inf_R,0.1953873221394564,-0.020269563732347815,-0.5287097230003402,0.08157968577850518,-0.823670258405967,-0.2131000208639939,0.06575563147130249,1.0,0.6764572792457013,-0.2571459621115366,0.7868389022423338,-0.3491678503029724,-0.742196841144335,-0.5191823308595375,0.7337523924384753,0.25593047227301186,-0.21702432545950137,-0.12254863691529465,-0.5437130508732195,-0.28344723413037354,0.35726988018059086,-0.3755214990539586,-0.27179082264884674,-0.39115492319492673,0.907518706410784,-0.46783694604752296,-0.4997229630673654,-0.5725158671640136,-0.6472723156712349,-0.1275924436182817,0.809849396189126,-0.06921466899575589,-0.05652584251846373,-0.5883393577668485,-0.2682645725678635,0.17192276473869467,0.937992915563411,0.16843208763987685,-0.8338292044234349,-0.2782144828209775,-0.18629851961487323,-0.3468138834506079,-0.040257828833931905,0.08570285688888354,-0.18263157992481083,-0.1639210193655694,-0.532676780253136,-0.2421545315161072,-0.4331808133029263,0.23231768416144932,-0.19162102374798437,-0.2961048654673844,-0.5015197900430273,0.1827160856079947,-0.2440752382836583,0.5788200307875258,0.8775085859514965,0.17176808723193557,-0.25712441483745746,0.9176516072789348,0.7747034491598288,-0.5833947282472643,-0.017736428410493336,0.2973429645196486,-0.518417610941701
Temporal_Inf_R,0.4750089528299197,0.1949999648188966,-0.16578870373124707,0.4539413952711062,-0.36835201652045413,0.15888520809291753,-0.1430255169940375,0.6764572792457013,1.0,-0.016809619942058162,0.5948255474784283,-0.12956879805314403,-0.34961359426385774,-0.26023755037491775,0.6119710581641652,0.5030644409239781,-0.24254346927127085,0.1322848941159213,-0.2520689502510185,0.029888147816043334,0.49729462603836044,0.21115373702348764,-0.2984529468908374,-0.14018416661583905,0.525028284451175,0.12472811710181886,-0.06931660202807818,-0.29200936062531635,-0.4448164878315452,-0.36412388514181415,0.5022563785680842,0.15921201894987286,-0.2455108872790988,-0.1789382776069528,-0.16555784855260539,-0.10848419739501548,0.711175811580347,0.264472968798101,-0.485556780221802,0.17571695680397617,0.1840621951951573,0.012223503117816456,-0.16815089727709692,0.29008791802922806,-0.12054389582388832,-0.1464504795656044,0.05063206432897209,0.045377503221145095,-0.656233367756313,0.03936370422520819,0.2679401326225713,-0.09147067143451024,-0.11231113523363867,0.27533431112842727,-0.0030112747750160544,0.556669306159574,0.7925449338315467,0.21861469815968446,-0.6050723041905759,0.6469874701974191,0.4587395210974291,-0.17300763435812655,0.06897618046959315,0.48143430786454555,-0.22941288317351816
SN_pr_R,0.39879116405953435,0.5279994625214622,0.4649229158630391,0.24511702014442777,0.3477698018656094,0.5617637347334662,-0.08794613891315908,-0.2571459621115366,-0.016809619942058162,1.0,0.07710755945833063,0.7167079190005391,0.609477254665434,-0.015591269410867388,0.18053284912217524,0.36447102922394214,0.5484209058870815,0.5050147353299074,0.6116510739425841,0.014878318641200658,0.5104569217292775,0.26194006288180266,0.5049276256830146,0.040795066071952865,-0.0697889022306503,0.5746766174584546,0.45979750545917214,-0.09287690386141959,0.1210151896404859,0.08074841428495196,0.11880186611818101,0.4033162767594691,-0.23483043924590843,0.6127858324644686,0.34451096901454087,0.4684838385123043,-0.09094757244756531,-0.28921074159022503,0.47715017565179435,0.2503363200196963,0.1960534467053954,0.7352943912899227,0.49838522749795017,0.49874343017418993,0.2961698472777424,-0.016964151670778076,0.5261716207460012,0.6316236508692694,-0.11299269678492,0.11956300648943248,0.7010428665824696,0.4732593492161049,0.6708509140554663,0.07768536656718501,-0.1237689557191252,-0.059189344945276355,0.057088836842527996,0.1940378765992482,0.0004972869241771778,-0.107043677942848,-0.013043429275090751,0.6265195797017497,0.16008684138750992,0.4922135886466736,0.3524728335529238
