,Olfactory_R,Temporal_Mid_L,Frontal_Med_Orb_R,Cingulate_Mid_R,Thal_VPL_R,Cerebellum_10_L,Occipital_Inf_L,Thal_VL_L,ACC_pre_L,Vermis_10,Thal_Re_L,Raphe_M,Temporal_Pole_Sup_L,Thal_MGN_R,Thal_PuL_L,Occipital_Mid_R,Fusiform_R,Frontal_Sup_2_L,Cerebellum_8_L,Vermis_4_5,Temporal_Inf_R,Cingulate_Post_R,Insula_R,Heschl_L,Cerebellum_6_L,Thal_MDl_L,Cerebellum_Crus1_R,Cerebellum_9_R,Cingulate_Post_L,Raphe_D,Frontal_Inf_Tri_L,Precuneus_R,Temporal_Pole_Sup_R,ACC_sup_L,OFClat_R,Calcarine_R,Temporal_Inf_L,Thal_LP_L,Caudate_L,Fusiform_L,ACC_pre_R,Thal_AV_R,N_Acc_R,Frontal_Mid_2_R,Cerebellum_8_R,Thal_MGN_L,Putamen_L,Cerebellum_10_R,SupraMarginal_L,Angular_R,Thal_PuM_R,Thal_PuA_L,OFCant_R,Occipital_Sup_R,Temporal_Sup_R,Frontal_Med_Orb_L,ACC_sub_R,Vermis_8,Temporal_Mid_R,Olfactory_L,Cerebellum_7b_L,Frontal_Inf_Oper_L,OFCmed_R,Precuneus_L,Cerebellum_4_5_R,Thal_LGN_L,Rolandic_Oper_R,Insula_L,Temporal_Sup_L,Precentral_L,Thal_PuA_R,Parietal_Inf_L,SN_pc_L,Frontal_Sup_Medial_R,Thal_PuL_R,Frontal_Inf_Oper_R,Parietal_Sup_R,Supp_Motor_Area_L,ParaHippocampal_R,VTA_R,Amygdala_L,Cerebellum_Crus2_L,Thal_MDm_L,Thal_MDm_R,Vermis_6,Cuneus_L,Occipital_Inf_R,Thal_VA_L,OFCpost_L,OFClat_L,Thal_AV_L,Vermis_1_2,Pallidum_L,Rectus_R,Frontal_Sup_2_R,Thal_LGN_R,Parietal_Inf_R,Frontal_Mid_2_L,Vermis_3,Thal_VA_R,Frontal_Inf_Tri_R,Heschl_R,Frontal_Sup_Medial_L,Temporal_Pole_Mid_R,SN_pr_R,Thal_IL_R,Caudate_R,SN_pr_L,Thal_IL_L,Frontal_Inf_Orb_2_R,Occipital_Mid_L,Thal_VL_R,OFCant_L,Vermis_9,SupraMarginal_R,Thal_PuI_R,Cuneus_R,Cerebellum_4_5_L,Supp_Motor_Area_R,Cerebellum_6_R,Cerebellum_3_R,Thal_PuM_L,Cerebellum_Crus2_R,Amygdala_R,VTA_L,Hippocampus_L,OFCpost_R,Calcarine_L,Hippocampus_R,Postcentral_R,Rectus_L,Paracentral_Lobule_R,Pallidum_R,ParaHippocampal_L,Red_N_R
Cerebellum_8_L,-0.5616513505951284,0.2485554315287493,0.225022164840721,0.14909692419877615,0.0702200119385222,-0.5371643535082313,0.7725667587974309,-0.09898581420155915,-0.3793916729546044,-0.01687063107267704,-0.3668100160718927,0.30992132643110554,0.44678000412432817,-0.5908081896063825,0.07027051222926446,0.39921002516302784,0.7532719693309805,-0.02017895936132997,1.0,-0.03284891323064746,0.6430747547846597,0.44989447691273166,0.17709800564211475,-0.09326212169772308,0.8959652167407435,0.13078515963404277,0.8618722341413662,0.8721555632461568,-0.04393778343734581,0.5421449719943092,0.21951840254622204,-0.44853224421610194,-0.17227891415516508,0.035381557794649965,-0.11561290925778073,0.7218134233045217,0.22220104777566846,0.041920581148967066,0.001607568084619711,0.57998641116159,-0.31031131958641306,0.09424010601087571,-0.4082290241260241,-0.06765054427448301,0.8329299087147222,0.12451540488435554,-0.19017781508082296,-0.2768320953685857,-0.09737981774671815,-0.3523784766226084,0.271765323272089,0.35886556870033065,-0.5430420391841543,-0.15221890147798353,0.0650776573625643,0.37850532316804336,0.49216964738726515,0.835446332116796,0.6313263496113843,-0.48929817594272546,0.3576732737315739,0.2074296048426484,-0.6343433476462418,-0.5668632250219025,-0.1280227428330052,0.28824421013005286,-0.18496682818839155,-0.09770750853144458,0.02942777106539809,-0.2647096305629117,0.3568383896100514,-0.43969702214908646,0.25031934954469004,-0.237104384737993,0.06714717097784156,0.3208428667384258,-0.6476738558547191,-0.1584882940168966,-0.3255963636624393,-0.3222912325603482,-0.7458814713140751,0.8276769871583988,0.13726869657105198,0.3395844228309797,0.8107188981073011,-0.0132367835174233,0.8419452088255187,-0.33288586809109,-0.5033819977729521,-0.6311363030663831,-0.16225968851337375,0.2626131186991266,-0.2840318678688832,-0.4066437558451456,0.08490243687082659,-0.5181385437064473,-0.4344719452033179,-0.09112310280419936,0.10009297426580127,-0.3133424629013181,-0.030003899067544148,-0.09832270746300212,-0.12319936060631785,0.5636425061463397,-0.06693936761634522,0.20060474633604447,-0.15486922669339442,-0.38680928485961913,0.3048642268389031,-0.210729562136809,0.5304426815035387,-0.08940133453686164,-0.2676600614014113,0.8111231277369627,-0.17414889272728568,-0.2073026730587099,0.20967423886791864,0.22445080371905496,0.02894983756903654,0.8660152449534054,0.17380735102659986,0.4358476846735307,0.7305185067368876,0.29470822996020307,0.5504727434751064,0.16966026745635465,-0.4876858706429189,0.5618473891292993,-0.3029412282495786,-0.3185614832459867,0.4773329567670631,-0.42722170811854465,-0.3291163654535858,-0.37981242877678606,0.3963159913475359
Vermis_4_5,0.3285926140285265,0.4624948157049039,0.057113641680558325,0.5206676898903434,0.6293840380261873,0.4567765800934687,-0.1084296789741438,0.645093662644129,0.3218496130990078,0.6039338811743611,0.45560176476455777,0.271321374591608,0.07267532064173542,0.4207704785728979,0.6051475719457448,0.13050084494086567,0.18837846690979662,0.5238262840738285,-0.03284891323064746,1.0,-0.027146088772809975,0.3830006096473666,0.4861668618731334,0.6577112509257484,0.12735171116034238,0.5067063050570941,-0.16572873802888263,-0.10386648933872444,0.7173603370333854,0.20827092332183625,0.6404065130504135,0.5089969954109481,0.3187576628451326,0.6636352245519855,0.033197285526347105,0.36143161256011586,0.3534503086722586,0.5536621542388829,0.6783208432234279,0.5339017905004118,0.38682841032945775,0.08674272947870286,0.43299808022729863,0.490481025499552,-0.10339682788257387,0.23602331731381332,0.22566507195504995,0.650727694590277,0.5593631001853907,0.4183034309725348,0.5386121294432176,0.17550646160947242,0.2806374277597409,0.23863199786549208,0.5783434185648387,-0.0568359934724758,-0.0393901283450041,-0.04740331151984809,0.12465963872628039,0.33383826219112733,0.24721562212576714,0.6571871959115818,0.2955393545093879,0.5134655477475178,0.836185129626579,0.3559664732581709,0.719037363068047,0.4869428564506894,0.6011617649880645,0.4565887607084745,0.33171371491307544,0.4192737269753901,0.27862274466631104,0.6391983603383681,0.5801341340879261,0.5921126709571344,0.24418818324137845,0.7352133405860748,0.608530794218721,0.5131975161698976,0.4325569483504301,-0.22111086171754726,0.39519158542463617,0.4569337742208669,0.19516586421349397,0.2760967923156897,-0.216218173853417,0.5016927569054594,0.34065250668016167,0.3479768644665876,0.6464076363993005,0.7187886959511636,0.06025061034578008,0.23916867705016692,0.5157577882725195,0.6119182269903368,0.3091577956205326,0.5626270666801669,0.7893131406040126,0.4689196945242557,0.5633758844429858,0.6101973637339477,0.6300498274990125,-0.09068055262799593,0.429227318864043,0.3897892152827068,0.6771982800272632,0.4177279012078919,0.36516919965715317,0.38158876015258186,0.10515710417993263,0.5434856849043492,0.25082010853425185,0.12485172822663572,0.5281845402174564,0.7430883507875694,0.5425899055557023,0.7639555991507907,0.653474778261943,0.05315927031039187,0.668412643216497,0.5038436627621423,-0.1079687262595949,0.023827228853892497,-0.06335169545170256,0.6262813354032134,0.2963862174541302,0.43937049252360016,0.6377354557401328,0.39934306065075836,-0.18942599391828352,0.3045839092391092,0.24964032072116496,0.6997166972224319,0.08959296727408785
Temporal_Inf_R,-0.18930242601932484,-0.26283491760382094,0.27533431112842727,0.13953504991586982,0.2679401326225713,-0.31172481489123954,0.2708116204196251,0.012223503117816456,-0.338796962240552,-0.2500860578069564,-0.2520689502510185,0.44364232357463673,0.01435347780720108,-0.32615571247355507,0.15921201894987286,0.34801950966919826,0.8969612522202643,0.1840621951951573,0.6430747547846597,-0.027146088772809975,1.0,0.404612256828001,0.2509652297348459,-0.2246277582657534,0.6411903576580211,0.1949999648188966,0.711175811580347,0.5182384569129207,0.10775656947362629,0.49729462603836044,0.23212500098747413,-0.34068722672628643,0.3367017307842168,0.1322848941159213,0.2381472309733818,0.4617893742386871,-0.16815089727709692,0.06897618046959315,0.045377503221145095,0.22722853172171406,-0.24438647619739312,0.264472968798101,-0.09346943520784914,0.17571695680397617,0.6241724224973682,0.22573282061327568,0.2347714927561076,-0.06931660202807818,0.04726047066173072,-0.3040313458213714,0.25267853535460677,0.4575849010359576,-0.3099960357733133,-0.2455108872790988,0.4539413952711062,0.30637322238458997,0.36851590817028806,0.5948255474784283,0.9306228298752269,-0.2681350352652533,-0.17978393551140745,0.30146846289687573,-0.4391141226123553,-0.4448164878315452,0.019025808239748632,0.41778553008549824,-0.12054389582388832,-0.2984529468908374,-0.24254346927127085,0.029888147816043334,0.4066712285559208,-0.16051829432248743,-0.10848419739501548,-0.11634784688700052,0.054719874921110544,0.4334897306458807,-0.6204726028977627,-0.16555784855260539,0.15253506029393088,-0.11231113523363867,-0.485556780221802,0.48437811709500594,0.3223942890378632,0.3172279000679375,0.5022563785680842,-0.1430255169940375,0.6764572792457013,0.05063206432897209,-0.35376515236717215,-0.36835201652045413,-0.12956879805314403,0.29008791802922806,-0.0030112747750160544,-0.22941288317351816,0.1082733813423904,-0.34961359426385774,-0.656233367756313,0.02250963967642832,0.11585349744678301,0.0718954703892644,0.343227478528659,0.15888520809291753,-0.09147067143451024,0.5483748955344453,-0.016809619942058162,0.21861469815968446,0.2173185330728177,-0.17300763435812655,0.03936370422520819,0.21115373702348764,0.14009143799108562,0.2977690376700665,-0.1332546025892893,0.6119710581641652,-0.36412388514181415,-0.05393995503660715,0.09409051185770138,0.0472452306144463,0.08054040308708717,0.7925449338315467,0.2958337643106566,0.4935131187511196,0.7908490653841753,0.5030644409239781,0.18099920664663316,0.252353573620713,-0.16578870373124707,0.3357905905338993,0.12472811710181886,-0.6050723041905759,0.556669306159574,-0.26023755037491775,-0.4051311306817059,-0.1789382776069528,0.48143430786454555
Cingulate_Post_R,-0.22539743523407257,0.42688915250816106,0.048952724988371256,0.6964051809282976,0.38729921833739306,-0.020615321916942694,0.2921297151032613,0.29420448142735944,-0.30211336681442574,0.23491895370144847,-0.05495647868568093,0.2284783209851164,0.1613848060096993,-0.21624690527512178,0.5947439752664619,0.5337931138113522,0.5879115077481566,0.30768283080314074,0.44989447691273166,0.3830006096473666,0.404612256828001,1.0,0.4792380541260602,0.4065277933697316,0.5511107370431948,0.5121739355638348,0.3593725934961261,0.34002702985001537,0.46692012483510753,0.4506843522979123,0.40194141397038957,0.26016605502729473,-0.02160605333981144,0.5085104973595787,0.1297240475960854,0.6381671885138567,0.2707030909667628,0.5496624160157856,0.403382543113241,0.6188287280402588,-0.22113906003493353,0.3319976574477615,-0.022200641123499443,0.195308127389881,0.3711342876880924,0.01258545490336854,0.301140551022652,0.24046848679398708,0.44037513696054625,0.24617442227872402,0.6292017419565527,0.5715527254972478,-0.2700719665859843,0.22075606020696417,0.5486567181283224,0.10145979172161432,0.09592842451219216,0.3904279524011937,0.5245094359712422,-0.1445360305745467,0.1699636986424609,0.5487884791449918,-0.11381591326219122,0.058728786276671434,0.45239742812869443,0.3924444513152376,0.3455235868724481,0.26612591526726986,0.4161471461230151,0.32210503758609277,0.6544493863395373,0.16213690366966693,0.2093055894170282,0.2410922312948521,0.580706912703802,0.4804708999520182,-0.08968942579709786,0.4088104985441388,0.24050637521187795,0.035215387661756165,-0.17050585574952587,0.29258264943136436,0.5746868345460429,0.7172778209082042,0.42474223891004126,0.3181953919650119,0.35770683195065084,-0.06157761672096504,-0.020460381018286608,-0.2019343894478424,0.19266283585398986,0.5941225842481999,0.1925782576635891,-0.3026593240139438,0.3243392151796259,-0.031441140025998064,0.004815488037508533,0.2561660336483423,0.5818615628390393,-0.13871607094576674,0.23057402632860072,0.3682696965894054,0.20986821448468612,0.2535936335315273,0.1458929892466774,0.5172410234898055,0.28016239941231946,0.0767690059602181,0.6487217032499419,0.034495007034691216,0.4539118354074763,0.15098984683872757,-0.15361995853273172,0.4062866378730835,0.21647971807080363,0.4040362736461342,0.5494381441150715,0.5322735225637543,0.57130407356339,0.5240029695321482,0.42152977280268633,0.7561222702941737,0.39374029833687274,0.016588248059009374,0.2795653169410136,0.5729445086794211,-0.23708444305370507,0.6173212767547273,0.2697092705315261,0.0419161566573817,0.010524039119949296,0.16209451046906267,0.15256829717288553,0.1898238313018642,0.4634610972085054
Insula_R,0.3452333692303435,0.4291973928130507,0.18747617811077136,0.3885284735881065,0.5733632192572898,0.0949210301391695,0.20667912796752297,0.5942524646139006,0.36304176442881264,0.4282305760421758,0.269271793789097,0.2939163473227577,0.3930140578799714,0.16262908925869282,0.567412356798382,0.1715081867809437,0.42907928457827577,0.22757608544477934,0.17709800564211475,0.4861668618731334,0.2509652297348459,0.4792380541260602,1.0,0.5707167882670916,0.3327069461905918,0.632921741615693,0.1789787286096931,0.2305485216390568,0.31291752027223474,0.5300670302622912,0.5257368540605953,0.0803938510408914,0.2313075973307764,0.7802519772215625,-0.0582578293679363,0.4409247162621062,0.27184687403105007,0.4756866520928215,0.6439444471010335,0.5658891247476375,0.40919971570820635,-0.019535888354391708,0.45683946162924505,0.2029430960306473,0.22631499485258436,0.17294424249639156,-0.043737818377195224,0.3186244651929352,0.3439822622032138,0.0768320727786134,0.6369632609482287,0.45343929358876994,0.2534239263728538,0.07066212307797205,0.5747576600218929,0.1617693212314073,0.010662740759071155,0.21627189252866189,0.3651647018223083,0.40804289333192884,0.23334253772979052,0.6287601476391513,0.08147808999979883,0.05373658310000377,0.565022432710735,0.3907484358647671,0.5682847089764588,0.6523413565131896,0.5404819081272206,0.1052108927091059,0.587895023473736,0.08748727049208532,0.4190380235852252,0.6277618263215262,0.37337476038948125,0.6162767796803902,-0.13724577728086798,0.4242738265909509,0.33272776157046297,0.41643728978825095,0.07299193179492244,0.08977623299010641,0.4685924734661439,0.7056787332192578,0.3810113974128164,0.23314969427970392,0.14275345387042193,0.26214414104511,0.3392850617944637,0.06852516950857039,0.6353004095853059,0.5635575749506055,-0.10572941397554128,0.284246616333469,0.10665646123122581,0.2713856741002903,-0.0904212454070951,0.23853628130514026,0.5660574635238674,0.40079523408286993,0.5351822414621151,0.6961603208770971,0.6831862587146965,0.2811505133168116,0.534806731403305,0.4032807754179122,0.6451352365025185,0.3416792344467496,0.47954527686951054,0.20379565041533376,0.26978750831638915,0.5323942630509764,0.2612638107157697,0.30089618509668525,0.22341829423593476,0.44362015955933237,0.3412595170234355,0.5843488321428859,0.36708308608265133,0.3344200545156238,0.48463177844118527,0.6520797935434135,0.10583626636527056,0.5829202271540938,0.20314588850350382,0.6267831126946196,0.4683488799288317,0.43130808199823023,0.505137389486745,0.07004089970792086,0.12522635815726793,-0.11509340472157353,-0.11449178824231256,0.43312033272419986,0.5083828644989252
Heschl_L,0.42538300451839944,0.7386058569510765,-0.09845903735552046,0.4543019658308837,0.6250766172618133,0.290565667691094,-0.059802918566949956,0.7872002714928114,0.35302070646840716,0.48829563930067355,0.49541671139787413,0.19104013080742374,0.33808713699414916,0.5384629303584362,0.665175970810189,-0.16711088648017616,0.08679151577224002,0.27825341424927136,-0.09326212169772308,0.6577112509257484,-0.2246277582657534,0.4065277933697316,0.5707167882670916,1.0,0.1514099100377646,0.5854911220861523,-0.16036522999512104,-0.053595390082256084,0.6259749654038193,0.37751840461344616,0.5953625216246937,0.32789545013827637,0.08312817407282982,0.7331856786341899,-0.20914190788137868,0.23232962943552568,0.6789717627780891,0.4945094261464403,0.7521512217227185,0.6525911843359561,0.41221233736906804,-0.17986017812765248,0.4663728817542397,0.2495888678318776,-0.09644437410326666,0.2993676822582513,-0.01726349999656819,0.4953353699148553,0.3252564478331126,0.1698870899489333,0.6912394955550805,0.2605338528571583,0.3147805391831523,-0.005718108992762137,0.413120541130412,-0.08330474608877367,-0.1055380432246432,0.06435554828805168,-0.15711715568616172,0.4792721314505567,0.2075669108627771,0.6227844128977335,0.4214060328864049,0.28174381556844846,0.7711684287457844,0.4805830584302814,0.6857088368171474,0.7840691134771184,0.9033909211274075,0.13956541273291495,0.3888571054747158,0.0827834645085381,0.41411937979388896,0.5280893607288032,0.3986099209079872,0.4435003964694426,0.09553468263851003,0.5572306918990526,0.4074200697957993,0.5998838318520844,0.4592573294249958,-0.1470389364747483,0.21292383001635562,0.5602983398340107,0.09103320244402822,0.002710095481184486,-0.2916152012025274,0.41873439909228305,0.4358508941211959,0.35698863025126165,0.7900972093845444,0.6098818127967125,-0.09561786875177078,0.30509639993627546,0.19998672177301374,0.638907246091468,0.2070293061716638,0.40377582282436425,0.601901092192153,0.46563599814295853,0.34174045543148784,0.703860062221151,0.6259309735100772,-0.1979027483253304,0.5814145046706635,0.26068014894913033,0.5790654743717224,0.43176569234489093,0.37558611573870443,0.12482396477715914,-0.054505413815466995,0.5052641492943534,0.2450317020510354,0.1194573478029965,0.45478246443228804,0.664410373456658,0.2399849222096794,0.5689152169622952,0.4855506030238285,0.008991915982354328,0.40614924639146455,0.5959161421532695,-0.20756990924794058,0.11101583716165662,-0.03218730264611284,0.7564183895602123,0.32814775403838575,0.2766331895936965,0.563557254948843,0.34604142358473033,-0.2996713061704099,0.12270948977326124,0.2207548813543212,0.7110609695396176,0.18487895457744696
Cerebellum_6_L,-0.41540079213278275,0.42249682642508085,0.06624965635607691,0.2554181255387598,0.20954211260470207,-0.45271589091737796,0.7442798840503347,0.10876354655364291,-0.4123784536364431,0.023845375917597878,-0.23990373921032376,0.40440950799866243,0.42025436538192884,-0.397545899552422,0.20120440832436162,0.30884485202276135,0.8521006547905225,-0.08290884566627957,0.8959652167407435,0.12735171116034238,0.6411903576580211,0.5511107370431948,0.3327069461905918,0.1514099100377646,1.0,0.3422888155593715,0.905026148121385,0.8878264818167312,0.13509896683097386,0.6626238212847012,0.29564186634119566,-0.46623077886060355,-0.22149969840502365,0.16914896815133923,-0.26760120088618056,0.8059225511550427,0.44447809704150854,0.12344114503561927,0.1689269022532006,0.7558486753834194,-0.32722985545512717,0.03464940249686268,-0.3220143502892469,-0.14611683908160777,0.8844867063442801,0.25015227260479955,-0.185780970885852,-0.2132761908361314,-0.08128673204352223,-0.3965736267878988,0.4593359905420561,0.41097624460448984,-0.5592810502397857,-0.2620305055705545,0.23974875717313648,0.351431367557556,0.48839734366016296,0.9332171733685772,0.6269717414898608,-0.3759463594568984,0.2804277408353301,0.3549790821300331,-0.4296999392526948,-0.5950126280252204,0.12176083135748882,0.477143160012937,0.005173320647669518,0.049113070965812335,0.24982372224520702,-0.2965092150056388,0.48677710573197147,-0.5290310619210561,0.37833771299697566,-0.22206627671700152,0.11059401160911315,0.44672089503936135,-0.7365322941051555,-0.06492242602278954,-0.20837522279577375,-0.11966932405070507,-0.574772991954979,0.8105882760592419,0.14969386553631153,0.4613944099986675,0.8559944702654186,-0.10703503240117264,0.809604875139078,-0.22895413026262276,-0.5169410729031787,-0.6165335672609983,0.043980403412116155,0.42932167058640186,-0.2802209873201458,-0.33588167359273835,-0.027681011634456538,-0.35742777330340675,-0.5011270472656952,-0.15491318116110278,0.19478216348385327,-0.1769358120735598,0.00228602444888292,0.1314708975891026,-0.09268234204541059,0.5234087615663444,0.13014145572946434,0.1833352930084279,0.004660782863079098,-0.28774862323385236,0.3478743210479257,-0.2860904112265905,0.44945898716215854,0.047952869241658515,-0.35078626355534637,0.9090040862098893,-0.08370817178805078,0.012289876279313865,0.20620139329411705,0.322821590428179,0.10609843979650836,0.9525373726080425,0.2053598380863371,0.5898347996908263,0.7662767526274243,0.3385599337658937,0.5311992707185192,0.36903983581022953,-0.4396699017616188,0.6452584414457062,-0.13662897868084764,-0.2996020896992562,0.4069006903715883,-0.5059047429432854,-0.29777864896252915,-0.20146854450926124,0.48193315024007555
Thal_MDl_L,0.30437514132476734,0.47791092469852703,-0.18135873681455078,0.4085651517147331,0.6193051387631066,0.1261259638628123,0.009259607548595027,0.6978139733708882,0.1460667133577454,0.35376218794633296,0.24148231422884048,0.23565255948031638,0.13148723563644726,0.24410102589363147,0.4588388207586686,0.02029340509572618,0.3905567741915755,0.19354862416418597,0.13078515963404277,0.5067063050570941,0.1949999648188966,0.5121739355638348,0.632921741615693,0.5854911220861523,0.3422888155593715,1.0,0.07508524392340668,0.09219072257905883,0.41087067098636487,0.3114997366754984,0.5121962881283272,0.18147323815828167,0.2342644499399247,0.6259062153809366,-0.06877425252815272,0.33639688065634415,0.435332787423495,0.3970110933423304,0.6921941349287823,0.565247236023894,0.1659513125432194,0.08622228484872911,0.3209639475426112,0.21930387807954665,0.08470348662620694,0.21388223511962862,0.26593100729495445,0.44602749777199063,0.30303493948488974,0.08911179457670668,0.5336887204467238,0.36682300611379753,0.19350119165572838,-0.031517491942196094,0.5585198345910597,-0.16111037249781818,-0.1275633834781862,0.23485302915451323,0.26339304707778255,0.3438390626499022,0.016318136394462425,0.5887816347305572,0.2512275756910499,0.1408291231251076,0.6813034641047035,0.50444021920392,0.5019942028338862,0.5857060416262582,0.6120813932736201,0.13774152327470385,0.5380990783187437,0.0840331634439485,0.20615250360064336,0.3942187272274713,0.3432486460983851,0.5168478046663829,-0.07550120465042809,0.43226933235826254,0.39009335432351566,0.4024594040157978,0.1613528920541952,-0.049566735639544696,0.5643458414561329,0.7878458840576055,0.24849894938808775,0.10153686329960676,-0.020269563732347815,0.35155387921643105,0.23551671700601853,0.11616850353096352,0.6072477793898914,0.6616002858743742,0.30584318870229,0.18382833741261428,0.1569022919880146,0.38714064153954,-0.045483843708151166,0.21775709958931683,0.5278134643085036,0.33100024816996904,0.39484129230119697,0.5930545345665874,0.4014130323205257,-0.021855724842738764,0.5279994625214622,0.4366119924436077,0.5855417725930883,0.43592667392528955,0.562192013231441,0.20112094176416337,0.07594755293867676,0.5246848866339461,0.10720028563971426,0.27543615026425367,0.21688297926383499,0.4689939335813956,0.2849583208781788,0.47108053546060896,0.45511402257428474,0.2701845980153722,0.4646948441803866,0.5998932140058485,0.12655312141551875,0.2727034901969551,0.034212947149838656,0.7042988086250456,0.2285881772784101,0.40535827084523685,0.5334118789840149,0.023494676742892392,-0.1338058724522424,0.04017874000369622,0.2400260214258306,0.5005667789656348,0.3839296768121678
Cerebellum_Crus1_R,-0.5125193862832198,0.12118469226812019,0.144676907678942,0.08777953372038767,-0.044883016474222055,-0.5068424825049807,0.7841887930108358,-0.1821181889757889,-0.5056287503257967,-0.1645711382070846,-0.41575846373968667,0.36597764869813065,0.2996954184918555,-0.5506845863912618,-0.010054801557637466,0.32685960552913834,0.8135558116371083,-0.2645516637392915,0.8618722341413662,-0.16572873802888263,0.711175811580347,0.3593725934961261,0.1789787286096931,-0.16036522999512104,0.905026148121385,0.07508524392340668,1.0,0.9410965627582735,-0.10696164035132716,0.5344736643126785,0.030564349362476654,-0.6708418998759794,-0.28079225806475994,-0.07645482687673592,-0.24428180658475382,0.7116153690109571,0.17123534916771324,-0.04494557388126286,-0.1481335548091328,0.490385279512485,-0.4447728886260514,0.051493666248892275,-0.46105688152212587,-0.3341696916255538,0.968695419729077,0.200053674785889,-0.2431929837049395,-0.45103009619314405,-0.2418865530888962,-0.5222545902848849,0.2232400434476039,0.31223705239589045,-0.6788363497494807,-0.3052160580955612,0.1032704976135865,0.4476333148127733,0.6179073927729476,0.9246789878924236,0.6585598363400788,-0.5114745582055206,0.2179644428192812,0.12311768233512471,-0.5590963345727102,-0.7749086453641324,-0.18886929992957854,0.276061859785028,-0.20520033607873076,-0.22014252717055013,-0.09545609213732555,-0.3956753419262287,0.32989224403638123,-0.6213296072494164,0.23965701758018873,-0.4183669742398505,-0.06516433353597767,0.3171645835622124,-0.8314698484404321,-0.2955640759893159,-0.39697356650292737,-0.3375322691733682,-0.7207097553153327,0.8944219905891927,0.03714310088877713,0.2259794552651598,0.824986312256644,-0.1610177661266087,0.937992915563411,-0.3883005305228268,-0.6751115796489267,-0.7669169221369367,-0.2157262604305518,0.17798198050324845,-0.32874374969937176,-0.41533451268853794,-0.21537328956239976,-0.6073729806005314,-0.6169714773025786,-0.3875484873610412,-0.08209118142938807,-0.2945404053402145,-0.0989107474987091,-0.07651922041803218,-0.3124550102540609,0.6508282830106339,-0.09094757244756531,0.04759338994792597,-0.18086225280431506,-0.5153510641162,0.14716837900255242,-0.39085008462585574,0.4368265505828199,-0.11997601019032958,-0.43107278923805387,0.8555520861144182,-0.22995950833316411,-0.23086565907265313,0.01848784106049668,0.10377451899114924,-0.12817175073001943,0.9536331039395317,0.0019348044508963435,0.37613936600403114,0.8315338869867536,0.37769536362428263,0.5916008426789855,0.06375436922698638,-0.4904874377691777,0.5266871565503125,-0.3450175786908892,-0.40263275965128176,0.5790801828977906,-0.6508187581154766,-0.4400495099911454,-0.4620024365784526,0.3850435693187085
Cerebellum_9_R,-0.5531515687472904,0.2935557859536093,0.1579135136318941,0.09093744751109543,-0.08661893693850024,-0.45159798770223253,0.9125749453223732,-0.16521937919004953,-0.37619971190196033,0.04538982390063027,-0.4047734040713222,0.2594213830084141,0.46469329589945324,-0.5935946043935422,-0.014793099484776612,0.3356090430936868,0.686122094092914,-0.2782395067175752,0.8721555632461568,-0.10386648933872444,0.5182384569129207,0.34002702985001537,0.2305485216390568,-0.053595390082256084,0.8878264818167312,0.09219072257905883,0.9410965627582735,1.0,-0.12338482706612075,0.48179281174254596,0.04401962871823479,-0.622610062944771,-0.39989045698722203,-0.03289182742544388,-0.33634832697122585,0.7749659448239035,0.26530377821888323,-0.027577830668128113,-0.12504945502265252,0.5865629443270353,-0.33959231043087246,-0.021234892074122727,-0.4730455844942686,-0.35707889667077863,0.9589449122195097,0.16498761387408142,-0.3561948532075066,-0.4773161454854411,-0.25062752897147583,-0.4576261364274042,0.2090397986177455,0.2630539383519661,-0.6604147514041235,-0.1872898631273269,0.01612252920085673,0.47865566373074336,0.5837874181668937,0.8958983948615657,0.5041767598390077,-0.48096839611233944,0.46035847630849747,0.10082698111460667,-0.5887821859296256,-0.6976441305001909,-0.18078152323473065,0.16447021888460803,-0.13225439693646368,-0.07019851400745247,0.01779918250535641,-0.4454655967061555,0.30219608916204665,-0.6233590360281032,0.3821717341927677,-0.32791983171880884,-0.04178128033099566,0.33513372954242754,-0.7385926425914834,-0.21252874045617257,-0.5192961820319424,-0.3681073207913636,-0.735184250100854,0.9120138246476238,0.027453599656467657,0.25875321478513647,0.9075369806182788,-0.02582319716468164,0.9073327057311962,-0.4591686619130766,-0.6147398313442283,-0.7738840985009025,-0.15874469599214008,0.1830315325668813,-0.38350085496087744,-0.41034363201008084,-0.17371964976115656,-0.6036238696399238,-0.44209916497724694,-0.3603685889660389,-0.026962086685290626,-0.3604374405476973,-0.13407673493957367,-0.11175291269421449,-0.20704627958905922,0.6470013251824922,-0.04828429115449308,0.09856557044425251,-0.2178243832058622,-0.5147538291171619,0.2597450155611232,-0.4829230962624832,0.5806647795889684,-0.19743356654643932,-0.34354469834773294,0.8235494488744804,-0.06553677263414062,-0.23046500064483047,0.1030229122763489,0.24782627063528082,-0.1177291698915181,0.8849255522282546,0.014984722258356094,0.3159451636384976,0.6965440293208615,0.333771897241481,0.694257911831675,0.0356188078220044,-0.4739540969616569,0.6111163248238124,-0.4399265815596993,-0.1876672480089152,0.5419410746270479,-0.6633044793867721,-0.37922164269032776,-0.45562676642134486,0.32486428508840054
