,Olfactory_R,Temporal_Mid_L,Frontal_Med_Orb_R,Cingulate_Mid_R,Thal_VPL_R,Cerebellum_10_L,Occipital_Inf_L,Thal_VL_L,ACC_pre_L,Vermis_10,Thal_Re_L,Raphe_M,Temporal_Pole_Sup_L,Thal_MGN_R,Thal_PuL_L,Occipital_Mid_R,Fusiform_R,Frontal_Sup_2_L,Cerebellum_8_L,Vermis_4_5,Temporal_Inf_R,Cingulate_Post_R,Insula_R,Heschl_L,Cerebellum_6_L,Thal_MDl_L,Cerebellum_Crus1_R,Cerebellum_9_R,Cingulate_Post_L,Raphe_D,Frontal_Inf_Tri_L,Precuneus_R,Temporal_Pole_Sup_R,ACC_sup_L,OFClat_R,Calcarine_R,Temporal_Inf_L,Thal_LP_L,Caudate_L,Fusiform_L,ACC_pre_R,Thal_AV_R,N_Acc_R,Frontal_Mid_2_R,Cerebellum_8_R,Thal_MGN_L,Putamen_L,Cerebellum_10_R,SupraMarginal_L,Angular_R,Thal_PuM_R,Thal_PuA_L,OFCant_R,Occipital_Sup_R,Temporal_Sup_R,Frontal_Med_Orb_L,ACC_sub_R,Vermis_8,Temporal_Mid_R,Olfactory_L,Cerebellum_7b_L,Frontal_Inf_Oper_L,OFCmed_R,Precuneus_L,Cerebellum_4_5_R,Thal_LGN_L,Rolandic_Oper_R,Insula_L,Temporal_Sup_L,Precentral_L,Thal_PuA_R,Parietal_Inf_L,SN_pc_L,Frontal_Sup_Medial_R,Thal_PuL_R,Frontal_Inf_Oper_R,Parietal_Sup_R,Supp_Motor_Area_L,ParaHippocampal_R,VTA_R,Amygdala_L,Cerebellum_Crus2_L,Thal_MDm_L,Thal_MDm_R,Vermis_6,Cuneus_L,Occipital_Inf_R,Thal_VA_L,OFCpost_L,OFClat_L,Thal_AV_L,Vermis_1_2,Pallidum_L,Rectus_R,Frontal_Sup_2_R,Thal_LGN_R,Parietal_Inf_R,Frontal_Mid_2_L,Vermis_3,Thal_VA_R,Frontal_Inf_Tri_R,Heschl_R,Frontal_Sup_Medial_L,Temporal_Pole_Mid_R,SN_pr_R,Thal_IL_R,Caudate_R,SN_pr_L,Thal_IL_L,Frontal_Inf_Orb_2_R,Occipital_Mid_L,Thal_VL_R,OFCant_L,Vermis_9,SupraMarginal_R,Thal_PuI_R,Cuneus_R,Cerebellum_4_5_L,Supp_Motor_Area_R,Cerebellum_6_R,Cerebellum_3_R,Thal_PuM_L,Cerebellum_Crus2_R,Amygdala_R,VTA_L,Hippocampus_L,OFCpost_R,Calcarine_L,Hippocampus_R,Postcentral_R,Rectus_L,Paracentral_Lobule_R,Pallidum_R,ParaHippocampal_L,Red_N_R
Olfactory_R,1.0,0.0019302889307914442,0.12255414290350591,-0.12522272964659759,0.5739696823491515,0.37966492840077654,-0.6320689048999723,0.6732297757702089,0.6489752376218275,0.11810183280287778,0.7341617027416651,0.16019037530774136,-0.08680905408413324,0.8465415472588419,0.2753663522801875,-0.5748442504014426,-0.18923008512925468,0.241318479286135,-0.5616513505951284,0.3285926140285265,-0.18930242601932484,-0.22539743523407257,0.3452333692303435,0.42538300451839944,-0.41540079213278275,0.30437514132476734,-0.5125193862832198,-0.5531515687472904,0.3804613695502539,0.11511107797140462,0.31697340204300944,0.2079029412924576,0.6074859569590766,0.43690952346771256,0.04285950929274116,-0.47590739744279004,0.13082880164043592,0.100904625336134,0.5130822155804455,-0.08564486707572595,0.6653805013196189,-0.3664785710607521,0.8810287045850664,0.3275211411774078,-0.548064082119946,0.1162516218834051,0.06951571379222067,0.5504677892118377,0.2098066574102475,-0.008397943734443976,0.2926794413219978,0.08913978077670591,0.8111992266238562,-0.26048142025309573,0.1811969925836501,-0.0867332340538825,-0.23075090256935551,-0.3937919129518098,-0.2434576039527245,0.8933295407777191,-0.3142197846864386,0.2366685604272779,0.66120690924051,0.30547657593843747,0.5292903798613123,0.26534482215650684,0.25085914441000456,0.3584595275071368,0.30650501777946404,0.15745955146515464,0.18051822906047602,0.2511547281233847,0.04308302211457023,0.4480676879218147,-0.00356519502221163,0.09875728354527162,0.1603500755472758,0.2500835691040177,0.6412933288936639,0.7279575371414579,0.7566735681181204,-0.5546939467826087,-0.032241111294640315,0.11696665044626257,-0.4282456995972282,-0.22178069343590154,-0.6482698577793948,0.7885753028941669,0.6753554817254083,0.738949162612876,0.6866245169807267,0.23102687118705795,-0.07311977694344012,0.7845187812057189,-0.028090673884398204,0.7797335002949526,-0.060903951598835424,0.30614772251282724,0.2436046932344991,0.8162609047358884,0.41875544601195647,0.540832066414501,0.5479059885352883,-0.3382771342938916,0.6056493962547334,-0.09706926162937445,0.6327352134671741,0.6497833657632758,-0.2763381396407427,0.5341406805933729,-0.5682658083395442,0.7450725062915257,0.5300467997230845,-0.3096982314354425,-0.04430186969298178,0.45731838179382883,-0.2387476691129477,0.049408568036131535,0.110448020335482,-0.4057651246713285,0.2563361564203676,0.12366686796472734,-0.391481842111825,0.393987324787784,-0.49079787386730006,0.3735371449084867,0.8757196413422651,-0.4269620803329238,0.7320615122505962,-0.05780062747099659,-0.1527901709319654,0.15065814621450585,-0.1282618047536543,0.71005560026384,0.05542521732206893
Temporal_Mid_L,0.0019302889307914442,1.0,-0.1811483621062823,0.3046248363451341,0.29548892240957075,-0.08269441777397628,0.37366143617711955,0.4708716553188964,0.13762636632654135,0.4634949533857017,0.25033416663707764,0.07049231803833621,0.5193461898175482,0.15192370695420085,0.3748312692096286,-0.012105000871352424,0.1103564428989398,-0.04562760538384232,0.2485554315287493,0.4624948157049039,-0.26283491760382094,0.42688915250816106,0.4291973928130507,0.7386058569510765,0.42249682642508085,0.47791092469852703,0.12118469226812019,0.2935557859536093,0.34696072385025145,0.3916172118996447,0.39027007961099563,0.09517226352191369,-0.34458261651800165,0.410882364861311,-0.44380359081410653,0.46239980201424574,0.8486068759549213,0.28710013256463623,0.5373048517311649,0.7872376387503786,0.1639445875430368,-0.2926147405065553,0.04819782961411583,-0.0706736233756841,0.19098051359054558,0.141233735267348,-0.35649723266088085,0.16091624366643353,0.1735571351725627,0.029879475155735497,0.5677884836577403,0.18397958647773913,0.00960850222957967,0.04150805247889564,0.042578139038681226,-0.0024297011000941325,0.04387827719190968,0.34533779129829856,-0.18637504489562692,0.12394809502718623,0.43863107676666474,0.38407637155861696,0.16920471318234978,0.04230068555239075,0.4692968741616673,0.36057516316397403,0.37205582597523257,0.6789587865296501,0.8871086791650525,-0.15693975545082334,0.35844038064816025,-0.19719738943158255,0.6292945126621564,0.19483786738374514,0.2598811414998824,0.1994062945966029,-0.06792668755990051,0.3497811336943981,-0.04988319711677572,0.3175476932415033,0.0772553897599156,0.18937196943294793,-0.007372960127961108,0.5018531183099274,0.3620736299016299,0.13542134182962637,0.014724923375967647,-0.035277737393791,0.06643894797861487,-0.05542789976447635,0.515061254543646,0.42993674644839974,-0.26659447786274226,0.13414634620011856,0.02258509708762747,0.28598790874248664,0.15178020705413411,0.08835901517449045,0.37450300330871944,-0.005917501626620084,-0.12550664538349735,0.3264892657718751,0.3654382258801853,-0.09614068369745273,0.40768616341673103,0.1116166187426644,0.08726558525449868,0.12247598818775049,0.5130464712422008,-0.2802214433203397,0.33057113255655435,0.06658378590479372,-0.07481183147941298,0.3688382392495183,0.32451016022346957,0.3738992360289013,0.34378297526749146,0.4997706250719697,0.296279928330141,0.21138570789086114,0.16703713928178796,0.4397421229713815,-0.05757529229638588,0.018800494721234143,0.24300315345224455,0.5161637476979292,-0.04749225439452705,0.4638356828523397,0.10595963975187626,0.2750458320503335,-0.214798904561638,-0.09289196514699624,0.11499013480324152,0.3186255642188946,0.22082303660562852
Frontal_Med_Orb_R,0.12255414290350591,-0.1811483621062823,1.0,-0.012573489714871197,0.2461414615029754,0.08533881850336424,0.12661273320352306,0.08570190656567558,0.30937400399616966,0.1700275516942546,0.245295139035892,0.14940975884698066,0.23592604224292896,-0.02195655646707172,0.2320494227158684,0.12626545516594564,0.22633263201392273,0.2952615496518066,0.225022164840721,0.057113641680558325,0.27533431112842727,0.048952724988371256,0.18747617811077136,-0.09845903735552046,0.06624965635607691,-0.18135873681455078,0.144676907678942,0.1579135136318941,0.06984283494726135,0.25250115896498987,0.26485959192778014,-0.054377885821921025,0.3772350045080977,0.18048779126970707,0.18632869089768353,0.047669964410840295,-0.18511231766674976,0.10091537861119677,0.006249905969368015,0.04040204692148833,0.35527956647933445,-0.07510262916239793,0.3276607181452881,0.31403463460879477,0.15922589932595424,-0.10547297225653411,-0.11347207743414449,0.12927467994382158,0.16799127050041088,-0.032335359338972615,0.17945193430373735,0.329198409786582,0.183280714631273,0.05604703616391325,-0.0049764452919216495,0.4542840794554347,0.3089646574218347,0.047425520782959064,0.26225621995114823,0.10225329553082893,0.20498702714434563,0.11976719534221456,-0.27666026705498376,-0.04954154502084073,-0.015318590194121379,0.03388102630536019,-0.11262630703614522,-0.12827664199077748,-0.18269081227891693,0.13663415832203174,0.2766303190482136,0.1448639867507163,0.07789106057929973,0.2657578116752043,0.10638538301174122,0.2527421151234776,-0.11407279494172838,0.04205508558622551,0.18153646564731638,-0.001063836632575906,-0.055532720779024054,0.18311707550718564,0.06276376544368588,0.05947644315414176,0.14978551165067858,0.11033170577744038,0.1827160856079947,0.20962570780639628,0.07660760435029286,0.09926484377483097,0.07624599212273929,0.11378050474779051,-0.37008350102257215,0.13488735582476563,0.2765617179242104,0.017200513220198776,-0.13568431211355444,0.2770421187881488,0.19906541077691442,0.18299078440465413,0.339588914575591,-0.0302138596669122,0.3495272949810078,0.2932570568439194,0.07768536656718501,0.06666353571381302,0.15122483003850287,-0.04458080889533426,-0.11784421032816148,0.362238401206895,0.14983695223688895,0.27219689523261026,0.3338263790219954,0.17501000036106817,-0.11408524483511052,0.09643797095886782,0.04751643586673651,0.2117711766934243,0.0392556711857251,0.1462942531802133,0.3062525476836253,0.1554541942145738,-0.004106533483873445,0.36652955002861937,0.08597936728743055,-0.00463686707555653,0.24396551311552786,-0.014825759633272309,0.15165589923438702,-0.09331745992861189,0.4887688120822911,-0.05019097221927086,-0.46405622395200763,0.036150241000345876,0.159888691516407
Cingulate_Mid_R,-0.12522272964659759,0.3046248363451341,-0.012573489714871197,1.0,0.3079588018310711,0.4022596585921014,0.09311104560885188,0.269711690688069,-0.25942674665850346,0.44276714581564747,0.06966445787989452,0.17965820128448,-0.04204460668515072,-0.017027385639762974,0.6542682503859408,0.5330014729887527,0.3299791544849314,0.43500844018977314,0.14909692419877615,0.5206676898903434,0.13953504991586982,0.6964051809282976,0.3885284735881065,0.4543019658308837,0.2554181255387598,0.4085651517147331,0.08777953372038767,0.09093744751109543,0.4806085104043712,0.13918546084487093,0.5128647896162923,0.4705821723340905,-0.04995378134933066,0.5750267336502979,0.005679361306586723,0.5093502806303919,0.10488614367604776,0.6277147870289741,0.42106767242020093,0.45910561015777485,-0.17202397612434076,0.422361681333826,0.028945070832820153,0.2921535710992689,0.16007313976215592,0.032584342946296,0.45394686804227624,0.38838521327459175,0.6509571977028524,0.5390483061966066,0.4103620564386297,0.37964184715582666,-0.1892880972310695,0.4403051324282946,0.6422111832311225,-0.11285703534087693,0.11730025344895892,0.1072858194504824,0.30234238711530886,-0.07937022272348777,0.22261738921632165,0.7297189026516752,0.09417596929389332,0.3545087976797532,0.5205125213155205,0.22803112555696656,0.6923048665510201,0.29612130683772764,0.41174353702057465,0.6137743635943637,0.3961604630684953,0.42714233306014276,0.07883770912245841,0.41969190774820997,0.6073607676835914,0.656142204526791,0.23720964080715043,0.7007587059329744,0.3703575285120038,0.06757496300417123,0.10564350991152785,0.060109915548215376,0.6500568878244514,0.5199951145293743,0.21794279092591862,0.41871307509103295,0.14894082357528812,0.018329206686316202,0.0521915431215885,-0.014654417124381876,0.31866473445688775,0.5916221532759944,0.307888672914101,-0.2551117524476003,0.5424120377811507,0.16719788785862283,0.3836899851180443,0.3747165169202146,0.6757403930785673,-0.04234071564194616,0.3695922658370591,0.3773127557023148,0.3113299830468103,0.04301410093095566,0.08838143580287212,0.5949025794450638,0.37264532147448975,0.07320884886279491,0.6474014863582492,0.07352273457070195,0.3819727574105305,0.09626143604492625,-0.1201185912453145,0.15113855920552563,0.6029873314454459,0.5486618752586541,0.6038388283662975,0.6645471806001568,0.7802050295392234,0.24408763315223758,0.4844619847097761,0.5617544910270049,0.1007408917793057,-0.29023218582439886,0.15313037176612668,0.5310630501855976,-0.1663995878578785,0.5614780858624605,0.3778198332684633,0.4521443073742494,-0.21679642795892545,0.3774232499879253,0.5177958959411124,0.3633621361474668,0.14113134637698646
Thal_VPL_R,0.5739696823491515,0.29548892240957075,0.2461414615029754,0.3079588018310711,1.0,0.24127753718131667,-0.22385423443496758,0.8979661164982337,0.38142170103686296,0.30674976857933856,0.5448062746778207,0.462459641361424,0.18599146352046408,0.5402750238793159,0.7238529633246937,-0.19455084802501318,0.4163064693746818,0.5458564770694428,0.0702200119385222,0.6293840380261873,0.2679401326225713,0.38729921833739306,0.5733632192572898,0.6250766172618133,0.20954211260470207,0.6193051387631066,-0.044883016474222055,-0.08661893693850024,0.6333019563100392,0.5545972449788773,0.7411279402616808,0.2347477049843808,0.6204458475943812,0.7548387538945067,0.16968505891402244,0.10956096090143064,0.34703872742296304,0.4937327385057735,0.8197553592877769,0.5040626266653515,0.4865258496031681,-0.08099089421281704,0.671612239744316,0.5791920538066658,-0.06270593118800948,0.24655412346411196,0.2537622683542034,0.6975279020036343,0.4159371544319178,0.0028468104032577557,0.7484401377201545,0.5224448148234712,0.45952293207049105,-0.21571713504953222,0.527509834314471,0.010041887655915254,-0.05004174945674264,0.08098960508774981,0.2820416033251979,0.560756223192246,-0.07114892586070082,0.6971065635704344,0.22829885841173386,0.1901921826111166,0.7922103266927104,0.5904989444374537,0.43136405007900985,0.461164792781105,0.5312185219637744,0.3018544461089639,0.6515808271092713,0.2257389633214198,0.21021833807151494,0.558165084919513,0.39612320209797347,0.5922859187868674,-0.10560698828993328,0.4416937179947842,0.7328740763917679,0.6521840031002311,0.42119300227876416,-0.1334307828164862,0.3788204582681489,0.5832358505988446,0.09564811857719957,-0.14633126506021019,-0.19162102374798437,0.6888511562227732,0.39872835249048166,0.46107836030729865,0.7485322521530956,0.6801754613023967,-0.024628530755329163,0.360341937292441,0.37593018090271557,0.6925872050478206,-0.14888096406113308,0.5658013326433668,0.6798430234429326,0.6871578072734431,0.6438101181770727,0.7099445188431326,0.6389070671045721,0.010114894614096119,0.7010428665824696,0.33590168069493315,0.8072766052907019,0.5853646826794119,0.18358273186880655,0.6189752905952989,-0.21794078109984483,0.8704133043077215,0.3481507817516317,0.22831735661483224,0.08460791456894812,0.6621856413682752,0.12315131155408367,0.458006619331019,0.48631436218972884,0.1745476450238391,0.6742110021921481,0.6955651983231262,0.04729391399254621,0.40611315124237674,-0.188992273788986,0.7888202404887652,0.46864167114706645,0.11388074504487503,0.8100344361915071,-0.0888450557954804,-0.01390920900843065,0.11601804643483532,-0.09873566604945383,0.700755467349945,0.43570271885039835
Cerebellum_10_L,0.37966492840077654,-0.08269441777397628,0.08533881850336424,0.4022596585921014,0.24127753718131667,1.0,-0.3701071482660442,0.2922387710996892,0.31354242009223937,0.5175301041730856,0.329472435797003,-0.012020365798059115,-0.16810871203252434,0.38561514320003154,0.3562454294268999,0.04810423220604301,-0.25682653724424065,0.4566507970823898,-0.5371643535082313,0.4567765800934687,-0.31172481489123954,-0.020615321916942694,0.0949210301391695,0.290565667691094,-0.45271589091737796,0.1261259638628123,-0.5068424825049807,-0.45159798770223253,0.40343127829026904,-0.33470420410635965,0.24960542672821165,0.5819707620157213,0.23744699562803914,0.3236594684184545,0.14039041558865253,-0.12517493060498408,-0.18979590485204592,0.3833307626735225,0.24776678489144036,-0.09162043169753162,0.28350743977316994,0.12685498570039921,0.4104135211715935,0.4171083467714088,-0.3845349068068951,-0.07889807744243901,0.37937328639323087,0.5030351233641555,0.4238621743614356,0.549734296017491,0.01430043940043507,0.008091814937520656,0.29785228432184074,0.4160514341238857,0.32710931188847064,-0.20914460786556935,-0.2085851150934305,-0.5214077014344505,-0.2080327603333232,0.36979542196178294,0.09702785147917015,0.282101036280615,0.365561499454705,0.6527379906861566,0.4512365754566318,-0.19272768835757145,0.5729450268280614,0.16460588142088695,0.11869919641199456,0.559680014254171,0.048901155317859886,0.5967976510239283,-0.10398230192210157,0.5249294993415794,0.32907569316718044,0.3446185594714389,0.5711470936879344,0.5746794141815736,0.45351787374905234,0.3065057836737667,0.5597409914019602,-0.46362927996939884,0.3347567864862059,0.048790385819462705,-0.24856579367705436,0.36418425474703053,-0.43453914628192514,0.3565034034695436,0.3588410948553313,0.4399710047383585,0.3523325243529803,0.33256071990454555,0.277444680549071,0.15839571986967668,0.47945231852205483,0.46236288285333427,0.5806012090131952,0.4326179770513444,0.45023076529552597,0.27179537944844073,0.39130915194706123,0.24935886537294186,0.3828845408059432,-0.18156206281709453,0.2399950194080105,0.35495150393410846,0.44026073329892684,0.3616021314728224,0.10065529341188077,0.3273231900424478,-0.05531551602001132,0.2595970912056959,0.3786366681103929,-0.3962925305257549,0.59871653243529,0.517477348237297,0.24446512823856636,0.4788197642131606,0.4703535676028838,-0.4118499775359022,0.4522358629920368,-0.0029400941358939505,-0.4544289623960833,-0.26399290900267025,-0.1040168451160825,0.16310159510970498,0.33226365275678593,-0.013330207627047626,0.41496030104146836,0.6124294098053418,-0.19262182353186375,0.47387561156885594,0.40466924134664406,0.5266297013159446,-0.2473694186415188
Occipital_Inf_L,-0.6320689048999723,0.37366143617711955,0.12661273320352306,0.09311104560885188,-0.22385423443496758,-0.3701071482660442,1.0,-0.2570582676739764,-0.28860919061463436,0.19544571249191214,-0.45650292649041696,0.07714555234687417,0.5730529734128111,-0.6851418313406389,-0.08083282602911038,0.4147114676691709,0.46138367387120066,-0.27854538588666206,0.7725667587974309,-0.1084296789741438,0.2708116204196251,0.2921297151032613,0.20667912796752297,-0.059802918566949956,0.7442798840503347,0.009259607548595027,0.7841887930108358,0.9125749453223732,-0.2526831423192606,0.3159865908919129,-0.024556710568325556,-0.49802130796506316,-0.5544189865924214,-0.07531971192835028,-0.3844976015065488,0.7673935005986872,0.22642085042728324,0.009802353839257724,-0.13999393782809422,0.5246897223936909,-0.2802935345633491,-0.03328845392324727,-0.533235472280854,-0.3820245551663847,0.8561065491586444,0.0547088502278679,-0.45514559958662354,-0.5060755551169049,-0.22875582275871936,-0.29634400699387964,0.1029060012330253,0.1816583974349619,-0.6430288751831736,0.05000724230700768,-0.1343593030000955,0.42228864984925796,0.4479839500220069,0.7159566246181018,0.3060913103432593,-0.5190396624335102,0.6401759102756908,0.029592609408481664,-0.6114940459375128,-0.5493865051778333,-0.2528404482314786,-0.06628555452303764,-0.09362089172508706,0.005689041124982049,0.044405408755022614,-0.4299549827887856,0.23735673293585302,-0.5270547712834223,0.4482522484548605,-0.24514732408422976,0.00417591189499541,0.22196375103235466,-0.5219001962904672,-0.16366710620726282,-0.6467799662038495,-0.4266738913514715,-0.7403819014325923,0.8375750942988165,0.010980837380449212,0.21098134649882505,0.860702340561787,0.19416452941802917,0.8321078374421002,-0.607721111509682,-0.542278210035143,-0.791977509605583,-0.18898551066221095,0.07499871872892315,-0.388963676099292,-0.4208487052036321,-0.12543229172664636,-0.6365664387133964,-0.19106039243285297,-0.3427860445582826,-0.05092321786398964,-0.5050500514249153,-0.2336466359916336,-0.2263810038806663,-0.1462309624574454,0.6065948942618515,-0.11145544147865637,0.14528116310876005,-0.32385819353335477,-0.5276422393694036,0.3756153230953323,-0.5564891159697049,0.7650273532526582,-0.38265232157694146,-0.29230654451234245,0.6940215107169593,0.07345337567212629,-0.2759908454629195,0.22903356025097166,0.31086713501296886,-0.12195168599699413,0.7050610012612206,-0.01725065432363912,0.17374191495249694,0.4874699707669212,0.1697335874133263,0.7714300194849908,-0.10351073362633391,-0.4690163092042545,0.6033279702919376,-0.589543178011491,0.03760316839566719,0.43023771901938684,-0.5684007505442397,-0.2526828938297056,-0.5196722668093532,0.22839202453908153
Thal_VL_L,0.6732297757702089,0.4708716553188964,0.08570190656567558,0.269711690688069,0.8979661164982337,0.2922387710996892,-0.2570582676739764,1.0,0.509061716837028,0.360619690608457,0.6353302329582462,0.3260983299441724,0.2200578729102273,0.6749139997216733,0.6968734761208929,-0.3323856081757766,0.20910970766247516,0.44998019616199675,-0.09898581420155915,0.645093662644129,0.012223503117816456,0.29420448142735944,0.5942524646139006,0.7872002714928114,0.10876354655364291,0.6978139733708882,-0.1821181889757889,-0.16521937919004953,0.6424120968343656,0.437831344725556,0.7212800649248291,0.27480297096112083,0.48615168497048294,0.7681165384245108,-0.001006399001390857,0.04634154818416536,0.5113853264208652,0.467245247754863,0.8663857845629157,0.5034291313963136,0.5801582814031251,-0.23431462130502173,0.7022826172811378,0.4857939355918184,-0.1730381825545686,0.26258266077688935,0.14013657957368986,0.6628697184072342,0.3532001737415149,0.016027465747778413,0.7044463343655398,0.3975347444503747,0.5404776961043655,-0.20677811286690717,0.4294638019979211,-0.12400732225922947,-0.1262850985485096,0.006794885713367078,0.026452966682791797,0.6578019981191103,-0.059632097403328886,0.6655835630766935,0.4009212856122981,0.24623069592998356,0.815860131347808,0.5820357288457834,0.525202915367373,0.6562304400502119,0.7111715014521907,0.21019801289708126,0.543873570645186,0.1627174232887418,0.29380055381547476,0.5740308039595029,0.32692688447264856,0.5086231197098495,-0.012569378993329626,0.4808560853225445,0.6578782026968141,0.7129734340729733,0.5420456666465095,-0.24005331199078117,0.2701850777628781,0.5481386931491956,0.014079866107319792,-0.15400338710974132,-0.3468138834506079,0.7146840072537058,0.5172727304396235,0.5545432807497671,0.8614512407156691,0.6207881194510332,-0.014328993195353561,0.4929415745093501,0.2871588240886686,0.7659653487558707,-0.022990019527204156,0.5257636425731098,0.6123683715555838,0.7159975219446486,0.5435887814088837,0.7086796736527554,0.6899807064205473,-0.14517950938415397,0.7352943912899227,0.25836601526835007,0.7883103185157762,0.6304455918975614,0.217327721338059,0.49527642436925307,-0.2641635064494855,0.8250458567783527,0.38279960719068135,0.12832707857931905,0.1817409961003091,0.6889259847110157,0.08893268716818874,0.4500440085004764,0.4515185263664677,0.019471260253684335,0.563881931741173,0.6005988071181788,-0.1305715355151516,0.34142097356498324,-0.2371644893567473,0.7790650458677628,0.5433581454431823,0.07589326097737414,0.7729664345640901,0.05519357511425161,-0.11497648850679068,0.11881348767501491,0.019472608109376913,0.7545708660805843,0.3186713484972734
ACC_pre_L,0.6489752376218275,0.13762636632654135,0.30937400399616966,-0.25942674665850346,0.38142170103686296,0.31354242009223937,-0.28860919061463436,0.509061716837028,1.0,0.40092147570893993,0.5389826804025079,-0.016725599800546647,0.33239570824594494,0.5320227951724086,0.17849070070024672,-0.34614315686083075,-0.34049818222597106,0.3323141743108231,-0.3793916729546044,0.3218496130990078,-0.338796962240552,-0.30211336681442574,0.36304176442881264,0.35302070646840716,-0.4123784536364431,0.1460667133577454,-0.5056287503257967,-0.37619971190196033,0.15121718241869822,-0.00496488835546207,0.353504117596442,0.2850361896908019,0.4961133574873287,0.3835868639820598,0.10389107898012825,-0.306508833477347,0.04037914497116616,0.06424032222925527,0.4194876149706722,-0.06052470612906993,0.9580623577957904,-0.40445109204442503,0.666994780923369,0.43262228924757845,-0.4440893755309802,0.13526163292361587,-0.24245536457527983,0.36562313162426996,0.2012767418900487,0.09855718360193119,0.12134845406387737,-0.027543671743557308,0.8070637523903917,0.08618950499115949,-0.06680986366172434,-0.09737643394662948,-0.30780411353967196,-0.4654743542190713,-0.30151390992529004,0.6606898031652068,0.09100516107509282,0.126385110385252,0.2208094482989787,0.3805246587161819,0.2500315674078769,0.002401681762759374,0.22536511736009748,0.45979930493948423,0.29898448699288227,0.09000714992945838,-1.7823531693801263e-05,0.29610615538749424,0.18245073883881235,0.6160080610592772,-0.02788981929320023,0.03743011891715699,0.28524642542949125,0.15533109501449519,0.318986511616491,0.47873063380262937,0.3984929821250587,-0.45562921490547553,-0.08101917609277746,0.04857132805131588,-0.22601797843965876,0.07423986978478658,-0.5082697883046633,0.5154920600337962,0.6581412685206226,0.611283275929822,0.5495857733626729,0.05981091958676124,-0.23732305328523187,0.7275884568153772,0.18816983121612024,0.5466829786666177,0.19478217242924697,0.4365361291058539,0.22965230892247263,0.587841438127453,0.3694051867373505,0.2775495899259155,0.7451277066568025,-0.14264281832923242,0.37404751355150345,-0.01349589254419913,0.42773634101572233,0.4563248334398291,-0.07991633121103148,0.5153186652793192,-0.18380061500472258,0.48248987959832934,0.7365232905255108,-0.3240402991121237,0.07163815838490695,0.21352284506726155,-0.01251438752269923,0.21954857260274882,0.015093982327564679,-0.451959660499368,0.27638528169821025,-0.05611679354124573,-0.5251094272558189,0.40011081589247466,-0.24755977432328083,0.14967086136378333,0.7990583182808965,-0.22636715129756782,0.3918645274236206,0.18559071958768822,0.024900990175806253,0.17642464633829294,-0.16237946484882296,0.4463385205125481,-0.021649928441391825
Vermis_10,0.11810183280287778,0.4634949533857017,0.1700275516942546,0.44276714581564747,0.30674976857933856,0.5175301041730856,0.19544571249191214,0.360619690608457,0.40092147570893993,1.0,0.26125837546902697,0.030377286622898122,0.31481206161567477,0.10834976957273793,0.37435660714710983,0.27851974174199884,-0.02624495454439316,0.3567669697611804,-0.01687063107267704,0.6039338811743611,-0.2500860578069564,0.23491895370144847,0.4282305760421758,0.48829563930067355,0.023845375917597878,0.35376218794633296,-0.1645711382070846,0.04538982390063027,0.30246242606831647,0.03481457874779464,0.45378374637682917,0.4090221515993808,0.045484903214139956,0.46601502045616516,-0.11340483414303838,0.3246581436080835,0.16862602295242035,0.36592180473638675,0.46909349433908076,0.41309684023292964,0.38847585585066935,0.025947343131701935,0.2803651542199401,0.3288396646086184,-0.02445401703934046,0.06368754353750906,0.018434035333675224,0.43391056769752573,0.5200704917718431,0.43658573931526307,0.21442439517555023,0.14658728857899408,0.20121286439027128,0.5089014486666812,0.24266532688965173,0.04269734384151518,-0.07762760067963084,-0.140203837586294,-0.05994561430831246,0.25998106006761923,0.6055140431047678,0.42421345995116144,0.06172730690484011,0.49823858674630117,0.45815467992476233,-0.11093078189162403,0.5814887882061734,0.4203924060345409,0.44646044974254917,0.3617555514490025,0.22998978177269333,0.42032924824203616,0.3949004211768628,0.5893841426876619,0.32379198055770275,0.45363186893398216,0.34066862270388726,0.6110763823025774,0.20216405413024713,0.24615153873431952,0.18803325425941667,-0.07128856244104442,0.3942653012113395,0.4515675232725242,0.2880687901898028,0.578457000402599,-0.09625611112247882,0.10397753600918301,0.2660753559217651,0.13506943867840931,0.4936951852651906,0.42216026273434976,0.002544269177375087,0.10856258320142886,0.46966766972413704,0.32995381176341376,0.5031380762806685,0.38324374376237574,0.6596002549704494,0.09794856879841231,0.3180786243403545,0.29751802694167884,0.5629964747136249,0.05638201287669214,0.38082430890324737,0.5217080189479504,0.3718103607789068,0.23329754949946474,0.5366056736745262,0.15700672813645483,0.4817295750045258,0.16327445332429716,0.3232448149505102,0.04241407998847006,0.5884157111457897,0.3707876761949906,0.5564397859709799,0.7941948113121756,0.49447513133620974,-0.05391415472841108,0.5813062468560498,0.17805911321649212,-0.3031961843284134,-0.04480054863394635,0.22646654671952543,0.307398836550281,0.24759476497556052,0.46360950045600086,0.24530266483800847,0.6088458139737084,-0.06600936914653714,0.2651058439337699,0.30067540261168646,0.3827364125711701,0.024674590358140423
