,Thal_MGN_L,Cerebellum_10_L,Temporal_Inf_L,Rolandic_Oper_R,OFCmed_R,Heschl_L,Insula_R,Hippocampus_R,Parietal_Inf_R,Thal_MDl_R,Precuneus_R,SN_pr_L,Supp_Motor_Area_R,Thal_PuA_L,Thal_VA_L,Vermis_3,ACC_sup_L,Lingual_L,Thal_AV_L,Thal_MDm_R,Vermis_4_5,Vermis_7,Thal_LGN_L,Temporal_Sup_L,Temporal_Pole_Sup_L,Parietal_Sup_R,Frontal_Inf_Tri_R,Thal_Re_L,Frontal_Sup_Medial_L,Frontal_Inf_Oper_L,Angular_R,Thal_MGN_R,Frontal_Sup_2_R,Thal_PuM_R,Temporal_Sup_R,Postcentral_R,Cerebellum_3_R,Cerebellum_4_5_R,Cuneus_R,Calcarine_R,Parietal_Inf_L,OFCpost_R,Insula_L,ACC_sup_R,Vermis_1_2,Hippocampus_L,ParaHippocampal_R,Frontal_Mid_2_R,Cingulate_Mid_R,Thal_LP_L,Olfactory_L,Heschl_R,Thal_VA_R,Thal_VPL_R,SupraMarginal_R,Frontal_Inf_Oper_R,Temporal_Pole_Sup_R,Olfactory_R,Occipital_Mid_R,Raphe_D,Rolandic_Oper_L,Occipital_Sup_R,OFCmed_L,Cerebellum_9_R,N_Acc_L,Fusiform_R,Amygdala_L,Thal_PuI_R,ACC_sub_R,Calcarine_L,ACC_pre_R,Cerebellum_Crus1_L,VTA_R,Thal_PuL_L,Occipital_Inf_L,Vermis_6,Cuneus_L,ACC_sub_L,Thal_PuM_L,Temporal_Mid_R,Cerebellum_Crus1_R,Occipital_Inf_R,SupraMarginal_L,Vermis_9,Frontal_Med_Orb_R,Thal_LP_R,Temporal_Pole_Mid_L,Parietal_Sup_L,Thal_IL_L,Thal_VPL_L
Thal_MGN_L,1.0,-0.07889807744243901,0.1528818238264272,0.221606705822036,0.13203455110727952,0.2993676822582513,0.17294424249639156,0.20785324249101467,-0.2604611739260311,-0.08452370782438193,-0.13246094062067182,-0.09667568379209049,-0.08144583760431999,0.11182046752014578,0.14796048424505068,0.06857858543803375,0.18788084666444935,0.08753282982069657,0.2098923560480507,0.11666862363380655,0.23602331731381332,0.15699633951524206,0.17366551951942766,0.20222876325645484,0.06627546584332811,-0.30830211297004634,0.18777722769536526,0.06942219197481808,0.11600990116436848,0.2351069607802163,-0.20788454243375332,0.22919579944918586,-0.08146134703826692,0.2417586603982222,0.2462170083653332,-0.128992909262916,0.1632802499005374,0.20542122234607385,-0.026067778193159016,0.1704749121973257,-0.15073313842909924,0.13768910306255763,0.12246812108684692,0.25504035673392433,0.2125040810026503,0.278472337715937,0.10860597862083893,0.020521600716873225,0.032584342946296,0.06768303147840392,-0.01774409552622849,0.3157275732950307,0.3142795063882946,0.24655412346411196,-0.01157213948675206,0.2239728740032069,0.1897300080317345,0.1162516218834051,-0.11842795756660016,0.23135862212632027,0.2415571150826403,-0.24537856692428953,0.1401148040142115,0.16498761387408142,-0.033618181736677806,0.29379427342125475,-0.062157656070701596,0.029768487057539976,0.21519178283595933,0.17649990273689656,0.21552770049158493,0.176143242772275,0.28012475991150515,0.10835549201345243,0.0547088502278679,0.1859576152004104,-0.3078574525676777,0.2507507653187165,0.2547821916235096,0.2043720299010813,0.200053674785889,0.10849492709152193,0.07330139837381146,0.3034816400173103,-0.10547297225653411,0.34683012901683064,0.004719513500608634,-0.2562212307150007,0.012820336616791965,0.34379670017556285
Cerebellum_10_L,-0.07889807744243901,1.0,-0.18979590485204592,0.5729450268280614,0.365561499454705,0.290565667691094,0.0949210301391695,0.41496030104146836,0.5806012090131952,0.5827801740915887,0.5819707620157213,0.3616021314728224,0.4703535676028838,0.008091814937520656,0.3565034034695436,0.45023076529552597,0.3236594684184545,-0.1911429275506954,0.3523325243529803,0.048790385819462705,0.4567765800934687,-0.4872666625245079,-0.19272768835757145,0.11869919641199456,-0.16810871203252434,0.5711470936879344,0.39130915194706123,0.329472435797003,0.3828845408059432,0.282101036280615,0.549734296017491,0.38561514320003154,0.47945231852205483,0.01430043940043507,0.32710931188847064,0.6124294098053418,0.4522358629920368,0.4512365754566318,0.24446512823856636,-0.12517493060498408,0.5967976510239283,0.33226365275678593,0.16460588142088695,0.24826015807377808,0.33256071990454555,0.16310159510970498,0.45351787374905234,0.4171083467714088,0.4022596585921014,0.3833307626735225,0.36979542196178294,0.24935886537294186,0.27179537944844073,0.24127753718131667,0.59871653243529,0.3446185594714389,0.23744699562803914,0.37966492840077654,0.04810423220604301,-0.33470420410635965,0.3596831391548784,0.4160514341238857,0.3932301233024568,-0.45159798770223253,0.39530917114116804,-0.25682653724424065,0.5597409914019602,0.517477348237297,-0.2085851150934305,-0.013330207627047626,0.28350743977316994,-0.5383403096797755,0.3065057836737667,0.3562454294268999,-0.3701071482660442,-0.24856579367705436,0.36418425474703053,0.24274157120559825,-0.0029400941358939505,-0.2080327603333232,-0.5068424825049807,-0.43453914628192514,0.4238621743614356,-0.3962925305257549,0.08533881850336424,0.040359278728193726,-0.38292429629322533,0.5485519699211857,0.10065529341188077,0.38108456440439803
Temporal_Inf_L,0.1528818238264272,-0.18979590485204592,1.0,0.2099877174606863,0.22972143243895465,0.6789717627780891,0.27184687403105007,0.17247371319286467,-0.08730726676716909,-0.189236224553611,-0.14466573749560807,0.14979240879681502,0.12080550333501533,0.1459161825478045,0.16019009866390044,0.21458469373494585,0.31454432616838357,0.13267861154982508,0.49279473195723095,0.39327559137707596,0.3534503086722586,0.3084941705550648,0.5895680260532261,0.7746703889185432,0.3938292201755808,-0.2597102750653786,-0.11128870745052845,0.36263640467702907,0.17253513416337216,0.26677016618004457,-0.20020844218684872,0.30198223658976897,-0.15256977902721633,0.5668422138772616,0.02157763666775305,0.05418209816432352,0.03270351862907671,0.48988901465846574,0.04365420101906295,0.27677941359454467,-0.4464182619195282,-0.08895775600869066,0.5836018117868248,0.3571069193951482,0.38837965228038146,0.5448409588580031,0.024137403307974994,-0.16638692132241079,0.10488614367604776,0.11857307236967873,0.20225170902422435,0.3236933344762576,0.16322722521581093,0.34703872742296304,0.16545279517741412,0.16328000470849555,-0.27921042654153483,0.13082880164043592,-0.28053187467759866,0.5049667393281033,0.3998177173289928,-0.29475286628543407,-0.05899384510080276,0.26530377821888323,0.29088711449393445,0.17024810495166431,0.2034064926368829,0.37819119793320544,0.13336726579661357,0.21029758487830083,0.06780557756305096,0.5202001945136564,0.37561515799111306,0.3219762540399549,0.22642085042728324,0.27345653487824034,-0.24499035345331624,0.16098062575605712,0.44340960070870156,-0.20748798247022396,0.17123534916771324,-0.040257828833931905,-0.13154073892083548,0.4670936560224086,-0.18511231766674976,0.39559801463223754,0.14792872616231947,-0.4954719700204261,0.20089610775535474,0.2611753334937001
Rolandic_Oper_R,0.221606705822036,0.5729450268280614,0.2099877174606863,1.0,0.2983945607445837,0.6857088368171474,0.5682847089764588,0.5370516208999305,0.4856489006234126,0.6233502271252471,0.5221700334456537,0.3445393216414365,0.6629554497182994,0.11318277026630427,0.3137613820837177,0.6611756002286919,0.6813449485826615,0.21381901293884417,0.5933351536797868,0.4321756527574084,0.719037363068047,-0.16318938673802824,0.21120579395775085,0.5747939411722551,0.05168870079936189,0.3492365172767183,0.5893621303789073,0.257030422821766,0.5726019428012712,0.7029536368379763,0.5274330668263645,0.33503280703605104,0.44981250661379973,0.36465645021248316,0.7157201530676641,0.6164155345987492,0.5351863280000905,0.6945839502703308,0.4824950730968503,0.32780232178013874,0.4162346946333021,0.24345522482687865,0.5974118616965336,0.6114744926658026,0.5695099448335501,0.572582685507701,0.4812761777899023,0.33955105484048886,0.6923048665510201,0.5708241608609698,0.29610875697957223,0.6552576279200477,0.36190296304477415,0.43136405007900985,0.7500436453422783,0.668303996306824,0.1289733110534874,0.25085914441000456,0.2284145578400755,0.03877970730136799,0.7862019465223599,0.39307727573770895,0.36951364344255594,-0.13225439693646368,0.328858236611645,0.08677582214782024,0.3990970359472908,0.6262872366098546,-0.1274484374771866,0.45492969622539225,0.2548528178891657,-0.13142703663791463,0.39614642346253937,0.5991384735607473,-0.09362089172508706,0.07116187705272109,0.34823905779171144,0.2598934778234336,0.4318682189797882,0.06929874763587354,-0.20520033607873076,-0.18263157992481083,0.4784434952915363,-0.006915023330450001,-0.11262630703614522,0.40779378528803206,-0.24208433232907903,0.245793028430917,0.48891619671294717,0.589282702183112
OFCmed_R,0.13203455110727952,0.365561499454705,0.22972143243895465,0.2983945607445837,1.0,0.4214060328864049,0.08147808999979883,0.5319379484330558,0.1839199270730949,0.23643401924493213,0.3270034920057796,0.4165256664511214,0.1508655190231858,-0.054644214492803184,0.43608349863329965,0.14679949771582063,0.17980432581975975,-0.5000356699512137,0.454455496181311,0.038747744414555516,0.2955393545093879,-0.5643762789398725,0.08008210751140775,0.3910903794649544,-0.39592792134056337,0.34565743163492935,-0.0030869155940639755,0.5755686232087326,0.18722163232298542,0.10714264502674238,0.2118834540551719,0.7236297915387931,-0.17011231864614687,0.21631335647348132,0.1504374256112417,0.1543381962483669,-0.014901738377680324,0.45706686952986,-0.09434096986033425,-0.41596680166825495,0.25235367306764694,0.4631784027541306,0.27704822437275994,0.2678564207313962,0.19883035858036918,0.23692812959107065,0.4548572099855944,0.004609935102047966,0.09417596929389332,0.16942101089572095,0.5397312757149869,0.3727232397417561,0.39046816765570913,0.22829885841173386,0.15977178102577635,-0.07910964774129048,0.15365521715398317,0.66120690924051,-0.4254141092526834,-0.1234270220889018,0.26970294320932814,-0.09295857884947052,0.5951606290836396,-0.5887821859296256,0.4989875514788426,-0.3675278056274302,0.7401534667086362,0.4281893484309058,-0.17545785902826394,-0.3311901356845731,0.21238658291899426,-0.4643411455071739,0.5671323382266503,0.15344191980095462,-0.6114940459375128,-0.5093118052304152,-0.12930120742171244,0.3813176907133769,0.023505808546656938,-0.42998125473066445,-0.5590963345727102,-0.6679488037836183,0.2678099089736111,-0.38523604176213466,-0.27666026705498376,0.12315335859589069,-0.5725542696402787,0.26757647628375464,-0.09774713501127603,0.3346811415648871
Heschl_L,0.2993676822582513,0.290565667691094,0.6789717627780891,0.6857088368171474,0.4214060328864049,1.0,0.5707167882670916,0.563557254948843,0.2070293061716638,0.21535384204528804,0.32789545013827637,0.43176569234489093,0.4855506030238285,0.2605338528571583,0.41873439909228305,0.601901092192153,0.7331856786341899,0.11174738642391267,0.7900972093845444,0.5602983398340107,0.6577112509257484,-0.07148570678647974,0.4805830584302814,0.9033909211274075,0.33808713699414916,0.09553468263851003,0.34174045543148784,0.49541671139787413,0.6259309735100772,0.6227844128977335,0.1698870899489333,0.5384629303584362,0.19998672177301374,0.6912394955550805,0.413120541130412,0.34604142358473033,0.40614924639146455,0.7711684287457844,0.2399849222096794,0.23232962943552568,0.0827834645085381,0.32814775403838575,0.7840691134771184,0.7546152275306711,0.6098818127967125,0.7564183895602123,0.4074200697957993,0.2495888678318776,0.4543019658308837,0.4945094261464403,0.4792721314505567,0.703860062221151,0.46563599814295853,0.6250766172618133,0.45478246443228804,0.4435003964694426,0.08312817407282982,0.42538300451839944,-0.16711088648017616,0.37751840461344616,0.7867173760599009,-0.005718108992762137,0.29793141792841477,-0.053595390082256084,0.5267738216702847,0.08679151577224002,0.4592573294249958,0.664410373456658,-0.1055380432246432,0.2766331895936965,0.41221233736906804,0.08113935691532108,0.5998838318520844,0.665175970810189,-0.059802918566949956,0.09103320244402822,0.002710095481184486,0.38375428682391577,0.5959161421532695,-0.15711715568616172,-0.16036522999512104,-0.2916152012025274,0.3252564478331126,0.1194573478029965,-0.09845903735552046,0.6330718740186637,-0.17238359942938447,-0.058281549097720424,0.37558611573870443,0.700565968062626
Insula_R,0.17294424249639156,0.0949210301391695,0.27184687403105007,0.5682847089764588,0.08147808999979883,0.5707167882670916,1.0,0.505137389486745,-0.0904212454070951,0.1453667525517918,0.0803938510408914,0.3416792344467496,0.36708308608265133,0.45343929358876994,0.26214414104511,0.5660574635238674,0.7802519772215625,0.4364279537151442,0.6353004095853059,0.7056787332192578,0.4861668618731334,0.17195586351719191,0.3907484358647671,0.5404819081272206,0.3930140578799714,-0.13724577728086798,0.5351822414621151,0.269271793789097,0.6831862587146965,0.6287601476391513,0.0768320727786134,0.16262908925869282,0.10665646123122581,0.6369632609482287,0.5747576600218929,0.07004089970792086,0.48463177844118527,0.565022432710735,0.3412595170234355,0.4409247162621062,0.08748727049208532,0.4683488799288317,0.6523413565131896,0.7917952442720326,0.5635575749506055,0.6267831126946196,0.33272776157046297,0.2029430960306473,0.3885284735881065,0.4756866520928215,0.40804289333192884,0.6961603208770971,0.40079523408286993,0.5733632192572898,0.22341829423593476,0.6162767796803902,0.2313075973307764,0.3452333692303435,0.1715081867809437,0.5300670302622912,0.6714981983192839,0.07066212307797205,0.23908683415740767,0.2305485216390568,0.4135833143536494,0.42907928457827577,0.07299193179492244,0.44362015955933237,0.010662740759071155,0.43130808199823023,0.40919971570820635,0.1959117720930231,0.41643728978825095,0.567412356798382,0.20667912796752297,0.3810113974128164,0.23314969427970392,0.32045980020983555,0.6520797935434135,0.3651647018223083,0.1789787286096931,0.14275345387042193,0.3439822622032138,0.30089618509668525,0.18747617811077136,0.6641243280004895,0.10128971544280935,-0.1077334089903918,0.47954527686951054,0.5081639428249574
Hippocampus_R,0.20785324249101467,0.41496030104146836,0.17247371319286467,0.5370516208999305,0.5319379484330558,0.563557254948843,0.505137389486745,1.0,0.010252550123449247,0.41001754817162406,0.4571742026854419,0.6343472463673339,0.5204023917403742,0.3486636046155362,0.7842448944115654,0.6608328633568563,0.7112225976105316,-0.2270580465814433,0.699102106170495,0.441432833122422,0.6377354557401328,-0.4501398336008327,0.5430337460567105,0.4430366488404456,-0.18720326503878637,0.19476354128895695,0.6771572874632663,0.664379433299232,0.6143756892736174,0.6286892522743086,0.26662373902512587,0.7388815721690852,0.34147011451315973,0.579113492317553,0.6431946084817236,-0.016568002870468113,0.5525976593065823,0.8192537860311438,0.15377124841932782,-0.14085366257791143,0.4903149019094064,0.5934766602721493,0.40198028529030827,0.7444502996168385,0.5873062978480309,0.7304776809779436,0.9385104245113121,0.5743128500061288,0.3778198332684633,0.4283893032068431,0.664610448699839,0.733471267444776,0.7541268181552752,0.8100344361915071,0.14283599015339565,0.47165638886067224,0.6929981989685975,0.7320615122505962,-0.17126461889047398,0.3128036896932102,0.6483816965856278,-0.06118302844898488,0.5261535355688642,-0.4399265815596993,0.6501939343595515,0.18324904867179906,0.6897269094320787,0.736514619238863,-0.16430843342065216,-0.03737708551709545,0.4706026047250167,-0.3460689989532347,0.7116265194072987,0.6568565364389648,-0.589543178011491,-0.264028897848054,-0.06107896555532439,0.5403611634896651,0.5326239762123945,0.16663922215436391,-0.3450175786908892,-0.46783694604752296,0.5711672833663646,-0.09373998308977098,0.15165589923438702,0.6325918086090329,-0.38765360506128127,0.34882494229257344,0.08490081211686021,0.8114164239757458
Parietal_Inf_R,-0.2604611739260311,0.5806012090131952,-0.08730726676716909,0.4856489006234126,0.1839199270730949,0.2070293061716638,-0.0904212454070951,0.010252550123449247,1.0,0.5205725271455925,0.7455773954938938,0.19798985944251632,0.42262613942178123,-0.16045371171231348,-0.07879877492048218,0.33228311935019594,0.16242672003208639,-0.08616026092152904,0.064158510451014,-0.05948912155037213,0.3091577956205326,-0.4812100859901202,-0.3873197534155615,0.1855280951043247,-0.04218493040576274,0.8891619986422312,0.05095374952192738,0.07632734506020926,0.25223775886955846,0.026757050711055292,0.8411802366234011,0.0544937669640165,0.4957506927025742,-0.16464810809973474,0.040191751047686144,0.9031609525790653,0.15165045320384377,0.12857942418161888,0.49914655120106094,-0.0693654415289336,0.5956399770863093,-0.016809515217746335,0.31783007650508344,0.028663567992598598,0.002181756073040409,-0.04446898719412335,0.08576774505962792,0.23918733728676556,0.3836899851180443,0.3259110125660711,0.05297810731264487,-0.10682787059069963,-0.19465652209549886,-0.14888096406113308,0.7841790196737642,0.048816776801279924,-0.19704315475528272,-0.060903951598835424,0.30349592129438485,-0.5216862106854088,0.16394032107287082,0.7931064470584217,0.03444156805594839,-0.44209916497724694,0.1369050326943287,-0.5938619457379897,0.3018666930050734,0.2451378753163819,-0.34132960189187445,0.09169797249902775,0.1172571295631575,-0.4630110468331505,-0.06488375322183693,0.18862681694373695,-0.19106039243285297,-0.3043810985853036,0.6411705896169554,-0.17679592080951084,-0.18207176148851534,-0.4502463485424008,-0.6169714773025786,-0.4331808133029263,0.3155944280108963,-0.537622258324435,-0.13568431211355444,-0.22789661271175746,-0.3105528100749474,0.6553891695747069,0.35975975205565786,0.06074684937909208
Thal_MDl_R,-0.08452370782438193,0.5827801740915887,-0.189236224553611,0.6233502271252471,0.23643401924493213,0.21535384204528804,0.1453667525517918,0.41001754817162406,0.5205725271455925,1.0,0.5815821242681365,0.4221646322407554,0.5609589099262344,-0.06490814088874455,0.30758127187261697,0.4685192782799857,0.35251104025338803,0.017201667101171995,0.26564931508288553,0.2665254485067083,0.42874320603908417,-0.42113222418566143,-0.03091416958968991,0.10239385984335331,-0.3441044508298149,0.5338331623660414,0.513025035076013,0.06652926724087023,0.23391628663693725,0.3807219457073794,0.5812251001476779,0.17315950635435398,0.4917354968334897,-0.049914401683237845,0.537631083968168,0.471302376132448,0.3997789681160273,0.4346606398242742,0.3206455733957474,-0.028770000212838626,0.5950568339212317,0.13695257447696574,0.2081166175901765,0.261248463892526,0.33965893899126864,0.24032852635069948,0.4714414836235874,0.38894986546030197,0.4887498687744997,0.39869101474074803,0.19745880335537683,0.2809132637952497,0.21014410458630667,0.25849347980412846,0.5414116303516203,0.4050309817877361,0.27968022598762127,0.17767824341979843,0.20206364165439528,-0.3716687182229011,0.4228309637568987,0.4186122336096059,0.4029208801652191,-0.3922508846857827,0.08260440040225575,-0.11340530121578982,0.3770261994631805,0.39974713066463957,-0.32431680822576386,0.18725787641931135,0.03236831657510523,-0.4207770994861304,0.11718028873661274,0.29518894734631035,-0.3678977741307276,-0.21012910051180891,0.37077767582464294,0.07819691298969997,0.09217362498004279,0.03622095071386223,-0.40153541832453,-0.3221910738224007,0.3801813442064601,-0.3024034512835896,-0.20911873334738723,0.008193381313541645,-0.33996559429473394,0.5373318716348559,0.370349759347406,0.35139657869361374
