,Occipital_Mid_R,Frontal_Inf_Orb_2_R,Lingual_L,Olfactory_R,Rolandic_Oper_L,Vermis_6,Thal_IL_L,Cerebellum_3_R,Pallidum_L,Thal_PuL_L,Cingulate_Mid_R,Thal_MGN_R,OFCant_R,Cerebellum_Crus2_R,Thal_PuI_L,Frontal_Sup_Medial_L,Frontal_Med_Orb_R,Parietal_Inf_R,OFCmed_L,Fusiform_R,Thal_AV_L,Cingulate_Mid_L,Thal_AV_R,Precentral_L,Calcarine_L,SN_pc_R,ACC_pre_L,OFClat_L,Vermis_3,Fusiform_L,Heschl_L,Thal_PuL_R,OFCant_L,Cerebellum_Crus1_L,Frontal_Sup_2_L,Occipital_Sup_R,Temporal_Inf_L,Angular_L,ParaHippocampal_L,Calcarine_R,Cerebellum_4_5_L,OFClat_R,Thal_MDl_R,Frontal_Mid_2_L,Insula_R,Thal_Re_L,Frontal_Inf_Tri_R,ACC_sub_R,Cerebellum_8_R,N_Acc_L,Occipital_Mid_L,Vermis_7,Frontal_Mid_2_R,Thal_PuM_R,Angular_R,Temporal_Inf_R,Cerebellum_10_R,Thal_VPL_L,Thal_VA_R,Hippocampus_R,Occipital_Inf_R,Red_N_R,Temporal_Sup_R,Thal_MDl_L,ACC_sup_L,Parietal_Inf_L,ParaHippocampal_R,Cerebellum_7b_L,Pallidum_R,Rectus_L
Occipital_Mid_R,1.0,-0.08759357027033413,0.6229290756534425,-0.5748442504014426,0.18324790064383617,0.4107146752984968,0.5719178884073761,0.2662620923186551,0.22673924398410766,0.16623111696836082,0.5330014729887527,-0.6149623806057083,-0.48547346881700915,0.30289503550647257,-0.014740017919163627,-0.020744927115877786,0.12626545516594564,0.30349592129438485,-0.1330753821970425,0.34778724137403816,-0.31413718818788355,0.5192024608046457,0.5985428748494523,0.34839290500739556,0.6390574137210444,0.2864412235991144,-0.34614315686083075,-0.4286808535546017,0.3411521436862469,0.1751838437695711,-0.16711088648017616,0.4313396527536315,-0.10167447506788015,0.2370795158848663,0.1870366267860914,0.7301994284886716,-0.28053187467759866,0.3941007940326833,-0.22466505926472177,0.6158485567617151,0.4233164369852347,0.13231536795389673,0.20206364165439528,0.11349434569887958,0.1715081867809437,-0.42241272448748773,0.1423916121131028,0.13204659647991232,0.3876755771219367,-0.2935023947729732,0.7644871968613853,0.2984559422892833,0.09754746109679789,0.022418751757989214,0.5649625285669693,0.34801950966919826,-0.07227521554180451,-0.06140903172652564,-0.4896371046436807,-0.17126461889047398,0.5226456358605936,0.12971046013252938,0.39478849634852037,0.02029340509572618,0.11186795377619622,0.31102443691768134,-0.0809962568407011,0.33435157594983245,0.21986485213261445,0.15407273483040365
Frontal_Inf_Orb_2_R,-0.08759357027033413,1.0,-0.25494978605532914,0.5341406805933729,0.25763878560463965,-0.3177805675497898,-0.0953225558757304,0.5622279857112173,0.16935442831605346,0.3650360477945615,0.07352273457070195,0.437871034482867,0.6768067539293987,-0.18334879342706395,0.23919278787300036,0.5672497001706873,0.362238401206895,0.03533057998833011,0.2016387199038605,0.07334931503395081,0.38814669095167037,0.06486044862155503,0.11322013166508117,0.5648646899052723,-0.20026494468634076,0.41136536884221114,0.5153186652793192,0.6748814262863688,0.44373649351976135,-0.14476963588813418,0.12482396477715914,0.22101147598612195,0.6170317133682168,-0.47459127380448346,0.7484027071979916,0.06440958508654489,-0.2784883260948074,0.4970360273865403,0.5114053059334585,-0.26888942900268226,0.1619898404019588,0.5509407276955439,0.3763224189762401,0.7420442115630567,0.20379565041533376,0.3815074763098118,0.7209049611570194,-0.3284929398675494,-0.4255142738688078,0.3823535099451891,-0.31498103326284577,-0.5228681876705666,0.8327206128638689,0.17359316865005595,0.22408399623186925,0.21115373702348764,0.6676279524887552,0.5466635075850798,0.6413709289810572,0.6744093602323843,-0.3755214990539586,0.1329021268452501,0.3300028973121934,0.20112094176416337,0.42666223554694,0.6281503189553967,0.7633909525281103,-0.2963927295365417,-0.058519646732762734,0.02951405471171964
Lingual_L,0.6229290756534425,-0.25494978605532914,1.0,-0.5249273364227929,0.3591698767298686,0.8432644375224971,0.661037793517601,0.3014544774675434,-0.032417900425684106,0.21913554535065116,0.43815551765769306,-0.592760791515426,-0.540285542417482,0.5872256418152362,0.20034868595812988,0.056778529334963475,0.028504095030334794,-0.08616026092152904,-0.17910839315260674,0.649611172894729,-0.009441413455020663,0.3516239534745114,0.2363847953792482,-0.03129998729387088,0.8400745360934914,0.36758406261223736,-0.3093889372167732,-0.6534470325330712,0.34237015079576766,0.63904745737129,0.11174738642391267,0.31425292880628647,-0.21367163285358584,0.6916378228936468,0.05493260273977096,0.22541996699923716,0.13267861154982508,-0.0640024070711092,-0.24852074869971785,0.9203404189930846,0.5766324175399054,-0.13038071454476075,0.017201667101171995,-0.06871130570133092,0.4364279537151442,-0.41344196261521016,0.07777840637209354,0.2574910242042499,0.7576209149023171,-0.3239616373655331,0.7964798829344162,0.734252612067749,-0.07258738745151065,0.3246066950211474,-0.00045086929763332934,0.4587395210974291,-0.165175572767052,0.017105273829986972,-0.3623619219634627,-0.2270580465814433,0.7747034491598288,0.36950126985423554,0.2969644513441793,0.3629900330913119,0.2474949867500754,-0.17328748428425203,-0.271076539135925,0.4722259420555475,-0.0012924684953417697,0.29710252146061733
Olfactory_R,-0.5748442504014426,0.5341406805933729,-0.5249273364227929,1.0,0.25553669946100827,-0.4282456995972282,-0.2763381396407427,0.2563361564203676,-0.07311977694344012,0.2753663522801875,-0.12522272964659759,0.8465415472588419,0.8111992266238562,-0.391481842111825,0.23531291418181896,0.5479059885352883,0.12255414290350591,-0.060903951598835424,0.5641224381135098,-0.18923008512925468,0.6866245169807267,-0.035274962540812235,-0.3664785710607521,0.15745955146515464,-0.4269620803329238,0.09343168791544831,0.6489752376218275,0.738949162612876,0.2436046932344991,-0.08564486707572595,0.42538300451839944,-0.00356519502221163,0.5300467997230845,-0.496441338640652,0.241318479286135,-0.26048142025309573,0.13082880164043592,0.17301162017307303,0.71005560026384,-0.47590739744279004,0.049408568036131535,0.04285950929274116,0.17767824341979843,0.30614772251282724,0.3452333692303435,0.7341617027416651,0.41875544601195647,-0.23075090256935551,-0.548064082119946,0.7755550310409919,-0.5682658083395442,-0.5643500692096421,0.3275211411774078,0.2926794413219978,-0.008397943734443976,-0.18930242601932484,0.5504677892118377,0.5002165225542424,0.8162609047358884,0.7320615122505962,-0.6482698577793948,0.05542521732206893,0.1811969925836501,0.30437514132476734,0.43690952346771256,0.2511547281233847,0.6412933288936639,-0.3142197846864386,-0.1282618047536543,-0.1527901709319654
Rolandic_Oper_L,0.18324790064383617,0.25763878560463965,0.3591698767298686,0.25553669946100827,1.0,0.2352179959013854,0.5561415596106264,0.5988699272674178,0.16945145680428977,0.7597863721544653,0.7547529015365007,0.3235848388212827,0.16255169792051966,0.0673856442527175,0.5656778723303588,0.6085881775825328,-0.006592309816389055,0.16394032107287082,0.3573514545472735,0.40047378273688,0.6769739686908285,0.7035158507877741,0.1022174243303706,0.4643517709467784,0.5158026311191957,0.29871693178413206,0.13229670282289352,0.20006603493627445,0.7317247026208542,0.643316996203523,0.7867173760599009,0.5873196597882471,0.12040695558955267,0.1223977551681406,0.4898667482120664,0.15092498963433776,0.3998177173289928,0.22228440719957793,0.6199897549081174,0.44631031803795923,0.7160754828146142,-0.04002971579539992,0.4228309637568987,0.48506885239426684,0.6714981983192839,0.3306011983862083,0.5358484617190783,0.0215601807980898,0.08841140236679049,0.3441428759602145,0.1576429351071889,0.030663403332974473,0.42030672933892377,0.6857480383898974,0.3035685582395782,0.1587099890449,0.558478477027118,0.7417778366515644,0.3596526705541376,0.6483816965856278,-0.03005977471451479,0.31836164223585606,0.7109041359654779,0.7056151298520994,0.8096656276717223,0.3152948701807616,0.5486349309202608,0.13649847760709774,0.2807669893052629,-0.15231320059327808
Vermis_6,0.4107146752984968,-0.3177805675497898,0.8432644375224971,-0.4282456995972282,0.2352179959013854,1.0,0.37916796711220824,0.2792729393257331,-0.31967279431521867,0.1326413526266488,0.21794279092591862,-0.5064749807496879,-0.545274005047244,0.6393669192304228,0.15322807306234335,0.0038863707661468665,0.14978551165067858,-0.3043810985853036,-0.2507508638144711,0.7066073108691954,0.04338784281342442,0.17891334057316544,0.01448595209419654,-0.27458919620330585,0.7076859001439166,0.24423906675506976,-0.22601797843965876,-0.6479812172377596,0.23160609121092518,0.6761987251585452,0.09103320244402822,0.11839999260982498,-0.1827699154176588,0.8252571835338073,-0.06253887874121349,-0.0377569636308806,0.27345653487824034,-0.3086976346148254,-0.2590723986307491,0.8675824226339774,0.4950431636060089,-0.27170167737025674,-0.21012910051180891,-0.1469531379834016,0.3810113974128164,-0.2610572655343057,0.05945354487773642,0.4890727267054749,0.8752324927870696,-0.2297812757969723,0.6517597511899662,0.8747002328002789,-0.14632317331017683,0.30387634756810716,-0.2734074275674491,0.5022563785680842,-0.2592236927529744,-0.05258187780462416,-0.20620563126433966,-0.264028897848054,0.809849396189126,0.35602753997187314,0.18681607594488195,0.24849894938808775,0.14427926560359858,-0.42058991222114345,-0.33175861000486306,0.5547383599137641,-0.27161940490518605,0.48226938669707514
Thal_IL_L,0.5719178884073761,-0.0953225558757304,0.661037793517601,-0.2763381396407427,0.5561415596106264,0.37916796711220824,1.0,0.3687997129437405,0.3000541701887126,0.42823315497588055,0.6474014863582492,-0.2619867395842273,-0.18919688047268332,0.09239954316156683,0.31749633204788735,0.280526831013292,-0.11784421032816148,0.35975975205565786,0.03029091497560887,0.24281760997570528,0.22698175242040952,0.5950389874595529,0.3256855767376214,0.2767287285902649,0.6870101497078445,0.3320090097485435,-0.07991633121103148,-0.21055604666098265,0.549564884977825,0.521086195825558,0.37558611573870443,0.40423450855466014,-0.08872064849215566,0.26866315877947383,0.2019082329692042,0.5084434969131164,0.20089610775535474,0.3354236567839312,0.11542244168270092,0.6009922210645554,0.620433067531898,-0.007472496825163262,0.370349759347406,0.20429877059879176,0.47954527686951054,-0.1476385947470678,0.12168487513651235,-0.08968422094846679,0.23201387844185736,-0.08838101074877024,0.6537940775050075,0.2166699743009204,0.12130774348712482,0.33420992400390914,0.44716181925916415,0.03936370422520819,0.18882802376412386,0.2124789963434795,-0.2849196644380501,0.08490081211686021,0.23231768416144932,0.26950445177222243,0.36911987099226845,0.562192013231441,0.44473632758881193,0.2340519411500361,0.0196776706055131,0.4028038764491516,0.44642417994339695,-0.16062961711110094
Cerebellum_3_R,0.2662620923186551,0.5622279857112173,0.3014544774675434,0.2563361564203676,0.5988699272674178,0.2792729393257331,0.3687997129437405,1.0,0.07137590698282907,0.5376605651365188,0.4844619847097761,0.18542082760788772,0.23349812221050595,0.05333697023308635,0.5668034335259483,0.5560968425257199,0.3062525476836253,0.15165045320384377,0.16732213592122788,0.4268217359635793,0.48899370417434124,0.47566852815125854,0.19906813837458312,0.5281437917014106,0.35789990438386754,0.5841769993285739,0.27638528169821025,0.23686861311340235,0.805548775866677,0.4186843028499788,0.40614924639146455,0.3927152300079772,0.39787786072088555,0.01104583583345024,0.6790911951848622,0.27612053697200173,0.03270351862907671,0.3990880572824158,0.493789138187111,0.3399852238649745,0.7267999158278348,0.2198309137745504,0.3997789681160273,0.6269390805844041,0.48463177844118527,0.3087029703098749,0.601960844063655,-0.02285608123908558,0.055447007864788136,0.3918126212720572,0.1948596732756899,-0.04823616804869029,0.65178832175225,0.416724984243798,0.3183289558047965,0.2958337643106566,0.6545300718561892,0.5990431851114832,0.37971597011096686,0.5525976593065823,0.019138494713607665,0.27862057955294517,0.5419194557154532,0.4646948441803866,0.5882684221342399,0.4629298148270347,0.5733068177149399,0.1841451077475604,0.13414897803052353,0.07060327194760144
Pallidum_L,0.22673924398410766,0.16935442831605346,-0.032417900425684106,-0.07311977694344012,0.16945145680428977,-0.31967279431521867,0.3000541701887126,0.07137590698282907,1.0,0.009451702208373353,0.307888672914101,-0.0710591908901257,-0.03052316589227272,-0.11066405634436709,-0.12043854178027201,-0.16240602868959603,-0.37008350102257215,0.32839419682268095,0.38181254704617124,-0.13995799319719163,-0.16971939610328562,0.3746791674376313,0.4832374772386233,0.480678501388457,0.0599058354234091,0.24966312565218332,-0.23732305328523187,0.15502062386826182,0.13254407595624476,-0.2798954599336001,-0.09561786875177078,0.2307030759173268,-0.11339183484821527,-0.4055803246053859,0.1767523274028054,0.2987849317927134,-0.3333638258738792,0.3769368572368412,0.09029854907056925,-0.13703786776900617,-0.017182535251684634,0.3193735373990807,0.6987323886226198,0.11665758750723994,-0.10572941397554128,-0.185938607030793,0.16825236951162806,-0.43126325777416236,-0.3503830220219832,-0.22802641594234765,-0.07686753703590689,-0.38734024432744496,0.15924756180590746,-0.21055129913650447,0.4488697969080146,-0.0030112747750160544,0.2622940662704428,0.08355751534246342,-0.1315136146791021,0.17716382108941467,-0.2440752382836583,-0.03080912947512066,0.3869775259917014,0.30584318870229,0.03307573166576847,0.4670530132385349,0.27861627769279124,-0.28879771679366584,0.6827382703453617,-0.3584759394571085
Thal_PuL_L,0.16623111696836082,0.3650360477945615,0.21913554535065116,0.2753663522801875,0.7597863721544653,0.1326413526266488,0.42823315497588055,0.5376605651365188,0.009451702208373353,1.0,0.6542682503859408,0.32272638559256994,0.177007855467934,-0.002972118585592427,0.5053614800528528,0.6002108755296197,0.2320494227158684,0.18862681694373695,0.30471263480618366,0.34254743462649834,0.61259935428734,0.625828809183847,0.0922788437408361,0.39462974743730417,0.32142926135120836,0.2977865102509294,0.17849070070024672,0.31870423266773434,0.7398987541826989,0.5497636438559368,0.665175970810189,0.6199759486421514,0.18515973863868412,0.0633623997472799,0.5283036914522395,0.13954107019347026,0.3219762540399549,0.19859021451866343,0.5990366588263287,0.30540449495764777,0.5723103800422894,0.15713893929479156,0.29518894734631035,0.5787684135921739,0.567412356798382,0.382600257209441,0.544301341649447,0.061442140498919044,0.042341125004218244,0.46754004126127624,0.053188042041384796,-0.01979636729585692,0.49360026546580776,0.7831641726341599,0.32330687624248394,0.15921201894987286,0.5404350797819155,0.8461753380773596,0.3685406401147769,0.6568565364389648,-0.06921466899575589,0.2999708899771203,0.5765203179300603,0.4588388207586686,0.8139978585293243,0.2978643148799701,0.5777454919035432,0.08801298489977767,0.13055842929828285,-0.044441074664808136
