,Temporal_Pole_Sup_L,Vermis_3,Frontal_Inf_Orb_2_L,Thal_MGN_L,Cerebellum_9_L,OFCmed_R,Temporal_Pole_Mid_L,Vermis_4_5,Angular_R,Temporal_Inf_R,N_Acc_L,Frontal_Sup_Medial_L,Cerebellum_4_5_R,Occipital_Sup_R,OFClat_L,Paracentral_Lobule_L,Thal_LGN_R,Frontal_Sup_2_R,Thal_VL_R,Frontal_Med_Orb_L,Thal_PuA_R,Cerebellum_7b_L,Occipital_Sup_L,Amygdala_R,Cerebellum_6_L,Calcarine_R,Precuneus_R,Frontal_Mid_2_R,Lingual_R,Cerebellum_10_L,Vermis_10,Raphe_M,OFClat_R,Thal_MGN_R,OFCmed_L,Thal_Re_L,Postcentral_L,Precentral_L,Thal_IL_R,Cerebellum_9_R,Thal_MDm_R,Cuneus_L,Temporal_Mid_L,Cerebellum_3_L,Cerebellum_10_R,Lingual_L,SN_pc_R,Cerebellum_6_R,Thal_VL_L,Cingulate_Mid_L,ACC_sup_L,Cerebellum_4_5_L,Occipital_Mid_L,Fusiform_R,Pallidum_L,Thal_MDl_R,Temporal_Mid_R,Amygdala_L,Temporal_Inf_L,Thal_VPL_L,Frontal_Sup_2_L,Insula_L,Parietal_Sup_L,Thal_MDm_L,Parietal_Sup_R,Cerebellum_Crus1_R,Frontal_Mid_2_L,Cingulate_Mid_R,Occipital_Inf_R,Insula_R,SN_pr_L,Thal_PuA_L,Paracentral_Lobule_R,Cerebellum_8_R,Thal_AV_L,Vermis_6,Cingulate_Post_R,Frontal_Inf_Orb_2_R,Olfactory_R,Frontal_Inf_Oper_L,Frontal_Inf_Oper_R,ACC_sub_L,Temporal_Pole_Mid_R,Thal_PuL_L,ACC_pre_R,Red_N_R,Raphe_D,Frontal_Med_Orb_R,OFCant_L,Calcarine_L,Cerebellum_Crus1_L,Parietal_Inf_R,Thal_VPL_R,SupraMarginal_L,Caudate_L,Cingulate_Post_L,SN_pr_R,Thal_VA_L,Rolandic_Oper_R,Thal_VA_R,Thal_IL_L,Olfactory_L,Thal_AV_R,Temporal_Pole_Sup_R,VTA_R,ACC_pre_L,Thal_PuM_R,Thal_LP_R,Putamen_L,Supp_Motor_Area_L,Rectus_L,Putamen_R,Frontal_Inf_Tri_R,Fusiform_L,SN_pc_L,Precentral_R,Thal_LGN_L,OFCpost_L,Rolandic_Oper_L,Vermis_9,ParaHippocampal_L,Temporal_Sup_R,Hippocampus_R,Vermis_7,SupraMarginal_R,Temporal_Sup_L,Frontal_Sup_Medial_R,VTA_L,Frontal_Inf_Tri_L,Thal_PuI_L
Temporal_Pole_Sup_L,1.0,0.16745198879105452,0.3912096974602775,0.06627546584332811,0.4505911940098321,-0.39592792134056337,0.4552165511187736,0.07267532064173542,-0.21897176507173227,0.01435347780720108,0.10618804616722648,0.42599902200318224,0.028408980503295208,0.013649876943298963,-0.16787971335661833,-0.4025506890537938,-0.09031819679151037,0.10834841852541602,0.05772304760794299,0.2203036339073489,0.27238997289138955,0.4627067570832041,-0.060351305366289576,0.39827413606509,0.42025436538192884,0.401508915762556,-0.17131038646131772,0.11407539899444895,0.47297277077838107,-0.16810871203252434,0.31481206161567477,0.10110563518921624,-0.16408375232009637,-0.14783250817679147,-0.4217214898011495,-0.015765810127487328,-0.2587067018640143,-0.3564961626767736,0.19084053541259205,0.46469329589945324,0.32819915142395084,0.08121708082412116,0.5193461898175482,-0.28088643761330606,-0.1179358678369434,0.4129578707332545,0.18437771330745253,0.29472368671045296,0.2200578729102273,-0.12411666227038454,0.28066817660823606,0.3134146417545477,0.37355468583475726,0.2198942773681277,-0.5946730377038263,-0.3441044508298149,-0.005889640523067844,-0.3446838700855245,0.3938292201755808,0.04224757763509154,0.10302041718681514,0.4402734759225127,-0.37321554947862046,-0.09343167233398203,-0.26609269845485317,0.2996954184918555,0.18320720443920027,-0.04204460668515072,0.31319172545457585,0.3930140578799714,0.029494090376256877,0.19638321526206198,-0.29715121443893927,0.4007112675851543,0.29606802680739597,0.48069429238112876,0.1613848060096993,-0.06169217883441022,-0.08680905408413324,0.1907775250841307,0.1412734514815604,0.07494932054083585,0.39959391390933147,0.1889850706101617,0.352601441955772,0.3104687227637092,0.4801086754061577,0.23592604224292896,0.31824894275901183,0.2510154547772413,0.4848652012958035,-0.04218493040576274,0.18599146352046408,-0.1429139545121217,0.30304651697187684,-0.026206577861924922,0.3027822494341207,-0.1562160452788732,0.05168870079936189,0.0002917107992666179,0.24898359806355214,0.05392358452051111,-0.28977695026964384,-0.14611720016899096,0.09764024911078,0.33239570824594494,0.290517542276391,0.35687113089728567,-0.5979327920458385,-0.07997934415916906,0.2591216846855607,0.14546409646169287,-0.015192277255289795,0.5095336514345061,0.44203271252005744,-0.09182627465595257,0.20033745516194873,0.06679724554777212,0.13915908914239622,0.39150148583225775,-0.03041954497081236,-0.1828389180087394,-0.18720326503878637,0.416178413975189,0.06774364821874915,0.41980530892854206,0.2375471691726536,0.48524581703845504,0.3412196811418821,0.26065939654702674
Vermis_3,0.16745198879105452,1.0,0.5047026219788627,0.06857858543803375,0.017804938644808806,0.14679949771582063,-0.05090247007111803,0.7893131406040126,0.5144841280858846,0.11585349744678301,0.45540399212760285,0.6286342085183287,0.7585380483842789,0.37659202231396066,0.3039121047496656,0.2874138367609373,0.4966438772793001,0.6406363476230624,0.4980712781075457,-0.028864579341126857,0.533944310909017,0.23536745206013274,0.557865114167041,0.024782444590389353,0.19478216348385327,0.38492890993682793,0.5686029234118679,0.5925377174746325,0.3570432343901866,0.45023076529552597,0.6596002549704494,0.34033668346144513,0.1661264896036423,0.2634782376752231,0.22911849748119414,0.3953744534699118,0.5573790392608551,0.5771045781691034,0.6606554639503126,-0.026962086685290626,0.6370168150671282,0.42260009077736543,0.37450300330871944,0.5953571009427628,0.6774532744375433,0.34237015079576766,0.4846258504451637,0.14337059577475142,0.6123683715555838,0.6834471220818741,0.7477636622781867,0.8170703516668583,0.24747624528616094,0.32121940922150044,0.13254407595624476,0.4685192782799857,0.2949891984841773,0.2983296806846319,0.21458469373494585,0.6818507483867743,0.637617754261347,0.4570549501209329,0.3359002856847651,0.6336077439543844,0.27598758610082674,-0.08209118142938807,0.643406449515096,0.6757403930785673,-0.07984085574159201,0.5660574635238674,0.5033615643568079,0.461642744246397,0.4373971592499948,-0.03074404400978745,0.5943804028421776,0.23160609121092518,0.5818615628390393,0.44373649351976135,0.2436046932344991,0.6916351590818036,0.6739269250601447,0.17231165282161548,0.04085356550708581,0.7398987541826989,0.28528916879455085,0.29269570827012453,0.36260036678411045,0.19906541077691442,0.31516927896622754,0.47199584212751994,-0.0005971559650702425,0.33228311935019594,0.6798430234429326,0.6660204672404108,0.660955331729553,0.645308364038344,0.5159167160400103,0.37763281858738906,0.6611756002286919,0.3273441049808026,0.549564884977825,0.3396043372717375,0.22625280864087227,0.33160318285911683,0.38866735723793117,0.22965230892247263,0.6080711494837774,0.6111811007547587,0.31252896665852803,0.72731844249949,-0.13924082314024486,0.4032617180562944,0.5954818360429897,0.5690418282768877,0.2647138635158633,0.40187927594313905,0.34552102607237584,0.39609226235699324,0.7317247026208542,0.10855471613687001,0.649009731048233,0.6338254497705608,0.6608328633568563,-0.08623011281629189,0.5253803273736787,0.5229985840999496,0.6877401093359646,0.042280327861201734,0.6906166458670558,0.551741052717029
Frontal_Inf_Orb_2_L,0.3912096974602775,0.5047026219788627,1.0,0.039641495059312526,-0.37218565070993403,0.3206627503898619,-0.2691338054440025,0.5397187235002473,0.253410992662011,-0.385720588403266,0.6813872367722902,0.8421511103879917,0.5501732383791345,0.11156936896041249,0.7338968391415899,0.26286171740248954,0.7253168219757686,0.3839572308265936,0.5457825275509324,-0.1766448570218926,0.20741350247365825,0.08844167868250248,0.2404774939243583,0.1985344152852378,-0.23992531348340537,-0.13037906327121734,0.46249743249844144,0.5351809878818888,-0.1277347728008001,0.34263782773972906,0.4769629230308769,0.07831492001684819,-0.02356662299307656,0.6288723241777554,0.15109543608326811,0.6366324780312453,0.352389945649648,0.21954195609110488,0.14180513904247366,-0.36198223381981404,0.26827379962976355,0.08601998110958951,0.44237035899803423,0.48591108197667077,0.568495357785715,-0.179873673409084,0.05486647900379657,-0.37238107421760064,0.7474320141473118,0.14726808674019115,0.6795533378870211,0.3955518398125035,-0.15502329772855186,-0.24428116317928533,-0.16343423847984534,0.2108080915505999,-0.32267412654872674,0.5473968030401662,0.3657110082699313,0.5449703554823315,0.48183688118775997,0.7404188502773538,0.27019454607872034,0.06919502334068627,0.3587525855263913,-0.49575590241096107,0.6487661047932238,0.12953951355392365,-0.5363466154572274,0.47051014542057407,0.5968444446818809,0.1273552768698378,0.30777277667390474,-0.4350357032625219,0.7677386837019569,-0.18934861445536738,0.008196233265783347,0.49329897347990015,0.6396174923217065,0.453056806784149,0.2383412056394015,0.46435278797192386,-0.30150964273374614,0.5162624131150193,0.8129624734393808,0.10025781017130637,0.17302633315875388,0.18853014699681353,0.629984129205236,-0.06392792119190688,-0.28897731254173004,0.3482795090887562,0.58675929654648,0.318350062734125,0.67753006077837,0.3988805382155902,0.5322827037379333,0.5971521032116747,0.47458189550086005,0.6124446630838623,0.1591586081021672,0.6868232077910789,-0.29734227674736263,0.37052603551084545,0.5678587122185311,0.7891242099624545,0.40874189226358904,0.46934140581259687,-0.09954800626543324,0.4592150469978403,-0.20934905425878986,0.22996634951405603,0.4474972613617028,0.2691436400850845,0.2715885553788786,0.2978637687667166,0.290706867006097,0.7420653002303178,0.4547669375538672,-0.21615702669405806,0.6783387243421463,0.11156614418987187,0.558240197060885,-0.41008948502009324,0.29808860810070165,0.6509003864035051,0.7256985552957105,-0.2800988852188425,0.6336145336056506,0.4257387376147654
Thal_MGN_L,0.06627546584332811,0.06857858543803375,0.039641495059312526,1.0,0.15295358240499524,0.13203455110727952,0.004719513500608634,0.23602331731381332,-0.20788454243375332,0.22573282061327568,-0.033618181736677806,0.11600990116436848,0.20542122234607385,-0.24537856692428953,-0.08217680055963048,-0.25838793656484843,0.1321651948394122,-0.08146134703826692,0.28342050971032806,-0.050530335545930734,0.004011987644653755,0.02802688797652078,-0.17530664894059741,0.3091607673022115,0.25015227260479955,0.1704749121973257,-0.13246094062067182,0.020521600716873225,0.08986271907659794,-0.07889807744243901,0.06368754353750906,0.32761601007047403,-0.05975543249492303,0.22919579944918586,0.1401148040142115,0.06942219197481808,-0.05417203921129344,-0.09234260812179337,-0.03147191628054063,0.16498761387408142,0.11666862363380655,-0.3078574525676777,0.141233735267348,0.1585646576347151,0.02113079669287122,0.08753282982069657,-0.10725974220526688,0.26131373319385603,0.26258266077688935,-0.006934607878637892,0.18788084666444935,0.13711893448015122,-0.12310473737940654,0.29379427342125475,-0.1342752794741305,-0.08452370782438193,0.2043720299010813,-0.062157656070701596,0.1528818238264272,0.34379670017556285,0.04205385131737225,0.12246812108684692,-0.2562212307150007,0.04779916858794004,-0.30830211297004634,0.200053674785889,-0.010082786443790666,0.032584342946296,0.10849492709152193,0.17294424249639156,-0.09667568379209049,0.11182046752014578,-0.20532134913332697,0.18287714657248505,0.2098923560480507,0.1859576152004104,0.01258545490336854,0.05255592774160057,0.1162516218834051,0.2351069607802163,0.2239728740032069,0.2507507653187165,0.21185548816985417,0.10835549201345243,0.21552770049158493,-0.0929440167117986,0.23135862212632027,-0.10547297225653411,-0.04444865953140148,0.17649990273689656,0.176143242772275,-0.2604611739260311,0.24655412346411196,0.07330139837381146,0.2510646440394149,0.19849180321734083,0.03821105175432441,0.14796048424505068,0.221606705822036,0.3142795063882946,0.012820336616791965,-0.01774409552622849,-0.0768311984002264,0.1897300080317345,0.28012475991150515,0.13526163292361587,0.2417586603982222,0.34683012901683064,-0.13767707803903612,-0.06451473864850413,0.1335798064996809,-0.11508651667211774,0.18777722769536526,0.22323803624577293,0.20651455932980808,-0.13782959840453715,0.17366551951942766,0.010820254805541515,0.2415571150826403,0.3034816400173103,0.11458690816992428,0.2462170083653332,0.20785324249101467,0.15699633951524206,-0.01157213948675206,0.20222876325645484,0.029485495303891617,0.00818098147439148,0.17686875409183728,0.34268349692846617
Cerebellum_9_L,0.4505911940098321,0.017804938644808806,-0.37218565070993403,0.15295358240499524,1.0,-0.6651062928677216,0.7500136598565926,-0.11772610844367785,-0.41359931801511457,0.6469874701974191,-0.4206996251565863,-0.18731821023083525,-0.2190629861254662,-0.16117356860256157,-0.7314844046410683,-0.6871520801403582,-0.6257432925014854,-0.02730641056820731,-0.16896614266380583,0.42602036380283026,0.31446712209619726,0.36152333789717217,-0.1578664016207561,0.33635584732528,0.9013554401719611,0.7477358214719084,-0.5429216463479551,-0.1832233049751329,0.7519807695029543,-0.5398940128082962,-0.026684402960214442,0.2721415182498434,-0.1714667362859043,-0.6464644655495241,-0.4019819957655632,-0.4428883356547307,-0.4453250292988605,-0.33933584458971827,0.16224607118013606,0.9456974348805003,0.28927024610655894,-0.008510282136354432,0.20191644546191262,-0.4580585780946563,-0.41864521639098856,0.7791085394130597,0.2045685545444878,0.898481162375059,-0.1821140158075099,-0.029457444535434016,-0.02815911320663904,0.19712165343867274,0.5702101811229063,0.7485020677329215,-0.31099799935808076,-0.3717605440351152,0.6290744710489422,-0.8109887290780418,0.1640017384546274,-0.1728775880635082,-0.12276041228559344,-0.1428447518503436,-0.6270028441939764,0.0979674356272359,-0.7054559945305537,0.926279239257976,-0.21985286053676303,0.09972111735979186,0.9176516072789348,0.18771711609890598,-0.47713905818290303,0.3258232498579766,-0.5273083667197924,0.9078936462800565,-0.22268105358731827,0.8603114413949177,0.39633257769367075,-0.32126901791244955,-0.5959133169788318,0.1333050182378099,0.3064584773744328,-0.28147835816525374,0.6519203557615927,-0.006231246046796322,-0.3417287856025621,0.3863230190326116,0.5107961690519612,0.2039975046409606,-0.29247800126386375,0.5903559861955497,0.8925732096432638,-0.4735704242222819,-0.03803619382786222,-0.17317122057985837,-0.09592424825391413,-0.13370565400101803,-0.107043677942848,-0.4271234844708254,-0.20702373487644332,-0.3692307185690994,0.2798696027544978,-0.5354259803939598,0.06750384989423633,-0.252955242503515,-0.3944777604798286,-0.3955521245871144,0.20743866419936832,0.18109941214465675,-0.251756550656994,-0.24061767208280382,0.5444584090551885,-0.06256720228207857,-0.08252268705975337,0.5366314275617315,0.27227123881605825,-0.3772263598163485,0.20709162319593635,-0.5714113265857741,0.04320375014520555,0.808079487173645,-0.4762818396500463,0.03873204355928405,-0.39869679838935623,0.9253414679609989,-0.17657830471887614,-0.039654763246956756,-0.30279900441083774,0.6165912409515089,0.12167868183181188,0.041156803142731166
OFCmed_R,-0.39592792134056337,0.14679949771582063,0.3206627503898619,0.13203455110727952,-0.6651062928677216,1.0,-0.5725542696402787,0.2955393545093879,0.2118834540551719,-0.4391141226123553,0.4989875514788426,0.18722163232298542,0.45706686952986,-0.09295857884947052,0.5095569317131933,0.4184933305130495,0.667056101688023,-0.17011231864614687,0.30123004459464814,-0.2871143359936439,0.01206031812516231,-0.23350166494324526,0.1315742702148042,-0.13518455086807774,-0.4296999392526948,-0.41596680166825495,0.3270034920057796,0.004609935102047966,-0.5469094778486107,0.365561499454705,0.06172730690484011,0.011495781046156589,-0.12804962492422267,0.7236297915387931,0.5951606290836396,0.5755686232087326,0.20993173013970554,0.19094096055098095,-0.17858120352181117,-0.5887821859296256,0.038747744414555516,-0.12930120742171244,0.16920471318234978,0.5150544722391219,0.390100709164312,-0.5000356699512137,-0.26706120440590153,-0.47166524743807464,0.4009212856122981,0.1559587107495836,0.17980432581975975,0.0020002835779978005,-0.46501535784526876,-0.3675278056274302,0.18312796925813632,0.23643401924493213,-0.42998125473066445,0.7401534667086362,0.22972143243895465,0.3346811415648871,-0.028179628925666778,0.27704822437275994,0.26757647628375464,-0.0276392273047948,0.34565743163492935,-0.5590963345727102,0.040256048396092765,0.09417596929389332,-0.6679488037836183,0.08147808999979883,0.4165256664511214,-0.054644214492803184,0.2743357167961266,-0.5820350580387369,0.454455496181311,-0.5093118052304152,-0.11381591326219122,0.07566183300531912,0.66120690924051,0.10714264502674238,-0.07910964774129048,0.3813176907133769,-0.5617454738625269,0.15344191980095462,0.21238658291899426,-0.17937315785824498,-0.1234270220889018,-0.27666026705498376,0.058512165407907955,-0.3311901356845731,-0.4643411455071739,0.1839199270730949,0.22829885841173386,0.2678099089736111,0.31546147132902974,0.3582915056123233,0.33540132089747704,0.43608349863329965,0.2983945607445837,0.39046816765570913,-0.09774713501127603,0.5397312757149869,-0.26130874615474803,0.15365521715398317,0.5671323382266503,0.2208094482989787,0.21631335647348132,0.12315335859589069,0.1464275655852287,0.34460649756922557,-0.5338692011498298,0.1603338975457255,-0.0030869155940639755,-0.0905170999813908,0.06250487393106932,0.31811292501803273,0.08008210751140775,0.4674036563990641,0.26970294320932814,-0.38523604176213466,0.5978635293980556,0.1504374256112417,0.5319379484330558,-0.5643762789398725,0.15977178102577635,0.3910903794649544,0.19059685279328611,-0.4584456909152777,0.03496648470637973,0.1532295225318047
Temporal_Pole_Mid_L,0.4552165511187736,-0.05090247007111803,-0.2691338054440025,0.004719513500608634,0.7500136598565926,-0.5725542696402787,1.0,-0.14240991111126763,-0.32026455340777854,0.442618053724776,-0.33602841669296135,-0.16223016949227403,-0.23522148569380968,-0.09025655934378156,-0.5939720477359408,-0.5597605107536923,-0.49264228144826044,-0.025686060330846482,-0.2312276654678522,0.24543565450887023,0.26744683150578336,0.24414796779215614,-0.11722382643703094,0.21083023600842402,0.6618936432064443,0.5862979947398899,-0.42419678767435753,-0.17173671215247677,0.6027000178135068,-0.38292429629322533,-0.04644407266453225,0.26300810686901055,-0.06630174106770848,-0.517557046709002,-0.4163825864174531,-0.32426348845424485,-0.40464205604175085,-0.3468053239716656,0.08219329228965074,0.725177618603298,0.21332242391694983,0.025554349245561617,0.19489911337127822,-0.4371133652828343,-0.31776281439114595,0.5945575308008234,0.1313764704865924,0.6547475286361052,-0.16862841795591452,-0.09468265599831507,-0.04640702530968339,0.10126046076418191,0.46949827918998305,0.5248956093498035,-0.28687803427737846,-0.33996559429473394,0.4184946789017441,-0.686662513769334,0.14792872616231947,-0.18323542964574052,-0.15724950129348722,-0.04666376750277624,-0.5046974388328821,0.04548007677879198,-0.5295730673113983,0.7102046888587171,-0.20485579563951328,0.041412383578413134,0.7254211728436216,0.10128971544280935,-0.39018025328532907,0.2977308135910199,-0.4327869685598,0.7217728679778863,-0.19763509704824062,0.6232317005327461,0.28460218475646903,-0.3173509411264803,-0.5043610380422283,0.04207260489221951,0.15333255709569693,-0.28512329778260137,0.6323719932459747,0.02416823823274545,-0.27561103128942865,0.3016977627726985,0.37756880155633005,0.1918963899891158,-0.2895378944854284,0.45161490517927244,0.7055121661627008,-0.3105528100749474,-0.06004055265682961,-0.20722462166481037,-0.10403808199251965,-0.15134494165569107,-0.096904226912267,-0.42103727028681615,-0.24208433232907903,-0.39232215865205655,0.2671140703895455,-0.47143849276202565,0.026157339420041663,-0.31442343701290787,-0.349506602937791,-0.3029533818044656,0.12126621323201585,0.08039654707405036,-0.32940418018038986,-0.24096640229889787,0.4550490346386279,0.0044383134690129215,-0.22097473421911934,0.38399741896032674,0.24503442096708763,-0.3105557572067611,0.18214970259419183,-0.45939112205992094,-0.03610660837522599,0.6167483031751629,-0.45601493001801613,-0.11565825674609004,-0.38765360506128127,0.7281927116117233,-0.163658348236308,-0.006239037667763785,-0.2636700702930964,0.4831622756582551,0.0347414164283828,0.040759085623099225
Vermis_4_5,0.07267532064173542,0.7893131406040126,0.5397187235002473,0.23602331731381332,-0.11772610844367785,0.2955393545093879,-0.14240991111126763,1.0,0.4183034309725348,-0.027146088772809975,0.4571001996693495,0.6300498274990125,0.836185129626579,0.23863199786549208,0.3479768644665876,0.3280657437805262,0.6119182269903368,0.5157577882725195,0.5434856849043492,-0.0568359934724758,0.33171371491307544,0.24721562212576714,0.4534621559483773,0.023827228853892497,0.12735171116034238,0.36143161256011586,0.5089969954109481,0.490481025499552,0.26050604286013435,0.4567765800934687,0.6039338811743611,0.271321374591608,0.033197285526347105,0.4207704785728979,0.212515900147589,0.45560176476455777,0.48119905576298355,0.4565887607084745,0.3897892152827068,-0.10386648933872444,0.4569337742208669,0.2760967923156897,0.4624948157049039,0.5920326338006144,0.650727694590277,0.21597491360003424,0.1715771839391177,0.05315927031039187,0.645093662644129,0.5742521196006665,0.6636352245519855,0.7639555991507907,0.10515710417993263,0.18837846690979662,0.06025061034578008,0.42874320603908417,0.12465963872628039,0.4325569483504301,0.3534503086722586,0.637098675910265,0.5238262840738285,0.4869428564506894,0.23889364533119242,0.39519158542463617,0.24418818324137845,-0.16572873802888263,0.5626270666801669,0.5206676898903434,-0.216218173853417,0.4861668618731334,0.4177279012078919,0.17550646160947242,0.3045839092391092,-0.10339682788257387,0.6464076363993005,0.19516586421349397,0.3830006096473666,0.38158876015258186,0.3285926140285265,0.6571871959115818,0.5921126709571344,0.29505882801181604,-0.09068055262799593,0.6051475719457448,0.38682841032945775,0.08959296727408785,0.20827092332183625,0.057113641680558325,0.25082010853425185,0.43937049252360016,-0.040488826351357296,0.3091577956205326,0.6293840380261873,0.5593631001853907,0.6783208432234279,0.7173603370333854,0.429227318864043,0.5016927569054594,0.719037363068047,0.4689196945242557,0.36516919965715317,0.33383826219112733,0.08674272947870286,0.3187576628451326,0.5131975161698976,0.3218496130990078,0.5386121294432176,0.5443889297201144,0.22566507195504995,0.7352133405860748,-0.18942599391828352,0.35370385815285166,0.5633758844429858,0.5339017905004118,0.27862274466631104,0.4375414692634287,0.3559664732581709,0.34065250668016167,0.7197231255723552,0.12485172822663572,0.6997166972224319,0.5783434185648387,0.6377354557401328,-0.13549819427395585,0.5281845402174564,0.6011617649880645,0.6391983603383681,-0.06335169545170256,0.6404065130504135,0.4546922373963068
Angular_R,-0.21897176507173227,0.5144841280858846,0.253410992662011,-0.20788454243375332,-0.41359931801511457,0.2118834540551719,-0.32026455340777854,0.4183034309725348,1.0,-0.3040313458213714,0.19205566791437403,0.3052403585386439,0.2672251372862063,0.8689649461283608,0.3128554291964104,0.8521602028364592,0.23477241208580507,0.5797566736128259,-0.08123869458222252,-0.2942762927716231,0.015387975830008283,0.1502910712274223,0.8130977908438004,-0.5178356212635504,-0.3965736267878988,0.035619611607506034,0.8368968169773533,0.38919273411732247,0.06756617931259698,0.549734296017491,0.43658573931526307,-0.16224183860032018,0.24626690582138352,0.045398965015352774,0.18745164970275424,0.09463039943334316,0.6820815396638799,0.6548764335758148,0.49006903051514267,-0.4576261364274042,0.15266520756475768,0.7308213162224838,0.029879475155735497,0.28470442028592785,0.38517700906190455,-0.00045086929763332934,0.10334978788645617,-0.4152363725882037,0.016027465747778413,0.6347180595155036,0.3133300623520718,0.4146144362122894,0.27386643929365095,-0.3064463973268484,0.4488697969080146,0.5812251001476779,-0.056949101093664356,0.2883972449915242,-0.20020844218684872,0.23810249858013494,0.4201315898045167,0.24075457939439063,0.7872495722713416,0.5459134222450983,0.8721202821114364,-0.5222545902848849,0.4862476311259163,0.5390483061966066,-0.34110039751958016,0.0768320727786134,0.2708032468777265,0.07685354858328886,0.7591290104213879,-0.43304438979254667,0.049595483626716924,-0.2734074275674491,0.24617442227872402,0.22408399623186925,-0.008397943734443976,0.1741312787427926,0.20444089595695414,-0.15486468211738919,-0.2800581095858402,0.32330687624248394,0.03513258691192768,-0.2083616789593277,-0.35534751453041086,-0.032335359338972615,0.24225502496273177,0.19095358742646337,-0.46502422273456684,0.8411802366234011,0.0028468104032577557,0.531626181696404,0.11792147547396321,0.25170360857950996,-0.10261518545586891,0.03654312950838493,0.5274330668263645,-0.10250019689733554,0.44716181925916415,0.057343137712681805,0.48084095047180764,0.04193108380339516,-0.0015987049323087162,0.09855718360193119,0.009525032360294852,-0.04023946101709727,0.3777515887221161,0.6571616272660881,-0.40626155128216684,0.39853828775588707,0.2742576083131122,-0.07315026835488744,-0.07473519737586051,0.7490571530459339,-0.2275683422336582,0.4250284267601822,0.3035685582395782,-0.45689002447445437,0.3514420368452313,0.382695942925803,0.26662373902512587,-0.4952877824854441,0.6988837992854612,0.12940141718985448,0.5777161757304045,-0.1388362453660129,0.13197478531703716,0.13226312525193018
Temporal_Inf_R,0.01435347780720108,0.11585349744678301,-0.385720588403266,0.22573282061327568,0.6469874701974191,-0.4391141226123553,0.442618053724776,-0.027146088772809975,-0.3040313458213714,1.0,-0.20837145612538782,-0.09147067143451024,0.019025808239748632,-0.2455108872790988,-0.36835201652045413,-0.6032819831876635,-0.34961359426385774,0.1082733813423904,0.2977690376700665,0.30637322238458997,0.4066712285559208,-0.17978393551140745,-0.1464504795656044,0.5030644409239781,0.6411903576580211,0.4617893742386871,-0.34068722672628643,0.17571695680397617,0.37479678886673207,-0.31172481489123954,-0.2500860578069564,0.44364232357463673,0.2381472309733818,-0.32615571247355507,0.038501233506509656,-0.2520689502510185,-0.14018416661583905,0.029888147816043334,0.21861469815968446,0.5182384569129207,0.3172279000679375,-0.1430255169940375,-0.26283491760382094,0.0832587831534538,-0.06931660202807818,0.4587395210974291,0.4750089528299197,0.7925449338315467,0.012223503117816456,0.04850440062338701,0.1322848941159213,0.0472452306144463,0.14009143799108562,0.8969612522202643,-0.0030112747750160544,-0.11334864471797389,0.9306228298752269,-0.485556780221802,-0.16815089727709692,0.1743169630608536,0.1840621951951573,-0.2984529468908374,-0.29200936062531635,0.3223942890378632,-0.6204726028977627,0.711175811580347,0.02250963967642832,0.13953504991586982,0.6764572792457013,0.2509652297348459,-0.17300763435812655,0.4575849010359576,-0.26023755037491775,0.6241724224973682,-0.12956879805314403,0.5022563785680842,0.404612256828001,0.21115373702348764,-0.18930242601932484,0.30146846289687573,0.4334897306458807,0.02378905536251372,0.5483748955344453,0.15921201894987286,-0.24438647619739312,0.48143430786454555,0.49729462603836044,0.27533431112842727,-0.1332546025892893,0.3357905905338993,0.480415598595946,-0.656233367756313,0.2679401326225713,0.04726047066173072,0.045377503221145095,0.10775656947362629,-0.016809619942058162,0.05063206432897209,-0.12054389582388832,0.0718954703892644,0.03936370422520819,-0.2681350352652533,0.264472968798101,0.3367017307842168,-0.11231113523363867,-0.338796962240552,0.25267853535460677,0.3472433340405052,0.2347714927561076,-0.16555784855260539,0.556669306159574,-0.37801980089072856,0.343227478528659,0.22722853172171406,-0.10848419739501548,-0.5790766800162934,0.41778553008549824,-0.35376515236717215,0.1587099890449,0.6119710581641652,-0.1789382776069528,0.4539413952711062,0.12472811710181886,0.525028284451175,-0.36412388514181415,-0.24254346927127085,-0.11634784688700052,0.18099920664663316,0.23212500098747413,0.07643462502116917
