,Putamen_R,Thal_MDl_L,Heschl_R,Cerebellum_Crus1_R,Cerebellum_4_5_R,Thal_PuL_L,Putamen_L,Supp_Motor_Area_R,Vermis_3,Angular_R,Fusiform_L,Thal_MDm_L,Raphe_D,OFCpost_R,ParaHippocampal_L,Rolandic_Oper_L,Cerebellum_8_L,Vermis_8,Cerebellum_3_R,ACC_pre_R,Hippocampus_R,Vermis_1_2,Rolandic_Oper_R,Frontal_Med_Orb_L,Olfactory_L,Cingulate_Post_L,Frontal_Inf_Tri_L,ACC_sup_R,Caudate_L,Supp_Motor_Area_L,Vermis_10,Cerebellum_10_R,OFClat_L,Thal_MGN_L,Cuneus_L,Cerebellum_7b_R,Frontal_Mid_2_R,Temporal_Sup_L,Thal_PuA_L,Cerebellum_4_5_L,Paracentral_Lobule_R,Thal_Re_L,Thal_AV_L,Vermis_6,Amygdala_R,Thal_LP_R,Occipital_Mid_L,Calcarine_L,Cerebellum_8_R,Parietal_Inf_L,Precentral_R,Cerebellum_6_L,ACC_sup_L,Precuneus_L,Thal_PuA_R,Postcentral_L,Vermis_9,Frontal_Sup_2_R,Insula_R,Cerebellum_9_R,OFCpost_L,Cerebellum_3_L,Frontal_Inf_Orb_2_R,Thal_VPL_L,Occipital_Sup_R,Vermis_7,Red_N_R,Frontal_Med_Orb_R,Cerebellum_7b_L,Parietal_Sup_L,OFCmed_R,Rectus_L,Thal_IL_R,Temporal_Pole_Mid_L,Temporal_Inf_R,Thal_PuL_R,Frontal_Sup_Medial_L,Thal_AV_R,OFCmed_L,Cerebellum_Crus1_L,Thal_PuI_R,Temporal_Pole_Mid_R,Parietal_Inf_R,Occipital_Inf_R,Thal_MGN_R,Temporal_Pole_Sup_R,Thal_VPL_R,Caudate_R,Thal_PuM_R,Olfactory_R,Precentral_L,Thal_LGN_L,Red_N_L,Calcarine_R,Thal_MDl_R,SN_pr_R,Thal_VL_R,Vermis_4_5,Thal_VA_R,Cuneus_R,Frontal_Sup_2_L,Paracentral_Lobule_L,Temporal_Mid_L,Hippocampus_L,Amygdala_L,Pallidum_L,Lingual_L,Thal_LGN_R,Occipital_Inf_L,ACC_sub_R,Fusiform_R,Thal_LP_L,Cerebellum_10_L,Frontal_Inf_Orb_2_L,N_Acc_L,Angular_L,Temporal_Sup_R,Lingual_R,VTA_L,Temporal_Mid_R
Putamen_R,1.0,0.29556076963365113,0.20699758752813666,-0.10879199166225877,0.35446265488657486,0.37837028190978894,0.08502220960031771,0.532951625347917,0.4032617180562944,0.39853828775588707,0.441597999409908,0.30113392469246664,-0.036297010177053717,-0.24603938707004552,0.2738649013181867,0.48261825101053707,-0.0007735632765595491,0.014500823158686619,0.22668510118670154,-0.1544500890051277,0.06843148085356601,0.34758009203922935,0.5653801168696766,-0.2598377121128452,-0.019554973855742834,0.1701023309764749,0.3061129615021948,0.27903831932861195,0.379248974698442,0.5316020374919173,0.45088398244962524,0.297597953395774,-0.01542186401638317,-0.11508651667211774,0.3405248035198426,-0.0453748317792678,-0.00530507838676251,0.5471859959158887,0.00019981917722088934,0.48501553818778365,0.2481489140557301,0.06207289874921802,0.3346775705934597,0.0776381144271776,-0.4995527804068309,0.1122469593237393,0.3038955875207096,0.3601450207563534,0.005125092003834901,0.16938800127324624,0.6062002532406042,0.09143199705131161,0.3061323283856385,0.3152107507625954,0.09388131320358971,0.23112071577578194,0.009493944478075927,0.2756496928028238,0.15899629050737643,0.002231073460438751,0.020331478188282095,0.06958577176181815,-0.20899763916430458,0.19173277800226954,0.39093517076223944,0.017897093402280597,-0.11979860246195709,-0.2861047507370469,0.345976414148394,0.08753935423472835,0.1603338975457255,-0.45327004235071644,0.4381469547460774,0.0044383134690129215,-0.37801980089072856,0.35574635851537517,0.1803957334844174,0.19372127518425467,0.04572983461287451,0.10675949577840016,0.3217875329781648,-0.2257118534044634,0.5528194529406011,-0.06917983355288146,0.022605086586339102,-0.41559026502031293,0.09110111435822409,0.060897545044968825,0.17805210004859062,-0.1719432148967693,0.2554422622798178,0.04678988622832215,0.09406770537851639,0.2939827109581931,0.3865518765485,0.11214868230675828,-0.15105559354417844,0.35370385815285166,-0.14425350367906525,0.3907524324392411,0.08540507535474744,0.380504616522898,0.5484873103549781,0.34636211360631874,0.16810929602711755,0.13444921942923777,0.2724270671506015,0.2120698558065026,0.14518591766696312,-0.030026048317008672,-0.08250812069269224,0.3690791706095148,0.27112998791534765,0.22996634951405603,0.012632817441841427,0.17282373117451544,0.1512754381745779,0.30175731435943487,0.2126335043869168,-0.2633162804035812
Thal_MDl_L,0.29556076963365113,1.0,0.5930545345665874,0.07508524392340668,0.6813034641047035,0.4588388207586686,0.26593100729495445,0.45511402257428474,0.5278134643085036,0.08911179457670668,0.565247236023894,0.5643458414561329,0.3114997366754984,0.2285881772784101,0.5005667789656348,0.7056151298520994,0.13078515963404277,0.23485302915451323,0.4646948441803866,0.1659513125432194,0.5334118789840149,0.6616002858743742,0.5019942028338862,-0.16111037249781818,0.3438390626499022,0.41087067098636487,0.5121962881283272,0.6601365790433424,0.6921941349287823,0.43226933235826254,0.35376218794633296,0.44602749777199063,0.11616850353096352,0.21388223511962862,0.10153686329960676,-0.0934873898078081,0.21930387807954665,0.6120813932736201,0.36682300611379753,0.47108053546060896,0.04017874000369622,0.24148231422884048,0.6072477793898914,0.24849894938808775,0.2727034901969551,0.4842543099981985,0.07594755293867676,0.40535827084523685,0.08470348662620694,0.0840331634439485,0.14606422254250445,0.3422888155593715,0.6259062153809366,0.1408291231251076,0.5380990783187437,0.09141952500207975,0.27543615026425367,0.1569022919880146,0.632921741615693,0.09219072257905883,0.23551671700601853,0.39196077844668287,0.20112094176416337,0.520196805344147,-0.031517491942196094,0.06772587550132894,0.3839296768121678,-0.18135873681455078,0.016318136394462425,-0.05660161379701947,0.2512275756910499,-0.1338058724522424,0.4366119924436077,0.06778179677648967,0.1949999648188966,0.3432486460983851,0.4014130323205257,0.08622228484872911,0.3357864839642705,0.1812443666822176,0.4689939335813956,-0.021855724842738764,-0.045483843708151166,-0.020269563732347815,0.24410102589363147,0.2342644499399247,0.6193051387631066,0.5855417725930883,0.5336887204467238,0.30437514132476734,0.13774152327470385,0.50444021920392,0.4062982050474406,0.33639688065634415,0.48969487393835415,0.5279994625214622,0.5246848866339461,0.5067063050570941,0.33100024816996904,0.2849583208781788,0.19354862416418597,-0.009576171632579369,0.47791092469852703,0.7042988086250456,0.1613528920541952,0.30584318870229,0.3629900330913119,0.38714064153954,0.009259607548595027,-0.1275633834781862,0.3905567741915755,0.3970110933423304,0.1261259638628123,0.3505823859910524,0.21904914265620415,0.05377764915568347,0.5585198345910597,0.2380950191689312,0.034212947149838656,0.26339304707778255
Heschl_R,0.20699758752813666,0.5930545345665874,1.0,-0.07651922041803218,0.778124771136066,0.5694520136651036,0.204238090658944,0.456165584389507,0.5570265347199179,0.05690491674187828,0.4517247415655242,0.36155530193302193,0.47146248660780554,0.5086943694219384,0.7205424270976759,0.7019876203219261,-0.09832270746300212,0.05119544475807042,0.5096669630820354,0.35811732724743667,0.733471267444776,0.6469759165985693,0.6552576279200477,0.025979598623760976,0.5410941112536036,0.5984234744924389,0.5559434757040633,0.7435053942570337,0.741410858853513,0.5053913288987503,0.29751802694167884,0.59223581150561,0.33264538029022733,0.3157275732950307,-0.06439940579219905,-0.22531952360199992,0.3526305035227952,0.582913532039869,0.2215212304720737,0.4459852452991993,0.05596626584092355,0.39757026660898903,0.7348514158651273,0.050199520091533376,0.4191439971886671,0.7376553060674211,-0.21316871818525002,0.21488977222374334,-0.06575654045489018,0.18045174845370424,0.11354381764247459,0.1314708975891026,0.7012387267672612,0.22430737760147432,0.35268567355665464,0.22064281986357723,0.14161482774946282,0.15772670587256446,0.6961603208770971,-0.11175291269421449,0.3766135060503606,0.6208080529136684,0.3785132811656566,0.7174345529622569,-0.1289072202297839,-0.13073010834628765,0.2926783603263724,-0.0302138596669122,-0.03522006680472714,-0.0068671779996343895,0.3727232397417561,-0.15191709773903492,0.3452391855546701,-0.21416051804425845,0.15888520809291753,0.3319018752340346,0.6032319825990706,-0.0023159860357688648,0.40924388946057305,-0.03526722852597142,0.5901334251622985,0.026601448050709568,-0.10682787059069963,-0.2131000208639939,0.5195402667593607,0.4231424977523448,0.7099445188431326,0.7872947359890818,0.5917512237031064,0.540832066414501,0.24932536728749832,0.5150390543339438,0.5718760172979653,0.1683667037194467,0.2809132637952497,0.5617637347334662,0.7538439529944332,0.6101973637339477,0.6878078027063435,0.142307093000288,0.35773712980654504,0.019553679834701708,0.3264892657718751,0.7587474582048933,0.4280547418104558,0.004117390183971003,0.057906874889216496,0.5932594069826104,-0.2263810038806663,-0.12006655446696891,0.3301371403640375,0.404438508924735,0.24935886537294186,0.4496944828100138,0.4865022694855886,0.04829201183727736,0.6783328670334466,0.019623751216827842,-0.04586744423724618,0.2005373713246723
Cerebellum_Crus1_R,-0.10879199166225877,0.07508524392340668,-0.07651922041803218,1.0,-0.18886929992957854,-0.010054801557637466,-0.2431929837049395,-0.12817175073001943,-0.08209118142938807,-0.5222545902848849,0.490385279512485,0.03714310088877713,0.5344736643126785,-0.4904874377691777,-0.4620024365784526,0.03294494999951377,0.8618722341413662,0.9246789878924236,0.0019348044508963435,-0.4447728886260514,-0.3450175786908892,0.17798198050324845,-0.20520033607873076,0.4476333148127733,-0.5114745582055206,-0.10696164035132716,0.030564349362476654,-0.05249354195948043,-0.1481335548091328,-0.2955640759893159,-0.1645711382070846,-0.45103009619314405,-0.7669169221369367,0.200053674785889,-0.1610177661266087,0.9009383957046302,-0.3341696916255538,-0.09545609213732555,0.31223705239589045,0.10377451899114924,-0.6508187581154766,-0.41575846373968667,-0.2157262604305518,0.824986312256644,0.37769536362428263,0.18728667077670597,0.4368265505828199,0.5266871565503125,0.968695419729077,-0.6213296072494164,-0.43717780846422777,0.905026148121385,-0.07645482687673592,-0.7749086453641324,0.32989224403638123,-0.517123353108394,0.8555520861144182,-0.21537328956239976,0.1789787286096931,0.9410965627582735,-0.6751115796489267,-0.4188336125542564,-0.39085008462585574,-0.15018827624105685,-0.3052160580955612,0.9599925917510228,0.3850435693187085,0.144676907678942,0.2179644428192812,-0.7437940178803725,-0.5590963345727102,0.5790801828977906,0.04759338994792597,0.7102046888587171,0.711175811580347,-0.06516433353597767,-0.3124550102540609,0.051493666248892275,-0.2579913065987373,0.8957856385575976,-0.23086565907265313,0.6508282830106339,-0.6169714773025786,0.937992915563411,-0.5506845863912618,-0.28079225806475994,-0.044883016474222055,-0.18086225280431506,0.2232400434476039,-0.5125193862832198,-0.3956753419262287,0.276061859785028,0.08461170211743614,0.7116153690109571,-0.40153541832453,-0.09094757244756531,-0.11997601019032958,-0.16572873802888263,-0.2945404053402145,0.01848784106049668,-0.2645516637392915,-0.752201210868808,0.12118469226812019,0.06375436922698638,-0.7207097553153327,-0.32874374969937176,0.7022903604496361,-0.6073729806005314,0.7841887930108358,0.6179073927729476,0.8135558116371083,-0.04494557388126286,-0.5068424825049807,-0.49575590241096107,-0.38836195777292914,-0.5697359794981895,0.1032704976135865,0.6693485385405322,0.5916008426789855,0.6585598363400788
Cerebellum_4_5_R,0.35446265488657486,0.6813034641047035,0.778124771136066,-0.18886929992957854,1.0,0.6760360069391699,0.31918851887063054,0.6159104387032298,0.7585380483842789,0.2672251372862063,0.5765173099232627,0.4145358140614284,0.35320674664031093,0.37092075983483896,0.8475963757323762,0.7981067932320436,-0.1280227428330052,0.0064735918649115615,0.6305103506991938,0.33017927588736956,0.8192537860311438,0.8014171793612777,0.6945839502703308,-0.08089120958033857,0.5453575624373113,0.7436707648204582,0.64080650727766,0.7465798269490234,0.7791847583147516,0.6803965668831355,0.45815467992476233,0.7402544469710404,0.43322332202653624,0.20542122234607385,0.0554692737671999,-0.36408356383961504,0.43344191559416273,0.6835137346928394,0.3093403883052576,0.631186690896806,0.23354594540347595,0.5762702356948324,0.7723325852950097,0.05861189549603738,0.12184162235763638,0.646310753356343,-0.12832592562260536,0.2464531737020376,-0.159998377134916,0.3166474869384183,0.3440482172742086,0.12176083135748882,0.7480065265966087,0.4019829405819338,0.5091662361339858,0.3733156850927878,0.14699707239588786,0.3550506850042164,0.565022432710735,-0.18078152323473065,0.390886120830745,0.7484153161799789,0.39867918478894543,0.7695450432305946,0.001943101362827034,-0.1825570676501497,0.2677797549668711,-0.015318590194121379,0.04872827939829612,0.1414452344871678,0.45706686952986,-0.287439899859799,0.3565156796053439,-0.23522148569380968,0.019025808239748632,0.49921576654537686,0.5843221968056906,0.04130995442426718,0.4354116651266759,-0.04153838950449463,0.8362189952306344,-0.182792698393025,0.12857942418161888,-0.32111844757506747,0.5879880410996271,0.3690178791797874,0.7922103266927104,0.7770938553970412,0.6662204598836704,0.5292903798613123,0.3788661156925855,0.5539046290255658,0.6303178305739793,0.2054844469117628,0.4346606398242742,0.6772572569670879,0.7147492475092072,0.836185129626579,0.6009009574605539,0.3386805781123911,0.4487150029790451,0.21235356568177993,0.4692968741616673,0.8215211930832915,0.6033447514188488,0.129034783031125,0.08089792422818921,0.7535891896268774,-0.2528404482314786,-0.1195009334247358,0.2620136348908578,0.5150622173942965,0.4512365754566318,0.5501732383791345,0.570112478406547,0.21788613893660605,0.644666725165113,0.053117646080629605,-0.1749320413526367,0.08525736311679429
Thal_PuL_L,0.37837028190978894,0.4588388207586686,0.5694520136651036,-0.010054801557637466,0.6760360069391699,1.0,0.22300826351775982,0.6236991251875279,0.7398987541826989,0.32330687624248394,0.5497636438559368,0.5240930786725612,0.4862674581531052,0.18845031989901226,0.5990366588263287,0.7597863721544653,0.07027051222926446,0.0851534627225105,0.5376605651365188,0.27163689619225373,0.6568565364389648,0.6268470511694637,0.5991384735607473,-0.07109925241602269,0.28984230309325026,0.6199956543091635,0.6873856923533082,0.7709785123670201,0.6659939272134116,0.5864411581687409,0.37435660714710983,0.5404350797819155,0.31870423266773434,0.10835549201345243,0.11361422415322318,-0.09018256474145198,0.49360026546580776,0.5586079182974858,0.6075452080488188,0.5723103800422894,0.21990557593171078,0.382600257209441,0.61259935428734,0.1326413526266488,0.09919030038390939,0.7414092045257333,0.053188042041384796,0.32142926135120836,0.042341125004218244,0.2978643148799701,0.28933955179104065,0.20120440832436162,0.8139978585293243,0.2797019226142865,0.6357825371393434,0.3927252150081139,0.17611800804289526,0.5002995674538259,0.567412356798382,-0.014793099484776612,0.3422675067169661,0.5677428273952939,0.3650360477945615,0.8461753380773596,0.13954107019347026,-0.01979636729585692,0.2999708899771203,0.2320494227158684,0.08801298489977767,0.1362353222077623,0.15344191980095462,-0.044441074664808136,0.4593057755205807,0.02416823823274545,0.15921201894987286,0.6199759486421514,0.6002108755296197,0.0922788437408361,0.30471263480618366,0.0633623997472799,0.7279123431398896,0.042208677395508834,0.18862681694373695,-0.06921466899575589,0.32272638559256994,0.2879139052004488,0.7238529633246937,0.6382247060784445,0.7831641726341599,0.2753663522801875,0.39462974743730417,0.5109685494267805,0.5921110785572792,0.30540449495764777,0.29518894734631035,0.4033162767594691,0.5510523181735213,0.6051475719457448,0.3685406401147769,0.3595266921950413,0.5283036914522395,0.11279429207748633,0.3748312692096286,0.735248316445845,0.3050780446402233,0.009451702208373353,0.21913554535065116,0.4906810687632613,-0.08083282602911038,0.061442140498919044,0.34254743462649834,0.7554722842574101,0.3562454294268999,0.5162624131150193,0.46754004126127624,0.19859021451866343,0.5765203179300603,0.22242009400829085,-0.03092777050075132,0.2531691480429163
Putamen_L,0.08502220960031771,0.26593100729495445,0.204238090658944,-0.2431929837049395,0.31918851887063054,0.22300826351775982,1.0,0.5068427416064915,0.31252896665852803,0.3777515887221161,-0.16764215220530634,0.5535812320440642,-0.2485752028250827,-0.019570269713856926,0.2778517804857261,0.3314781959655725,-0.19017781508082296,-0.2718647187784625,0.31062394105462926,-0.21037624777074573,0.41831544883579047,0.2615233179296761,0.29751676626163787,-0.219979564869243,0.0502828716246447,0.31749899706705814,0.18427546957288274,0.13933552627672993,0.12848789191593651,0.4154294207708305,0.018434035333675224,0.44285667132901074,0.2875596992992043,-0.13767707803903612,0.1484587576422802,-0.20550485286809048,0.40085392433044265,-0.1529910627310887,0.0992838606512672,0.10347001712213404,0.5005151367206729,-0.03579871598372355,-0.018969149876935334,-0.24963561845235424,-0.29051607611438035,-0.00867929093894776,-0.17830643564917467,0.04976839958963276,-0.2914872111752669,0.5615852350444025,0.17044306292078962,-0.185780970885852,0.2102919267805861,0.4231875244024704,0.09260761402194624,0.5434631459334042,-0.2523891977145801,0.4556779183963076,-0.043737818377195224,-0.3561948532075066,0.13348225159667454,0.5045866240803256,0.4191043588765475,0.3346165311392753,0.16425868279469644,-0.3562355160458194,0.07754309059125472,-0.11347207743414449,-0.33407584347416697,0.49330955609878263,0.1464275655852287,-0.2707740821192969,0.3551916029929544,-0.32940418018038986,0.2347714927561076,0.3631714386171574,-0.014238110829039712,0.5040692988699612,0.49013301507776236,-0.3808599126975617,0.32371767988470873,-0.2154068937736503,0.16812051836481848,-0.2058765390573728,0.044126309322452775,0.4001217392348683,0.2537622683542034,0.38179643332414126,-0.023884048420939104,0.06951571379222067,0.6661418216742349,0.05920159056629313,-0.004982090817815196,-0.09208288491603935,0.6715795826387261,-0.020132902334752505,0.25849671659544476,0.22566507195504995,0.12371113825018917,0.20185155448092423,0.44332201481742656,0.36955218738843476,-0.35649723266088085,0.1917718918925701,0.2857969590968634,0.8069737412513873,-0.059465439400067495,0.17522809603363929,-0.45514559958662354,-0.2653627129598753,0.10181093476173603,0.2965049608330525,0.37937328639323087,-0.09954800626543324,-0.022446703940029088,0.37565023887595084,0.5675170043996502,-0.13224714162772588,-0.33486189228921376,0.299389472837132
Supp_Motor_Area_R,0.532951625347917,0.45511402257428474,0.456165584389507,-0.12817175073001943,0.6159104387032298,0.6236991251875279,0.5068427416064915,1.0,0.7573499401405985,0.5781703932390752,0.3937433523162112,0.6011890382532951,0.12468168572782258,0.05575230703186063,0.5312939866061419,0.7321308770147172,0.02894983756903654,-0.083405815300352,0.6413012355928374,0.0726982952551512,0.5204023917403742,0.6105095248652435,0.6629554497182994,-0.1815943543822328,0.18017073220993413,0.6235746531649837,0.627100353369198,0.5761342687353773,0.5350936284234336,0.8486481965046008,0.49447513133620974,0.6127281454501144,0.26696437393188677,-0.08144583760431999,0.46592771577466374,-0.11944802330813495,0.5458892296847867,0.4696404194873393,0.2948601384699795,0.6411214999796372,0.5921409886857502,0.26508891894714287,0.445108668637479,0.08315334956596643,-0.19887096868278947,0.4101212051980705,0.21392708330227506,0.43169814118811706,-0.07500525881336238,0.5839653814367347,0.47505238769825187,0.10609843979650836,0.6154837584862092,0.582278310893486,0.36511048667847934,0.6527779480730468,0.01531168039010406,0.6996401159090718,0.36708308608265133,-0.1177291698915181,0.25678692276703524,0.526578874243529,0.33802836737019815,0.5681807432641572,0.43653402907391453,-0.15005056165579186,0.1325993670812909,0.0392556711857251,0.07612442822682931,0.4054060041183585,0.1508655190231858,-0.2169354024838577,0.6182873750671605,-0.09560527649128436,0.08054040308708717,0.5798144653274641,0.5056608108668619,0.3415477348701001,0.2533680403641749,-0.07356251204309547,0.6142618403556593,-0.1446886461991553,0.42262613942178123,-0.09411765972936824,0.19323963544401287,0.19061412077212414,0.48631436218972884,0.5016671079791061,0.40616693350631694,0.110448020335482,0.7425152289240149,0.27611132039946035,0.4068751351326818,0.336633437721859,0.5609589099262344,0.28763725015077535,0.3375645889781423,0.653474778261943,0.20325383455476262,0.6262098710734144,0.6322579586653997,0.42413153332060033,0.296279928330141,0.5820467193759524,0.28172097110826094,0.32530311448574933,0.26078184178354546,0.38595401043164124,-0.12195168599699413,-0.07950175769535604,0.22512162368849756,0.5687840744400577,0.4703535676028838,0.35252555860445195,0.2842354106793422,0.4906704353651392,0.6245695114132624,0.2833193089525295,-0.03275245939417098,0.24822943103163467
Vermis_3,0.4032617180562944,0.5278134643085036,0.5570265347199179,-0.08209118142938807,0.7585380483842789,0.7398987541826989,0.31252896665852803,0.7573499401405985,1.0,0.5144841280858846,0.5690418282768877,0.6336077439543844,0.36260036678411045,0.22969773300357232,0.649009731048233,0.7317247026208542,0.10009297426580127,-0.015282267604446528,0.805548775866677,0.28528916879455085,0.6608328633568563,0.7451984749093765,0.6611756002286919,-0.028864579341126857,0.3396043372717375,0.645308364038344,0.6906166458670558,0.702695799097558,0.660955331729553,0.72731844249949,0.6596002549704494,0.6774532744375433,0.3039121047496656,0.06857858543803375,0.42260009077736543,-0.13664172980604794,0.5925377174746325,0.5229985840999496,0.461642744246397,0.8170703516668583,0.4373971592499948,0.3953744534699118,0.5943804028421776,0.23160609121092518,0.024782444590389353,0.6111811007547587,0.24747624528616094,0.47199584212751994,-0.03074404400978745,0.5259899623176291,0.40187927594313905,0.19478216348385327,0.7477636622781867,0.5116891951538372,0.533944310909017,0.5573790392608551,0.10855471613687001,0.6406363476230624,0.5660574635238674,-0.026962086685290626,0.39609226235699324,0.5953571009427628,0.44373649351976135,0.6818507483867743,0.37659202231396066,-0.08623011281629189,0.29269570827012453,0.19906541077691442,0.23536745206013274,0.3359002856847651,0.14679949771582063,-0.13924082314024486,0.6606554639503126,-0.05090247007111803,0.11585349744678301,0.6002075899460204,0.6286342085183287,0.22625280864087227,0.22911849748119414,-0.0005971559650702425,0.660435187112728,0.04085356550708581,0.33228311935019594,-0.07984085574159201,0.2634782376752231,0.33160318285911683,0.6798430234429326,0.6544438162287181,0.6080711494837774,0.2436046932344991,0.5771045781691034,0.34552102607237584,0.641869659648754,0.38492890993682793,0.4685192782799857,0.5159167160400103,0.4980712781075457,0.7893131406040126,0.3273441049808026,0.6289978448168461,0.637617754261347,0.2874138367609373,0.37450300330871944,0.7202872650059513,0.2983296806846319,0.13254407595624476,0.34237015079576766,0.4966438772793001,-0.05092321786398964,-0.08576177709260145,0.32121940922150044,0.6098784608580946,0.45023076529552597,0.5047026219788627,0.45540399212760285,0.4811302542971665,0.6338254497705608,0.3570432343901866,0.042280327861201734,0.2949891984841773
Angular_R,0.39853828775588707,0.08911179457670668,0.05690491674187828,-0.5222545902848849,0.2672251372862063,0.32330687624248394,0.3777515887221161,0.5781703932390752,0.5144841280858846,1.0,-0.07315026835488744,0.5459134222450983,-0.35534751453041086,0.04034181607289458,0.3514420368452313,0.3035685582395782,-0.3523784766226084,-0.533519343734578,0.3183289558047965,0.03513258691192768,0.26662373902512587,0.1806285117971061,0.5274330668263645,-0.2942762927716231,0.057343137712681805,0.25170360857950996,0.13197478531703716,0.17739855319318326,0.11792147547396321,0.6571616272660881,0.43658573931526307,0.38517700906190455,0.3128554291964104,-0.20788454243375332,0.7308213162224838,-0.3665156896489785,0.38919273411732247,0.12940141718985448,0.07685354858328886,0.4146144362122894,0.7591290104213879,0.09463039943334316,0.049595483626716924,-0.2734074275674491,-0.5178356212635504,-0.04023946101709727,0.27386643929365095,0.19095358742646337,-0.43304438979254667,0.7718924832715098,0.7490571530459339,-0.3965736267878988,0.3133300623520718,0.8466551307081155,0.015387975830008283,0.6820815396638799,-0.45689002447445437,0.5797566736128259,0.0768320727786134,-0.4576261364274042,0.4250284267601822,0.28470442028592785,0.22408399623186925,0.23810249858013494,0.8689649461283608,-0.4952877824854441,-0.2083616789593277,-0.032335359338972615,0.1502910712274223,0.7872495722713416,0.2118834540551719,-0.40626155128216684,0.49006903051514267,-0.32026455340777854,-0.3040313458213714,0.5347986607870538,0.3052403585386439,0.48084095047180764,0.18745164970275424,-0.46502422273456684,0.3567586069843898,-0.2800581095858402,0.8411802366234011,-0.34110039751958016,0.045398965015352774,0.04193108380339516,0.0028468104032577557,0.2121444446234325,0.009525032360294852,-0.008397943734443976,0.6548764335758148,-0.2275683422336582,0.02806296534208078,0.035619611607506034,0.5812251001476779,-0.10261518545586891,-0.08123869458222252,0.4183034309725348,-0.10250019689733554,0.6796446710061271,0.4201315898045167,0.8521602028364592,0.029879475155735497,0.13265629968244672,0.2883972449915242,0.4488697969080146,-0.00045086929763332934,0.23477241208580507,-0.29634400699387964,-0.2994794400077925,-0.3064463973268484,0.45372542543034816,0.549734296017491,0.253410992662011,0.19205566791437403,0.7703840473816101,0.382695942925803,0.06756617931259698,-0.1388362453660129,-0.056949101093664356
