,Temporal_Sup_L,Thal_MDl_L,Cerebellum_3_L,Temporal_Pole_Mid_R,Temporal_Inf_L,Frontal_Mid_2_L,Cerebellum_4_5_R,Frontal_Med_Orb_L,Frontal_Inf_Oper_L,ACC_pre_L,Thal_MGN_L,Lingual_R,Insula_R,Fusiform_L,OFCmed_L,Precuneus_L,Raphe_M,Lingual_L,Thal_VL_L,Calcarine_R,Amygdala_L,OFClat_L,Cerebellum_Crus2_L,Thal_MGN_R,N_Acc_L,Parietal_Inf_R,Thal_PuA_R,Cerebellum_10_R,OFCmed_R,Frontal_Inf_Tri_L,Cuneus_R,Vermis_1_2,Thal_VL_R,OFCant_R,Temporal_Pole_Mid_L,Cerebellum_Crus1_R,Frontal_Inf_Tri_R,Caudate_L,Cuneus_L,Thal_VA_R,Vermis_7,Temporal_Mid_L,Thal_MDl_R,SN_pr_L,OFCpost_L
Thal_MGN_L,0.20222876325645484,0.21388223511962862,0.1585646576347151,0.21185548816985417,0.1528818238264272,-0.010082786443790666,0.20542122234607385,-0.050530335545930734,0.2351069607802163,0.13526163292361587,1.0,0.08986271907659794,0.17294424249639156,0.22323803624577293,0.1401148040142115,-0.16871576439970545,0.32761601007047403,0.08753282982069657,0.26258266077688935,0.1704749121973257,-0.062157656070701596,-0.08217680055963048,0.06389466220305405,0.22919579944918586,-0.033618181736677806,-0.2604611739260311,0.004011987644653755,0.02113079669287122,0.13203455110727952,0.17686875409183728,-0.026067778193159016,0.2125040810026503,0.28342050971032806,0.019162635229655906,0.004719513500608634,0.200053674785889,0.18777722769536526,0.2510646440394149,-0.3078574525676777,0.3142795063882946,0.15699633951524206,0.141233735267348,-0.08452370782438193,-0.09667568379209049,0.010820254805541515
Lingual_R,0.17708390106105254,0.2380950191689312,-0.39100687547155966,0.607880586725111,0.11043010521714981,-0.0032335566794214946,0.053117646080629605,0.28402312479158426,0.3569016880198046,-0.21994584732659397,0.08986271907659794,1.0,0.3958687034061954,0.6155703017523361,-0.2720515518492542,-0.1936465954879803,0.16000050112550257,0.943115376881395,-0.057221267045843544,0.9406590615917141,-0.6084385179256123,-0.6251277778074348,0.6684763690262031,-0.5765149853966792,-0.2836594196813596,0.03527627879434715,0.3537686691187323,-0.1825578927988249,-0.5469094778486107,0.2668513154980196,0.5741202664519325,0.358225356674962,-0.1907070960568922,-0.5457286351197252,0.6027000178135068,0.6693485385405322,0.10126233644197367,0.10495480193556954,0.4713553166138903,-0.36115389374272816,0.7307325670418514,0.3727054389822143,-0.0012020146345426092,-0.33256208000399257,-0.36235035357844425
Insula_R,0.5404819081272206,0.632921741615693,0.2379625808459711,0.2811505133168116,0.27184687403105007,0.23853628130514026,0.565022432710735,0.1617693212314073,0.6287601476391513,0.36304176442881264,0.17294424249639156,0.3958687034061954,1.0,0.5658891247476375,0.23908683415740767,0.05373658310000377,0.2939163473227577,0.4364279537151442,0.5942524646139006,0.4409247162621062,0.07299193179492244,0.06852516950857039,0.08977623299010641,0.16262908925869282,0.4135833143536494,-0.0904212454070951,0.587895023473736,0.3186244651929352,0.08147808999979883,0.5257368540605953,0.3412595170234355,0.5635575749506055,0.5323942630509764,0.2534239263728538,0.10128971544280935,0.1789787286096931,0.5351822414621151,0.6439444471010335,0.23314969427970392,0.40079523408286993,0.17195586351719191,0.4291973928130507,0.1453667525517918,0.3416792344467496,0.3392850617944637
Fusiform_L,0.6934339951552442,0.565247236023894,0.1342617187963883,0.19768073574180575,0.7451126659503948,0.14522730692959746,0.5765173099232627,0.22599521837396314,0.579343184600387,-0.06052470612906993,0.22323803624577293,0.6155703017523361,0.5658891247476375,1.0,-0.08389238601747469,-0.17421375238425,0.3638090298045134,0.63904745737129,0.5034291313963136,0.7218774405415397,-0.10317585880882645,-0.21861313138140412,0.4644136041779758,-0.007809241003764368,0.15443920653142856,-0.11447137126700703,0.5823075200509381,0.20829326626453654,-0.0905170999813908,0.5458662368302252,0.38520377241810105,0.7023290582521061,0.2846322659270761,-0.20224545265947916,0.38399741896032674,0.490385279512485,0.20008568402282445,0.5461875391005324,0.06286047635162403,0.09572770844488793,0.5739318978772768,0.7872376387503786,-0.03795646346742595,0.0656891434303195,-0.1254736369166645
OFCmed_L,0.11649360478299395,0.3357864839642705,0.46456343193128524,-0.20390362964822092,-0.05899384510080276,0.08146853778009733,0.4354116651266759,-0.13750497300214826,0.278245472282508,0.0031581970699799053,0.1401148040142115,-0.2720515518492542,0.23908683415740767,-0.08389238601747469,1.0,0.22807213386879355,0.15061691296990296,-0.17910839315260674,0.3813765324300272,-0.15636115119575703,0.4814501808655914,0.33549213029187397,-0.3499616987790923,0.4026516406366593,0.43200687899277473,0.03444156805594839,0.2564787796576272,0.37743332058200296,0.5951606290836396,0.06447113658093447,-0.03295025713346355,0.29237358394123114,0.43090348539702095,0.21585459781185917,-0.4163825864174531,-0.2579913065987373,0.362540863390272,0.2922290472918453,-0.06654958560013205,0.3925296690448559,-0.32652918198286046,-0.13679876899365376,0.4029208801652191,0.3790734967255134,0.47203210407096646
Precuneus_L,0.23503458971819208,0.1408291231251076,0.4839132066500325,-0.43570903067704086,-0.16969773363032492,0.6330086497849423,0.4019829405819338,-0.3941608913517276,0.22118169897606407,0.3805246587161819,-0.16871576439970545,-0.1936465954879803,0.05373658310000377,-0.17421375238425,0.22807213386879355,1.0,-0.23642260836714865,-0.25098871802002,0.24623069592998356,-0.21883023260361684,0.5585628122236743,0.5994830619280221,-0.7029470514334756,0.36855622955077,0.3441923181882945,0.7883697601072756,-0.0813561856555011,0.5840868013766298,0.4012059211497308,0.26121119511301083,0.5332375845544559,0.17269252185485223,0.15934091362183345,0.4903997097716672,-0.5281489801636914,-0.7749086453641324,0.3288994675710531,0.3293219223021798,0.590824070564046,0.19587962094639214,-0.7561602721287783,0.04230068555239075,0.6308488224098735,0.5113028066510984,0.5997100405241211
Raphe_M,0.14915022529388725,0.23565255948031638,0.30688479606466984,0.2347171738765333,0.20401537789541024,0.10950611188348254,0.32022044037516634,0.09245502779221869,0.3302589148571699,-0.016725599800546647,0.32761601007047403,0.16000050112550257,0.2939163473227577,0.3638090298045134,0.15061691296990296,-0.23642260836714865,1.0,0.16392425873547334,0.3260983299441724,0.2455359927347701,-0.003355692693062705,0.027306310098059682,0.19550201118835484,0.16380665606645772,0.21399657113842596,-0.32878917952925896,0.3631019661673192,0.2114446903760717,0.011495781046156589,0.2974461628089713,-0.008112359471980178,0.4424347870916797,0.39378105052828555,-0.04801793090779188,0.26300810686901055,0.36597764869813065,0.29892072985551466,0.2421984331116803,-0.25558158592530617,0.29564765960685685,0.2898244785912778,0.07049231803833621,-0.050868147135275016,0.1207552630729161,-0.049551667718469666
Lingual_L,0.19571050348627955,0.3629900330913119,-0.3520595573888855,0.5842348726985289,0.13267861154982508,-0.06871130570133092,0.08089792422818921,0.23397879513687844,0.36173590045245785,-0.3093889372167732,0.08753282982069657,0.943115376881395,0.4364279537151442,0.63904745737129,-0.17910839315260674,-0.25098871802002,0.16392425873547334,1.0,-0.00756066609782497,0.9203404189930846,-0.6357146230000809,-0.6534470325330712,0.6687539963782405,-0.592760791515426,-0.3239616373655331,-0.08616026092152904,0.45637784510890184,-0.165175572767052,-0.5000356699512137,0.2380160422767622,0.537062862720652,0.39529562358880355,-0.15119244844342802,-0.540285542417482,0.5945575308008234,0.7022903604496361,0.07777840637209354,0.17602816864039508,0.40175262328919403,-0.3623619219634627,0.734252612067749,0.3782545985142348,0.017201667101171995,-0.2582510469799794,-0.3420749186285148
Thal_VL_L,0.7111715014521907,0.6978139733708882,0.6774406207014658,-0.14517950938415397,0.5113853264208652,0.5257636425731098,0.815860131347808,-0.12400732225922947,0.6655835630766935,0.509061716837028,0.26258266077688935,-0.057221267045843544,0.5942524646139006,0.5034291313963136,0.3813765324300272,0.24623069592998356,0.3260983299441724,-0.00756066609782497,1.0,0.04634154818416536,0.5420456666465095,0.5545432807497671,-0.24005331199078117,0.6749139997216733,0.6359199491127648,-0.022990019527204156,0.543873570645186,0.6628697184072342,0.4009212856122981,0.7212800649248291,0.08893268716818874,0.6207881194510332,0.8250458567783527,0.5404776961043655,-0.16862841795591452,-0.1821181889757889,0.5435887814088837,0.8663857845629157,-0.15400338710974132,0.7159975219446486,-0.18158673410232357,0.4708716553188964,0.31127104240569503,0.6304455918975614,0.5172727304396235
Calcarine_R,0.29827471759915464,0.33639688065634415,-0.2533320854620337,0.546677275864832,0.27677941359454467,0.0056408039488289805,0.2054844469117628,0.27107188981849306,0.43425658405059936,-0.306508833477347,0.1704749121973257,0.9406590615917141,0.4409247162621062,0.7218774405415397,-0.15636115119575703,-0.21883023260361684,0.2455359927347701,0.9203404189930846,0.04634154818416536,1.0,-0.5362910691179629,-0.5893911630701699,0.6546787168536149,-0.4644148378529811,-0.22312685825151682,-0.0693654415289336,0.43373244058475185,-0.12276848241604293,-0.41596680166825495,0.30780372372824416,0.5850396945742062,0.48174366623266046,-0.06888520715729417,-0.5494191693753837,0.5862979947398899,0.7116153690109571,0.1228822803474626,0.19111935323190862,0.3505578651609963,-0.2618341630598955,0.7537246783624562,0.46239980201424574,-0.028770000212838626,-0.2840489466778376,-0.35615014584287646
Amygdala_L,0.33035991483959587,0.1613528920541952,0.7111347928640064,-0.6348009679210738,0.2034064926368829,0.3424466994657517,0.6033447514188488,-0.23980996474705682,0.22537415300824817,0.3984929821250587,-0.062157656070701596,-0.6084385179256123,0.07299193179492244,-0.10317585880882645,0.4814501808655914,0.5585628122236743,-0.003355692693062705,-0.6357146230000809,0.5420456666465095,-0.5362910691179629,1.0,0.7815695295428222,-0.702843331221785,0.8383181393237322,0.6580033076526124,0.3018666930050734,0.0064581567682889295,0.6248273441034584,0.7401534667086362,0.24043613127161753,-0.10405989953150727,0.18441261226389596,0.4947741005288978,0.6271410932674861,-0.686662513769334,-0.7207097553153327,0.309820375371404,0.40931997482807714,-0.09769272256603422,0.604891360611553,-0.7111799741139807,0.0772553897599156,0.3770261994631805,0.6004856472750881,0.5221937350529111
OFClat_L,0.2553657916121385,0.11616850353096352,0.7203416074929981,-0.5471861682884506,0.02737046543857128,0.6333198057297096,0.43322332202653624,-0.30434632633483877,0.21324007899455316,0.611283275929822,-0.08217680055963048,-0.6251277778074348,0.06852516950857039,-0.21861313138140412,0.33549213029187397,0.5994830619280221,0.027306310098059682,-0.6534470325330712,0.5545432807497671,-0.5893911630701699,0.7815695295428222,1.0,-0.7757456252916012,0.7693572706240173,0.6380930122157452,0.3127332157633738,-0.055659595439026786,0.6246112530426463,0.5095569317131933,0.38582321684338766,-0.08622961548481144,0.10486329361365795,0.5510561662519164,0.8131907205499368,-0.5939720477359408,-0.7669169221369367,0.43920881370629783,0.3996144920626514,-0.10136008414218398,0.6588602720647332,-0.7835431019038563,-0.05542789976447635,0.3439969516574247,0.670084904151703,0.7397505165939273
Cerebellum_Crus2_L,-0.07887038260356,-0.049566735639544696,-0.5480986400517628,0.6267014769251853,0.1927452615042962,-0.38833337891060576,-0.27536464320252935,0.5006350598192152,0.009662865813158832,-0.45562921490547553,0.06389466220305405,0.6684763690262031,0.08977623299010641,0.4644136041779758,-0.3499616987790923,-0.7029470514334756,0.19550201118835484,0.6687539963782405,-0.24005331199078117,0.6546787168536149,-0.702843331221785,-0.7757456252916012,1.0,-0.5887527340520934,-0.3519846462049524,-0.4436717551062205,0.2976330019738996,-0.49083745839685894,-0.5716305165407314,-0.03656113261808229,0.010343620492732996,0.08618713428536674,-0.2532180262122515,-0.6829654956459829,0.6878400366193155,0.8944219905891927,-0.24755602048546008,-0.1906390498040532,-0.06472589864668561,-0.41127860757209883,0.9176363796536543,0.18937196943294793,-0.45720229854279515,-0.531443378820599,-0.6279316801454614
Thal_MGN_R,0.45614806910749045,0.24410102589363147,0.7291111725746374,-0.48091523826826293,0.30198223658976897,0.3515448283545465,0.5879880410996271,-0.26939186065098075,0.2934284229831807,0.5320227951724086,0.22919579944918586,-0.5765149853966792,0.16262908925869282,-0.007809241003764368,0.4026516406366593,0.36855622955077,0.16380665606645772,-0.592760791515426,0.6749139997216733,-0.4644148378529811,0.8383181393237322,0.7693572706240173,-0.5887527340520934,1.0,0.6680239892458794,0.0544937669640165,0.04379840141243487,0.5587192491810675,0.7236297915387931,0.3717999111642892,-0.1908556617979369,0.22188717317779302,0.6215559097147803,0.7168843286154165,-0.517557046709002,-0.5506845863912618,0.2891574437669566,0.5085081637441925,-0.3254498493702974,0.754246624220026,-0.5782773607976205,0.15192370695420085,0.17315950635435398,0.5508455503673185,0.5396434101342162
N_Acc_L,0.3993186076497182,0.21904914265620415,0.5601271807557412,-0.21381419711213445,0.29088711449393445,0.3994718419892401,0.570112478406547,0.1268928040254879,0.28247012167831664,0.5438195962775432,-0.033618181736677806,-0.2836594196813596,0.4135833143536494,0.15443920653142856,0.43200687899277473,0.3441923181882945,0.21399657113842596,-0.3239616373655331,0.6359199491127648,-0.22312685825151682,0.6580033076526124,0.6380930122157452,-0.3519846462049524,0.6680239892458794,1.0,0.1369050326943287,0.3916982648261827,0.5073533936609432,0.4989875514788426,0.36055242106110924,0.01912840014108344,0.3264083152096512,0.6244211436548663,0.590650106464824,-0.33602841669296135,-0.38836195777292914,0.400153401788853,0.464738630289289,0.01367969816428566,0.6139475614232074,-0.37693859175426114,0.19855019379061814,0.08260440040225575,0.6112439332835061,0.656549207873068
Parietal_Inf_R,0.1855280951043247,-0.045483843708151166,0.05592458802654803,-0.34360936980889756,-0.08730726676716909,0.38503586552646346,0.12857942418161888,-0.37007739473016765,0.026757050711055292,0.19478217242924697,-0.2604611739260311,0.03527627879434715,-0.0904212454070951,-0.11447137126700703,0.03444156805594839,0.7883697601072756,-0.32878917952925896,-0.08616026092152904,-0.022990019527204156,-0.0693654415289336,0.3018666930050734,0.3127332157633738,-0.4436717551062205,0.0544937669640165,0.1369050326943287,1.0,-0.18894147536176295,0.24888205068953814,0.1839199270730949,0.03778728370272315,0.49914655120106094,0.002181756073040409,-0.2607729225851754,0.1169108516686019,-0.3105528100749474,-0.6169714773025786,0.05095374952192738,0.03482089402918598,0.6411705896169554,-0.19465652209549886,-0.4812100859901202,0.15178020705413411,0.5205725271455925,0.19798985944251632,0.4018097570754466
Thal_PuA_R,0.38504484850317094,0.5380990783187437,0.2448307881563211,0.2703312409007354,0.3375748045425205,0.1894336393170882,0.5091662361339858,0.2227446272081378,0.4731845887212638,-1.7823531693801263e-05,0.004011987644653755,0.3537686691187323,0.587895023473736,0.5823075200509381,0.2564787796576272,-0.0813561856555011,0.3631019661673192,0.45637784510890184,0.543873570645186,0.43373244058475185,0.0064581567682889295,-0.055659595439026786,0.2976330019738996,0.04379840141243487,0.3916982648261827,-0.18894147536176295,1.0,0.26025528247319885,0.01206031812516231,0.41889536467526567,0.30509323237506236,0.568143881874789,0.4262348192300344,-0.023865926141565207,0.26744683150578336,0.32989224403638123,0.27738187135625847,0.49224024420089457,0.11604255170894268,0.10127488193143179,0.30020053535985103,0.35844038064816025,-0.002666876326009026,0.26215499245500523,0.12604715569170793
Cerebellum_10_R,0.4148360434815286,0.44602749777199063,0.8022353387169455,-0.3091434884865807,0.1079495380238141,0.6141421404423683,0.7402544469710404,-0.20708633538205798,0.5423992084282437,0.36562313162426996,0.02113079669287122,-0.1825578927988249,0.3186244651929352,0.20829326626453654,0.37743332058200296,0.5840868013766298,0.2114446903760717,-0.165175572767052,0.6628697184072342,-0.12276848241604293,0.6248273441034584,0.6246112530426463,-0.49083745839685894,0.5587192491810675,0.5073533936609432,0.24888205068953814,0.26025528247319885,1.0,0.390100709164312,0.5608151436605164,0.23822844369091145,0.566057436096317,0.6536432921081586,0.5494682786308221,-0.31776281439114595,-0.45103009619314405,0.5751539102105581,0.661174571154502,0.13667108626645733,0.583532220103507,-0.4992064649408106,0.16091624366643353,0.5266478924594248,0.6202498493461667,0.5257236621014257
OFCmed_R,0.3910903794649544,0.2512275756910499,0.5150544722391219,-0.5617454738625269,0.22972143243895465,0.040256048396092765,0.45706686952986,-0.2871143359936439,0.10714264502674238,0.2208094482989787,0.13203455110727952,-0.5469094778486107,0.08147808999979883,-0.0905170999813908,0.5951606290836396,0.4012059211497308,0.011495781046156589,-0.5000356699512137,0.4009212856122981,-0.41596680166825495,0.7401534667086362,0.5095569317131933,-0.5716305165407314,0.7236297915387931,0.4989875514788426,0.1839199270730949,0.01206031812516231,0.390100709164312,1.0,0.03496648470637973,-0.09434096986033425,0.19883035858036918,0.30123004459464814,0.4695508019263674,-0.5725542696402787,-0.5590963345727102,-0.0030869155940639755,0.31546147132902974,-0.12930120742171244,0.39046816765570913,-0.5643762789398725,0.16920471318234978,0.23643401924493213,0.4165256664511214,0.4674036563990641
Frontal_Inf_Tri_L,0.5890215587018348,0.5121962881283272,0.5629774845573512,0.010485746129282476,0.30182907489785676,0.7437433840591477,0.64080650727766,-0.06019104189396952,0.8791582835489131,0.353504117596442,0.17686875409183728,0.2668513154980196,0.5257368540605953,0.5458662368302252,0.06447113658093447,0.26121119511301083,0.2974461628089713,0.2380160422767622,0.7212800649248291,0.30780372372824416,0.24043613127161753,0.38582321684338766,-0.03656113261808229,0.3717999111642892,0.36055242106110924,0.03778728370272315,0.41889536467526567,0.5608151436605164,0.03496648470637973,1.0,0.3386841111154041,0.6109118560616026,0.6189405309181324,0.3644151017375119,0.0347414164283828,0.030564349362476654,0.6254928174770461,0.7902446004983367,0.07515343098276947,0.521869211439563,0.009361248863052169,0.39027007961099563,0.29916257502602667,0.36005705398461085,0.2512550121474863
Cuneus_R,0.3117189527393246,0.2849583208781788,0.10910138884922475,0.11290680667463439,0.04365420101906295,0.4124146926995188,0.3386805781123911,-0.08692657054569601,0.4083449170703715,-0.01251438752269923,-0.026067778193159016,0.5741202664519325,0.3412595170234355,0.38520377241810105,-0.03295025713346355,0.5332375845544559,-0.008112359471980178,0.537062862720652,0.08893268716818874,0.5850396945742062,-0.10405989953150727,-0.08622961548481144,0.010343620492732996,-0.1908556617979369,0.01912840014108344,0.49914655120106094,0.30509323237506236,0.23822844369091145,-0.09434096986033425,0.3386841111154041,1.0,0.4087468687815249,-0.05755346179539096,-0.10040962929715562,0.11927333646044883,0.01848784106049668,0.2541816710527997,0.2902924364336209,0.7796650856368019,-0.19253385938866038,0.04463355707658835,0.34378297526749146,0.3206455733957474,0.11455532510873166,0.1583134439789373
