,ACC_pre_R,Occipital_Sup_L,Frontal_Mid_2_R,Frontal_Mid_2_L,Vermis_10,Thal_AV_L,Lingual_L,Precentral_R,Thal_VL_L,Vermis_7,Putamen_R,Vermis_6,ACC_sub_L,Fusiform_R,SN_pr_L,Paracentral_Lobule_L,Vermis_1_2,Frontal_Inf_Oper_R,Angular_L,Putamen_L,Cerebellum_7b_L,Hippocampus_R,Frontal_Inf_Tri_L,Temporal_Pole_Sup_R,Caudate_R,Cuneus_L,Precentral_L,Cerebellum_3_R,Thal_PuL_R,SN_pc_L,Temporal_Inf_L,Temporal_Pole_Mid_R,Heschl_L,Vermis_8,Thal_PuM_R,Thal_VPL_R,SupraMarginal_R,Occipital_Inf_R,Rectus_L,Temporal_Sup_R,Supp_Motor_Area_R,Frontal_Sup_Medial_R,OFCmed_L,Thal_MGN_R,Cerebellum_Crus1_L,Cingulate_Mid_L,Cerebellum_9_L,Thal_PuL_L,Raphe_D,Cerebellum_4_5_R,Occipital_Mid_R,Frontal_Inf_Orb_2_R,Parietal_Sup_R,Parietal_Inf_L,Frontal_Sup_2_L
ACC_pre_R,1.0,0.04968052886526395,0.4980235933389771,0.4944323720197623,0.38847585585066935,0.6246880495029691,-0.2668416409426581,-0.013651556904283801,0.5801582814031251,-0.4203529707784859,-0.1544500890051277,-0.19089664920273053,0.4895651677691309,-0.23357469752014184,0.43930649371217656,0.11115125385218666,0.143621577940292,0.11106470604861483,0.3031524108986267,-0.21037624777074573,0.06975361514480538,0.4706026047250167,0.4652993987050911,0.5612840971827568,0.5054009596361758,-0.0013734357894138313,0.14461805197030667,0.31578815651873765,0.011743162115505062,0.20066858214452077,0.06780557756305096,-0.09636599982593953,0.41221233736906804,-0.40205958720336843,0.21562311275852825,0.4865258496031681,0.02919171969641558,-0.4633356551948839,0.060162218505581955,-0.007674289653676119,0.0726982952551512,0.6330353325876721,0.03826227205273601,0.569407005451293,-0.38551218443017865,-0.15298968795538254,-0.3417287856025621,0.27163689619225373,0.082615046537456,0.33017927588736956,-0.3727581230209637,0.5783902821303709,0.19919715813532096,0.3039186935863921,0.424698488030914
Occipital_Sup_L,0.04968052886526395,1.0,0.36432245532628077,0.4103797309939672,0.49283926253489424,0.12301505413180282,0.2814536911176332,0.5482390136214167,0.06258520426583009,-0.3136357966610561,0.42656264499708196,-0.06373735915558341,-0.18096699799373106,-0.09738473014410025,0.25721649777358085,0.651641172583854,0.2823851446136049,0.18084511318384258,0.7502089571171023,0.3179917841537516,0.169307092935825,0.2476109702177499,0.24087794328291992,0.045248696953759646,0.18747396685434306,0.8073520120143053,0.6040869955035824,0.3534836524940416,0.5531314790753644,0.027280380455168226,-0.09883286683726514,-0.16519698241213912,0.19990285687168627,-0.3257667135955096,0.14324576686596283,0.08111284867817589,0.4949808302916975,-0.1639210193655694,-0.36841044360514,0.34286084317426313,0.5875814799093805,0.5198739588331663,0.09066135716273578,-0.06271699804583476,-0.25806509428409935,0.5537222411598668,-0.1578664016207561,0.27625201755451917,-0.18436511458714405,0.3066693532232068,0.5724858878089958,0.1874472483935119,0.669669673027632,0.6993140486948809,0.3998368279084441
Frontal_Mid_2_R,0.4980235933389771,0.36432245532628077,1.0,0.9396214172855579,0.3288396646086184,0.40925087335388,-0.07258738745151065,0.011283954153559542,0.4857939355918184,-0.4131624169314792,-0.00530507838676251,-0.14632317331017683,0.25644648407260534,0.11117752443974145,0.4899691759592657,0.21363256904618483,0.3814804064860067,0.3518021685571738,0.558603585955294,0.40085392433044265,-0.14103511461708418,0.5743128500061288,0.7166706954134582,0.7149761963176114,0.5496445778228319,0.19955182837606594,0.6591069523425204,0.65178832175225,0.3296121044040527,-0.19794361759249252,-0.16638692132241079,-0.033690503998954985,0.2495888678318776,-0.3319250439621582,0.24169400985529912,0.5791920538066658,0.13351020334948271,-0.2782144828209775,0.001862308533118504,0.3557165508377178,0.5458892296847867,0.6581456295862502,0.08055540912870571,0.33801171059508034,-0.3385673160989062,0.23019455794931457,-0.1832233049751329,0.49360026546580776,0.09410472241699795,0.43344191559416273,0.09754746109679789,0.8327206128638689,0.3579981546142286,0.6668361436690579,0.940248730129281
Frontal_Mid_2_L,0.4944323720197623,0.4103797309939672,0.9396214172855579,1.0,0.38324374376237574,0.4688007502061966,-0.06871130570133092,0.2099005503392541,0.5257636425731098,-0.40472987800024657,0.14895689029233736,-0.1469531379834016,0.2756125425379637,0.0284251461112151,0.5069256780816824,0.311561482461234,0.4046219705826262,0.38092690866140677,0.5400802456700041,0.34438755753587136,-0.01949688276985425,0.5572744930703497,0.7437433840591477,0.5785617131388079,0.5596323969060977,0.24402193781193643,0.6322938038583283,0.6269390805844041,0.4115216255370548,-0.12522999654354425,-0.009193891638698066,-0.11155085769035451,0.40377582282436425,-0.3262858041338295,0.30583684104061115,0.5658013326433668,0.30572844514181163,-0.3302332570569118,-0.12084237374118104,0.3626551143028082,0.6050288233690061,0.7357463394232496,0.08146853778009733,0.3515448283545465,-0.29964920024672675,0.3453683648243072,-0.21985286053676303,0.5787684135921739,0.11966217294756,0.5024298983421289,0.11349434569887958,0.7420442115630567,0.44781455095720224,0.6437866340192878,0.9254991134614963
Vermis_10,0.38847585585066935,0.49283926253489424,0.3288396646086184,0.38324374376237574,1.0,0.4936951852651906,0.302745458541587,0.5303787877496245,0.360619690608457,-0.059757009778539275,0.45088398244962524,0.2880687901898028,0.020448582155261127,-0.02624495454439316,0.23329754949946474,0.41599406190971194,0.42216026273434976,0.45363186893398216,0.5093645074057565,0.018434035333675224,0.6055140431047678,0.24530266483800847,0.45378374637682917,0.045484903214139956,0.3718103607789068,0.578457000402599,0.3617555514490025,0.5813062468560498,0.32379198055770275,0.3949004211768628,0.16862602295242035,0.05638201287669214,0.48829563930067355,-0.140203837586294,0.21442439517555023,0.30674976857933856,0.5884157111457897,-0.09625611112247882,-0.06600936914653714,0.24266532688965173,0.49447513133620974,0.5893841426876619,-0.00332891495734497,0.10834976957273793,-0.045448971840140295,0.5004189843499057,-0.026684402960214442,0.37435660714710983,0.03481457874779464,0.45815467992476233,0.27851974174199884,0.15700672813645483,0.34066862270388726,0.42032924824203616,0.3567669697611804
Thal_AV_L,0.6246880495029691,0.12301505413180282,0.40925087335388,0.4688007502061966,0.4936951852651906,1.0,-0.009441413455020663,0.18954084339821692,0.8614512407156691,-0.18211814763948875,0.3346775705934597,0.04338784281342442,0.5963552016515279,0.10851430813623716,0.5861755168770283,0.08318217763535006,0.5877996432144076,0.4538138187370731,0.14470566951400798,-0.018969149876935334,0.09027834057171483,0.699102106170495,0.714027085110632,0.3534039774941286,0.7179230145967738,-0.03554373620387037,0.21063464780973407,0.48899370417434124,0.23420195563459548,0.28384884861060145,0.49279473195723095,-0.13498144803485382,0.7900972093845444,-0.027730731756573073,0.5731721249727448,0.7485322521530956,0.26916000047487004,-0.3491678503029724,-0.13322326195958442,0.3553292017033429,0.445108668637479,0.6271333187610967,0.3418856224182826,0.6787820793541538,-0.05749529318059708,0.32128004087534984,-0.22268105358731827,0.61259935428734,0.3879431542268901,0.7723325852950097,-0.31413718818788355,0.38814669095167037,0.04553970509621033,0.18562553737015158,0.39742888584664654
Lingual_L,-0.2668416409426581,0.2814536911176332,-0.07258738745151065,-0.06871130570133092,0.302745458541587,-0.009441413455020663,1.0,0.01643322999192249,-0.00756066609782497,0.734252612067749,0.2724270671506015,0.8432644375224971,-0.30809472355400114,0.649611172894729,-0.2582510469799794,-0.28185259129078644,0.39529562358880355,0.4799224834236614,-0.0640024070711092,-0.059465439400067495,0.4722259420555475,-0.2270580465814433,0.2380160422767622,-0.2854602687346682,0.02640969622081013,0.40175262328919403,-0.03129998729387088,0.3014544774675434,0.31425292880628647,0.34352679671565195,0.13267861154982508,0.5842348726985289,0.11174738642391267,0.6304842468670859,0.3246066950211474,0.07938387701848944,0.21305515258224525,0.7747034491598288,0.29710252146061733,0.2969644513441793,0.26078184178354546,0.03013907150175182,-0.17910839315260674,-0.592760791515426,0.6916378228936468,0.3516239534745114,0.7791085394130597,0.21913554535065116,0.335205125036357,0.08089792422818921,0.6229290756534425,-0.25494978605532914,-0.34750968570347907,-0.17328748428425203,0.05493260273977096
Precentral_R,-0.013651556904283801,0.5482390136214167,0.011283954153559542,0.2099005503392541,0.5303787877496245,0.18954084339821692,0.01643322999192249,1.0,0.10901032163243124,-0.28193365439201606,0.6062002532406042,-0.10998175913507856,-0.06297346089029005,-0.4087976712737363,0.18611451611172708,0.7952052142656924,0.19758436005921784,0.2705510448369284,0.376034481194161,0.17044306292078962,0.40010105091577375,0.10654977126495103,0.019072144216580173,-0.3191365908909645,0.16149873703591297,0.529493721662639,0.3049313928857308,0.1604006592572502,0.44340495688501147,0.1774659789240179,0.19035364155239792,-0.3278325069120118,0.4257030096377017,-0.3295187087000134,0.05635193528474564,-0.043396051014144135,0.9086924303044271,-0.3497225815119255,-0.5072465212141464,0.2601061975579124,0.47505238769825187,0.41580040335818835,0.2170681374073832,0.1179423972445279,-0.2540933523652701,0.6692293696712921,-0.3772263598163485,0.28933955179104065,-0.3311233280055376,0.3440482172742086,0.2703803356295297,-0.18059623760013968,0.6947503754433426,0.37325038625272344,0.07958872413767273
Thal_VL_L,0.5801582814031251,0.06258520426583009,0.4857939355918184,0.5257636425731098,0.360619690608457,0.8614512407156691,-0.00756066609782497,0.10901032163243124,1.0,-0.18158673410232357,0.19245382770108102,0.014079866107319792,0.5523642613670514,0.20910970766247516,0.6304455918975614,-0.0052769672669564305,0.6207881194510332,0.5086231197098495,0.0766437474204407,0.14013657957368986,-0.059632097403328886,0.7729664345640901,0.7212800649248291,0.48615168497048294,0.7883103185157762,-0.15400338710974132,0.21019801289708126,0.563881931741173,0.32692688447264856,0.29380055381547476,0.5113853264208652,-0.14517950938415397,0.7872002714928114,0.006794885713367078,0.7044463343655398,0.8979661164982337,0.1817409961003091,-0.3468138834506079,-0.11497648850679068,0.4294638019979211,0.4515185263664677,0.5740308039595029,0.3813765324300272,0.6749139997216733,-0.039554978283592716,0.27011912752203865,-0.1821140158075099,0.6968734761208929,0.437831344725556,0.815860131347808,-0.3323856081757766,0.49527642436925307,-0.012569378993329626,0.1627174232887418,0.44998019616199675
Vermis_7,-0.4203529707784859,-0.3136357966610561,-0.4131624169314792,-0.40472987800024657,-0.059757009778539275,-0.18211814763948875,0.734252612067749,-0.28193365439201606,-0.18158673410232357,1.0,0.017897093402280597,0.8747002328002789,-0.22159329711142806,0.6938620921395218,-0.5390820748064334,-0.6906263069657883,0.16210716465953146,0.29983199281395706,-0.5963432076439193,-0.3562355160458194,0.3944918335179042,-0.4501398336008327,0.009361248863052169,-0.44550470676599835,-0.24962902417922175,-0.1097680044707506,-0.4917679456505075,-0.04823616804869029,-0.055444908446727205,0.3541443380209058,0.3084941705550648,0.6122520388199346,-0.07148570678647974,0.931764926625544,0.21232248455459807,-0.10625178815010607,-0.09550680120191037,0.907518706410784,0.5128096522460617,-0.0001288702496592766,-0.15005056165579186,-0.39725205084611975,-0.32652918198286046,-0.5782773607976205,0.9488557274190201,0.000577709705066757,0.9253414679609989,-0.01979636729585692,0.4921750098277563,-0.1825570676501497,0.2984559422892833,-0.5228681876705666,-0.7735359607709069,-0.6877180262999101,-0.32992161416573107
