,Occipital_Inf_R,Hippocampus_R,Angular_R,SN_pc_L,Heschl_R,Cerebellum_7b_R,Cerebellum_8_R,SN_pr_R,Temporal_Pole_Mid_R,VTA_L,Thal_VL_R,Cerebellum_Crus2_L,Parietal_Sup_R,Heschl_L,OFCmed_R,Caudate_R,Raphe_D,ParaHippocampal_R,ParaHippocampal_L,Vermis_9,Raphe_M,OFCant_R,Cerebellum_10_R,OFCpost_R,Cingulate_Post_R,Cerebellum_10_L,Supp_Motor_Area_L,Amygdala_R,Thal_IL_R,Postcentral_R,Cingulate_Post_L,Thal_IL_L,Thal_VA_L,Precentral_L,Red_N_L
Cerebellum_10_R,-0.4997229630673654,0.7820592821360147,0.38517700906190455,-0.05071150579823738,0.59223581150561,-0.499387301340348,-0.4444359414988607,0.45979750545917214,-0.3091434884865807,-0.32697016789228944,0.6536432921081586,-0.49083745839685894,0.36077803819317256,0.4953353699148553,0.390100709164312,0.686077754101089,0.07015202025877494,0.7861666993534612,0.7586075438475998,-0.1933401324605355,0.2114446903760717,0.5494682786308221,1.0,0.4560235649127817,0.24046848679398708,0.5030351233641555,0.6248022974641034,-0.007002404849372484,0.3825042855979486,0.17952114153704882,0.5849967671925235,0.18882802376412386,0.6549496179976112,0.5748786100281273,0.41445583018864135
OFCpost_R,-0.5287097230003402,0.5934766602721493,0.04034181607289458,0.045353173107666664,0.5086943694219384,-0.5298853122216942,-0.49606481194922336,0.4649229158630391,-0.1426467223445775,-0.32664414887502213,0.652690628437463,-0.5101119322374371,0.20496055647265854,0.32814775403838575,0.4631784027541306,0.6123327448584771,0.0501240917560447,0.5027270061901856,0.568560377120986,-0.35704803929230283,0.03483429903030133,0.8643533633091336,0.4560235649127817,1.0,-0.23708444305370507,0.33226365275678593,0.20974269779153834,0.5259935395351187,-0.0033501914830697693,-0.016075505886031554,0.2318038584260667,-0.16830041355819017,0.6290073845513758,0.20507894670132953,0.3078659746788454
Cingulate_Post_R,0.35770683195065084,0.2697092705315261,0.24617442227872402,0.2093055894170282,0.3682696965894054,0.3075881713533459,0.3711342876880924,0.1458929892466774,0.2535936335315273,0.2795653169410136,0.15098984683872757,0.29258264943136436,-0.08968942579709786,0.4065277933697316,-0.11381591326219122,0.28016239941231946,0.4506843522979123,0.24050637521187795,0.1898238313018642,0.4062866378730835,0.2284783209851164,-0.2700719665859843,0.24046848679398708,-0.23708444305370507,1.0,-0.020615321916942694,0.4088104985441388,0.016588248059009374,0.5172410234898055,0.0419161566573817,0.46692012483510753,0.6487217032499419,-0.06157761672096504,0.32210503758609277,0.410309938497995
Cerebellum_10_L,-0.43453914628192514,0.41496030104146836,0.549734296017491,-0.10398230192210157,0.24935886537294186,-0.3526348071059014,-0.3845349068068951,0.2399950194080105,-0.18156206281709453,-0.1040168451160825,0.2595970912056959,-0.46362927996939884,0.5711470936879344,0.290565667691094,0.365561499454705,0.44026073329892684,-0.33470420410635965,0.45351787374905234,0.5266297013159446,-0.3962925305257549,-0.012020365798059115,0.29785228432184074,0.5030351233641555,0.33226365275678593,-0.020615321916942694,1.0,0.5746794141815736,-0.26399290900267025,0.35495150393410846,0.6124294098053418,0.40343127829026904,0.10065529341188077,0.3565034034695436,0.559680014254171,0.17555945373161047
Supp_Motor_Area_L,-0.2682645725678635,0.5346984445488564,0.6571616272660881,0.18004174902931142,0.5053913288987503,-0.2819611289360075,-0.21294876155852463,0.34451096901454087,-0.2165441338017002,-0.05121758449703207,0.3560711375720954,-0.24387753949133653,0.4927710348571531,0.5572306918990526,0.34460649756922557,0.5713332380942356,0.015254580248315042,0.5227623648659362,0.6293387999661423,-0.07834550892553475,0.08024455246125747,0.1935917772455335,0.6248022974641034,0.20974269779153834,0.4088104985441388,0.5746794141815736,1.0,-0.2170230400096965,0.5505565582079073,0.6256889538554583,0.6380187724291602,0.47790978450963767,0.3738184853341096,0.6218012436782773,0.39233049306895096
Amygdala_R,0.25593047227301186,0.25853237405111484,-0.5178356212635504,0.18536766152709042,0.4191439971886671,0.20469285093783612,0.32166773470165233,0.36447102922394214,0.4263233639298536,0.13006566972440417,0.5650337421573357,0.23311943478654265,-0.5884760388828878,0.11101583716165662,-0.13518455086807774,0.3678312040502513,0.5783281925636545,0.10029757984452284,0.11215766924461473,0.40125202649021435,0.3490775998924641,0.3171195519078384,-0.007002404849372484,0.5259935395351187,0.016588248059009374,-0.26399290900267025,-0.2170230400096965,1.0,-0.06699085359767479,-0.5416263296961831,0.041076848883302305,-0.15386799171456692,0.307034916918477,-0.2941993419691056,0.3674870743897031
Thal_IL_R,0.17176808723193557,0.2177084110736712,0.49006903051514267,-0.03420385944049502,0.3452391855546701,0.15390762464024124,0.1494758005785213,0.1940378765992482,0.2640019687880619,0.36125166531627473,0.22194365428738527,0.07019182742519899,0.261076462103836,0.26068014894913033,-0.17858120352181117,0.4275470473921242,0.1076134185168106,0.23441334456329688,0.23186227073387833,0.10689246841967268,0.06874917556420249,-0.07368844179617808,0.3825042855979486,-0.0033501914830697693,0.5172410234898055,0.35495150393410846,0.5505565582079073,-0.06699085359767479,1.0,0.3957792111335231,0.2850266731982449,0.6437189146556878,0.0038307937089526083,0.4769997115503885,0.25221983785234964
Postcentral_R,-0.25712441483745746,-0.016568002870468113,0.7021947399815556,0.1893372792915136,0.011470100321312892,-0.2265439009252233,-0.2254090659159087,0.0004972869241771778,-0.17703001904436402,0.13455794752758782,-0.18994331672974937,-0.22055229744624502,0.6776360937344386,0.34604142358473033,0.1543381962483669,0.1176943683756237,-0.3908059810317308,0.0004735179196488188,0.24039525112671453,-0.32158128662611235,-0.23111311763843026,-0.023467607890284018,0.17952114153704882,-0.016075505886031554,0.0419161566573817,0.6124294098053418,0.6256889538554583,-0.5416263296961831,0.3957792111335231,1.0,0.19610064604995822,0.3904108328097551,-0.09442105417744857,0.3216299122578939,-0.016312687324543145
Cingulate_Post_L,-0.20794136694080967,0.6453312206321693,0.25170360857950996,0.17220357495091856,0.5984234744924389,-0.22151045653910642,-0.08462180657592573,0.41433010099865747,-0.11770732102957851,-0.18377320872630343,0.5930967879198883,-0.15427790743768993,0.09070402316717137,0.6259749654038193,0.3582915056123233,0.6169799765384687,0.2521959256437617,0.6288844189885162,0.6277748071900334,0.1317240865586105,0.31338523648899513,0.2329483877158543,0.5849967671925235,0.2318038584260667,0.46692012483510753,0.40343127829026904,0.6380187724291602,0.041076848883302305,0.2850266731982449,0.19610064604995822,1.0,0.1483176403769983,0.5578941725457167,0.43734588088782345,0.49980819847769187
Thal_IL_L,0.23231768416144932,0.08490081211686021,0.44716181925916415,0.2803174617687113,0.20902996170078222,0.18770185805161257,0.23201387844185736,0.11956300648943248,0.20135016377718581,0.36688463013762407,-0.09373828737278661,0.1773169162667352,0.2036258222599391,0.37558611573870443,-0.09774713501127603,0.17405278472885527,0.1815610800693367,0.0196776706055131,0.11542244168270092,0.21256716690247965,0.04588590292257217,-0.18919688047268332,0.18882802376412386,-0.16830041355819017,0.6487217032499419,0.10065529341188077,0.47790978450963767,-0.15386799171456692,0.6437189146556878,0.3904108328097551,0.1483176403769983,1.0,-0.25646481837603535,0.2767287285902649,0.17493854099084177
Thal_VA_L,-0.532676780253136,0.7842448944115654,0.03654312950838493,-0.06226656134199529,0.5532584593493705,-0.564081740717107,-0.4370810090854716,0.5261716207460012,-0.33341647734831953,-0.5366690509865871,0.8580444042338854,-0.4807060215848262,0.10080436526234413,0.41873439909228305,0.43608349863329965,0.7091479607685849,0.15838409923561778,0.78099516120629,0.7179682161645834,-0.1327275511704393,0.2839751606038291,0.6598628705573603,0.6549496179976112,0.6290073845513758,-0.06157761672096504,0.3565034034695436,0.3738184853341096,0.307034916918477,0.0038307937089526083,-0.09442105417744857,0.5578941725457167,-0.25646481837603535,1.0,0.2963941496467726,0.436463779078689
Precentral_L,-0.28344723413037354,0.5185190746338263,0.6548764335758148,-0.24474981894274883,0.24932536728749832,-0.27837691907260176,-0.3800288757620185,0.014878318641200658,-0.17462231694684735,-0.2841969645167226,0.21616806540707245,-0.4281633661695337,0.5808841719850069,0.13956541273291495,0.19094096055098095,0.41123532776353605,-0.2040345033027333,0.6429431952785367,0.4013945587315384,-0.35193413412093244,-0.03428012066568906,0.28971324916652597,0.5748786100281273,0.20507894670132953,0.32210503758609277,0.559680014254171,0.6218012436782773,-0.2941993419691056,0.4769997115503885,0.3216299122578939,0.43734588088782345,0.2767287285902649,0.2963941496467726,1.0,0.11340643202581357
Red_N_L,-0.03479467263011594,0.5896692762900816,0.02806296534208078,0.33657152683216823,0.5718760172979653,-0.09018101488424285,0.09084623298184713,0.7006952594778904,0.07230284278526185,0.006592306832539744,0.5886754514270963,0.06332681669782758,-0.1147960921519765,0.5608742738629767,0.18882925228604935,0.49770705155310263,0.6759114334882036,0.5096053816009753,0.5822433417840236,0.3067442971315177,0.4023991938317365,0.26675122313170907,0.41445583018864135,0.3078659746788454,0.410309938497995,0.17555945373161047,0.39233049306895096,0.3674870743897031,0.25221983785234964,-0.016312687324543145,0.49980819847769187,0.17493854099084177,0.436463779078689,0.11340643202581357,1.0
