,Occipital_Inf_R,Hippocampus_R,Angular_R,SN_pc_L,Heschl_R,Cerebellum_7b_R,Cerebellum_8_R,SN_pr_R,Temporal_Pole_Mid_R,VTA_L,Thal_VL_R,Cerebellum_Crus2_L,Parietal_Sup_R,Heschl_L,OFCmed_R,Caudate_R,Raphe_D,ParaHippocampal_R,ParaHippocampal_L,Vermis_9,Raphe_M,OFCant_R,Cerebellum_10_R,OFCpost_R,Cingulate_Post_R,Cerebellum_10_L,Supp_Motor_Area_L,Amygdala_R,Thal_IL_R,Postcentral_R,Cingulate_Post_L,Thal_IL_L,Thal_VA_L,Precentral_L,Red_N_L
Occipital_Inf_R,1.0,-0.46783694604752296,-0.34110039751958016,0.17192276473869467,-0.2131000208639939,0.9398651395669774,0.9442518408654373,-0.2571459621115366,0.7048404402675633,0.6491622826880246,-0.28050110530194833,0.8627073096953172,-0.6615708266362476,-0.2916152012025274,-0.6679488037836183,-0.2548941339478625,0.35726988018059086,-0.46883729824165804,-0.5883393577668485,0.7337523924384753,0.2553951115326809,-0.7240191929278345,-0.4997229630673654,-0.5287097230003402,0.35770683195065084,-0.43453914628192514,-0.2682645725678635,0.25593047227301186,0.17176808723193557,-0.25712441483745746,-0.20794136694080967,0.23231768416144932,-0.532676780253136,-0.28344723413037354,-0.03479467263011594
Hippocampus_R,-0.46783694604752296,1.0,0.26662373902512587,0.01645883165377705,0.733471267444776,-0.502458121401431,-0.3865649191546039,0.5746766174584546,-0.27406340180698985,-0.4732681067606004,0.8211233158510558,-0.4862982677008492,0.19476354128895695,0.563557254948843,0.5319379484330558,0.8196673882426373,0.3128036896932102,0.9385104245113121,0.8481963025799565,-0.09373998308977098,0.357317974009278,0.6098929900185999,0.7820592821360147,0.5934766602721493,0.2697092705315261,0.41496030104146836,0.5346984445488564,0.25853237405111484,0.2177084110736712,-0.016568002870468113,0.6453312206321693,0.08490081211686021,0.7842448944115654,0.5185190746338263,0.5896692762900816
Angular_R,-0.34110039751958016,0.26662373902512587,1.0,-0.07473519737586051,0.05690491674187828,-0.3665156896489785,-0.43304438979254667,-0.10261518545586891,-0.2800581095858402,-0.1388362453660129,-0.08123869458222252,-0.4586918853757601,0.8721202821114364,0.1698870899489333,0.2118834540551719,0.2121444446234325,-0.35534751453041086,0.3550635035610445,0.3514420368452313,-0.45689002447445437,-0.16224183860032018,0.123565032047066,0.38517700906190455,0.04034181607289458,0.24617442227872402,0.549734296017491,0.6571616272660881,-0.5178356212635504,0.49006903051514267,0.7021947399815556,0.25170360857950996,0.44716181925916415,0.03654312950838493,0.6548764335758148,0.02806296534208078
SN_pc_L,0.17192276473869467,0.01645883165377705,-0.07473519737586051,1.0,0.09312808852952988,0.13368198319275387,0.28986506930518807,0.4684838385123043,0.16797629229431416,0.18716691391900206,0.01611508462991197,0.3333970259678016,-0.18555991922592643,0.41411937979388896,0.06250487393106932,0.08680521870858908,0.3950457319480413,-0.07884780586178958,0.04088750301409388,0.3810102051582574,0.2453876885417469,-0.0586283040413705,-0.05071150579823738,0.045353173107666664,0.2093055894170282,-0.10398230192210157,0.18004174902931142,0.18536766152709042,-0.03420385944049502,0.1893372792915136,0.17220357495091856,0.2803174617687113,-0.06226656134199529,-0.24474981894274883,0.33657152683216823
Heschl_R,-0.2131000208639939,0.733471267444776,0.05690491674187828,0.09312808852952988,1.0,-0.22531952360199992,-0.06575654045489018,0.5617637347334662,0.026601448050709568,-0.04586744423724618,0.7538439529944332,-0.18143959740831903,-0.06139185132491318,0.703860062221151,0.3727232397417561,0.7872947359890818,0.47146248660780554,0.5925879781034944,0.7205424270976759,0.14161482774946282,0.28857229166827647,0.3922912297874708,0.59223581150561,0.5086943694219384,0.3682696965894054,0.24935886537294186,0.5053913288987503,0.4191439971886671,0.3452391855546701,0.011470100321312892,0.5984234744924389,0.20902996170078222,0.5532584593493705,0.24932536728749832,0.5718760172979653
Cerebellum_7b_R,0.9398651395669774,-0.502458121401431,-0.3665156896489785,0.13368198319275387,-0.22531952360199992,1.0,0.9186625994542089,-0.2773259369334479,0.6851354017024295,0.68539303640629,-0.3224818771807048,0.8674358645734473,-0.651938286009921,-0.30732391279095506,-0.6323353299393247,-0.3031006825474485,0.29228963427238686,-0.5201809791241588,-0.5864372276154407,0.6511665470516778,0.20477102070848285,-0.730339432456633,-0.499387301340348,-0.5298853122216942,0.3075881713533459,-0.3526348071059014,-0.2819611289360075,0.20469285093783612,0.15390762464024124,-0.2265439009252233,-0.22151045653910642,0.18770185805161257,-0.564081740717107,-0.27837691907260176,-0.09018101488424285
Cerebellum_8_R,0.9442518408654373,-0.3865649191546039,-0.43304438979254667,0.28986506930518807,-0.06575654045489018,0.9186625994542089,1.0,-0.08200037801784661,0.687500601803179,0.6892361137320483,-0.15507384791817502,0.898105169329143,-0.7537887432429308,-0.09644437410326666,-0.5820350580387369,-0.16827905535225388,0.4851267658573387,-0.44250190966583985,-0.4486440285582742,0.8479201135057295,0.32285537989952356,-0.6959283190702925,-0.4444359414988607,-0.49606481194922336,0.3711342876880924,-0.3845349068068951,-0.21294876155852463,0.32166773470165233,0.1494758005785213,-0.2254090659159087,-0.08462180657592573,0.23201387844185736,-0.4370810090854716,-0.3800288757620185,0.09084623298184713
SN_pr_R,-0.2571459621115366,0.5746766174584546,-0.10261518545586891,0.4684838385123043,0.5617637347334662,-0.2773259369334479,-0.08200037801784661,1.0,-0.05819033645475443,-0.09610920609388142,0.6272129569573535,-0.07353007793409809,-0.09515681920176022,0.5814145046706635,0.33540132089747704,0.540055931529961,0.5104569217292775,0.48058112164691236,0.6127858324644686,0.18053284912217524,0.30665089059050527,0.4222387955869366,0.45979750545917214,0.4649229158630391,0.1458929892466774,0.2399950194080105,0.34451096901454087,0.36447102922394214,0.1940378765992482,0.0004972869241771778,0.41433010099865747,0.11956300648943248,0.5261716207460012,0.014878318641200658,0.7006952594778904
Temporal_Pole_Mid_R,0.7048404402675633,-0.27406340180698985,-0.2800581095858402,0.16797629229431416,0.026601448050709568,0.6851354017024295,0.687500601803179,-0.05819033645475443,1.0,0.5514263406389794,-0.03570540200148954,0.6267014769251853,-0.49531513486950984,-0.1979027483253304,-0.5617454738625269,0.006421875051760623,0.3626184199719919,-0.2990868151741925,-0.4079932775268309,0.49722280046800993,0.2347171738765333,-0.40860359093585935,-0.3091434884865807,-0.1426467223445775,0.2535936335315273,-0.18156206281709453,-0.2165441338017002,0.4263233639298536,0.2640019687880619,-0.17703001904436402,-0.11770732102957851,0.20135016377718581,-0.33341647734831953,-0.17462231694684735,0.07230284278526185
VTA_L,0.6491622826880246,-0.4732681067606004,-0.1388362453660129,0.18716691391900206,-0.04586744423724618,0.68539303640629,0.6892361137320483,-0.09610920609388142,0.5514263406389794,1.0,-0.27953912514692636,0.6717125209272959,-0.33954924160957756,-0.03218730264611284,-0.4584456909152777,-0.21399798310599213,0.20045436396171926,-0.5531832576184519,-0.30093888681468645,0.47352000616002576,0.04373807585673225,-0.5036839867966479,-0.32697016789228944,-0.32664414887502213,0.2795653169410136,-0.1040168451160825,-0.05121758449703207,0.13006566972440417,0.36125166531627473,0.13455794752758782,-0.18377320872630343,0.36688463013762407,-0.5366690509865871,-0.2841969645167226,0.006592306832539744
Thal_VL_R,-0.28050110530194833,0.8211233158510558,-0.08123869458222252,0.01611508462991197,0.7538439529944332,-0.3224818771807048,-0.15507384791817502,0.6272129569573535,-0.03570540200148954,-0.27953912514692636,1.0,-0.2532180262122515,-0.13370996390566817,0.5052641492943534,0.30123004459464814,0.8593198061394811,0.44801118648156973,0.7488594718835162,0.7186811865563516,0.13354850406847746,0.39378105052828555,0.5735116864135069,0.6536432921081586,0.652690628437463,0.15098984683872757,0.2595970912056959,0.3560711375720954,0.5650337421573357,0.22194365428738527,-0.18994331672974937,0.5930967879198883,-0.09373828737278661,0.8580444042338854,0.21616806540707245,0.5886754514270963
Cerebellum_Crus2_L,0.8627073096953172,-0.4862982677008492,-0.4586918853757601,0.3333970259678016,-0.18143959740831903,0.8674358645734473,0.898105169329143,-0.07353007793409809,0.6267014769251853,0.6717125209272959,-0.2532180262122515,1.0,-0.7018800424383074,-0.1470389364747483,-0.5716305165407314,-0.30973717804652967,0.4604815105072678,-0.5384712405357056,-0.4945870449799774,0.743834028922132,0.19550201118835484,-0.6829654956459829,-0.49083745839685894,-0.5101119322374371,0.29258264943136436,-0.46362927996939884,-0.24387753949133653,0.23311943478654265,0.07019182742519899,-0.22055229744624502,-0.15427790743768993,0.1773169162667352,-0.4807060215848262,-0.4281633661695337,0.06332681669782758
Parietal_Sup_R,-0.6615708266362476,0.19476354128895695,0.8721202821114364,-0.18555991922592643,-0.06139185132491318,-0.651938286009921,-0.7537887432429308,-0.09515681920176022,-0.49531513486950984,-0.33954924160957756,-0.13370996390566817,-0.7018800424383074,1.0,0.09553468263851003,0.34565743163492935,0.08467298567926772,-0.5692936383697094,0.29181549971926984,0.3349391360596844,-0.7571450801565437,-0.3772906587811749,0.36933643604689304,0.36077803819317256,0.20496055647265854,-0.08968942579709786,0.5711470936879344,0.4927710348571531,-0.5884760388828878,0.261076462103836,0.6776360937344386,0.09070402316717137,0.2036258222599391,0.10080436526234413,0.5808841719850069,-0.1147960921519765
Heschl_L,-0.2916152012025274,0.563557254948843,0.1698870899489333,0.41411937979388896,0.703860062221151,-0.30732391279095506,-0.09644437410326666,0.5814145046706635,-0.1979027483253304,-0.03218730264611284,0.5052641492943534,-0.1470389364747483,0.09553468263851003,1.0,0.4214060328864049,0.5790654743717224,0.37751840461344616,0.4074200697957993,0.7110609695396176,0.1194573478029965,0.19104013080742374,0.3147805391831523,0.4953353699148553,0.32814775403838575,0.4065277933697316,0.290565667691094,0.5572306918990526,0.11101583716165662,0.26068014894913033,0.34604142358473033,0.6259749654038193,0.37558611573870443,0.41873439909228305,0.13956541273291495,0.5608742738629767
OFCmed_R,-0.6679488037836183,0.5319379484330558,0.2118834540551719,0.06250487393106932,0.3727232397417561,-0.6323353299393247,-0.5820350580387369,0.33540132089747704,-0.5617454738625269,-0.4584456909152777,0.30123004459464814,-0.5716305165407314,0.34565743163492935,0.4214060328864049,1.0,0.31742751489412085,-0.1234270220889018,0.4548572099855944,0.5978635293980556,-0.38523604176213466,0.011495781046156589,0.4695508019263674,0.390100709164312,0.4631784027541306,-0.11381591326219122,0.365561499454705,0.34460649756922557,-0.13518455086807774,-0.17858120352181117,0.1543381962483669,0.3582915056123233,-0.09774713501127603,0.43608349863329965,0.19094096055098095,0.18882925228604935
Caudate_R,-0.2548941339478625,0.8196673882426373,0.2121444446234325,0.08680521870858908,0.7872947359890818,-0.3031006825474485,-0.16827905535225388,0.540055931529961,0.006421875051760623,-0.21399798310599213,0.8593198061394811,-0.30973717804652967,0.08467298567926772,0.5790654743717224,0.31742751489412085,1.0,0.2981919774763517,0.7655249689315966,0.7212562154975717,0.04220123220004188,0.3501758291387189,0.45680584608838964,0.686077754101089,0.6123327448584771,0.28016239941231946,0.44026073329892684,0.5713332380942356,0.3678312040502513,0.4275470473921242,0.1176943683756237,0.6169799765384687,0.17405278472885527,0.7091479607685849,0.41123532776353605,0.49770705155310263
Raphe_D,0.35726988018059086,0.3128036896932102,-0.35534751453041086,0.3950457319480413,0.47146248660780554,0.29228963427238686,0.4851267658573387,0.5104569217292775,0.3626184199719919,0.20045436396171926,0.44801118648156973,0.4604815105072678,-0.5692936383697094,0.37751840461344616,-0.1234270220889018,0.2981919774763517,1.0,0.19570571705863107,0.21401265162033253,0.6617016498001062,0.5011726279536731,-0.032121508860015184,0.07015202025877494,0.0501240917560447,0.4506843522979123,-0.33470420410635965,0.015254580248315042,0.5783281925636545,0.1076134185168106,-0.3908059810317308,0.2521959256437617,0.1815610800693367,0.15838409923561778,-0.2040345033027333,0.6759114334882036
ParaHippocampal_R,-0.46883729824165804,0.9385104245113121,0.3550635035610445,-0.07884780586178958,0.5925879781034944,-0.5201809791241588,-0.44250190966583985,0.48058112164691236,-0.2990868151741925,-0.5531832576184519,0.7488594718835162,-0.5384712405357056,0.29181549971926984,0.4074200697957993,0.4548572099855944,0.7655249689315966,0.19570571705863107,1.0,0.7729201955305376,-0.16221704488683014,0.3268123154849604,0.555386628483628,0.7861666993534612,0.5027270061901856,0.24050637521187795,0.45351787374905234,0.5227623648659362,0.10029757984452284,0.23441334456329688,0.0004735179196488188,0.6288844189885162,0.0196776706055131,0.78099516120629,0.6429431952785367,0.5096053816009753
ParaHippocampal_L,-0.5883393577668485,0.8481963025799565,0.3514420368452313,0.04088750301409388,0.7205424270976759,-0.5864372276154407,-0.4486440285582742,0.6127858324644686,-0.4079932775268309,-0.30093888681468645,0.7186811865563516,-0.4945870449799774,0.3349391360596844,0.7110609695396176,0.5978635293980556,0.7212562154975717,0.21401265162033253,0.7729201955305376,1.0,-0.16278464912497073,0.21618158237949453,0.6105977873708052,0.7586075438475998,0.568560377120986,0.1898238313018642,0.5266297013159446,0.6293387999661423,0.11215766924461473,0.23186227073387833,0.24039525112671453,0.6277748071900334,0.11542244168270092,0.7179682161645834,0.4013945587315384,0.5822433417840236
Vermis_9,0.7337523924384753,-0.09373998308977098,-0.45689002447445437,0.3810102051582574,0.14161482774946282,0.6511665470516778,0.8479201135057295,0.18053284912217524,0.49722280046800993,0.47352000616002576,0.13354850406847746,0.743834028922132,-0.7571450801565437,0.1194573478029965,-0.38523604176213466,0.04220123220004188,0.6617016498001062,-0.16221704488683014,-0.16278464912497073,1.0,0.45776119898034306,-0.48088600140263876,-0.1933401324605355,-0.35704803929230283,0.4062866378730835,-0.3962925305257549,-0.07834550892553475,0.40125202649021435,0.10689246841967268,-0.32158128662611235,0.1317240865586105,0.21256716690247965,-0.1327275511704393,-0.35193413412093244,0.3067442971315177
Raphe_M,0.2553951115326809,0.357317974009278,-0.16224183860032018,0.2453876885417469,0.28857229166827647,0.20477102070848285,0.32285537989952356,0.30665089059050527,0.2347171738765333,0.04373807585673225,0.39378105052828555,0.19550201118835484,-0.3772906587811749,0.19104013080742374,0.011495781046156589,0.3501758291387189,0.5011726279536731,0.3268123154849604,0.21618158237949453,0.45776119898034306,1.0,-0.04801793090779188,0.2114446903760717,0.03483429903030133,0.2284783209851164,-0.012020365798059115,0.08024455246125747,0.3490775998924641,0.06874917556420249,-0.23111311763843026,0.31338523648899513,0.04588590292257217,0.2839751606038291,-0.03428012066568906,0.4023991938317365
OFCant_R,-0.7240191929278345,0.6098929900185999,0.123565032047066,-0.0586283040413705,0.3922912297874708,-0.730339432456633,-0.6959283190702925,0.4222387955869366,-0.40860359093585935,-0.5036839867966479,0.5735116864135069,-0.6829654956459829,0.36933643604689304,0.3147805391831523,0.4695508019263674,0.45680584608838964,-0.032121508860015184,0.555386628483628,0.6105977873708052,-0.48088600140263876,-0.04801793090779188,1.0,0.5494682786308221,0.8643533633091336,-0.2700719665859843,0.29785228432184074,0.1935917772455335,0.3171195519078384,-0.07368844179617808,-0.023467607890284018,0.2329483877158543,-0.18919688047268332,0.6598628705573603,0.28971324916652597,0.26675122313170907
