,Raphe_M,Cerebellum_7b_L,Cuneus_R,ACC_sup_R,ACC_pre_L,Occipital_Mid_L,Frontal_Mid_2_R,Thal_LGN_L,Red_N_R,Thal_VL_R,Thal_MGN_L,ACC_sup_L,Rolandic_Oper_R,Temporal_Pole_Sup_L,Frontal_Sup_Medial_R,Thal_VA_R,Temporal_Sup_L,Thal_LP_L,OFCant_R,Temporal_Pole_Sup_R,Amygdala_R,Lingual_R,Occipital_Inf_L,Cerebellum_Crus2_L,Cerebellum_6_L,Frontal_Med_Orb_R,Cingulate_Post_L,Temporal_Mid_L,Vermis_10,N_Acc_R,Pallidum_L,Thal_PuL_L,Frontal_Inf_Orb_2_R,Vermis_8,Cerebellum_8_R,Precentral_L,Cerebellum_3_L,Frontal_Inf_Tri_L,Fusiform_R,Angular_L,Fusiform_L,SupraMarginal_R,Temporal_Mid_R,Temporal_Sup_R,OFCpost_L,Cerebellum_4_5_R,Thal_PuA_R,Thal_MGN_R,Vermis_6,Thal_IL_L,OFCpost_R,Red_N_L,Rectus_L,Putamen_R,ACC_pre_R,Thal_VA_L,Frontal_Sup_2_R,SN_pr_L,OFCant_L,Thal_MDl_R,Cerebellum_Crus1_R,ACC_sub_R,Thal_PuM_R,Temporal_Inf_R,OFCmed_L,Putamen_L,VTA_R,Precentral_R,Raphe_D,Caudate_L,Angular_R,Cerebellum_9_R,ParaHippocampal_L,Thal_MDm_L,Vermis_3,Insula_R,Frontal_Inf_Orb_2_L,SN_pc_L,Cingulate_Mid_L,Frontal_Sup_2_L,Frontal_Med_Orb_L,Occipital_Sup_L,Cerebellum_8_L,Frontal_Mid_2_L,Thal_PuI_R,Temporal_Pole_Mid_L,Temporal_Inf_L,OFClat_R,Postcentral_L,Hippocampus_L,Olfactory_L,Cerebellum_10_L,Frontal_Inf_Tri_R,Thal_LGN_R,Calcarine_R,Postcentral_R,Vermis_7,Frontal_Inf_Oper_L,Precuneus_R,SupraMarginal_L
Cerebellum_6_L,0.03161249156536212,0.3419996459437034,0.13089227340074042,0.5826701745263624,0.40095428506641906,0.12326113852565927,0.1288406992460742,0.15694225364768657,0.04482572867386358,0.41291778030907456,0.006460993292181512,0.6857882722315778,0.438866091120781,0.21502245505858472,-0.1697243937325236,-0.10236559468843683,0.2196981760136504,0.3557250749843981,-0.34086689142963417,0.48066417005920253,-0.09260776111002107,0.6614030406864346,0.12051412119581977,0.36955598234574016,1.0,-0.23219629579083048,0.5563001652709704,0.369370888726583,0.665781595622294,0.46447914177778005,0.47876756890959893,0.3382449465903176,0.2756187700302861,0.3628331816932024,0.11533766582228033,0.26846574535061035,0.7073179202622278,0.11346659666047595,0.9094280562918533,0.08225046933866952,0.8223351857345973,0.2994262078065078,0.5620653138340911,0.44542376857159566,0.13791500574644922,0.7931110717020122,-0.029077335623053216,0.3053589431099992,0.4003495618657159,0.45684468494401514,0.22162517590193687,-0.19667984398829091,0.035294998734738625,0.4599296745528857,0.37551500151241163,0.029023646427320412,-0.04598098380615944,0.5257292773508113,-0.3485866563147133,0.17339302510036173,0.717170181322987,0.07489003072416446,-0.09885513420810138,0.7262121601035373,-0.0456295532273408,0.5032106777916573,0.744466125332422,0.3418791048182855,0.20602653199890444,0.31430309619106217,0.12558785876005882,0.6303032979239824,0.2619310298682494,0.4970743082670887,0.6103845643164365,0.6035952507556692,0.1649564354420812,0.41509428222399625,0.43754960231897017,-0.12602694655351943,-0.195501361092306,0.1297757833840058,0.5148567959919222,0.002936312244636976,0.012457287652923617,-0.0735191127709032,0.7218089941754123,0.19294669272616433,0.23357081566701596,0.34373810768460067,0.12528239126974036,0.20435427017795188,0.16622733716111904,0.5149480634675767,0.47335935635291415,0.2890060813385518,0.24847232697794935,0.1645750981456735,0.5685613775972466,0.1257863167800985
Frontal_Med_Orb_R,-0.09815691612471955,-0.25921258242678963,-0.12062766822145837,-0.05104460471273182,-0.03380763067211503,-0.11930273095904277,-0.10306925344381507,-0.4241635281029651,0.13758251936152957,0.13922645381630197,-0.11350728883976507,-0.2820757999500369,0.03485879146341766,0.49587752671952523,0.18401932529585535,0.0853202787027007,0.27113624728464164,-0.5867224164436121,0.8501314767439349,0.1396823549945128,0.48093073514894963,0.1741257399647771,0.015475164918853184,-0.15533602207261554,-0.23219629579083048,1.0,0.17961349573965327,0.11720478531824251,0.21705340290895317,0.0867414091604528,0.11783434081578457,-0.5420313606444693,0.15880052109645962,-0.07264921550477081,-0.278444932928944,0.10629432617090429,-0.07391232337963351,-0.1234751719862058,-0.06743665555534994,0.07113038362631206,0.09489801936964047,-0.3212302565383183,0.19054033670880682,0.21048949256260416,0.5077928124473916,0.03740897251392163,-0.09488095866801928,-0.1281269286299597,0.38255311637332223,-0.2218929557226881,0.15200068898263627,0.6995924221080189,0.617371218901832,0.06497229479852605,-0.009813361989237823,0.48067648769412535,0.15125749797880167,0.09925196289457085,0.7907792595980718,-0.5065277795858263,0.1138398638393687,0.6509655979990042,-0.05713201304705583,0.23071996541120673,0.4217311336566323,0.19116295188564503,-0.15259897680412868,-0.4372578923278261,0.47289981708408657,0.4617060093931248,-0.02776558628052869,0.11245972589063362,0.2561926373790119,-0.026366541662857856,0.3471517815750768,0.2956608035160497,0.540426939654125,0.09565044872298169,-0.25290606692061257,0.07793125225170823,0.9314222521706801,-0.10206195826693178,-0.137135613957724,-0.025399483412456247,-0.3587915376044322,0.5427433832673424,0.1433145791335614,0.19315094195282778,-0.32941818303083903,0.511459997356081,0.33666632383612594,-0.43885809815496923,-0.08086020653647197,-0.47994983372699096,0.17654763368551007,0.017256356515357455,-0.015098899870529477,-0.04381538037078654,0.17291142470675883,-0.08694145170097589
Cingulate_Post_L,-0.14641297726249192,-0.33057967685781336,-0.16274863014906304,0.4680288117282935,0.08989020874195189,-0.1607984162567755,-0.3517588443109857,-0.3979868482617149,-0.20163769611004959,0.20571338776958098,-0.383275316791242,0.3079070482623532,0.3942373306456088,0.21928152673810972,-0.5874167742545228,-0.3290110823949538,0.5816614454635122,-0.11653180323848021,0.1588933233291996,0.21746172541600908,-0.0677037924073536,0.9076285543092001,-0.06418186162219913,-0.17573226934853925,0.5563001652709704,0.17961349573965327,1.0,0.546059875757157,0.526015876092749,0.2682711961562341,0.3195761985202039,0.046123761625969976,0.07454410189947822,-0.03700365981083991,-0.5674981999057881,0.25103154063737826,0.36570151578927923,-0.04880285497814087,0.5353027207504838,0.1693730990757169,0.6970723185164412,0.0399752479904812,0.6132463999866197,0.5279137604697195,0.30640281433387956,0.5041316815291652,-0.25803042561549067,0.2711741205737894,0.7660095530732285,0.11178832718678967,-0.1444366207295446,0.2598690252264031,0.11417749124456551,0.041200821236033684,-0.17037115250070625,0.055338648250892415,-0.45023862530143727,0.5725967455265941,0.11845093339813911,-0.2529865212750927,0.5449782866990968,0.31780806592070016,-0.39289137500452703,0.6482983857727976,0.09759462120484685,0.2567404241738224,0.6554649400594188,0.04061382434693583,0.36489210957664464,0.17837903658224646,0.009733203694557794,0.28844309634969134,-0.014480219339568261,0.17808179931415372,0.694201739658955,0.685567114243017,0.24255768463575522,0.23285666610657177,0.2951815259264819,-0.5641025985970451,0.15322579350771093,-0.12651922032070903,-0.12706764000005583,-0.3345188568124078,-0.4362115925142921,0.22056368241331642,0.5020849859746169,0.4441853672900928,0.1816730527357782,0.41305302465612126,-0.004296607089141733,-0.5084997066353112,-0.14407217894669744,0.0476857224723206,0.7514771673244353,0.02004589669059153,0.1760338619683516,0.2534922791305663,0.8139415905867929,-0.16034883272390324
Temporal_Mid_L,-0.03860297341649159,-0.40955077815144086,-0.6739196660306749,0.760311008084378,0.51335966320998,-0.6504682233956915,-0.6574590502209509,-0.16247080095763491,-0.34603261019997544,0.004543324339871679,-0.45762422602945535,0.3943652395702442,-0.32917133218285904,0.40852444586731873,-0.3219125108200204,-0.23321255142215674,0.9433113961883521,-0.1582320900082922,0.09830917881743015,-0.13184311203104224,-0.1949528571172748,0.5175516410070117,-0.5844726298191765,-0.42313440506335503,0.369370888726583,0.11720478531824251,0.546059875757157,1.0,0.4387121016184037,0.30539756859129474,0.08120454464199904,0.363252201865708,0.41162013570736505,0.15546413491212074,-0.09939131042584208,-0.1887988345418386,0.5072179225259955,0.6848104702731748,0.3133999496783147,0.019702644958568733,0.5726367339352001,-0.14173808390828754,-0.08127399550006621,-0.22485705656624116,0.50093166456482,0.39068029534247195,-0.007577554883991495,0.5565823847257395,0.6423742813015276,0.4863524373416956,-0.32676981357668283,0.33749790287667586,0.16501788681019425,0.18324231369229085,0.2149104548142961,0.1880396347866461,-0.6271857393110847,0.44193671183880534,0.2054948660202482,0.27141620199545713,0.4037804966278118,0.33911476329469487,0.2153350609186666,0.4241301061404187,-0.10835212801386172,0.3986679442685695,0.43943157372696734,0.015045982465042016,-0.0342877683568406,0.21224222490572678,-0.33657331157700165,0.34447616537911324,0.20048817285091253,-0.03031557494876308,0.6402093177658482,0.3486870345794961,0.08007948282382381,0.42142541350165463,0.3167046462589944,-0.040605133134813086,0.15607492307840415,-0.6545283020696566,-0.12669477590031733,0.38357504386532587,0.17851962918792913,0.5998397705205926,0.5341849653085524,0.8056359847765434,0.48672402779466595,0.5094436419689788,0.15344591550227737,-0.3084252990817464,-0.6413393994537264,0.34046553540012137,0.09137088451945233,-0.4006553429648306,0.20323936884449997,0.8600241308244037,0.203237282841865,-0.11376058662649009
Vermis_10,0.04003494901667729,0.02955375565174541,-0.08692291604744028,0.5472597429475758,0.4001599661492808,-0.1084132501068968,-0.08208592627913774,0.0209573558634978,0.1087525026852066,0.3433820499398922,-0.03733638507057395,0.5228589087123766,0.25155612718054593,0.4371635574263025,-0.1288280365672525,-0.09448784112707653,0.3785640977838315,-0.03116547087687215,0.10752844315150728,0.4149291654569334,0.08594432478923908,0.5934315637264351,-0.05955899027816059,0.08898855103448242,0.665781595622294,0.21705340290895317,0.526015876092749,0.4387121016184037,1.0,0.38138033622823214,0.35467826806177166,0.13107792923593894,0.31993895097700115,0.36855852268363876,-0.03824574796445214,0.07601943732523932,0.718433864279403,0.08070945077337019,0.7172646979955438,0.08655075162864925,0.7448169554048367,0.10093812369888659,0.42698452925152636,0.3409005421214874,0.38009572983153717,0.8012114360465166,-0.058677628399815177,0.30726123110751885,0.5454865236167715,0.4117852965414246,0.22454546455796504,0.3459370701248021,0.3689578756188992,0.3835748421265628,0.2766692822985836,0.35843436287525987,-0.1189463927505281,0.494636743961234,0.15518788084143784,0.004720294641329841,0.5729616593771267,0.39570458524330987,0.046209765222746904,0.6984594779852423,0.22212976631583692,0.4980489820381449,0.5604201500445034,0.08492767053442679,0.34934296123458614,0.40036702119650164,0.05620226927192111,0.7230942998384594,0.5086765142602888,0.27412832471646376,0.7681520280618992,0.5747068801828182,0.4196259203086368,0.5688275933760712,0.19582553911694303,-0.11886231361419655,0.26007475303038263,-0.08692440527408184,0.4246405878769383,-0.0044946992867835244,-0.025292899306707622,0.2247226042911438,0.7450868900857374,0.3553856456137127,0.09021222817057287,0.630137348845496,0.31976442877158257,-0.012449439888872132,-0.0507440973291124,0.2892083823685098,0.40643849086139444,0.148488262986687,0.0552246907918912,0.18961600614432833,0.4942655425628473,-0.052422067580763176
N_Acc_R,0.04065270393043062,0.2264827835269302,0.1071195027555347,0.48115387106147595,0.45021073524734884,0.06886920524499791,0.2440793433522075,-0.05521749090228912,-0.16048629371513362,0.25939943430381146,-0.08826270182938507,0.4644936648453832,0.3102697296574247,0.32764622897746,0.11653424637780045,-0.2074778587975934,0.18083476613693228,0.3653601793113255,-0.21331805241417545,0.6155414644378447,-0.01983371238356761,0.3260930233241423,0.07398573597894499,0.21600431411191492,0.46447914177778005,0.0867414091604528,0.2682711961562341,0.30539756859129474,0.38138033622823214,1.0,0.24812906001137636,0.29264797889947725,0.36805170096436696,0.29841440919553053,0.1076471245338239,0.1439339397404658,0.3612265871740611,0.30528778117213634,0.5138060062282506,0.06468330033289599,0.5104645515160352,0.1213539130181755,0.33731935079651854,0.3058570480846616,0.25842232000823717,0.44788752083313466,-0.08723601640687607,0.14959962950128433,0.21609110175111884,0.43778818494908495,0.31536133940051814,-0.1069508462431074,0.35688470915205334,0.38918360486710335,0.6183468765601038,0.03264465160205939,0.19661519651652656,0.5191408143106574,-0.15407560638508563,0.09911881443628447,0.4561313772740922,0.4068819262477165,-0.1347128947250608,0.4401344964071137,0.13236482375752137,0.602657721464064,0.5355985969671224,0.21269255392489994,0.28454206610964744,0.48951760887068746,0.06398648253048081,0.3458666433931309,0.18714859264863712,0.15778417252733784,0.3366448892983033,0.4231493311535702,0.25160620434978653,0.30848372969643334,0.5927533104543333,0.21459726117426692,0.11940794872801609,0.10609637809786776,0.2803253316782037,0.3164165733803639,0.06179410106624121,0.17660195168509907,0.5747176064756138,0.13347773939980923,0.033619225047137324,0.1939732907301371,0.6176502407592076,0.17162540287606326,0.2674585609835011,0.29269610785039074,0.3271232841538988,0.11005698037599101,0.18140371492676674,0.2605729434266848,0.3026147666532597,0.1159673044054647
Pallidum_L,0.13011987968390668,0.18534271731597282,0.21738947994021068,0.14762192937965402,0.12962017395897402,0.2187856099087542,0.1830484559293335,0.1227178055420327,0.35643221557815474,0.47882713532048193,0.12321710550662668,0.2951945715990867,0.43292366014317185,0.33650799422574024,-0.04214907734219392,0.22502654892669147,0.04089963884228252,0.18815061047613718,0.08816959430020888,0.45679457190225725,0.3406482916897966,0.4311525127537926,0.2997158904152027,0.2858392109374274,0.47876756890959893,0.11783434081578457,0.3195761985202039,0.08120454464199904,0.35467826806177166,0.24812906001137636,1.0,-0.012475667516898012,0.05599455681232096,0.11536247773292697,-0.06292890293323945,0.4856239607479575,0.25951622810031233,-0.15742379251947597,0.5581254078196572,0.0022319569825176694,0.49758148501293464,0.1846282149781416,0.5502393570027846,0.49080483912104333,0.26475510985968914,0.4588805672157858,0.06820049793675322,0.015761564543502107,0.24707832520911366,0.168656100552753,0.37874856719263844,0.09881521276092355,0.26956754510596836,0.4782619088847826,0.12181437799867018,0.348624988984394,0.1784231007529981,0.3678276244486096,0.010452052497516164,-0.13840926348641916,0.42366254019865074,0.14114109460728164,-0.0919526919784304,0.5179461047304025,0.2095175007364871,0.578225159029987,0.48835223698788816,-0.0910349107577195,0.31217721930726583,0.512853938538802,0.261556093168619,0.3682224216969707,0.3475914465720956,0.4938198618250283,0.34422760215819775,0.5308309619177962,0.38815695306798986,0.4534837463629113,0.04525226247813908,-0.10719353655040728,0.20659801758692084,0.2522332602987497,0.3279427846237579,-0.14740412233807176,-0.15186650853053796,0.06802614525212368,0.4810014066027723,-0.05852501467718798,-0.02112457549339904,0.5058426297211697,0.299638229429564,0.09835463421643427,0.23963512083537755,0.1216496306893906,0.4179819673683894,0.38433466853399173,0.053540954867446956,-0.13050333143839965,0.45506826227228026,0.1398720051965088
Thal_PuL_L,0.11328760264272343,0.06351740523903539,-0.2712656419401622,0.4222448698309763,0.3850106335592266,-0.2933527568027843,-0.09605896849779491,0.42713788991420387,-0.2954334396472174,0.024382205707140888,-0.11191272804624285,0.519099413067434,-0.19477181521427642,-0.004219468415282711,-0.2629666428582143,-0.10314615553786886,0.19370129226993837,0.6710410401728543,-0.5046861453160553,0.07003935429861709,-0.2846863201600055,0.07425832463054463,-0.311302008343871,0.013146491550136637,0.3382449465903176,-0.5420313606444693,0.046123761625969976,0.363252201865708,0.13107792923593894,0.29264797889947725,-0.012475667516898012,1.0,0.30471277762759796,0.2837036564282304,0.3576938901588948,-0.051018667204787434,0.39387517873894085,0.4441784203991446,0.25958834787644947,-0.0646768121808919,0.22135309219819846,0.17462141051759328,-0.21370731641668508,-0.2703056152016448,-0.10538913084699991,0.2024853874713195,0.2121501069012479,0.38210757008904817,0.003070718498831378,0.5319097547089738,0.0163847842718713,-0.2703130485437536,-0.14294235697274293,0.27261183410935486,0.3389579430914262,-0.22046550239014742,-0.3008982642326923,0.1568662781338608,-0.47954841008676435,0.6271644360769522,0.07161537689467257,-0.07473319931252582,0.29454468144513335,0.08541329081882319,-0.15489596621056656,0.18409553940832704,0.3402684277267321,0.34188366025379785,-0.39802217800002493,0.03714730904776534,-0.06276997458923234,0.2604518646932782,0.0327067127160041,0.14013879346600164,0.03458796644160331,0.001214549026752303,-0.19003444329443728,0.22834805716458784,0.4435136663130886,0.00985986880065556,-0.42953679635175995,-0.2792508098780743,0.21007387908556496,0.26623503087555517,0.5080734856625012,0.06856431810183544,0.23265742577846338,0.2614064217783848,0.562226791166902,-0.06018835051062328,0.15519220440392315,0.37184833088284147,-0.126874342836863,0.6514477983997122,-0.1532971982921931,-0.08853732533379345,0.12933947839251317,0.406886912037937,-0.12377229856000833,0.06733257520508529
Frontal_Inf_Orb_2_R,0.09904580013759305,-0.048213116748883414,-0.24705964808382394,0.5885732621276497,0.6936279179270244,-0.23906689479633106,-0.12561660102187666,0.2806474796166887,0.020268252068281666,0.26878145151604493,0.19141495158434302,0.5076528717004694,-0.22370723235392162,0.5278691054211864,-0.02059178691109865,0.1410027986446712,0.28005249132172394,0.12501821714877748,0.066953115622094,0.25420193234471977,0.17895272543727,0.09970919600170247,-0.22251907142457092,-0.12245458162200867,0.2756187700302861,0.15880052109645962,0.07454410189947822,0.41162013570736505,0.31993895097700115,0.36805170096436696,0.05599455681232096,0.30471277762759796,1.0,0.1943106437110298,0.18466638976955094,-0.1679266164441372,0.4623916955049885,0.37015112224677005,0.3163247526193517,0.1305797138729673,0.3448706362176113,-0.10398964327904199,-0.1427621629637223,-0.1776685667591965,0.42636211520426287,0.3625227119183583,0.23362134949710578,0.36897241463593605,0.16482511299498812,0.5442291492819443,0.4298726232518981,0.206994297538698,0.5907315199954991,0.4179858128598288,0.573535229284422,0.3065847682419873,-0.13329353188877274,0.17127195373662632,0.12305331472184598,0.4675488483497346,0.07962281203089928,0.5372677243394393,0.501713112196679,0.2211504307764934,0.39865087857200915,0.46695428836915776,0.1335144668963042,0.04626588333177504,0.1575024339629871,0.45446542597852074,-0.110930659651255,0.4032775366683402,0.5281937662019865,0.24580415818842458,0.3871454913687763,0.3536755458802023,0.47337523256880343,0.4257083969398066,0.03413194145125146,0.1501774087375223,0.23864279706225788,-0.22088439446680275,0.24062257198687742,0.3504569506345345,0.3966262237665421,0.33024036687869784,0.4273903097008802,0.5161313504073933,0.1964542837852034,0.41687753615613615,0.6020876428193406,0.12868088353933116,-0.24411851336259324,0.34287385452418684,-0.12582537870388483,-0.02165011229495639,0.06498835852086862,0.267879205011222,-0.055885721424351345,-0.07389693795438394
Vermis_8,-0.01579212865700475,0.48209911165638974,0.0945160776815379,0.1141026814823573,-0.027160033628897486,0.04298190044411016,0.35984744901921967,0.12753053072382345,-0.1961023333281426,0.09028882622140677,0.02636079135018789,0.17367610976620598,0.23185384666624523,0.05586226398483982,0.22247730772371466,-0.1488274021414031,0.024699137955990255,0.29418380456980503,-0.31095228195607816,0.2896211927611812,-0.3204529302177425,0.14202335044533265,0.05874525998555776,0.528198257282363,0.3628331816932024,-0.07264921550477081,-0.03700365981083991,0.15546413491212074,0.36855852268363876,0.29841440919553053,0.11536247773292697,0.2837036564282304,0.1943106437110298,1.0,0.48583816884059833,0.01940739581988157,0.27242139923287545,0.1205146920248594,0.29876323901884455,-0.08970221772645419,0.38628187341559583,0.035985385077552515,0.10673702964099026,0.10898193656250181,0.06342260497581614,0.29669519426834395,-0.0009827289206312323,0.15745409358359672,0.22439035946218183,0.3619038987247483,0.19195204381665565,-0.12646747939563202,-0.04885171292247222,0.21361131065539765,0.35188189393814334,-0.028101064861329354,0.21080920355606567,0.2698912618043851,-0.23524092443346187,0.14114779614580858,0.4783377017823777,-0.03310162476322295,0.13020275823151567,0.1894661553786851,-0.23987151286002165,0.19727805521693967,0.3610406623216322,0.35367837094136134,-0.1562561065752447,0.2384674252366172,-0.06779625591594704,0.41533770091724176,0.10128110755186803,0.2325328281627159,0.19817367873151337,0.10697648773154814,0.04953628138814479,0.2764862812762989,0.42385701555193256,0.23152583204824723,-0.1391407026367282,0.054331186942776055,0.5206042322413205,0.1409124892721551,0.2959909014956988,-0.016034847267862643,0.37901076175414067,-0.01814184574452548,-0.08589868432634487,0.12964831185606224,0.036578747578235885,0.2649188134926875,0.3242502218082385,0.3757833142560635,0.03965843933751181,0.033167376388870455,0.40284739127782276,0.12079363926071578,0.07854577306833362,0.2252179093230319
Cerebellum_8_R,0.28259273519442124,0.6915631818079231,0.08302402313352088,0.015694351115591396,0.1940476634468943,0.07403981569525404,0.45775281656367245,0.5350523699973053,0.1945828755215773,0.015667959216126334,0.29330548264033784,0.20898204805777434,-0.2547781213059283,0.018349031306515905,0.6337659894126786,0.08974605702618105,-0.2577219385930217,0.41444436586124506,-0.36656908361430185,0.09323460076657705,0.005189910903309461,-0.5003327472773796,0.001143210876469371,0.47753653566911375,0.11533766582228033,-0.278444932928944,-0.5674981999057881,-0.09939131042584208,-0.03824574796445214,0.1076471245338239,-0.06292890293323945,0.3576938901588948,0.18466638976955094,0.48583816884059833,1.0,-0.10141316104137371,0.19178386724674124,0.414258756675123,0.07247803421627934,-0.1427094851330932,-0.08416748369249596,0.061702209429738794,-0.35346948807531725,-0.38944366041178285,-0.13152178237732207,0.01712037864880497,0.28283265993485746,0.02469304586619495,-0.45963983780210893,0.34179844488031225,0.2047905498194619,-0.4121181660028404,-0.11470323611856903,0.37741299677055373,0.5781960007518324,-0.042653756310406195,0.44971195236504147,-0.31328144889097986,-0.3311981805641855,0.4530079539418036,0.08268626024791632,-0.1997479343971811,0.40097054595634557,-0.015060257791464613,-0.33658067887413606,0.034808098724083934,-0.1129935472676702,0.2862900747232458,-0.32617742889383655,0.09606019944299952,-0.09049359753250294,0.3706949251305095,0.09038194588523248,0.22624323467249854,-0.23379935040349512,-0.3551808529169606,-0.2579683478527769,0.07362102877851796,0.2766462480865796,0.7371203932191741,-0.24638957114704516,0.021782962010166256,0.6569090335256034,0.6153125722466493,0.6294342724631683,0.03685430935930765,0.13760664977174908,-0.21001401815616894,0.03401235023277397,-0.20585857090701287,0.053445120223462705,0.7559013894852574,0.21746175940836482,0.43566841719682686,-0.6092192275754714,0.04301071586518904,0.027479739721950353,0.12785134164926934,-0.5815134403960373,0.48131224823743235
Precentral_L,0.10695888838238476,0.21580242061324037,0.33289595154477636,-0.12268709622996021,-0.15880358391964558,0.3298861065404188,0.3309258627852831,-0.0003360307850726802,0.2619922568874697,0.263887385137044,-0.006158002206143617,0.05840952328792511,0.5154527840971688,0.08475117053978633,-0.03252163451068657,0.023924243730604755,-0.17352084285005753,0.21878609228572088,0.01603112960730018,0.39482854955379226,0.23094376333657649,0.2798511637423121,0.38534531220769963,0.3519157120743669,0.26846574535061035,0.10629432617090429,0.25103154063737826,-0.1887988345418386,0.07601943732523932,0.1439339397404658,0.4856239607479575,-0.051018667204787434,-0.1679266164441372,0.01940739581988157,-0.10141316104137371,1.0,0.012680468131014314,-0.3421139735234397,0.2818919212986693,0.0913521364623298,0.1975250891152519,0.16787460545813046,0.5167249315589346,0.537030750556741,0.02128521657006493,0.12568855941825494,-0.028120227428892697,-0.29753817343407407,0.05082067769488854,-0.175331743845046,0.2953700731157127,-0.09922020453895923,0.05469375803018309,0.1434464492189767,-0.025472986112030756,-0.017681186290072797,0.2928433288820077,0.07873838064654715,-0.15606612057225436,-0.31392232758423033,0.23665019780549637,0.03113321842344154,-0.40003129472510884,0.28453167076746905,0.10654397648586537,0.15765540950101076,0.28994457859441136,0.005382604390841409,0.23749308200525843,0.22613241678378465,0.27529872144070094,0.10221984152318023,-0.017246029183431495,0.3576572803115249,0.06284198134977763,0.29550174456049166,0.16979721943821366,-0.1079919108099291,0.13592188268193214,-0.15004791208340473,0.10753579630516384,0.365490350849031,0.16407204101853706,-0.29160498827345427,-0.3477727995702508,-0.1571944950784417,0.15431916901790146,-0.2619981094191016,-0.08328991317868986,0.09657252426487226,0.04976785923390442,0.05485496385028062,0.41805845012287673,-0.0052995954218581385,0.4053881064556579,0.42546613796027194,0.10074493215389653,-0.31618515713626616,0.3643915775556518,0.16442490322129935
Cerebellum_3_L,0.17469825696028626,0.0704445565910177,-0.11082780161311656,0.6588271156698433,0.6761934616468536,-0.0954172234447814,-0.13348125538049294,0.43019925873108594,0.22734521565988688,0.3531887427325791,0.10658752910849263,0.6958577133958048,-0.015249795810555456,0.48192709986384363,-0.06969329438442827,-0.030489848862139273,0.3401407355478612,0.16595533497199041,-0.08900957526220384,0.3144613457863195,0.12469030314575531,0.36531484740148634,-0.09062569242710307,0.06803119411259047,0.7073179202622278,-0.07391232337963351,0.36570151578927923,0.5072179225259955,0.718433864279403,0.3612265871740611,0.25951622810031233,0.39387517873894085,0.4623916955049885,0.27242139923287545,0.19178386724674124,0.012680468131014314,1.0,0.30832468433583093,0.7579675782189924,0.11443342723610371,0.6938257547559177,0.1531318655782622,0.14317974277178286,0.03399986076813683,0.27755187148475147,0.8310732875396373,0.14509973944122007,0.451876961046194,0.24424455235944192,0.6484332156418,0.2635470416143347,0.169448581558727,0.3280728898701937,0.5095881777647836,0.3925649107664948,0.25629539342566754,-0.14400041672650832,0.35318204479912174,-0.04582769258595058,0.3666138821536094,0.36642898887307657,0.2417887151809744,0.3008683885373234,0.5186177814076197,0.21088184708323687,0.594396982780268,0.40063453630604184,0.15616999789214175,0.258639983888614,0.30402682606663534,0.047159852083203675,0.6837386640356443,0.6275028441072481,0.33424515093564994,0.7337262913266783,0.42209350965590786,0.28584482720209775,0.5531312227770311,0.14728046155703953,0.03849410930198475,0.056632185918008573,-0.1040597312985235,0.43844176841934357,0.23796078987967761,0.34764190234330383,0.12626041376662464,0.7092666838367933,0.39284890097503367,0.3999994204065024,0.5496800190427521,0.3655884089964379,0.23381157597569394,-0.19560450008831548,0.5894152047795449,0.12230870369778431,0.15398539472250322,-2.641858227649237e-08,0.2985993699114614,0.23978388990946178,0.00014906341343227876
Frontal_Inf_Tri_L,0.13792146633409458,-0.09251733221845093,-0.6121481092928802,0.5692897853620933,0.582676141660496,-0.5921129771512901,-0.36409516398336866,0.08978300348368062,-0.1983174094494342,-0.13718705384593904,-0.21166348350278832,0.27726707024325775,-0.635142200764421,0.1812766066317564,0.19941536298613177,-0.13301836548952758,0.6124250088524277,0.02856871037718318,-0.11338006507412873,-0.23648502566560162,-0.19822576028488972,-0.10754288695059516,-0.6284918010218671,-0.28194866491618936,0.11346659666047595,-0.1234751719862058,-0.04880285497814087,0.6848104702731748,0.08070945077337019,0.30528778117213634,-0.15742379251947597,0.4441784203991446,0.37015112224677005,0.1205146920248594,0.414258756675123,-0.3421139735234397,0.30832468433583093,1.0,0.026631411572739423,-0.07346006567281424,0.1050890178590217,-0.108014804646964,-0.5156196764325465,-0.6331892430248995,0.276093210744236,0.07645196976536782,0.18328273673915374,0.4187544282565759,0.06448144845581952,0.4738630322242159,-0.28919386859125945,0.004817878684773855,-0.023080713938934194,0.2178375319170129,0.5184268403190241,0.04593456355405682,-0.2398647355216189,0.0780824648608134,0.038045811399493,0.5001632693164251,0.1414384023753416,0.06607842991666849,0.42267646875825826,0.07626809272434562,-0.3407552025494746,0.2828919622976852,0.1066319577220652,0.006412689674241111,-0.26803962908193363,0.12439629480870944,-0.3469864040624585,0.20153766241364063,0.044841226361798145,-0.11560364622453166,0.17087697169205282,-0.09422424024817155,-0.28508363506136897,0.24415291536383232,0.4210067825059967,0.5475761869168481,-0.020575260845627098,-0.6333730396912953,-0.00235675210920954,0.8863108242447115,0.48595350552797895,0.5146304332697741,0.2590927189633982,0.5246266413087092,0.46588516225678517,0.07682732289612752,0.12295802967009925,0.1060251662563808,-0.5220406959748141,0.4125872144198292,-0.4810427043758089,-0.46904968347544157,0.05070458166727221,0.907931616669595,-0.4058528119781637,0.18555566437182489
