,Occipital_Sup_L,Cerebellum_3_L,Heschl_R,SN_pr_L,Caudate_L,ACC_pre_R,Red_N_R,OFCpost_L,Vermis_10,Occipital_Inf_L,Occipital_Mid_R,Thal_VPL_R,Putamen_L,Vermis_4_5,Temporal_Pole_Mid_R,Cerebellum_9_R,Temporal_Pole_Sup_L,Hippocampus_L,Insula_L,Rectus_L,Temporal_Pole_Sup_R,Postcentral_R,Cerebellum_7b_R,Rolandic_Oper_L,Frontal_Inf_Oper_L,Cerebellum_Crus2_R,Vermis_3,Vermis_1_2,Precuneus_L,Putamen_R,Parietal_Inf_L,ACC_sub_R,Thal_PuI_R,Cerebellum_4_5_R,Frontal_Sup_2_L,Frontal_Mid_2_L,OFCmed_R,Fusiform_R,Frontal_Sup_Medial_L,LC_R,Thal_VA_R,Hippocampus_R,Frontal_Med_Orb_R,SupraMarginal_L,ACC_pre_L,Temporal_Pole_Mid_L,Temporal_Mid_R,Cerebellum_6_R,OFCmed_L,Frontal_Inf_Oper_R,Lingual_L,Olfactory_L,Cingulate_Post_L,Thal_IL_R,Frontal_Inf_Orb_2_L,Cingulate_Mid_R,Thal_MDl_L,Cerebellum_3_R,Vermis_8,Vermis_9
Occipital_Sup_L,1.0,-0.1040597312985235,0.49630230644166684,-0.02541359769463082,0.05812513826824459,-0.04013079838051953,0.2735937533152464,-0.3977590083372411,-0.08692440527408184,0.9421125041627393,0.9750683000123221,-0.13926356074494986,-0.020396772335275214,-0.5428492329425452,-0.015462971118925925,-0.029525732117590898,-0.14173278618335644,-0.16891565597316544,-0.3659259832345798,0.03275253304594241,0.42907232834822395,0.5873184149951959,-0.11648889398232683,-0.7761476896221705,-0.7160358046532036,-0.09312316731984864,-0.22231496045815827,0.09273143487347309,0.024428165627661896,0.015064276097007607,0.27350638628324137,-0.1655795840726851,-0.25429366956629607,0.02708942277094683,-0.0013344122729434522,-0.38455131820043864,-0.3857656717816312,0.1630930782856873,0.296237447175686,-0.13210612477720088,0.20962971401120872,-0.05870809170902205,-0.10206195826693178,0.13193428299750362,-0.2832605051979083,-0.5967151088221319,0.4517688800931831,-0.14358444714288277,0.20600934434444101,0.7531316145473674,-0.014356368861250662,0.07029584387978742,-0.12651922032070903,-0.16482316935619237,0.11840882659444928,-0.02540903941923277,0.25842702685427327,0.0014128637504969021,0.054331186942776055,0.008657663227598693
Cerebellum_3_L,-0.1040597312985235,1.0,0.018082778384662775,0.35318204479912174,0.30402682606663534,0.3925649107664948,0.22734521565988688,0.27755187148475147,0.718433864279403,-0.09062569242710307,-0.0975784811619842,0.2951956430438747,0.594396982780268,0.3720501264134291,0.4880785736757347,0.6837386640356443,0.48192709986384363,0.5496800190427521,0.4758073292207263,0.3280728898701937,0.3144613457863195,0.15398539472250322,0.0833076641776055,0.28438793388418343,0.2985993699114614,0.24691446124881758,0.7337262913266783,0.46880391336297,0.23475393634122724,0.5095881777647836,0.08641370686236438,0.2417887151809744,0.34764190234330383,0.8310732875396373,0.03849410930198475,0.23796078987967761,0.10340025449338218,0.7579675782189924,-0.08066567776253065,0.28598018755542837,-0.030489848862139273,0.7228626718370497,-0.07391232337963351,0.00014906341343227876,0.6761934616468536,0.12626041376662464,0.14317974277178286,0.6877016617611886,0.21088184708323687,-0.07049229032492538,0.4439855755919616,0.3655884089964379,0.36570151578927923,0.4908136318452483,0.28584482720209775,0.21212249241738992,0.26558452789221126,0.7171816443722343,0.27242139923287545,0.7625592748535939
Heschl_R,0.49630230644166684,0.018082778384662775,1.0,0.5419381823368101,0.23125514608692668,-0.18622555417721323,-0.10592073621365627,-0.014254471827848765,0.35525433456693756,0.4965044723906319,0.4825072119580015,-0.2802680441357279,0.16730396858569146,0.1490609382281418,0.0559831805295298,0.1646530999577455,-0.026651355404918853,0.18874447278278844,0.25539078165036727,0.04506705263233474,0.5533543548289919,0.4056616002690407,-0.4537923755931324,-0.20103544897234177,-0.39915852271759195,0.04660707054645719,0.34310607685237743,-0.29174111974881745,0.7316406635700315,-0.01963984361906184,-0.07732738264621494,0.10443880221073369,-0.672241211257219,0.3618297990994469,-0.4955709800960472,-0.6442475810536991,-0.08099596456336665,0.46874469862977325,-0.1869819736600638,-0.41041507196011023,-0.1304160527823755,-0.05640349403439236,0.17857666766757793,-0.11137504809658465,-0.31980631100822465,-0.26255231430804915,0.9257485367379169,0.42361179100460356,0.16207861063513307,0.7503885723115046,0.6506491417429817,-0.0024787680186101916,0.6189408591962458,0.27147611582009534,0.33031876015872264,-0.10197969219687934,-0.21038428625020048,0.4388196000878906,0.11559245677646328,0.2305119986763258
SN_pr_L,-0.02541359769463082,0.35318204479912174,0.5419381823368101,1.0,0.38951787274375804,0.1358261641768717,-0.36492107177179417,0.2767921363017119,0.494636743961234,-0.0263262656489228,-0.046562405272985864,-0.05352211923678357,0.4851906954973046,0.5349054429214185,0.21097312592807452,0.3240304195365721,0.15587858452172748,0.4679015178535385,0.5833018562495171,0.1612945043878291,0.2731249748985985,-0.014826148456861784,-0.2167036581886569,0.3783182167874109,0.2712178765052474,0.21030106331468856,0.5953107872330432,-0.17288532539226922,0.6701551503006927,0.0976962387719322,-0.15518772596414007,0.18356462906901072,-0.2244556030793827,0.5516892226349909,-0.2533307447435451,-0.08444862723881416,0.11688979680803424,0.5020970378396055,-0.21873528433248787,-0.09420595801176437,-0.042354850158244084,0.1680724731891166,0.09925196289457085,-0.0802448586147392,0.17478005571747823,0.11648897607882225,0.4646023867056346,0.6389200072932381,0.1352136762580283,0.21736417366723254,0.6506886070083325,0.23746116744171744,0.5725967455265941,0.5872753725539054,0.3021057162164256,0.14527011614659505,-0.0659672356007996,0.6371254716561436,0.2698912618043851,0.3843607737306432
Caudate_L,0.05812513826824459,0.30402682606663534,0.23125514608692668,0.38951787274375804,1.0,0.5067563712255746,0.22774599333019546,0.5670201243351464,0.40036702119650164,0.07213710053291084,0.010787988225537493,0.5169442247462437,0.7679574689539315,0.18595851910808336,0.5129490934621777,0.5138174687041889,0.5975644413321225,0.6099383442935071,0.5599116783237188,0.5991146364060965,0.5365000670457504,0.2209236360498857,0.006934754918669703,0.09572576370020898,0.054566138153993755,0.23495126515579723,0.4720923404443266,-0.0004905687685019458,0.2478685421435994,0.5679916983924377,0.12973777662721117,0.5121837101953216,0.08410831165292457,0.4806991005350266,0.20479584735059136,0.21854291550525728,0.3435233500256296,0.4600907280787715,0.23655599452646417,0.202730114256532,0.36439140858594077,0.48089062614706707,0.4617060093931248,0.16015602291074013,0.4269836726563139,0.3750119592999518,0.338283409795594,0.4492906903393937,0.4100867479921697,0.15222870799517632,0.26971894573606087,0.6244637156301259,0.17837903658224646,0.216758705152999,0.5975025918757602,0.022613518717121212,0.2047796225716315,0.5112993169813809,0.2384674252366172,0.38466909002612965
ACC_pre_R,-0.04013079838051953,0.3925649107664948,-0.18622555417721323,0.1358261641768717,0.5067563712255746,1.0,0.1145587211705484,0.2638859724619947,0.2766692822985836,-0.09935944666008778,-0.06253821377938823,0.25719823141547904,0.4874924873969857,0.12107860451406077,0.5800350430874983,0.5002929880928902,0.30760126545196576,0.17597696545852495,0.1825206772072886,0.3223563875115744,0.38031502662095407,0.057021806472745906,0.4940590854571655,0.09230289777105014,0.28174824215179134,0.4851557718729153,0.17120179565959,0.5004378465612423,-0.18505054109319496,0.5135800396906993,0.3141782596257821,0.28955677986376765,0.4554318169522012,0.3653052013710492,0.5925649906048107,0.6604128307969951,-0.004773313689585494,0.4119325181396968,0.5232441997478258,0.25219193145385743,0.13212364186587325,0.6088467787571048,-0.009813361989237823,0.31276056116510076,0.6587602177208987,0.23710871873187886,-0.01451872941188281,0.30524561895354,0.01691034747661131,0.07019335431563686,-0.01789326790275276,0.5020688496089654,-0.17037115250070625,0.3353403397514649,0.1554073716071163,0.5878543492242323,0.31588272665247136,0.3542995908415264,0.35188189393814334,0.44278936737928315
Red_N_R,0.2735937533152464,0.22734521565988688,-0.10592073621365627,-0.36492107177179417,0.22774599333019546,0.1145587211705484,1.0,0.1428649619012762,0.1087525026852066,0.2650607105112973,0.2929507557726392,0.5706064058100527,0.2616023851657685,-0.5962502889299529,0.18430753746733494,0.14573828659798949,0.3629630056694889,0.2313876448634872,-0.04509283057587474,0.3320641008832034,0.2440245550599935,0.4579979942347069,-0.022999933254493277,-0.4268165692757242,-0.4058373517911511,-0.10017756783871842,0.058766505591419514,0.21319614633375952,-0.2556299271415658,0.3767298209226531,0.2188277474866477,0.035466085659759165,0.10033773476107025,0.21580050687829844,0.1992650539532847,0.04531670627056586,0.006900112883724542,0.20604084375528703,0.28521111426153056,0.34974616851472856,0.3610506699835728,0.4497576048089891,0.13758251936152957,0.18385752353385548,0.20761760355225756,-0.02607356858466379,0.10539153400551089,-0.045475764072960216,0.3273468358471917,0.06363521249253071,-0.19090401134813442,0.22178122611499568,-0.20163769611004959,-0.3683509117934121,0.2503508413513036,-0.26172029600703794,0.19337929744608293,0.034051761486898216,-0.1961023333281426,0.08635295558040905
OFCpost_L,-0.3977590083372411,0.27755187148475147,-0.014254471827848765,0.2767921363017119,0.5670201243351464,0.2638859724619947,0.1428649619012762,1.0,0.38009572983153717,-0.32033879653852343,-0.42416719005107645,0.4416966718003687,0.5747490016900144,0.33995737857898223,0.2724434011719235,0.2788912475432658,0.7537583279612429,0.571830818878748,0.7540280641167868,0.5889089577601531,0.18563203602994388,-0.16833854533779874,-0.07112699876746642,0.44040414289015484,0.32112721273156297,0.14428081510922836,0.5480094824173243,-0.15969606923214458,0.2947995503169318,0.27247819877227086,-0.22619618785388582,0.6134362103344692,0.054712068905663505,0.3094862283719918,0.0019080606964013722,0.21983270664551222,0.5832467965728196,0.22599949427127242,-0.12299892820704567,0.26446253399879427,0.023023845988909206,0.32767569471814356,0.5077928124473916,-0.05581500913106201,0.45745913701380375,0.6431914186993676,0.11141187012584938,0.413931315863579,0.32656958294484606,-0.29853774078394907,0.28611668374431715,0.477935211795437,0.30640281433387956,0.11366957634957285,0.586867208387054,-0.17316518201767397,-0.187997468293505,0.42846309051408815,0.06342260497581614,0.18582065553509752
Vermis_10,-0.08692440527408184,0.718433864279403,0.35525433456693756,0.494636743961234,0.40036702119650164,0.2766692822985836,0.1087525026852066,0.38009572983153717,1.0,-0.05955899027816059,-0.07977600172271014,0.1881621251376631,0.4980489820381449,0.48192916654542595,0.4824301777668665,0.7230942998384594,0.4371635574263025,0.630137348845496,0.5950768177103465,0.3689578756188992,0.4149291654569334,0.148488262986687,-0.07538982422364685,0.28897149043083026,0.18961600614432833,0.3226132514821992,0.7681520280618992,0.17008416860972264,0.500695452292656,0.3835748421265628,-0.009121516045393453,0.39570458524330987,-0.025292899306707622,0.8012114360465166,-0.11886231361419655,-0.0044946992867835244,0.22542305149044156,0.7172646979955438,-0.11089057150150017,0.14950601322136692,-0.09448784112707653,0.5255299663904299,0.21705340290895317,-0.052422067580763176,0.4001599661492808,0.2247226042911438,0.42698452925152636,0.7524707506702787,0.22212976631583692,0.10285279505665892,0.5791091899013797,0.31976442877158257,0.526015876092749,0.4329412604773312,0.4196259203086368,0.07010626960038675,0.053210130424576396,0.8209991514109304,0.36855852268363876,0.8022406177325592
Occipital_Inf_L,0.9421125041627393,-0.09062569242710307,0.4965044723906319,-0.0263262656489228,0.07213710053291084,-0.09935944666008778,0.2650607105112973,-0.32033879653852343,-0.05955899027816059,1.0,0.9385683639115636,-0.1314790520987874,-0.011317421788005525,-0.4877711137492323,-0.04168508544486719,-0.008833635747951518,-0.049226663458021166,-0.08528395137646251,-0.2812500456530693,0.07212718984892752,0.38829881196835475,0.525308865864381,-0.1194843218630304,-0.7023450088366654,-0.6738383767750696,-0.056577912560961806,-0.15761465178225154,0.023359707935837103,0.08096440312611061,0.012131266400421226,0.26518276034503846,-0.10377960365840216,-0.2915023040003389,0.03303972279437445,-0.003252216015687288,-0.3927994299248821,-0.2709949077794699,0.14839123971697354,0.2875530326554151,-0.1412003823172621,0.15732743088835008,-0.08579138375685424,0.015475164918853184,0.1521131964125205,-0.3151043364926824,-0.4809474427619471,0.4469638925840808,-0.09021717551615506,0.2090830671046012,0.69726407165434,0.02655763445981601,0.06336225655351882,-0.06418186162219913,-0.2188504481251935,0.16430974029160758,-0.08405569953012586,0.189310305622977,0.032103055221785776,0.05874525998555776,-0.013583465816286985
Occipital_Mid_R,0.9750683000123221,-0.0975784811619842,0.4825072119580015,-0.046562405272985864,0.010787988225537493,-0.06253821377938823,0.2929507557726392,-0.42416719005107645,-0.07977600172271014,0.9385683639115636,1.0,-0.13879192229998794,-0.05739067626882992,-0.5660298520113005,-0.044335589986743966,-0.02017633388516605,-0.16698067236075984,-0.17082037979729123,-0.39170275181543585,0.00797589956570308,0.3928172374143865,0.5709620316458469,-0.09991356222779933,-0.772314814991657,-0.7101547856101449,-0.07519878683582895,-0.21774613743107948,0.08451998383797169,0.017629986989256354,-0.020753821290200276,0.2497329908011315,-0.19980528029761946,-0.289789872127923,0.03252630002173347,0.0433512244716104,-0.3610332105394244,-0.405181653377918,0.1482685128222331,0.3410326773285958,-0.14630074985115815,0.1877313266585676,-0.07984141112627732,-0.07481458883560732,0.13812731007407955,-0.31429607219600775,-0.5909513002223351,0.4383872570175124,-0.14044004249365896,0.17478940295532205,0.7356434728258245,-0.029598238345730544,0.024487826889486294,-0.13921338202373704,-0.2214703298499053,0.07892153772216692,-0.021747476876745636,0.2257804964230697,0.0003793520799624161,0.03969957040650623,-0.000997921815775283
Thal_VPL_R,-0.13926356074494986,0.2951956430438747,-0.2802680441357279,-0.05352211923678357,0.5169442247462437,0.25719823141547904,0.5706064058100527,0.4416966718003687,0.1881621251376631,-0.1314790520987874,-0.13879192229998794,1.0,0.509033787961689,-0.1430476724901841,0.27851637104706056,0.27096240189066445,0.43711513664359947,0.5278326347464484,0.23948411000337363,0.4537550187205088,0.06409167063006961,0.13390490031876015,-0.05666939475283064,0.0034543288852663966,-0.018356649377889393,-0.08375040343046622,0.2636674502562877,-0.010217916918586525,-0.1374571207265213,0.3769686999098597,0.04257508082486722,0.1946569495981346,0.3307955747576798,0.3117899832633911,0.2442493359116649,0.28445078393556705,0.2507374082700358,0.17104938404970746,0.13316609065775356,0.4452987957404323,0.4765068529546314,0.40868780930826376,0.30071075049157436,0.07190745555926158,0.44979145376651664,0.24882720119617474,-0.13491366018425888,0.09034144534917897,0.38903104111418196,-0.28447813588113574,-0.09508336366144579,0.36484436376622403,-0.1758594895331165,-0.17465988812728467,0.3391107042614477,-0.25594382799271403,0.25922228875208975,0.1817362540398278,-0.010761939949339305,0.19536008240919223
Putamen_L,-0.020396772335275214,0.594396982780268,0.16730396858569146,0.4851906954973046,0.7679574689539315,0.4874924873969857,0.2616023851657685,0.5747490016900144,0.4980489820381449,-0.011317421788005525,-0.05739067626882992,0.509033787961689,1.0,0.22363836731214873,0.558749202248574,0.4683015258472996,0.6672832933642341,0.6347129669143916,0.6377340464454399,0.5481726241656976,0.5282512106597095,0.15694919062588983,-0.012510355890433356,0.21086700907540296,0.20939315365852795,0.19944104434080392,0.5895132125514657,0.1632149568284631,0.23686355867404513,0.6239062598153993,0.061286468443102315,0.37854941424002925,0.16881873406614406,0.6480874051647048,0.13685992808428601,0.294331647559447,0.1578362426455619,0.6158937132577638,0.0716728469653079,0.22264019817622208,0.17096400115785174,0.6210974371198145,0.19116295188564503,0.06444931379993067,0.6551346439208039,0.28318219221593005,0.27684687044446005,0.5728442858678617,0.37410329918946056,0.04955265751904737,0.3428429546138984,0.6770189538599951,0.2567404241738224,0.34146468834286225,0.5448252443903443,0.15608798597452486,0.21537343469801162,0.6434684283787334,0.19727805521693967,0.47259813963587183
Vermis_4_5,-0.5428492329425452,0.3720501264134291,0.1490609382281418,0.5349054429214185,0.18595851910808336,0.12107860451406077,-0.5962502889299529,0.33995737857898223,0.48192916654542595,-0.4877711137492323,-0.5660298520113005,-0.1430476724901841,0.22363836731214873,1.0,0.23619569831966214,0.44300932297826656,0.1643078899218907,0.3501353608302039,0.5941458661702808,-0.015702166105424322,-0.003035986821291603,-0.34718191834189327,0.04748612200291479,0.7335109982519338,0.6277941114081561,0.3517838755881985,0.5760220170009184,-0.0715937076435973,0.5455527753932751,0.09534989843165786,-0.20194705112820624,0.25325659314535837,0.09390315444356029,0.39207405973339843,-0.26970614647074664,0.05652397740735059,0.30091221261681483,0.36464520643739434,-0.40901197428747543,-0.10590094471418307,-0.31921465460773674,0.15932988939400902,0.006969098888500483,-0.15018198606936525,0.2168126487336147,0.41772674028449047,0.1316418545386615,0.6549063276706585,-0.18845861732109304,-0.1979853437143082,0.6217385455692181,-0.017524307235918996,0.596720612688538,0.690119500249871,0.08623564391913391,0.23354185271720443,-0.1502045742416311,0.5230197876630402,0.3979530105133993,0.4508192157071064
Temporal_Pole_Mid_R,-0.015462971118925925,0.4880785736757347,0.0559831805295298,0.21097312592807452,0.5129490934621777,0.5800350430874983,0.18430753746733494,0.2724434011719235,0.4824301777668665,-0.04168508544486719,-0.044335589986743966,0.27851637104706056,0.558749202248574,0.23619569831966214,1.0,0.5912305165256752,0.4957451326272895,0.3803595818574112,0.26502706065747345,0.5075266230467783,0.6126766066386613,0.3173403228640517,0.16979661230740248,0.06025185748326526,0.10529780434392758,0.23104089284200263,0.29281576377269153,0.3554837510788907,0.05972045764473599,0.6382974350801344,0.14844423132278556,0.386909473546594,0.2621008242547293,0.5248381589376684,0.1626045828888108,0.2592430125623577,0.17133589662044954,0.6254794601284243,0.10907514880302874,0.1695370690761582,0.0924362799114084,0.718567629843786,0.054854772847432655,0.09282630174434613,0.5587626150094619,0.3445581055274435,0.24265953555512873,0.4328172480057349,0.30110094425405715,0.1376728346836831,0.20234455683514355,0.6458549123448627,0.12800232797616898,0.35547743186652686,0.3498915497658015,0.2406177341451519,0.2123109506515341,0.5250541232483664,0.24686308289305728,0.5598294967906915
