,Thal_MDl_L,Fusiform_R,Thal_PuA_L,OFCpost_R,Cuneus_L,Cerebellum_Crus1_R,Rolandic_Oper_R,Thal_IL_R,Temporal_Pole_Mid_R,Postcentral_L,Cerebellum_Crus1_L,Thal_VPL_L,Cerebellum_6_R,Precentral_L,Temporal_Mid_L,Vermis_7,Cerebellum_9_L,Vermis_6,Precentral_R,Thal_IL_L,Frontal_Inf_Orb_2_R,Occipital_Mid_L,Calcarine_R,Thal_LP_L,LC_R,Olfactory_L,Caudate_R,Insula_R,Thal_Re_L,Angular_L,Vermis_8,Occipital_Inf_R,Temporal_Inf_L,Cingulate_Post_L,Cuneus_R,Thal_AV_R,Temporal_Pole_Mid_L,Cerebellum_10_R,Frontal_Inf_Oper_R,Cerebellum_9_R,Frontal_Sup_Medial_R,SupraMarginal_L,Thal_PuI_L,Rectus_L,Cerebellum_7b_R,Thal_PuA_R,Cingulate_Mid_L,Calcarine_L,OFCmed_L,Frontal_Sup_2_R,Thal_MGN_L,Lingual_R,Heschl_R,Thal_PuI_R,Precuneus_R,Angular_R,Thal_VL_L,Thal_MDl_R,Frontal_Inf_Tri_L,Thal_MDm_R,ACC_sup_R,Frontal_Med_Orb_L,OFCmed_R,Temporal_Sup_R,OFClat_R,Fusiform_L,Postcentral_R,Frontal_Inf_Oper_L,Cerebellum_8_L,Vermis_4_5,Temporal_Pole_Sup_R,VTA_R,Temporal_Mid_R,Lingual_L,Olfactory_R,SN_pc_R,Red_N_L,Frontal_Mid_2_R,OFCpost_L,Cerebellum_Crus2_R,Temporal_Pole_Sup_L,ParaHippocampal_L,LC_L,ParaHippocampal_R,Vermis_1_2,Frontal_Sup_2_L,Parietal_Inf_R,Frontal_Inf_Tri_R,Insula_L,Parietal_Inf_L,ACC_sup_L,Thal_PuM_R,Hippocampus_L,Amygdala_L,Thal_LGN_L,Thal_LP_R,SN_pr_L,Pallidum_L,Thal_PuM_L,Red_N_R,Thal_PuL_R,Thal_VA_R,OFCant_L,N_Acc_R,Caudate_L
Thal_MDl_L,1.0,0.18997136535062778,0.33150889456896837,0.3795676064895634,0.21473284332327966,-0.14665943848665836,-0.04081252847056871,0.18221541759945803,0.2123109506515341,0.09793176178280497,-0.07776903013649387,0.4817500848611711,-0.07025369487723393,-0.0667666413449467,-0.14125424943529385,0.18315153104344523,0.08005777535276211,-0.322959957751704,0.029863994352924753,0.3414997352545524,0.23730718301204518,0.25230066522776196,-0.23782311517647528,0.39566248827682116,0.1365936379786569,0.18955250919972716,0.13587303135170295,-0.08191655843216467,0.41185740923239544,0.05489416558717578,0.17438502911732418,-0.3019286016965094,0.0005434344298989011,-0.3581264343647386,0.25824337812179193,-0.26326936652800115,-0.3451912819937038,0.2649912521247133,0.14016339938158176,0.14552629293880454,0.25136511334283884,0.06788986923455204,0.5713384902215232,0.0012418316625539732,0.2700539469700095,0.3477779664753822,-0.049497331182539,-0.16128374986333874,0.039148033778367,0.24458610206245313,0.4167387382940456,-0.254967550544002,-0.21038428625020048,0.4424041880202155,-0.17589378644689657,0.11766096402889355,0.6194257868910112,0.46081069521305734,0.06645509153346556,0.1953349478947905,0.09267372088784677,-0.242071871969033,-0.31145499819674205,-0.12470476434981743,-0.2690605618102617,0.012593959768997237,0.19970304777694065,-0.11988896472506713,0.36874321014415623,-0.1502045742416311,0.20307936886957392,-0.14539256639130388,-0.15479914908754588,-0.2006745023069555,0.11826785807709654,-0.24756566695102766,-0.23804586882627785,0.29872879869201036,-0.187997468293505,0.06383073517704045,0.04849233441761873,0.4293701088234383,-0.04191999225056025,-0.14633707148252892,0.45544667487981316,0.2924818764726841,-0.04791596279503912,0.16974995628044487,-0.20194623078310012,0.47326217453176256,0.34858232158717944,0.38693784745013965,0.0813096272558256,0.46066273774746896,0.5804891858894963,0.2834280033166109,-0.0659672356007996,0.06254543384389821,0.00199189951985383,0.19337929744608293,0.007571279846836961,0.4866194506238409,-0.2432706806637037,0.02871880639464383,0.2047796225716315
Fusiform_R,0.18997136535062778,1.0,0.4511236621456662,0.3677539223180077,0.157837959904536,0.6414149171310337,0.46498946905574956,0.613599429112706,0.6254794601284243,0.15059813713709178,0.6502002805124233,0.403370478122189,0.8280059801414381,0.2818919212986693,0.3133999496783147,0.09067627248437891,0.7116261732283533,0.358745124567508,0.21934988536801528,0.5159444799008684,0.3163247526193517,0.1336473869891654,0.47325009951848857,0.31755412600455696,0.02758583081055008,0.3241274304038714,0.4952281558092559,0.6776706036390596,0.031608325376369976,0.09422151178948923,0.29876323901884455,0.056442139928888066,0.7759576509457949,0.5353027207504838,0.15049434498165173,0.13246774422577393,0.008233550609965756,0.5844258934120782,0.3706747551494484,0.7050528297275162,-0.132006659005232,0.08473913823918901,0.22046996128061994,0.2620209641077867,0.01339638516480482,0.04877152501163872,0.3215963819216367,0.4098636104329467,0.1544702024910995,0.024021920098671386,0.13930638221827926,0.643539408612155,0.46874469862977325,0.04799509695690641,0.5811532404757872,0.23105287088529292,0.32619007230327973,0.15957595134055116,0.026631411572739423,0.5529996333223485,0.5867644819975022,-0.010750202664352457,-0.04635530368906124,0.5121402607588932,0.19161524945132138,0.8181795233205225,0.38738008519630823,0.04950886734452487,0.5383444991378347,0.36464520643739434,0.6315661956629345,0.6745760965352684,0.6382787075348949,0.6839778940815093,0.26472465930850814,0.4523225183607078,-0.05509646633614967,0.14973783123363982,0.22599949427127242,0.3864590026604829,0.37770047578020566,0.4671737874589975,0.414353896791,0.5762530351180485,0.3505371798153503,-0.11908871698210446,-0.06654903265117557,0.19295206649557556,0.4358367906140776,0.15958503586651593,0.7194214791685738,-0.013560382785296277,0.4997179252427424,0.32032541446647417,0.22706504604447109,-0.25501360554632835,0.5020970378396055,0.5581254078196572,0.1412076790875901,0.20604084375528703,0.279787862279486,-0.02351606248125175,-0.2129228625993414,0.5138060062282506,0.4600907280787715
Thal_PuA_L,0.33150889456896837,0.4511236621456662,1.0,0.05747194609907622,-0.1908842494627502,0.24477094686822806,0.03799966839415097,0.6683056949925236,0.3984004588936325,0.2828664297114208,0.09618237068456688,0.2368756366781072,0.36809250367199253,-0.0807746508161612,0.3759151898838947,0.1374275567908963,0.3077835129897272,0.17340513883472974,0.33299076148713325,0.6822787593811552,0.3993217214260475,-0.20305508835931016,0.012389887929812342,0.3921603927066861,-0.004298778175311267,0.18438917640369196,0.3891748356642301,0.24088452606374447,0.27193000550542884,-0.03833263565414359,0.34791589902285,-0.3296294710353462,0.3647774494022475,0.15616094485812423,-0.15833298377320532,-0.40374124673622375,-0.007974953727394169,0.4039687185302423,0.048052102891793604,0.3627923480257584,-0.21970060879513742,-0.16129292196212539,0.48305840061354965,-0.028328247642901472,0.22284664204153262,0.2441577126883157,0.36302273423942044,0.028003846176763898,-0.10280463056288226,-0.26869300531982976,0.1260631120813123,0.2526145416696618,-0.017608617917550883,0.4159941953272935,0.11755851406352871,-0.04307308417814601,0.3502117669410246,0.5909010830528925,0.3063337612657035,0.6442807625390193,0.5733579619637712,-0.4155986634231528,-0.173997293401994,-0.04029065345719954,0.2739722364971902,0.33659892119494705,-0.04848703844128206,0.2853070884466885,0.2898031452698008,0.4912773907854087,0.24923962133978236,0.4492636324538459,0.04619090948978886,0.26200416812926297,0.06828721319158965,0.3478235184474286,-0.2725635554344776,-0.03610499521940203,0.18622284791330096,0.2660495743873391,0.09326554465920281,0.20132294552181534,0.19682821191158545,-0.12205404716551571,0.36877566752495095,-0.03941509894760581,-0.07382175071794826,-0.03258677714416114,0.1735240894368893,0.1125871008508028,0.6026437314711953,0.3645480787479029,0.09509221937017982,0.37221670386538874,0.2521994817871837,0.05368421672737286,0.2642918037610191,0.1345660287719982,-0.21789164294533533,-0.19910800853067595,0.020279000577661677,-0.09428171058189871,-0.3538424477202854,0.3395685980566493,0.1646457622217763
OFCpost_R,0.3795676064895634,0.3677539223180077,0.05747194609907622,1.0,0.4762422534000385,-0.011435005969013907,0.3183606907131305,-0.06465712809405727,0.5286872441395468,-0.16248358441527394,0.17767731786154006,0.6111073836880092,0.07836903532855825,0.2953700731157127,-0.32676981357668283,-0.12081743327638633,0.1728904831504683,-0.25901943271269806,0.049444610134459895,0.20011185084982017,0.4298726232518981,0.4546192072859826,0.08051542743030107,0.29116954594983874,0.16235737518966767,0.5933141770455461,0.11941022948201993,0.284137375720165,0.23972259052567851,0.12282447896543484,0.19195204381665565,-0.02813377427301965,0.3302617498758262,-0.1444366207295446,0.47299949915785505,0.08023796789537185,-0.16356264713795526,0.16376422396230497,0.4539655004975062,0.28076453807725194,0.29325717283538194,0.10326534556886444,0.35683050396034127,0.5315349539952311,0.012293665847701505,0.20808953150089204,-0.13863082135284074,0.05562658590219649,0.5192568089297165,0.5216964522393178,0.5421985933966864,-0.08922961329501741,0.18438795630043217,0.12663468021659732,0.07135855635177678,0.32991140681767517,0.6416392857942437,0.09781675815171866,-0.28919386859125945,0.09519565225040386,-0.0045931150926361766,0.2242769782327162,0.03284043161377526,0.2996666729899458,-0.2383354276426344,0.1716078378363398,0.5577671202836343,-0.48013222393395544,0.4704454658228283,-0.30321472163971,0.6860766622691455,-0.023787558146417066,0.2545088716246388,-0.10741582197143856,0.40249731656498017,-0.060187382963562214,0.0044750380097621865,0.5532636789335491,0.07231036968444661,-0.009669264199049737,0.40737611824918324,0.5107887107304717,0.18341279964949445,0.3072678106985074,0.3961542491848696,0.1680836805975995,0.010347876985660311,0.4576829664714218,-0.019823718461079044,0.36316979886631534,0.31315568511115865,0.14099639362680907,0.22011993882086747,0.3782323006433171,0.4873740012001629,0.16679110847047493,-0.02226474601363681,0.37874856719263844,0.43951710636452473,0.45888056435995067,0.17114960421880937,0.2670321518492803,-0.04893177361587503,0.31536133940051814,0.47090366301423836
Cuneus_L,0.21473284332327966,0.157837959904536,-0.1908842494627502,0.4762422534000385,1.0,-0.007707959667709831,0.7026831491858239,-0.18348306408399856,-0.04826344980227031,-0.39773391609062114,0.24375332166232344,0.5186016059178366,-0.1408030628706217,0.3757986267758143,-0.6925386829580377,0.04409798160507668,-0.09247862963668904,-0.3002576860816731,0.17316613254214408,-0.25755470728193003,-0.27720919847186776,0.9711744100852561,0.44182956996971173,0.30961507777982833,-0.15175627579086673,0.013186055099973887,-0.40745683873036853,0.040434446780774194,-0.06475561557323735,0.1310714823691453,0.058337196494611034,0.3191524267147483,-0.02862749211565569,-0.10403965387252292,0.9831256549645896,0.14875535790484434,-0.6252400418098766,-0.1295856258328158,0.7854617766949538,-0.038989464332062775,0.2341092474343869,0.12749529360211273,0.12740827529378412,-0.008451340558268884,-0.14463231626809797,-0.19873894888948293,-0.057882070578420854,0.40277986748617983,0.17870486059618337,0.6446329508947398,0.3571857565428839,-0.037808165945731484,0.541442000088958,-0.30402307296224784,0.3476380096700978,0.3676528657924374,0.3080337283443789,-0.3448479079633784,-0.7013369657641293,-0.3732429761242038,-0.47657372738368675,-0.1545776554668296,-0.3997343938440433,0.6047792677519637,-0.7785240740827115,0.06415730581777089,0.5898386535826923,-0.7641400643811254,0.37669776301698193,-0.5359755414441018,0.4259958768609596,-0.009656503475928299,0.4857907745330532,-0.004304348217331483,-0.1786202817488395,-0.1877412974993454,-0.33372922296431157,0.7410289208890787,-0.42381538761184917,-0.09735207716584146,-0.18367768309663576,0.005109793786467729,0.2354502596658782,0.07720074545554835,0.08370722691631678,-0.050773197185116685,0.0909409860665951,0.7900393690013711,-0.3981306510752862,0.2577811344473205,-0.06237323930368491,-0.47900607941696083,-0.18171114933711602,-0.22840868455433938,0.0947661422670871,-0.34229595597936313,-0.02892982080937759,0.24884511382137206,0.38606426696857493,0.2656709612145935,0.12285564303168639,0.16556959752015268,-0.31729529327132383,0.062072434352627555,0.01834214032104242
Cerebellum_Crus1_R,-0.14665943848665836,0.6414149171310337,0.24477094686822806,-0.011435005969013907,-0.007707959667709831,1.0,0.44972610403296204,0.4987515142762389,0.2554438873164819,-0.09057748957299377,0.8083379095326008,0.008344212097860496,0.8304546528405007,0.23665019780549637,0.4037804966278118,0.47431407007723986,0.5522015893359513,0.5913029407102117,0.22131529078393436,0.19363298959611416,0.07962281203089928,-0.009400142115293398,0.49271968810144945,0.06396645894606925,-0.2941390264082978,-0.007093821441881428,0.30589411189362087,0.5017132573955554,-0.271988886328311,-0.08528242428279248,0.4783377017823777,0.5248396925083081,0.6209311798076437,0.5449782866990968,0.010604192280778288,0.3624063732899189,0.15518369995437997,0.5164754726389433,0.2980800876847982,0.49196683648157497,0.012600529302066583,0.19625703517895024,-0.17990994126217957,-0.0061363713421058175,0.2961791119217496,-0.20744438461617254,0.5195413063481815,0.4048064636340378,-0.19284022494386918,0.0543770393705332,-0.2611580119247913,0.6552802946637949,0.5046813136098527,-0.2491008228320936,0.5436979046733024,-0.029973364661395736,-0.1725468170704262,-0.1610331051723886,0.1414384023753416,0.34835820695390396,0.38857028247158265,0.07593883717260447,-0.018882245212085196,0.4828841547073919,0.15883714626515344,0.7111642458836128,0.0484685349839109,0.2765250448490709,0.33297842224914775,0.507412719362104,0.3968612668786137,0.7452942980945315,0.6055783848271663,0.6715545264232792,0.04658335694867329,0.6068453586956902,-0.0670323664215651,0.12133233599405475,0.3023811681563054,0.801130255051802,0.19694812466862183,-0.040874080951807085,0.3901757566188061,0.3472294205163157,0.054423187550343484,0.024032740675932043,-0.08806282220041828,0.18821438777713262,0.47539903284594964,0.06093830945176917,0.2914032854654934,-0.2866595215907857,0.2945098280554763,-0.08329705271281149,-0.2909166252413769,-0.37565014629721677,0.5511954493596596,0.42366254019865074,0.008243539116336641,-0.12491870540012197,0.24207658151349315,-0.27245043339740826,-0.040246761882844345,0.4561313772740922,0.34766438073370554
Rolandic_Oper_R,-0.04081252847056871,0.46498946905574956,0.03799966839415097,0.3183606907131305,0.7026831491858239,0.44972610403296204,1.0,0.25711780528197264,0.09495175416096882,-0.3446687232286749,0.534995036990148,0.3721782731882011,0.32159174360128856,0.5154527840971688,-0.32917133218285904,0.29838360818781406,0.18479885757388365,0.2752985210999942,0.22775197248730064,-0.16239363605412277,-0.22370723235392162,0.5984850659095874,0.7832358475745984,0.24994043997110194,-0.44292300358248393,-0.024075796122758,-0.07674566894039754,0.5387501629184089,-0.36360644174385887,0.04523693466343853,0.23185384666624523,0.4582789122343572,0.21030898528489855,0.3942373306456088,0.6503159631915513,0.3978853402721316,-0.42747910894539837,0.03365855456689342,0.9231427974626769,0.1745544728150727,-0.07887026919391832,-0.0046096058804500194,-0.14468045120312972,-0.04802800831170827,-0.2644214747627115,-0.2464919833900703,0.29713073894364195,0.6098329889582441,0.05258864327444509,0.38057513306944263,0.043386574880183375,0.5302437383611275,0.9342284617651581,-0.5363349510834968,0.7547382688310759,0.37863064852757927,0.06295162109116788,-0.4457697201962652,-0.635142200764421,-0.030381796722392173,-0.13406341195342972,-0.09425874466311045,-0.2857137734013813,0.951198548974279,-0.4504873101438562,0.3881453145400449,0.5052605122498434,-0.539636106950373,0.31652242760146376,-0.008433841789671217,0.6582753231106457,0.48498496960074544,0.8939975285285756,0.46832263094010773,-0.17527073118495143,0.3147496974670329,-0.23266211958818772,0.5986014848977069,-0.15396601721158396,0.12208324098731295,-0.11165477426811382,-0.09160349401209383,0.3777691156408749,0.2803602482907823,-0.08396978027765757,-0.3321543833178911,-0.05197956295766398,0.8000878863664592,0.03600889684021186,0.11990853798156709,0.08210247338693062,-0.6056470235033742,0.031394688144238646,-0.3213872374011064,-0.21809683572237182,-0.5778247340833969,0.4001546067100425,0.43292366014317185,0.3153287312420458,-0.014873726440484236,0.30869546012811516,-0.07649173525931201,-0.26076826489853583,0.3102697296574247,0.19799928424499005
Thal_IL_R,0.18221541759945803,0.613599429112706,0.6683056949925236,-0.06465712809405727,-0.18348306408399856,0.4987515142762389,0.25711780528197264,1.0,0.35547743186652686,0.3288727343100657,0.41176238621873323,0.12616094289420116,0.6220603666896316,0.038377096647318684,0.5259764807999685,0.3865905538832333,0.45992983330174864,0.47200202625084103,0.341691078442369,0.542588654750926,0.3164529384405662,-0.1984616248930221,0.3364305303039518,0.4949145632012726,-0.12890893434644438,0.06664525229380687,0.42508595400457716,0.4590996117071112,0.03677017205640038,-0.003147421415687983,0.3770948024237458,-0.1224645838705422,0.4434208283074747,0.48627203583530365,-0.16534105455456874,-0.12520520869488108,0.013680937112428569,0.3854096911839355,0.1889343459910823,0.45579301533339006,-0.4098112172224336,-0.010459166863964274,0.2555700941411002,-0.12321401303593962,0.129222551967291,0.034476115641778264,0.6056731891055095,0.32391287388277207,-0.2219545463472254,-0.3555877690582726,-0.20588598261403276,0.5784592346241257,0.27147611582009534,0.21007996816652313,0.4098882729610938,-0.029017822678575094,0.0929079588547666,0.4068738861465826,0.2872133952660984,0.7210788465561848,0.6411112478794383,-0.3784615292278216,-0.10618575885954085,0.22941734817941775,0.3192722819719612,0.614499008724999,-0.00870140242905037,0.4000787812706806,0.2636610970087963,0.690119500249871,0.26730651528742655,0.7311544613591197,0.31017799326409373,0.5834689213386416,0.05520747840578445,0.5700445267450274,-0.24294693171780998,-0.08157347960829336,0.11366957634957285,0.3804336587786556,0.05044817715262011,0.07730362677910216,0.3501926644061754,0.04068244516067342,0.2630961909802147,-0.22560460669955534,-0.11904070553505518,0.015835242206724113,0.38638251103976123,0.07630241606711952,0.6515132315899997,0.041602828247023,0.21119732143118358,0.144172127551561,0.0809053599793655,-0.22462869888135648,0.5872753725539054,0.23217938747265832,-0.32530605066508556,-0.3683509117934121,0.15004125226287815,-0.11062489183744321,-0.4438528555336945,0.44869360527055463,0.216758705152999
Temporal_Pole_Mid_R,0.2123109506515341,0.6254794601284243,0.3984004588936325,0.5286872441395468,-0.04826344980227031,0.2554438873164819,0.09495175416096882,0.35547743186652686,1.0,0.18957876116094455,0.3062257638762202,0.36495582353876477,0.4328172480057349,0.15707283023697022,0.2547110196605419,-0.1397700954663457,0.5766507093033723,0.09181365435596586,0.08949496820385065,0.5282241067443725,0.49786250061601783,-0.05892450126471994,0.05075524813426363,0.32548842800015965,0.1695370690761582,0.6458549123448627,0.5520016337048668,0.4315036591522163,0.1946536855763038,0.0408172702181832,0.24686308289305728,-0.19705563229640802,0.6844548146900348,0.12800232797616898,-0.03132260152530311,-0.08639725667604674,0.3445581055274435,0.5183151766213816,0.1376728346836831,0.5912305165256752,0.053966984261494315,0.09282630174434613,0.32309477094752725,0.5075266230467783,0.16979661230740248,0.28422545252469894,0.24884178409262145,0.08238586500097637,0.30110094425405715,0.09457486855692751,0.20052482443854217,0.2398100671309436,0.0559831805295298,0.2621008242547293,0.1155068062145254,0.13664458587975944,0.42717116421255397,0.34777428592466814,0.23162227334153304,0.5407671055418556,0.5076710562165322,0.14705901153239248,0.17133589662044954,0.14433749616929142,0.2521196999302465,0.4307866011089301,0.3173403228640517,0.10529780434392758,0.507620522808068,0.23619569831966214,0.6126766066386613,0.3792391554780566,0.24265953555512873,0.20234455683514355,0.5325058294587015,0.2992921452893047,0.058410972208581616,0.15313222368622764,0.2724434011719235,0.23104089284200263,0.4957451326272895,0.5044047100955532,0.17550319723865085,0.3785474630001775,0.3554837510788907,0.1626045828888108,-0.06819198502065676,0.10040334472762567,0.26502706065747345,0.14844423132278556,0.6329147823174466,0.30166135279991985,0.3803595818574112,0.5357838081528352,0.36652472439411626,0.1428903739827081,0.21097312592807452,0.39635101885828783,0.04598401657898573,0.18430753746733494,0.08046452964033032,0.0924362799114084,-0.07237142067347183,0.5545510312947981,0.5129490934621777
Postcentral_L,0.09793176178280497,0.15059813713709178,0.2828664297114208,-0.16248358441527394,-0.39773391609062114,-0.09057748957299377,-0.3446687232286749,0.3288727343100657,0.18957876116094455,1.0,0.016369845014460517,-0.11601594743941028,0.16406879625701629,-0.08328991317868986,0.48672402779466595,-0.049736532477371934,0.16964092445158135,0.06631769626164159,0.03169963825689368,0.27792118727612913,0.1964542837852034,-0.35983157122067755,-0.12981542844691182,0.14671834394919767,0.02194330407218467,-0.018844979558901877,0.22526847106200037,0.04586151732682824,0.234421309376226,-0.08823066311531137,-0.08589868432634487,-0.45732316359328756,0.17888142149442246,0.1816730527357782,-0.3993637789700425,-0.34696832668323774,0.12265222801968927,-0.02461450274432133,-0.3617095847813691,0.07311497379095294,-0.2872208518510728,-0.11635266240403021,0.2062065625227191,-0.12523862559728802,0.03127824878972036,0.11451206474557171,0.1768946839200048,7.265707404630769e-05,-0.13050737721204267,-0.43193014830120874,-0.20180379101179305,0.12661068095444405,-0.2857358006753102,0.23861350601583112,-0.0649274518771193,-0.17183833340844756,-0.011444231531143793,0.37575105359255656,0.46588516225678517,0.30362230024470127,0.39821366303720634,-0.23051102511087115,-0.0049219975497068625,-0.34880091197743435,0.3905352334239464,0.18319378916734158,-0.1746845480385785,0.48712899248693337,-0.07559360187978051,0.31655297553687095,-0.1849540596791766,0.139890528279938,-0.27051622768568073,0.14819614125133776,0.057860566254664986,0.1558753278384164,-0.007847928309850748,-0.3941822658131534,-0.05556028468717108,-0.08624079946696478,0.04271221116497675,0.09675915256515502,-0.12032792981580112,-0.12980440350304204,0.14301588582305144,-0.06240160052926036,0.1613231083099143,-0.4254419144756661,0.17772144102851986,-0.0020571874098805325,0.3057769548595723,0.2093344234128847,0.10433546125748304,0.2697352671012598,0.25980231456910985,-0.0013083312755100098,0.05686463919836126,-0.02112457549339904,-0.4851395289961495,-0.15058700778093967,-0.03337697910578041,-0.07226926071987999,-0.18858752822112,0.033619225047137324,-0.16396590275613246
