,Olfactory_L,Lingual_L,Frontal_Inf_Tri_R,Fusiform_R,Temporal_Pole_Sup_L,Temporal_Pole_Mid_R,Cerebellum_Crus1_L,Amygdala_R,Temporal_Inf_R,Red_N_R,Calcarine_R,VTA_L,Angular_R,Heschl_R,Precuneus_R,Occipital_Inf_R,Precentral_L,Thal_LGN_L,Rolandic_Oper_R,Cerebellum_8_L,Cingulate_Mid_R,Cerebellum_10_L,Putamen_L,Temporal_Sup_R,OFCpost_R,Frontal_Inf_Oper_L,Heschl_L,SN_pr_R,Cingulate_Post_L,SN_pr_L,LC_R,ACC_sup_R,Parietal_Inf_L,Cerebellum_4_5_L,Vermis_7,Cerebellum_3_L,Thal_LP_L,Thal_PuI_L,Thal_PuI_R,Hippocampus_L
Calcarine_R,0.05100383265452856,0.7819789309780907,0.3254498446915305,0.47325009951848857,0.05468907440096286,0.05075524813426363,0.6381275608189367,-0.07095293387100539,0.4810480326383,-0.19453150099792277,1.0,0.36034806508123757,0.2133240600944498,0.9265716437214654,0.9588010325076969,0.42886653744292874,0.4053881064556579,-0.4568330291249676,0.7832358475745984,0.026418212715526596,-0.15928551266234753,-0.3670378636946171,0.2002416977923267,0.8500079029049645,0.08051542743030107,-0.20753794404338147,0.30756209322466677,0.5073683452712464,0.7514771673244353,0.6303593508970082,-0.31723090717813485,0.09219597037481786,-0.20066941824367446,0.6045995633304889,0.2984153439763415,0.12230870369778431,0.03752423622182112,-0.4627652091746161,-0.6432165385654534,0.2943021476100013
VTA_L,0.22339679248502936,0.46540656320913193,-0.10048327795495839,0.3732065294738787,0.07141957141274595,0.22444634051528384,0.396248789340462,-0.3096889668600606,0.25271867952749805,-0.4752680118462995,0.36034806508123757,1.0,-0.11714474998795786,0.2714963909934291,0.3527599616218867,0.07534235044952596,-0.05225699539282878,-0.2152182718932225,0.15016132659918005,0.09289053288071907,0.2961672044999603,-0.21355891227281212,0.3420885705739152,0.17554136468493847,-0.10809089228723383,0.4221377776503168,0.3956998467418191,0.6567719596711777,0.41971679018732816,0.7626529079705001,0.027392766627236474,0.4890706608946008,-0.1078490606387935,0.2965951024868917,0.36456530914519564,0.3642038191329685,0.19575736431298482,-0.10129943675487625,0.05650090935315477,0.29402619110065387
Angular_R,0.1125945310180542,0.009786699635900868,0.35832276347833103,0.23105287088529292,0.06427630820880809,0.13664458587975944,0.06859069503437738,0.21288648336925717,0.11863519474877676,0.3273328788355106,0.2133240600944498,-0.11714474998795786,1.0,0.3163980507681969,0.1996652316578613,0.10394115776238994,0.27529872144070094,0.14922395161225485,0.37863064852757927,0.1789382354809552,-0.06406603438019436,0.14348225139957507,0.2217690228550407,0.37306203556015277,0.32991140681767517,-0.41073973675975595,-0.2604701529451117,-0.10220925041488871,0.009733203694557794,8.34751799931464e-05,-0.051859282074248406,-0.1132485794997338,0.19850483970930288,0.262845430779489,-0.09853965490287239,0.047159852083203675,0.1792719747224243,0.085309189637178,-0.11709637245528311,0.06647320839569579
Heschl_R,-0.0024787680186101916,0.6506491417429817,0.5734248992604267,0.46874469862977325,-0.026651355404918853,0.0559831805295298,0.5925756848712194,-0.06018038630419227,0.4592101192416957,-0.10592073621365627,0.9265716437214654,0.2714963909934291,0.3163980507681969,1.0,0.8967699214205813,0.49413672293600236,0.48462395964452715,-0.4056453297993445,0.9342284617651581,0.12941351202421278,-0.10197969219687934,-0.2570314130887076,0.16730396858569146,0.9640998998787438,0.18438795630043217,-0.39915852271759195,0.12289840971591066,0.3983304881169483,0.6189408591962458,0.5419381823368101,-0.41041507196011023,-0.047046202309289485,-0.07732738264621494,0.566540381976141,0.2884139428067311,0.018082778384662775,0.0733320194340178,-0.3874579675890809,-0.672241211257219,0.18874447278278844
Precuneus_R,0.03715641447324604,0.8661936521192082,0.25882922933201824,0.5811532404757872,0.104868944157067,0.1155068062145254,0.6538732778559355,-0.09093172851511955,0.5633802978995506,-0.17445976753179326,0.9588010325076969,0.3527599616218867,0.1996652316578613,0.8967699214205813,1.0,0.3757548857665215,0.3643915775556518,-0.3961049752393977,0.7547382688310759,0.06404587994156917,-0.1305709328226781,-0.3694833001618118,0.2598924297173987,0.8233503132807252,0.07135855635177678,-0.12817504501934543,0.37281360699986243,0.6054747782008822,0.8139415905867929,0.638662202721405,-0.32384535719926294,0.22799215992826727,-0.17394564788146755,0.6557307916922449,0.2975854818261808,0.23978388990946178,0.0028180471922603805,-0.4102710012595039,-0.566491234822383,0.38783633996962513
Occipital_Inf_R,-0.17792479637580638,0.26965947615006286,0.367277010516531,0.056442139928888066,-0.038491317279768934,-0.19705563229640802,0.5225953372290657,-0.007179439866816157,0.22916588835553497,-0.005141797805830398,0.42886653744292874,0.07534235044952596,0.10394115776238994,0.49413672293600236,0.3757548857665215,1.0,0.2908562537859071,-0.4601050886269135,0.4582789122343572,0.0864174177299986,0.004473622490982052,-0.18981896850361776,-0.004008297366020623,0.4903768780861504,-0.02813377427301965,-0.15428907154930918,0.19067184954437763,0.09682036200803477,0.17645827021987484,0.23399705170821639,-0.2883335026434228,-0.28441712190185114,0.05420752148702594,0.14918848335280657,0.42288973786627604,-0.21002593314279783,-0.14667616565857336,-0.4289201153899462,-0.4517114639945129,0.10631082811523217
Precentral_L,0.04976785923390442,0.2594551075786234,0.41805845012287673,0.2818919212986693,0.08475117053978633,0.15707283023697022,0.43896192729332845,0.23094376333657649,0.28453167076746905,0.2619922568874697,0.4053881064556579,-0.05225699539282878,0.27529872144070094,0.48462395964452715,0.3643915775556518,0.2908562537859071,1.0,-0.0003360307850726802,0.5154527840971688,0.16407204101853706,-0.029467189151594474,0.05485496385028062,0.15765540950101076,0.537030750556741,0.2953700731157127,-0.31618515713626616,-0.05990144804458174,-0.015084307477509225,0.25103154063737826,0.07873838064654715,-0.22667560476904303,-0.12268709622996021,0.22714056610979544,0.40218510893406056,0.10074493215389653,0.012680468131014314,0.21878609228572088,-0.11284174354317414,-0.3477727995702508,0.09657252426487226
Thal_LGN_L,0.23905544345269567,-0.3371678413373846,0.04481878654747633,0.22706504604447109,0.14428110420046483,0.36652472439411626,-0.145239190564202,0.24047151116383206,-0.1071906827995899,0.4780954879456174,-0.4568330291249676,-0.2152182718932225,0.14922395161225485,-0.4056453297993445,-0.3961049752393977,-0.4601050886269135,-0.0003360307850726802,1.0,-0.21809683572237182,0.4270659965959802,0.18145348982455886,0.6906438457697438,0.2081852641972066,-0.2920295172227025,0.4873740012001629,-0.16188775468473418,-0.5773124316624753,-0.2384078486114449,-0.3979868482617149,-0.3477419188671144,0.33253041807123634,0.0965938241490624,0.45289503053075075,0.16157476604124607,-0.25922484238976895,0.43019925873108594,0.4545179150968488,0.8315016335644158,0.652630112320072,0.025433751192967785
Rolandic_Oper_R,-0.024075796122758,0.46832263094010773,0.8000878863664592,0.46498946905574956,-0.11165477426811382,0.09495175416096882,0.534995036990148,-0.0659188693255175,0.3687720244973163,-0.014873726440484236,0.7832358475745984,0.15016132659918005,0.37863064852757927,0.9342284617651581,0.7547382688310759,0.4582789122343572,0.5154527840971688,-0.21809683572237182,1.0,0.31652242760146376,0.04022785530527824,-0.00521159250418984,0.11755522539711914,0.951198548974279,0.3183606907131305,-0.539636106950373,-0.16487975037682673,0.27298531562289985,0.3942373306456088,0.4001546067100425,-0.44292300358248393,-0.13406341195342972,0.11990853798156709,0.5223736244607312,0.29838360818781406,-0.015249795810555456,0.24994043997110194,-0.14468045120312972,-0.5363349510834968,0.031394688144238646
Cerebellum_8_L,0.21741456289461963,0.057022140266992045,0.48643977895874274,0.5383444991378347,0.1493928940255993,0.507620522808068,0.3942862555774224,0.11378266943684559,0.3516423625509869,0.25602310149643126,0.026418212715526596,0.09289053288071907,0.1789382354809552,0.12941351202421278,0.06404587994156917,0.0864174177299986,0.16407204101853706,0.4270659965959802,0.31652242760146376,1.0,0.377538529289978,0.6359062906188131,0.29801465725387505,0.23858343132686935,0.4704454658228283,-0.17692345120395164,-0.3805436290838857,0.12154111747153477,-0.12706764000005583,0.09040766109878164,0.05184074353451891,0.1060804004071893,0.44856818283105554,0.4134402885748462,0.05593107891952835,0.43844176841934357,0.44288530246608454,0.4807202962999376,0.2941786035843379,0.1740267294050049
Cingulate_Mid_R,-0.06268763534374823,-0.013228650726595221,0.25371216456133916,0.2389970679498698,-0.20637347145986323,0.2406177341451519,0.22863286680647948,-0.49065577888198697,0.10496085095672979,-0.26172029600703794,-0.15928551266234753,0.2961672044999603,-0.06406603438019436,-0.10197969219687934,-0.1305709328226781,0.004473622490982052,-0.029467189151594474,0.18145348982455886,0.04022785530527824,0.377538529289978,1.0,0.47027595067041456,0.15608798597452486,-0.12271287816759775,-0.03917550884666194,0.45309522767370963,-0.13116509894107892,0.32980764862224526,-0.08056484586377585,0.14527011614659505,-0.09611798957893132,0.31198082193044857,0.3607695635325207,0.06606657288973099,0.2575248940088146,0.21212249241738992,0.5055624255957548,0.44008047038797343,0.32652309090275206,-0.304609753799634
Cerebellum_10_L,0.23371719723569154,-0.39610722227236395,0.3935606258219018,0.22341860096212424,0.02816832163335052,0.4249247322990097,0.0006553204763215926,0.09000206397368705,0.010680516582149973,0.3358137043595815,-0.3670378636946171,-0.21355891227281212,0.14348225139957507,-0.2570314130887076,-0.3694833001618118,-0.18981896850361776,0.05485496385028062,0.6906438457697438,-0.00521159250418984,0.6359062906188131,0.47027595067041456,1.0,0.14710175839746392,-0.13237237159720067,0.4633484413800405,-0.19680241133141363,-0.7071376769391385,-0.20066768595162526,-0.5084997066353112,-0.29790261195285483,0.09590183624756796,0.005675157474893883,0.49445612350312046,0.09449448641816963,-0.049546021986920756,0.23381157597569394,0.5645432835628997,0.7705585399556905,0.4977599665143732,-0.25162062604229984
Putamen_L,0.6770189538599951,0.3428429546138984,-0.02446307722598417,0.6158937132577638,0.6672832933642341,0.558749202248574,0.4054097041209469,0.27780708068645626,0.46565094258786927,0.2616023851657685,0.2002416977923267,0.3420885705739152,0.2217690228550407,0.16730396858569146,0.2598924297173987,-0.004008297366020623,0.15765540950101076,0.2081852641972066,0.11755522539711914,0.29801465725387505,0.15608798597452486,0.14710175839746392,1.0,0.20725455057277506,0.4408008504802085,0.20939315365852795,0.174040493408392,0.3834400909934365,0.2567404241738224,0.4851906954973046,0.22264019817622208,0.5372779595119676,0.061286468443102315,0.5314262068191904,0.054128264215775115,0.594396982780268,0.10893871338096275,0.12567415624885853,0.16881873406614406,0.6347129669143916
Temporal_Sup_R,0.06338388509877112,0.5830002481308895,0.656482335785669,0.5121402607588932,0.04013894078102203,0.14433749616929142,0.5771325390198478,0.11131150478918572,0.4978853780111606,0.06902261289560849,0.8500079029049645,0.17554136468493847,0.37306203556015277,0.9640998998787438,0.8233503132807252,0.4903768780861504,0.537030750556741,-0.2920295172227025,0.951198548974279,0.23858343132686935,-0.12271287816759775,-0.13237237159720067,0.20725455057277506,1.0,0.2996666729899458,-0.5026842841388948,0.013215533538856164,0.2635304129417757,0.5279137604697195,0.4624180220871455,-0.36464412530668433,-0.06521444459203796,-2.1286921628042362e-05,0.6106724040678061,0.26713483336408356,0.03399986076813683,0.11138987392506915,-0.2940276998939092,-0.6181746494143555,0.21163630204489026
OFCpost_R,0.5933141770455461,-0.10741582197143856,0.4576829664714218,0.3677539223180077,0.40737611824918324,0.5286872441395468,0.17767731786154006,0.45798467637353785,0.16454516259387228,0.45888056435995067,0.08051542743030107,-0.10809089228723383,0.32991140681767517,0.18438795630043217,0.07135855635177678,-0.02813377427301965,0.2953700731157127,0.4873740012001629,0.3183606907131305,0.4704454658228283,-0.03917550884666194,0.4633484413800405,0.4408008504802085,0.2996666729899458,1.0,-0.48013222393395544,-0.47431401289289143,-0.12424749818275165,-0.1444366207295446,-0.02226474601363681,0.16235737518966767,-0.0045931150926361766,0.36316979886631534,0.3094571270725202,-0.12081743327638633,0.2635470416143347,0.29116954594983874,0.35683050396034127,0.12663468021659732,0.22011993882086747
Frontal_Inf_Oper_L,-0.0038846809350385923,0.23162530533043255,-0.6356828058435897,0.04950886734452487,0.14770424699468543,0.10529780434392758,0.10238418825789505,-0.324234010495378,0.17126205050504398,-0.4058373517911511,-0.20753794404338147,0.4221377776503168,-0.41073973675975595,-0.39915852271759195,-0.12817504501934543,-0.15428907154930918,-0.31618515713626616,-0.16188775468473418,-0.539636106950373,-0.17692345120395164,0.45309522767370963,-0.19680241133141363,0.20939315365852795,-0.5026842841388948,-0.48013222393395544,1.0,0.6579168121003681,0.4901299807825459,0.2534922791305663,0.2712178765052474,0.10850636979144056,0.6086025891123149,-0.14969918612555932,-0.0902926796542695,0.15725028662892845,0.2985993699114614,-0.0927392842435952,-0.09925544970566172,0.2865022954550073,0.18429623964487937
Heschl_L,-0.050989232392685914,0.6100691568820785,-0.5842790611544605,0.1053116257564178,0.2845124122488966,-0.04198516469519914,0.3187868188814532,-0.07500652535644411,0.4021825110726064,-0.3286212149156391,0.30756209322466677,0.3956998467418191,-0.2604701529451117,0.12289840971591066,0.37281360699986243,0.19067184954437763,-0.05990144804458174,-0.5773124316624753,-0.16487975037682673,-0.3805436290838857,-0.13116509894107892,-0.7071376769391385,0.174040493408392,0.013215533538856164,-0.47431401289289143,0.6579168121003681,1.0,0.5188194222543259,0.6795562749246755,0.44706598230936156,-0.07338651259069082,0.436398771454471,-0.4488723316645766,0.09964581680895417,0.19992237319328224,0.17458712383458333,-0.48693439685675344,-0.6775113564358315,-0.2925075808677661,0.5111095066783604
SN_pr_R,0.12164219751353793,0.719336151761178,-0.11718595735194737,0.5707556053624993,0.1850971050272282,0.3050286478937297,0.534162096559912,-0.4715962230622245,0.5486353778625048,-0.4800805953940035,0.5073683452712464,0.6567719596711777,-0.10220925041488871,0.3983304881169483,0.6054747782008822,0.09682036200803477,-0.015084307477509225,-0.2384078486114449,0.27298531562289985,0.12154111747153477,0.32980764862224526,-0.20066768595162526,0.3834400909934365,0.2635304129417757,-0.12424749818275165,0.4901299807825459,0.5188194222543259,1.0,0.63177992451983,0.6580369880151884,-0.2653162180210284,0.6454274915556765,-0.10960368385405947,0.38435283925702957,0.346100967697992,0.484069879758325,0.05080504962400385,-0.144013835777896,-0.06632638483569066,0.38396511688212337
Cingulate_Post_L,-0.004296607089141733,0.8992282296573968,-0.14407217894669744,0.5353027207504838,0.21928152673810972,0.12800232797616898,0.5663925744726992,-0.0677037924073536,0.6482983857727976,-0.20163769611004959,0.7514771673244353,0.41971679018732816,0.009733203694557794,0.6189408591962458,0.8139415905867929,0.17645827021987484,0.25103154063737826,-0.3979868482617149,0.3942373306456088,-0.12706764000005583,-0.08056484586377585,-0.5084997066353112,0.2567404241738224,0.5279137604697195,-0.1444366207295446,0.2534922791305663,0.6795562749246755,0.63177992451983,1.0,0.5725967455265941,-0.17840569460627895,0.4680288117282935,-0.35987354199565696,0.5913858555450076,0.1760338619683516,0.36570151578927923,-0.11653180323848021,-0.4480023418449515,-0.4362115925142921,0.41305302465612126
SN_pr_L,0.23746116744171744,0.6506886070083325,0.04652006944559791,0.5020970378396055,0.15587858452172748,0.21097312592807452,0.574871004969536,-0.16647970330609016,0.3910895079947181,-0.36492107177179417,0.6303593508970082,0.7626529079705001,8.34751799931464e-05,0.5419381823368101,0.638662202721405,0.23399705170821639,0.07873838064654715,-0.3477419188671144,0.4001546067100425,0.09040766109878164,0.14527011614659505,-0.29790261195285483,0.4851906954973046,0.4624180220871455,-0.02226474601363681,0.2712178765052474,0.44706598230936156,0.6580369880151884,0.5725967455265941,1.0,-0.09420595801176437,0.40952362127709646,-0.15518772596414007,0.4950999440421541,0.4303982916245798,0.35318204479912174,0.08145652380477685,-0.25846462395691006,-0.2244556030793827,0.4679015178535385
LC_R,0.36909829130732097,-0.21116198319094556,-0.33877733428396645,0.02758583081055008,0.3377108333745003,0.1695370690761582,-0.21147216551946663,0.39960394321169296,-0.0817558476426399,0.34974616851472856,-0.31723090717813485,0.027392766627236474,-0.051859282074248406,-0.41041507196011023,-0.32384535719926294,-0.2883335026434228,-0.22667560476904303,0.33253041807123634,-0.44292300358248393,0.05184074353451891,-0.09611798957893132,0.09590183624756796,0.22264019817622208,-0.36464412530668433,0.16235737518966767,0.10850636979144056,-0.07338651259069082,-0.2653162180210284,-0.17840569460627895,-0.09420595801176437,1.0,0.15476208937580394,0.066351093512637,0.03550939132647846,-0.41532269127425386,0.28598018755542837,0.04679982775708391,0.24608279946080153,0.5120222240959865,0.24204017780254164
ACC_sup_R,0.38474092637054663,0.5010020488169398,-0.39078712186553716,0.5867644819975022,0.4638997808617951,0.5076710562165322,0.24383466108341695,-0.03410688002980064,0.541672025753901,-0.11294809181148659,0.09219597037481786,0.4890706608946008,-0.1132485794997338,-0.047046202309289485,0.22799215992826727,-0.28441712190185114,-0.12268709622996021,0.0965938241490624,-0.13406341195342972,0.1060804004071893,0.31198082193044857,0.005675157474893883,0.5372779595119676,-0.06521444459203796,-0.0045931150926361766,0.6086025891123149,0.436398771454471,0.6454274915556765,0.4680288117282935,0.40952362127709646,0.15476208937580394,1.0,-0.10931825430081384,0.39243716357877656,0.08833915448588295,0.6588271156698433,0.07307008656898138,0.13775253052803077,0.28581198963993537,0.4369293298206149
Parietal_Inf_L,0.011619283110636161,-0.22224221657670398,0.39511847540807155,0.15958503586651593,-0.052120741204447485,0.14844423132278556,0.08948263912165415,0.050439256219885695,-0.03944752592630679,0.2188277474866477,-0.20066941824367446,-0.1078490606387935,0.19850483970930288,-0.07732738264621494,-0.17394564788146755,0.05420752148702594,0.22714056610979544,0.45289503053075075,0.11990853798156709,0.44856818283105554,0.3607695635325207,0.49445612350312046,0.061286468443102315,-2.1286921628042362e-05,0.36316979886631534,-0.14969918612555932,-0.4488723316645766,-0.10960368385405947,-0.35987354199565696,-0.15518772596414007,0.066351093512637,-0.10931825430081384,1.0,0.0692457915782235,0.18756372199757343,0.08641370686236438,0.4919555896183636,0.4459277734531574,0.31765564194508816,-0.07580767758273879
Cerebellum_4_5_L,0.1909838050056645,0.7311803238290089,0.18770596439326181,0.8756172104470901,0.25101862069529873,0.39390657196398216,0.6757401411659967,0.23880866171380677,0.6799463952688714,0.31615570562534623,0.6045995633304889,0.2965951024868917,0.262845430779489,0.566540381976141,0.6557307916922449,0.14918848335280657,0.40218510893406056,0.16157476604124607,0.5223736244607312,0.4134402885748462,0.06606657288973099,0.09449448641816963,0.5314262068191904,0.6106724040678061,0.3094571270725202,-0.0902926796542695,0.09964581680895417,0.38435283925702957,0.5913858555450076,0.4950999440421541,0.03550939132647846,0.39243716357877656,0.0692457915782235,1.0,0.08097821192374607,0.6461304963286535,0.28123926452643266,0.09635690504451834,-0.13793804633755244,0.4859073956093268
Vermis_7,-0.15764924160056273,0.3212062203395312,0.20765470662583535,0.09067627248437891,-0.1121469409156299,-0.1397700954663457,0.4209829004159577,-0.3635685774266818,0.0625340027486563,-0.38365987565376525,0.2984153439763415,0.36456530914519564,-0.09853965490287239,0.2884139428067311,0.2975854818261808,0.42288973786627604,0.10074493215389653,-0.25922484238976895,0.29838360818781406,0.05593107891952835,0.2575248940088146,-0.049546021986920756,0.054128264215775115,0.26713483336408356,-0.12081743327638633,0.15725028662892845,0.19992237319328224,0.346100967697992,0.1760338619683516,0.4303982916245798,-0.41532269127425386,0.08833915448588295,0.18756372199757343,0.08097821192374607,1.0,-2.641858227649237e-08,0.14710196943272658,-0.1311343317774558,-0.1744892858526277,0.061929866304915926
