,Angular_L,Amygdala_R,Thal_AV_R,Angular_R,Heschl_L,OFClat_R,Vermis_10,SupraMarginal_R,Thal_Re_L,Frontal_Sup_2_R,Fusiform_L,Cingulate_Mid_L,Cuneus_L,Cuneus_R,Thal_LGN_R,Cerebellum_6_L,Postcentral_L,Thal_MGN_L,Thal_LP_R,Cerebellum_Crus1_L,Thal_VA_L,Thal_AV_L,Cerebellum_9_L,Cerebellum_7b_R,N_Acc_R,Occipital_Sup_R,Temporal_Sup_L,Red_N_R,Cerebellum_Crus2_L,Cingulate_Post_L,Frontal_Med_Orb_L,ACC_sub_R,Cingulate_Mid_R,Thal_PuI_R,OFCpost_L,Putamen_L,Rolandic_Oper_L,ACC_sup_L,Cerebellum_4_5_L,Rectus_R,Cingulate_Post_R,Temporal_Pole_Sup_R,Temporal_Inf_R,Precentral_L,Heschl_R,Frontal_Inf_Oper_L,ACC_pre_L,LC_L,Frontal_Inf_Orb_2_R,Thal_IL_L,Cerebellum_8_R,Cerebellum_Crus2_R,ACC_sub_L,Thal_PuL_R,Thal_MDl_R,Cerebellum_9_R,OFCant_L,Frontal_Sup_Medial_L,Frontal_Inf_Oper_R,Fusiform_R,Lingual_R,OFCmed_R,Amygdala_L,Hippocampus_R,Frontal_Inf_Orb_2_L,VTA_R,Cerebellum_6_R,Thal_LGN_L,Raphe_M,Temporal_Sup_R,N_Acc_L,Temporal_Inf_L,Thal_VL_R,Frontal_Mid_2_L,Calcarine_L,ACC_pre_R,Temporal_Pole_Mid_R,Lingual_L,Occipital_Mid_L,Caudate_R,VTA_L,Thal_PuA_R,Hippocampus_L,OFCpost_R,Vermis_3,Thal_VPL_L,Thal_PuA_L,Occipital_Sup_L,Temporal_Pole_Mid_L,Thal_PuM_R
Angular_L,1.0,0.15898421240147187,0.07616654633742383,0.054962044834288126,0.05086458331830019,0.06159681704427921,0.08655075162864925,0.11160756812328648,-0.014006270126559535,-0.04083518867736662,0.13165189384985623,-0.003296287467630868,0.1310714823691453,0.15428425241854601,-0.10870982425305752,0.08225046933866952,-0.08823066311531137,0.09140583515892,-0.1676479003276796,0.06486855238098153,0.019788532836344033,-0.0029876962428457146,0.12138640670390963,-0.22803722151511907,0.06468330033289599,0.13675826890658394,0.051339843685680606,0.1369505350139864,-0.14441578918760287,0.1693730990757169,0.08933931284732206,0.21436588584982075,-0.10854079736824548,0.0285451326248074,0.08610946349582102,0.04796159639434117,-0.011135832008009505,0.14971741632024851,0.23258648243296842,0.2265320049935882,-0.0008037620771573678,0.049678686981725485,0.05120245903992617,0.0913521364623298,0.08743792545341096,-0.04770594291745249,0.14166595630987802,0.20602986519622724,0.1305797138729673,0.10913297937342226,-0.1427094851330932,-0.21632951091659477,-0.05754984286014678,-0.2910555347239372,-0.11346490837147927,0.1305433598151084,-0.014556363816914861,-0.09033131762757277,0.013953773842544669,0.09422151178948923,0.14472671699065334,0.1743555812506828,-0.025967773483289547,0.06498808221841076,0.1338238391796039,0.02586902697238093,0.03976243815991282,0.01964241267351343,0.20264030089805568,0.10181923167013335,-0.017219982252466435,0.047382356296920745,0.06961366521610454,-0.05931534906601003,0.2821191676957368,0.03228164142392309,0.0408172702181832,0.18113380747653446,0.15869317549361525,-0.029912708617890388,0.038674757614833105,-0.0189315248732444,0.11360564803506917,0.12282447896543484,0.20273734731341694,-0.039573799743180094,-0.03833263565414359,0.1597236412090639,0.027395221494951823,-0.04272187146466053
Amygdala_R,0.15898421240147187,1.0,0.23946122720559196,0.21288648336925717,-0.07500652535644411,-0.015067631457666405,0.08594432478923908,-0.03112045141721928,0.12482623906580521,0.26117578866654945,-0.003982927976478835,-0.43841425201771633,0.13045594648962205,0.11012497233907151,-0.17641501859366848,-0.09260776111002107,-0.17703127528448792,0.40617361226580306,0.30628367177893795,-0.020611480671945005,0.41820760287413083,0.0563409317618359,0.14921965169912635,-0.2412214521308458,-0.01983371238356761,0.14563895511331396,-0.1388722521379073,0.7153827775020134,-0.09756838294808486,-0.0677037924073536,0.5850666519634264,0.4164387128989758,-0.49065577888198697,0.011993151898601957,0.30563869135668864,0.27780708068645626,-0.2533421860254762,0.12566976811924965,0.23880866171380677,0.5516889406796861,-0.48645953073779546,0.2368329228878632,0.23572860575620216,0.23094376333657649,-0.06018038630419227,-0.324234010495378,0.20399234124709278,-0.0433071261470349,0.17895272543727,-0.05051312906098474,0.005189910903309461,-0.2617297090278084,-0.3181518525760258,0.07449287210755683,-0.08895228233588628,0.1828738951188297,0.34733039793228576,0.1353283882693663,-0.02073383856951148,0.14883314884831267,-0.1271972981682281,0.4600185655552307,0.32915559456236265,0.4231339346061862,0.5138328667798415,-0.24286148609244512,-0.047125705772922126,0.24047151116383206,0.3028677421904255,0.11131150478918572,-0.2924959648574198,0.09301459423236653,0.43136987970316837,-0.02173243271814501,-0.05349501580384914,0.13748065880595964,0.3002433220814215,-0.10419836120195389,0.13995741547013268,0.09094429159615633,-0.3096889668600606,0.24151383740729482,0.43323790766819237,0.45798467637353785,0.11688177861102686,0.34638434880147473,-0.3289465107200658,0.14665317368925346,0.29332712468145794,0.1564608910647023
Thal_AV_R,0.07616654633742383,0.23946122720559196,1.0,0.16923500869497812,0.4553985581843392,-0.009582208741530705,0.30191442710844324,-0.11404410511282752,-0.6898468662328212,0.2164387225665346,0.36084458379817236,-0.014375038524875212,0.14875535790484434,0.1156466671840175,-0.46783545617610184,0.04140329152892719,-0.34696832668323774,-0.21433240332993797,-0.28589694851791697,0.4364247599756248,0.22535958931239475,0.7851746583806014,0.15825015794124503,-0.3911563010141066,0.21948787990447113,0.14344341511472855,0.2204182255494824,0.03165494108795934,0.07109987018642903,0.4117661312093774,0.6864290808961164,0.30041908983842075,-0.2963666895046194,-0.5790324242727761,0.30719251239472967,0.3132167911339452,0.11768694762999234,-0.299094661140401,0.24538065795461325,0.30463225915281517,0.11942282306049203,0.25239745023530213,0.29212145412046936,0.2521485050741286,0.5774842717987756,-0.08615742106776135,-0.1764711354757792,0.013671391881668278,-0.07075969365178159,-0.2952062165051729,-0.43729865608105467,0.022932835662257657,0.10950690907153386,0.38824328406828884,-0.6488364443155188,0.10370986851145686,0.5630351101006913,0.0697798220391747,0.1949479569750685,0.13246774422577393,0.43042481988137926,0.3492921260594158,-0.16584379783754427,-0.1370496819398552,0.4187075337960471,0.22421804944890006,0.29707472802463497,-0.5319868359507386,-0.2655883634786258,0.5531482073433219,0.22027882093016946,0.17332258467012557,0.3214270903780274,-0.19947194599914927,0.47233763751677366,-0.1542522972104648,-0.08639725667604674,0.3878066341145881,0.10357841530448507,0.151639058525327,0.2455172759657731,-0.24815613154462943,0.49551719426818003,0.08023796789537185,0.4552548262789559,-0.17189527960522116,-0.40374124673622375,0.12616420045841278,0.19401863653716264,-0.3763902722350721
Angular_R,0.054962044834288126,0.21288648336925717,0.16923500869497812,1.0,-0.2604701529451117,-0.282475376167237,0.05620226927192111,0.1984793093859993,0.040017897826979676,0.28642403544397604,0.041148679108690835,-0.08009674196401763,0.3676528657924374,0.34596629334419354,-0.009437793509472556,0.12558785876005882,-0.17183833340844756,0.23940763966286147,-0.06914456459747259,0.06859069503437738,0.010784368827476269,-0.0571379687420963,0.025961022041605792,-0.2006529363607379,0.06398648253048081,0.3750911746596959,-0.3415785773520819,0.3273328788355106,0.20770734123664641,0.009733203694557794,-0.002509980270463331,-0.0701257316808358,-0.06406603438019436,-0.11709637245528311,-0.01857773596851081,0.2217690228550407,-0.38694424844656944,0.0568528586731726,0.262845430779489,-0.015646743517677357,-0.23693141837031478,0.3750926260108393,0.11863519474877676,0.27529872144070094,0.3163980507681969,-0.41073973675975595,-0.027766011418912884,0.15544708607091112,-0.110930659651255,-0.08815363985695161,-0.09049359753250294,-0.1489293801032193,-0.1487867552030816,0.09276402200506009,-0.1559709844122116,0.05716401644929465,-0.09722213814101588,0.05662450793766604,0.3820732684678005,0.23105287088529292,0.04421563354803261,-0.1901163666345864,0.03701712585189909,0.15246581655575908,0.1891738522375471,0.05346497714664043,0.028233754840900543,0.14922395161225485,0.08285432398986887,0.37306203556015277,-0.0387766567565863,0.07285585840050667,0.2565876895780623,-0.23181652677129208,0.119337540550068,-0.018899539714756008,0.13664458587975944,0.009786699635900868,0.33520807057424207,0.04648779672435662,-0.11714474998795786,-0.002624560430275297,0.06647320839569579,0.32991140681767517,0.01375368254619766,0.39028378115425705,-0.04307308417814601,0.3515365332951268,-0.2531263778697046,-0.11782408784917595
Heschl_L,0.05086458331830019,-0.07500652535644411,0.4553985581843392,-0.2604701529451117,1.0,0.7035903172730898,0.347200054787763,-0.22484041567090238,-0.5077976937887979,-0.5755149850538323,0.42167849532956936,0.1656466922591913,-0.6127397190018348,-0.6321288303391005,-0.12219162138758013,0.14029172841528129,0.23541901903965434,-0.5929286672324845,-0.2304121171347431,0.3187868188814532,0.17736195320669382,0.7101621514074813,0.3188423241062452,-0.2560290109195617,0.09619980952783581,-0.6231237110771498,0.9271978024856549,-0.3286212149156391,-0.500569026489156,0.6795562749246755,0.44870512832289805,0.38679314428227507,-0.13116509894107892,-0.2925075808677661,0.5102281973478061,0.174040493408392,0.875613219530224,-0.02610098837266769,0.09964581680895417,0.3004851556676638,0.7003605428000002,-0.23273269829838555,0.4021825110726064,-0.05990144804458174,0.12289840971591066,0.6579168121003681,0.12791095857146914,-0.08426057964892467,0.12143980930086785,0.04267074229913049,-0.44379073224595106,0.1078571463161564,0.10974383375238898,0.07359733700243021,-0.25902708188313434,0.15403945380406148,0.5113518029048347,-0.38513212252690787,-0.45945001257369983,0.1053116257564178,0.6240099116475993,0.5632203533508194,-0.04874559122835651,-0.06370585215326349,0.1164695858600185,0.3549284133618037,0.4848089426264792,-0.5773124316624753,-0.17608122014933308,0.013215533538856164,0.22023245259446583,0.2932288896435757,-0.05043227427865682,0.09151566691209465,0.3123561792927575,-0.13313280884742326,-0.04198516469519914,0.6100691568820785,-0.6079305635024956,0.4001146973056114,0.3956998467418191,-0.22463450685059083,0.5111095066783604,-0.47431401289289143,0.6199766591914755,-0.6559057086726632,-0.040548291501227816,-0.6120107848122345,0.6466342279538436,-0.10543263718520893
OFClat_R,0.06159681704427921,-0.015067631457666405,-0.009582208741530705,-0.282475376167237,0.7035903172730898,1.0,0.3553856456137127,-0.1738486732631688,0.012468358674423705,-0.7318217619699157,0.32280617633962455,0.012019481429776342,-0.7785240740827115,-0.7918393596187148,0.26828907779414557,0.19294669272616433,0.3905352334239464,-0.3008147327363164,0.09477714652465821,0.03568989280227519,0.2756263406001316,0.2971592669832391,0.3001390727390409,-0.11960608972339572,0.13347773939980923,-0.7930376113850237,0.8078925475772692,-0.18737281431208816,-0.6535327927660416,0.4441853672900928,0.2636669701678225,0.4881106874037101,-0.09665453732892787,0.1835476549690674,0.576297483405657,0.2918861438354435,0.7887201692035118,0.3159981397211815,0.05579839261558521,0.46168906306751883,0.6327900584120534,-0.16318938491818338,0.35168525853996613,-0.2619981094191016,-0.23723554617141562,0.6555615058552215,0.5237030769816594,0.0028797168106530252,0.5161313504073933,0.395452872728654,-0.21001401815616894,0.021977059700126873,-0.038477659124784444,-0.031267793391645135,0.31430921802169437,0.21625022620625137,0.3190772568476454,-0.49363698355577373,-0.6467540125309601,0.19161524945132138,0.39706057450451476,0.5663194201507289,0.29954721514767696,0.2518983492587767,0.22000221354007174,0.2382795826284732,0.4402445383266391,-0.1317449860423691,0.07400286470373284,-0.3089820207257486,0.01017597019569033,0.36493992735495007,-0.04664291031739924,0.23881318136253366,0.0005281323065481064,0.11681583523374606,0.2521196999302465,0.3806113154553756,-0.7700420326469164,0.5177420804281135,0.4101563293949062,0.09070821758190899,0.43210429410755824,-0.2383354276426344,0.5589880883047572,-0.4449969078337701,0.2739722364971902,-0.7564924606526371,0.6233078278471649,0.3644055593028401
Vermis_10,0.08655075162864925,0.08594432478923908,0.30191442710844324,0.05620226927192111,0.347200054787763,0.3553856456137127,1.0,0.10093812369888659,-0.18600428668526056,-0.1189463927505281,0.7448169554048367,0.19582553911694303,-0.07646846793357823,-0.08692291604744028,0.2892083823685098,0.665781595622294,0.09021222817057287,-0.03733638507057395,-0.19814466501908062,0.5680303170817846,0.35843436287525987,0.36927295542814903,0.8041245645361429,-0.07538982422364685,0.38138033622823214,-0.07077375845323014,0.3785640977838315,0.1087525026852066,0.08898855103448242,0.526015876092749,0.26007475303038263,0.39570458524330987,0.07010626960038675,-0.025292899306707622,0.38009572983153717,0.4980489820381449,0.28897149043083026,0.5228589087123766,0.5987427973285223,0.38363897652296575,0.4242687644319188,0.4149291654569334,0.6984594779852423,0.07601943732523932,0.35525433456693756,0.18961600614432833,0.4001599661492808,0.30735211766234627,0.31993895097700115,0.4117852965414246,-0.03824574796445214,0.3226132514821992,0.040313892323767864,0.26018417839883956,0.004720294641329841,0.7230942998384594,0.15518788084143784,-0.11089057150150017,0.10285279505665892,0.7172646979955438,0.5934315637264351,0.22542305149044156,0.37828978215856535,0.5255299663904299,0.4196259203086368,0.5604201500445034,0.7524707506702787,0.0209573558634978,0.04003494901667729,0.3409005421214874,0.2697851801338948,0.7450868900857374,0.3433820499398922,-0.0044946992867835244,0.3266457214646435,0.2766692822985836,0.4824301777668665,0.5791091899013797,-0.1084132501068968,0.46905881903139857,0.4594823611905284,-0.058677628399815177,0.630137348845496,0.22454546455796504,0.7681520280618992,0.04063081062965825,0.2960500184314304,-0.08692440527408184,0.2247226042911438,0.046209765222746904
SupraMarginal_R,0.11160756812328648,-0.03112045141721928,-0.11404410511282752,0.1984793093859993,-0.22484041567090238,-0.1738486732631688,0.10093812369888659,1.0,0.14536538749393393,0.13461981290262603,0.11377927352913147,0.11606815543525459,0.2272998324537989,0.21543441831644936,0.13078730416925913,0.2994262078065078,0.11949957247561895,0.11596682512641662,-0.13972748858032294,0.13713772079534317,-0.17361856155242084,-0.22585290972013514,0.11827675231603633,-0.0017777568564439918,0.1213539130181755,0.2167350101171849,-0.21591594710056272,0.18506672106254504,0.19390416284878384,0.0399752479904812,-0.28056486352512605,-0.20094243584397697,0.17871066622054133,0.016610804657276722,-0.1869937864197289,0.10701859354423413,-0.21578914550934958,0.24141783014538934,0.3319456797432088,-0.21026997028688946,-0.07107453821787656,0.24198408997652895,0.10530808073404428,0.16787460545813046,0.1874742981602642,-0.17311138416107447,0.08135888973827107,0.2529366717043819,-0.10398964327904199,0.04937776052229647,0.061702209429738794,-0.0047457880136998086,-0.0025386292179000007,-0.029728982772263126,0.07611333254025338,0.12083544998080484,-0.33774336971051755,0.033790590910010555,0.29467955152345743,0.2775408816034068,0.10934335522636983,-0.37430477323188166,0.06448001244445313,0.2578703440984984,-0.10666916109084912,0.20671697572111608,0.1326818838117274,0.21382143142924726,0.11525512059333166,0.23700625064209946,0.13334108766806993,0.04596113469051605,0.12571590524935758,-0.08354182568604576,0.13548749806158958,0.09767805489785171,0.15187115292844397,0.09511075736146934,0.19621871651842251,0.0353443670450939,0.01437071137509018,-0.06284348302341579,-0.04770628487773803,0.08065190765693157,-0.016924216992838165,0.3016870338357764,0.10386723750716159,0.2199579021986407,-0.31181502845722875,-0.1219127820388533
Thal_Re_L,-0.014006270126559535,0.12482623906580521,-0.6898468662328212,0.040017897826979676,-0.5077976937887979,0.012468358674423705,-0.18600428668526056,0.14536538749393393,1.0,0.03539791753354187,-0.22908399249418396,-0.13759535945526102,-0.06475561557323735,-0.03423899395145557,0.4821827466243988,0.05072942934400155,0.234421309376226,0.41900380308716956,0.41075924226818017,-0.2814597455583747,0.01702028243556874,-0.7259705923311102,-0.13021857173385037,0.4366394787932964,-0.09689686263653395,-0.058923934806843103,-0.2870992071005061,0.3583699962791308,0.05884874932820291,-0.43608764157505375,-0.40051387232926206,-0.18710628995930628,0.22425691958851196,0.6400913353837525,-0.11042313116802288,-0.002739096210817181,-0.2489113880544562,0.36595881897777305,-0.05473302278999672,-0.1074997980654496,-0.3108361659162526,0.0005401794099879289,-0.15487531286112433,-0.06850134257351692,-0.5564601184699918,-0.0470354372071084,0.3574083854841077,0.18317153223502425,0.23667297647925178,0.3137586397911334,0.5250732707951237,0.062073821931760226,-0.12798449580385968,-0.23433064382118793,0.6809796184588354,-0.058656393832223104,-0.4663815347167921,0.13745404141458845,-0.14622611306534633,0.031608325376369976,-0.47008006499284005,-0.231941016728978,0.30558588372416456,0.40980694664130024,-0.1497335110345708,-0.2743447228629986,-0.18612643578526022,0.7316941282093458,0.4554585768099897,-0.44777911148160165,-0.27185465504848794,-0.041874204209026336,0.05382648757272824,0.2801249611803548,-0.4993531147182652,0.31846913603709565,0.1946536855763038,-0.41060830290537986,-0.006322510316205762,-0.07159787965553482,-0.24680853681658219,0.39623541339367735,-0.24950799187290898,0.23972259052567851,-0.2877938907871362,0.47427361220820663,0.27193000550542884,-0.03171342949120671,-0.18773802467135134,0.47281561349907286
Frontal_Sup_2_R,-0.04083518867736662,0.26117578866654945,0.2164387225665346,0.28642403544397604,-0.5755149850538323,-0.7318217619699157,-0.1189463927505281,0.13461981290262603,0.03539791753354187,1.0,-0.13623785192437496,0.09460307253120426,0.6446329508947398,0.6890589775833921,-0.19102718468748936,-0.04598098380615944,-0.43193014830120874,0.4109576508818398,0.08168282144866774,0.15809768427216958,0.0033186989861064245,-0.13749730300876242,-0.0702878705312811,0.312203883558338,0.19661519651652656,0.6860738672513813,-0.6578711544092737,0.4067450661868112,0.7180078569199896,-0.45023862530143727,0.14316199350101538,-0.1522457647279821,0.25179539112987875,-0.07681746902853889,-0.24006002307727523,0.07541131430919704,-0.6549358200404337,-0.17189742705530564,0.03628335666272054,-0.07414801202393026,-0.6718252897853249,0.44019884918531277,-0.07603539469332164,0.2928433288820077,0.15884514068665326,-0.4884224134723212,-0.17257010463589892,0.05557619230759979,-0.13329353188877274,-0.17528957739503373,0.44971195236504147,0.22651963318953722,0.30095180951543454,0.12723390157015388,-0.2554047646796201,0.05492641509778544,-0.07546410206982364,0.8564213221677879,0.5801614003558863,0.024021920098671386,-0.3808987788689944,-0.3511178081202582,-0.08383943277211862,0.07361516528430656,0.028462433670779223,-0.17047662768175073,-0.17245254693124668,0.19277758801955008,0.09662099299094132,0.28874494994045025,0.13942806569346208,-0.012507983647957292,0.21377693999633612,0.16933231832157006,-0.09472627786710726,0.32465160143371946,0.09457486855692751,-0.36856924304221494,0.663793244108245,-0.18467368747457136,-0.29003783073980755,0.03834452981923062,-0.1694223759147272,0.5216964522393178,-0.2998618832705287,0.5352298414421742,-0.26869300531982976,0.6500701311347449,-0.294752412922051,-0.16406120150611295
