,SN_pr_R,Temporal_Pole_Sup_L,Frontal_Sup_2_L,Temporal_Mid_L,Temporal_Pole_Sup_R,Cerebellum_3_L,ACC_pre_L,SupraMarginal_L,Cuneus_R,Thal_LGN_L,Temporal_Sup_L,Occipital_Inf_R,Cingulate_Post_R,Occipital_Mid_L,Occipital_Mid_R,OFCmed_L,Lingual_R,Thal_VA_L,Thal_VA_R,Insula_L,Thal_MGN_L,Temporal_Inf_L,ACC_sup_L,Hippocampus_R,Thal_MDl_L,Amygdala_R,Temporal_Pole_Mid_R,Putamen_R,Thal_LGN_R,Cerebellum_9_R,Red_N_L,Cerebellum_Crus2_L,Cerebellum_8_R,Putamen_L,Frontal_Inf_Orb_2_R,SN_pc_R,SupraMarginal_R,Pallidum_R,Cerebellum_10_R,Temporal_Inf_R,Heschl_L,Vermis_10,Pallidum_L,Cerebellum_4_5_R,Precuneus_L,LC_L,Heschl_R,Olfactory_L,Frontal_Med_Orb_L,Occipital_Sup_L,Vermis_9,Cerebellum_7b_L,Caudate_R,Precentral_R,Thal_AV_L,OFClat_R,Thal_PuL_R,Thal_VL_R,VTA_R,Thal_VL_L,Frontal_Inf_Oper_L,Occipital_Sup_R,SN_pc_L,OFClat_L,Raphe_D,Precuneus_R,Fusiform_R,Frontal_Inf_Tri_R,Thal_PuA_R,Precentral_L,Thal_PuA_L,Rectus_L,Temporal_Mid_R,Thal_PuL_L,Cerebellum_4_5_L,SN_pr_L,Vermis_6,Cerebellum_6_R,Vermis_7,Cuneus_L,Frontal_Mid_2_L,Cingulate_Post_L,Fusiform_L,N_Acc_L,Caudate_L,Cerebellum_6_L,Calcarine_R,ParaHippocampal_R,Calcarine_L,Thal_MDm_R,Thal_MDm_L,Thal_LP_L,OFCpost_R,Cerebellum_7b_R,Thal_PuI_L,Lingual_L,Thal_MDl_R,Vermis_1_2,Cerebellum_Crus2_R,Cingulate_Mid_R,Thal_AV_R,Vermis_8,OFCmed_R,N_Acc_R,ACC_sub_L,Frontal_Inf_Tri_L,Cerebellum_3_R,Rectus_R,Cerebellum_9_L,ACC_sub_R,Cerebellum_8_L,Cerebellum_10_L,Frontal_Mid_2_R,Frontal_Med_Orb_R,Thal_Re_L,OFCant_R,Parietal_Inf_L,Angular_L,Rolandic_Oper_L,Vermis_4_5,Parietal_Inf_R,Olfactory_R,OFCpost_L,Frontal_Sup_2_R,Thal_PuI_R,ParaHippocampal_L,Vermis_3,Thal_PuM_R,Thal_VPL_L,Cerebellum_Crus1_L,Cerebellum_Crus1_R,VTA_L,Postcentral_L,Temporal_Sup_R,Frontal_Sup_Medial_R
SN_pr_R,1.0,0.1850971050272282,-0.22875702415795743,0.6920734439892541,0.2560657277616978,0.484069879758325,0.2865397677111029,-0.18426949614977722,-0.23527040727978746,-0.2384078486114449,0.5973253427624987,0.09682036200803477,0.8445517099046809,-0.258145538044074,-0.24088932073266206,-0.12393775488514874,0.731373368515727,0.06248464484185709,-0.3734188482010384,0.5610636242242708,-0.4361232510755821,0.6472237227885728,0.4195034236736966,0.2093242774074841,-0.08057894329517765,-0.4715962230622245,0.3050286478937297,0.155179243207588,0.3723651076699595,0.40115910632694135,0.049950719994646904,0.021864695815023445,-0.18571084278730957,0.3834400909934365,0.24555762737765383,0.8311755933412805,0.010680034958690797,0.7932294358187222,0.49227802527911013,0.5486353778625048,0.5188194222543259,0.6162279649778999,0.24846163649559655,0.5651908829425708,0.6298740535857145,0.18895967321502208,0.3983304881169483,0.12164219751353793,-0.07266727921187341,-0.22835067907404136,0.5124309220065658,-0.0650078668544047,0.4906919747378967,0.23599181479431078,0.3754131403738151,0.4521001827939372,0.2056797430996141,0.08699632180773997,0.727184376509315,-0.22720985105981079,0.4901299807825459,-0.23479595990772895,0.49792074076377596,0.23196173742388831,0.026365865379512337,0.6054747782008822,0.5707556053624993,-0.11718595735194737,-0.24843293313860387,-0.015084307477509225,0.5113135694612184,0.04022864353152596,0.3631109463760128,0.3123853777158506,0.38435283925702957,0.6580369880151884,0.7270339739826436,0.715780987303887,0.346100967697992,-0.23040290171743863,0.006373977278764288,0.63177992451983,0.7273370388981772,0.5491713429550108,0.17451950013078996,0.6220413942143781,0.5073683452712464,0.22342998679617707,0.43982731805181635,0.47118138861409004,-0.020535229305627255,0.05080504962400385,-0.12424749818275165,-0.0007707972390616042,-0.144013835777896,0.719336151761178,0.060312978504616054,-0.011106487479723912,0.40786259176400486,0.32980764862224526,0.16053689293913648,0.4071044561000645,0.04208216695413503,0.5069749236717002,0.26972607866107956,0.2646122190650983,0.7312642467199456,0.12675136969977904,0.5093932323646673,0.22211594782656238,0.12154111747153477,-0.20066768595162526,-0.2382430944539078,-0.030009186507942015,-0.30185098614155675,-0.17344279954843733,-0.10960368385405947,-0.06249977793918574,0.5706879220549154,0.7863009956587284,-0.1022985573060548,0.10333323046203684,0.25288693835088966,-0.40058913795640394,-0.06632638483569066,0.12245671580739817,0.6231290199592848,-0.12497676230444055,-0.23764089927179274,0.534162096559912,0.6596945314918139,0.6567719596711777,0.26124104777249973,0.2635304129417757,-0.35410219203948406
Temporal_Pole_Sup_L,0.1850971050272282,1.0,0.08180259675925562,0.40852444586731873,0.40987507382682115,0.48192709986384363,0.5359497732240198,0.00548366532860344,-0.1822512927916669,0.14428110420046483,0.3361038710316875,-0.038491317279768934,0.09043494569762314,-0.167325479999299,-0.16698067236075984,0.48395028906786064,0.20810548812463464,0.6291728739711909,0.12654743866046542,0.6500204492971188,0.11955531952940057,0.5934075202844189,0.39138729825002344,0.5372736152689266,0.04849233441761873,0.5441997537386687,0.4957451326272895,0.5538372374412095,0.14091706634699702,0.3972097209863009,0.5096433756082235,-0.13802807232194272,0.018349031306515905,0.6672832933642341,0.5278691054211864,0.18574635463064867,-0.1328582493292924,0.11973276337791734,0.36200322243590877,0.48368777590239775,0.2845124122488966,0.4371635574263025,0.33650799422574024,0.4296529636836864,0.15625636928281658,0.11417119152056046,-0.026651355404918853,0.7000112533307628,0.5718405047362131,-0.14173278618335644,0.30380713646069957,-0.12261301836723491,0.5005487321010731,-0.24320063896307076,0.2690162433883556,0.43350422136575784,0.11727126539692607,0.33296084127554426,0.09115426573099539,0.2606749681291012,0.14770424699468543,-0.1770982828008548,0.3673872911533531,0.4217677746512274,0.3810710867068632,0.104868944157067,0.37770047578020566,-0.23068639550732267,0.18354344104054923,0.08475117053978633,0.09326554465920281,0.7689574613927469,0.13433774795551737,-0.004219468415282711,0.25101862069529873,0.15587858452172748,0.21865911368209726,0.3975473049843011,-0.1121469409156299,-0.18367768309663576,0.1935280079095904,0.21928152673810972,0.4087465293885486,0.0016513341134104641,0.5975644413321225,0.21502245505858472,0.05468907440096286,0.6226502298113176,0.0890417912824294,0.3651351138425611,0.2493997010227653,-0.1830599188338616,0.40737611824918324,-0.03284442784352034,-0.03944977457053333,0.19962987791869377,0.14150433063177933,0.09944875972575229,0.08567521534990653,-0.20637347145986323,0.2749810688861843,0.05586226398483982,0.5893509704117749,0.32764622897746,-0.06972462232232432,0.1812766066317564,0.5084582348865327,0.7410928311137419,0.3912441313092704,0.6613905618117373,0.1493928940255993,0.02816832163335052,-0.17601169192258798,0.49587752671952523,0.07530507213914062,0.4430900535958818,-0.052120741204447485,0.13927493504202476,0.21837227657097916,0.1643078899218907,0.01043680084245945,0.738940381186188,0.7537583279612429,-0.06063291157967981,0.16972962197884017,0.6303100788304966,0.5404714486361657,0.2768656994907639,0.0853529794550697,0.21207012961192134,0.19694812466862183,0.07141957141274595,0.04271221116497675,0.04013894078102203,0.04660146930663783
Frontal_Sup_2_L,-0.22875702415795743,0.08180259675925562,1.0,-0.040605133134813086,0.026542785423500335,0.03849410930198475,0.25999822992610166,0.42356488750087107,0.05976840252063579,0.2609128986055852,-0.10931792090102524,0.06969534777250336,-0.39968530876531777,0.05846254840254991,0.0433512244716104,-0.23023169249974837,-0.5593798383675616,0.09253867170073288,0.12425249478068928,-0.19226310273043584,0.2084747405850692,0.0835826824581181,-0.03873010156994218,0.19655272079063432,0.2924818764726841,0.07031834169668096,0.1626045828888108,0.23527519216252604,0.10601366389605331,0.1219199027357065,-0.15881765220679367,0.3283030557424093,0.7371203932191741,0.13685992808428601,0.1501774087375223,-0.2437641885412502,-0.07122266423924212,-0.21866031190038257,0.32728896678622726,-0.12568459335906845,-0.23555492519568338,-0.11886231361419655,-0.10719353655040728,-0.10320694335463641,-0.5575221908664281,-0.16017413710611766,-0.4955709800960472,0.14919804473938955,0.13335463492449035,-0.0013344122729434522,-0.011753594401049172,0.4982959919586048,0.15074389311013908,-0.015419022677580413,-0.1669303137799087,-0.21540229874395334,-0.07612431124599983,-0.03554824478615876,-0.2560215079116074,0.08999314282067575,0.2672945997060734,0.0049690297483937365,0.03578686614718483,0.12192079938182397,-0.09288339435473032,-0.5710887451534696,-0.11908871698210446,0.1318704095245692,0.17379779782941218,-0.15004791208340473,-0.03941509894760581,0.048227727802095374,-0.4029981520279765,0.00985986880065556,-0.2669262233126383,-0.2533307447435451,-0.4232278418077295,-0.14003610962661173,0.007923250912097808,-0.050773197185116685,0.8357965349882716,-0.5641025985970451,-0.18324478318772897,0.14678120962251906,0.20479584735059136,-0.12602694655351943,-0.5882210498120953,-0.2039598019923452,-0.49519549293108767,-0.09239468508154257,-0.012165654573665904,0.07722588258102048,0.1680836805975995,0.7095194323205286,0.31419492332366916,-0.4841322257662859,0.20223825766508208,0.40273538555946575,0.45474450621717766,0.5498672318732456,-0.0898569540481169,0.23152583204824723,-0.188474867935383,0.21459726117426692,0.5522714276640215,0.5475761869168481,-0.1092629652691275,0.010528520007607442,0.010829096846555239,-0.09019983050590268,0.33197603522932123,0.5127069495978326,0.3966471266912322,0.07793125225170823,0.2277525039197068,-0.018212985796687637,0.3652279391148649,-0.11117450248829952,-0.019174014526757693,-0.26970614647074664,-0.08912853744698694,0.1388580570816708,0.0019080606964013722,0.6175406590042566,0.39144810982131545,0.08870931764539083,-0.21890934772913392,0.2956369412810536,0.1612127761881812,-0.0662342584822803,0.024032740675932043,-0.1736317006472519,-0.06240160052926036,-0.41214501547307086,0.9059288959384713
Temporal_Mid_L,0.6920734439892541,0.40852444586731873,-0.040605133134813086,1.0,-0.13184311203104224,0.5072179225259955,0.51335966320998,-0.11376058662649009,-0.6739196660306749,-0.16247080095763491,0.9433113961883521,-0.10963323981311394,0.7900688133538472,-0.6504682233956915,-0.6698391567483866,-0.10835212801386172,0.5175516410070117,0.1880396347866461,-0.23321255142215674,0.7364443406978279,-0.45762422602945535,0.5341849653085524,0.3943652395702442,0.2747857438491398,-0.14125424943529385,-0.1949528571172748,0.2547110196605419,0.18324231369229085,0.34046553540012137,0.34447616537911324,0.33749790287667586,-0.42313440506335503,-0.09939131042584208,0.3986679442685695,0.41162013570736505,0.5841490947419545,-0.14173808390828754,0.3268061648085431,0.36292153671908917,0.4241301061404187,0.7924349438566701,0.4387121016184037,0.08120454464199904,0.39068029534247195,0.449405209996739,0.040159011318717686,-0.13122541333442514,0.15344591550227737,0.15607492307840415,-0.6545283020696566,0.32437535085977837,-0.40955077815144086,0.5953538088136661,0.015045982465042016,0.3722146980468975,0.8056359847765434,0.008360140734795879,0.004543324339871679,0.43943157372696734,-0.3032020430749924,0.8600241308244037,-0.694377191011601,0.42142541350165463,0.49323163677794,-0.0342877683568406,0.203237282841865,0.3133999496783147,-0.6413393994537264,-0.007577554883991495,-0.1887988345418386,0.3759151898838947,0.16501788681019425,-0.08127399550006621,0.363252201865708,0.1856126165198758,0.44193671183880534,0.6423742813015276,0.5816330868249429,0.20323936884449997,-0.6925386829580377,0.38357504386532587,0.546059875757157,0.5726367339352001,0.32992652121625615,0.21224222490572678,0.369370888726583,0.09137088451945233,0.2139628400134676,0.16114002228843194,0.5665700107530134,-0.03031557494876308,-0.1582320900082922,-0.32676981357668283,0.058349499079321646,-0.18467574901047668,0.5541905287419092,0.27141620199545713,-0.0744500549341255,0.27988220325208646,0.21359332260913472,0.07035070177867937,0.15546413491212074,0.403332505058453,0.30539756859129474,0.24778869398120532,0.6848104702731748,0.5012905340066821,0.3177252789403508,0.44661726124505186,0.33911476329469487,-0.12669477590031733,-0.3084252990817464,-0.6574590502209509,0.11720478531824251,-0.11229966897859978,0.09830917881743015,-0.2555944439426199,0.019702644958568733,0.9240595607374039,0.7981835848377749,-0.02792892790700881,0.3353128191828746,0.50093166456482,-0.6271857393110847,0.17851962918792913,0.20048817285091253,0.6402093177658482,0.2153350609186666,-0.43158635233317527,0.30378046161421174,0.4037804966278118,0.5086639173067892,0.48672402779466595,-0.22485705656624116,-0.3219125108200204
Temporal_Pole_Sup_R,0.2560657277616978,0.40987507382682115,0.026542785423500335,-0.13184311203104224,1.0,0.3144613457863195,0.18599437465396926,0.04180974031565916,0.4082999861309898,0.14106673295672517,-0.26603102285428476,0.13688031703758194,-0.01403230866770909,0.3474174285855892,0.3928172374143865,0.2948129197898224,0.3227179227077435,0.17054149869958363,-0.00756192782593794,0.18539171910917798,0.2823744012764288,0.5227296443239171,0.4022485832165357,0.5129122364685483,0.20307936886957392,0.2368329228878632,0.6126766066386613,0.5833533196059193,0.2008840574614183,0.41245940940731596,-0.07054686484199532,0.4679481274633248,0.09323460076657705,0.5282512106597095,0.25420193234471977,0.3246340292629479,0.24198408997652895,0.48558419295194455,0.3347738825674503,0.5464493133711593,-0.23273269829838555,0.4149291654569334,0.45679457190225725,0.4634168893305304,0.17755631985451048,0.29907508733941,0.5533543548289919,0.5279750373616707,0.12767244885959278,0.42907232834822395,0.4335120268308268,0.4420192982814522,0.33149110713650976,0.08831921590224637,0.030086148583270387,-0.16318938491818338,0.2235465995464444,0.5311305538406311,0.37048548941570153,0.42721891596948747,-0.33800831176270946,0.4531385350699266,0.23800088269529376,0.022611430278567598,0.4520399301148782,0.4134847118215371,0.6315661956629345,0.6331697924708772,0.11206040747678789,0.39482854955379226,0.24923962133978236,0.37652606533021815,0.6636312873318877,0.07003935429861709,0.4711320436685006,0.2731249748985985,0.09555114850698684,0.4091303882951574,0.11667343003496268,0.4259958768609596,-0.11557481352283633,0.21746172541600908,0.4123206201275529,0.4066590486897518,0.5365000670457504,0.48066417005920253,0.40568594499723676,0.42126719762834164,0.3072566919359014,0.3343516895936466,0.48630061594051477,0.30709409317858316,0.6860766622691455,0.015203486332455014,0.16098099482736622,0.2452307847385631,-0.014061246048609513,0.32569580209559873,0.23080649053614144,0.1797374038546059,0.25239745023530213,0.2896211927611812,-0.08811489607191068,0.6155414644378447,0.24190544051147017,-0.23648502566560162,0.5195361402604414,0.28504698826166774,0.33057680787780386,0.30904533720378924,0.4846355416234021,0.3395043018613532,0.5790993617368762,0.1396823549945128,0.0005401794099879289,-0.08357131398061313,0.24304555294049815,0.049678686981725485,-0.33772938003882697,-0.003035986821291603,-0.13551830817581997,0.3660602460241736,0.18563203602994388,0.44019884918531277,-0.11095717817737404,0.32109155491328856,0.2790625408329918,-0.12744556305533192,0.5358653692195766,0.4034856158937479,0.3968612668786137,0.13945416677525072,-0.1849540596791766,0.6463383889731686,0.1475676923726001
Cerebellum_3_L,0.484069879758325,0.48192709986384363,0.03849410930198475,0.5072179225259955,0.3144613457863195,1.0,0.6761934616468536,0.00014906341343227876,-0.11082780161311656,0.43019925873108594,0.3401407355478612,-0.21002593314279783,0.32425829384052607,-0.0954172234447814,-0.0975784811619842,0.21088184708323687,0.36531484740148634,0.25629539342566754,-0.030489848862139273,0.4758073292207263,0.10658752910849263,0.7092666838367933,0.6958577133958048,0.7228626718370497,0.26558452789221126,0.12469030314575531,0.4880785736757347,0.5095881777647836,0.5894152047795449,0.6837386640356443,0.169448581558727,0.06803119411259047,0.19178386724674124,0.594396982780268,0.4623916955049885,0.35867144785499666,0.1531318655782622,0.33124413015793225,0.525029355039324,0.5186177814076197,0.17458712383458333,0.718433864279403,0.25951622810031233,0.8310732875396373,0.23475393634122724,0.20488426454382117,0.018082778384662775,0.3655884089964379,0.056632185918008573,-0.1040597312985235,0.7625592748535939,0.0704445565910177,0.4794655265187421,0.15616999789214175,-0.0013640059502349451,0.39284890097503367,0.17333313548517426,0.3531887427325791,0.40063453630604184,0.31593896384431835,0.2985993699114614,-0.11126542539728707,0.5531312227770311,0.050987791062870026,0.258639983888614,0.23978388990946178,0.7579675782189924,-0.19560450008831548,0.14509973944122007,0.012680468131014314,0.43414610294398903,0.3280728898701937,0.14317974277178286,0.39387517873894085,0.6461304963286535,0.35318204479912174,0.24424455235944192,0.6877016617611886,-2.641858227649237e-08,-0.13339364175898402,0.23796078987967761,0.36570151578927923,0.6938257547559177,0.17464208822433622,0.30402682606663534,0.7073179202622278,0.12230870369778431,0.42465813262563157,0.1608144716758134,0.5765024350568297,0.33424515093564994,0.16595533497199041,0.2635470416143347,0.0833076641776055,0.34846100893814924,0.4439855755919616,0.3666138821536094,0.46880391336297,0.24691446124881758,0.21212249241738992,-0.02771830876280846,0.27242139923287545,0.10340025449338218,0.3612265871740611,0.04188783726765626,0.30832468433583093,0.7171816443722343,0.32466410440366705,0.6693733265644719,0.2417887151809744,0.43844176841934357,0.23381157597569394,-0.13348125538049294,-0.07391232337963351,0.2100535021098946,-0.08900957526220384,0.08641370686236438,0.11443342723610371,0.28438793388418343,0.3720501264134291,0.010366473761072277,0.34594857449134375,0.27755187148475147,-0.14400041672650832,0.34764190234330383,0.6275028441072481,0.7337262913266783,0.3008683885373234,0.21325407025626889,0.4450409721204007,0.36642898887307657,0.3642038191329685,0.3999994204065024,0.03399986076813683,-0.06969329438442827
ACC_pre_L,0.2865397677111029,0.5359497732240198,0.25999822992610166,0.51335966320998,0.18599437465396926,0.6761934616468536,1.0,-0.01944159177975831,-0.3104374350267939,0.39693127797507394,0.3658996115564441,-0.3965522549744081,0.19970246811648917,-0.2883997376103404,-0.31429607219600775,0.33723772257453943,0.08216120716001887,0.3593557209155023,0.13945879180892135,0.444733792133245,0.1970196124629825,0.5170658211876908,0.7130514194159763,0.6354836025031875,0.3254105556572707,0.20399234124709278,0.5587626150094619,0.4566701670047275,0.48478905572869196,0.41082703550104616,0.15465300090736914,-0.21666159660359396,0.1940476634468943,0.6551346439208039,0.6936279179270244,0.15336925151639788,0.08135888973827107,0.03951516150527414,0.4407805025944581,0.3148242580442085,0.12791095857146914,0.4001599661492808,0.12962017395897402,0.5150974302508987,-0.02267727268897849,0.02652574416145651,-0.31980631100822465,0.6226625628765142,0.16444145180968053,-0.2832605051979083,0.4309334176564694,-0.07658643490789377,0.6670324201719438,-0.0010779875065058922,-0.09511103230721779,0.5237030769816594,-0.04991534611689065,0.2699032865712886,0.1710206197300842,0.37335692868577175,0.4421368363694887,-0.3352557471318096,0.48439366683930435,0.06968294629721601,0.1461013338591107,-0.09499337477352886,0.467432952610003,-0.41378848215624237,0.2925093367097766,-0.15880358391964558,0.45177833621687413,0.5026843448519737,-0.16804267266814504,0.3850106335592266,0.3353236483696721,0.17478005571747823,0.015098816481078777,0.36771783546687176,-0.10861114983774382,-0.35823231762494107,0.5710606844730948,0.08989020874195189,0.352799362648569,0.07422620095122935,0.4269836726563139,0.40095428506641906,-0.1904148771788281,0.28826188039627704,-0.06509783637102985,0.5852829423779492,0.2192384285449646,0.129038683684828,0.2537551551461167,0.14244225973154898,0.36462492490098336,0.16578198068673944,0.5961169905656083,0.369018180967029,0.12984403814150014,0.25158121689260643,-0.1764711354757792,-0.027160033628897486,0.1831597338478184,0.45021073524734884,0.08487346717946594,0.582676141660496,0.418878375879336,0.4905289976480873,0.3997457192501925,0.39112823798537016,0.1855975362405268,0.2922654381834092,-0.2694247033328532,-0.03380763067211503,0.3574083854841077,-0.039384646386660296,0.007869239703419129,0.14166595630987802,0.3647452891240876,0.2168126487336147,-0.11247248936731072,0.58981573150157,0.45745913701380375,-0.17257010463589892,0.4755304814499336,0.6067336546835946,0.43238443597881027,0.5261932021796343,0.11595189539005367,0.07350995406005623,0.11285743331607538,0.28394488840337173,0.368196703157209,-0.281611189369186,0.03765217804931997
SupraMarginal_L,-0.18426949614977722,0.00548366532860344,0.42356488750087107,-0.11376058662649009,0.04180974031565916,0.00014906341343227876,-0.01944159177975831,1.0,0.16180370715997824,0.16219580547391732,-0.1415072189672083,0.24711379340195774,-0.22591380457732177,0.17873628090632893,0.13812731007407955,-0.2353506849022265,-0.19845759129490873,-0.036100553862095035,0.04609894164111358,-0.13341713298752916,0.05569380567574313,0.11650776600309928,0.04533521754040484,0.21276260601648925,0.06788986923455204,0.16476673146149295,0.09282630174434613,0.19551183981054218,0.14097970758896805,0.1622136066555204,-0.2730671946874163,0.38805599311043104,0.48131224823743235,0.06444931379993067,-0.07389693795438394,-0.18800968328123865,0.10334976454104246,-0.0748513859586618,0.11877171037419237,0.06969485621569856,-0.17871375399620887,-0.052422067580763176,0.1398720051965088,0.0179052414526285,-0.22175616529157685,0.2505402232794493,-0.11137504809658465,-0.02991981284132266,-0.050425049505279027,0.13193428299750362,0.04082104409167501,0.4273358646494557,-0.10732696608679401,0.042695422231055435,-0.11418944624926804,-0.2548851404181468,0.027621771274859996,0.12517549737040606,0.05152690430970381,0.06408783497593556,0.070143566290352,0.16185652274747497,-0.09715527317101667,-0.005878136885825651,-0.009067168381751157,-0.1907407638636071,0.08473913823918901,0.22151926645765305,-0.0373906843961529,0.16442490322129935,-0.16129292196212539,-0.07759706606406694,-0.03193810675455113,0.06733257520508529,0.07115357895449591,-0.0802448586147392,-0.23135145512163302,0.0759144398978651,0.028609786218104442,0.12749529360211273,0.31808566256762594,-0.16034883272390324,0.046794193923670076,0.2547609086343178,0.16015602291074013,0.1257863167800985,-0.18104480767290293,-0.05174319851780418,-0.16948319346230173,-0.030109448317003348,0.14941557501908878,0.330873178305345,0.10326534556886444,0.4662252746982769,0.18951795636227597,-0.1341114423359062,0.07994155653145997,0.3173217837112944,0.40292794836642987,0.3549648325465319,-0.0200193621568015,0.2252179093230319,-0.14040043143603376,0.1159673044054647,0.2869332003278273,0.18555566437182489,-0.03502977734682121,-0.10904752559589076,0.09649959370290806,-0.11741965970888797,0.3240693744219318,0.30776814385725587,0.33268785107930016,-0.08694145170097589,0.1744999981412793,-0.15542467974042792,0.30684621888610814,-0.06012014850163027,-0.11069979775754267,-0.15018198606936525,-0.020285121632686323,-0.0016372755703402736,-0.05581500913106201,0.381321832590769,0.20648685021379848,-0.09653874727400093,-0.12404177874389809,-0.06235832787129244,0.2729703708890915,0.19941552852008562,0.19625703517895024,-0.06425847309314411,-0.11635266240403021,-0.04179545006334708,0.37454388257226884
Cuneus_R,-0.23527040727978746,-0.1822512927916669,0.05976840252063579,-0.6739196660306749,0.4082999861309898,-0.11082780161311656,-0.3104374350267939,0.16180370715997824,1.0,0.12222710106502355,-0.7267836854455267,0.31855945977562594,-0.4844674034323105,0.983345382515262,0.9811106853917004,0.14867344595213453,-0.09252438443981983,-0.15297939233326174,0.1770952965591597,-0.4102794819732357,0.3648281524518567,-0.019149205748901648,-0.037051401181977375,-0.06661382192066154,0.25824337812179193,0.11012497233907151,-0.03132260152530311,-0.0017128362788356864,-0.20497730129949085,-0.017532773780911927,-0.3755891744312883,0.7022716931872982,0.08302402313352088,-0.05645880303833298,-0.24705964808382394,-0.18283696258886184,0.21543441831644936,0.15578651702182295,-0.09094765851814571,-0.06469601781636895,-0.6321288303391005,-0.08692291604744028,0.21738947994021068,0.02497428985873907,-0.010309096852228822,0.22254040964890207,0.4749154028143261,0.02930153873121547,-0.1756719112672981,0.985009838233988,0.01765116991308287,0.5948663315998091,-0.39635438764980424,0.21584961503356737,-0.21085602510661797,-0.7918393596187148,0.07424842818854692,0.17378243465391066,-0.0009692255183964982,0.3204573004149578,-0.7000068154196196,0.9878530117109662,-0.15637372205572042,-0.4104882999752219,0.2121611447601567,0.28793372463102,0.15049434498165173,0.7878451571975822,-0.1799878768682852,0.33289595154477636,-0.15833298377320532,-0.012778490436910464,0.42554679671494483,-0.2712656419401622,0.286748996936169,-0.028047352706594045,-0.3389800557876769,-0.14079734725125134,0.0698552116438285,0.9831256549645896,-0.3471274448035047,-0.16274863014906304,0.06105452420864139,0.07922817991409824,0.03128877064953798,0.13089227340074042,0.38563971819427884,0.03432867953240612,0.38321496482044426,-0.3558463485086793,0.19582718651835362,0.349574058749654,0.47299949915785505,-0.04539996220623324,0.17902630846562478,-0.046988328290730755,-0.3031370357502648,0.13855213515604586,-0.030159545179781137,0.031570659341904096,0.1156466671840175,0.0945160776815379,-0.4199006177912676,0.1071195027555347,-0.02028949698983186,-0.6121481092928802,-0.0026482189204394407,-0.15561421971433104,-0.08889985257403618,-0.20746566095704486,0.4151574636522198,0.3764624792024394,0.7668359783861981,-0.12062766822145837,-0.03423899395145557,-0.2355409686820758,0.30373727491323876,0.15428425241854601,-0.781368095551403,-0.5413410886005228,0.10428398253946898,-0.16583453792307964,-0.42795971009456,0.6890589775833921,-0.2370057546161665,-0.0017463322233898545,-0.24433468037138947,-0.4444373706267804,0.5188174802969681,0.24728837749404298,0.010604192280778288,-0.24617660754249207,-0.3993637789700425,0.541753104637417,0.3172094420719216
Thal_LGN_L,-0.2384078486114449,0.14428110420046483,0.2609128986055852,-0.16247080095763491,0.14106673295672517,0.43019925873108594,0.39693127797507394,0.16219580547391732,0.12222710106502355,1.0,-0.36122454665294484,-0.4601050886269135,-0.384533047726218,0.13878239133600617,0.11817881199509134,0.12420323605025226,-0.3970760269315842,0.044508090313217695,0.29805392527074626,-0.28942476614800905,0.5126493353822842,0.14303698814876964,0.43152386768890477,0.5503041332773019,0.5804891858894963,0.24047151116383206,0.36652472439411626,0.44951279228499885,0.5418971247539747,0.21714967847678493,-0.21920143030741465,0.21809000210146098,0.5350523699973053,0.2081852641972066,0.2806474796166887,-0.3661177478959405,0.21382143142924726,-0.26414514974758774,0.18408134366867981,-0.1071906827995899,-0.5773124316624753,0.0209573558634978,0.1227178055420327,0.21825401225256266,-0.5497979164165584,0.06445691327628784,-0.4056453297993445,0.23905544345269567,-0.27610163528417514,0.12343202946597702,0.31293094491015233,0.30552862505273226,0.01449490247773298,0.12173645320216825,-0.6622373703992481,-0.1317449860423691,-0.09168746486084119,0.20007994766053677,-0.1906711043457095,0.7414261083474597,-0.16188775468473418,0.11498978882094671,0.20264405979123065,-0.3346640709921536,-0.12009554644317129,-0.3961049752393977,0.22706504604447109,0.04481878654747633,0.43223992732629374,-0.0003360307850726802,0.2521994817871837,0.0929953206613615,-0.27255558865606555,0.42713788991420387,0.16157476604124607,-0.3477419188671144,-0.5648229264516679,-0.08273697406406795,-0.25922484238976895,0.0947661422670871,0.21409520296544263,-0.3979868482617149,-0.04446750614127778,-0.23518469111899373,0.03622752213861604,0.15694225364768657,-0.4568330291249676,-0.14628085190165452,-0.38702617699034164,0.23755776391147887,0.3441048282119174,0.4545179150968488,0.4873740012001629,0.30165249819432055,0.8315016335644158,-0.3371678413373846,0.5844709066833322,0.6452003693544539,-0.028538681657559704,0.18145348982455886,-0.5319868359507386,0.12753053072382345,-0.22433662851795574,-0.05521749090228912,-0.16643744139904232,0.08978300348368062,-0.005390034284194833,-0.0012872210003394386,0.11401354184734092,-0.19086362927581596,0.4270659965959802,0.6906438457697438,0.23675920808953427,-0.4241635281029651,0.7316941282093458,-0.31630013443904,0.45289503053075075,0.01964241267351343,-0.3497003633779316,-0.25480524699977736,0.09939422977806825,0.10949085816907488,-0.20829876493322694,0.19277758801955008,0.652630112320072,0.4745514972415704,-0.12721766757268443,0.5270383133163495,0.6121891180167135,-0.145239190564202,-0.2909166252413769,-0.2152182718932225,0.25980231456910985,-0.2920295172227025,0.2182525696434503
