,LC_R,Thal_PuI_L,OFClat_R,Temporal_Pole_Mid_R,Insula_L,Temporal_Mid_R,Lingual_L,Fusiform_R,Cerebellum_3_R,Red_N_R,Thal_LP_R,Thal_VL_L,Thal_PuM_R,Pallidum_R,Thal_VA_L,Calcarine_R,Temporal_Pole_Mid_L,N_Acc_L,Thal_LGN_R,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Cingulate_Mid_L,Parietal_Inf_L,Thal_LP_L,ParaHippocampal_R,Vermis_8,SupraMarginal_L,Putamen_L,Precuneus_R,Thal_AV_R,ACC_sub_L,Pallidum_L,Thal_MDl_L,OFCant_R,Thal_AV_L,Cerebellum_Crus1_L,Thal_VPL_L,Rectus_L,Heschl_L,Frontal_Inf_Oper_R,Cerebellum_7b_L,OFCpost_R,Cerebellum_4_5_R,Calcarine_L,Frontal_Mid_2_R,Frontal_Sup_2_L,N_Acc_R,Cerebellum_3_L,Vermis_9,Rolandic_Oper_R,Occipital_Mid_L,Thal_MDm_L,Thal_VPL_R,Angular_R
LC_R,1.0,0.24608279946080153,0.2157593008705107,0.1695370690761582,0.10725215883139443,-0.3547838878540267,-0.21116198319094556,0.02758583081055008,0.0686418009156769,0.34974616851472856,0.39510035154254897,0.2984244692312556,0.485617130711163,-0.4289083891310903,0.34269110590676466,-0.31723090717813485,0.253325243239941,-0.2608623294372038,0.06555193686504965,-0.22667560476904303,0.11727646957658924,0.272397115629462,-0.2686335873643127,0.066351093512637,0.04679982775708391,0.20166388188967316,-0.025134677433490252,0.17211245431149602,0.22264019817622208,-0.32384535719926294,-0.09696800294080199,-0.16496357218222274,-0.052015395645607476,0.1365936379786569,0.12041582679985591,-0.1057802138889542,-0.21147216551946663,0.06577469559559218,0.40281530225243284,-0.07338651259069082,-0.3749054284184941,-0.22441291442071334,0.16235737518966767,0.19000770049668408,-0.2181323154511113,-0.21075684925881508,0.16551203654965568,0.01608250199535465,0.28598018755542837,0.19710530197979664,-0.44292300358248393,-0.11326900966647074,0.07200006450177077,0.4452987957404323,-0.051859282074248406
Thal_PuI_L,0.24608279946080153,1.0,-0.2004704703792834,0.32309477094752725,-0.41028572371493005,-0.2751761619845099,-0.34897843617708024,0.22046996128061994,-0.04182495624457963,0.23514059039300053,0.389296735159021,0.6930079754630558,0.5003216532267363,-0.21294123212971303,-0.10888194046444688,-0.4627652091746161,-0.32149567560100445,-0.03765225253183415,0.6333382872294134,-0.11284174354317414,-0.23535870615475735,0.26593273434356474,0.0838242493672661,0.4459277734531574,0.6230196133858392,-0.3855703694843169,0.2553107253741697,0.18951795636227597,0.12567415624885853,-0.4102710012595039,-0.6946768704826033,0.033386908548821884,-0.027043287391665484,0.5713384902215232,-0.6215931616562624,-0.7531105152324871,-0.16795701026820614,0.6198301060602462,-0.0961705160856827,-0.6775113564358315,0.1134009037443194,0.4825597508881175,0.35683050396034127,0.1562051135047104,-0.3923787481085223,0.3575742909702549,0.31419492332366916,0.07883534489397985,0.34846100893814924,0.29244868408065344,-0.14468045120312972,0.17058336894249926,0.3389213987247046,0.1416413269823229,0.085309189637178
OFClat_R,0.2157593008705107,-0.2004704703792834,1.0,0.2521196999302465,0.6625214772944654,-0.1766817209924159,0.3806113154553756,0.19161524945132138,0.35107211364891727,-0.18737281431208816,0.09477714652465821,-0.18983138561830754,0.3644055593028401,0.039443049289869386,0.2756263406001316,-0.04320603445134146,0.6233078278471649,0.01017597019569033,0.26828907779414557,-0.2619981094191016,-0.010130768119580353,0.5161313504073933,0.012019481429776342,-0.4262419438905844,-0.2905297423366885,0.25000467318227565,-0.01814184574452548,-0.2548851404181468,0.2918861438354435,0.049835642000926494,-0.009582208741530705,-0.038477659124784444,-0.05852501467718798,-0.2690605618102617,0.2215452146059438,0.2971592669832391,0.03568989280227519,-0.4449969078337701,0.3108307947955407,0.7035903172730898,-0.6467540125309601,-0.5890542982368656,-0.2383354276426344,0.29567012083897415,0.0005281323065481064,-0.7740803359632776,-0.21540229874395334,0.13347773939980923,0.39284890097503367,0.20576317887135326,-0.4504873101438562,-0.7700420326469164,-0.03730164549263245,0.20562278777373577,-0.282475376167237
Temporal_Pole_Mid_R,0.1695370690761582,0.32309477094752725,0.2521196999302465,1.0,0.26502706065747345,0.24265953555512873,0.20234455683514355,0.6254794601284243,0.5250541232483664,0.18430753746733494,0.1428903739827081,0.42717116421255397,0.30166135279991985,0.19712375430961737,0.2600113758930935,0.05075524813426363,0.3445581055274435,0.31621422541183786,0.42851698695076645,0.15707283023697022,0.15186029122857217,0.49786250061601783,0.24884178409262145,0.14844423132278556,0.32548842800015965,0.3785474630001775,0.24686308289305728,0.09282630174434613,0.558749202248574,0.1155068062145254,-0.08639725667604674,0.1787295765431617,0.39635101885828783,0.2123109506515341,-0.06233735527449194,-0.06995489880947922,0.3062257638762202,0.36495582353876477,0.5075266230467783,-0.04198516469519914,0.1376728346836831,0.19979708612631605,0.5286872441395468,0.5248381589376684,0.08238586500097637,0.15313222368622764,0.1626045828888108,0.5545510312947981,0.4880785736757347,0.5598294967906915,0.09495175416096882,-0.05892450126471994,0.4142885507241295,0.27851637104706056,0.13664458587975944
Insula_L,0.10725215883139443,-0.41028572371493005,0.6625214772944654,0.26502706065747345,1.0,0.3089843201278916,0.643946206834378,0.4358367906140776,0.6261263032926746,-0.04509283057587474,-0.15858696857079427,-0.17471847162326512,0.0508657923001525,0.4323354171433666,0.4019358787997145,0.40477855473573343,0.5939477851107924,0.3038595286580029,0.11527711478066335,0.11489618556426962,0.3626675412305446,0.3943337038643172,0.1306019237393168,-0.27261103175624335,-0.27381692663051954,0.6299053394180396,0.09792062133422906,-0.13341713298752916,0.6377340464454399,0.4790800844364402,0.4842704130778489,0.05833331982809064,0.3791116853369229,-0.20194623078310012,0.40336097453854336,0.6343947773325228,0.48011127925105707,-0.24856452847829574,0.48786884184769286,0.7684340846332749,-0.2091480655772562,-0.3920478818053797,-0.019823718461079044,0.5095016565578311,0.40856558628696177,-0.46084143322170873,-0.19226310273043584,0.35907719639593383,0.4758073292207263,0.3722388580542863,0.03600889684021186,-0.40265272811274905,0.20443893241283354,0.23948411000337363,-0.026672503334631854
Temporal_Mid_R,-0.3547838878540267,-0.2751761619845099,-0.1766817209924159,0.24265953555512873,0.3089843201278916,1.0,0.6798866721253293,0.6382787075348949,0.5290400375977964,0.10539153400551089,-0.5488049150949306,0.03380381022554324,-0.5339652536424145,0.6900945895407777,0.012211410452396492,0.828905353622237,-0.14352113772360148,0.4073479562816747,-0.09695506268769932,0.5167249315589346,0.5259891105868744,-0.1427621629637223,0.23549094375911445,-0.010919601795174339,0.09510427838262674,0.5739303559726566,0.10673702964099026,-0.03193810675455113,0.27684687044446005,0.8348415426309667,0.50015296640639,0.016282513910828817,0.5502393570027846,-0.15479914908754588,0.02812948803412856,0.32999673574672,0.6268017712802791,0.28852305329351047,0.12306897226271994,0.11158311244835721,0.7304909343763611,0.2193265419170133,0.2545088716246388,0.4807238665652859,0.6598446425612329,0.34290372588994356,-0.4029981520279765,0.33731935079651854,0.14317974277178286,0.3228489020758618,0.8939975285285756,0.3902694099026631,0.46739157470397563,-0.13491366018425888,0.34857112381736033
Lingual_L,-0.21116198319094556,-0.34897843617708024,0.3806113154553756,0.20234455683514355,0.643946206834378,0.6798866721253293,1.0,0.6839778940815093,0.6939176364587232,-0.19090401134813442,-0.5865982652596449,-0.2156479314260364,-0.3283971254868654,0.7062235614401203,0.05388719691348476,0.7819789309780907,0.13101194543920291,0.43546197279531595,0.11259801054826908,0.2594551075786234,0.34709244320728033,0.13020904452165488,0.3202442051097476,-0.22224221657670398,-0.024546976934396232,0.5365470416847357,0.10453176684946712,-0.1341114423359062,0.3428429546138984,0.8661936521192082,0.3878066341145881,0.02746474904613597,0.42583201866924475,-0.2006745023069555,0.04635190512514127,0.4616740605360942,0.69198152192291,-0.11729686665084542,0.12222990977520519,0.6100691568820785,0.17681323465865853,-0.1672326344564944,-0.10741582197143856,0.6349339362451651,0.7259615814850772,-0.2620290149434921,-0.4841322257662859,0.31575058394384853,0.4439855755919616,0.4228012865238151,0.46832263094010773,-0.041335309707053264,0.2831357056695614,-0.09508336366144579,0.009786699635900868
Fusiform_R,0.02758583081055008,0.22046996128061994,0.19161524945132138,0.6254794601284243,0.4358367906140776,0.6382787075348949,0.6839778940815093,1.0,0.8265622080602746,0.20604084375528703,-0.25501360554632835,0.32619007230327973,-0.013560382785296277,0.6276386392421328,0.16218849238754535,0.47325009951848857,0.008233550609965756,0.4326982087606158,0.4909898569899436,0.2818919212986693,0.40824907374502545,0.3163247526193517,0.3215963819216367,0.15958503586651593,0.31755412600455696,0.5762530351180485,0.29876323901884455,0.08473913823918901,0.6158937132577638,0.5811532404757872,0.13246774422577393,0.09813855816146629,0.5581254078196572,0.18997136535062778,-0.1844808836668772,0.08705304916115816,0.6502002805124233,0.403370478122189,0.2620209641077867,0.1053116257564178,0.3706747551494484,0.267334784639946,0.3677539223180077,0.8968583369008292,0.4098636104329467,0.14973783123363982,-0.11908871698210446,0.5138060062282506,0.7579675782189924,0.7349464795495361,0.46498946905574956,0.1336473869891654,0.5531451732073537,0.17104938404970746,0.23105287088529292
Cerebellum_3_R,0.0686418009156769,-0.04182495624457963,0.35107211364891727,0.5250541232483664,0.6261263032926746,0.5290400375977964,0.6939176364587232,0.8265622080602746,1.0,0.034051761486898216,-0.2749290458562774,0.11682579211906592,0.006274667099915804,0.6677189961258375,0.26838564955811084,0.5011134085636557,0.20743976425911395,0.4621322378705481,0.3315986312376061,0.1139683160997263,0.3917681504103394,0.36979575921919083,0.2844096693554653,0.03692065534547481,0.07562056908713131,0.6330118330904966,0.4655343976933399,-0.03502977734682121,0.6434684283787334,0.585030341851434,0.3453443146056087,0.14581537977904377,0.46404237343727317,0.0719595276188626,0.016030703442942162,0.37473338425297276,0.6625752971944858,0.10392314529094614,0.4041876169178786,0.3534445316933923,0.19249182908910262,0.0885473365973942,0.24841486870476323,0.8854784932561257,0.41836954445127056,-0.03160320123915994,-0.1092629652691275,0.5737626674230055,0.7171816443722343,0.7464223235034293,0.3591680670381661,-0.02474428443150995,0.3189925392008467,0.1817362540398278,0.09614013151139814
Red_N_R,0.34974616851472856,0.23514059039300053,-0.18737281431208816,0.18430753746733494,-0.04509283057587474,0.10539153400551089,-0.19090401134813442,0.20604084375528703,0.034051761486898216,1.0,0.25041599245125257,0.5371362069660791,0.20076822072138878,-0.22047726717974897,0.37037231420714906,-0.19453150099792277,-0.02607356858466379,-0.36493836062883006,-0.02442068498089259,0.2619922568874697,0.34825178714988847,0.020268252068281666,-0.427283194370869,0.2188277474866477,-0.059687262144025914,0.4198108506871652,-0.1961023333281426,0.18385752353385548,0.2616023851657685,-0.17445976753179326,0.03165494108795934,-0.28432493509563445,0.35643221557815474,0.19337929744608293,0.22250064261482003,-0.23115477757567165,-0.02642828092845204,0.5191465922331734,0.3320641008832034,-0.3286212149156391,0.06363521249253071,0.20784903579688535,0.45888056435995067,0.21580050687829844,-0.1986086158368224,0.22590719731779998,0.1992650539532847,-0.16048629371513362,0.22734521565988688,0.08635295558040905,-0.014873726440484236,0.2884822152565573,0.43915755776511123,0.5706064058100527,0.3273328788355106
