,Thal_MDl_R,Occipital_Sup_L,Thal_VA_L,Frontal_Sup_Medial_R,Olfactory_L,Thal_VPL_L,Pallidum_L,Thal_LP_L,Red_N_R,OFClat_R,N_Acc_R,Parietal_Inf_R,Thal_LGN_R,Cerebellum_7b_R,Angular_L,Thal_IL_R,OFCmed_L,Thal_VA_R,Vermis_10,SN_pc_R,LC_R,Thal_MDl_L,Thal_PuA_R,Postcentral_R,Cingulate_Mid_R,Occipital_Mid_R,Vermis_9,Temporal_Sup_R,ParaHippocampal_R,Occipital_Mid_L,N_Acc_L,OFCpost_R,Thal_PuM_L,ACC_sub_R,Putamen_R,Temporal_Inf_R,Thal_Re_L,ACC_sup_R,SN_pr_R,Frontal_Med_Orb_R,Frontal_Inf_Tri_L,Cerebellum_6_L,Thal_AV_R,OFCpost_L,ACC_sub_L,Cerebellum_Crus1_L,OFCmed_R,Raphe_D,Frontal_Sup_Medial_L,Raphe_M,Red_N_L,Temporal_Mid_L,Thal_PuL_L,ACC_pre_R,Vermis_6,Postcentral_L,Vermis_1_2,Angular_R,Pallidum_R,SupraMarginal_R,Occipital_Inf_L,SN_pr_L,Temporal_Sup_L,Lingual_R,Heschl_R,Cerebellum_4_5_L,Caudate_L,Thal_PuA_L,Vermis_8,Frontal_Med_Orb_L,ACC_pre_L,Thal_IL_L,Temporal_Pole_Mid_L,Thal_MDm_R,Cuneus_L,Thal_PuL_R,Cerebellum_6_R,Temporal_Inf_L,OFClat_L,Occipital_Sup_R,Thal_VPL_R,Fusiform_L,Thal_VL_L,Cerebellum_Crus2_L,Vermis_3,Frontal_Mid_2_L,Cerebellum_4_5_R,ParaHippocampal_L,SN_pc_L,Temporal_Pole_Sup_R,Rolandic_Oper_L,ACC_sup_L,Rectus_L,Heschl_L,Hippocampus_R,Temporal_Pole_Sup_L,Precentral_R,Amygdala_R,Occipital_Inf_R,Thal_LGN_L,Thal_MGN_R,Thal_PuI_L,Vermis_7,Lingual_L,Precentral_L,SupraMarginal_L,Hippocampus_L,Frontal_Sup_2_L,Cerebellum_9_L,Cerebellum_Crus2_R,Cerebellum_7b_L,Olfactory_R,Cingulate_Post_L,Cerebellum_10_L,Rectus_R,Cerebellum_3_R,Fusiform_R,Calcarine_R,Thal_PuI_R,Frontal_Mid_2_R,Caudate_R,Parietal_Inf_L,Insula_L,Cingulate_Post_R,Cerebellum_9_R
Thal_MDl_R,1.0,-0.29285384266921954,0.03247072160056075,-0.044186697938019694,0.24067483702905784,0.29018219363658776,-0.13840926348641916,0.41983601505199764,0.006177609108922204,0.31430921802169437,0.09911881443628447,-0.11697145303934628,0.6669463068856553,0.41238179226821653,-0.11346490837147927,0.4068738861465826,-0.08891582342912177,0.09739539471249015,0.004720294641329841,-0.13462336380057657,0.3178342427821278,0.46081069521305734,0.49277116899302625,-0.14034708586321934,0.3535291267457364,-0.35904322483273526,0.24746748017867753,-0.5075001353421306,-0.3048075016711137,-0.3084887233342597,-0.0463555127991559,0.09781675815171866,-0.3429908050572523,-0.04615972042718032,0.37038391961145595,-0.052615349500534044,0.6809796184588354,0.5057226461429077,0.060312978504616054,-0.5065277795858263,0.5001632693164251,0.17339302510036173,-0.6488364443155188,0.06717655465367421,0.06517553875018343,-0.26763512591060273,-0.11777730290630142,-0.27313487446771934,-0.04314384081806345,0.17210006586134152,-0.2527219558227067,0.27141620199545713,0.6271644360769522,0.47503694671406943,-0.27898486018448976,0.37575105359255656,0.5981645710367227,-0.1559709844122116,-0.23104779345635457,0.07611333254025338,-0.37773155405898196,-0.11545592131374097,0.05922468774282077,-0.24127787005402287,-0.5510134870724674,-0.032007657335863374,0.06263175583056699,0.5909010830528925,0.14114779614580858,-0.399021141429458,0.5961169905656083,0.5811458499514004,0.044964627892972744,0.5773147082098254,-0.3448479079633784,-0.10109386722419685,0.032506237277148485,0.13399903277476666,-0.0033970953557687245,-0.3387182722111741,0.22390410735631394,-0.008871031823990929,0.48964455827464043,-0.13206836849844752,-0.05312874507291012,0.4245964903503245,0.1414266060576439,0.255808775908997,0.20723511128534164,-0.014061246048609513,0.12755241664447856,0.5742694690823726,0.0030188206301898298,-0.25902708188313434,0.485566616346558,0.14150433063177933,0.18982118411456614,-0.08895228233588628,-0.5842558711907955,0.5844709066833322,0.39412883719740865,0.7237197984576806,-0.06729212372281315,-0.20727049414989712,-0.31392232758423033,0.07994155653145997,-0.07846519139855834,0.20223825766508208,0.06682779478535035,0.1400046341107225,0.057448260017761245,0.20968513695815347,-0.2529865212750927,0.488467343801819,0.003490739727666538,0.011917706282939497,0.15957595134055116,-0.5051060326275135,0.7671728639048822,-0.12846946973533563,0.30988014570446015,0.17025066138860576,-0.046543885415754035,0.116882455545269,0.15905162898581754
Occipital_Sup_L,-0.29285384266921954,1.0,-0.11699171897528246,0.25541602473979835,0.07029584387978742,0.5310302406629182,0.2522332602987497,0.34409896455106265,0.2735937533152464,-0.7564924606526371,0.10609637809786776,0.11490894606065222,-0.20844091763225045,-0.11648889398232683,0.1597236412090639,-0.16482316935619237,0.20600934434444101,0.20962971401120872,-0.08692440527408184,-0.18416270213712865,-0.13210612477720088,0.25842702685427327,-0.15957944919749165,0.5873184149951959,-0.02540903941923277,0.9750683000123221,0.008657663227598693,0.5663282071453763,0.07142870534180858,0.976678709365973,0.0550624432742187,0.49056116690398377,0.36511350987815744,-0.1655795840726851,0.015064276097007607,-0.05242568031626621,-0.03171342949120671,-0.43192600226004896,-0.22835067907404136,-0.10206195826693178,-0.6333730396912953,0.1297757833840058,0.12616420045841278,-0.3977590083372411,-0.06051225522144372,0.24844034826258563,-0.3857656717816312,0.23133261699683913,0.296237447175686,0.051964750895665685,-0.3346141999834622,-0.6545283020696566,-0.2792508098780743,-0.04013079838051953,-0.32140611557843957,-0.36869913135379934,0.09273143487347309,0.3515365332951268,0.16785324854724465,0.2199579021986407,0.9421125041627393,-0.02541359769463082,-0.7077200793909515,-0.054597046690922114,0.49630230644166684,0.3111584343133673,0.05812513826824459,-0.15494063914569692,0.054331186942776055,-0.15041446489611685,-0.2832605051979083,-0.19722851870728625,-0.5967151088221319,-0.3280786422646502,0.9820868882329411,0.0734878432626764,-0.14358444714288277,-0.008346744134487764,-0.4089377622078267,0.9807531368220197,-0.13926356074494986,0.07402034491121909,0.3526687098504418,0.6607713681135853,-0.22231496045815827,-0.38455131820043864,0.02708942277094683,0.039493771360919715,-0.13806310347826853,0.42907232834822395,-0.7761476896221705,-0.01938643891281128,0.03275253304594241,-0.6120107848122345,-0.05870809170902205,-0.14173278618335644,0.1714711338375776,0.14665317368925346,0.3021325501800448,0.12343202946597702,-0.4568609357595547,0.1566350871959437,0.06672890691186215,-0.014356368861250662,0.365490350849031,0.13193428299750362,-0.16891565597316544,-0.0013344122729434522,-0.0896533965208114,-0.09312316731984864,0.5420013178647749,-0.12737937225011223,-0.12651922032070903,0.3537319996876897,-0.1158844944153612,0.0014128637504969021,0.1630930782856873,0.42010967296954466,-0.25429366956629607,0.7267246356552953,-0.37347839929113796,0.27350638628324137,-0.3659259832345798,-0.4696268669832452,-0.029525732117590898
Thal_VA_L,0.03247072160056075,-0.11699171897528246,1.0,0.1238011532935695,0.455932568759754,0.061136425123480845,0.348624988984394,-0.33879286650994533,0.37037231420714906,0.2756263406001316,0.03264465160205939,8.166713755517755e-05,-0.06500691274968945,-0.09762779067060681,0.019788532836344033,-0.21493241652846354,0.4227117783962444,0.13280622766846814,0.35843436287525987,0.05315461273695005,0.34269110590676466,-0.023461555467438923,0.17520763063465522,-0.03660788977990573,-0.30422163601351077,-0.11695686508161951,0.19709038207727786,-0.05754140867375974,0.5103634671227711,-0.12168487121904992,-0.27567795909275733,0.2895757116868026,0.4644133299704814,0.45009226475575315,0.27756156297556034,0.28254024382059595,0.01702028243556874,0.18329148944965634,0.06248464484185709,0.48067648769412535,0.04593456355405682,0.029023646427320412,0.22535958931239475,0.567669729913392,-0.24822936713076424,0.06064335531080536,0.43368766108524126,0.22038483722514227,0.012370764518483278,0.26708618006347645,0.5343711390563276,0.1880396347866461,-0.22046550239014742,0.12835285508321267,0.1424679077805441,-0.10423002528007608,-0.0826081061355959,0.010784368827476269,0.04773314438690443,-0.17361856155242084,-0.01435697671833375,-0.01162278139912679,0.18945579068014087,0.0609765091341128,-0.09180635396863351,0.0759694260139506,0.43112597078219567,0.01863634946041265,-0.028101064861329354,0.5667143102386424,0.3593557209155023,0.20809049447296787,0.42431108125564704,0.1329043289421196,-0.1358333342604435,0.16569244561830093,0.18899410427858374,0.37765723238575094,0.25288910812159876,-0.13765473032247338,0.6001879822847622,0.17633745374788662,0.2290353070022665,-0.17361289034479718,0.351532246558209,0.13116927998258135,0.2677708041037216,0.5113466999242213,0.4325256614673783,0.17054149869958363,0.10107342979210167,0.11881968178093104,0.5842380920182909,0.17736195320669382,0.24628839989976586,0.6291728739711909,-0.29621900883092117,0.41820760287413083,-0.006337192338411637,0.044508090313217695,0.08286228023198748,-0.10888194046444688,-0.3053522183666447,0.05388719691348476,-0.017681186290072797,-0.036100553862095035,0.5187126265519986,0.09253867170073288,0.29063876276504325,0.01242690900803479,-0.13873778221546393,0.4137679609968796,0.055338648250892415,-0.0403234726394565,0.523034776359967,0.26838564955811084,0.16218849238754535,-0.04927343932969246,0.11237803802341725,-0.16903635318781374,0.3653440101600496,-0.11784278384367161,0.4019358787997145,-0.07588963967590451,0.24911735721366937
Frontal_Sup_Medial_R,-0.044186697938019694,0.25541602473979835,0.1238011532935695,1.0,0.09559349463106545,0.2689665154278499,-0.04214907734219392,-0.03169622051420657,0.3465140282225561,-0.44991275742289333,0.11653424637780045,-0.05258740041141403,-0.09246612256150073,0.5644026195484022,-0.10810435299581306,-0.4098112172224336,-0.14249678041919087,0.16610466014765146,-0.1288280365672525,-0.35419283959607273,0.07067642214958265,0.25136511334283884,0.1120778793728465,0.12556797280037124,0.3709762588387443,0.32153716517502534,-0.059415359565736535,-0.16073268876943936,-0.11068928913015083,0.30855339882457583,0.0371230007467604,0.29325717283538194,0.21665198816188863,-0.14185502491884777,0.1742343480524796,-0.14443251870617427,0.13116935407690133,-0.25766540971096735,-0.35410219203948406,0.18401932529585535,0.19941536298613177,-0.1697243937325236,0.07529196471862547,-0.07861788794976948,0.40020462547287683,-0.02553385311281968,-0.2555729160690044,0.036740635058760886,0.9375444152876616,0.1684772376844611,-0.1333358625959351,-0.3219125108200204,-0.2629666428582143,0.4349966611808444,-0.4728709378612798,-0.2872208518510728,0.32304746401862605,0.046192672439801234,-0.16870671174904076,-0.009120380622704366,0.2479283783771816,-0.29118422357574464,-0.36047949460316675,-0.5581222094653603,-0.2706173426585251,-0.2119767913387016,0.1863284929600891,-0.21970060879513742,0.22247730772371466,0.1959044015945621,0.03765217804931997,-0.03733972700606089,-0.009995555373691126,-0.29921046398999945,0.2341092474343869,0.014646522572376221,-0.19639095730568049,0.008871226705277043,0.014549433545080613,0.2770014162114634,0.24386561072001395,-0.2257167022768909,0.1326625092131972,0.48840394439815205,-0.2704988983758866,0.5740870392135505,-0.1252507824926524,0.08585325681717174,-0.07042215734618262,0.1475676923726001,-0.31314743809487067,-0.17938409024233262,0.05993589447640899,-0.38085343721429143,0.0916427889623571,0.04660146930663783,-0.04530110669999103,0.155290877732299,0.22474710354130775,0.2182525696434503,-0.2523737669720235,0.22201808073329998,-0.026295731110718087,-0.5089560531651649,-0.03252163451068657,0.37454388257226884,-0.13680958098524496,0.9059288959384713,-0.055905373710660726,0.3649989100181763,0.6079668699844673,0.028198272801856484,-0.5874167742545228,0.5101183480518909,-0.03740360296605469,-0.13444812172714476,-0.132006659005232,-0.4406859891366501,0.17668269758496757,0.6058395820568384,-0.014140734330182422,0.33620278920202723,-0.2916437196467613,-0.5924531943856393,0.06353435438302572
Olfactory_L,0.24067483702905784,0.07029584387978742,0.455932568759754,0.09559349463106545,1.0,0.23936459463371815,0.299638229429564,0.1554040427116609,0.22178122611499568,0.22315528676092533,0.6176502407592076,-0.11834337524810556,0.17249336313962102,-0.0793397068452788,0.1040172657243995,0.06664525229380687,0.6883928755707865,0.1826233931128569,0.31976442877158257,0.1966569582662392,0.36909829130732097,0.18955250919972716,0.1937851637271408,0.15228798224554496,-0.06268763534374823,0.024487826889486294,0.2949478759198761,0.06338388509877112,0.4677905126247044,0.019508181380923455,0.14939394579341522,0.5933141770455461,0.2346253955509949,0.6623918998122282,0.47121445769720527,0.2607812117912513,0.0860292148697261,0.38474092637054663,0.12164219751353793,0.33666632383612594,0.12295802967009925,0.12528239126974036,0.16304649972522264,0.477935211795437,0.05535482453860695,0.09605827296069988,0.4252927852359019,0.33300626636429187,0.08330643176878183,0.21878613501733213,0.31118114874867403,0.15344591550227737,0.15519220440392315,0.5020688496089654,-0.002299164061066151,-0.018844979558901877,0.20288837500922674,0.1125945310180542,0.021868891620972233,-0.017742745283575227,0.06336225655351882,0.23746116744171744,0.04227861219013393,0.03632677135851546,-0.0024787680186101916,0.1909838050056645,0.6244637156301259,0.18438917640369196,0.036578747578235885,0.4771841250599333,0.6226625628765142,0.3955294054013717,0.3359183137551318,0.34134134093379054,0.013186055099973887,0.0971900795632202,0.16922107520807592,0.4671863901307118,0.12200187117934885,0.03944454665805226,0.36484436376622403,0.25805596146060933,0.4219319149955908,-0.027845853776016796,0.27208678857301916,0.22584515800959534,0.35716685710240076,0.6347514391487104,0.40936689466531606,0.5279750373616707,-0.016934571959400964,0.45259691069025737,0.8616674902068507,-0.050989232392685914,0.5056844236422532,0.7000112533307628,-0.11969241171753736,0.4890040040909234,-0.17792479637580638,0.23905544345269567,0.1027199897794269,0.15942596895246217,-0.15764924160056273,0.006090503221525074,0.04976785923390442,-0.02991981284132266,0.4528373822879053,0.14919804473938955,0.23281522498337687,-0.07617322070269286,-0.017839096103456284,0.8324286600587676,-0.004296607089141733,0.23371719723569154,0.7998052412342513,0.3977363420553647,0.3241274304038714,0.05100383265452856,0.23656723878076774,0.052697468193509435,0.4881744373339555,0.011619283110636161,0.37460152420563136,-0.03554057218986705,0.29256285777671576
Thal_VPL_L,0.29018219363658776,0.5310302406629182,0.061136425123480845,0.2689665154278499,0.23936459463371815,1.0,0.43912871601151393,0.574899642754396,0.5191465922331734,-0.4449969078337701,0.13842468485888154,0.022423694892573526,0.36046797135443465,0.19237649273887644,-0.039573799743180094,0.12616094289420116,0.1185479828812747,0.3035903557456681,0.04063081062965825,-0.29562059954349473,0.06577469559559218,0.4817500848611711,0.3346628644189682,0.5389688776651397,0.1486026896406624,0.4871200434775992,0.3031214373332438,0.29915173548917434,0.05969132054615687,0.4954230047753172,0.04776537124447329,0.6111073836880092,0.3613198094389678,-0.1620938967345573,0.5140897200975751,0.11788090864724673,0.47427361220820663,-0.06489788032350216,-0.23764089927179274,-0.2609733211797583,-0.2872270267034608,0.30718522965895967,-0.17189527960522116,-0.1515548380942773,-0.04042570320719603,0.14179332759630478,-0.3321129163593921,0.1789574570320963,0.33926217714023266,0.20581881491784834,-0.34943912652185516,-0.43158635233317527,0.14972674760245355,0.34424025051706647,-0.42322591395568254,-0.11601594743941028,0.5024929927418562,0.39028378115425705,0.036849915303693914,0.3016870338357764,0.47162576535958156,-0.12705883136741067,-0.5947989279551434,-0.13990451485426594,0.1354571977382049,0.39794226629047313,0.288042520917665,0.2368756366781072,0.21029255995752655,-0.20013557832167586,0.11595189539005367,0.2057576470675508,-0.3856939292649208,0.1996311792561165,0.5186016059178366,0.21520951022078946,0.027696146291769044,0.14560120827936734,-0.3399455015503535,0.5378536945073509,0.28303585178773943,0.079958994011514,0.761211129258435,0.5490299491448948,-0.12433069253363012,-0.08071812832339859,0.2608985716681348,0.34362319528162205,0.06304592421066255,0.5358653692195766,-0.636067995047822,0.36692160856939804,0.08421302919650048,-0.6559057086726632,0.5402886012825581,0.0853529794550697,0.14934677983341937,0.34638434880147473,-0.027525953700139993,0.6121891180167135,-0.19673759138967034,0.6198301060602462,-0.021354376039730304,-0.11729686665084542,0.4121197554044859,0.2729703708890915,0.025352278966236808,0.1612127761881812,0.1337761682175828,0.11858276927762412,0.5801132937012996,0.08168137354138516,-0.24339154982462188,0.6497901874637706,-0.06493589875579264,0.10392314529094614,0.403370478122189,-0.036081291435666685,0.28289747197667214,0.6453739174812108,0.009607348177590163,0.4969458529140752,-0.24856452847829574,-0.420478349707373,0.2540451315780509
Pallidum_L,-0.13840926348641916,0.2522332602987497,0.348624988984394,-0.04214907734219392,0.299638229429564,0.43912871601151393,1.0,0.18815061047613718,0.35643221557815474,-0.05852501467718798,0.24812906001137636,0.024685813090512463,0.1216496306893906,-0.10988372273018793,0.0022319569825176694,0.23217938747265832,0.2095175007364871,0.22502654892669147,0.35467826806177166,0.2424938152421519,-0.052015395645607476,0.06254543384389821,0.06820049793675322,0.38433466853399173,-0.03905262928223697,0.236277813166225,0.33809559691314595,0.49080483912104333,0.5286123417375744,0.2187856099087542,0.319640424317471,0.37874856719263844,0.3663188595707719,0.14114109460728164,0.4782619088847826,0.5179461047304025,-0.13878536024276356,0.14762192937965402,0.24846163649559655,0.11783434081578457,-0.15742379251947597,0.47876756890959893,0.29310151363253917,0.26475510985968914,-0.026959597954433888,0.5474851406943576,0.02935485276166206,0.31217721930726583,0.024623825015843644,0.13011987968390668,0.09881521276092355,0.08120454464199904,-0.012475667516898012,0.12181437799867018,0.24707832520911366,-0.02112457549339904,-0.08758142057024432,0.261556093168619,0.493377506608294,0.1846282149781416,0.2997158904152027,0.3678276244486096,0.04089963884228252,0.4311525127537926,0.43737036675456253,0.5975439355114414,0.512853938538802,0.1345660287719982,0.11536247773292697,0.20659801758692084,0.12962017395897402,0.168656100552753,0.06802614525212368,0.21493922217296996,0.24884511382137206,0.2946060575955616,0.4564730922857979,0.4810014066027723,-0.005314199897916674,0.25666137863852806,0.31029367828938076,0.49758148501293464,0.29010372756489333,0.2858392109374274,0.34422760215819775,-0.14740412233807176,0.4588805672157858,0.3475914465720956,0.4534837463629113,0.45679457190225725,-0.060807779294594716,0.2951945715990867,0.26956754510596836,0.07455067770750042,0.4086071718339679,0.33650799422574024,-0.0910349107577195,0.3406482916897966,0.24527326391894663,0.1227178055420327,0.015761564543502107,-0.027043287391665484,0.053540954867446956,0.42583201866924475,0.4856239607479575,0.1398720051965088,0.5058426297211697,-0.10719353655040728,0.41963511443468715,0.186076706917822,0.18534271731597282,0.14179935767442417,0.3195761985202039,0.09835463421643427,0.18129630769437158,0.46404237343727317,0.5581254078196572,0.4179819673683894,-0.15186650853053796,0.1830484559293335,0.2790094295807505,0.17002180667406183,0.3791116853369229,0.042697831481343665,0.3682224216969707
Thal_LP_L,0.41983601505199764,0.34409896455106265,-0.33879286650994533,-0.03169622051420657,0.1554040427116609,0.574899642754396,0.18815061047613718,1.0,-0.059687262144025914,-0.2905297423366885,0.3653601793113255,-0.01296352641225008,0.47384467724009827,0.33572458457337195,0.04751998807142518,0.4949145632012726,-0.12739549093342165,0.03894153669124991,-0.03116547087687215,0.022578013977994072,0.04679982775708391,0.39566248827682116,0.09957034546930771,0.2529364255202329,0.5055624255957548,0.25986741847317624,0.27990355132107614,0.11138987392506915,-0.2712689399877352,0.3219319854864346,0.4392309394718463,0.29116954594983874,-0.24593302618295232,-0.1796188186788144,0.30274644106237,0.02588645542275878,0.41987632915861106,0.07307008656898138,0.05080504962400385,-0.5867224164436121,0.02856871037718318,0.3557250749843981,-0.3791895037358989,-0.36844666405829296,0.260728519064525,0.17886665718032813,-0.38748714216362,-0.17041894569158836,0.18772369045850534,0.13667485563860196,-0.6111529769436783,-0.1582320900082922,0.6710410401728543,0.38958892270171075,-0.28014089829718936,0.14671834394919767,0.5292731935659102,0.1792719747224243,0.07466941921899886,0.311149630293542,0.26093254994837667,0.08145652380477685,-0.32641886719448826,-0.03909967265073097,0.0733320194340178,0.28123926452643266,0.0993183580143932,0.3921603927066861,0.29418380456980503,-0.5284005013460299,0.129038683684828,0.3320338070174071,-0.3308818638550608,0.3128654739597394,0.30961507777982833,0.015377122685736367,0.0676254550365632,0.11923766781416557,-0.2247310867772089,0.34441065092453055,-0.2083414358759145,0.17028771758203423,0.480706221589073,0.4370181270454427,-0.20040646325718403,0.04715847925395799,0.16019721879101947,-0.013708099162250324,0.04138081357686967,0.30709409317858316,-0.2831310819044307,0.4441176394402238,-0.1672925581273613,-0.48693439685675344,0.37518616399701793,-0.1830599188338616,0.45069491721533156,-0.10395578538481827,-0.14667616565857336,0.4545179150968488,-0.019324396254481232,0.6230196133858392,0.14710196943272658,-0.024546976934396232,0.21878609228572088,0.330873178305345,-0.23128083687544151,0.07722588258102048,0.09511565409354644,0.22244527204402578,0.44242370145152543,0.023363966037263297,-0.11653180323848021,0.5645432835628997,-0.18514671860330856,0.07562056908713131,0.31755412600455696,0.03752423622182112,0.37662733169129775,0.44709231462384064,-0.01774564142195176,0.4919555896183636,-0.27381692663051954,0.0010910268928740303,0.1877481456679275
Red_N_R,0.006177609108922204,0.2735937533152464,0.37037231420714906,0.3465140282225561,0.22178122611499568,0.5191465922331734,0.35643221557815474,-0.059687262144025914,1.0,-0.18737281431208816,-0.16048629371513362,0.04284312017027453,-0.02442068498089259,-0.022999933254493277,0.1369505350139864,-0.3683509117934121,0.3273468358471917,0.3610506699835728,0.1087525026852066,-0.4981625151054049,0.34974616851472856,0.19337929744608293,0.2951864059350537,0.4579979942347069,-0.26172029600703794,0.2929507557726392,0.08635295558040905,0.06902261289560849,0.4198108506871652,0.2884822152565573,-0.36493836062883006,0.45888056435995067,0.533919118875972,0.035466085659759165,0.3767298209226531,0.1761141587293366,0.3583699962791308,-0.11294809181148659,-0.4800805953940035,0.13758251936152957,-0.1983174094494342,0.04482572867386358,0.03165494108795934,0.1428649619012762,-0.28432493509563445,-0.02642828092845204,0.006900112883724542,0.34825178714988847,0.28521111426153056,0.5118234458368083,0.15734257320225803,-0.34603261019997544,-0.2954334396472174,0.1145587211705484,-0.45209107826681955,-0.15058700778093967,0.21319614633375952,0.3273328788355106,-0.22047726717974897,0.18506672106254504,0.2650607105112973,-0.36492107177179417,-0.34957042333068367,-0.24867317495357502,-0.10592073621365627,0.31615570562534623,0.22774599333019546,-0.19910800853067595,-0.1961023333281426,0.268486832167074,0.20761760355225756,-0.00821425167034113,-0.02607356858466379,-0.05455381649544032,0.2656709612145935,0.012558259128615908,-0.045475764072960216,0.12218039040530156,-0.2125700788392096,0.2728726541872858,0.5706064058100527,-0.06473229077505814,0.5371362069660791,0.1373561641498925,0.058766505591419514,0.04531670627056586,0.21580050687829844,0.47243289012735534,0.053178136424867864,0.2440245550599935,-0.4268165692757242,0.13236774978590599,0.3320641008832034,-0.3286212149156391,0.4497576048089891,0.3629630056694889,-0.2036659651546489,0.7153827775020134,-0.005141797805830398,0.4780954879456174,-0.161179158683143,0.23514059039300053,-0.38365987565376525,-0.19090401134813442,0.2619922568874697,0.18385752353385548,0.2313876448634872,0.1992650539532847,0.11954402407563244,-0.10017756783871842,0.20784903579688535,0.18415984897908497,-0.20163769611004959,0.3358137043595815,0.19947276693436516,0.034051761486898216,0.20604084375528703,-0.19453150099792277,0.10033773476107025,0.22590719731779998,-0.03398512229685356,0.2188277474866477,-0.04509283057587474,-0.6386386224608223,0.14573828659798949
OFClat_R,0.31430921802169437,-0.7564924606526371,0.2756263406001316,-0.44991275742289333,0.22315528676092533,-0.4449969078337701,-0.05852501467718798,-0.2905297423366885,-0.18737281431208816,1.0,0.13347773939980923,-0.0972872431219264,0.26828907779414557,-0.11960608972339572,0.06159681704427921,0.3192722819719612,0.125376556333872,-0.20201903299495738,0.3553856456137127,0.3945435577241409,0.2157593008705107,-0.2690605618102617,0.09070821758190899,-0.3554349433956004,-0.09665453732892787,-0.7802746660398235,0.20576317887135326,-0.3089820207257486,0.25000467318227565,-0.7700420326469164,0.01017597019569033,-0.2383354276426344,-0.219811037035564,0.4881106874037101,0.1175766666050542,0.35168525853996613,0.012468358674423705,0.6958571787553526,0.4521001827939372,0.19315094195282778,0.5246266413087092,0.19294669272616433,-0.009582208741530705,0.576297483405657,-0.038477659124784444,0.03568989280227519,0.5663194201507289,-0.010130768119580353,-0.49363698355577373,0.07400286470373284,0.46612255046606593,0.8056359847765434,0.2614064217783848,0.11681583523374606,0.510488571179841,0.3905352334239464,-0.11434638446977023,-0.282475376167237,0.039443049289869386,-0.1738486732631688,-0.7129225189031092,0.24678765419509047,0.8078925475772692,0.39706057450451476,-0.23723554617141562,0.05579839261558521,0.14924354072272641,0.2739722364971902,-0.01814184574452548,0.2636669701678225,0.5237030769816594,0.395452872728654,0.6233078278471649,0.528879286647259,-0.7785240740827115,-0.031267793391645135,0.4402445383266391,0.36493992735495007,0.46645064982540224,-0.7930376113850237,0.20562278777373577,0.32280617633962455,-0.18983138561830754,-0.6535327927660416,0.5589880883047572,0.23881318136253366,0.29567012083897415,0.21801331226279794,0.35961019627292623,-0.16318938491818338,0.7887201692035118,0.3159981397211815,0.3108307947955407,0.7035903172730898,0.2518983492587767,0.43350422136575784,-0.07410941498972486,-0.015067631457666405,-0.26052789583563396,-0.1317449860423691,0.5170946283798967,-0.2004704703792834,-0.051175882245982234,0.3806113154553756,-0.2619981094191016,-0.2548851404181468,0.43210429410755824,-0.21540229874395334,0.3001390727390409,0.021977059700126873,-0.5890542982368656,0.39875888752302296,0.4441853672900928,-0.3970064547610278,0.46168906306751883,0.35107211364891727,0.19161524945132138,-0.04320603445134146,0.1835476549690674,-0.7740803359632776,0.5177420804281135,-0.4262419438905844,0.6625214772944654,0.6327900584120534,0.21625022620625137
