,Frontal_Med_Orb_L,Vermis_7,Cerebellum_Crus2_R,Cerebellum_8_L,Thal_PuL_R,Thal_PuM_R,Thal_VPL_R,Frontal_Inf_Orb_2_L,Insula_R,Vermis_3,OFCant_L,Calcarine_L,Red_N_L,Olfactory_R,Angular_L,Thal_PuM_L,ACC_sup_R,Raphe_M,Vermis_1_2,Rectus_L,Parietal_Inf_L,Postcentral_R,Raphe_D,VTA_L,Calcarine_R,Vermis_4_5,Precuneus_R,Putamen_L,LC_R,Cerebellum_4_5_R,Thal_VL_R,SupraMarginal_L,Vermis_9,ParaHippocampal_R,OFClat_R,Frontal_Mid_2_R,VTA_R,Lingual_L,Cerebellum_8_R,Thal_MDl_L,Cerebellum_7b_L,Temporal_Pole_Sup_R,Precentral_R,ACC_sup_L,Cerebellum_4_5_L,Thal_MGN_R,Thal_VL_L,Cerebellum_3_R,Cerebellum_10_R,Occipital_Inf_L,Rolandic_Oper_L,Frontal_Inf_Tri_L,Pallidum_L,Cerebellum_7b_R,Fusiform_R,Thal_LP_R,Vermis_6,OFClat_L,Thal_Re_L,Thal_MDl_R,Cuneus_R,Putamen_R,Red_N_R,Heschl_L,Thal_IL_L
OFCant_L,0.8332886067407624,-0.11146484810000773,-0.20409045112960755,-0.30843261389231724,0.1497850566130467,0.16154706947036152,0.41500390828751826,0.39302307288728294,0.18696845207101098,0.3127394478626528,1.0,-0.02465814692739128,0.810422470334107,0.30947126203585507,-0.014556363816914861,0.3868085055433587,0.0017455778938648572,-0.09946899404563946,-0.5033549985006124,0.49791544630598444,-0.3695289293110757,-0.19675309983978298,0.2962149269801028,-0.12469207352152935,-0.01607150463747415,0.030854160774323264,0.025429200965681128,0.17996325583921627,0.14484567756352387,-0.029662891018113147,0.0008230598223103317,-0.20406015801132574,-0.1411517475298071,0.48941354018301747,0.3190772568476454,-0.3848957221043443,-0.26435003099004245,0.010530369435512514,-0.3311981805641855,-0.2432706806637037,-0.4441589686164251,-0.11499781537315248,-0.5517001612368668,-0.3419851316236961,-0.23172717515828758,0.03816138005202408,-0.2869072909272549,0.04674415165584992,0.02979557527782524,-0.205392399715901,0.31074143146662586,0.038045811399493,0.010452052497516164,-0.3288381740663812,-0.2129228625993414,0.21696509370338576,0.33223785067333517,0.36635057064965765,-0.4663815347167921,-0.33860109758955576,-0.34077637645287767,-0.052438858105714414,0.12267859151772816,0.5113518029048347,-0.1854137277406434
Calcarine_L,0.08803079349048888,0.33415566317498246,-0.054366417699400205,-0.005565631182271773,0.11585559733050893,-0.5778679353698699,-0.2713701135914152,0.2664668495068964,0.5502561663451252,0.40846495955693835,-0.02465814692739128,1.0,0.10628006189849894,0.08828497083406338,0.2821191676957368,0.08277199539327555,0.13403153325995215,-0.15188467663054472,-0.36888399191052557,0.15135322087264008,-0.2024477202190909,0.2818527578560264,0.3135753625297664,0.3512216019425559,0.9181064624235337,0.24155048849115549,0.865394449999935,0.2081792823212418,-0.2181323154511113,0.33707806225471176,0.2163021133701262,-0.16948319346230173,0.15197711445650813,0.4233814108342228,0.0005281323065481064,-0.0122127688920629,0.6019096035378707,0.7259615814850772,-0.5335157538559362,-0.16128374986333874,-0.07145190036595038,0.3072566919359014,0.12447906673121642,0.1737377969707683,0.5620340923560176,-0.02510995376756956,-0.13033162520446503,0.41836954445127056,-0.1014122758427919,0.4479791452133547,0.08727518737448134,-0.3298250871720188,0.37009357745548255,-0.4585633797002901,0.4098636104329467,-0.6711807760510246,0.5349506385278103,0.058783669956787826,-0.4993531147182652,-0.40377938953154535,0.38321496482044426,-0.07305290689967756,-0.1986086158368224,0.3123561792927575,-0.01596377703276743
Red_N_L,0.7723326102683227,-0.14317475340090646,-0.3126419704343002,-0.26839180084410574,0.20164749142638255,0.20350718268678927,0.43389919355306594,0.4955986723994613,0.3223881558747158,0.49107174377304375,0.810422470334107,0.10628006189849894,1.0,0.36415321358131264,0.09501312462843078,0.382213565525383,0.10783568187883204,0.004089724841681327,-0.46013350251083524,0.5779799934062635,-0.35347135132361396,-0.08783247224868243,0.3261919184675829,0.0931922971644395,0.10516785419311883,0.17279960100373776,0.1274576947629766,0.300272598328433,0.2589890667327665,0.17202480316674634,0.051424211480535886,-0.2730671946874163,0.06256747855009198,0.5893145880257216,0.46612255046606593,-0.5001575726133416,-0.11111326298021444,0.15924708664879725,-0.4121181660028404,-0.23804586882627785,-0.575775818393471,-0.07054686484199532,-0.5251964228211666,-0.16126417633765902,-0.025599625757234165,0.09678975651313347,-0.15156015208537402,0.2251419289232075,0.00361028222607353,-0.23574183839489524,0.3618213480198123,0.004817878684773855,0.09881521276092355,-0.48377266708736794,-0.05509646633614967,0.168286631983601,0.4358231373920501,0.3240799543463427,-0.3623820057488929,-0.2527219558227067,-0.3755891744312883,0.0008097697138376821,0.15734257320225803,0.5638502615632265,-0.0480972670706747
Olfactory_R,0.550720068317735,-0.0655241768805409,-0.0020493098381710938,0.05844557260205305,0.06733610341833497,0.22038927580883994,0.29934946619767044,0.565272983478096,0.2992729575607297,0.31500913783968704,0.30947126203585507,0.08828497083406338,0.36415321358131264,1.0,0.10918787928683577,0.14000315907668998,0.45526035717999863,0.21501033277937093,0.15675089029746164,0.7809640089081622,-0.049111503725295325,0.033189264152607915,0.3363386881003934,0.13891550843342196,-0.0006710019319838434,0.07834249231248383,0.0024569764401821017,0.5250808845688767,0.3058442645705779,0.28569228095153204,0.30879856908021913,-0.0016372755703402736,0.19053403835097885,0.4763230880842825,0.39875888752302296,-0.13886994165034253,0.017246038657431247,0.09680334454834676,0.04090779524011399,0.11826785807709654,-0.146567228485172,0.3660602460241736,-0.14412963046638796,0.4127020605053868,0.13260517108292735,0.12118401435056791,0.237627679361063,0.3564050357677293,0.32277979149125186,-0.07799590788338023,0.19917516525505638,0.24154633469543738,0.14179935767442417,-0.03386066208520676,0.26472465930850814,0.19225721718853586,0.084309294181081,0.2918841127099399,0.11029015081103438,0.20968513695815347,-0.16583453792307964,0.4931635864077817,0.18415984897908497,0.20366504166151744,0.3266505980195569
Angular_L,0.08933931284732206,-0.06560022593601483,-0.21632951091659477,0.03132360154193709,-0.2910555347239372,-0.04272187146466053,0.0690257324223793,0.1338238391796039,0.12132914321359393,0.20273734731341694,-0.014556363816914861,0.2821191676957368,0.09501312462843078,0.10918787928683577,1.0,0.15166471311369153,0.04833900501886576,0.20264030089805568,-0.08443094240183774,0.20235601291711758,0.025167863161624008,0.14265374126656277,0.18016966859715847,0.038674757614833105,0.18219417089324305,-0.028502125094668745,0.16695534780119847,0.04796159639434117,0.3291190552531634,0.1275151571311321,0.06961366521610454,-0.06012014850163027,0.10485971751520073,0.17653423943221816,0.06159681704427921,-0.07069224915884509,0.02586902697238093,0.18113380747653446,-0.1427094851330932,0.05489416558717578,-0.15670255999604377,0.049678686981725485,0.18276399735896728,0.14971741632024851,0.23258648243296842,0.06866226761683271,0.09107404394807249,0.13624977932552826,-0.12606772600716323,0.1275082308868494,-0.011135832008009505,-0.07346006567281424,0.0022319569825176694,-0.22803722151511907,0.09422151178948923,-0.1676479003276796,0.04660724837596727,0.020095513553779695,-0.014006270126559535,-0.11346490837147927,0.15428425241854601,-0.018262761162697597,0.1369505350139864,0.05086458331830019,0.10913297937342226
Thal_PuM_L,0.5483151325364263,-0.10912331802958017,-0.1771105813538007,0.20208731453910772,0.2656096515803248,0.12387183637959998,0.5540492309371691,0.5199682072368095,0.28006989360194284,0.2562595779253534,0.3868085055433587,0.08277199539327555,0.382213565525383,0.14000315907668998,0.15166471311369153,1.0,-0.2710915198474618,0.016743721463517408,-0.24617119480963245,0.469772439326409,0.043811327185153605,0.3955447552255477,0.5578528285997167,-0.18939321963447894,0.19225061392056128,-0.32027003850306035,0.19201522985254546,0.25144529369082386,0.20856999322854747,0.2241489746451971,0.4275746300184513,-0.012429203082282372,0.11881422794683648,0.5398531378452288,-0.219811037035564,0.26173125015663234,-0.14656096650315595,0.05984033843653322,-0.13506143329438142,0.00199189951985383,0.07129146158552749,0.30059507891857234,-0.22376136833835342,-0.1416316092415997,0.2650217771473353,-0.2546846373947328,0.2910711867951312,0.16812637675340694,0.0755040655465267,0.41132539041624405,-0.4012408884484035,-0.49035616723314074,0.3663188595707719,-0.3621933250731704,0.1412076790875901,0.1654360718643921,0.03439596184924881,-0.020525174600313525,-0.15945365617034296,-0.3429908050572523,0.3459298365531091,0.11931177863377239,0.533919118875972,-0.10392220654666619,-0.10714150462762254
ACC_sup_R,0.015364870462178059,0.08833915448588295,0.26992338343728844,0.1060804004071893,-0.006606256419172074,0.2876622252173908,0.1322171688115825,0.24930740109834315,0.511481911382979,0.6042759652092302,0.0017455778938648572,0.13403153325995215,0.10783568187883204,0.45526035717999863,0.04833900501886576,-0.2710915198474618,1.0,0.0034841662192896376,0.24893262805406455,0.30087157422549227,-0.10931825430081384,-0.1488118960391491,0.12488730912255766,0.4890706608946008,0.09219597037481786,0.6168032407603423,0.22799215992826727,0.5372779595119676,0.15476208937580394,0.5718795606920967,0.2508458875168311,-0.08748797440068934,0.494641311499279,0.29962108019730893,0.6958571787553526,-0.3794131039367903,0.4787493505867158,0.5010020488169398,0.015694351115591396,0.09267372088784677,-0.18726583937679844,0.21747397269991095,0.1405680475861429,0.7879097943029711,0.39243716357877656,0.5356646088176068,0.058266935582387255,0.5918265372444658,0.5037669136487306,-0.4515097606058648,0.6168111315212076,0.5692897853620933,0.14762192937965402,0.07899746252307233,0.5867644819975022,-0.06406151481584887,0.4221184555292853,0.21928594774469706,0.14188058245224114,0.5057226461429077,-0.4541866018075412,0.45945427295625085,-0.11294809181148659,0.436398771454471,0.6468983909798962
Raphe_M,0.02805983004058126,-0.46960279577208397,0.04349603361491682,0.10962642716249112,-0.19564411234575418,0.1603578420387118,0.215162565827077,-0.005333597172460801,-0.15513846010072707,-0.058188922259905886,-0.09946899404563946,-0.15188467663054472,0.004089724841681327,0.21501033277937093,0.20264030089805568,0.016743721463517408,0.0034841662192896376,1.0,0.3310061184644631,0.18867273928078968,0.10866804217366083,0.18524253087859321,-0.07168029057801344,-0.3654703996693075,-0.25137676880557736,-0.2606490800207131,-0.2804463400446283,0.14492861495652118,0.3762526699620439,0.014123373631639832,-0.17308391604380383,0.1641455151114296,0.04667962226578231,0.06297887336785307,0.07400286470373284,0.022122120535247165,-0.14493561418568016,-0.20481399172676443,0.28259273519442124,0.002592253563263173,0.09188882997640092,0.07695850969066759,-0.009393684260866465,0.17807589849299704,0.07164724498409825,0.0023448783666883927,0.31370464371173756,-0.02521342044758382,-0.0532704122248202,0.07910039910487299,-0.10268617482724107,0.13792146633409458,0.13011987968390668,0.23159867292613692,0.06922527092453815,0.13316838359361735,-0.4066642600596266,0.10426540449689656,0.4554585768099897,0.17210006586134152,0.04163914154875589,0.19901158048443554,0.5118234458368083,-0.17608122014933308,0.18223066880270977
Vermis_1_2,-0.38866267552551337,-0.10951876480111883,0.38184426775015096,0.4725920874684855,0.007718858727227848,0.28900351611698993,-0.010217916918586525,-0.10917151944823986,-0.16389481214513651,-0.07187562891559583,-0.5033549985006124,-0.36888399191052557,-0.46013350251083524,0.15675089029746164,-0.08443094240183774,-0.24617119480963245,0.24893262805406455,0.3310061184644631,1.0,-0.04775929913665739,0.4605083120157087,0.15543345138770465,-0.044689865787093094,-0.005825713198910197,-0.37737546518406784,-0.0715937076435973,-0.3365006691127095,0.1632149568284631,0.2458434827570863,0.27054502233447275,0.11743974452862561,0.3173217837112944,0.4185857504497876,-0.2041783916828375,-0.11434638446977023,0.3918382719943735,-0.00510442190394255,-0.2629444468560567,0.6644147833024554,0.45544667487981316,0.49954288430337285,0.32569580209559873,0.3401230227570559,0.5097219998565637,0.15281399940365784,0.1430794847742372,0.48077859776910464,0.13633192321920698,0.34308598071051144,0.023359707935837103,-0.23807329386906265,0.2550999010392549,-0.08758142057024432,0.6077101198890119,0.3505371798153503,0.2394318682906322,-0.47130233949375705,-0.14001736648074994,0.6481729090341988,0.5981645710367227,0.13855213515604586,0.474176115222837,0.21319614633375952,-0.5204567358657896,0.451102518032965
Rectus_L,0.7282354191079005,-0.22445664752076924,-0.17504459015495571,0.1246329986802875,0.11671575762191055,0.2458900475461619,0.4537550187205088,0.7939161131860866,0.3663211516465631,0.4121778638319297,0.49791544630598444,0.15135322087264008,0.5779799934062635,0.7809640089081622,0.20235601291711758,0.469772439326409,0.30087157422549227,0.18867273928078968,-0.04775929913665739,1.0,-0.12793987053881772,0.16491411605808068,0.44610553805429515,0.09313646573257509,0.11605228513580407,-0.015702166105424322,0.1310069888547817,0.5481726241656976,0.40281530225243284,0.3565299281824085,0.2761674929074946,-0.07759706606406694,0.2548034039731764,0.6553345111951082,0.3108307947955407,-0.09394465516547831,-0.017539557834866253,0.12222990977520519,-0.11470323611856903,0.0012418316625539732,-0.18389037474214093,0.37652606533021815,-0.2643237706060059,0.29546981254383553,0.19781828863612175,0.07809084444017078,0.2566000440159539,0.4041876169178786,0.26279203768057696,0.07212718984892752,0.031557005898088776,-0.023080713938934194,0.26956754510596836,-0.27932934907088036,0.2620209641077867,0.18404072176368722,0.1508330050190285,0.16532142952491946,-0.07526912096655833,0.0030188206301898298,-0.012778490436910464,0.32355326263834266,0.3320641008832034,0.1473340890259905,0.2360050637903388
Parietal_Inf_L,-0.23697999844075346,0.18756372199757343,0.2927136978876296,0.44856818283105554,0.01799388254775015,0.14533197343615534,0.04257508082486722,-0.12873826496581614,-0.16117894723734122,-0.18005633448056452,-0.3695289293110757,-0.2024477202190909,-0.35347135132361396,-0.049111503725295325,0.025167863161624008,0.043811327185153605,-0.10931825430081384,0.10866804217366083,0.4605083120157087,-0.12793987053881772,1.0,0.2992569998265167,-0.1084890098471175,-0.1078490606387935,-0.20066941824367446,-0.20194705112820624,-0.17394564788146755,0.061286468443102315,0.066351093512637,0.07680489996774323,0.21276440255645082,0.30684621888610814,0.1927492113652246,-0.17977838114496505,-0.4262419438905844,0.49788756674277845,-0.03664344615785214,-0.22224221657670398,0.5149176728352054,0.47326217453176256,0.4976568763131755,0.24304555294049815,0.24091886892532705,0.12685535815524185,0.0692457915782235,-0.13532037020239024,0.35642435535207423,0.03692065534547481,0.19057621268877603,0.26518276034503846,-0.33245651711226576,0.003984698743000379,0.17002180667406183,0.4248864261559008,0.15958503586651593,0.1754639525433325,-0.34768878335525294,-0.09405458857273799,0.3743913390089757,0.17025066138860576,0.30373727491323876,0.3252255677723756,0.2188277474866477,-0.4488723316645766,0.14495524045449162
