,Frontal_Inf_Oper_R,Caudate_R,Temporal_Mid_L,Cerebellum_9_L,OFCpost_L,Occipital_Inf_L,Angular_L,Vermis_10,OFCpost_R,Parietal_Inf_L,Calcarine_R,Occipital_Mid_R,Thal_VPL_R,Vermis_1_2,Amygdala_R,Thal_MDm_R,Thal_AV_L,Vermis_6,Insula_R,ParaHippocampal_L,Calcarine_L,SN_pr_R,Temporal_Pole_Sup_R,Thal_PuM_L,Thal_IL_L,OFCant_L,Insula_L,Cerebellum_3_L,Angular_R,Thal_PuA_R,Heschl_R,OFClat_L,Cerebellum_10_L,Cerebellum_4_5_L,Thal_LP_R,Temporal_Sup_R,Frontal_Mid_2_L,Rolandic_Oper_R,Cerebellum_6_L,Vermis_4_5,Postcentral_L,SupraMarginal_R,ACC_pre_L,Thal_MGN_R,Vermis_3,Precuneus_L,Temporal_Mid_R,Frontal_Mid_2_R,Cerebellum_6_R,Cerebellum_7b_R,Cerebellum_Crus2_L,Cingulate_Mid_L,LC_R,Thal_LGN_L,Fusiform_R,Raphe_D,Vermis_9,Thal_PuI_L,OFCmed_L,Rectus_L,Thal_VA_R,Lingual_L,SN_pc_L,Putamen_R,Precentral_L,VTA_R,Thal_MGN_L,Cerebellum_7b_L,Amygdala_L,OFClat_R,Cingulate_Mid_R,Pallidum_R,Rectus_R,N_Acc_L,Temporal_Sup_L,Hippocampus_R,Raphe_M,Thal_AV_R,Heschl_L,Precuneus_R
Frontal_Inf_Oper_R,1.0,-0.17341425735430313,-0.5255873801028674,0.08152661046762372,-0.29853774078394907,0.69726407165434,0.013953773842544669,0.10285279505665892,0.4539655004975062,0.30944412775702884,0.544452015872244,0.7356434728258245,-0.28447813588113574,0.15132409163267233,-0.02073383856951148,-0.07740230033176974,-0.07759013591834647,-0.02219494954125274,0.3392507662044229,-0.112568198803914,0.40445802288358673,0.05361324682120282,0.6911025333707471,0.2707781465564098,-0.12404933116144348,-0.42346752106736896,-0.2091480655772562,-0.07049229032492538,0.3820732684678005,-0.11151706288400336,0.7503885723115046,-0.26536675742185517,0.26210651707767507,0.3966576706178217,-0.3947833417450522,0.814650350253522,-0.46805089470011163,0.9231427974626769,0.3440570369327723,-0.1979853437143082,-0.3617095847813691,0.29467955152345743,-0.3684499361119704,-0.30190135346722063,-0.08612039382676978,0.1817589273788828,0.7304909343763611,0.8186759189576471,0.13864828009017185,-0.04926477311362125,0.7113074228418756,0.30925130863760436,-0.3749054284184941,0.000956641466262522,0.3706747551494484,0.2861707182284054,0.21321327983111424,0.1134009037443194,-0.017040943350509048,-0.10802989628475552,0.0002938116252615336,0.17681323465865853,-0.09716184581854981,0.17780660852700506,0.4866709128993129,0.33190978728690784,0.21876862145245435,0.590422633500581,-0.287362734120869,-0.6467540125309601,0.16648712315050104,0.46295559137941705,-0.21601727251688377,0.4022654719740909,-0.5912692702228893,0.08316643016343762,-0.1626940817261269,0.1949479569750685,-0.45945001257369983,0.4950540939309968
Caudate_R,-0.17341425735430313,1.0,0.5953538088136661,0.4890128360608767,0.5493126161737597,-0.3681106751404341,-0.029912708617890388,0.46905881903139857,0.11941022948201993,-0.08577805653207547,0.04752644660865452,-0.39809244598491306,0.3829339912899458,0.09173158262143341,0.09094429159615633,0.5461107427736186,0.3282600662226265,0.38902266534215363,0.5484740007868171,0.4747321598482718,0.027189286092779295,0.4906919747378967,0.33149110713650976,0.042570835884708044,0.5042677066887319,0.27322552602544464,0.612490550409504,0.4794655265187421,0.04648779672435662,0.2504474937690273,0.001033300221247444,0.23894913045656904,0.0063815304837037635,0.2953542663055443,0.11631523557160202,0.022937735869818888,0.4174447518718392,-0.07674566894039754,0.3841582948911868,0.46286883855961775,0.22526847106200037,0.0353443670450939,0.6670324201719438,0.4119783266287016,0.5495999585180962,0.2622070476225995,0.14449450988583717,-0.22555549042610606,0.4975397127961616,0.021353511817653378,-0.22978231077672354,0.21058188398059755,0.12516389322755014,0.01449490247773298,0.4952281558092559,0.2141475565642536,0.3991177170659949,-0.003927975091415889,0.08293293686141906,0.37759081271374106,0.05498611242913301,0.3477437489522008,0.5497032967075683,0.5848864004200754,-0.1029135112597184,0.3175270784447674,-0.011602235182839867,-0.165269961168999,0.5398444071347783,0.5177420804281135,0.207278982294273,0.3996406011089965,0.3787708603914215,0.31884274722705114,0.5141694455999447,0.5381630988802834,-0.06317291158926022,0.151639058525327,0.4001146973056114,0.16775402548494348
Temporal_Mid_L,-0.5255873801028674,0.5953538088136661,1.0,0.44661726124505186,0.50093166456482,-0.5844726298191765,0.019702644958568733,0.4387121016184037,-0.32676981357668283,-0.2555944439426199,0.09137088451945233,-0.6698391567483866,0.06781296876428496,-0.0744500549341255,-0.1949528571172748,0.5665700107530134,0.3722146980468975,0.6423742813015276,0.3486870345794961,0.20048817285091253,0.16114002228843194,0.6920734439892541,-0.13184311203104224,-0.33642955441306827,0.4863524373416956,0.2054948660202482,0.7364443406978279,0.5072179225259955,-0.33657331157700165,-0.007577554883991495,-0.13122541333442514,0.49323163677794,-0.3084252990817464,0.1856126165198758,-0.0705230468502725,-0.22485705656624116,0.38357504386532587,-0.32917133218285904,0.369370888726583,0.7981835848377749,0.48672402779466595,-0.14173808390828754,0.51335966320998,0.5565823847257395,0.6402093177658482,0.449405209996739,-0.08127399550006621,-0.6574590502209509,0.5816330868249429,0.058349499079321646,-0.42313440506335503,0.3167046462589944,0.08297593769345606,-0.16247080095763491,0.3133999496783147,-0.0342877683568406,0.32437535085977837,-0.18467574901047668,-0.10835212801386172,0.16501788681019425,-0.23321255142215674,0.5541905287419092,0.42142541350165463,0.18324231369229085,-0.1887988345418386,0.43943157372696734,-0.45762422602945535,-0.40955077815144086,0.3141231602944294,0.8056359847765434,0.21359332260913472,0.3268061648085431,0.3177252789403508,0.32992652121625615,0.9433113961883521,0.2747857438491398,-0.03860297341649159,0.07035070177867937,0.7924349438566701,0.203237282841865
Cerebellum_9_L,0.08152661046762372,0.4890128360608767,0.44661726124505186,1.0,0.30227851753698143,-0.050369540717078526,0.12138640670390963,0.8041245645361429,0.1728904831504683,0.08997081292347325,0.2804735096400871,-0.07564922250522342,0.22989099146091801,0.14597564141890323,0.14921965169912635,0.46216929831295256,0.2651104908364271,0.4999873444401482,0.516265377383494,0.46955827470366,0.23121813080563025,0.5093932323646673,0.33057680787780386,0.15393307547711105,0.45362467860155214,0.055631581618398054,0.5159067698908187,0.6693733265644719,0.025961022041605792,0.01476553588389267,0.23488808460770122,0.10357274942250148,0.1203445024341439,0.591860842010012,-0.06356544885978305,0.2714624206680751,0.12248172642658223,0.18479885757388365,0.6698368632848336,0.5052872808628477,0.16964092445158135,0.11827675231603633,0.3997457192501925,0.2858213461925069,0.688515041292899,0.4404400481258252,0.38075899060032975,-0.030292282571650418,0.7166545326357922,0.06688689673529385,0.13617506889886014,0.28601613966248546,0.10382586993207987,0.11401354184734092,0.7116261732283533,0.23194393166853478,0.7928978778602669,0.025527804009175297,0.09702117522699846,0.3098667567411435,0.021578493945417387,0.5593551891611511,0.5551203818062322,0.4546037262130953,0.15627256129744221,0.5121569625566492,-0.022428812757118066,0.1440343706901823,0.36341042824337494,0.3001390727390409,0.1562326271459038,0.44588528783002424,0.3479739257023263,0.2980243521489743,0.37788219327820827,0.5845772415539855,0.03693691839904828,0.15825015794124503,0.3188423241062452,0.39041282287537665
OFCpost_L,-0.29853774078394907,0.5493126161737597,0.50093166456482,0.30227851753698143,1.0,-0.32033879653852343,0.08610946349582102,0.38009572983153717,0.07231036968444661,-0.22619618785388582,0.05385867490926865,-0.42416719005107645,0.4416966718003687,-0.15969606923214458,0.30563869135668864,0.4080247927011443,0.46288075339743956,0.42853879994852495,0.4407541159461399,0.36554640178599196,0.04510879118630462,0.25288693835088966,0.18563203602994388,0.2891843218725746,0.2573342020057677,0.5337455597018261,0.7540280641167868,0.27755187148475147,-0.01857773596851081,0.16142819042012002,-0.014254471827848765,0.5455864005164455,-0.26499063239101284,0.13415354683372524,0.15449477521026259,0.013115779916551955,0.21983270664551222,-0.15396601721158396,0.13791500574644922,0.33995737857898223,-0.05556028468717108,-0.1869937864197289,0.45745913701380375,0.27626742895164375,0.5480094824173243,0.2947995503169318,0.11141187012584938,-0.3532926335795497,0.413931315863579,-0.07112699876746642,-0.3254764320521897,-0.08739656052933496,0.26446253399879427,-0.20829876493322694,0.22599949427127242,0.31880507736057145,0.18582065553509752,-0.2563231194558123,0.32656958294484606,0.5889089577601531,0.023023845988909206,0.28611668374431715,0.35024819789649414,0.27247819877227086,0.02128521657006493,0.2101844470835467,-0.025179186607380277,-0.2650453795256534,0.39173468628091046,0.576297483405657,-0.17316518201767397,0.12697259985765114,0.6073469012833831,0.08726886315313269,0.5172063191964011,0.32767569471814356,0.11899123821796902,0.30719251239472967,0.5102281973478061,0.11697374572092442
Occipital_Inf_L,0.69726407165434,-0.3681106751404341,-0.5844726298191765,-0.050369540717078526,-0.32033879653852343,1.0,0.1275082308868494,-0.05955899027816059,0.47729200067121186,0.26518276034503846,0.4432339164327292,0.9385683639115636,-0.1314790520987874,0.023359707935837103,0.17616098985305265,-0.3728374864730422,-0.0994007805305202,-0.2376014759976112,0.05429091802037187,0.03904648687987731,0.4479791452133547,-0.19649894916180263,0.38829881196835475,0.41132539041624405,-0.2282738857322846,-0.205392399715901,-0.2812500456530693,-0.09062569242710307,0.37802513515197117,-0.20659591860480297,0.4965044723906319,-0.29881190920598205,0.25958332342809876,0.2792443260931335,-0.3071744011056155,0.5492853955616676,-0.3927994299248821,0.6292633298527844,0.12051412119581977,-0.4877711137492323,-0.3517868596902555,0.14483164280500907,-0.3151043364926824,-0.4579733606663476,-0.15761465178225154,0.08096440312611061,0.4469638925840808,0.6703398362172647,-0.09021717551615506,-0.1194843218630304,0.6567537218150791,-0.07314345108028839,-0.1412003823172621,0.06215349973990606,0.14839123971697354,0.22788033142338104,-0.013583465816286985,0.06676014222309254,0.2090830671046012,0.07212718984892752,0.15732743088835008,0.02655763445981601,-0.10255660411055711,0.012131266400421226,0.38534531220769963,-0.005585192789997017,0.2986727648519571,0.5032345284394644,-0.18447296440334177,-0.7129225189031092,-0.08405569953012586,0.1965494131882024,-0.06436426526434971,0.041376181895405054,-0.6194426764271468,-0.08579138375685424,0.07910039910487299,0.19865244234906645,-0.4936034127700589,0.36488904498405256
Angular_L,0.013953773842544669,-0.029912708617890388,0.019702644958568733,0.12138640670390963,0.08610946349582102,0.1275082308868494,1.0,0.08655075162864925,0.12282447896543484,0.025167863161624008,0.18219417089324305,0.13847879245633424,0.0690257324223793,-0.08443094240183774,0.15898421240147187,0.1171115532395888,-0.0029876962428457146,0.04660724837596727,0.12132914321359393,0.12711231356261163,0.2821191676957368,-0.06249977793918574,0.049678686981725485,0.15166471311369153,0.10913297937342226,-0.014556363816914861,0.12546269624601214,0.11443342723610371,0.054962044834288126,-0.0189315248732444,0.08743792545341096,0.020095513553779695,-0.10264449859422435,0.23258648243296842,-0.1676479003276796,0.10181923167013335,-0.05931534906601003,0.04523693466343853,0.08225046933866952,-0.028502125094668745,-0.08823066311531137,0.11160756812328648,0.14166595630987802,0.06866226761683271,0.20273734731341694,0.20197670176275756,0.07915968555125318,-0.07069224915884509,0.03976243815991282,-0.22803722151511907,-0.14441578918760287,-0.003296287467630868,0.3291190552531634,0.01964241267351343,0.09422151178948923,0.18016966859715847,0.10485971751520073,-0.07656821882449119,0.25573570518895167,0.20235601291711758,0.11954245710886874,0.18113380747653446,0.02588240090287585,-0.018262761162697597,0.0913521364623298,0.02586902697238093,0.09140583515892,-0.15670255999604377,-0.025967773483289547,0.06159681704427921,-0.10854079736824548,-0.057979339691821404,0.2265320049935882,-0.017219982252466435,0.051339843685680606,0.06498808221841076,0.20264030089805568,0.07616654633742383,0.05086458331830019,0.16695534780119847
Vermis_10,0.10285279505665892,0.46905881903139857,0.4387121016184037,0.8041245645361429,0.38009572983153717,-0.05955899027816059,0.08655075162864925,1.0,0.22454546455796504,-0.009121516045393453,0.40643849086139444,-0.07977600172271014,0.1881621251376631,0.17008416860972264,0.08594432478923908,0.45512616564653596,0.36927295542814903,0.5454865236167715,0.5747068801828182,0.5086765142602888,0.3266457214646435,0.6162279649778999,0.4149291654569334,0.12774785344654557,0.4117852965414246,0.15518788084143784,0.5950768177103465,0.718433864279403,0.05620226927192111,-0.058677628399815177,0.35525433456693756,0.15180499210489148,-0.012449439888872132,0.5987427973285223,-0.19814466501908062,0.3409005421214874,-0.0044946992867835244,0.25155612718054593,0.665781595622294,0.48192916654542595,0.09021222817057287,0.10093812369888659,0.4001599661492808,0.30726123110751885,0.7681520280618992,0.500695452292656,0.42698452925152636,-0.08208592627913774,0.7524707506702787,-0.07538982422364685,0.08898855103448242,0.19582553911694303,0.14950601322136692,0.0209573558634978,0.7172646979955438,0.34934296123458614,0.8022406177325592,-0.07826657070903219,0.22212976631583692,0.3689578756188992,-0.09448784112707653,0.5791091899013797,0.5688275933760712,0.3835748421265628,0.07601943732523932,0.5604201500445034,-0.03733638507057395,0.02955375565174541,0.37828978215856535,0.3553856456137127,0.07010626960038675,0.5314957138166019,0.38363897652296575,0.2697851801338948,0.3785640977838315,0.5255299663904299,0.04003494901667729,0.30191442710844324,0.347200054787763,0.4942655425628473
OFCpost_R,0.4539655004975062,0.11941022948201993,-0.32676981357668283,0.1728904831504683,0.07231036968444661,0.47729200067121186,0.12282447896543484,0.22454546455796504,1.0,0.36316979886631534,0.08051542743030107,0.4527330581939114,0.3105808436712656,0.3961542491848696,0.45798467637353785,0.09519565225040386,-0.16713865218920537,-0.25901943271269806,0.284137375720165,0.5107887107304717,0.05562658590219649,-0.12424749818275165,0.6860766622691455,0.43951710636452473,0.20011185084982017,-0.04893177361587503,-0.019823718461079044,0.2635470416143347,0.32991140681767517,0.20808953150089204,0.18438795630043217,-0.11661637334163459,0.4633484413800405,0.3094571270725202,0.16679110847047493,0.2996666729899458,-0.06003014909817275,0.3183606907131305,0.22162517590193687,-0.30321472163971,-0.16248358441527394,0.08065190765693157,0.2537551551461167,-0.07209482879089911,0.04005288375440012,-0.15949512684936756,0.2545088716246388,0.5532636789335491,0.07836903532855825,0.012293665847701505,0.45766809598540065,-0.13863082135284074,0.16235737518966767,0.4873740012001629,0.3677539223180077,0.37628419232267796,0.35576348715498296,0.35683050396034127,0.5192568089297165,0.5315349539952311,0.2670321518492803,-0.10741582197143856,0.2368840187344226,0.5219368646640067,0.2953700731157127,-0.023787558146417066,0.5421985933966864,0.39774923920782135,0.3782323006433171,-0.2383354276426344,-0.03917550884666194,0.054022250435627535,0.3871209167104404,-0.008576366115419082,-0.4581705915261537,0.4298042889491151,0.22623721981432462,0.08023796789537185,-0.47431401289289143,0.07135855635177678
Parietal_Inf_L,0.30944412775702884,-0.08577805653207547,-0.2555944439426199,0.08997081292347325,-0.22619618785388582,0.26518276034503846,0.025167863161624008,-0.009121516045393453,0.36316979886631534,1.0,-0.20066941824367446,0.2497329908011315,0.04257508082486722,0.4605083120157087,0.050439256219885695,0.045761843772962094,-0.3578202625113936,-0.34768878335525294,-0.16117894723734122,0.13893992545904818,-0.2024477202190909,-0.10960368385405947,0.24304555294049815,0.043811327185153605,0.14495524045449162,-0.3695289293110757,-0.27261103175624335,0.08641370686236438,0.19850483970930288,0.20941200359331333,-0.07732738264621494,-0.09405458857273799,0.49445612350312046,0.0692457915782235,0.1754639525433325,-2.1286921628042362e-05,0.1634658727712628,0.11990853798156709,0.15492290240059908,-0.20194705112820624,-0.0020571874098805325,0.09617002614784649,0.007869239703419129,-0.13532037020239024,-0.18005633448056452,-0.3560167887936297,-0.010919601795174339,0.49788756674277845,-0.019543235268638486,0.4248864261559008,0.5003177898125258,0.2137792694192433,0.066351093512637,0.45289503053075075,0.15958503586651593,-0.1084890098471175,0.1927492113652246,0.4459277734531574,-0.15505186041367477,-0.12793987053881772,0.15068735110664871,-0.22224221657670398,-0.05080469006778169,0.3252255677723756,0.22714056610979544,-0.03664344615785214,0.32007609698233047,0.4976568763131755,0.10618218888767292,-0.4262419438905844,0.3607695635325207,0.005465637753552966,-0.20318447777712678,0.14641109656965842,-0.3553010843696232,0.2641746163463017,0.10866804217366083,-0.1783322438783354,-0.4488723316645766,-0.17394564788146755
