,Caudate_L,Precentral_L,OFClat_R,Insula_L,ParaHippocampal_L,LC_L,Thal_PuM_R,OFCant_L,Frontal_Med_Orb_R,Thal_PuM_L,Vermis_1_2,Cerebellum_10_R,OFCant_R,Thal_PuI_L,Temporal_Inf_R,Temporal_Pole_Mid_R,Rectus_L,OFCpost_R,Thal_PuA_L,Calcarine_L,SupraMarginal_L,Pallidum_L,Cingulate_Mid_R,OFCmed_R,Occipital_Sup_L,SN_pc_L,LC_R,Occipital_Inf_L,Cerebellum_8_L,Temporal_Mid_L,Thal_MDl_L,Red_N_R,Thal_IL_R,Caudate_R,Cerebellum_6_L,Cerebellum_6_R,Temporal_Pole_Mid_L,Cerebellum_8_R,Postcentral_L,ACC_sup_R,Frontal_Med_Orb_L,Putamen_L,Cerebellum_3_R,Lingual_R,OFCpost_L,Frontal_Inf_Orb_2_R,Cingulate_Mid_L,Thal_VPL_L,Cerebellum_4_5_R,Parietal_Inf_R,Olfactory_L,Frontal_Inf_Tri_L,Vermis_9,Heschl_R,Thal_LP_L,Thal_AV_L,ACC_sub_R,Cerebellum_Crus1_L,Cerebellum_Crus2_R,Thal_PuL_R,Precentral_R,Frontal_Inf_Orb_2_L,Vermis_6,Frontal_Mid_2_R,Thal_LP_R,Vermis_3,SN_pc_R,Thal_VA_R,Temporal_Inf_L,ParaHippocampal_R
Caudate_L,1.0,0.22613241678378465,0.14924354072272641,0.5599116783237188,0.5216647247632629,0.15677957616144406,0.22785188451969718,0.31118451219379006,0.4617060093931248,0.4738394582097193,-0.0004905687685019458,0.423777083776791,0.3040622464194465,-0.05828240519949494,0.45142115086793216,0.5129490934621777,0.5991146364060965,0.47090366301423836,0.1646457622217763,0.2105652811117194,0.16015602291074013,0.512853938538802,0.022613518717121212,0.3435233500256296,0.05812513826824459,0.4675142495407647,0.202730114256532,0.07213710053291084,0.36318171269990196,0.21224222490572678,0.2047796225716315,0.22774599333019546,0.216758705152999,0.6153631630437283,0.31430309619106217,0.4492906903393937,0.3750119592999518,0.09606019944299952,-0.16396590275613246,0.3146497538948177,0.5413452297278323,0.7679574689539315,0.5112993169813809,0.29951735609230573,0.5670201243351464,0.45446542597852074,0.112043472241243,0.288042520917665,0.4806991005350266,-0.16002355178613348,0.6244637156301259,0.12439629480870944,0.38466909002612965,0.23125514608692668,0.0993183580143932,0.4003306121035056,0.5121837101953216,0.395701140645631,0.23495126515579723,0.29384258067472274,-0.1563013904413171,0.5975025918757602,0.31286111157113144,0.15286845290614803,0.19452695271816126,0.4720923404443266,0.22991705377378494,0.36439140858594077,0.4650498666515569,0.5719368191045918
Precentral_L,0.22613241678378465,1.0,-0.2619981094191016,0.11489618556426962,-0.017246029183431495,0.26954891542137943,-0.40003129472510884,-0.15606612057225436,0.10629432617090429,0.2308566498229849,-0.053565093778208235,-0.1292332449640136,0.01603112960730018,-0.11284174354317414,0.28453167076746905,0.15707283023697022,0.05469375803018309,0.2953700731157127,-0.0807746508161612,0.3371209181812235,0.16442490322129935,0.4856239607479575,-0.029467189151594474,-0.04933249896594564,0.365490350849031,-0.1079919108099291,-0.22667560476904303,0.38534531220769963,0.16407204101853706,-0.1887988345418386,-0.0667666413449467,0.2619922568874697,0.038377096647318684,-0.1029135112597184,0.26846574535061035,0.16862379459689944,-0.1571944950784417,-0.10141316104137371,-0.08328991317868986,-0.12268709622996021,0.10753579630516384,0.15765540950101076,0.1139683160997263,0.2798511637423121,0.02128521657006493,-0.1679266164441372,0.13592188268193214,0.4121197554044859,0.12568855941825494,0.122848169328661,0.04976785923390442,-0.3421139735234397,0.09561571203118532,0.48462395964452715,0.21878609228572088,-0.028764089609798274,0.03113321842344154,0.43896192729332845,0.054430843719795924,0.2102627046540877,0.005382604390841409,0.16979721943821366,0.05082067769488854,0.3309258627852831,-0.32226772697752826,0.06284198134977763,0.07428106810598444,0.023924243730604755,0.15431916901790146,0.2582790922907903
OFClat_R,0.14924354072272641,-0.2619981094191016,1.0,0.6625214772944654,0.21801331226279794,0.0028797168106530252,0.3644055593028401,0.3190772568476454,0.19315094195282778,-0.219811037035564,-0.11434638446977023,0.20645067269388087,0.2215452146059438,-0.2004704703792834,0.35168525853996613,0.2521196999302465,0.3108307947955407,-0.2383354276426344,0.2739722364971902,0.0005281323065481064,-0.2548851404181468,-0.05852501467718798,-0.09665453732892787,0.5663194201507289,-0.7564924606526371,0.35961019627292623,0.2157593008705107,-0.7129225189031092,-0.28826557434942157,0.8056359847765434,-0.2690605618102617,-0.18737281431208816,0.3192722819719612,0.5177420804281135,0.19294669272616433,0.4402445383266391,0.6233078278471649,-0.21001401815616894,0.3905352334239464,0.6958571787553526,0.2636669701678225,0.2918861438354435,0.35107211364891727,0.39706057450451476,0.576297483405657,0.5161313504073933,0.012019481429776342,-0.4449969078337701,0.29567012083897415,-0.0972872431219264,0.22315528676092533,0.5246266413087092,0.20576317887135326,-0.23723554617141562,-0.2905297423366885,0.2971592669832391,0.4881106874037101,0.03568989280227519,0.021977059700126873,-0.031267793391645135,-0.07410941498972486,0.22000221354007174,0.510488571179841,-0.7740803359632776,0.09477714652465821,0.5589880883047572,0.3945435577241409,-0.20201903299495738,0.36493992735495007,0.25000467318227565
Insula_L,0.5599116783237188,0.11489618556426962,0.6625214772944654,1.0,0.3566562855468774,0.15876800242214018,0.0508657923001525,0.45108572864018087,0.45991320703494787,0.1341210098143083,-0.2626484122054221,0.25786054037540873,0.40336097453854336,-0.41028572371493005,0.5586312718125059,0.26502706065747345,0.48786884184769286,-0.019823718461079044,0.1735240894368893,0.40856558628696177,-0.13341713298752916,0.3791116853369229,-0.10088540571979102,0.5682475814233322,-0.3659259832345798,0.43998513779207404,0.10725215883139443,-0.2812500456530693,-0.07828798358275113,0.7364443406978279,-0.20194623078310012,-0.04509283057587474,0.38638251103976123,0.612490550409504,0.39801403178083494,0.6742402184492334,0.5939477851107924,-0.34382248154992845,0.17772144102851986,0.6468604049765136,0.5139338357872525,0.6377340464454399,0.6261263032926746,0.6717304088222088,0.7540280641167868,0.3943337038643172,0.1306019237393168,-0.24856452847829574,0.5095016565578311,-0.03904382228871023,0.37460152420563136,0.3028769526243406,0.3722388580542863,0.25539078165036727,-0.27381692663051954,0.6343947773325228,0.5734051154365092,0.48011127925105707,0.13605558935811388,0.21251269472919232,-0.17609000067689015,0.5463547548716967,0.7416666148096003,-0.46084143322170873,-0.15858696857079427,0.7946656774877717,0.5504810613124281,-0.04201177049947105,0.5597499856387491,0.6299053394180396
ParaHippocampal_L,0.5216647247632629,-0.017246029183431495,0.21801331226279794,0.3566562855468774,1.0,0.028381364167835977,0.4978561226172443,0.25022362253979186,0.2561926373790119,0.43059496963451693,0.19408784343518615,0.5136977796183232,0.24281013087667813,0.23701579150808977,0.26129881637737556,0.5044047100955532,0.6626001686031944,0.5107887107304717,0.20132294552181534,-0.031422197514495015,-0.09653874727400093,0.3475914465720956,-0.21840595399182297,0.30379599836399446,0.039493771360919715,0.5246194333042068,0.4280996663129363,0.03904648687987731,0.3769583375295497,0.20048817285091253,0.4293701088234383,0.47243289012735534,0.07730362677910216,0.4747321598482718,0.2619310298682494,0.27758032207019356,0.14753242230071326,0.09038194588523248,0.09675915256515502,0.38725772946940074,0.3851781523403618,0.6297044781146683,0.5431582319046538,0.06725018419662306,0.36554640178599196,0.5281937662019865,-0.32502098428711235,0.34362319528162205,0.6049702971817468,-0.02905945727243205,0.6347514391487104,0.044841226361798145,0.4928317476889257,-0.08814808791233844,-0.013708099162250324,0.08777000414102307,0.3911095102959656,0.10851042544726464,-0.12814067735183182,0.15341762814086415,-0.15842515571738744,0.5779920622086371,0.04381294999609924,-0.06790780520850032,0.2895535228693297,0.4966797352974742,-0.01113054290260575,0.4558917912899273,0.453846749004408,0.5614358801466249
LC_L,0.15677957616144406,0.26954891542137943,0.0028797168106530252,0.15876800242214018,0.028381364167835977,1.0,-0.12943855697781145,-0.472647106809434,-0.1848888534020898,0.12313069152296534,0.24925133956205697,0.08287421988314272,-0.3873292087953807,0.14947417821421424,0.3443238812000831,0.17550319723865085,-0.03703154412289753,0.18341279964949445,0.19682821191158545,0.22300101199859207,0.2505402232794493,0.21202442503909372,0.20717488727992386,-0.11928708808035424,0.2191101366649409,-0.030005342069553916,0.16626739419044698,0.18735336075194034,0.27541196084809805,0.040159011318717686,-0.04191999225056025,0.1243512441673594,0.3501926644061754,-0.04059976886009937,0.48098443113603195,0.3895722310764987,-0.13048123899656508,0.07884612647007462,-0.12032792981580112,0.1464918878631704,-0.23293396329741298,0.18465683316430007,0.38832602957887585,0.30231386110137737,0.10876908044268867,0.04992847441438276,0.2640046816199649,0.29392676930404005,0.3308524398314333,-0.021216437375076776,0.001429847077466764,-0.12062462317045147,0.3739368776431745,0.3337227489266544,0.338088367262884,-0.09632008576102677,0.01921041174465732,0.42381156409964443,0.3158048786057203,0.007458289913972328,0.34435424701128214,0.11067083985422647,0.09104968205747893,0.224756235582317,-0.28653051815392533,0.22192710738205643,0.13437626643108477,-0.18909203779550077,0.3294185957894328,0.10491058180843234
Thal_PuM_R,0.22785188451969718,-0.40003129472510884,0.3644055593028401,0.0508657923001525,0.4978561226172443,-0.12943855697781145,1.0,0.16154706947036152,-0.05713201304705583,0.12387183637959998,0.28900351611698993,0.3070053743810015,0.03383820364999864,0.5003216532267363,-0.13944462054575368,0.30166135279991985,0.2458900475461619,0.14099639362680907,0.3645480787479029,-0.5778679353698699,-0.06235832787129244,-0.0919526919784304,0.017788896179746463,0.19625317656377358,-0.44365257953695164,0.3950487557537545,0.485617130711163,-0.45224139179739953,0.14826522854521476,0.2153350609186666,0.38693784745013965,0.20076822072138878,0.041602828247023,0.3663441828387105,-0.09885513420810138,-0.046521069007216316,0.28172628207447553,0.40097054595634557,0.2093344234128847,0.2876622252173908,0.07221175389861688,0.2677686749474258,0.006274667099915804,-0.33729363631744697,0.29650944101137816,0.501713112196679,-0.2550366597558789,0.16350748674440072,0.12014513502038897,-0.06795561645143873,0.28244955904466285,0.42267646875825826,0.1970610152398647,-0.6592865613437799,-0.008912712826117893,-0.18969587171343574,0.07618088406306438,-0.3654317046841298,-0.017357589557453448,-0.06340243816186357,-0.08958628092162045,0.09179172164693367,-0.1841387516970229,-0.2371066547095995,0.7486763511934591,0.07849625404171774,-0.2308692325780474,0.314432752547641,0.04528731020850053,-0.09473065204670095
OFCant_L,0.31118451219379006,-0.15606612057225436,0.3190772568476454,0.45108572864018087,0.25022362253979186,-0.472647106809434,0.16154706947036152,1.0,0.7907792595980718,0.3868085055433587,-0.5033549985006124,0.02979557527782524,0.8886055694697396,-0.5881342482361005,0.06914751858028877,-0.07237142067347183,0.49791544630598444,-0.04893177361587503,-0.3538424477202854,-0.02465814692739128,-0.20406015801132574,0.010452052497516164,-0.5091398635006358,0.6036871623660173,-0.32067106907442283,0.1915213661246028,0.14484567756352387,-0.205392399715901,-0.30843261389231724,0.2054948660202482,-0.2432706806637037,0.12267859151772816,-0.4438528555336945,0.27322552602544464,-0.3485866563147133,0.017967613292964577,0.5388093318887097,-0.3311981805641855,-0.18858752822112,0.0017455778938648572,0.8332886067407624,0.17996325583921627,0.04674415165584992,0.05705299512683588,0.5337455597018261,0.12305331472184598,-0.4296368342083943,-0.4312932806172594,-0.029662891018113147,-0.02806339754174887,0.22793732892915106,0.038045811399493,-0.1411517475298071,-0.06563346970854496,-0.7594545734741319,0.6345706288380251,0.4211539185172699,-0.06387523971701739,-0.20409045112960755,0.1497850566130467,-0.5517001612368668,0.39302307288728294,0.33223785067333517,-0.3848957221043443,0.21696509370338576,0.3127394478626528,0.05053212550638386,0.13944061326761273,0.03456696381314742,0.48941354018301747
Frontal_Med_Orb_R,0.4617060093931248,0.10629432617090429,0.19315094195282778,0.45991320703494787,0.2561926373790119,-0.1848888534020898,-0.05713201304705583,0.7907792595980718,1.0,0.544936999543171,-0.4514980197877207,0.10932519190233692,0.8501314767439349,-0.6365955371309372,0.23071996541120673,0.054854772847432655,0.617371218901832,0.15200068898263627,-0.44171812588632997,0.10416943032967459,-0.08694145170097589,0.11783434081578457,-0.48242568090571225,0.6998026150495055,-0.10206195826693178,0.09565044872298169,0.046932704516751786,0.015475164918853184,-0.137135613957724,0.11720478531824251,-0.3037536493445627,0.13758251936152957,-0.36871312316514093,0.22400425506740188,-0.23219629579083048,0.09122395325050352,0.5427433832673424,-0.278444932928944,-0.32941818303083903,-0.05104460471273182,0.9314222521706801,0.19116295188564503,0.18317557308804822,0.1741257399647771,0.5077928124473916,0.15880052109645962,-0.25290606692061257,-0.2609733211797583,0.03740897251392163,-0.055387948026254755,0.33666632383612594,-0.1234751719862058,-0.03264882053874733,0.17857666766757793,-0.5867224164436121,0.6689612303253382,0.6509655979990042,0.15067678724853945,-0.07162894910953571,0.23547443135113005,-0.4372578923278261,0.540426939654125,0.38255311637332223,-0.10306925344381507,0.05191267736307516,0.3471517815750768,0.1299741671889092,0.0853202787027007,0.1433145791335614,0.5846920569084545
Thal_PuM_L,0.4738394582097193,0.2308566498229849,-0.219811037035564,0.1341210098143083,0.43059496963451693,0.12313069152296534,0.12387183637959998,0.3868085055433587,0.544936999543171,1.0,-0.24617119480963245,0.0755040655465267,0.47555942933058454,-0.14850973543906346,0.1330498518886789,0.04598401657898573,0.469772439326409,0.43951710636452473,-0.21789164294533533,0.08277199539327555,-0.012429203082282372,0.3663188595707719,-0.4787280226180147,0.2689462585468812,0.36511350987815744,0.1570310387550344,0.20856999322854747,0.41132539041624405,0.20208731453910772,-0.33642955441306827,0.00199189951985383,0.533919118875972,-0.32530605066508556,0.042570835884708044,-0.06040212300218794,0.03310724080896614,0.026527685363118645,-0.13506143329438142,-0.4851395289961495,-0.2710915198474618,0.5483151325364263,0.25144529369082386,0.16812637675340694,0.05227972547470659,0.2891843218725746,0.06890205980308067,-0.43777340922091496,0.3613198094389678,0.2241489746451971,-0.0034699302322474582,0.2346253955509949,-0.49035616723314074,0.11881422794683648,0.30124348062706413,-0.24593302618295232,0.3024886253770848,0.2408332942268464,0.12458176537624226,-0.1771105813538007,0.2656096515803248,-0.22376136833835342,0.5199682072368095,0.03439596184924881,0.26173125015663234,0.1654360718643921,0.2562595779253534,-0.19310197396250214,0.36579346138249985,0.03815698809755897,0.5398531378452288
