,OFCant_L,Thal_MGN_L,Precentral_R,Thal_AV_R,Hippocampus_R,Frontal_Inf_Oper_L,VTA_L,Rolandic_Oper_R,Thal_MGN_R,Frontal_Med_Orb_L,Lingual_R,ACC_sub_L,Olfactory_L,Cerebellum_7b_L,Cerebellum_7b_R,Rectus_L,Putamen_R,Cerebellum_6_R,Amygdala_R,Frontal_Inf_Tri_R,Cerebellum_10_R,Cerebellum_Crus1_R,OFClat_L,Cerebellum_3_L,Thal_Re_L,ACC_pre_L,Thal_MDl_R,Temporal_Mid_L,Vermis_9,OFCpost_R,Frontal_Inf_Tri_L,Rectus_R,Thal_VA_R,Cingulate_Mid_L,Vermis_8,Angular_R,Cingulate_Post_R,SupraMarginal_R,ACC_pre_R,SN_pr_L,OFCmed_R,Cerebellum_9_L,Temporal_Pole_Sup_R,Thal_PuI_L,Parietal_Inf_L,Frontal_Mid_2_R,LC_L,Cerebellum_10_L,Frontal_Sup_Medial_R,Cuneus_R,Frontal_Inf_Orb_2_R,N_Acc_L,Thal_PuI_R,Occipital_Inf_L,Temporal_Mid_R,Red_N_L,Thal_PuL_L,Cingulate_Mid_R,SN_pc_R,Calcarine_R,Frontal_Med_Orb_R,Frontal_Sup_Medial_L,Occipital_Inf_R,Temporal_Pole_Sup_L,OFCmed_L,Red_N_R,Cerebellum_9_R,Heschl_R,Thal_MDm_R,Heschl_L,Vermis_1_2,Insula_R,Cerebellum_Crus2_L,Precuneus_R,Thal_PuA_L,Cerebellum_Crus1_L,Temporal_Sup_R,Occipital_Mid_R,Postcentral_L,Vermis_3,Thal_LGN_L,Cingulate_Post_L,Raphe_M,Thal_LP_L,Thal_VL_L,Thal_PuM_L,SN_pr_R,Occipital_Sup_L,Thal_VPL_L,Thal_LP_R,SN_pc_L,Hippocampus_L,Precentral_L,Frontal_Inf_Orb_2_L,Temporal_Sup_L,OFCpost_L,Thal_PuL_R,ACC_sup_R,Frontal_Mid_2_L,OFClat_R,Insula_L,Thal_AV_L,Thal_VPL_R,Temporal_Pole_Mid_L,Thal_VL_R,Caudate_R,Vermis_7,Temporal_Inf_L,Putamen_L,SupraMarginal_L,Occipital_Mid_L,Raphe_D,Frontal_Inf_Oper_R,Pallidum_L,Thal_PuM_R,Thal_VA_L,Thal_IL_L,Caudate_L,Precuneus_L,Thal_MDl_L,Cerebellum_8_L,Vermis_4_5,ParaHippocampal_L,Thal_LGN_R,Olfactory_R,Occipital_Sup_R,Cerebellum_4_5_L,Temporal_Pole_Mid_R,Cerebellum_4_5_R,Rolandic_Oper_L
OFCant_L,1.0,-0.06443260589737225,-0.5517001612368668,0.5630351101006913,-0.17728986084556975,0.12012598244744022,-0.12469207352152935,-0.26076826489853583,0.03816138005202408,0.8332886067407624,0.05705299512683588,-0.15880333009595926,0.22793732892915106,-0.4441589686164251,-0.3288381740663812,0.49791544630598444,-0.052438858105714414,0.017967613292964577,0.34733039793228576,-0.39019519910509204,0.02979557527782524,-0.040246761882844345,0.36635057064965765,-0.04582769258595058,-0.4663815347167921,0.07894051127864325,-0.33860109758955576,0.2054948660202482,-0.1411517475298071,-0.04893177361587503,0.038045811399493,0.4733119758990534,0.13944061326761273,-0.4296368342083943,-0.23524092443346187,-0.09722213814101588,-0.03160384224057608,-0.33774336971051755,-0.19402135986520608,0.04641035273445529,0.6036871623660173,0.055631581618398054,-0.11499781537315248,-0.5881342482361005,-0.3695289293110757,-0.3848957221043443,-0.472647106809434,-0.472623366259663,0.10225581826133594,-0.34077637645287767,0.12305331472184598,-0.3319291664020259,-0.268077637227459,-0.205392399715901,-0.08118471569968273,0.810422470334107,-0.47954841008676435,-0.5091398635006358,0.05053212550638386,-0.01607150463747415,0.7907792595980718,-0.06260161219593074,0.15312095044062576,0.4200813063723058,0.4013917183750333,0.12267859151772816,-0.003159842513345108,-0.06563346970854496,-0.17110296905090444,0.5113518029048347,-0.5033549985006124,0.18696845207101098,-0.37653577933963134,0.025429200965681128,-0.3538424477202854,-0.06387523971701739,-0.08160174967650068,-0.2801580280476682,-0.18858752822112,0.3127394478626528,-0.3761682433394539,0.11845093339813911,-0.09946899404563946,-0.7594545734741319,-0.2869072909272549,0.3868085055433587,-0.04956731590086976,-0.32067106907442283,-0.4312932806172594,0.21696509370338576,0.1915213661246028,0.4756572009211983,-0.15606612057225436,0.39302307288728294,0.3707640464870401,0.5337455597018261,0.1497850566130467,0.0017455778938648572,0.08306166434001301,0.3190772568476454,0.45108572864018087,0.6345706288380251,0.41500390828751826,0.5388093318887097,0.0008230598223103317,0.27322552602544464,-0.11146484810000773,0.03456696381314742,0.17996325583921627,-0.20406015801132574,-0.3247568926963078,0.2962149269801028,-0.42346752106736896,0.010452052497516164,0.16154706947036152,0.5540544521484436,-0.1854137277406434,0.31118451219379006,0.19956581876500398,-0.2432706806637037,-0.30843261389231724,0.030854160774323264,0.25022362253979186,-0.43895811734831275,0.30947126203585507,-0.31775253372626094,-0.23172717515828758,-0.07237142067347183,-0.029662891018113147,0.31074143146662586
Thal_MGN_L,-0.06443260589737225,1.0,0.07138902509379816,-0.21433240332993797,0.34755511504641684,-0.4584405136385359,-0.37467128087853707,0.043386574880183375,-0.0693498477731008,-0.04123327547760986,-0.34622807912643633,-0.2441246707426907,0.2556098417792669,0.31406012419222734,0.07285766254514142,0.22256376427571173,0.33109072319329086,-0.17611453326487372,0.40617361226580306,0.2763863104637621,0.06470240563490966,-0.2611580119247913,-0.22377756624220016,0.10658752910849263,0.41900380308716956,0.1970196124629825,0.2933311867218541,-0.45762422602945535,0.10945516177170002,0.5421985933966864,-0.21166348350278832,0.06453541613304269,0.3703709466946494,-0.3005496168642617,0.02636079135018789,0.23940763966286147,-0.5587582073057391,0.11596682512641662,0.26046941801518014,-0.27587008410334823,-0.1561774543012405,-0.022428812757118066,0.2823744012764288,0.5204027908628337,0.32007609698233047,0.4042745080100965,0.06402720851185652,0.48025926577420414,0.3200242636323541,0.3648281524518567,0.19141495158434302,-0.31664381071500775,0.32387113263706163,0.2986727648519571,-0.012193677489039113,-0.12896290939020713,-0.11191272804624285,-0.0817703431413339,-0.4851962521646493,-0.2547951051810916,-0.11350728883976507,0.2612332781430366,-0.24744444962036652,0.11955531952940057,0.2639735863766776,0.5580319472338054,0.1012832897713815,-0.13619067021119846,0.0754137513744982,-0.5929286672324845,0.37487948007070004,-0.01538173214640035,0.22801833094099913,-0.2188226622057955,0.1260631120813123,-0.21795364239753257,0.012956503754563118,0.335222405508726,-0.20180379101179305,-0.14441374696331213,0.5126493353822842,-0.383275316791242,0.2717018458732963,0.1706152630913763,0.6733285189967892,0.43082081717649334,-0.4361232510755821,0.37968374717859527,0.6031505700639997,0.367424600854849,0.08990880689847056,-0.00817565057866249,-0.006158002206143617,0.19709581420417327,-0.5332645794298261,-0.025179186607380277,-0.06943210451244294,-0.09160968728299825,0.024625450548995242,-0.3008147327363164,-0.24299895941093524,-0.38817728565753634,0.4299294777942572,-0.2335686305408514,0.35375900314390235,-0.011602235182839867,-0.25396636566892433,-0.05740740746224042,0.16742074677341248,0.05569380567574313,0.34257891641610533,0.17489771115501526,0.21876862145245435,0.12321710550662668,0.39881792891783796,0.2029317913126388,0.19333999786370834,0.19885758192368194,-0.3924693524402912,0.4167387382940456,0.33954082047283524,-0.45905059485245864,0.3761138296337433,0.12875333082799514,0.08728576407691846,0.36920160653063855,0.11806528305773821,0.20052482443854217,0.08834998028682652,-0.5576192895734491
Precentral_R,-0.5517001612368668,0.07138902509379816,1.0,-0.31103504390802206,0.14520175820509973,0.00844611598493474,0.24035890145559183,0.22775197248730064,0.140771013972015,-0.4895623959304461,0.102027181763432,0.21265552043674854,-0.11969241171753736,0.3475165387346731,0.27586404839711154,-0.2643237706060059,0.008982012551487277,0.16761063058529246,-0.319502502849429,0.2548692703892586,0.1412403335801302,0.22131529078393436,-0.05256326793736414,0.15616999789214175,0.21199067678558767,-0.0010779875065058922,0.18982118411456614,0.015045982465042016,0.29405572025574767,0.049444610134459895,0.006412689674241111,-0.2056826874331563,-0.20575109400875002,0.3805316981013743,0.35367837094136134,-0.030602782368723255,0.18488693782584692,0.1464102305130952,0.23496166907632415,0.09179795882973853,-0.29845648404394876,0.15672148879492007,0.08831921590224637,0.3387885239066124,0.24091886892532705,0.2532176137179584,0.34435424701128214,0.2696553630506327,-0.04530110669999103,0.21584961503356737,0.04626588333177504,0.31229778856017465,0.19564821013164113,0.11986567971848204,0.1029873272231549,-0.5251964228211666,0.34188366025379785,0.432295466437416,0.1902626016384204,0.10575418401479166,-0.4372578923278261,0.06676828102527552,0.018515007876790668,-0.24320063896307076,-0.2574093284609681,-0.2036659651546489,0.20909243497101299,0.11099621694689511,0.19213729604126417,-0.19797000329150696,0.3401230227570559,-0.06197485883118327,0.2947453133335991,0.102888243539259,0.33299076148713325,0.1732087614034455,0.10857643557440237,0.1529672583451469,0.03169963825689368,-0.04094308776884332,0.12173645320216825,0.04061382434693583,-0.009393684260866465,0.45069491721533156,0.11631010885038758,-0.22376136833835342,0.23599181479431078,0.1714711338375776,0.14934677983341937,-0.15144897588438747,0.017307173138957424,-0.25907651569752504,0.005382604390841409,-0.1978702492499757,-0.10799229806666001,-0.25749234150482664,-0.13174885959882085,0.1405680475861429,-0.019670557327220964,-0.07410941498972486,-0.17609000067689015,-0.29079926343111046,-0.3261200631624525,-0.2613140243594731,0.010083661851874242,-0.08319789838930845,0.1556723011296002,0.10545383721088103,-0.1397317002110186,0.042695422231055435,0.18841037987127998,-0.23568077344620206,0.2909724381938074,-0.0910349107577195,-0.08958628092162045,-0.29621900883092117,0.286468994064144,-0.1563013904413171,0.0010343498307605354,0.029863994352924753,0.3257934057774443,0.17759043014444456,-0.15842515571738744,0.28833982206367575,-0.14412963046638796,0.19011642430310313,0.172653213888343,0.08949496820385065,0.1491896565399174,-0.09261539890030608
Thal_AV_R,0.5630351101006913,-0.21433240332993797,-0.31103504390802206,1.0,-0.1370496819398552,-0.08615742106776135,0.2455172759657731,0.3978853402721316,-0.19631485927077807,0.6864290808961164,0.43042481988137926,0.10950690907153386,0.16304649972522264,-0.1176827585023434,-0.3911563010141066,0.34202518069531235,-0.028109745626289314,0.29707472802463497,0.23946122720559196,0.1473457895642036,0.01795014738680873,0.3624063732899189,0.27445703380417663,-0.02771830876280846,-0.6898468662328212,-0.1764711354757792,-0.6488364443155188,0.07035070177867937,0.02188855143395032,0.08023796789537185,-0.2490113161916745,0.30463225915281517,0.05352799735531849,-0.014375038524875212,0.012572228232672495,0.16923500869497812,0.11942282306049203,-0.11404410511282752,-0.1542522972104648,0.4972982994787302,0.3492921260594158,0.15825015794124503,0.25239745023530213,-0.6946768704826033,-0.1783322438783354,0.01951926840095701,0.013671391881668278,-0.465295188439268,0.07529196471862547,0.1156466671840175,-0.07075969365178159,0.22027882093016946,-0.5790324242727761,0.19865244234906645,0.50015296640639,0.5474554515295441,-0.4712923015048319,-0.2963666895046194,0.3305656748309586,0.5637728633805157,0.697646484200681,0.0697798220391747,0.5866045492697065,0.2749810688861843,0.3177332376570389,0.03165494108795934,0.10370986851145686,0.5774842717987756,-0.13747313228661032,0.4553985581843392,-0.4892304679785721,0.46126471674270225,0.07109987018642903,0.5128868717865581,-0.40374124673622375,0.4364247599756248,0.5531482073433219,0.14423475719845966,-0.34696832668323774,0.4552548262789559,-0.5319868359507386,0.4117661312093774,-0.2655883634786258,-0.3791895037358989,-0.29731659305615266,0.4792372827717246,0.16053689293913648,0.12616420045841278,-0.17189527960522116,-0.28589694851791697,0.018769980235724067,0.49551719426818003,0.2521485050741286,0.4187075337960471,0.2204182255494824,0.30719251239472967,0.38824328406828884,-0.11582429774561849,-0.19947194599914927,-0.009582208741530705,0.4842704130778489,0.7851746583806014,0.14045148069206861,0.19401863653716264,0.3214270903780274,0.151639058525327,0.2751564110455104,0.17332258467012557,0.3132167911339452,-0.0200193621568015,0.10357841530448507,0.5763887479708074,0.1949479569750685,0.29310151363253917,-0.3763902722350721,0.22535958931239475,-0.2952062165051729,0.4802492163036547,0.5573829060630106,-0.26326936652800115,-0.08791373775920625,0.0483875031181633,0.11800036141573837,-0.46783545617610184,0.17941589281928944,0.14344341511472855,0.24538065795461325,-0.08639725667604674,0.2298238971418501,0.11768694762999234
Hippocampus_R,-0.17728986084556975,0.34755511504641684,0.14520175820509973,-0.1370496819398552,1.0,0.14606554165593538,0.18434337489625346,0.018968610786802932,0.29300717806715343,0.03844995339968434,0.17681022761973197,0.1229928299956788,0.5056844236422532,0.2598997027812066,0.2798159990937251,0.36905976252870976,0.7719515851109778,0.5404526604273626,0.4231339346061862,0.01685426316174979,0.611377760009965,0.3177762573006173,0.03419169506825135,0.7228626718370497,0.40980694664130024,0.6354836025031875,0.485566616346558,0.2747857438491398,0.6323570264176164,0.4298042889491151,0.29467730339201603,0.34004598660131663,0.14820403996254158,0.19633404551437195,0.25701854035441196,0.15246581655575908,0.05856560360411111,0.2578703440984984,0.6088467787571048,0.1680724731891166,0.054445384629649006,0.5845772415539855,0.5129122364685483,0.5088110740704154,0.2641746163463017,0.11307224380630408,0.3131956490173695,0.45690765220586044,0.0916427889623571,-0.06661382192066154,0.45192860942175866,0.2539627060880661,0.47630187070959046,-0.08579138375685424,0.20476035345971827,-0.022270968109863468,0.4092657056278728,0.27483433907763305,0.10526907943260001,-0.07325952665507734,-0.08985343348756714,0.15502581785059677,-0.20924452916133177,0.5372736152689266,0.13609524689946867,0.4497576048089891,0.6617157614816976,-0.05640349403439236,0.642396526236856,-0.06370585215326349,0.5919378753269073,0.39206653088885424,0.14897975544151298,0.026539866170025267,0.4442871817908594,0.2915041913880519,0.07360370339401638,-0.07984141112627732,0.20025748816105352,0.44622547059378637,0.5503041332773019,0.13425169879601725,0.34271039751182025,0.37518616399701793,0.5537442688824814,0.1121902668988202,0.2093242774074841,-0.05870809170902205,0.5402886012825581,0.23058470470738954,0.45723035212335333,0.445154277615381,0.12987400533290347,0.3027129337497095,0.10411602359579133,0.32767569471814356,0.11048694986969501,0.5891431641046364,0.3146490651333998,0.2518983492587767,0.31784351624102175,-0.1829671129453652,0.40868780930826376,0.2251552004463725,0.5495183436685014,0.5381630988802834,-0.10555061026703569,0.6243915844208572,0.6210974371198145,0.21276260601648925,-0.07774198357648096,0.27648403551235756,0.08316643016343762,0.4086071718339679,0.3963914194001983,0.24628839989976586,0.6384013966923876,0.48089062614706707,-0.021499739965193325,0.34075462038137405,0.5434286940289675,0.15932988939400902,0.6083545644544986,0.624939293112164,0.5013440346935294,-0.05159597567746992,0.5829213806730843,0.718567629843786,0.7029551440820164,0.060714673780598985
Frontal_Inf_Oper_L,0.12012598244744022,-0.4584405136385359,0.00844611598493474,-0.08615742106776135,0.14606554165593538,1.0,0.4221377776503168,-0.539636106950373,0.4702381702348904,0.018187834638612368,0.18213674492729343,0.4656268200403452,-0.0038846809350385923,-0.3040186973763136,0.32843052880856516,-0.06987741384494807,0.059581859159497624,0.3442545253417686,-0.324234010495378,-0.6356828058435897,0.2693612482138527,0.2765250448490709,0.4547480168164542,0.2985993699114614,-0.0470354372071084,0.4421368363694887,0.3222354033149215,0.8600241308244037,0.11675293424757019,-0.48013222393395544,0.907931616669595,0.09030461640549634,-0.26945409320274705,0.4514256953007485,0.12079363926071578,-0.41073973675975595,0.6140005870599501,-0.17311138416107447,0.28174824215179134,0.2712178765052474,0.19369856653397946,0.2367573656124861,-0.33800831176270946,-0.09925544970566172,-0.14969918612555932,-0.577200480601868,-0.09020525447777854,-0.19680241133141363,-0.07879434231480417,-0.7000068154196196,0.267879205011222,0.37247733413598333,0.2865022954550073,-0.6738383767750696,-0.3786307965324727,0.1304610600919065,0.406886912037937,0.45309522767370963,0.40695802712740764,-0.20753794404338147,-0.04381538037078654,-0.05064380158797605,-0.15428907154930918,0.14770424699468543,-0.3621940396706338,-0.4058373517911511,0.16895429874406676,-0.39915852271759195,0.41247813305040737,0.6579168121003681,0.025107107938169927,0.011055071585701223,-0.3906861864116163,-0.12817504501934543,0.2853070884466885,0.10238418825789505,-0.5026842841388948,-0.7101547856101449,0.48712899248693337,0.33353569752001716,-0.16188775468473418,0.2534922791305663,-0.005791437503605739,-0.0927392842435952,-0.41068739709079455,-0.5494905172638959,0.4901299807825459,-0.7160358046532036,-0.5139018320870982,0.030574993187329345,0.2525198838600893,0.18429623964487937,-0.31618515713626616,-0.26776065194204884,0.8424250960846951,0.32112721273156297,-0.14035973344650085,0.6086025891123149,0.6633276591531678,0.6555615058552215,0.4832419805591622,0.22229589300187244,-0.018356649377889393,0.5637152227254237,-0.19754069378486908,0.4708046827635826,0.15725028662892845,0.301143525540491,0.20939315365852795,0.070143566290352,-0.679010286098223,-0.2476663128569812,-0.6312257260003864,-0.13050333143839965,0.230907998275274,0.015252863080001336,0.3982040704483391,0.054566138153993755,0.1409925513160036,-0.11988896472506713,-0.17692345120395164,0.6277941114081561,-0.05938408706072154,0.32947051846423797,0.17203459892685086,-0.7437728674179859,-0.0902926796542695,0.10529780434392758,0.12620706640683113,0.9218022875394206
VTA_L,-0.12469207352152935,-0.37467128087853707,0.24035890145559183,0.2455172759657731,0.18434337489625346,0.4221377776503168,1.0,0.15016132659918005,0.3321294404132844,-0.0015441652052681485,0.5022309707504093,0.32462152004552663,0.22339679248502936,-0.09875175077968555,-0.05092700378048671,0.09313646573257509,0.013531020937020693,0.5285279769894125,-0.3096889668600606,-0.10048327795495839,0.2710039666795244,0.43726369548324967,0.2326131120585696,0.3642038191329685,-0.24680853681658219,0.28394488840337173,0.10467306995334834,0.5086639173067892,0.44599088836442086,-0.10809089228723383,0.2741434665467986,0.19143140874463893,-0.19519080409477074,0.48217518501628087,0.3528275912251979,-0.11714474998795786,0.6928268024981175,0.01437071137509018,0.2979424858110284,0.7626529079705001,0.128186562590165,0.3450970030553623,0.13945416677525072,-0.10129943675487625,-0.1078490606387935,-0.2029533597571154,0.25672598127566754,-0.21355891227281212,-0.31793003620658605,-0.24617660754249207,0.32378493134068737,0.5799729854474325,0.05650090935315477,-0.2810436873933037,0.17707757429577395,0.0931922971644395,0.37366993083688504,0.2961672044999603,0.7022291076879711,0.36034806508123757,-0.01884122799275875,-0.20405112433170616,0.07534235044952596,0.07141957141274595,0.07286917036272726,-0.4752680118462995,0.32809640588264494,0.2714963909934291,0.5212871799987299,0.3956998467418191,-0.005825713198910197,0.3797068584486075,-0.0793393188258721,0.3527599616218867,0.3586399360941816,0.396248789340462,0.17554136468493847,-0.280613123403623,0.14929496353202548,0.5021020185831694,-0.2152182718932225,0.41971679018732816,-0.3654703996693075,0.19575736431298482,-0.13435811484142993,-0.18939321963447894,0.6567719596711777,-0.2471058569270989,-0.20019560650594997,-0.23395193201312106,0.3462026188537169,0.29402619110065387,-0.05225699539282878,0.1651475328784882,0.4551242774031373,0.2279390149003137,0.11931260878005256,0.4890706608946008,0.09373918544254034,0.4101563293949062,0.470485694240628,0.3857816311195227,-0.10942253373452535,0.1393214712164532,0.18792597051002163,0.33856498264723206,0.36456530914519564,0.3766837152330985,0.3420885705739152,-0.06425847309314411,-0.2833085632403956,0.1630229572000584,0.017088227234278646,0.07681674994606899,-0.009594928084621661,-0.10604730384410888,0.4063165575355088,0.2697427891516362,0.44235374535185495,-0.09963910842491218,0.09289053288071907,0.605517638579854,0.09853271262391386,0.26042306661974063,0.13891550843342196,-0.2530060271461169,0.2965951024868917,0.22444634051528384,0.4563307286910158,0.4718794167469221
Rolandic_Oper_R,-0.26076826489853583,0.043386574880183375,0.22775197248730064,0.3978853402721316,0.018968610786802932,-0.539636106950373,0.15016132659918005,1.0,-0.2321107311777255,-0.09425874466311045,0.5302437383611275,0.0762402114240059,-0.024075796122758,0.39433951151012064,-0.2644214747627115,-0.04802800831170827,0.08645017230710374,0.32159174360128856,-0.0659188693255175,0.8000878863664592,0.03365855456689342,0.44972610403296204,-0.20117766790730765,-0.015249795810555456,-0.36360644174385887,-0.3607299671839997,-0.4457697201962652,-0.32917133218285904,0.24097634953546618,0.3183606907131305,-0.635142200764421,-0.12799337308837286,-0.07649173525931201,0.29713073894364195,0.23185384666624523,0.37863064852757927,0.09522383804152854,0.2596663048206814,-0.057807173960051424,0.4001546067100425,-0.2857137734013813,0.18479885757388365,0.6582753231106457,-0.14468045120312972,0.11990853798156709,0.5986014848977069,0.3777691156408749,-0.00521159250418984,-0.07887026919391832,0.6503159631915513,-0.22370723235392162,0.4246043178681258,-0.5363349510834968,0.6292633298527844,0.8939975285285756,-0.23266211958818772,-0.19477181521427642,0.04022785530527824,0.3147496974670329,0.7832358475745984,0.03485879146341766,0.025403327770944943,0.4582789122343572,-0.11165477426811382,0.05258864327444509,-0.014873726440484236,0.1745544728150727,0.9342284617651581,-0.030381796722392173,-0.16487975037682673,-0.08396978027765757,0.5387501629184089,0.5687033378629592,0.7547382688310759,0.03799966839415097,0.534995036990148,0.951198548974279,0.6459932531263995,-0.3446687232286749,0.16221125079745496,-0.21809683572237182,0.3942373306456088,-0.2572424757438088,0.24994043997110194,0.06295162109116788,0.3153287312420458,0.27298531562289985,0.660418125878838,0.3721782731882011,-0.5778247340833969,-0.009457331604327835,0.031394688144238646,0.5154527840971688,0.25752508291521353,-0.3473297218662108,-0.15396601721158396,0.30869546012811516,-0.13406341195342972,-0.5902865301542501,-0.4504873101438562,0.03600889684021186,0.16955538610440865,-0.28643672110494334,-0.42747910894539837,0.3721397831319891,-0.07674566894039754,0.29838360818781406,0.21030898528489855,0.11755522539711914,-0.0046096058804500194,0.5984850659095874,0.38229616775385644,0.9231427974626769,0.43292366014317185,-0.6056470235033742,-0.1703889817939102,-0.16239363605412277,0.19799928424499005,0.5047483286221133,-0.04081252847056871,0.31652242760146376,-0.008433841789671217,-0.09160349401209383,-0.1055864833896056,-0.17527073118495143,0.6995896120332536,0.5223736244607312,0.09495175416096882,0.294617662565888,-0.43664798638002256
Thal_MGN_R,0.03816138005202408,-0.0693498477731008,0.140771013972015,-0.19631485927077807,0.29300717806715343,0.4702381702348904,0.3321294404132844,-0.2321107311777255,1.0,-0.07736467243249492,0.28735069475023384,0.07772382071630286,0.1027199897794269,-0.17483021439892477,0.08552470201791432,0.07809084444017078,0.2239596093763942,0.37392461052539605,-0.20419687709506584,-0.39269215251029604,0.2837783459814015,0.19172159757045598,0.19470741005987605,0.451876961046194,0.11065809104143595,0.44510598441284605,0.39412883719740865,0.5565823847257395,0.33757121825949454,-0.07209482879089911,0.4187544282565759,0.14726639588701063,-0.1333455557818094,0.17624584340079458,0.15745409358359672,-0.17790657808963656,0.4783903615783994,0.0003773496751048941,0.17514112043173422,0.22699023953539696,0.14183013356704496,0.2858213461925069,0.010186707668199417,0.19177501233832978,-0.13532037020239024,-0.38172178259212103,-0.004582126419786107,-0.03537963286025666,-0.2523737669720235,-0.4497497249236942,0.36897241463593605,0.11846425101208484,0.31749039930571826,-0.4579733606663476,-0.11466041294485725,0.09678975651313347,0.38210757008904817,0.17621901540154272,0.3375173813548662,-0.0637944732010827,-0.1281269286299597,-0.28298902952991545,-0.25477165460858886,0.24156684461943329,0.0013373757146622172,-0.161179158683143,0.27019017504901754,-0.1608110774213098,0.5366756593828717,0.3200866909631313,0.1430794847742372,0.24131453998466387,-0.24527273307668987,0.0462486517371652,0.46608878145725013,0.036743814436769225,-0.1933004778914967,-0.4648002050858856,0.33808559618608824,0.3895717933972161,0.1417702296544231,0.2711741205737894,0.0023448783666883927,-0.019324396254481232,0.04214722677010415,-0.2546846373947328,0.4410820013498271,-0.4568609357595547,-0.19673759138967034,0.12141310521969671,0.4216881503188245,0.23114795724561807,-0.29753817343407407,0.08085959112056229,0.46924367962405994,0.27626742895164375,-0.12234613855800987,0.5356646088176068,0.23580905958712084,0.5170946283798967,0.36794233786500896,0.0482032150390778,0.13984614084685856,0.2936493140663392,0.07588289453796711,0.4119783266287016,0.053778104471333826,0.3323127360208892,0.31079231674596725,-0.14160409534912224,-0.4478959082571908,-0.07046240939326233,-0.30190135346722063,0.015761564543502107,0.36804254586720575,0.08286228023198748,0.5421001770409679,0.09440731259995931,0.15632658601141236,0.10917031356700008,0.025696899796524054,0.5176217904857381,0.18167818256726626,0.4095043670128368,0.12118401435056791,-0.45477758259812634,0.12980915914163038,0.25928880710840096,0.33515363997793246,0.4803097479672489
Frontal_Med_Orb_L,0.8332886067407624,-0.04123327547760986,-0.4895623959304461,0.6864290808961164,0.03844995339968434,0.018187834638612368,-0.0015441652052681485,-0.09425874466311045,-0.07736467243249492,1.0,0.12669445349493758,-0.057342549675684744,0.4771841250599333,-0.2963274731565652,-0.30461915644279075,0.7282354191079005,0.11531585730915667,0.12384143200917799,0.5850666519634264,-0.20148840400660292,0.10294016400110323,0.07593883717260447,0.36145329989134106,0.056632185918008573,-0.40051387232926206,0.16444145180968053,-0.399021141429458,0.15607492307840415,0.01600311879402975,0.2242769782327162,-0.020575260845627098,0.7067477289838671,0.17550839139104155,-0.31423482794846025,-0.1391407026367282,-0.002509980270463331,-0.09035018367849923,-0.28056486352512605,0.041822728129211784,0.12621312135839746,0.7197137327260872,0.19038513198475313,0.12767244885959278,-0.5398802719845661,-0.23697999844075346,-0.18381755329529598,-0.23293396329741298,-0.34907748460557664,0.1959044015945621,-0.1756719112672981,0.23864279706225788,-0.1237917864318693,-0.25487349196368003,-0.0441386542740795,0.10369218386051676,0.7723326102683227,-0.42953679635175995,-0.4658928423326319,0.09943535486465663,0.10336655318983456,0.9314222521706801,0.11772369791565582,0.2942471189579937,0.5718405047362131,0.5699608452165225,0.268486832167074,0.1397074538980336,0.0754200507376548,-0.10092693850459596,0.44870512832289805,-0.38866267552551337,0.2812666927436982,-0.19982008555197048,0.10143101284624455,-0.4155986634231528,0.16357595267135513,0.11037346553622876,-0.12708281070874505,-0.23051102511087115,0.3876863535724763,-0.27610163528417514,0.15322579350771093,0.02805983004058126,-0.5284005013460299,-0.15011513174319852,0.5483151325364263,-0.07266727921187341,-0.15041446489611685,-0.20013557832167586,0.15687523105584197,0.19963337089674968,0.5930967643804286,0.10753579630516384,0.5756983264988631,0.29967233097996354,0.5621723310865726,0.247709308598318,0.015364870462178059,0.09688618759226236,0.2636669701678225,0.5139338357872525,0.6178669936448598,0.4573752501762779,0.5702697114631704,0.18857109406743647,0.2973228399126791,-0.09297750447415624,0.2109506097512923,0.3471774977580641,-0.050425049505279027,-0.16311941267523128,0.48063522157717214,-0.22478226591237502,0.20659801758692084,0.07221175389861688,0.5667143102386424,-0.12672813350373133,0.5413452297278323,0.24367330970587503,-0.242071871969033,-0.13935022798372051,-0.04639956339037391,0.3851781523403618,-0.4035677165202191,0.550720068317735,-0.14634102987441047,0.0025492000832038216,0.14705901153239248,0.1302895687475041,0.19466506807575515
