,Temporal_Mid_L,Amygdala_L,Pallidum_L,Frontal_Inf_Oper_R,ACC_sub_R,Caudate_L,Thal_PuM_L,Cerebellum_6_R,Temporal_Pole_Mid_L,Cingulate_Post_L,Thal_MDm_L,Caudate_R,Fusiform_R,Cingulate_Post_R,Frontal_Inf_Orb_2_L,Cerebellum_3_R,Occipital_Sup_L,Frontal_Sup_2_L,Putamen_R,OFCant_R,Precuneus_L,Frontal_Inf_Oper_L,Parietal_Sup_L,Vermis_10,Occipital_Mid_R,Rolandic_Oper_L,Thal_LP_R,ACC_sup_R,SN_pr_R,Parietal_Inf_L,Supp_Motor_Area_L,Heschl_R,Angular_L,Calcarine_L,Cerebellum_9_R,Olfactory_R,OFCant_L,Cerebellum_3_L,Postcentral_L,Rolandic_Oper_R
Occipital_Mid_R,0.7439407033912674,0.5500221026457672,0.02809000052657025,0.4728125725711267,0.10024904369105925,-0.02547834779549719,0.7073559098331285,0.7412312913954756,-0.520262897190187,0.49778569973323566,0.4560302160202556,-0.08350957559585805,0.4477835157559246,0.6013549523634449,0.15001022204239278,0.5473236454095166,0.8909698937160767,0.32741525512691755,-0.17464913762349712,-0.21478479133202164,0.5976014813767703,0.3915014707560277,0.3693397212549711,0.32591181232806465,1.0,0.4676914476288572,-0.26694758229658255,-0.33952823633126833,0.4402329236230279,0.5664227847564695,0.4450781077051454,0.34854143933820425,0.8761135578348251,0.8178679345962268,0.3750092590028618,-0.2607049550640406,0.10549277314179016,0.7908970624884724,0.3135411892694327,0.49689770907349173
Rolandic_Oper_L,0.6479808529132564,0.5906459030460997,0.2782259850654191,0.5255194233654171,0.0027107120645850323,0.2534819954158649,0.42815003651701466,0.5884034661612206,-0.043246432534262386,0.6267245157225669,0.7170431103738352,0.1814448137776964,0.700765647792758,0.5288596582769435,0.22028250564612178,0.6596723356690777,0.32872778015578186,0.6235749723111399,0.20577334170065012,0.018407615105630406,0.47291088701185574,0.6783706785967044,0.11195260685404824,0.366938032055318,0.4676914476288572,1.0,0.2641552760214294,0.333082951431115,0.17207727260837166,0.45232844417525664,0.733116499229092,0.7520777119815757,0.44659293157139085,0.6468056475082079,0.4409921251387188,-0.06751713858097759,0.016350462980557087,0.5675240655866374,0.646102449260636,0.7216460921110702
Thal_LP_R,-0.08900252630195868,0.21224911905376095,0.5321029023362295,0.2414951857927746,-0.12468284414917137,0.14587101024546442,-0.03531534408888727,-0.029637042596015954,0.2643792218892717,0.28435261296463615,0.17510315228024345,0.17412758205416864,0.3499622330996654,0.11580812189649736,0.20408210942238225,0.14712510196583756,-0.3060612600818501,0.3804441972576854,0.37861548226545216,0.03596449007838651,-0.09507603432336911,0.11681383568064628,-0.19679434247830582,0.15884757860431128,-0.26694758229658255,0.2641552760214294,1.0,0.721048857903885,0.05185479223205322,0.026065156810421194,0.22198572551098777,0.1787957591987348,-0.27495941620295833,0.03852711023982194,0.015103558677878787,-0.04087017302234442,-0.14935275029323458,-0.17474824323677676,0.30713111345340494,0.2548852755934426
ACC_sup_R,-0.16199766574212482,0.05589782469697005,0.5056709992319942,0.22651840353748873,-0.13024157029929545,0.34414642687445157,-0.08412047443232679,-0.09369937168607397,0.32102969807026405,0.18584300972303444,0.3157128905636719,0.33699026606207566,0.3199125674984828,0.036016869369098425,0.3398091611147223,0.2021400677005602,-0.3997846700937201,0.3671716609788637,0.6010372909594301,0.20594933696732232,-0.0685611182880152,0.18113671374687818,-0.16764918103006007,0.24770939798290453,-0.33952823633126833,0.333082951431115,0.721048857903885,1.0,-0.13179328722687642,-0.004737879570922002,0.19208227747447446,0.2653817305100683,-0.34083696505563754,-0.0731122458131531,0.15129423049501142,0.2111654261980053,-0.02182009285229068,-0.21984310996424955,0.3418567990790173,0.28955529559712795
SN_pr_R,0.2579565162588034,0.2634234863318541,-0.01808221760826762,0.5910499090463724,0.2203254579110166,0.1846779397995808,0.4302217659618934,0.3090568623831809,-0.24220321425921928,0.18063148817777702,0.20716614083557625,0.23860367462934262,0.37576671855850097,0.2668575595472907,0.1429591374166815,0.2227286158780834,0.40192473730637635,0.3201413158561101,-0.11075152829408391,-0.07377246500014024,0.336763425252102,0.307169059967116,0.2955050039630444,0.246802218750892,0.4402329236230279,0.17207727260837166,0.05185479223205322,-0.13179328722687642,1.0,0.4684337692840019,0.3297577156180854,-0.08215706424502943,0.45324483222740813,0.3427032491546866,-0.12868364357712228,-0.11847149016897612,-0.09470592136807846,0.349225255239061,0.2685029741267889,0.4454474848837834
Parietal_Inf_L,0.22616252982799484,0.2887418344149795,0.02846552804368579,0.5638294148578132,0.09114827292824804,-0.025005933066437263,0.4736577510960782,0.20100750589611152,0.0060281884509618055,0.37434938392693784,0.4271889861630918,-0.061506767148225956,0.48148074559883736,0.3512288996317624,0.17320833167306926,0.5498833180223544,0.6390024019275439,0.20670635390915024,-0.02653699680391676,-0.09299209334109551,0.8556958968570233,0.26335638595870275,0.8549755386392431,0.0630248026967571,0.5664227847564695,0.45232844417525664,0.026065156810421194,-0.004737879570922002,0.4684337692840019,1.0,0.5507633657411458,0.2696513773305011,0.7641935538641851,0.46486474348243956,0.28270099710414753,-0.13783839538083553,-0.25245109646329844,0.38168231528844593,0.8013856314621529,0.5468012795166692
Supp_Motor_Area_L,0.5276328025101837,0.5021001919966093,0.2525279874893452,0.5422229830095587,0.04224852007665646,0.12028243626387804,0.41201860762473647,0.503864837686895,-0.0055631389910887575,0.49646141944155225,0.5928556861779538,0.08932679214892185,0.6922172062879037,0.4750692395395978,0.17995714809792723,0.6585580101450506,0.3723954241886911,0.6963935797935333,0.13009881023605643,0.03666108252283408,0.4792745678602803,0.5974939754957345,0.25239151392509485,0.4143197379677001,0.4450781077051454,0.733116499229092,0.22198572551098777,0.19208227747447446,0.3297577156180854,0.5507633657411458,1.0,0.5366794598450202,0.4846838285209805,0.5756769209141132,0.27288456157095764,-0.045588206998531756,0.092723598789226,0.5457679259802408,0.7018072051978919,0.5717243250011536
Heschl_R,0.6152869483402642,0.45619648675193375,0.19057789982299722,0.18553793376575795,-0.1224523183734768,0.19483470046939996,0.4089351297324593,0.48335203584355446,-0.050129536469845415,0.6128822254282061,0.6538986622242536,0.07227974818941499,0.5101498388105049,0.5303395460452226,0.10516003159390451,0.5596682597260703,0.20184139740299362,0.5954816668980596,0.2554003653286691,0.07835076360375073,0.3455507415984094,0.48103008866338054,-0.04361434079050942,0.29010573717908683,0.34854143933820425,0.7520777119815757,0.1787957591987348,0.2653817305100683,-0.08215706424502943,0.2696513773305011,0.5366794598450202,1.0,0.32616425777498914,0.4862365776711981,0.3908217392330256,0.03632781074720267,0.21763294594358107,0.4330788914973003,0.4569980101159153,0.42296207539278063
Angular_L,0.6298486240756704,0.386321843107154,-0.05209328372763785,0.4055368017515755,0.1327159829930449,-0.10189653979594727,0.6834964349889804,0.5356848618176915,-0.30910233550749266,0.4618269657192337,0.4185992164839663,-0.20257066432223095,0.35456724509387655,0.5080481643003901,0.14150164252457179,0.4752328246827055,0.9083496747799394,0.20611240185156954,-0.24302782440758633,-0.18369211081541884,0.7557944724189652,0.3013069186867088,0.6169566005101162,0.10521426116518433,0.8761135578348251,0.44659293157139085,-0.27495941620295833,-0.34083696505563754,0.45324483222740813,0.7641935538641851,0.4846838285209805,0.32616425777498914,1.0,0.7286445537322427,0.31110290995689754,-0.3189899762314624,-0.09741527951842699,0.6694295011094104,0.4716126672729668,0.43671522322510814
Calcarine_L,0.8084579354298038,0.7132629639613013,0.17217998585939998,0.5188659021501961,0.07580547749770368,-0.05487290404147019,0.6639364892493191,0.8364849437701152,-0.4213367078765843,0.6631386928479359,0.5694212750603775,-0.10898909563083016,0.6127349810025805,0.6236519077191729,0.20476694156892364,0.6679210953701196,0.7708062768227636,0.5023783053806768,-0.1418276928004683,-0.18298478864660428,0.5562172831083911,0.4443805294094478,0.17858196873540916,0.3864005821998897,0.8178679345962268,0.6468056475082079,0.03852711023982194,-0.0731122458131531,0.3427032491546866,0.46486474348243956,0.5756769209141132,0.4862365776711981,0.7286445537322427,1.0,0.4082661956075902,-0.37843074823492534,0.04649159523000416,0.8348817984067061,0.4015948714190109,0.5723797114147073
Cerebellum_9_R,0.3287742232159618,0.2835639609812358,0.321053356267004,0.1960174771658948,0.011617235581295399,0.13566912847865156,0.1368205610056775,0.37650012570857505,0.009597767151212699,0.32262271213875393,0.3686214469113993,0.09512673071185263,0.2927036971508954,0.25513021114795903,0.13447999579588268,0.343997385276833,0.343319991165186,0.14027621738645574,0.2038056109402888,-0.2128979911385921,0.39321159044135656,0.3431398167604349,0.2479053878179339,0.20279635698605172,0.3750092590028618,0.4409921251387188,0.015103558677878787,0.15129423049501142,-0.12868364357712228,0.28270099710414753,0.27288456157095764,0.3908217392330256,0.31110290995689754,0.4082661956075902,1.0,0.029786522105829428,-0.027495446606979217,0.28551004521714624,0.40672369456882923,0.3920383944764901
