,Temporal_Mid_L,Amygdala_L,Pallidum_L,Frontal_Inf_Oper_R,ACC_sub_R,Caudate_L,Thal_PuM_L,Cerebellum_6_R,Temporal_Pole_Mid_L,Cingulate_Post_L,Thal_MDm_L,Caudate_R,Fusiform_R,Cingulate_Post_R,Frontal_Inf_Orb_2_L,Cerebellum_3_R,Occipital_Sup_L,Frontal_Sup_2_L,Putamen_R,OFCant_R,Precuneus_L,Frontal_Inf_Oper_L,Parietal_Sup_L,Vermis_10,Occipital_Mid_R,Rolandic_Oper_L,Thal_LP_R,ACC_sup_R,SN_pr_R,Parietal_Inf_L,Supp_Motor_Area_L,Heschl_R,Angular_L,Calcarine_L,Cerebellum_9_R,Olfactory_R,OFCant_L,Cerebellum_3_L,Postcentral_L,Rolandic_Oper_R
Temporal_Mid_L,1.0,0.6526023504157603,0.09138173321715365,0.3300865835071044,0.07772778750635771,-0.03259282515052584,0.5616952763022132,0.8679714236438432,-0.45307211798656216,0.6008813716282464,0.47487165342921095,-0.08036781991542614,0.46805157166369094,0.627015239128142,0.15034677261584184,0.5024222576067675,0.6228114088510445,0.5770741592263926,-0.15711342444182982,-0.1068886109697379,0.2800896911637428,0.5155944935343812,-0.09734039515909336,0.35124541850083235,0.7439407033912674,0.6479808529132564,-0.08900252630195868,-0.16199766574212482,0.2579565162588034,0.22616252982799484,0.5276328025101837,0.6152869483402642,0.6298486240756704,0.8084579354298038,0.3287742232159618,-0.2943431206040859,0.28465974144947015,0.8515029304509413,0.21510311022502773,0.4107371299534409
Amygdala_L,0.6526023504157603,1.0,0.3783394861768217,0.5264280287234818,-0.09778131870684821,-0.06422524664563177,0.4537905740711515,0.7025083424226196,-0.3359732150063185,0.47017553537651213,0.48513271874072655,-0.052065155269641374,0.6708821038309316,0.47170834245623183,0.15630319093419995,0.6295225463417834,0.4299454490629773,0.6477717168641739,-0.04063305035091098,-0.2587362071397028,0.26594142338800003,0.4631800879338689,-0.05099742355499667,0.3458764843607462,0.5500221026457672,0.5906459030460997,0.21224911905376095,0.05589782469697005,0.2634234863318541,0.2887418344149795,0.5021001919966093,0.45619648675193375,0.386321843107154,0.7132629639613013,0.2835639609812358,-0.288918508710835,0.23667515979863027,0.665053905344937,0.33563015748379676,0.46433052973274297
Pallidum_L,0.09138173321715365,0.3783394861768217,1.0,0.22053299897701328,-0.1737496022496037,0.15204817938388276,0.13547324092077975,0.19792707869527826,-0.001799246449916951,0.15563584760579954,0.2650353857817396,0.15128430210053345,0.31974495558324,0.08782898383446067,0.34067819941254474,0.2932253917946484,-0.07581587195396608,0.37168762664617666,0.4638770021431681,-0.07990884428505188,-0.0636316674431832,0.2732852247004945,-0.14399868061423446,0.21938927489577484,0.02809000052657025,0.2782259850654191,0.5321029023362295,0.5056709992319942,-0.01808221760826762,0.02846552804368579,0.2525279874893452,0.19057789982299722,-0.05209328372763785,0.17217998585939998,0.321053356267004,0.03062629796592442,0.11834928605400263,0.08267486850679714,0.23951738229606875,0.20512885285174337
Frontal_Inf_Oper_R,0.3300865835071044,0.5264280287234818,0.22053299897701328,1.0,0.0869845789553664,0.27971157359636073,0.42073382889139277,0.46976972828367725,-0.12652061193866343,0.3120062890180781,0.5450366987456575,0.34831245055531157,0.7217134457142089,0.3216469184970101,0.29226435459786543,0.5999789075181866,0.40251928334344667,0.5878186487358347,0.12878358154967676,-0.07658766292275147,0.4805078941450617,0.5896254591856129,0.30279111190029495,0.42834608384124606,0.4728125725711267,0.5255194233654171,0.2414951857927746,0.22651840353748873,0.5910499090463724,0.5638294148578132,0.5422229830095587,0.18553793376575795,0.4055368017515755,0.5188659021501961,0.1960174771658948,-0.008736441344290285,0.06055350788447457,0.4809849843166112,0.5667912443411026,0.778946164726146
ACC_sub_R,0.07772778750635771,-0.09778131870684821,-0.1737496022496037,0.0869845789553664,1.0,0.07660310864209366,-0.1033044847155829,0.03288749408653534,0.09932764485725358,-0.04315624661651577,-0.022666898018830508,0.10686777428539346,-0.03705160372490038,-0.03064042955044064,0.11377017436362995,-0.19099277509424897,0.1415693116745648,-0.03811703207571099,-0.1356891287529543,-0.07895757043142497,0.06660839130989128,0.10481850783850725,0.11261539926213837,-0.10829740725606127,0.10024904369105925,0.0027107120645850323,-0.12468284414917137,-0.13024157029929545,0.2203254579110166,0.09114827292824804,0.04224852007665646,-0.1224523183734768,0.1327159829930449,0.07580547749770368,0.011617235581295399,-0.06546831021973558,-0.14598793102664492,0.05871147211965861,0.002119670966451415,0.04456620517078149
Caudate_L,-0.03259282515052584,-0.06422524664563177,0.15204817938388276,0.27971157359636073,0.07660310864209366,1.0,0.02770564530220001,0.042690213649239826,0.23194377838780192,0.06357108957604483,0.36011078685389186,0.9072208794635136,0.2490611406241675,0.09065384580093644,0.17475212981809768,0.006642070347467936,-0.21316247930211385,0.26093251073612705,0.6980748307103289,0.3436259598318092,0.043825902269516576,0.5283891358814898,-0.0657574165098897,0.3697419236331667,-0.02547834779549719,0.2534819954158649,0.14587101024546442,0.34414642687445157,0.1846779397995808,-0.025005933066437263,0.12028243626387804,0.19483470046939996,-0.10189653979594727,-0.05487290404147019,0.13566912847865156,0.6532537403620974,0.06997487501342267,-0.11417354618295807,0.15008161274933993,0.36244550639745576
Thal_PuM_L,0.5616952763022132,0.4537905740711515,0.13547324092077975,0.42073382889139277,-0.1033044847155829,0.02770564530220001,1.0,0.5538943921001912,-0.428061450849419,0.4243598194303744,0.527032671265291,-0.09748280584508087,0.42623216935153313,0.5286861344194334,0.12263510455422993,0.5721119011326701,0.6465440602212265,0.40653050983844846,-0.11773080027121607,-0.1626544475292335,0.48067574884522607,0.2874768648383334,0.24500226073197523,0.3140994486041553,0.7073559098331285,0.42815003651701466,-0.03531534408888727,-0.08412047443232679,0.4302217659618934,0.4736577510960782,0.41201860762473647,0.4089351297324593,0.6834964349889804,0.6639364892493191,0.1368205610056775,-0.30223460129486995,-0.006583757979837474,0.5887082575209183,0.27984875490764394,0.48848239886004785
Cerebellum_6_R,0.8679714236438432,0.7025083424226196,0.19792707869527826,0.46976972828367725,0.03288749408653534,0.042690213649239826,0.5538943921001912,1.0,-0.5695308902410501,0.5085558926377107,0.4813635613011544,0.028434540917649218,0.5994564346012586,0.5537878510942036,0.21606574901703005,0.6114854516499023,0.560256058174219,0.6003719679308163,-0.0686116378899039,-0.03761929798573559,0.2504375548465694,0.5626380676722534,-0.1383189341054855,0.5575054118012097,0.7412312913954756,0.5884034661612206,-0.029637042596015954,-0.09369937168607397,0.3090568623831809,0.20100750589611152,0.503864837686895,0.48335203584355446,0.5356848618176915,0.8364849437701152,0.37650012570857505,-0.17522760366614473,0.35208523279661347,0.8776501595736097,0.1719956110140621,0.502492992387965
Temporal_Pole_Mid_L,-0.45307211798656216,-0.3359732150063185,-0.001799246449916951,-0.12652061193866343,0.09932764485725358,0.23194377838780192,-0.428061450849419,-0.5695308902410501,1.0,-0.049463200921053045,-0.02288412623263749,0.2086852037129331,-0.04757495183197352,-0.20210690445007873,-0.13110678304221232,-0.3263137175112442,-0.3890944523609492,-0.1171122723903435,0.2367141450845602,0.00422528146815974,0.01830229693926,-0.036149156684569396,0.14121820234448054,-0.2663588374360273,-0.520262897190187,-0.043246432534262386,0.2643792218892717,0.32102969807026405,-0.24220321425921928,0.0060281884509618055,-0.0055631389910887575,-0.050129536469845415,-0.30910233550749266,-0.4213367078765843,0.009597767151212699,0.18115773020638087,-0.27461049916317043,-0.5407464240373473,0.22871397637579904,-0.05730267334676547
Cingulate_Post_L,0.6008813716282464,0.47017553537651213,0.15563584760579954,0.3120062890180781,-0.04315624661651577,0.06357108957604483,0.4243598194303744,0.5085558926377107,-0.049463200921053045,1.0,0.571284236693209,0.001795623133943856,0.5166790383354795,0.8802299020616265,0.09414469894484001,0.4338168642349287,0.47601188823088164,0.46885343252390305,0.08673891089223777,-0.016007838723712146,0.4714775485278593,0.38870525605811895,0.11205016394499512,0.2640225557665554,0.49778569973323566,0.6267245157225669,0.28435261296463615,0.18584300972303444,0.18063148817777702,0.37434938392693784,0.49646141944155225,0.6128822254282061,0.4618269657192337,0.6631386928479359,0.32262271213875393,-0.18958664400212935,-0.01368624974714318,0.46649475012220903,0.48888755314070065,0.525823037776572
Thal_MDm_L,0.47487165342921095,0.48513271874072655,0.2650353857817396,0.5450366987456575,-0.022666898018830508,0.36011078685389186,0.527032671265291,0.4813635613011544,-0.02288412623263749,0.571284236693209,1.0,0.24191456196408545,0.6447175819668745,0.5517012351055639,0.16105761113288428,0.5678956700494165,0.3575215042375888,0.581326621556053,0.22728399528250479,0.030594766599668314,0.4855373284558346,0.6025612798509425,0.15801332070252025,0.4819068787759773,0.4560302160202556,0.7170431103738352,0.17510315228024345,0.3157128905636719,0.20716614083557625,0.4271889861630918,0.5928556861779538,0.6538986622242536,0.4185992164839663,0.5694212750603775,0.3686214469113993,-0.02466755002493486,0.050750082240065,0.4799785551068381,0.6145025536819538,0.6088681951000808
Caudate_R,-0.08036781991542614,-0.052065155269641374,0.15128430210053345,0.34831245055531157,0.10686777428539346,0.9072208794635136,-0.09748280584508087,0.028434540917649218,0.2086852037129331,0.001795623133943856,0.24191456196408545,1.0,0.28339369623600563,0.007464318693257009,0.14394635130551411,-0.02627287308410745,-0.2795243059838261,0.29048357916009143,0.6715696107733973,0.3531271973483386,-0.04361338949038651,0.534603121945923,-0.10020612540671132,0.3863571695946661,-0.08350957559585805,0.1814448137776964,0.17412758205416864,0.33699026606207566,0.23860367462934262,-0.061506767148225956,0.08932679214892185,0.07227974818941499,-0.20257066432223095,-0.10898909563083016,0.09512673071185263,0.6841337006035172,0.13180009230852707,-0.12373421060929789,0.11987174299526386,0.37135847616877127
Fusiform_R,0.46805157166369094,0.6708821038309316,0.31974495558324,0.7217134457142089,-0.03705160372490038,0.2490611406241675,0.42623216935153313,0.5994564346012586,-0.04757495183197352,0.5166790383354795,0.6447175819668745,0.28339369623600563,1.0,0.47204451955878457,0.18631854090125594,0.7615313213385452,0.319506827183594,0.739585978094702,0.23272378652445228,-0.039687354022618394,0.4733905214878131,0.5696393236283657,0.1712013357965215,0.5578812440538121,0.4477835157559246,0.700765647792758,0.3499622330996654,0.3199125674984828,0.37576671855850097,0.48148074559883736,0.6922172062879037,0.5101498388105049,0.35456724509387655,0.6127349810025805,0.2927036971508954,0.03480672200747159,0.16014053613054674,0.5507492841036778,0.624826829587986,0.6898957303150652
Cingulate_Post_R,0.627015239128142,0.47170834245623183,0.08782898383446067,0.3216469184970101,-0.03064042955044064,0.09065384580093644,0.5286861344194334,0.5537878510942036,-0.20210690445007873,0.8802299020616265,0.5517012351055639,0.007464318693257009,0.47204451955878457,1.0,0.07131007135917615,0.4124058855856341,0.537055050582599,0.487116241534337,0.04813531777547321,-0.04117553123284589,0.44265446636010575,0.38213351410337176,0.10540562177995882,0.33654051053480627,0.6013549523634449,0.5288596582769435,0.11580812189649736,0.036016869369098425,0.2668575595472907,0.3512288996317624,0.4750692395395978,0.5303395460452226,0.5080481643003901,0.6236519077191729,0.25513021114795903,-0.1334416714437172,0.0854670608217061,0.523554533481316,0.37652120552225393,0.4697828943870949
Frontal_Inf_Orb_2_L,0.15034677261584184,0.15630319093419995,0.34067819941254474,0.29226435459786543,0.11377017436362995,0.17475212981809768,0.12263510455422993,0.21606574901703005,-0.13110678304221232,0.09414469894484001,0.16105761113288428,0.14394635130551411,0.18631854090125594,0.07131007135917615,1.0,0.2706701159481796,0.09443850964103424,0.18276432972998508,0.3757824503428397,0.09552230004459891,0.1238900341627062,0.1887029613786822,0.043445120812268825,0.12713547899729527,0.15001022204239278,0.22028250564612178,0.20408210942238225,0.3398091611147223,0.1429591374166815,0.17320833167306926,0.17995714809792723,0.10516003159390451,0.14150164252457179,0.20476694156892364,0.13447999579588268,0.12059531691953858,0.16183424527801216,0.22210185514488476,0.15651510083975945,0.22335387090676778
Cerebellum_3_R,0.5024222576067675,0.6295225463417834,0.2932253917946484,0.5999789075181866,-0.19099277509424897,0.006642070347467936,0.5721119011326701,0.6114854516499023,-0.3263137175112442,0.4338168642349287,0.5678956700494165,-0.02627287308410745,0.7615313213385452,0.4124058855856341,0.2706701159481796,1.0,0.4611245253043247,0.5682813372960969,0.17299180927756916,-0.014838362530652818,0.5575529792805113,0.37881394315395295,0.2668657542585153,0.47038670546956773,0.5473236454095166,0.6596723356690777,0.14712510196583756,0.2021400677005602,0.2227286158780834,0.5498833180223544,0.6585580101450506,0.5596682597260703,0.4752328246827055,0.6679210953701196,0.343997385276833,-0.017166554716959673,0.2394057497085597,0.6472840441285284,0.6071884234979427,0.5620424437132573
Occipital_Sup_L,0.6228114088510445,0.4299454490629773,-0.07581587195396608,0.40251928334344667,0.1415693116745648,-0.21316247930211385,0.6465440602212265,0.560256058174219,-0.3890944523609492,0.47601188823088164,0.3575215042375888,-0.2795243059838261,0.319506827183594,0.537055050582599,0.09443850964103424,0.4611245253043247,1.0,0.11768077393681237,-0.33817645482053055,-0.27856374108666215,0.705292327000232,0.1567584511286582,0.5606849161379857,0.0990400637000378,0.8909698937160767,0.32872778015578186,-0.3060612600818501,-0.3997846700937201,0.40192473730637635,0.6390024019275439,0.3723954241886911,0.20184139740299362,0.9083496747799394,0.7708062768227636,0.343319991165186,-0.40844421203278625,-0.09892242093652726,0.690158292291878,0.37269659002165806,0.3765327384059355
Frontal_Sup_2_L,0.5770741592263926,0.6477717168641739,0.37168762664617666,0.5878186487358347,-0.03811703207571099,0.26093251073612705,0.40653050983844846,0.6003719679308163,-0.1171122723903435,0.46885343252390305,0.581326621556053,0.29048357916009143,0.739585978094702,0.487116241534337,0.18276432972998508,0.5682813372960969,0.11768077393681237,1.0,0.2107832248962334,0.022516742526039944,0.11955332861046523,0.6858003097468253,-0.21474907561909087,0.5292376722818394,0.32741525512691755,0.6235749723111399,0.3804441972576854,0.3671716609788637,0.3201413158561101,0.20670635390915024,0.6963935797935333,0.5954816668980596,0.20611240185156954,0.5023783053806768,0.14027621738645574,0.0049328235212298165,0.3697294261794831,0.508673003755455,0.3979781148106009,0.5371935603705936
Putamen_R,-0.15711342444182982,-0.04063305035091098,0.4638770021431681,0.12878358154967676,-0.1356891287529543,0.6980748307103289,-0.11773080027121607,-0.0686116378899039,0.2367141450845602,0.08673891089223777,0.22728399528250479,0.6715696107733973,0.23272378652445228,0.04813531777547321,0.3757824503428397,0.17299180927756916,-0.33817645482053055,0.2107832248962334,1.0,0.42127295481020455,0.00020456441229942392,0.2696576539331389,-0.06991259910409056,0.3099047153006771,-0.17464913762349712,0.20577334170065012,0.37861548226545216,0.6010372909594301,-0.11075152829408391,-0.02653699680391676,0.13009881023605643,0.2554003653286691,-0.24302782440758633,-0.1418276928004683,0.2038056109402888,0.7816471604764348,0.2366271653162633,-0.2165259270543285,0.22098600118876846,0.17777490663298492
OFCant_R,-0.1068886109697379,-0.2587362071397028,-0.07990884428505188,-0.07658766292275147,-0.07895757043142497,0.3436259598318092,-0.1626544475292335,-0.03761929798573559,0.00422528146815974,-0.016007838723712146,0.030594766599668314,0.3531271973483386,-0.039687354022618394,-0.04117553123284589,0.09552230004459891,-0.014838362530652818,-0.27856374108666215,0.022516742526039944,0.42127295481020455,1.0,-0.11918086021777563,0.15632229549228358,-0.11685587723204884,0.28808347905944726,-0.21478479133202164,0.018407615105630406,0.03596449007838651,0.20594933696732232,-0.07377246500014024,-0.09299209334109551,0.03666108252283408,0.07835076360375073,-0.18369211081541884,-0.18298478864660428,-0.2128979911385921,0.5550959228268256,0.13800100239065544,-0.08427109492135523,0.024551772244357537,-0.04325788837825666
Precuneus_L,0.2800896911637428,0.26594142338800003,-0.0636316674431832,0.4805078941450617,0.06660839130989128,0.043825902269516576,0.48067574884522607,0.2504375548465694,0.01830229693926,0.4714775485278593,0.4855373284558346,-0.04361338949038651,0.4733905214878131,0.44265446636010575,0.1238900341627062,0.5575529792805113,0.705292327000232,0.11955332861046523,0.00020456441229942392,-0.11918086021777563,1.0,0.21834786357353797,0.8336153859781467,0.08892394133686021,0.5976014813767703,0.47291088701185574,-0.09507603432336911,-0.0685611182880152,0.336763425252102,0.8556958968570233,0.4792745678602803,0.3455507415984094,0.7557944724189652,0.5562172831083911,0.39321159044135656,-0.09837421849375096,-0.2605897662930071,0.39301886303906863,0.7052468689679734,0.529770502154607
Frontal_Inf_Oper_L,0.5155944935343812,0.4631800879338689,0.2732852247004945,0.5896254591856129,0.10481850783850725,0.5283891358814898,0.2874768648383334,0.5626380676722534,-0.036149156684569396,0.38870525605811895,0.6025612798509425,0.534603121945923,0.5696393236283657,0.38213351410337176,0.1887029613786822,0.37881394315395295,0.1567584511286582,0.6858003097468253,0.2696576539331389,0.15632229549228358,0.21834786357353797,1.0,-0.0378697898497697,0.48391869101529517,0.3915014707560277,0.6783706785967044,0.11681383568064628,0.18113671374687818,0.307169059967116,0.26335638595870275,0.5974939754957345,0.48103008866338054,0.3013069186867088,0.4443805294094478,0.3431398167604349,0.19562909571951004,0.23304318898678078,0.48050216918755717,0.41051889671768943,0.6482339472173414
Parietal_Sup_L,-0.09734039515909336,-0.05099742355499667,-0.14399868061423446,0.30279111190029495,0.11261539926213837,-0.0657574165098897,0.24500226073197523,-0.1383189341054855,0.14121820234448054,0.11205016394499512,0.15801332070252025,-0.10020612540671132,0.1712013357965215,0.10540562177995882,0.043445120812268825,0.2668657542585153,0.5606849161379857,-0.21474907561909087,-0.06991259910409056,-0.11685587723204884,0.8336153859781467,-0.0378697898497697,1.0,-0.1603978131721996,0.3693397212549711,0.11195260685404824,-0.19679434247830582,-0.16764918103006007,0.2955050039630444,0.8549755386392431,0.25239151392509485,-0.04361434079050942,0.6169566005101162,0.17858196873540916,0.2479053878179339,-0.04990894383126952,-0.4019960656020605,0.08651385129415809,0.6277761046650994,0.276717875977793
Vermis_10,0.35124541850083235,0.3458764843607462,0.21938927489577484,0.42834608384124606,-0.10829740725606127,0.3697419236331667,0.3140994486041553,0.5575054118012097,-0.2663588374360273,0.2640225557665554,0.4819068787759773,0.3863571695946661,0.5578812440538121,0.33654051053480627,0.12713547899729527,0.47038670546956773,0.0990400637000378,0.5292376722818394,0.3099047153006771,0.28808347905944726,0.08892394133686021,0.48391869101529517,-0.1603978131721996,1.0,0.32591181232806465,0.366938032055318,0.15884757860431128,0.24770939798290453,0.246802218750892,0.0630248026967571,0.4143197379677001,0.29010573717908683,0.10521426116518433,0.3864005821998897,0.20279635698605172,0.2498396998008863,0.28504688458478,0.3750610040784165,0.18899736016055887,0.3603405976258423
