,Heschl_L,Occipital_Inf_L,ACC_pre_R,Paracentral_Lobule_L,Heschl_R,Pallidum_L,Amygdala_R,Lingual_L,Temporal_Mid_R,Occipital_Mid_R,Cerebellum_3_R,Occipital_Sup_L,Cerebellum_9_R,Angular_R,Postcentral_R,Thal_AV_R,Occipital_Inf_R,Putamen_L,Fusiform_L,Cerebellum_10_L,Vermis_9,Cerebellum_Crus1_L,Rectus_L,Raphe_D,Supp_Motor_Area_L,Thal_IL_R,Cerebellum_7b_L,Supp_Motor_Area_R,Temporal_Mid_L,Calcarine_L,OFCant_R,Cerebellum_9_L,ACC_sup_R,Thal_IL_L,ParaHippocampal_L,Thal_PuA_R,Thal_MDl_R,Olfactory_R,Vermis_1_2,Thal_VL_R,Caudate_L,Thal_LGN_R,Thal_VPL_L,Thal_MDl_L,Thal_PuL_L,Thal_VL_L,Rectus_R,Parietal_Inf_L,Precentral_L,Temporal_Inf_R,SN_pr_R,Cingulate_Post_R,Parietal_Sup_L,Cerebellum_6_R,Cerebellum_Crus1_R,Thal_MDm_R,Thal_VA_R,Cerebellum_8_L,Insula_R,OFClat_L,Thal_MGN_R,Hippocampus_L,Vermis_6,Hippocampus_R,Frontal_Sup_Medial_L,Pallidum_R,Cingulate_Mid_R,Thal_PuI_L,Thal_MGN_L,Thal_PuL_R,Frontal_Med_Orb_R,Rolandic_Oper_L,Angular_L,Paracentral_Lobule_R,Frontal_Inf_Oper_L,Occipital_Mid_L,Putamen_R,SN_pc_R,LC_R,Cuneus_R,Frontal_Sup_Medial_R,Frontal_Inf_Tri_R,Thal_LGN_L,Cuneus_L,Cerebellum_6_L,Temporal_Sup_L,Frontal_Inf_Orb_2_R,Rolandic_Oper_R,Cerebellum_4_5_R,Temporal_Pole_Mid_L
Heschl_L,1.0,0.6237654391678875,0.13219993550435558,0.4522216984750184,0.4424805390677701,0.08177312222092532,0.04406465059728473,0.744965847888959,0.556436049333821,0.5520003568489761,0.4596873911997014,0.366453526721094,0.22482471738126675,0.26601370563777066,0.3251932716330989,-0.09922893766622502,0.5014693398077029,0.015244159673866012,0.7806904539267397,0.559331531410252,0.4520355704918782,0.6264519414385515,-0.23540282741455565,0.23273616281271373,0.5254696089845996,0.0741268902300954,0.33664079923898715,0.6125096080572865,0.7337108621623505,0.5758452444040908,-0.0370246937963462,0.6601291216559028,-0.035824514396308814,0.17785904826315013,0.6034952668726259,0.26610888494632146,0.35581095254884243,-0.06101638435620795,0.35571548648938783,-0.12014152687037537,0.13273467902228397,0.5262535282031018,-0.0031048618630493113,0.013934573028226642,0.008296626347464272,0.23632155248225106,-0.3037559084085228,0.2279633787355411,0.5129388004087784,0.3479938196400003,0.36176692708858893,0.5062771012454258,-0.08494651645359781,0.7137560825354122,0.6290892232697914,0.5482730550964949,-0.05097319550780032,0.6002221673149787,0.17215273813341683,0.12413501359872013,0.4190054199879613,0.7293219268868746,0.652649950444501,0.6902383849381462,0.31407049137107285,0.1752577354078238,0.4886304740867488,0.5753573002604703,0.3107897588733966,0.5337852020441334,0.10690050855230965,0.6418155803870716,0.4033219957751916,0.19716442710907048,0.650552368373089,0.5209966619589073,-0.009622563700612216,0.24924508873631177,0.2702659886924833,0.559855290549275,0.19751419397113523,0.0995858689429595,0.28744281939334354,0.5072610929996513,0.7158821845134391,0.7434984050569065,0.19360928877336808,0.5427393138001158,0.5316907536675969,-0.2673960523641939
Occipital_Inf_L,0.6237654391678875,1.0,-0.28073255365659844,0.17748686924632703,0.3497529215474924,0.09613643153918111,-0.4725699824681758,0.8405663173095598,0.6223732668970581,0.7357880039491445,0.35882298496458387,0.5767142216574845,0.2116523498324083,0.32495683268099024,0.049666347860192944,-0.15679656486973906,0.804504895938517,-0.16271445398031859,0.7966289220410837,0.5527993144281973,0.21481776927919666,0.9399111939611052,-0.39352380854072666,0.36897984326524796,0.29366333489974444,-0.05808479140795258,0.44233856748679296,0.4082606004605329,0.8694256334055767,0.7185967300116689,-0.17195685811668132,0.6662041715933533,-0.30662736118676986,0.07642223558945856,0.6138762409594535,0.6479888552200774,-0.14642758796387267,-0.3496809648223291,0.6059808844579173,-0.49879865281443514,-0.12138397611632112,0.34788139285151387,-0.4411468557652209,-0.4237502533218415,-0.09088773770446781,0.05588469973889224,-0.4946420396105444,0.07597726167719183,0.3137418986875336,-0.09899642789955189,0.2676190293117475,0.4464916459699096,-0.20368794369196805,0.8642019955736193,0.7440732071569338,0.5791364636790372,-0.45265715934869727,0.7705248068152656,-0.22874791620225504,-0.23922196017272662,0.34973329324048635,0.5114640742040099,0.7857355689230867,0.38514720591020785,0.031538433671736525,0.07836709930893655,0.327524899109259,0.65407967974517,0.12435212146577787,0.31564160032821054,0.1384253617312905,0.3710642315163071,0.5591774227124997,0.003705035262902114,0.39548146207077756,0.8506022979240037,-0.2691754550506911,0.020733735868082616,0.05337452549838174,0.631930969259364,-0.05633524537482325,-0.3612025605944621,-0.14009313433898188,0.611170848083813,0.923883685800008,0.5027658219852528,0.07085814512851839,0.2670798000135056,0.2913885709398244,-0.6283346879205439
ACC_pre_R,0.13219993550435558,-0.28073255365659844,1.0,0.16097116010745727,-0.05968564829878361,-0.11007578864019323,0.4155770590701043,-0.09295838390474653,-0.09260687661500504,-0.16165790501129532,0.08573869160850124,-0.015011580929014128,0.012766933034923737,0.011633067707842613,0.2620157993399427,0.1440090080470874,-0.2713141410909391,-0.1857295470476281,-0.07793506044540431,0.013060993370382858,-0.10007997502013506,-0.25059499265581797,-0.13397082832271434,0.04192786516189044,0.10140718662472371,0.23654277620934266,-0.003669707423209396,0.11974677852167331,-0.12240443713895857,0.009409386593472924,0.031192540142787106,-0.06989499911732884,0.2895811115121268,0.35919654824874286,-0.05875361287176145,-0.2564520294850295,0.6122658124453606,-0.06961144553256582,-0.008207258948883113,0.3990301720202547,-0.050693532776925024,0.10042324701806743,0.29116258494990876,0.2153077807598003,0.012259079533680023,0.11034690960743303,-0.0205519971177985,0.2444305838938205,0.12693741505228268,0.20745849669344527,0.21665164790124025,0.037339343655731966,0.19453745515008616,-0.09821831837152965,-0.19960260310840716,0.057139947933845886,0.08069989124824807,-0.23301391326438256,0.2816896644733626,0.1455870704470964,0.23374244812619394,0.0031792188624997705,0.018616666320697167,0.17017542835714455,0.4965319538719835,-0.1850845670235816,0.1240689028509658,-0.11319737634286088,0.1892947989887824,0.11904744488592872,0.16114997192292066,0.12187200601783907,-0.06673055197482415,0.2001787467043669,-0.011694266001764616,-0.2141504873459132,-0.07497770297542493,0.030189003363544874,0.10801160704836356,-0.020385072112176737,0.6038698241726457,0.2929871839120259,0.17221433953767706,-0.0057028116992271765,-0.11968518200610131,0.04771114638229258,0.024659440089479224,0.23262322243642136,0.34163923237267696,0.16475885367826854
Paracentral_Lobule_L,0.4522216984750184,0.17748686924632703,0.16097116010745727,1.0,0.5878970659022613,0.19826333348139066,0.18239980179991624,0.4462036550852979,0.5362445335907169,0.48939202836553225,0.6781929027605048,0.44171582578520985,0.31195744421652294,0.6127975457423559,0.8466581946855489,0.1192058581701139,0.1284771804292314,0.18011454372863356,0.5749615578447197,0.6011161555776153,0.18688579366723213,0.18006196165420849,-0.08414646240604756,0.408611092525339,0.786233634603489,0.287820529351433,0.160169978285956,0.8208827593093966,0.43102262021136073,0.557099956757062,0.06716087584873243,0.38473598218722505,0.30341770408533125,0.16988001150049156,0.5120670611342258,0.277104461274276,0.47348312838858025,0.007372229494674168,0.37903166639080793,0.43963232507987887,0.2511110731233233,0.47370083508179317,0.3996257642114075,0.3521035366144175,0.6113740824850897,0.51329730449491,-0.11337407485789726,0.7603285353490865,0.8534564542611159,0.40181382392393805,0.39011994189115745,0.5477355489185708,0.4892190254611674,0.41720018543038717,0.18344623652552056,0.4551216738681988,0.22074527845465738,0.18100370989955533,0.46639645867040735,0.3127728748947635,0.36775533313016273,0.6847690551846856,0.4386759299249932,0.7685867101449965,0.5413703411590417,0.17289610417880424,0.8480212681790738,0.5034885344439253,0.3745298622214346,0.31738646682896016,0.02093980956116323,0.7740911795194864,0.5824858683376725,0.6770784923455422,0.5686979012314863,0.3425621886466009,0.2312867630227287,0.5482750530049463,0.3081576184058154,0.578311227204043,0.4873302777593133,0.3307141638079487,0.2350323729078682,0.5022521129284628,0.37678539563549057,0.6705111162139721,0.2118462835729349,0.7245742177714063,0.6212580528159166,0.04959183701691015
Heschl_R,0.4424805390677701,0.3497529215474924,-0.05968564829878361,0.5878970659022613,1.0,0.19057789982299722,-0.1068301009701529,0.4791561854475725,0.2526366179694109,0.34854143933820425,0.5596682597260703,0.20184139740299362,0.3908217392330256,0.3517950037167451,0.47835470792068596,0.0027899336039558863,0.12291316566013726,0.225843338843986,0.6212259065940278,0.616800050896884,0.2238361383090482,0.3077165344707172,0.020715387349886868,0.22579749893611759,0.5366794598450202,0.17988211189214676,0.2251937790815904,0.6474922703654652,0.6152869483402642,0.4862365776711981,0.07835076360375073,0.5728518736440545,0.2653817305100683,0.052072396078116895,0.48320104075864134,0.20205767571840413,0.2323674335428895,0.03632781074720267,0.13501898515277239,0.18928576451594795,0.19483470046939996,0.4903688182424799,0.37046943880868766,0.417057996080956,0.5034915049835746,0.3931332002434073,0.03623264011605311,0.2696513773305011,0.5750280678413123,0.0356145935662459,-0.08215706424502943,0.5303395460452226,-0.04361434079050942,0.48335203584355446,0.2058559651549326,0.3590021318821509,0.1879056532998494,0.32612100868715616,0.17448509080224595,0.4205372886256685,0.2998427218088515,0.5462316560290633,0.33740217394738004,0.6196279865059419,0.4573603897400752,0.18298791756219382,0.6520977453399902,0.3388470556124033,0.2696958909932361,0.42008693198422714,0.05982147292741978,0.7520777119815757,0.32616425777498914,0.37997557434673856,0.48103008866338054,0.2963603457808846,0.2554003653286691,0.4509054876507076,0.45563809982850245,0.3917704692781173,0.30624237927188147,-0.006895555217822498,0.19907762788871208,0.35101824680074795,0.4494389323531136,0.7097010148166495,0.2046528649169256,0.42296207539278063,0.5176110706239032,-0.050129536469845415
Pallidum_L,0.08177312222092532,0.09613643153918111,-0.11007578864019323,0.19826333348139066,0.19057789982299722,1.0,0.32537285519921577,0.1408789663373781,0.15528134171581068,0.02809000052657025,0.2932253917946484,-0.07581587195396608,0.321053356267004,-0.0003657843228828438,0.19549778649473598,0.35648236101153974,0.12323689721273133,0.4575363313899362,0.17454091070994865,0.25730190402544806,0.2197538549269389,0.0726599920220419,0.014112472433644451,-0.099856940510503,0.2525279874893452,0.26457685393166497,-0.05362862796629573,0.2710902395756199,0.09138173321715365,0.17217998585939998,-0.07990884428505188,0.2407754899992449,0.5056709992319942,-0.012982980880561332,0.24923055119067022,0.30283018905430487,0.10728636575198046,0.03062629796592442,0.02183099469721047,0.2034408256021714,0.15204817938388276,0.11185777580552278,0.29133398272237426,0.16464705175529945,0.19046607674792343,0.08844593799566249,0.05185820137951417,0.02846552804368579,0.15749607237556593,0.2984053494089225,-0.01808221760826762,0.08782898383446067,-0.14399868061423446,0.19792707869527826,0.18446380559018896,-0.011916508284962029,0.1437929337920632,-0.032508499391314026,0.2561572803857923,-0.11572374799891938,-0.09019002912748386,0.24316649102533638,0.14018890627687436,0.2607468543476486,0.4205172564325943,0.7431600976314772,0.222645293612705,0.27160755986875196,0.14714860098223242,0.2703024962488983,-0.3644032663597355,0.2782259850654191,-0.05209328372763785,-0.020326149043882337,0.2732852247004945,0.008563675322604963,0.4638770021431681,0.3036099680324161,0.328661905963324,-0.01989270695594316,0.23226765647020875,0.34555028438083246,0.45436666945761384,-0.11944650346897272,0.11345006909354481,0.278658484773189,0.4542327590684628,0.20512885285174337,0.1426590156744573,-0.001799246449916951
Amygdala_R,0.04406465059728473,-0.4725699824681758,0.4155770590701043,0.18239980179991624,-0.1068301009701529,0.32537285519921577,1.0,-0.17891900147894008,-0.10212648205231516,-0.2923446850446175,0.04968825619304921,-0.26299584963559053,0.027057796250171386,-0.11537805635716868,0.30385134534507,0.08020081464168538,-0.3282175452334201,0.31476383953845377,-0.19475420530508772,-0.0702719834261956,0.16081605123445694,-0.43205262576583997,0.23879947759319403,-0.3448269189151317,0.1373040601625991,0.32215402814428956,-0.22955403068056007,0.11336066701649762,-0.3427378540333664,-0.23653159769718718,0.018807056901976427,-0.13911115045908456,0.3263723615623015,0.19674926726300462,-0.10391511395039019,-0.380897751555542,0.5111291978077802,0.3377909898105997,-0.23388419168929825,0.5951231487185382,0.2544177057432587,-0.1239471875044917,0.5238270839108462,0.3993532207116349,0.08550332934368465,0.10164901822018838,0.31511704426639026,0.17327916408103622,0.1008049694165712,0.5565650060323433,0.13826121389030316,-0.09633713964619496,0.17048629563457374,-0.2617420777954506,-0.17373749046527157,-0.0679285137136997,0.370035034354226,-0.41484735440097525,0.34421132113228503,0.13451082179944515,-0.03147739331919067,0.09469114947751052,-0.14918320215708916,0.24143386409242992,0.39483685107894617,0.4186176711713564,0.13014209436065832,-0.14552517057419942,0.02516107252930201,0.07008815705857771,-0.23397265379370197,0.04824090034391371,-0.2631878847798713,0.19772391749751572,0.10311873290218203,-0.4196134948933508,0.3895357030210999,0.09899473417389912,0.29384338857182596,-0.22021093766666974,0.3500087200321976,0.500203811316977,0.4321705142402829,-0.22122225906463133,-0.3172611481966302,0.023494960461698355,0.1605646865983875,0.13967584514759604,0.1980679064572921,0.4322861726043481
Lingual_L,0.744965847888959,0.8405663173095598,-0.09295838390474653,0.4462036550852979,0.4791561854475725,0.1408789663373781,-0.17891900147894008,1.0,0.7339455593381944,0.7369645006436298,0.5989625043000706,0.5526105814686532,0.28932939309450956,0.3900888365624296,0.3348794613193198,-0.1209048120273123,0.7187257979826311,0.0424535501007967,0.9246659424064626,0.7116298467740082,0.4100306521204192,0.8298925617148442,-0.20993544437289954,0.30440190530405187,0.5578527793368665,0.04750529827692052,0.4396601607970824,0.6769938175564654,0.8630976942038004,0.8058034109234669,-0.00986867170920523,0.7822446186953491,-0.1778461844097394,0.10887242304605461,0.7261228238004076,0.4983999238008787,0.1179761287903728,-0.1081987709627652,0.602502497544054,-0.18870264988647456,0.036817465726475804,0.5282428619460133,-0.16658071199781985,-0.1415242128999833,0.09620060080213272,0.23311477581631804,-0.3171263791198518,0.25686207814543055,0.5650298749553989,0.1985536573697281,0.35158714625996296,0.538394594317929,-0.07754861701114583,0.9281496280460619,0.7826649568519859,0.6183417190562246,-0.17731655291753443,0.7477509059351781,0.045069434159361356,-0.000722075988927951,0.4650450628547009,0.7528291641004106,0.8813512417820923,0.6987475530011286,0.2536434303051959,0.24983541933157874,0.5755148308924285,0.701144993842368,0.30452991547093333,0.4051853243075849,0.03893227102770714,0.5760553531385693,0.5564507968082185,0.2168445977954398,0.5883462122076687,0.7675741025779257,-0.045617868940027985,0.21694509315485366,0.17982366929805443,0.7238806584072187,0.1490624842566462,-0.10159112620285737,0.012484903299439657,0.6830221828002812,0.9226332754648143,0.7001361624925808,0.19798428081586064,0.4960295100132482,0.6250675206998934,-0.4990129354270866
Temporal_Mid_R,0.556436049333821,0.6223732668970581,-0.09260687661500504,0.5362445335907169,0.2526366179694109,0.15528134171581068,-0.10212648205231516,0.7339455593381944,1.0,0.8636997082903556,0.6087882482635338,0.7072488343033568,0.24220681056699098,0.627538351500321,0.43338907396561954,-0.0992733297179567,0.6662475818985014,0.09945087215442529,0.701677467520116,0.5895685800795885,0.307594018555463,0.6315396378009384,-0.16251153376628444,0.4932423785631822,0.5151551804528879,0.14930025960564344,0.2802903906493168,0.6223246521917793,0.6121569496602574,0.7610127775464544,-0.07789333369722622,0.5387228368247857,-0.14616036170111404,0.18672065034933924,0.6382971211340525,0.5228818331639942,0.10468441286549177,-0.09431680911931047,0.6461098697597528,-0.03967687454686618,0.10475212251342442,0.3309555759225912,-0.1543896604387996,-0.1425903364472951,0.30084896793708094,0.35434327048573694,-0.2819080427218139,0.5009078729097822,0.6284094936848754,0.40276921556085965,0.5427053850635781,0.6439659322029465,0.25856794303786745,0.7323465125710173,0.668990604289972,0.4847162412015386,-0.1257458019359119,0.5192225888951226,0.1681590710874765,-0.038259929335429654,0.2398979275924446,0.6515775979518895,0.71833670846537,0.6087242217427055,0.21086852899388925,0.18794120206917278,0.5824290480983256,0.6966325491349159,0.256935397859711,0.21912937017412273,-0.0031052055112992865,0.4345104876945156,0.6922153111503974,0.35658296803392947,0.44407419109099094,0.7719339923137604,0.021443067241495733,0.18995562673337674,-0.0036996402167610424,0.7841842738288836,0.2117666478284719,0.07708840499201934,-0.002461126673471329,0.7076806494199137,0.6903190952078915,0.48342327347832353,0.2456600613468524,0.5679309400498573,0.5042922478466886,-0.5038792918604313
Occipital_Mid_R,0.5520003568489761,0.7357880039491445,-0.16165790501129532,0.48939202836553225,0.34854143933820425,0.02809000052657025,-0.2923446850446175,0.7369645006436298,0.8636997082903556,1.0,0.5473236454095166,0.8909698937160767,0.3750092590028618,0.7961231891016392,0.45079755610340444,-0.19183226566568748,0.6865765038383171,-0.10781044020179949,0.7006915887112226,0.5997083010284147,0.10390746430940097,0.6852836356802389,-0.33161285862403583,0.563643725876689,0.4450781077051454,0.07284803984778844,0.3275450032034821,0.5742126606658222,0.7439407033912674,0.8178679345962268,-0.21478479133202164,0.5748306468909288,-0.33952823633126833,0.12005779848996317,0.6409779217400416,0.610495552326702,0.06228862539064924,-0.2607049550640406,0.7416044333248109,-0.15388756069027823,-0.02547834779549719,0.3728631569224845,-0.34229999597361743,-0.3039449355643385,0.17443878995662518,0.24067478063188608,-0.4275742053792257,0.5664227847564695,0.6446018733644859,0.12556313724505805,0.4402329236230279,0.6013549523634449,0.3693397212549711,0.7412312913954756,0.569709325672339,0.6706675452191815,-0.3593726067239431,0.5307101016196675,-0.10000393594849781,-0.10334532483693365,0.36226694720128905,0.5398620055755606,0.7577634208837114,0.5238039173703322,0.049033832894769265,0.06550403418075096,0.5384814177122008,0.5783940606024177,0.07461306596465467,0.07288124538471999,0.1321725689998605,0.4676914476288572,0.8761135578348251,0.49372898248785874,0.3915014707560277,0.9058227378681918,-0.17464913762349712,0.1142241068018116,-0.05272634450366447,0.8973229282435585,0.12334304531470397,-0.17944024227005048,-0.26852240361535307,0.8749735959561252,0.7527177186405584,0.4307783883604347,0.08349295079892007,0.49689770907349173,0.4447669259617841,-0.520262897190187
