,Caudate_L,Occipital_Sup_L,ParaHippocampal_R,Temporal_Mid_R,Thal_MGN_L,Olfactory_R,OFCpost_L,OFCpost_R,Frontal_Sup_2_R,Frontal_Med_Orb_L,Thal_VL_R,Frontal_Mid_2_L,Cerebellum_Crus1_R,Cingulate_Mid_L,ACC_pre_L,Occipital_Sup_R,Temporal_Inf_R,Parietal_Sup_R,Thal_PuM_R,Supp_Motor_Area_L,Parietal_Inf_R,ACC_pre_R,VTA_R,Thal_AV_L,ACC_sup_R,Hippocampus_L,Occipital_Inf_R,Thal_LP_R,LC_R,Frontal_Inf_Orb_2_L,Rolandic_Oper_L,ParaHippocampal_L,OFCmed_L,Thal_PuI_R,Angular_L,Cerebellum_6_R,Cerebellum_9_L,Temporal_Sup_L,Thal_MDl_R,Red_N_R,Vermis_1_2,OFCmed_R,Thal_PuA_R,Cerebellum_3_L,Occipital_Mid_R,Frontal_Sup_Medial_L,Paracentral_Lobule_L,Vermis_7,OFClat_R,Cerebellum_Crus1_L,Cerebellum_Crus2_R,Cingulate_Post_R,Frontal_Sup_Medial_R,Precentral_R,Frontal_Inf_Oper_L,Precuneus_L,Rectus_L,Cerebellum_7b_L,SN_pr_L,Precentral_L,Raphe_D,Heschl_R,Frontal_Inf_Tri_L,Rectus_R,Caudate_R,Vermis_6,Occipital_Mid_L,Thal_MGN_R,Cerebellum_10_R,SupraMarginal_L,Cerebellum_7b_R,Cerebellum_8_L,Thal_VA_R,Heschl_L,LC_L,Vermis_3,Occipital_Inf_L,Temporal_Pole_Mid_L,Temporal_Inf_L,Cerebellum_Crus2_L
Thal_VL_R,0.40768241194720095,-0.10951160398044237,0.266648461532288,-0.03967687454686618,0.2612111939620356,0.3187486470165105,0.16373950984186914,0.5229859476952539,0.21103476674560034,0.18491377081307264,1.0,0.2414265616422941,-0.30853071380209973,0.3514632001091715,0.10908828744028025,-0.12899791499154148,0.31972073474712837,0.3101660818090837,0.2723645006193118,0.21520635208476033,0.2645730152624171,0.3990301720202547,0.08047041036835527,-0.11039316738620737,0.43814467475774216,0.025979057376445302,-0.46222435421539415,0.43533389223555635,0.2673998240973137,0.04419326550413334,0.2874432828144505,-0.12357108490616588,0.23705085241147905,0.38782187274458463,-0.06928276358232506,-0.2280803988846262,-0.0936428227350196,0.09715272012437713,0.6266769046393795,0.016175857134461763,-0.12458814907581182,-0.010429676056806541,-0.3154629040074395,-0.21080533853424077,-0.15388756069027823,0.39179228556419265,0.43963232507987887,-0.3792795958211727,0.026730567586147058,-0.44059154661015276,-0.16567067418668532,0.07682374198023442,0.4633803278872871,0.12764844036978873,0.19190533024833828,0.35761765190137274,0.2890976132340082,-0.2183576544860382,0.0513614886662784,0.28769498384322945,-0.03646395017430697,0.18928576451594795,0.3439248122122855,0.3547884349863108,0.38989516880401015,-0.1864376249182267,-0.3422443645435695,0.11817802157169906,-0.043462000258864424,-0.02168950952797889,0.0312180291650661,-0.4615259089792671,0.4792257037031229,-0.12014152687037537,0.5252440705756081,0.1318080032887785,-0.49879865281443514,0.4403818728408957,-0.011924224375006794,-0.3852944616502083
Frontal_Mid_2_L,0.27067258554599755,0.04820629541643692,0.3658169374993102,0.24129377598509164,0.39143083807333007,0.1510417605654657,0.2897260243284329,0.16762427910429709,0.284484649746008,0.09165105006617162,0.2414265616422941,1.0,0.18759362254076353,0.41519603509031716,0.009956559527857036,0.3112314961238961,0.1905220375658069,0.11060773972847485,0.36622961924963066,0.4544088892601876,0.45239645455188626,0.10770963492993434,0.18876275225448177,0.22800444823590973,0.4121796279082816,0.5108975240269839,0.1431361885826791,0.31520891593274963,0.5108411097650036,0.18279441533416343,0.6656682298455504,0.3996638690066358,0.0523098720103592,-0.030278720410470694,0.10325134572224731,0.3861651472653231,0.4910987640422244,0.6272550878048176,0.39787115685770685,0.29566032189896563,0.01389114347113073,0.07660670757230593,-0.0345724349665474,0.27458481583055655,0.24601580216847063,0.4171885114937345,0.47255803286200954,0.31826966803884177,0.11288715795553927,0.1830372191998346,0.12108445190632994,0.38412500046500714,0.35060490193741245,0.38127417138318787,0.46731281228934146,0.21759208625776855,0.09073544195688608,0.10467016089468208,0.40896041087506474,0.4495179480448025,0.04951539276687416,0.7566348227602977,0.7037832624025951,0.08310312562941219,0.2702524582058505,0.2517072790893198,0.08172936602208884,0.2843990913831163,0.4072322680187468,0.3204740882812316,0.04556900471916277,0.2267263515566369,0.2699617134090401,0.45528586369678603,0.03828602192382933,0.361069740220576,0.20989595787865198,-0.021357991583690006,0.6248173199754786,0.042155968703476404
Cerebellum_Crus1_R,0.18504165566445774,0.3307361365812399,0.08115466011564762,0.668990604289972,0.21935663656868915,0.06737407451924173,-0.10631178844813649,-0.3935340760177344,0.31793487003967197,-0.11523115638559313,-0.30853071380209973,0.18759362254076353,1.0,0.2875380446429898,-0.17866802188204434,0.5591249804203231,0.3516199431817209,-0.16679737883157283,0.42191704446953776,0.3161769947436341,0.17625110442781683,-0.19960260310840716,0.2121358917624218,0.22929885248519222,-0.10407305757883742,0.6391973009311804,0.7175345681904892,-0.11334736680068308,0.10567299810671527,0.1966532039256783,0.317729762044076,0.5425225032301321,-0.042644014212821164,-0.18239276232568868,0.30900594083451915,0.8504342855004468,0.6970255328221944,0.511927350038402,-0.04680458989972645,0.40359655175472936,0.393248669544898,0.14399952817467576,0.39414769167292246,0.6843153596740184,0.569709325672339,0.09174832465738132,0.18344623652552056,0.7564985025178181,0.0740966406740375,0.824250347932609,0.47001502501279513,0.3981434899145924,-0.016768835549741363,0.5515839247021048,0.5309144357360104,-0.018678047843659496,-0.0688621378706347,0.3918431708348483,0.455387093816658,0.30610464876783783,0.14977892944224186,0.2058559651549326,0.30906915021692605,-0.2016397559626873,0.2120141530661844,0.7072551217626826,0.6209894413862899,0.17613027673159962,0.5613545022098255,0.402268785082027,0.2050977826034385,0.7639748214862738,-0.04577051441688571,0.6290892232697914,-0.1882250418644838,0.251362086739354,0.7440732071569338,-0.5473454776936618,0.5116580052993935,0.7836144659763976
Cingulate_Mid_L,0.22142550382943285,0.48330145731555313,0.4743186594051363,0.6037750484339492,0.24827417255076015,0.10203098234083244,0.11582525832408404,0.08856970263703866,0.5890489392953756,0.06430775371804041,0.3514632001091715,0.41519603509031716,0.2875380446429898,1.0,-0.046935690293602506,0.5424725301377313,0.3824238967341709,0.47265749886443403,0.537153389761312,0.7389975268059067,0.71463862644967,0.07760363804339676,0.3163469774705833,0.27117661049005337,0.16303989754950793,0.7275103154511715,0.21517991316966328,0.1535230601971484,0.2182663856838131,0.22124268949696763,0.6058883022378415,0.5780675352894743,0.03693507334433281,0.12234659051063387,0.6055639023506545,0.45169588335557437,0.42840649870998243,0.5806918947982526,0.30359682713831015,0.6097832586390383,0.39831170891398077,0.019085330897034243,0.32676454678465516,0.497638905104696,0.529548912302473,0.5467136904705343,0.852356605203786,0.31246849944834637,0.10324766811102695,0.2586402523694475,0.18834307180004314,0.5682215828415641,0.4819573002955498,0.5992127118122834,0.523135150128982,0.6373791586345497,0.05200472204080117,0.1652604240770326,0.5037265486200823,0.8334012988583687,0.3395416615738441,0.6000061091051337,0.43986348108671286,0.03460136134822382,0.1463889342556481,0.4247070653463895,0.4314110043300608,0.26986368903010116,0.6282733897961155,0.6377573600684673,0.27316895922091583,0.2685146353030742,0.19229748917806586,0.4075443830088817,0.2909057150940701,0.3458033238538056,0.2689293958238908,-0.017240690553824215,0.4807607504953169,0.2577858600416571
ACC_pre_L,-0.095822992554118,-0.11362697078153823,0.039808511897710924,-0.22996358017345178,0.005423026210181049,0.009515167794833967,-0.011402614426734781,0.14405512098504022,0.10884378401299011,-0.028043793646812625,0.10908828744028025,0.009956559527857036,-0.17866802188204434,-0.046935690293602506,1.0,-0.12482152657960156,-0.01179012126834934,0.11041382207480102,-0.050369611940703884,-0.003908978050380355,-0.007893992388235843,0.32974756087181106,-0.07696679148307309,0.10375704847555076,-0.033156839409884536,-0.04276058698570093,-0.19912425764069086,-0.10862739843587911,0.08214753846533876,-0.1321839156803571,-0.03759355917877597,-0.07352867946262048,-0.05138018805130423,-0.06221213841330301,-0.13055203688429246,-0.15284903203334224,-0.15657799796761804,-0.11351650149573667,0.1670352917451393,-0.20178421557199355,-0.09919617559830526,-0.05131364202000135,-0.1290160384204942,-0.12577107699165813,-0.1944741467234893,0.060399975869211024,0.004325078406522433,-0.14694197727011554,0.05427310093909395,-0.19097064181664852,-0.18142213096358617,-0.14354978540162228,0.2118384644380531,-0.10862266152816374,0.01733019284136734,0.05229173654215262,-0.003256083446824567,0.11255198220114306,-0.009252680852190751,-0.03504803282423728,-0.15573350094084354,-0.07604858141017794,0.04667025834015125,0.010843232906247748,-0.0018258200855401962,-0.07856277520166907,-0.21367918460864407,0.12907571149987648,-0.10111261643165774,-0.10638513674792124,-0.1521848742988299,-0.09796819638340865,0.062006554369066096,-0.05282279406624013,0.04744679690040202,-0.028884439607934104,-0.22113389282838466,0.20438130973431262,-0.150216284030952,-0.15888885823009943
Occipital_Sup_R,-0.064397678556298,0.8721688826656842,0.2568197448862685,0.8215948679343309,0.15623726966081666,-0.254628608683127,-0.026130313751518176,-0.3757292084638895,0.20238012925664017,-0.1420471155907033,-0.12899791499154148,0.3112314961238961,0.5591249804203231,0.5424725301377313,-0.12482152657960156,1.0,0.1860680227128707,0.5665912507560961,0.517187044089048,0.4865633661689053,0.7001198618279827,-0.07808275712204657,0.14716425503251065,0.25015682976937864,-0.3024829219890635,0.6127198819897917,0.6881395028375609,-0.25893822222045004,0.0061990235915362485,0.16517954962094306,0.5099862847509653,0.6968951732372459,-0.3755680378353135,-0.07865470038136034,0.8279475302068445,0.7479586271251161,0.6243154110267217,0.49998227495419423,0.1492607854884874,0.6626046495172154,0.720387838226546,0.00320264386302503,0.5566862577557163,0.8295938641429904,0.9487106262723135,0.08626692619858815,0.5359982293327,0.6953497690545667,0.17629931850367106,0.6370816492651207,0.3000534755231125,0.5547362992824071,0.17870827685112645,0.5938488194645717,0.40072119402656464,0.640826078519857,-0.3377205295325871,0.3490307481969737,0.4402070677905414,0.6643219240740696,0.5250659976987914,0.36436058502085417,0.21282811021285347,-0.4360406214676523,-0.07543485307330827,0.7755320335463385,0.8429755991517215,0.38765965466166286,0.6132296562207507,0.7183204025371661,0.053294197462093476,0.5539628728391938,-0.32859609971028075,0.6100803552954795,-0.14366568990242742,0.4277598377684751,0.701511816696563,-0.4789342675016988,0.44353578108028147,0.5070447523297763
Temporal_Inf_R,0.3797353541972938,-0.028902516381840028,0.4331129535890568,0.40276921556085965,0.2671744842773197,0.28373656121090757,0.07232629835653574,0.24888950493595974,0.4470158371043338,0.17422752637772426,0.31972073474712837,0.1905220375658069,0.3516199431817209,0.3824238967341709,-0.01179012126834934,0.1860680227128707,1.0,0.06721940497613625,0.2593630163134388,0.35794640538646294,0.2183005380939504,0.20745849669344527,0.041092931847928636,0.000786847332372203,0.31502271974258805,0.4698301601177384,0.11368213878487658,0.29032446331234507,0.1631966048008484,0.1220848315180638,0.2733751322794573,0.1986840201194245,0.1418294430445656,-0.030315470484570943,-0.00916162393318978,0.188894863501692,0.2097196565366249,0.3382542136108208,0.3954200209368557,0.24323159252446333,0.013374052048955204,0.054386361918417,-0.019618048378324773,0.1016799944912222,0.12556313724505805,0.3479913202812241,0.40181382392393805,-0.009359341193510728,0.14446373457527134,-0.02372141325346304,-0.05942255063868107,0.15077572174553128,0.28402837842531475,0.5172387230897503,0.398308856640731,0.1806689269495091,0.11719832020655582,-0.10359012878196747,0.39103476337795995,0.346957665956867,0.01832998328805536,0.0356145935662459,0.35429060883966595,0.056060330904366656,0.47320674808102836,0.2189148999392587,-0.07899474609436814,-0.04457165843647207,0.13812124196351802,0.17620769702630232,0.11126578440873171,-0.012424248479999575,0.3881743827875234,0.3479938196400003,0.07373139758532156,0.2954353551789257,-0.09899642789955189,0.07892681611626515,0.032520389452058346,0.020437350256174616
Parietal_Sup_R,-0.08505642255554437,0.6461071438315297,0.23884368002014483,0.33164776293867065,-0.12286984876203345,-0.1334910412395572,-0.03617955301735689,0.03755670555019162,0.007089808289394286,0.02897380677532686,0.3101660818090837,0.11060773972847485,-0.16679737883157283,0.47265749886443403,0.11041382207480102,0.5665912507560961,0.06721940497613625,1.0,0.233572226941351,0.31209371387421553,0.7749954047663621,0.14587754201484163,0.008600028117785919,0.1295536216793862,-0.1838514195802651,0.15206311595240488,0.06252928226122464,-0.2308788765806963,-0.10949521519950761,0.08206619281595838,0.32107431861056446,0.2687249953115321,-0.2732048065519183,0.06204404613268974,0.7053114479045594,0.06639437147579928,0.12960458101649946,0.07945495541154135,0.26381705564516467,0.34945214942677366,0.5235330926839789,-0.20122113144174877,0.20504875822053706,0.27810436906977504,0.5279479200987278,0.0672136940753135,0.5435564747766765,0.038762870366234034,0.09034736256141125,-0.05958146831540584,0.02836585045341998,0.16606844204738,0.32540794855204824,0.24820444919659004,0.06461144431982639,0.8869930743089981,-0.1791728170387567,0.005423002534557844,0.09463132667519764,0.5727866897525575,0.4403999008932059,0.19536520587789152,0.03046187221975004,-0.1795469567026186,-0.1338064282546026,0.22294281466203708,0.3176069424538471,0.18818420912220007,0.15446171946348755,0.4842238385594715,0.09535523598326776,-0.11030108515791506,-0.1693674284969205,0.08938016313676486,0.11132993830859045,0.1594560892887349,0.017540443845988844,-0.0019286650012128165,0.020369019232193673,-0.12128267267225147
Thal_PuM_R,0.10316280119004965,0.48354367101334755,0.2839148745628559,0.5682609437852049,0.3006336414597433,-0.17490907725725283,0.15275216020576665,-0.04164791455308437,0.41620563046697806,-0.019523061946486304,0.2723645006193118,0.36622961924963066,0.42191704446953776,0.537153389761312,-0.050369611940703884,0.517187044089048,0.2593630163134388,0.233572226941351,1.0,0.5221849671889652,0.42656297317246594,0.2135651178924992,0.1246946702642692,-0.10109885121499633,0.009741876723074626,0.5509846458990781,0.2754178345996398,0.18187418344947012,0.24229512524724148,0.03358164393875801,0.5774525478881498,0.4633864774666145,-0.20140637628099636,0.40887392838351483,0.4600684226948652,0.5691384819032427,0.52079826064591,0.5213954226494703,0.456532546809435,0.5318691577126586,0.42429593712758606,0.05158379553689548,0.40483209615747384,0.5432218954174166,0.5344991246222376,0.49202046984715764,0.5186661296256004,0.5162934074423732,0.21839140990971595,0.4480809474879735,0.09441401229080056,0.7334595555075258,0.43435412421931285,0.4746895502458224,0.45009422665697957,0.4036225217931951,-0.2229716778331793,0.293237615737202,0.5184246200527761,0.5363020917658078,0.3273703452954408,0.4993636802246305,0.27796472568676733,-0.2434021597106834,0.08599932861792059,0.5576595432476613,0.5357540632678577,0.44272767482680664,0.5864995150648479,0.4730059834518138,0.04320234497324004,0.2989911869549086,-0.12321072122602221,0.5535737781081375,0.030656972899348878,0.25656388485311005,0.43003947569895273,-0.16534210184146547,0.5159599249663867,0.34344659337008426
Supp_Motor_Area_L,0.12028243626387804,0.3723954241886911,0.5014502274833992,0.5151551804528879,0.2973914669790496,-0.045588206998531756,-0.004910421904314944,-0.02523135180342038,0.7165445396966436,0.10633473508395147,0.21520635208476033,0.4544088892601876,0.3161769947436341,0.7389975268059067,-0.003908978050380355,0.4865633661689053,0.35794640538646294,0.31209371387421553,0.5221849671889652,1.0,0.6022466530181864,0.10140718662472371,0.3003113041015677,0.28963144725925344,0.19208227747447446,0.7746980150063654,0.23781678366315984,0.22198572551098777,0.2979046893796995,0.17995714809792723,0.733116499229092,0.5341690645026572,-0.20821467893976392,-0.015598256028632023,0.4846838285209805,0.503864837686895,0.45937090155774335,0.6760557826578799,0.404917944641033,0.5754996388191945,0.34262606528751693,-0.02563155056697737,0.3307527957638301,0.5457679259802408,0.4450781077051454,0.6115295280109195,0.786233634603489,0.37469239367288226,0.04223186663190491,0.31111454687974754,0.06822493959073528,0.4750692395395978,0.4601063119786484,0.7326355474884305,0.5974939754957345,0.4792745678602803,-0.16138816142014925,0.24064638407424893,0.6807814023781555,0.8487574037848109,0.25056001120990684,0.5366794598450202,0.45155124821600157,-0.16146690503574893,0.08932679214892185,0.5033839136057684,0.3874197519013525,0.36592638084279244,0.6551601668536721,0.653780179856887,0.21767822796827524,0.31511621956371183,0.11749283974887124,0.5254696089845996,0.1920462573614336,0.4890918948284324,0.29366333489974444,-0.0055631389910887575,0.5255667415661881,0.16885425623862302
Parietal_Inf_R,0.056682623036054265,0.5933334079889544,0.4559107652719313,0.5302881288421863,0.10240951499173029,-0.0834096162403182,0.08326931761758355,-0.016090601990227275,0.3453572344956534,0.08803367452854238,0.2645730152624171,0.45239645455188626,0.17625110442781683,0.71463862644967,-0.007893992388235843,0.7001198618279827,0.2183005380939504,0.7749954047663621,0.42656297317246594,0.6022466530181864,1.0,0.09159515019739355,0.16298498781498685,0.24398026452962607,0.00132403769260068,0.5679066206117327,0.29497708825139674,-0.014482800618148833,0.1804086230532164,0.18009556442563066,0.6536765806421597,0.5763189989859901,-0.22450878714431005,0.0027394683163574087,0.729798946544623,0.44067713952707666,0.4603697341702083,0.5590047911539768,0.3105161814002746,0.5858838036933811,0.5550254274573858,-0.03141464169936217,0.3268743395693861,0.5621300468119305,0.6594260928864909,0.346527574473541,0.7606340769934765,0.3955349102132956,0.1672023753352944,0.2793120504550559,0.16229827205469616,0.37396158232346327,0.4003366210796003,0.6269082471464925,0.4242995467565346,0.7549735842792251,-0.1585403476931215,0.18773044857374896,0.438132520583419,0.7973888104066676,0.4233133012319873,0.581721732466832,0.36118662197447604,-0.17856120057489408,0.010464385579701108,0.48809828464538935,0.4642539099478059,0.32943493834320214,0.5379560231751603,0.7553966981692058,0.12200438840051887,0.2569464692308909,-0.012827791947918745,0.4539579803494622,0.10994358362521443,0.3697681409435209,0.3439938723601561,-0.1546620246076882,0.4761123764811878,0.15884438648902205
ACC_pre_R,-0.050693532776925024,-0.015011580929014128,0.24172572864120642,-0.09260687661500504,0.1892947989887824,-0.06961144553256582,0.37000059482486275,0.43185339349266477,0.3731250522352016,0.37131752208830204,0.3990301720202547,0.10770963492993434,-0.19960260310840716,0.07760363804339676,0.32974756087181106,-0.07808275712204657,0.20745849669344527,0.14587754201484163,0.2135651178924992,0.10140718662472371,0.09159515019739355,1.0,-0.07242957183877068,-0.2462614334796377,0.2895811115121268,0.0031792188624997705,-0.2713141410909391,0.29849899066690844,0.10801160704836356,0.09113830163964055,0.12187200601783907,-0.05875361287176145,0.016224376053427723,0.20489694260636435,-0.06673055197482415,-0.09821831837152965,-0.06989499911732884,0.04771114638229258,0.6122658124453606,0.11445397769722389,-0.008207258948883113,0.1766758960140678,-0.2564520294850295,-0.05392808110032912,-0.16165790501129532,0.4965319538719835,0.16097116010745727,-0.20276337761165505,0.21804205922643383,-0.25059499265581797,-0.3166334531635042,0.037339343655731966,0.6038698241726457,0.15106773116752864,-0.011694266001764616,0.179295484992513,-0.13397082832271434,-0.003669707423209396,0.08640980887931826,0.12693741505228268,0.04192786516189044,-0.05968564829878361,0.07229265056326693,-0.0205519971177985,0.07592240140273687,0.018616666320697167,-0.2141504873459132,0.23374244812619394,0.08180296555731784,0.03143188910174237,-0.12109045627691388,-0.23301391326438256,0.08069989124824807,0.13219993550435558,0.18904858309761657,0.12111961134347358,-0.28073255365659844,0.16475885367826854,-0.11263452174850883,-0.20282762303706833
VTA_R,-0.03290626330918767,0.0899786304071942,0.22280214188474515,0.16422970647911625,0.033697094927260134,0.0679425976111777,-0.24094150932325512,-0.002647199986246766,0.24102288946597378,0.06296665094836006,0.08047041036835527,0.18876275225448177,0.2121358917624218,0.3163469774705833,-0.07696679148307309,0.14716425503251065,0.041092931847928636,0.008600028117785919,0.1246946702642692,0.3003113041015677,0.16298498781498685,-0.07242957183877068,1.0,0.2027739348044477,0.09176538475942471,0.34613686925565895,0.15901232449509836,0.059880380764106726,0.35656169095006407,0.1260296960173385,0.28514063823766206,0.2988861667707072,-0.07889211737729243,-0.09323721133376522,0.1095097751436886,0.26913878775772404,0.19590680892975643,0.21272165260564152,0.05956784681449396,0.112796044201037,0.06563036467079064,0.08783554870992206,0.07546310309104683,0.2493907868680103,0.14963641863374533,0.2633595167643976,0.2593165285342036,0.2625760810482954,-0.25895838274959315,0.154499899468242,0.17879304692827774,0.2076951186090238,0.22660463295434613,0.15823229661052315,0.3051065456696766,0.0705119304831268,0.09966977051502787,0.27624343707777593,0.25819448034932346,0.2659960567402809,-0.17413203626801776,0.27223993213807757,0.1931163941838396,0.15726011957355596,-0.046250783817530956,0.2582276203620794,0.17117953777450093,0.16842526793130644,0.3021251110261397,0.16183354703177422,0.32863890199844503,0.3088145329917159,0.026177546159518603,0.15795960515630467,0.15553873299778076,0.19325125403878646,0.17578461030966422,-0.0993154073742761,0.2564989204345561,0.11800752655180491
Thal_AV_L,0.015789481999563766,0.1345093196070613,0.1912650277026398,0.20857968014735231,0.07967173248307637,0.19011612704591324,-0.204602080906803,-0.1018271103746488,0.12040178330636374,-0.06884756522508555,-0.11039316738620737,0.22800444823590973,0.22929885248519222,0.27117661049005337,0.10375704847555076,0.25015682976937864,0.000786847332372203,0.1295536216793862,-0.10109885121499633,0.28963144725925344,0.24398026452962607,-0.2462614334796377,0.2027739348044477,1.0,0.001619841892318198,0.3695070638838329,0.14963622844460117,-0.3055182085668787,0.018188886391480467,0.17076053199644764,0.22812721489981894,0.347535244849621,0.06199418916147934,-0.44206711039271873,0.2112158709696849,0.22967636720623863,0.2492099733755523,0.19733300816156385,-0.2058213170012989,0.04467702680625425,-0.03059368452675596,0.02920097423093827,0.18378280637328048,0.3068526208410822,0.21110523140113394,-0.04058278419068759,0.2613962257709648,0.169529817093716,-0.15319533183926576,0.14221078276738142,0.24299648428120232,0.1337315557423343,0.020848441905682708,0.3334203157044801,0.2126865851571772,0.1720414071075198,0.19077471239646643,0.2145280858441125,0.062269396973172735,0.3178367748281266,-0.025931768337399533,0.2671537076450438,0.26434122869283994,0.17767528155040818,-0.07273884184359554,0.03856520796607762,0.1723325124537326,-0.04866080073831853,0.1562802771373939,0.2856675831963869,0.11503260282997421,0.3801017383651728,0.2553589698871279,0.14183295190456355,0.06563381013000047,-0.005382376097652552,0.14797889028672553,-0.17671729365919664,0.22342473451378156,0.12464632825287672
ACC_sup_R,0.34414642687445157,-0.3997846700937201,0.3855382144326533,-0.14616036170111404,0.39570094791735266,0.2111654261980053,0.2626295938288144,0.583794950002411,0.41870532586541936,0.42357597198842656,0.43814467475774216,0.4121796279082816,-0.10407305757883742,0.16303989754950793,-0.033156839409884536,-0.3024829219890635,0.31502271974258805,-0.1838514195802651,0.009741876723074626,0.19208227747447446,0.00132403769260068,0.2895811115121268,0.09176538475942471,0.001619841892318198,1.0,0.13813447883668323,-0.2926579705243748,0.721048857903885,0.4773802667946004,0.3398091611147223,0.333082951431115,-0.0322003326233321,0.2936317321366132,0.06112012481480755,-0.34083696505563754,-0.09369937168607397,0.03382048349134998,0.3002663371324158,0.34952832091486824,-0.037124979151040884,-0.3613757561659342,0.16707257182095214,-0.18010700070365102,-0.21984310996424955,-0.33952823633126833,0.5640514688180185,0.30341770408533125,-0.2209655232629347,-0.060862720174699944,-0.26647395834199694,-0.09919729846696694,0.036016869369098425,0.38489317147742624,0.22115565514733151,0.18113671374687818,-0.0685611182880152,0.20901100393493802,-0.13656738820107206,0.2190009202131645,0.05138864456454423,-0.127405506247478,0.2653817305100683,0.48340032886635464,0.26141688404452196,0.33699026606207566,-0.18245487842232128,-0.41480631549541747,-0.028557740174217257,-0.0028924176737015533,-0.04632222504557181,0.05101286856915632,-0.2350249884687534,0.5316999794879141,-0.035824514396308814,0.34960713217098793,0.2403870098018149,-0.30662736118676986,0.32102969807026405,0.13496699370761037,-0.21104313152610923
Hippocampus_L,0.18254529415133197,0.35924320835846546,0.5495452661237695,0.6515775979518895,0.38399284475074963,0.08662249657486983,0.09859853852603347,-0.09689199941786335,0.6596263508704354,0.05924556570963559,0.025979057376445302,0.5108975240269839,0.6391973009311804,0.7275103154511715,-0.04276058698570093,0.6127198819897917,0.4698301601177384,0.15206311595240488,0.5509846458990781,0.7746980150063654,0.5679066206117327,0.0031792188624997705,0.34613686925565895,0.3695070638838329,0.13813447883668323,1.0,0.46412898434948097,0.09167389014451266,0.35589836380398354,0.2201223943292501,0.6558079363053857,0.7546237140951468,-0.059174198823689496,-0.14301341731580902,0.4411185148685,0.6845897668403095,0.6344864835911752,0.7650901543994394,0.2616179030728937,0.6029407322833396,0.3247754497562789,0.11271026904689233,0.3557242280956548,0.701908880338815,0.5398620055755606,0.4777901780631877,0.6847690551846856,0.5505776229156805,0.16227059857753315,0.5238161640520009,0.2489964060051696,0.563733663441836,0.3081933247399162,0.794980318774868,0.7112557900658977,0.32871641538435786,-0.012119789545713057,0.3651837411456572,0.6931465809982229,0.7297204364402624,0.16586093937897564,0.5462316560290633,0.5492472478998531,-0.08652534408526748,0.21578025205292173,0.59470467727907,0.48292532980629865,0.29847930181726,0.7121875973891119,0.673142130639026,0.22966300128824843,0.6147447096576828,0.16939543490877904,0.7293219268868746,0.07909657443336301,0.41589973532368224,0.5114640742040099,-0.19618999937398307,0.6293745607221363,0.47825155392931423
Occipital_Inf_R,-0.12086449292259281,0.528303260180614,0.09417291204410964,0.6662475818985014,0.1535801661095045,-0.24455623119895356,-0.14062163771057648,-0.46372070239307583,0.13294440787866355,-0.10561498449484852,-0.46222435421539415,0.1431361885826791,0.7175345681904892,0.21517991316966328,-0.19912425764069086,0.6881395028375609,0.11368213878487658,0.06252928226122464,0.2754178345996398,0.23781678366315984,0.29497708825139674,-0.2713141410909391,0.15901232449509836,0.14963622844460117,-0.2926579705243748,0.46412898434948097,1.0,-0.20894589420527385,0.019544914449550987,0.15106727184241864,0.21371605224674642,0.6105665186268922,-0.31106416186874064,-0.21071530717750794,0.4530503219724689,0.7482865515818986,0.49850491122265106,0.32138583322156594,-0.1850638594614245,0.46524461390017313,0.61975498598566,0.1510208222637549,0.5901330242893973,0.7070920676814746,0.6865765038383171,-0.020048640157075182,0.1284771804292314,0.7834057717408898,0.08317833861994117,0.7816524245228758,0.40133572989831945,0.3067083916423392,-0.017664455939800715,0.41666901227253234,0.27715354745703275,0.11389419609435844,-0.2898629714228298,0.4501814432345887,0.37364221255496916,0.2618352947654815,0.3065290456936039,0.12291316566013726,0.06664986020165438,-0.40166277146614077,-0.09257837574464879,0.7441634762913845,0.7086994604302211,0.1938035442381461,0.47961682361659835,0.4251369069281063,-0.0012187302040555462,0.68279809178715,-0.4017980681471217,0.5014693398077029,-0.2657353131676327,0.3348796212730715,0.804504895938517,-0.7022479617054185,0.2721098385278298,0.6767700862399563
