,OFCmed_R,Cingulate_Mid_L,Thal_MDl_R,Temporal_Inf_R,Rolandic_Oper_L,OFCmed_L,Cerebellum_4_5_R,Parietal_Sup_L,Frontal_Inf_Orb_2_L,Thal_VA_L,Angular_R,OFClat_L,Frontal_Mid_2_R,Cuneus_R,N_Acc_R,Thal_MDl_L,Cingulate_Post_L,ACC_sub_L,Thal_PuL_R,Frontal_Inf_Orb_2_R,ParaHippocampal_L,Hippocampus_L,Fusiform_L,Precuneus_R,Frontal_Inf_Oper_R,ACC_sub_R,Thal_LP_L,Parietal_Inf_R,SupraMarginal_R,Cerebellum_7b_R,Rectus_L,VTA_L,Temporal_Sup_L,LC_L,Parietal_Inf_L,Cerebellum_9_R,Cerebellum_10_R,Occipital_Inf_R,Caudate_L,Thal_PuL_L,OFCant_R,Thal_IL_R,Amygdala_L,Frontal_Inf_Tri_L,Temporal_Mid_R,SN_pr_L,Temporal_Pole_Sup_R,Paracentral_Lobule_L,Cerebellum_8_R,SN_pc_L,Amygdala_R,Thal_AV_R,Calcarine_R,Cuneus_L,SupraMarginal_L,Thal_LP_R,Thal_PuI_L,OFClat_R,Frontal_Inf_Oper_L,Frontal_Sup_2_R,Lingual_L,Cerebellum_Crus2_R,Cerebellum_6_R,Temporal_Pole_Mid_L,Cingulate_Post_R,Insula_R,Thal_MDm_L,Vermis_1_2,Thal_VL_L,Thal_PuM_R,Occipital_Sup_L,Lingual_R,Vermis_9,Parietal_Sup_R,Vermis_6,Thal_AV_L,Occipital_Mid_R,Vermis_4_5,Putamen_R,Cerebellum_Crus1_L,Pallidum_L,N_Acc_L,Thal_VL_R,Olfactory_L,Frontal_Mid_2_L,Angular_L,Red_N_L,Insula_L,Cerebellum_3_L,Vermis_8,Thal_VA_R,Thal_PuI_R,Thal_LGN_R,Thal_LGN_L,Hippocampus_R,Thal_PuA_L,Thal_VPL_R,ACC_pre_L,Thal_MDm_R,Temporal_Pole_Sup_L,Cerebellum_8_L,Occipital_Sup_R,Cerebellum_Crus2_L,Putamen_L,Raphe_D,OFCant_L,ACC_sup_L,Heschl_R,ACC_sup_R,Thal_IL_L,Thal_MGN_L,Thal_PuM_L,Temporal_Mid_L,Cerebellum_6_L,Frontal_Med_Orb_L,Frontal_Med_Orb_R,Thal_VPL_L,Thal_MGN_R,Frontal_Sup_Medial_L,Occipital_Mid_L,Vermis_10,Olfactory_R,Precuneus_L,LC_R,Precentral_R,OFCpost_R,SN_pc_R,ACC_pre_R,Postcentral_R,VTA_R,Caudate_R,Occipital_Inf_L,Frontal_Sup_Medial_R,SN_pr_R,Frontal_Sup_2_L
OFCmed_R,1.0,0.019085330897034243,0.07334819209773527,0.054386361918417,-0.020896845908059694,0.15475510002973186,0.12584836838317318,-0.18654403149449994,-0.015969634299970285,0.11092448575539111,-0.11718033358301552,-0.1722830602749274,0.12197578143824904,-0.08023657807888925,-0.007159101160239586,0.014421733696479005,0.02952354193651177,-0.06605655443787385,0.2157238434944523,-0.016661653527647896,0.19039337507594215,0.11271026904689233,0.12174214160814543,-0.0736619917536544,0.07242717585670219,-0.04956176404664761,0.22060535078116233,-0.03141464169936217,-0.09348506825186645,-0.016303118453691215,-0.031890014803792006,0.0022143635351922195,0.023951709156645698,0.0865311917112557,-0.10536478551025158,0.05759426074189799,0.16276288397268335,0.1510208222637549,-0.08269395952473611,-0.045558546818171106,-0.032135225533353316,0.27522810638867956,0.2164885643310197,-0.0506833218824481,-0.01817148241093738,0.08716525750630184,-0.09165385158614092,-0.07662449081035391,-0.04392905319317852,-0.07439098273211951,0.09210977301827525,0.12819035539195778,-0.004857665576344557,-0.0585897552927889,0.03702974390827254,0.1759575906381604,0.1126658805531802,0.08117108120413803,0.03558514039918393,0.19679249273029203,0.058634934193686865,-0.08240958425558466,0.13468228520572378,-0.1497796478899544,0.0705280584006532,-0.01627894406308807,0.13050939667760245,-0.12743770549925237,-0.041020572036066565,0.05158379553689548,-0.030579574859097423,0.10078571335177801,0.14347217342829163,-0.20122113144174877,0.0430623991593745,0.02920097423093827,-0.04060283446706554,0.109999822688157,-0.036279925652023634,0.11042060160350863,0.19538334375087293,-0.074502315939162,-0.010429676056806541,-0.05192108463700936,0.07660670757230593,-0.09324174224668459,0.05305780086277407,-0.08976666793687345,0.07596086161254818,0.18880758651665216,-0.06157363343153644,-0.07799778509152928,0.049910965887848074,0.17476476267303323,0.08222525671819146,0.14398586246627101,0.016522161618413658,-0.05131364202000135,0.08885470888193849,0.0026628801760426764,0.09608336637857813,0.00320264386302503,0.1141406197742114,-0.02754739377578309,-0.1081478423120417,0.16751113766216805,0.19475805590620593,0.030039597808559148,0.16707257182095214,0.11343231454044304,0.07346539940679438,-0.018148682274896605,0.08789315518823941,0.16724388236653043,0.056012600513334676,-0.047837518828746484,0.0854000492320568,0.0192873931162043,0.22769380190188018,0.02503994463204223,0.1665051853521347,-0.1034610475311241,-0.17421491822076765,0.15189324029669143,0.15572419931872714,0.08156778072969362,-0.036426327244708775,0.1766758960140678,-0.06186976201043325,0.08783554870992206,-0.04434863465947753,0.11426347883146931,0.15429826774819697,-0.014776633871258474,0.21333937550665913
Cingulate_Mid_L,0.019085330897034243,1.0,0.30359682713831015,0.3824238967341709,0.6058883022378415,0.03693507334433281,0.5644962750926311,0.4477349812483851,0.22124268949696763,0.11000283371793693,0.632489707696658,0.31139329612683564,0.5794927731823674,0.5320006515350979,-0.09584403533131126,0.23748579503798475,0.5875982684448464,-0.014085625910457778,0.2793228683543605,0.18145960645803882,0.5780675352894743,0.7275103154511715,0.6056192083994274,0.6027263311417727,0.5530632505992585,0.00739612658410999,0.034627678693102806,0.71463862644967,0.7701933415876118,0.27316895922091583,0.05200472204080117,0.23575195689608164,0.5806918947982526,0.2909057150940701,0.7109701101404527,0.27430302151973285,0.6282733897961155,0.21517991316966328,0.22142550382943285,0.6866175997374269,0.14104370081680695,0.23073716500361086,0.4109645542225689,0.43986348108671286,0.6037750484339492,0.5037265486200823,0.11354185495529757,0.852356605203786,0.3695519633955707,0.45221328540921346,0.15831968788416315,0.021640621483332838,0.506912586757589,0.5009005830791754,0.6377573600684673,0.1535230601971484,0.5704614633564877,0.10324766811102695,0.523135150128982,0.5890489392953756,0.5208434512986976,0.18834307180004314,0.45169588335557437,-0.017240690553824215,0.5682215828415641,0.39145665576928296,0.614555237799751,0.39831170891398077,0.4498700649063928,0.537153389761312,0.48330145731555313,0.5543058054576814,0.17611058118688633,0.47265749886443403,0.4247070653463895,0.27117661049005337,0.529548912302473,0.6143819312776513,0.2487213943840544,0.2586402523694475,0.18195765188920537,0.10159638658827888,0.3514632001091715,0.05682161058009881,0.41519603509031716,0.6055639023506545,0.44187022330499465,0.36292314319571467,0.497638905104696,0.2666159650391605,0.19229748917806586,0.12234659051063387,0.3183687712451172,0.12906577892580468,0.7468402576929514,0.47077717814034625,0.6927262306966392,-0.046935690293602506,0.47678161211622044,0.11391430772936784,0.2685146353030742,0.5424725301377313,0.2577858600416571,0.24573450742156416,0.3395416615738441,0.07604840243758397,0.294617303248901,0.6000061091051337,0.16303989754950793,0.17840768884209787,0.24827417255076015,0.5695885351765196,0.4568273847869703,0.42709548905340977,0.06430775371804041,0.014300659181601524,0.332652453245863,0.26986368903010116,0.5467136904705343,0.4314110043300608,0.322984045678569,0.10203098234083244,0.6373791586345497,0.2182663856838131,0.5992127118122834,0.08856970263703866,0.49170402196637997,0.07760363804339676,0.7422650238455075,0.3163469774705833,0.1463889342556481,0.2689293958238908,0.4819573002955498,0.3714488867940081,0.5785832156991357
Thal_MDl_R,0.07334819209773527,0.30359682713831015,1.0,0.3954200209368557,0.4768496725178414,-0.16894239496540447,0.5052355240758145,0.24709204938643548,0.10497097252034421,0.3724034696361416,0.19162097265800718,0.20644007553131077,0.47812662997372835,0.25895337818817404,-0.15200634977516644,0.4028670317570422,0.3991630960463819,-0.03189734599254925,0.29162821535495276,0.15704382070310788,0.03806910591703716,0.2616179030728937,0.14713780095323276,0.6218923109154585,0.508749879224543,0.21841718100991167,0.268500356987287,0.3105161814002746,0.30428946516170197,-0.06730540780110908,-0.19001233409911356,0.08013453422297483,0.32009363416058084,0.269722667722583,0.3845101021113763,0.3456176280123925,0.18308097834598977,-0.1850638594614245,0.21604515313706926,0.0623959574695973,-0.08206467842093874,0.44904296503053154,0.2676132435388736,0.3995154092398821,0.10468441286549177,0.3955870703070949,0.2689359941801977,0.47348312838858025,0.25902273662561,0.3752493136824007,0.5111291978077802,0.30087464951144166,0.155354018697055,0.1381545064062227,0.26745502855733405,0.4083392296370363,0.03985272486788632,0.18229425040986894,0.3839083005912737,0.4407529603328442,0.1179761287903728,-0.2254079485935912,0.0987515194935344,0.36184589048096366,0.2508412553820669,0.29970991421639126,0.4437695179045951,-0.013894102740598843,0.19775359463366413,0.456532546809435,0.08946106512595642,0.2695049038926249,0.16606094290858572,0.26381705564516467,0.14869233774888965,-0.2058213170012989,0.06228862539064924,0.44787668894884325,0.1278479201086374,-0.14536698251621324,0.10728636575198046,0.11841415571797752,0.6266769046393795,0.1822813160074389,0.39787115685770685,0.08438331687025122,0.34368247772189653,0.160871165185407,0.10424698247065957,0.012173914205348276,0.11056838828629093,0.13818106318309037,0.3517249025746133,0.40822998068486743,0.4604395193265474,-0.0532615676679336,0.22147307126263688,0.1670352917451393,0.3765906292292408,0.260797194948626,-0.18150437548927592,0.1492607854884874,-0.1848381101978704,-0.013348526347521145,0.038024629407901474,-0.1922764727846335,0.38505751964086016,0.2323674335428895,0.34952832091486824,0.33531605737921294,0.32632214503808515,-0.13032149965824744,0.08374391888840396,0.016274125960034993,0.2407929392956302,0.13120877087090002,0.5616053283204185,0.4605422113819424,0.528953820841915,-0.08722508408281866,0.18169309828880842,0.004129703581234312,0.35907395876011255,0.39633051281591536,0.30994510008082526,0.28682508386169986,0.18003508346982908,0.6122658124453606,0.48027128588717505,0.05956784681449396,0.29410359250745416,-0.14642758796387267,0.5725219890660606,0.22244216049436177,0.32467015433849344
Temporal_Inf_R,0.054386361918417,0.3824238967341709,0.3954200209368557,1.0,0.2733751322794573,0.1418294430445656,0.3947912670567391,0.135064737727727,0.1220848315180638,0.324934314039621,0.06417422865992269,0.19967026507370825,0.39699049792867636,0.11118931984446985,0.10874793801900202,0.32300901970415113,0.11590824605396412,-0.03196089321618273,0.3570711073872493,0.24378510511515258,0.1986840201194245,0.4698301601177384,0.2563977185352391,0.2366565208555548,0.602229368280591,-0.03857045930097106,0.2124599994954584,0.2183005380939504,0.298794347968306,0.11126578440873171,0.11719832020655582,0.041052652577811516,0.3382542136108208,0.07373139758532156,0.278573470930605,0.08186772015945702,0.13812124196351802,0.11368213878487658,0.3797353541972938,0.3036184125398286,-0.0027474013013876666,0.15953914786396356,0.31852282758043604,0.35429060883966595,0.40276921556085965,0.39103476337795995,0.19956470593994724,0.40181382392393805,0.027801841016510273,0.18599925234086875,0.5565650060323433,0.04043676275344476,0.24295736327989767,0.02419566300654841,0.17620769702630232,0.29032446331234507,0.2930986192391863,0.14446373457527134,0.398308856640731,0.4470158371043338,0.1985536573697281,-0.05942255063868107,0.188894863501692,0.07892681611626515,0.15077572174553128,0.5491095831469002,0.29762078898115246,0.013374052048955204,0.32503621324414494,0.2593630163134388,-0.028902516381840028,0.17191421199569484,0.5473684336934663,0.06721940497613625,0.2189148999392587,0.000786847332372203,0.12556313724505805,0.2677542840731553,0.3311871336380153,-0.02372141325346304,0.2984053494089225,0.3063301556152475,0.31972073474712837,0.3025609546280286,0.1905220375658069,-0.00916162393318978,0.28421288376196646,0.46881103792876055,0.1016799944912222,0.37591319707029386,0.3881743827875234,-0.030315470484570943,0.17786288689268578,0.5604750647480246,0.5103425631320472,0.19104941258359975,0.32625697431756473,-0.01179012126834934,-0.01905821005215126,0.10741001796214218,-0.012424248479999575,0.1860680227128707,0.020437350256174616,0.35017711112923394,0.01832998328805536,0.07308592070484841,0.34437668238286867,0.0356145935662459,0.31502271974258805,0.14787917550115873,0.2671744842773197,0.15509917815659466,-0.04076915054552262,0.08503315364568807,0.17422752637772426,-0.2531098831472721,0.38292892910453674,-0.04457165843647207,0.3479913202812241,-0.07899474609436814,0.5146228525343537,0.28373656121090757,0.1806689269495091,0.1631966048008484,0.5172387230897503,0.24888950493595974,0.34094635397565,0.20745849669344527,0.37696035153993795,0.041092931847928636,0.47320674808102836,-0.09899642789955189,0.28402837842531475,0.36160906373257806,0.46802692898809806
Rolandic_Oper_L,-0.020896845908059694,0.6058883022378415,0.4768496725178414,0.2733751322794573,1.0,-0.18340230804414162,0.6448772003783492,0.11195260685404824,0.22028250564612178,0.229541944148801,0.43350275246812825,0.27857005039839744,0.6811596521512967,0.5896246481290067,-0.019760322956192455,0.3577370572420076,0.6267245157225669,-0.07515204838456843,0.4885440442965332,0.2741296494485829,0.5306629600551266,0.6558079363053857,0.6836510387185092,0.6809096833514118,0.5255194233654171,0.0027107120645850323,0.20958583473174627,0.6536765806421597,0.6662754552472393,0.08226187576156425,-0.15268870773890217,0.3789010901598889,0.8395010627130108,0.07964941691838742,0.45232844417525664,0.4409921251387188,0.6101246541720926,0.21371605224674642,0.2534819954158649,0.35643187551305977,0.018407615105630406,0.25189139070707245,0.5906459030460997,0.6389172713185473,0.4345104876945156,0.6052801297040227,0.00039432403843292355,0.7740911795194864,0.41575704252471724,0.5761624484089315,0.04824090034391371,0.13290841182415636,0.5901491522974712,0.4632385669204656,0.6812819163693131,0.2641552760214294,0.4553518501165606,0.030440860593687828,0.6783706785967044,0.5101570297828277,0.5760553531385693,0.1282075835509442,0.5884034661612206,-0.043246432534262386,0.5288596582769435,0.3214336544308047,0.7170431103738352,0.322279129756867,0.478462996044368,0.5774525478881498,0.32872778015578186,0.6239869562283051,0.3339412269147646,0.32107431861056446,0.5532490972000766,0.22812721489981894,0.4676914476288572,0.6912179410162334,0.20577334170065012,0.38035501924691745,0.2782259850654191,0.018975093053404602,0.2874432828144505,-0.05659683732409866,0.6656682298455504,0.44659293157139085,0.4871041662697062,0.48201527169312086,0.5675240655866374,0.43734013838821495,0.15345924175500048,0.028670633696658225,0.6218128421177195,0.3193997239037937,0.7454504656603845,0.4837457601817584,0.6150746345140723,-0.03759355917877597,0.46282984160244606,0.04226987348437799,0.33209674474915496,0.5099862847509653,0.18557115831042154,0.15423735370196273,0.34671080820087585,0.016350462980557087,0.3631979803100868,0.7520777119815757,0.333082951431115,0.15638980051068846,0.4379032628194145,0.42815003651701466,0.6479808529132564,0.5315365271635002,0.10103434044678944,0.06193454863111736,0.3431139049115708,0.48294111386052013,0.5401958916697999,0.37696073970151756,0.366938032055318,-0.06751713858097759,0.47291088701185574,0.40467827471741,0.650079740706876,0.0651771337183004,0.5030790808006116,0.12187200601783907,0.6525088457018764,0.28514063823766206,0.1814448137776964,0.3710642315163071,0.4198065301542904,0.17207727260837166,0.6235749723111399
OFCmed_L,0.15475510002973186,0.03693507334433281,-0.16894239496540447,0.1418294430445656,-0.18340230804414162,1.0,0.0002709298166529164,-0.15722211237022365,0.04675470680219717,0.5765316746510963,-0.2914032142398971,0.43367394633488116,0.13931328660714012,-0.4410806534470107,0.4406596801087552,0.5066798658867557,-0.18641689194803066,0.23462128506957078,0.00696673679785764,0.2631037135599094,-0.0933051485026283,-0.059174198823689496,-0.19804411652163548,-0.33090673445418295,-0.12814619169192934,-0.1273033683065983,0.10617855753910456,-0.22450878714431005,-0.0916147673292327,0.18490575162139508,0.8371287564994717,-0.27950519483861164,-0.03671063957303801,0.15712151454487114,-0.20629863131317158,-0.17253189656521695,-0.1614017597208553,-0.31106416186874064,0.4344830440642918,0.23809928982232062,0.4771049266297934,0.09884061469766119,-0.26780017202143624,0.19738707166145508,-0.1758488151147845,-0.43609855860089264,0.4854125803544469,-0.13094747150040545,-0.10319147101248997,-0.3608753748375265,0.24082494788311873,-0.2053964576229479,-0.20963228167200854,-0.430151600895973,-0.3006469974033903,0.15907338027157644,-0.17647640963983255,0.06899067546143886,-0.08784425100904598,-0.10160245841356026,-0.254771757843374,0.015746694298196844,-0.2602562089072101,0.1750506071112323,-0.12835413571425733,0.3322519672833217,-0.0942542654643457,-0.37488580426912144,0.41589328784709323,-0.20140637628099636,-0.42299631025873435,-0.2850392834799407,0.18882549403398574,-0.2732048065519183,-0.38475066635211963,0.06199418916147934,-0.36467478758765004,-0.2089597958173404,0.6280286257459228,-0.2501459941262885,0.0006504266725407917,0.06536792389947209,0.23705085241147905,0.6694897545312284,0.0523098720103592,-0.3566390140305729,-0.355816603744163,0.4459809867886022,-0.38395367729189556,-0.13141747305083498,0.7026262761357458,0.19785693997937737,-0.2337797820911382,0.2206492597298591,-0.1264279999042068,-0.023057257446596927,-0.19827777123037651,-0.05138018805130423,-0.4944071342736297,0.5767896930737397,-0.16944984190415854,-0.3755680378353135,-0.11630462627466243,0.6230645097910423,-0.20241370277497192,0.13939677645506723,0.22765108674795295,-0.010906542615155912,0.2936317321366132,0.09181937869651648,0.1335109362550843,-0.1637868078666075,-0.31490531746464095,-0.32277257480176896,-0.030078268729529147,-0.4852288424950022,0.39290269464568456,-0.3437300554885921,-0.04382032545455042,-0.3713105902870151,0.14097743945492067,0.7370089620298597,-0.2409317558822149,0.046923428430858456,-0.09948970952821878,0.4366814882106326,-0.10822684222698352,0.016224376053427723,-0.07083681669374266,-0.07889211737729243,0.4212328530149497,-0.3627554105826039,-0.15826908559421152,-0.15929018982685336,-0.04474708230762551
Cerebellum_4_5_R,0.12584836838317318,0.5644962750926311,0.5052355240758145,0.3947912670567391,0.6448772003783492,0.0002709298166529164,1.0,0.1865642708541999,0.19808838325699593,0.23640968145197913,0.42549040124761833,0.18768877314014493,0.5729033645255172,0.588800297757297,-0.1998315204644193,0.34565534844316526,0.5642201473194478,-0.11116271994954526,0.32759028095459913,0.2874003622357859,0.5948499266861261,0.5840891797875889,0.663755045426182,0.6884210452004611,0.6081508279856979,0.00654186489973501,0.10084745630509652,0.5494075075719099,0.5425641114138414,-0.022601793281972603,-0.030046534166959734,0.2975392458095107,0.630277452832867,0.24140881750768825,0.4476550642509345,0.345110673169981,0.570918152110831,0.29427679668805573,0.1522024185878259,0.36139421897987434,0.0695709744474826,0.389010004538039,0.6135622165416686,0.4742855505593212,0.5042922478466886,0.41208510067917764,0.04222265665695746,0.6212580528159166,0.26139056083626455,0.49493070914181164,0.1980679064572921,0.0016488776722094426,0.6921765325943388,0.524656498715911,0.5356704914160382,0.2578738632135667,0.42732470442813353,0.18192089434467892,0.43198756391613913,0.4558667270041596,0.6250675206998934,0.03709504562273764,0.6312360062103147,-0.1077729015383674,0.47462986860719414,0.3090512716766886,0.6231704014673923,0.36632321549321495,0.5068482402845117,0.5546825461128576,0.41041458980016865,0.8076846517915256,0.3158972074699322,0.3141173137555628,0.6459329027292043,0.13762351421347044,0.4447669259617841,0.8784175437525779,0.1797600103926055,0.29908172989626136,0.1426590156744573,0.01321458194473902,0.34936597868773656,0.10270310716331106,0.49707113347991766,0.37776074711453506,0.39949923779101754,0.35694413686152515,0.6089895122370381,0.43151019772198673,0.16102652677142668,0.12474319752462541,0.614210155059865,0.2002166946894925,0.7537855716647095,0.30740694522838824,0.5794336652554113,0.013735625212872714,0.4185991326574762,0.014157015279721451,0.2914463937313756,0.5579312343883285,0.2123645453661132,0.14369640004653772,0.29078710235428057,0.0931761811851763,0.27085820392787824,0.5176110706239032,0.22291330616737629,0.30308669701286706,0.5739537463188249,0.32674690698837383,0.5056795005798725,0.5519034713482682,0.012632555647142553,-0.015063605622982448,0.2924970558836949,0.4951826236284744,0.47319612832042585,0.3692577225950691,0.47952759422631924,0.02553578456863323,0.5307311612551302,0.4067222442420144,0.6535478693762642,0.10710016729698356,0.23401740777441604,0.34163923237267696,0.6217213475267996,0.19882564508112957,0.1590474446933665,0.2913885709398244,0.446543512138273,0.26255591006820345,0.5255546399391992
Parietal_Sup_L,-0.18654403149449994,0.4477349812483851,0.24709204938643548,0.135064737727727,0.11195260685404824,-0.15722211237022365,0.1865642708541999,1.0,0.043445120812268825,-0.23341018716259765,0.7640971816881065,0.08103811523560767,-0.0009329793690291556,0.41070363255246833,-0.3133965436187369,-0.09960788539120202,0.11205016394499512,0.14576352224684744,-0.41519391175867426,-0.1102558357855302,0.12076060592070174,0.051193505515655074,-0.07487157347644198,0.5614776678019324,0.30279111190029495,0.11261539926213837,-0.3505937282652818,0.5711272459608048,0.4497922396436923,0.14983865043291306,-0.09006156582090874,0.02254950476133498,-0.11930794050436978,0.21188915121228052,0.8549755386392431,0.2479053878179339,0.005591636580346214,-0.08851987561141207,-0.0657574165098897,0.34629396121502776,-0.11685587723204884,0.10854160806348453,-0.05099742355499667,-0.09915562358532855,0.25856794303786745,-0.0008305941604396942,0.3209961786441571,0.4892190254611674,0.27180567128970656,0.14912058012469684,0.17048629563457374,-0.0674452933770727,0.022566545791162906,0.4896374974591732,0.3453995215692828,-0.19679434247830582,-0.03886017366625405,0.05583320988553616,-0.0378697898497697,0.017761933130701266,-0.07754861701114583,-0.07717404131384266,-0.1383189341054855,0.14121820234448054,0.10540562177995882,0.07245239862840648,0.15801332070252025,0.39043486389144094,0.084347015532646,0.12706815926534262,0.5606849161379857,0.1352924630435338,-0.3737608780420223,0.907165512064074,0.04081631954645821,0.07872391215918953,0.3693397212549711,0.1167396371510741,-0.06991259910409056,-0.2594653009784204,-0.14399868061423446,0.0061451840328238805,0.35891430001422264,-0.07488215516063858,-0.12185507087370392,0.6169566005101162,0.020696287565603426,-0.09686231746133599,0.08651385129415809,-0.23499693433317706,-0.10528291001727311,0.1276198543440831,-0.008814906266950254,-0.3964228938794535,0.19179252061253643,-0.16078706222884104,0.3034270169877255,0.12427861174184127,0.31859188244431297,0.027882535403693967,-0.27313329492308136,0.3860366942886339,-0.22494979223584285,-0.13012752868888894,0.35596713549871745,-0.4019960656020605,-0.10862097225451246,-0.04361434079050942,-0.16764918103006007,0.03697105109093955,-0.2077834009003288,0.24500226073197523,-0.09734039515909336,-0.1250752277865135,0.05799309502894915,0.12812099418229325,-0.05740809326181602,0.06398922825621622,0.04574952426259998,0.18306234330008295,-0.1603978131721996,-0.04990894383126952,0.8336153859781467,-0.19540814171359883,0.13890340250111863,0.15370087578980512,0.1013671079982707,0.19453745515008616,0.6688315253193089,-0.01774493352450788,-0.10020612540671132,-0.20368794369196805,0.30997046754848,0.2955050039630444,-0.21474907561909087
Frontal_Inf_Orb_2_L,-0.015969634299970285,0.22124268949696763,0.10497097252034421,0.1220848315180638,0.22028250564612178,0.04675470680219717,0.19808838325699593,0.043445120812268825,1.0,0.22004920060990846,0.16527187931195209,0.22703773399391639,0.3313660838820551,0.16784699904949318,0.23998167887851593,0.02624725333929178,0.09414469894484001,0.2125191719352185,0.1935830676677432,0.668359599536131,0.25979523473964783,0.2201223943292501,0.21997532076001827,0.14774315663373708,0.29226435459786543,0.11377017436362995,0.09768433215908362,0.18009556442563066,0.3832527145240823,0.17290768403161447,0.005846555486901908,0.12019444829734172,0.2468581225299586,0.14336953671681368,0.17320833167306926,0.13447999579588268,0.1491801151871113,0.15106727184241864,0.17475212981809768,0.1039470881415246,0.09552230004459891,0.02016839615325659,0.15630319093419995,0.3576474932336349,0.25060913736738893,0.21906666007065814,0.1601984960267016,0.2182547169424624,0.08065510233102587,0.12301808406813723,0.04743039615232031,0.12399037419130174,0.1844976274819558,0.11411351643759204,0.22944799409493005,0.20408210942238225,0.2705323201491729,-0.0831562738942062,0.1887029613786822,0.30807556098507566,0.20904584691672368,0.20375448513558797,0.21606574901703005,-0.13110678304221232,0.07131007135917615,0.5050307104790476,0.16105761113288428,0.16789379019416414,0.12832866144982255,0.03358164393875801,0.09443850964103424,0.23951627337901304,0.046233839012295136,0.08206619281595838,0.21758653852755677,0.17076053199644764,0.15001022204239278,0.21334275146720144,0.3757824503428397,0.15855864219798704,0.34067819941254474,0.28888843885482923,0.04419326550413334,0.10441548007789338,0.18279441533416343,0.14150164252457179,0.15580551770147055,0.49140176080855563,0.22210185514488476,0.04122369863970285,0.15229841264814692,-0.12880779912050458,0.2259886159034827,0.155776939931176,0.28720196162793077,0.26469106013685345,0.18819286081280806,-0.1321839156803571,0.06328021918500178,-0.021648628878863055,0.12739917478879126,0.16517954962094306,0.2418589120402995,0.3498619007767221,0.0999286771015996,0.16183424527801216,0.3027656741418883,0.10516003159390451,0.3398091611147223,-0.04079416389184182,0.15359469156418207,0.12263510455422993,0.15034677261584184,0.1752141702867771,0.3063930255901425,-0.2653341274778339,0.133281235578542,0.1509833686820885,0.21618157807246594,0.1427977430590135,0.12713547899729527,0.12059531691953858,0.1238900341627062,0.07961373956055828,0.2508652545371422,0.11365864415018737,0.18129535729371135,0.09113830163964055,0.18050551418073116,0.1260296960173385,0.14394635130551411,0.14520881670359273,0.16300098837945456,0.1429591374166815,0.18276432972998508
Thal_VA_L,0.11092448575539111,0.11000283371793693,0.3724034696361416,0.324934314039621,0.229541944148801,0.5765316746510963,0.23640968145197913,-0.23341018716259765,0.22004920060990846,1.0,-0.28876392654384103,0.35973991860408516,0.6046562699661929,-0.3335447281940655,0.5202143035243648,0.7784342870850299,0.10189427265985802,0.23486980797913545,0.32638381078658796,0.4656730769303337,-0.10247830194274221,0.08331418679300764,-0.0750794110998455,0.027418347457412815,0.14705385990234202,-0.06271512714761338,0.5162471586238154,-0.0603415387220036,0.11013081292323039,0.08474339867003446,0.46330777456993394,-0.23527003678829095,0.2591680252192833,0.33132466330028615,-0.11802313609739092,0.06469658163187984,-0.03883509435515862,-0.38187587117462335,0.5382861973603533,0.21262972745286557,0.2701950944355361,0.3673640695987588,0.030089487961355108,0.498319770854255,-0.1921396336168556,0.032429676748035687,0.4394654450812285,0.15138807850001396,-0.07083298006679013,-0.16029414461623034,0.504179229891878,0.20631416278142437,-0.1479790217230999,-0.4718606278455615,-0.16924247549531055,0.674281520858626,-0.11887548045131666,0.0122834340454208,0.1752349898528909,0.23249879443343485,-0.17729946667204877,-0.1998013692610524,-0.16606389899400575,0.43406347076851143,-0.001226731140612586,0.49487963608175056,0.246232905065345,-0.4665568769166762,0.4747716424170886,0.03716613565312722,-0.5026200212838164,-0.15107820432538013,0.2822885866226428,-0.26333633484221425,-0.280892628834992,-0.07593189981593737,-0.4017127021316184,0.07543647504490275,0.7462493220631494,-0.3098517063706408,0.3915566435298876,0.16986580294018927,0.5295413358519476,0.6110051661384185,0.43625823586149287,-0.435557812315971,-0.05424540156025394,0.5939101656855229,-0.3283939404795589,-0.15085428941861415,0.6907823748284627,0.20872601928892523,0.0565343592420747,0.6758235389631114,0.16662475438032032,0.06002012487997352,-0.15890936038920933,-0.10291678467360174,-0.35686138469790596,0.6447105585491396,-0.29196999509600263,-0.372527789700405,-0.2740489580063566,0.6372711185699074,-0.2751221493059913,0.04656736890777521,0.6383404144512467,0.2500708563216155,0.7155687663227401,0.2747272569833562,0.3611869120429734,-0.2578715087335672,-0.21376089961306802,-0.27368143579705545,0.32213126153319976,-0.39320958221057195,0.7917460138191983,-0.0182832752564621,0.3635364549732449,-0.48790409345694985,0.20543490319200472,0.498301842183734,-0.14749572971457614,0.46346114545625117,0.12667489580283817,0.5378549589903198,0.1335668285394161,0.20911223477988017,0.1557313025623671,-0.00693090340312983,0.5387109831838065,-0.38040472752803617,0.16349274209173748,-0.11814639342587101,0.30142193360695296
