,Vermis_10,ACC_sup_R,Cerebellum_Crus2_R,ACC_sub_R,Vermis_1_2,OFCmed_R,Frontal_Sup_Medial_L,Cingulate_Post_L,Cerebellum_8_R,Cuneus_R,Angular_L,Thal_AV_L,Paracentral_Lobule_L,ACC_pre_R,Cerebellum_Crus2_L,ParaHippocampal_L,Vermis_3,Thal_AV_R,Frontal_Inf_Tri_R,Occipital_Inf_R,OFCant_R,Putamen_L,Vermis_9,Occipital_Sup_R,Paracentral_Lobule_R,Hippocampus_L,Frontal_Med_Orb_R,Frontal_Mid_2_L,Temporal_Mid_L,Frontal_Inf_Oper_R,Fusiform_L,Temporal_Pole_Mid_R,Lingual_L,Cuneus_L,Caudate_L,Parietal_Sup_L,Rolandic_Oper_R,OFCpost_L,LC_R,OFCant_L,Postcentral_R,Lingual_R,Thal_PuI_L,VTA_L,Parietal_Inf_L,Angular_R,Temporal_Sup_L,Frontal_Sup_Medial_R,Cerebellum_4_5_R,Thal_PuA_L,OFClat_L,Cingulate_Mid_R,Amygdala_L,Frontal_Inf_Tri_L,Cerebellum_Crus1_R,Vermis_7,Occipital_Sup_L,Cerebellum_10_L,Temporal_Inf_L,ParaHippocampal_R,Thal_MDm_L,SN_pr_R,Precuneus_R,Amygdala_R,LC_L,SupraMarginal_L,Precentral_L,Supp_Motor_Area_L,Fusiform_R,SN_pc_R,N_Acc_L,Parietal_Inf_R,Insula_R,Rectus_R,Heschl_L,Olfactory_R,Cerebellum_7b_L,Temporal_Pole_Sup_R,OFCpost_R,Frontal_Inf_Orb_2_R,Frontal_Sup_2_L,Thal_IL_L,Heschl_R,Calcarine_R,Temporal_Pole_Sup_L,Red_N_R,Thal_PuI_R,Red_N_L,Precentral_R,Thal_MDl_R,Cerebellum_9_R,Calcarine_L,Insula_L,Thal_LP_L,Pallidum_L,Thal_MGN_R,N_Acc_R,Thal_MDm_R,Parietal_Sup_R,Olfactory_L,Supp_Motor_Area_R,Thal_LGN_R,Thal_VL_L,Vermis_6,Precuneus_L,Thal_VPL_L,Thal_VA_R,Thal_PuL_L,Cerebellum_6_R,Raphe_D
Vermis_10,1.0,0.24770939798290453,0.3109862729068864,-0.10829740725606127,0.12083841634900622,0.1665051853521347,0.2524247787589527,0.2640225557665554,0.2135766073198436,0.2908432561843525,0.10521426116518433,0.25184599395298674,0.34334678635392246,-0.0276834841600398,0.3715466890420554,0.35609508556741476,0.3481204449882579,-0.03453261294671343,0.32469170039885636,0.36409706960988975,0.28808347905944726,0.35775055501726855,0.6873026643184942,0.3325804022089872,0.06155131329103086,0.5037993481649146,-0.17578704541859194,0.3048648506801281,0.35124541850083235,0.42834608384124606,0.5306739072918448,0.11193930261988551,0.46126901486978084,0.16118536492550764,0.3697419236331667,-0.1603978131721996,0.3603405976258423,-0.05439633714583654,0.2285580075332786,0.28504688458478,0.20035916997209163,0.3949548647431962,0.4626474818160984,0.20947537784890927,0.0630248026967571,0.07520388459387302,0.5034491459464246,0.10426031311692067,0.47952759422631924,0.4589120809798625,0.18839581538139313,0.3307095393156548,0.3458764843607462,0.48002617371288514,0.6297377558406846,0.41118151682112675,0.0990400637000378,0.4427938806630635,0.34527353623459156,0.2115356112198919,0.4819068787759773,0.246802218750892,0.19809119858042784,-0.010519016661973189,0.07419949175100403,0.2775923446071682,0.36113142315370067,0.4143197379677001,0.5578812440538121,0.33505140848542725,0.05414605058785121,0.21018819288711085,0.39025889704503675,-0.0334338356551005,0.3953316076362035,0.2498396998008863,0.14458034094621872,-0.04657707617765519,-0.07155233624740641,0.26880731447430956,0.5292376722818394,0.01608428086494823,0.29010573717908683,0.4928263954583091,-0.10383288484418517,0.27783292397581816,-0.07077011407277077,0.2517306165948215,0.5338659672934277,0.18169309828880842,0.20279635698605172,0.3864005821998897,0.49626283337750293,0.14684521217001706,0.21938927489577484,0.05535636775107297,0.13785632213077273,0.09621933794909691,-0.09692083799656777,0.2212550272115052,0.4243448120984563,0.3310696740417645,0.35852088867111165,0.4167764254093763,0.08892394133686021,0.225610735667999,0.3311660436728865,0.24597164954504655,0.5575054118012097,0.15945871058851666
ACC_sup_R,0.24770939798290453,1.0,-0.09919729846696694,-0.13024157029929545,-0.3613757561659342,0.16707257182095214,0.5640514688180185,0.18584300972303444,0.009734996657695987,-0.2560185227007633,-0.34083696505563754,0.001619841892318198,0.30341770408533125,0.2895811115121268,-0.21104313152610923,-0.0322003326233321,0.2403870098018149,0.43847724457805637,0.640339357494728,-0.2926579705243748,0.20594933696732232,0.4884623321532689,0.21259025634017478,-0.3024829219890635,-0.011013160076323933,0.13813447883668323,-0.24209510316192825,0.4121796279082816,-0.16199766574212482,0.22651840353748873,-0.01844565133068272,0.27565577128526364,-0.1778461844097394,-0.41894660874566414,0.34414642687445157,-0.16764918103006007,0.28955529559712795,0.2626295938288144,0.4773802667946004,-0.02182009285229068,0.19279140427253438,-0.089050231801918,0.021407269163408727,-0.24843379442483657,-0.004737879570922002,-0.1955041985554939,0.3002663371324158,0.38489317147742624,0.22291330616737629,0.25893494774778864,0.2744857786563821,0.1984872854987922,0.05589782469697005,0.48340032886635464,-0.10407305757883742,-0.2209655232629347,-0.3997846700937201,0.13685671325765414,0.13496699370761037,0.3855382144326533,0.3157128905636719,-0.13179328722687642,0.08745524409959349,0.3263723615623015,0.34960713217098793,-0.04632222504557181,0.05138864456454423,0.19208227747447446,0.3199125674984828,0.34935506837320296,0.1956692307825698,0.00132403769260068,0.65345334756071,0.26141688404452196,-0.035824514396308814,0.2111654261980053,-0.13656738820107206,0.4594774720796642,0.583794950002411,0.4956657991963551,0.3671716609788637,0.08884632610780378,0.2653817305100683,-0.15516162409432108,0.45536449952103314,-0.037124979151040884,0.06112012481480755,-0.026823425898892275,0.22115565514733151,0.34952832091486824,0.15129423049501142,-0.0731122458131531,0.5203933787936571,0.5292688015610842,0.5056709992319942,-0.028557740174217257,0.47686177941827046,-0.3188391179258786,-0.1838514195802651,0.28339726300727824,0.22844761576450529,0.21237600088337363,0.31626934600056544,-0.18245487842232128,-0.0685611182880152,0.7106775485970693,0.5316999794879141,0.32630603413011655,-0.09369937168607397,-0.127405506247478
Cerebellum_Crus2_R,0.3109862729068864,-0.09919729846696694,1.0,-0.06896443539497552,0.3347192205728728,-0.08240958425558466,-0.06626979277900073,0.0991734577810712,0.24856816399994536,0.28739647074126806,0.24197831758149693,0.24299648428120232,0.1162812938396873,-0.3166334531635042,0.5134266502290241,0.17278564870219382,0.11499758383075147,-0.09110929466670366,-0.06835326909594275,0.40133572989831945,0.22095177167109967,0.14716726409759215,0.16835576699277527,0.3000534755231125,-0.010102687647594562,0.2489964060051696,0.02796890581097839,0.12108445190632994,0.3082776953877171,0.10261573307172527,0.3575415938201676,-0.1631722823738338,0.301995228078015,0.24341645070289517,0.09179892169472602,-0.07717404131384266,0.2283088249623683,-0.2592172547365735,-0.0008823739293280434,0.3092627827699767,0.04582426706619693,0.2050500643137865,0.3235015320079992,0.11729288469261012,0.06616291788661234,0.1635800189990252,0.21917032670712985,-0.029037413043112224,0.03709504562273764,0.28109130689817535,0.16776809552337138,0.20535579041705151,0.09017264536963863,0.1949307110077142,0.47001502501279513,0.36248676302587,0.21088985602681026,0.29134280065745366,0.25396631163199945,-0.15409157090404055,0.16003072845717822,0.04097152288736798,0.017626047145120016,-0.40308892922454964,0.04666115551212633,0.19659576027276832,0.13860834707339975,0.06822493959073528,-0.007867942333351982,0.15646361467382117,-0.0053604183957194395,0.16229827205469616,0.10353083436685877,-0.034206436201428866,0.1493679557536821,0.05767858083720547,0.3984554362638548,-0.14805426587286075,-0.2513488186784925,0.14729901016277347,0.1202064783292748,-0.10912733056857886,0.2312808539382793,0.2574921087726644,-0.2681123707104121,0.1646874281390311,-0.0652461568107193,0.09163032073848015,0.20485193656492717,-0.2254079485935912,0.10178798103731768,0.269394073695801,0.21077439137063375,-0.08033397951888195,0.01331081143863898,0.015589606211091022,0.08213674475233775,0.15718588569940062,0.02836585045341998,-0.02649543073728035,0.22941038011189835,0.18578830357120027,0.1152522877540816,0.2923522388093497,0.03899714183805529,-0.15292616686471347,-0.03570743790335481,0.17189588194705513,0.3939470037696428,0.21788747366284658
ACC_sub_R,-0.10829740725606127,-0.13024157029929545,-0.06896443539497552,1.0,0.11655346764836447,-0.04956176404664761,-0.02879667351840107,-0.04315624661651577,-0.007342779402448905,0.14217205678410838,0.1327159829930449,-0.21044014519784895,-0.045984294527045375,0.12478843484863307,0.06393023727170757,-0.11719367546466491,-0.01937437877717161,-0.04069819376533743,0.00260532999049206,0.040255329947952084,-0.07895757043142497,-0.15821785271056468,-0.0938365209796919,0.10698882897280286,0.022822023552803553,-0.022217743000230845,0.07171254773987494,-0.08434699759518051,0.07772778750635771,0.0869845789553664,-0.011032993113031452,0.05368799863495892,0.04082048790529604,0.12897183284110592,0.07660310864209366,0.11261539926213837,0.04456620517078149,0.0365047372012886,-0.084837945697841,-0.14598793102664492,0.0011171152369332453,0.09864280249102643,-0.033383416317724436,0.012069650167822554,0.09114827292824804,0.1022907918114342,-0.04768860993360864,-0.024517290420216442,0.00654186489973501,-0.07032132272484645,-0.06376365902818075,-0.011268559171820973,-0.09778131870684821,0.019876473867482293,0.020621569948409926,0.03726186511836965,0.1415693116745648,0.057512552178956775,0.0354975188571738,-0.2692487817924067,-0.022666898018830508,0.2203254579110166,0.06761951931378551,0.030706510161247782,0.06044379829102613,0.08544988780725912,0.010260873815915905,0.04224852007665646,-0.03705160372490038,-0.10959964257887711,-0.048988073566194126,0.03671300356888053,-0.13027617066707034,-0.2855740059987867,0.09486375024433123,-0.06546831021973558,-0.02938294210253382,-0.09040486832940434,-0.18156311928816715,-0.016336054259496354,-0.03811703207571099,0.16020708597224573,-0.1224523183734768,0.060447664367015985,-0.08010088097594784,0.04892580372186223,-0.06347808064864038,0.12759158002180196,-0.05021056287046831,0.21841718100991167,0.011617235581295399,0.07580547749770368,-0.05761753798653707,-0.178783337932933,-0.1737496022496037,0.2537582301050909,-0.18995676673688958,0.21850135244678567,0.12556542916656388,0.06359302147518464,0.008258218034416922,-0.034815290728820635,-0.0535883659405631,0.0925192919146617,0.06660839130989128,-0.0658316930843585,-0.15569162640238482,-0.18972103705218224,0.03288749408653534,0.15292837362951514
Vermis_1_2,0.12083841634900622,-0.3613757561659342,0.3347192205728728,0.11655346764836447,1.0,-0.12743770549925237,0.07390553656650688,0.23856593331430573,0.2128261776456433,0.6935054765232351,0.7279308754644129,-0.03059368452675596,0.37903166639080793,-0.008207258948883113,0.5053938609006142,0.4770828195605296,0.39045701939752336,-0.26175311974638177,-0.20430350542010928,0.61975498598566,-0.22179159959810552,-0.24066208280626075,-0.15612208692787005,0.720387838226546,0.3761647082778137,0.3247754497562789,0.13126512410650856,0.01389114347113073,0.5483432286413404,0.45836334537916174,0.5159196855403348,-0.32128137710328175,0.602502497544054,0.7269240100462849,-0.18572941903691786,0.39043486389144094,0.4485630327152738,-0.07856567572742042,-0.22710919564601736,-0.0784557762609859,0.43335187913665274,0.6056026946369546,0.48394380830510897,0.3556709070371463,0.5517238464857469,0.6263642772314363,0.29936721402466226,0.17432273015228206,0.36632321549321495,0.3004272969888821,-0.24691699093550754,0.4200700786174347,0.4437931041833201,-0.014766055115071942,0.393248669544898,0.5974156345636173,0.7442095215435816,0.4361939059146747,0.20050551509055295,0.040156032874649805,0.2090418706974424,0.5017105657164358,0.4263805414690898,-0.23388419168929825,-0.07608019700183839,0.5629647607915772,0.46662058944883816,0.34262606528751693,0.2823097399381712,-0.0006455086724705928,-0.14805352672472996,0.5550254274573858,-0.1252832806415525,-0.4551880043450457,0.35571548648938783,-0.3454439082605619,0.3409574147382826,-0.37700811292358666,-0.31782506345787287,0.028508062780370956,0.16461905331579668,0.1868004748179268,0.13501898515277239,0.5840536490566399,-0.6111172476006671,0.6017472644917657,0.11069844455361165,0.40247798632370846,0.42598460618747436,-0.013894102740598843,0.19944323161033645,0.6848441717824708,-0.027911023857000693,-0.24366032455963169,0.02183099469721047,0.3035981387807081,-0.4298531613762556,0.5208148750923383,0.5235330926839789,-0.23385038284898851,0.4401680683582027,0.1997018192874699,0.20560078035709667,0.7484409535071956,0.5091645720365003,-0.43212703485366255,-0.4397810357624529,0.17951688929310153,0.589610268668998,0.6221981413362468
OFCmed_R,0.1665051853521347,0.16707257182095214,-0.08240958425558466,-0.04956176404664761,-0.12743770549925237,1.0,0.22769380190188018,0.02952354193651177,-0.04392905319317852,-0.08023657807888925,-0.09324174224668459,0.02920097423093827,-0.07662449081035391,0.1766758960140678,0.1141406197742114,0.19039337507594215,-0.07174291278204302,0.12819035539195778,-0.017583073765493396,0.1510208222637549,-0.032135225533353316,-0.02754739377578309,0.14347217342829163,0.00320264386302503,-0.15783590490447516,0.11271026904689233,-0.047837518828746484,0.07660670757230593,0.08789315518823941,0.07242717585670219,0.12174214160814543,0.04325973323108944,0.058634934193686865,-0.0585897552927889,-0.08269395952473611,-0.18654403149449994,-0.1234591721455163,0.27222365520898384,0.15189324029669143,0.16751113766216805,-0.06186976201043325,0.10078571335177801,0.1126658805531802,0.0022143635351922195,-0.10536478551025158,-0.11718033358301552,0.023951709156645698,0.15429826774819697,0.12584836838317318,0.14398586246627101,-0.1722830602749274,0.020866171303108492,0.2164885643310197,-0.0506833218824481,0.14399952817467576,0.15043518972466996,-0.030579574859097423,0.113674781450211,0.05474178606340523,0.2695204383406196,0.13050939667760245,-0.014776633871258474,-0.0736619917536544,0.09210977301827525,0.0865311917112557,0.03702974390827254,-0.028061598496910634,-0.02563155056697737,0.11771254986554906,-0.036426327244708775,-0.074502315939162,-0.03141464169936217,-0.01627894406308807,0.09817104392148229,0.11058982998745827,-0.1034610475311241,0.13743854363689023,-0.09165385158614092,0.08156778072969362,-0.016661653527647896,0.21333937550665913,0.11343231454044304,0.030039597808559148,-0.004857665576344557,0.0026628801760426764,-0.00662429684406801,-0.07799778509152928,0.05305780086277407,0.15572419931872714,0.07334819209773527,0.05759426074189799,0.02712819345864876,-0.08976666793687345,0.22060535078116233,0.19538334375087293,0.0192873931162043,-0.007159101160239586,0.08885470888193849,-0.20122113144174877,-0.05192108463700936,-0.04932098124323342,0.049910965887848074,-0.041020572036066565,0.0430623991593745,-0.17421491822076765,0.0854000492320568,-0.06157363343153644,-0.045558546818171106,0.13468228520572378,-0.1081478423120417
Frontal_Sup_Medial_L,0.2524247787589527,0.5640514688180185,-0.06626979277900073,-0.02879667351840107,0.07390553656650688,0.22769380190188018,1.0,0.5072638221864274,0.22499717586780119,0.1568495120448008,0.08215263827098396,-0.04058278419068759,0.5413703411590417,0.4965319538719835,-0.0007621935512215005,0.2754536196929893,0.27739636307402926,0.3276027562691513,0.28176036859502007,-0.020048640157075182,0.07272393355011798,0.11447101390045215,0.16117579806963633,0.08626692619858815,0.2106532138376533,0.4777901780631877,0.13206229556843113,0.4171885114937345,0.2525149870082026,0.4039930334323439,0.343341853076378,-0.01748121088805511,0.2536434303051959,0.08973962974218501,0.016143492232081405,0.04574952426259998,0.4254145293714318,0.19558057652673563,0.45468104448092617,-0.04664499165390725,0.44128804404868316,0.2976974959109664,0.3217179950794446,0.09497444535465352,0.3279455402017238,0.13485133091967008,0.49431633650948126,0.8322730520553216,0.47319612832042585,0.30063558527994466,0.176708560178932,0.6443578567531046,0.44191907067674574,0.317792896619446,0.09174832465738132,0.14851114946817737,0.054967905343810936,0.4364652748334478,0.34640420698720664,0.5311770585445555,0.3826921319247604,0.12332933944137248,0.44417358075590113,0.39483685107894617,0.2810329916591025,0.31978347643431704,0.47238358690129834,0.6115295280109195,0.5685126473812332,0.45942298023676714,0.18316196138576196,0.346527574473541,0.4011786259632705,0.0149486339720116,0.31407049137107285,-0.10373925691228221,0.22706525196381755,0.1359735592753926,0.35251441036419645,0.20956348907956585,0.6244985503506628,0.2386500403383792,0.4573603897400752,0.20046152450603882,0.19869558886818764,0.4061399121682678,0.17070406692253587,0.4240164336983488,0.4887128424068637,0.528953820841915,0.20307069001206157,0.3177749425327046,0.24590078925012554,0.40686167097884857,0.4205172564325943,0.2551180584799072,0.04040635157380882,0.20026308787946973,0.0672136940753135,-0.034896607966789076,0.5375332305708513,0.25204410706702157,0.24100957538772433,0.24759798124544696,0.21224313599833608,0.4728073911140724,0.1516182871322134,0.38673228941647997,0.24593999216714185,0.015003409877384343
Cingulate_Post_L,0.2640225557665554,0.18584300972303444,0.0991734577810712,-0.04315624661651577,0.23856593331430573,0.02952354193651177,0.5072638221864274,1.0,0.3675112987893015,0.57736752397228,0.4618269657192337,0.053860159129394326,0.6132856294096174,0.16651157943074163,0.21085661199193537,0.4341602844000478,0.3740346088271989,0.11667043129637769,0.065418253557919,0.16172640542174976,-0.016007838723712146,0.0023044022968212855,0.17546155813944656,0.4798723943597818,0.4464819111616337,0.5073757368553904,0.2481728620492602,0.4824561523064368,0.6008813716282464,0.3120062890180781,0.555469909255421,0.03500789025276573,0.5014410757253283,0.4568117648100966,0.06357108957604483,0.11205016394499512,0.525823037776572,0.20068243964568885,0.31134070689856913,-0.01368624974714318,0.4117801503376517,0.5572535745800713,0.39109252278457607,0.2526307113761374,0.37434938392693784,0.45844987345129207,0.5835749376634006,0.4100609904489058,0.5642201473194478,0.33597647395174857,0.1270567715473455,0.6309165227479031,0.47017553537651213,0.37740502566035855,0.2477672845674249,0.39968791329193915,0.47601188823088164,0.6204498250793269,0.5228978710476689,0.31024589606761915,0.571284236693209,0.18063148817777702,0.688666387092412,-0.02052190748473481,0.07032929223426375,0.4892086643186103,0.5433726255504345,0.49646141944155225,0.5166790383354795,0.3039918398390701,-0.09834453538295615,0.40693499680461176,0.1480022120295094,-0.17401415203799062,0.4632986053285116,-0.18958664400212935,0.2552706136110408,0.02233006340470733,0.04736858846077449,0.2192059177085022,0.46885343252390305,0.2588317111634144,0.6128822254282061,0.549829804613155,0.00905742765150574,0.49801602971448306,0.3355241619943188,0.376686658914798,0.36679488866647747,0.3991630960463819,0.32262271213875393,0.6631386928479359,0.1567781208064411,0.1955862400099268,0.15563584760579954,0.4541119898456145,-0.17635358800317127,0.44529730295160863,0.19176692234564288,-0.10964776368535549,0.5492748110604887,0.5355225272579665,0.33049354036478223,0.4555753548469556,0.4714775485278593,0.249537747973632,-0.05258265956315921,0.35623116662285687,0.5085558926377107,0.3315632174977568
Cerebellum_8_R,0.2135766073198436,0.009734996657695987,0.24856816399994536,-0.007342779402448905,0.2128261776456433,-0.04392905319317852,0.22499717586780119,0.3675112987893015,1.0,0.42545081297744075,0.3605773510755088,0.20836227011879446,0.33199215063541476,0.04771625620361507,0.1929102820149386,0.2721364196518406,0.05482750320377179,0.07031564980136239,0.037154656333723335,0.1467928317354697,0.08177821235834602,0.08135882298826515,0.1844414485883255,0.3457975806867693,0.3479743809529828,0.31986211875780746,0.12234811775257141,0.3609005918038824,0.3680537672709741,0.15424637418263795,0.32090893368133144,-0.08368981736414638,0.33808067281562865,0.38903243493945805,0.06443831959169301,0.27180567128970656,0.3820576182121148,-0.09924092938436505,0.19233273084012,0.02489163531443776,0.36084968316214044,0.39195303461897973,0.10425927021163318,0.22133071256303644,0.32838154733031794,0.40683651549472055,0.2431502603648681,0.29502040168777127,0.26139056083626455,0.021952677821528398,0.2943486754291216,0.4351034687967466,0.15132789453972312,0.29403160159687564,0.29613443873479733,0.2583534366318606,0.33112266631546095,0.4770117120085203,0.3727504017939026,0.07998400993474836,0.21126391966147368,-0.08041531589742616,0.43187910633788573,-0.07234826952993359,0.12256591611215459,0.24817978133494775,0.4354587245388612,0.3342047549508551,0.21725127384739223,0.2752151014619865,0.20892155793014155,0.34304470396968745,0.13890721687351174,0.05064310021331205,0.2838373240727927,0.10408794590626261,0.14190533311002493,0.1729965924070053,-0.0191915173703276,0.07764015964602017,0.11529970814397444,-0.11279674496522113,0.3411507859230583,0.30790202076326084,0.09083389451918787,0.14998137580922138,-0.02072973742163921,0.2406410376487439,0.16698284301857702,0.25902273662561,0.7108304396302237,0.3585317361402832,0.12437193993744412,-0.12605822331605399,0.04525402153549229,0.25299033945974886,-0.03819834713830701,0.4570236375829066,0.3404922709706651,-0.00017194987423146377,0.38632459397301744,0.2915797805423624,-0.05346665361631228,0.2711822191138336,0.3484762945082931,0.08120700192624851,-0.0528212344962663,0.10426968567157947,0.36231438040234754,0.06570863572394305
Cuneus_R,0.2908432561843525,-0.2560185227007633,0.28739647074126806,0.14217205678410838,0.6935054765232351,-0.08023657807888925,0.1568495120448008,0.57736752397228,0.42545081297744075,1.0,0.8451345474297953,0.1981002889416298,0.578311227204043,-0.020385072112176737,0.4317822983391784,0.5987124732804118,0.4349137579324444,-0.0916090991347256,-0.12779597416104369,0.5503209288719717,-0.20157914407772315,-0.17754873245159866,0.11273311919258537,0.917146666160893,0.5854120955736654,0.5586091434799949,0.2526639960134711,0.3114767861422607,0.7308969859098252,0.5130769193477125,0.7043804101864449,-0.1803556047730526,0.7238806584072187,0.909156582500183,-0.06069480492979332,0.41070363255246833,0.5547177834541641,-0.07570564415335904,0.03646035580278402,0.033148143106354194,0.5374471181486048,0.7971257615625708,0.5241437818406648,0.44535418005559213,0.6023232164301889,0.7764584726680601,0.518300360366683,0.26385183095781745,0.588800297757297,0.33322045884587287,-0.03896568136306293,0.5939915661539585,0.577369178606352,0.21912315617091693,0.48209759250061707,0.6442420750333695,0.8588018529688225,0.5932061871371214,0.4980238125713432,0.21730183492975352,0.5068612598709434,0.37372120154522775,0.7702898371670283,-0.22021093766666974,-0.04611671521581559,0.7341076535942994,0.6956818790316827,0.5521862240774595,0.5233288362736447,0.19672755488605687,-0.08508143639299821,0.6726513718148082,-0.047760953180894794,-0.45482417780206513,0.559855290549275,-0.31848046061049634,0.3408135988790055,-0.2617036050001458,-0.3300356436296797,0.07553473489588497,0.3382966307225617,0.17074671549182324,0.3917704692781173,0.8150069963751108,-0.41692838223539225,0.6281009242154851,0.06103426803305593,0.506817589811451,0.5708120553712211,0.25895337818817404,0.41959183583021903,0.8856344772807903,0.0792367573173116,-0.1800914400966566,-0.01989270695594316,0.5202456085405465,-0.40544975929733884,0.7161348861435072,0.5761478738653546,-0.2808854929660221,0.6716288449262734,0.5142041129622879,0.2573121322160247,0.7545814878575985,0.6842580032318121,-0.22110960810727176,-0.32337593843540346,0.16583206617765356,0.7181590308873462,0.5297959836432362
