,OFClat_R,Temporal_Inf_L,Thal_PuI_L,Thal_MDm_L,Thal_VPL_L,Cerebellum_8_R,Parietal_Inf_R,Thal_VA_L,Thal_PuI_R,Vermis_6,Temporal_Sup_R,Rolandic_Oper_R,Hippocampus_R,Thal_MGN_R,Thal_LP_R,Precentral_R,Putamen_R,Cerebellum_10_L,Frontal_Inf_Tri_L,Parietal_Sup_L,Cerebellum_3_L,Temporal_Sup_L,Pallidum_R,Rolandic_Oper_L,OFCpost_R,Heschl_L,Rectus_L,Raphe_D,Insula_L,Red_N_R,Thal_MDl_R,Thal_PuA_R,Frontal_Mid_2_R,Thal_IL_R,Occipital_Sup_L,Thal_AV_L,Amygdala_R,Cingulate_Post_L,ParaHippocampal_L,Parietal_Inf_L,Vermis_7,SN_pr_L,Cerebellum_Crus2_L,LC_R,Cerebellum_9_L,ACC_sup_L,OFCmed_L,Cerebellum_6_R,Calcarine_L,Occipital_Mid_L,Occipital_Sup_R,Frontal_Sup_2_L,Vermis_3,SN_pc_R,ParaHippocampal_R,Lingual_L,Parietal_Sup_R,Lingual_R,Angular_R,SupraMarginal_L,Thal_VL_L,Occipital_Inf_R,Caudate_L,Thal_LP_L,Frontal_Inf_Oper_R,Pallidum_L,Temporal_Mid_R,SN_pc_L,LC_L,Red_N_L,Vermis_4_5,Cerebellum_8_L,Vermis_10,Insula_R,ACC_sub_L,VTA_L,N_Acc_R,Postcentral_L,ACC_pre_R,Frontal_Inf_Orb_2_L,OFClat_L,VTA_R,Thal_MDm_R,Cerebellum_10_R,Precentral_L
OFClat_R,1.0,0.11127233864674409,0.1810772977398752,0.1320729819124098,-0.008181454490859644,-0.017071369193516414,0.1672023753352944,0.0122834340454208,0.1399878563835858,0.11518619845221445,0.12063748351106064,0.19652144816454217,0.12901574298959428,0.1476190278423179,0.01223654145251448,0.15302083910776526,-0.1372415379056638,0.035010057039019216,0.04076522452440402,0.05583320988553616,0.08918450238457039,0.1581136225387,-0.13541830047974734,0.030440860593687828,0.0669158870063709,0.23103721871563673,-0.048135557721962895,0.12260003312006555,-0.06891491463447234,0.21346411533855278,0.18229425040986894,0.1220680481500871,0.0795627005427891,0.12817113754856296,0.17347513867010975,-0.15319533183926576,0.106914500530624,0.09780330082608393,0.1075499232892132,0.13357821197372804,0.04429609608734991,0.039977383289229416,0.11994666812959423,0.06671881391405182,0.10590177921212285,0.0941704442106161,0.06899067546143886,0.06426405122992661,0.13188612698218993,0.11553271348786315,0.17629931850367106,0.18788277401186781,-0.01811920314050196,-0.1498051499823285,0.1662561052110315,0.11718207497790242,0.09034736256141125,0.1678432123227105,0.11175388179144485,0.19577636531847611,0.18650378645186907,0.08317833861994117,0.018941535270629008,0.09435113896671915,0.29417294192657106,-0.09682185951166883,0.11080711913572162,0.17175902862362738,0.027752584546747887,0.11832508363779144,0.08724954668034818,-0.023213773943100296,-0.05064324870090925,-0.030032922636157026,-0.07857999494217707,0.043792377991988124,-0.2200752688693873,0.07725585120061615,0.21804205922643383,-0.0831562738942062,-0.054625945824327574,-0.25895838274959315,0.24681837134691115,0.21526691733292547,0.1167531323783249
Temporal_Inf_L,0.11127233864674409,1.0,0.4563533282778608,0.514375068229531,0.19580936052446513,0.3727504017939026,0.4761123764811878,0.17259036045285472,0.007052044574736187,0.5151523978929171,0.2870755130660823,0.4242079495938767,0.6114842174382806,0.4629799613484447,0.11850603810025398,0.49781241790219694,0.15383360333076165,0.6424754237209885,0.5530371999999572,-0.22953833500123005,0.6100959729593558,0.7886257546832559,0.23230195135369627,0.7225523058777982,-0.24847774929759134,0.6350224297447277,-0.07732470533747679,0.1638801215669488,0.36439580073181504,0.43551089553828304,0.19981030610042652,0.2362911230067753,0.5533364170538143,0.11178978568290585,0.24269952771282352,0.22342473451378156,-0.15223165434966027,0.5228978710476689,0.4812544488645866,0.1259146162382349,0.6450507646548788,0.49146467856401505,0.40896497994557496,0.38703922663984336,0.7482197511807773,0.17358292200143643,-0.06585342287510165,0.6889464776958224,0.572631100003663,0.4710457079388549,0.44353578108028147,0.64302615249397,0.2665462368355556,0.3733605787477658,0.1965430034619438,0.6958630035272668,0.020369019232193673,0.6062324823126769,0.22799462960258893,0.5723889848613841,0.34848711087049355,0.2721098385278298,0.23988357473923963,0.18487512896973507,0.23164328695104888,0.18195617742563058,0.34777646949598334,0.4576979399510748,0.0007752692538350152,0.5127448404470882,0.5879045487477198,0.5521176793796049,0.34527353623459156,0.06991398010697054,-0.023268345161758193,0.45438221973668474,0.0245990947722492,0.2665896562536757,-0.11263452174850883,0.16396882753580871,0.3047059201593956,0.2564989204345561,0.471952181073048,0.6798633613155582,0.5331359849142718
Thal_PuI_L,0.1810772977398752,0.4563533282778608,1.0,0.4971917578440456,-0.04218082549105508,0.10425927021163318,0.3983013740869555,-0.11887548045131666,-0.0531140719389859,0.6250775071755376,0.4593818399870609,0.4614095531519925,0.5968299911142897,0.2786279493653888,0.07271507215167095,0.6628577656662554,-0.009825815540300672,0.5461183181962281,0.29507917906700454,-0.03886017366625405,0.6831985622354183,0.5992584113513617,0.22012253415340868,0.4553518501165606,-0.26059603334157294,0.5753573002604703,-0.23547846300748906,0.4170393319527106,0.28299320016176677,0.6655860800503565,0.03985272486788632,0.6114861727475842,0.35788893165834285,0.09768749697954031,0.4571278145211603,0.25886126671024273,-0.14552517057419942,0.39109252278457607,0.645365734327411,0.2774021682723278,0.6321415137907417,0.5739605009048605,0.6211715684950804,0.14704905545773517,0.5126436402893904,0.16171650066822923,-0.17647640963983255,0.7066507319110478,0.6254201636522579,0.6205748127868356,0.5857259642763832,0.6453878261450126,0.41815074387944806,0.26480489340564917,0.2903438239193978,0.701144993842368,0.044854656737825634,0.6154800239522509,0.31439174682154464,0.6011029522384401,0.2840138017206545,0.5992941533272773,0.08640702236825115,0.08631100229755648,0.5573895752601781,0.27160755986875196,0.6966325491349159,0.495452557973693,0.06883848537596575,0.5342290089454893,0.5160517837203354,0.5920946392418406,0.4626474818160984,0.21399981798871237,-0.20185189111146729,0.3207305705903985,-0.13062186185723498,0.26130746818570944,-0.11319737634286088,0.2705323201491729,-0.11357922973042578,0.20775977812942414,0.4822380668806778,0.6454810425750193,0.522695599793511
Thal_MDm_L,0.1320729819124098,0.514375068229531,0.4971917578440456,1.0,0.4480681787451829,0.21126391966147368,0.5403348302994815,0.246232905065345,0.041916021443604824,0.3755628747114786,0.5077616094542855,0.6088681951000808,0.6287823528464395,0.3935002131503271,0.17510315228024345,0.5913907727335742,0.22728399528250479,0.49985141538331157,0.6038285121133113,0.15801332070252025,0.4799785551068381,0.6145129654002112,0.14962389459460843,0.7170431103738352,0.08556651051314892,0.4238278725132365,-0.1122928688455496,0.3911194630533288,0.377007432894141,0.43956728562660463,0.4437695179045951,0.39567456618422575,0.68833750957813,0.40135812070967364,0.3575215042375888,0.32851398804975623,-0.042207600318778536,0.571284236693209,0.517680939548158,0.4271889861630918,0.3563939252519802,0.5139822531345303,0.18688420423127203,0.3641861293148145,0.4570852079547041,0.40352401546298927,-0.0942542654643457,0.4813635613011544,0.5694212750603775,0.3502292315189696,0.4740652802051854,0.581326621556053,0.4287081999717752,0.39443097988641124,0.4110901251531995,0.4157722198374923,0.2826632533191384,0.5343529655464248,0.43514820936947324,0.6056645050863688,0.5208566800440306,0.19903190604019155,0.36011078685389186,0.10710296367757355,0.5450366987456575,0.2650353857817396,0.451417566286878,0.42039196395901995,0.2700739167637583,0.27149562214405926,0.5924283009180327,0.21418532697887757,0.4819068787759773,0.33551009050948827,-0.07552012601079834,0.23177099378222193,-0.02829321633094657,0.6145025536819538,0.062190291262321284,0.16105761113288428,0.19469812089801122,0.178860431207574,0.4669026386441994,0.5127246661496454,0.6578829375827671
Thal_VPL_L,-0.008181454490859644,0.19580936052446513,-0.04218082549105508,0.4480681787451829,1.0,0.08120700192624851,0.05724395684171042,0.7917460138191983,0.24772938560211508,-0.2562954215212734,0.47126241527322066,0.31738198372462106,0.29217521581604017,0.09069241757567989,0.5860700065309643,0.13334140876800768,0.667308517396018,0.11696924071525994,0.5913202389977467,-0.05740809326181602,-0.2846924008096915,0.2763514191049946,0.3152264049786446,0.3431139049115708,0.5459558795881346,-0.0031048618630493113,0.3854856134238395,-0.16692457166129046,0.5302818053738522,-0.0521085980341061,0.5616053283204185,-0.3828806676190206,0.653707047195205,0.46149985858787984,-0.41635507007275985,-0.05562575775730204,0.5238270839108462,0.249537747973632,-0.110212197483216,0.06339479352966872,-0.32615142266517116,0.1886524138945942,-0.3040578487016286,0.49939209027309744,-0.05060132893643259,0.6712996846270212,0.39290269464568456,-0.1653471244763248,-0.15404737447813324,-0.4732602857770364,-0.3097033504747395,0.3397397720738766,0.1618340892645631,0.28809097502963077,0.281523546030881,-0.16658071199781985,-0.10929945259342674,-0.1029430375445133,-0.16001620825401336,-0.07629273031148025,0.4549175119401835,-0.44201776040345114,0.6025700129210261,0.42321170094965865,0.20546981297453368,0.29133398272237426,-0.1543896604387996,-0.021283627152157383,0.44071724918650285,-0.010013768708908473,0.17734388962793676,-0.2975007705994422,0.225610735667999,0.5784259813837611,0.17060150664378243,-0.256699823140505,0.4068398330826691,0.4506376055954888,0.29116258494990876,0.133281235578542,0.4729699339865111,0.1289346253629729,-0.13403377401917677,0.007471233494199075,0.19686044401921457
Cerebellum_8_R,-0.017071369193516414,0.3727504017939026,0.10425927021163318,0.21126391966147368,0.08120700192624851,1.0,0.34304470396968745,-0.07083298006679013,-0.02072973742163921,0.2711822191138336,0.18257048260281014,0.3820576182121148,0.3407368096389715,0.25299033945974886,-0.10551426844754978,0.16698284301857702,0.11442029969661187,0.4770117120085203,0.29403160159687564,0.27180567128970656,0.3225895517492178,0.2431502603648681,0.23455414345687006,0.41575704252471724,-0.0191915173703276,0.2838373240727927,0.059351577495025086,0.06570863572394305,0.12437193993744412,0.14998137580922138,0.25902273662561,0.05814787270375529,0.20575870177854272,0.09019297054460057,0.33112266631546095,0.20836227011879446,-0.07234826952993359,0.3675112987893015,0.2721364196518406,0.32838154733031794,0.2583534366318606,0.27210242048382827,0.1929102820149386,0.19233273084012,0.4803925856549915,-0.0210339133975233,-0.10319147101248997,0.36231438040234754,0.3585317361402832,0.3082211175078473,0.3457975806867693,0.11529970814397444,0.05482750320377179,0.2752151014619865,0.07998400993474836,0.33808067281562865,0.3404922709706651,0.39195303461897973,0.40683651549472055,0.24817978133494775,-0.05346665361631228,0.1467928317354697,0.06443831959169301,-0.12605822331605399,0.15424637418263795,0.04525402153549229,0.2840147468254254,0.24111633366743826,0.12256591611215459,0.2406410376487439,0.3880569275690871,0.2684680838304783,0.2135766073198436,0.13890721687351174,0.15177920645121648,0.22133071256303644,-0.03819834713830701,0.3874222890925471,0.04771625620361507,0.08065510233102587,0.2943486754291216,0.2917249266495432,0.4570236375829066,0.3616125567771615,0.4354587245388612
Parietal_Inf_R,0.1672023753352944,0.4761123764811878,0.3983013740869555,0.5403348302994815,0.05724395684171042,0.34304470396968745,1.0,-0.0603415387220036,0.0027394683163574087,0.48809828464538935,0.48899438839194515,0.5505844589948585,0.6891223401357782,0.32943493834320214,-0.014482800618148833,0.6269082471464925,0.052796575922007094,0.5626287235383753,0.36118662197447604,0.5711272459608048,0.5621300468119305,0.5590047911539768,0.13939451034102632,0.6536765806421597,-0.016090601990227275,0.4539579803494622,-0.1585403476931215,0.4233133012319873,0.2475275325513333,0.5858838036933811,0.3105161814002746,0.3268743395693861,0.4953750213219518,0.18623471765394276,0.5933334079889544,0.24398026452962607,0.056590780078552436,0.40693499680461176,0.5763189989859901,0.8137641684504309,0.3955349102132956,0.438132520583419,0.15884438648902205,0.1804086230532164,0.4603697341702083,0.09077517714568588,-0.22450878714431005,0.44067713952707666,0.5827570857260529,0.4642539099478059,0.7001198618279827,0.43037413749371684,0.3697681409435209,0.35068382065197545,0.4559107652719313,0.5060648813562623,0.7749954047663621,0.5884512024529212,0.80082611277385,0.7553966981692058,0.3832738330733665,0.29497708825139674,0.056682623036054265,-0.05492005002875268,0.5587472519720941,0.11748902477280783,0.5302881288421863,0.4867168470507715,0.10994358362521443,0.47564275659398275,0.5474183277142777,0.2569464692308909,0.21018819288711085,0.1571771686556912,-0.024131290992157165,0.3930164235923999,-0.22020260817153559,0.6958252674541816,0.09159515019739355,0.18009556442563066,0.21590101457478753,0.16298498781498685,0.5458409834899226,0.5379560231751603,0.7973888104066676
Thal_VA_L,0.0122834340454208,0.17259036045285472,-0.11887548045131666,0.246232905065345,0.7917460138191983,-0.07083298006679013,-0.0603415387220036,1.0,0.20872601928892523,-0.280892628834992,0.3806105851250356,0.16505248362282934,0.16662475438032032,-0.0182832752564621,0.674281520858626,0.12667489580283817,0.7462493220631494,0.06421757020775722,0.498319770854255,-0.23341018716259765,-0.3283939404795589,0.2591680252192833,0.3503669351424655,0.229541944148801,0.5378549589903198,-0.009769851530203683,0.46330777456993394,-0.2751221493059913,0.5939101656855229,-0.08324589675936057,0.3724034696361416,-0.3954697887051117,0.6046562699661929,0.3673640695987588,-0.5026200212838164,-0.07593189981593737,0.504179229891878,0.10189427265985802,-0.10247830194274221,-0.11802313609739092,-0.30195356939174134,0.032429676748035687,-0.2740489580063566,0.46346114545625117,0.011381330316194326,0.6383404144512467,0.5765316746510963,-0.16606389899400575,-0.21233621231962707,-0.48790409345694985,-0.372527789700405,0.30142193360695296,0.10649148985271782,0.1335668285394161,0.2953783217824423,-0.17729946667204877,-0.26333633484221425,-0.15107820432538013,-0.28876392654384103,-0.16924247549531055,0.4747716424170886,-0.38187587117462335,0.5382861973603533,0.5162471586238154,0.14705385990234202,0.3915566435298876,-0.1921396336168556,-0.16029414461623034,0.33132466330028615,-0.05424540156025394,0.07543647504490275,-0.29196999509600263,0.20543490319200472,0.49487963608175056,0.23486980797913545,-0.23527003678829095,0.5202143035243648,0.25009936752165873,0.20911223477988017,0.22004920060990846,0.35973991860408516,-0.00693090340312983,-0.35686138469790596,-0.03883509435515862,0.020305384310553776
Thal_PuI_R,0.1399878563835858,0.007052044574736187,-0.0531140719389859,0.041916021443604824,0.24772938560211508,-0.02072973742163921,0.0027394683163574087,0.20872601928892523,1.0,0.002218144765781116,0.05777495523227074,0.12995014923740952,-0.0912857036993019,0.15881069129157527,0.35443802088420134,-0.11537556165406986,0.09724914326406049,0.060462075156980155,-0.051652667650424054,0.1276198543440831,-0.1430621171893202,-0.011197714735689908,0.02410655066797403,0.028670633696658225,0.16819734730432812,-0.11816374616893031,0.08985255245810249,0.20163314367017157,-0.001912149933833902,0.13088804190276138,0.13818106318309037,-0.03765754291673864,0.0766087975446172,0.401474959179246,0.09250523794467119,-0.44206711039271873,0.1779038366247439,0.3355241619943188,-0.13624712758813012,0.13889969346783815,-0.10635428597956204,-0.09184414753709352,-0.052838869023018244,-0.02979367554873531,-0.17797154620927574,0.18185226125949597,0.19785693997937737,-0.09517693058358774,0.12413286679661252,0.04540548457180685,-0.07865470038136034,-0.05521195714318164,0.1393986826375574,-0.21085359243211915,-0.049551675162356666,-0.07005247125892386,0.06204404613268974,-0.07211344505826385,0.09888959746775541,-0.07656585304545992,0.4618674364675296,-0.21071530717750794,0.1580025820145147,0.10625789732948293,-0.026713091226019777,0.05478170111111436,0.09983751036688875,0.14869451667899056,0.16581391362386744,-0.08774263269399765,0.05531061390395057,-0.2420103361408936,-0.07077011407277077,-0.10217619259150941,-0.044380933171471335,-0.28495219191818966,-0.07589892798250246,0.15555349400241,0.20489694260636435,-0.12880779912050458,-0.07046389817944423,-0.09323721133376522,-0.0473351526549553,0.03157892512192743,0.07334268395066464
Vermis_6,0.11518619845221445,0.5151523978929171,0.6250775071755376,0.3755628747114786,-0.2562954215212734,0.2711822191138336,0.48809828464538935,-0.280892628834992,0.002218144765781116,1.0,0.38547138644558415,0.5293957191351457,0.6141351193396013,0.5003853894497228,-0.0319600195862806,0.5974621590914261,-0.20128532842031452,0.6183475907538787,0.23485067182461897,0.04081631954645821,0.8603234624070758,0.5874373540909753,0.12424465636362036,0.5532490972000766,-0.38480959684976873,0.652649950444501,-0.3926512480056108,0.4332777264547594,0.15025977067751725,0.642953373520736,0.14869233774888965,0.5651113972363735,0.23351970574374298,0.06623932131351873,0.6364392116614228,0.03856520796607762,-0.14918320215708916,0.4555753548469556,0.6467619105806185,0.3401996514711929,0.8490189413497299,0.5612675441247421,0.6351269045348513,0.12935345492760092,0.6553155370154574,-0.09166656354298586,-0.38475066635211963,0.9008355267988613,0.8631846440511904,0.7759261202211588,0.7755320335463385,0.4819015616895899,0.5708165536459766,0.1585215633003269,0.20795199518534066,0.8813512417820923,0.22294281466203708,0.871228793458131,0.4410899703197021,0.6306726140815626,0.24178149544685873,0.7441634762913845,-0.06546274450542226,0.0031195999439930155,0.5142414863297041,0.14018890627687436,0.71833670846537,0.7164338811268284,-0.13059785162967336,0.6063884767813338,0.7137671985727144,0.6318005354696803,0.4167764254093763,-0.015029793927009002,-0.26778412988790135,0.5297691607416382,-0.34946803333300835,0.21481114025886755,0.018616666320697167,0.21758653852755677,-0.16721311535933528,0.2582276203620794,0.5936110690490941,0.7014234217312696,0.5111788667745846
