,Caudate_L,Cerebellum_3_R,Fusiform_R,Cerebellum_4_5_R,ACC_pre_L,Postcentral_R,Frontal_Mid_2_R,Thal_MGN_R,Cerebellum_Crus1_R,Lingual_L,VTA_L,Vermis_10,Olfactory_R,Heschl_R,Rolandic_Oper_R,Thal_PuI_L,OFClat_L,Precentral_L,Thal_AV_R,Parietal_Inf_L,Vermis_1_2,Paracentral_Lobule_L,Cuneus_R,Parietal_Sup_R,Paracentral_Lobule_R,Parietal_Inf_R,Cingulate_Post_R,ACC_sup_R,Temporal_Pole_Sup_L,Thal_MDl_L,LC_L,Putamen_L,Cerebellum_6_R,Thal_LP_L,Vermis_3,Cerebellum_Crus2_R,Frontal_Mid_2_L,ACC_sub_R,OFCant_L,Temporal_Mid_L,Vermis_8,Cuneus_L,ACC_sup_L,Cingulate_Mid_R,LC_R
Thal_MDl_L,0.5496487751501602,0.17818894012487135,0.33463473170834473,0.34565534844316526,0.024159771220998594,0.2885198126376588,0.603884011476294,-0.004512550308805874,-0.1540003714096408,-0.1415242128999833,-0.18614279044644122,0.2816522831706958,0.5161021128029823,0.417057996080956,0.27089202126582024,-0.16034899520037482,0.5665011843013917,0.19420832244786493,0.08608938830648424,0.0009757400749499036,-0.40042291006947783,0.3521035366144175,-0.18435421850691816,-0.11183487692457168,0.20502203674435657,0.056065666190039,0.13146561290377892,0.628509250762662,0.6582349461181453,1.0,0.31409229767519087,0.5526406820422238,-0.12870067118571105,0.3201706792127401,0.1819770328446874,-0.07037305984054101,0.5105214871426829,-0.1733219777772889,-0.0189419647391444,-0.13477845633943242,-0.10319961066744157,-0.30264528971377425,0.5281653877091292,0.1812369051526289,0.38732692801391944
LC_L,0.20377891158664202,0.09837178110734815,0.12187171011280239,0.24140881750768825,0.04744679690040202,0.3038860608810249,0.28124805005914183,0.17605941702724104,-0.1882250418644838,-0.11948526859000906,-0.2748764545821771,0.07419949175100403,0.16186454758890031,0.07176306492468185,0.1326585073668525,0.06883848537596575,0.10102883726092081,0.20497469598621523,0.2974822632758552,0.24975409198051843,-0.07608019700183839,0.28250856161595794,-0.04611671521581559,0.11132993830859045,0.20077287482066572,0.10994358362521443,-0.04932949714749288,0.34960713217098793,0.3517244385316517,0.31409229767519087,1.0,0.22100371904000798,-0.11291078585219003,0.009435405786306906,0.04820317793114774,0.04666115551212633,0.03828602192382933,0.06044379829102613,-0.1409858778532459,-0.18933885318485016,-0.27929084888967054,-0.09859487429793809,0.35306140251143325,0.18739224492716477,0.34429795687148584
Putamen_L,0.6775840264714736,0.2277815119205515,0.22943541912295676,0.14369640004653772,-0.20790947835661247,0.172275105119544,0.5060837201313283,-0.24799056970657748,0.1848616917103487,0.0424535501007967,-0.055095879825390104,0.35775055501726855,0.8146455423486076,0.225843338843986,0.1524441191946194,0.06943366058021105,0.4972627070376918,0.10938111024853732,-0.0028486619438920532,-0.08059333767740257,-0.24066208280626075,0.18011454372863356,-0.17754873245159866,-0.14420150664241102,0.01133783991064735,0.05497546375871436,0.026184597688826996,0.4884623321532689,0.3728484361806359,0.5526406820422238,0.22100371904000798,1.0,0.020691223360534923,0.20545313852495353,0.1097940161226425,0.14716726409759215,0.3330965202946883,-0.15821785271056468,0.3877374876535246,-0.10788639445877932,0.08443579011591684,-0.22717699259148919,0.31852506471413916,0.1646765892909276,0.27495867539685565
Cerebellum_6_R,0.042690213649239826,0.6114854516499023,0.5994564346012586,0.6312360062103147,-0.15284903203334224,0.285256676144043,0.3344597651908401,0.44011328374629066,0.8504342855004468,0.9281496280460619,0.557148022665078,0.5575054118012097,-0.17522760366614473,0.48335203584355446,0.502492992387965,0.7066507319110478,-0.043678406240607225,0.5160130722809813,-0.09354603872282637,0.20100750589611152,0.589610268668998,0.41720018543038717,0.7181590308873462,0.06639437147579928,0.2010575581389544,0.44067713952707666,0.5537878510942036,-0.09369937168607397,-0.46526624971771285,-0.12870067118571105,-0.11291078585219003,0.020691223360534923,1.0,0.04558847855204262,0.45762592403698354,0.3939470037696428,0.3861651472653231,0.03288749408653534,0.35208523279661347,0.8679714236438432,0.828641054965094,0.6535697455708095,-0.032681108192226034,0.5205107642369753,0.20444956098870418
Thal_LP_L,0.1031750847175221,0.10322079283461393,0.27074850431253655,0.10084745630509652,-0.0770091149804756,-0.005944806163924626,0.35535095026586927,0.039481732136824356,0.06783980214350277,0.004786378538248446,-0.11123471100710047,0.14684521217001706,-0.02342761520050532,0.19276646844488948,0.12894665648935902,0.08631100229755648,-0.029329392096355728,-0.03114384521567721,0.3269316514387277,-0.1001453710653187,-0.24366032455963169,0.13018430880894177,-0.1800914400966566,-0.3284655851239118,-0.19190302011242724,-0.05492005002875268,0.11169412594801377,0.5292688015610842,0.16630584057004533,0.3201706792127401,0.009435405786306906,0.20545313852495353,0.04558847855204262,1.0,0.17154972843246782,-0.08033397951888195,0.33677484949896735,-0.178783337932933,0.1864098231112639,0.020420751260279615,0.06882017766574533,-0.3180374679320793,0.542688683079271,0.10613777949993103,0.4479130242526934
Vermis_3,0.1772394846907928,0.5214009518551754,0.565759744445823,0.5452169633943459,-0.028884439607934104,0.3793458031098785,0.4550493862171504,0.32033498206666705,0.251362086739354,0.45030435329013546,0.2020678804752138,0.3481204449882579,-0.10083768743431261,0.28493470406318444,0.5681451671592028,0.41815074387944806,-0.027807072234217117,0.45627993251311094,0.06814960444387677,0.2939219333270622,0.39045701939752336,0.5275235766623566,0.4349137579324444,0.1594560892887349,0.23399453495266434,0.3697681409435209,0.29490113475093044,0.2403870098018149,-0.20152475642560233,0.1819770328446874,0.04820317793114774,0.1097940161226425,0.45762592403698354,0.17154972843246782,1.0,0.11499758383075147,0.361069740220576,-0.01937437877717161,-0.027901661894659684,0.3692297617696671,0.30652920996944744,0.30930072326619784,0.29465195302265346,0.3957042604483618,0.26253396345862856
Cerebellum_Crus2_R,0.09179892169472602,0.22911666667833777,-0.007867942333351982,0.03709504562273764,-0.18142213096358617,0.04582426706619693,0.012117117234796797,0.015589606211091022,0.47001502501279513,0.301995228078015,0.11729288469261012,0.3109862729068864,0.05767858083720547,0.2312808539382793,0.2283088249623683,0.3235015320079992,0.16776809552337138,0.13860834707339975,-0.09110929466670366,0.06616291788661234,0.3347192205728728,0.1162812938396873,0.28739647074126806,0.02836585045341998,-0.010102687647594562,0.16229827205469616,0.19778752642158456,-0.09919729846696694,-0.2681123707104121,-0.07037305984054101,0.04666115551212633,0.14716726409759215,0.3939470037696428,-0.08033397951888195,0.11499758383075147,1.0,0.12108445190632994,-0.06896443539497552,0.3092627827699767,0.3082776953877171,0.3420797713488035,0.24341645070289517,-0.07563104540888035,0.20535579041705151,-0.0008823739293280434
Frontal_Mid_2_L,0.27067258554599755,0.4798113489019951,0.5422108701917099,0.49707113347991766,0.009956559527857036,0.38545730126108085,0.7496951692882464,0.2843990913831163,0.18759362254076353,0.38535979615787624,0.2710561032486462,0.3048648506801281,0.1510417605654657,0.7566348227602977,0.5192170536696304,0.19631741019030027,0.4554214307801165,0.4495179480448025,0.13744871648555015,0.16038690973581446,0.01389114347113073,0.47255803286200954,0.3114767861422607,0.11060773972847485,0.24691339727514497,0.45239645455188626,0.38412500046500714,0.4121796279082816,0.1538218960149954,0.5105214871426829,0.03828602192382933,0.3330965202946883,0.3861651472653231,0.33677484949896735,0.361069740220576,0.12108445190632994,1.0,-0.08434699759518051,0.2971846635347002,0.4450383150360338,0.3034679620650713,0.21317758751106586,0.4090170314646444,0.4825932689232914,0.5108411097650036
ACC_sub_R,0.07660310864209366,-0.19099277509424897,-0.03705160372490038,0.00654186489973501,-0.09456766627458604,0.0011171152369332453,-0.016270203620908384,0.2537582301050909,0.020621569948409926,0.04082048790529604,0.012069650167822554,-0.10829740725606127,-0.06546831021973558,-0.1224523183734768,0.04456620517078149,-0.033383416317724436,-0.06376365902818075,0.010260873815915905,-0.04069819376533743,0.09114827292824804,0.11655346764836447,-0.045984294527045375,0.14217205678410838,0.12556542916656388,0.022822023552803553,0.03671300356888053,-0.03064042955044064,-0.13024157029929545,-0.08010088097594784,-0.1733219777772889,0.06044379829102613,-0.15821785271056468,0.03288749408653534,-0.178783337932933,-0.01937437877717161,-0.06896443539497552,-0.08434699759518051,1.0,-0.14598793102664492,0.07772778750635771,-0.06901870084411907,0.12897183284110592,-0.10575678811990133,-0.011268559171820973,-0.084837945697841
OFCant_L,0.06997487501342267,0.2394057497085597,0.16014053613054674,0.0931761811851763,-0.1285609979785433,-0.12655028754407005,0.17888300109031985,-0.06720479056533778,0.49190648805057413,0.4111854933048758,0.31971732943152004,0.28504688458478,0.32328395932458714,0.21763294594358107,-0.08922906586969233,0.2924977697862252,0.22247231673440013,0.03156600050289693,0.03978068125912768,-0.25245109646329844,-0.0784557762609859,-0.04945600707252848,0.033148143106354194,-0.29165627229891466,-0.24907078101991037,0.05302181979837377,0.0854670608217061,-0.02182009285229068,-0.1322790103854998,-0.0189419647391444,-0.1409858778532459,0.3877374876535246,0.35208523279661347,0.1864098231112639,-0.027901661894659684,0.3092627827699767,0.2971846635347002,-0.14598793102664492,1.0,0.28465974144947015,0.4095776111915948,0.0830708461141827,-0.11566135277980508,0.11724774169699911,0.2529910870667192
Temporal_Mid_L,-0.03259282515052584,0.5024222576067675,0.46805157166369094,0.5056795005798725,-0.17621942661596848,0.2860243453540603,0.35882097431297744,0.4846835318352762,0.6423902653521678,0.8630976942038004,0.5845383679307825,0.35124541850083235,-0.2943431206040859,0.6152869483402642,0.4107371299534409,0.6180500709744673,-0.002052613811773342,0.5685162350379649,-0.150533264757252,0.22616252982799484,0.5483432286413404,0.43102262021136073,0.7308969859098252,0.14222671239944407,0.24494818309328936,0.5102667928872129,0.627015239128142,-0.16199766574212482,-0.3987662057836246,-0.13477845633943242,-0.18933885318485016,-0.10788639445877932,0.8679714236438432,0.020420751260279615,0.3692297617696671,0.3082776953877171,0.4450383150360338,0.07772778750635771,0.28465974144947015,1.0,0.6730338118611604,0.6905629049398937,-0.08189363696152062,0.5355258928606373,0.1911442300014421
Vermis_8,0.10427178077637399,0.5159439809070715,0.5366722128979282,0.43151019772198673,-0.13277618627692578,0.12335862823623474,0.22759082021795107,0.18437271447335762,0.8779737520413712,0.7586048902245874,0.4994117764511074,0.6466537775694813,-0.02669652727675723,0.3199455538914354,0.39112162483722446,0.5972839089321633,0.0022460607024509874,0.36894663981650233,-0.18177921866466798,0.030082461443140796,0.39124499963737774,0.23599349922982046,0.523599156087169,-0.07585584233053479,0.04279579168544292,0.26519862379471415,0.4528030927755017,-0.13636720924190698,-0.4488459562890805,-0.10319961066744157,-0.27929084888967054,0.08443579011591684,0.828641054965094,0.06882017766574533,0.30652920996944744,0.3420797713488035,0.3034679620650713,-0.06901870084411907,0.4095776111915948,0.6730338118611604,1.0,0.4822415101791972,-0.10643291802201754,0.3263213939067495,0.10697158629702995
Cuneus_L,-0.1640804746348966,0.5718124791840918,0.4380167918557681,0.524656498715911,-0.08120816729354292,0.5258001790303297,0.1367696749506703,0.4318506483328681,0.4118454943869037,0.6830221828002812,0.536924432270431,0.16118536492550764,-0.29258823112342586,0.35101824680074795,0.4031794296967962,0.4340424805689586,-0.011964534053271038,0.6849065942825626,-0.20368265154455586,0.6224170470792965,0.7269240100462849,0.5022521129284628,0.909156582500183,0.6505697382901565,0.6062261600688724,0.6954531827525579,0.4947254126001403,-0.41894660874566414,-0.47024436939894554,-0.30264528971377425,-0.09859487429793809,-0.22717699259148919,0.6535697455708095,-0.3180374679320793,0.30930072326619784,0.24341645070289517,0.21317758751106586,0.12897183284110592,0.0830708461141827,0.6905629049398937,0.4822415101791972,1.0,-0.32773204161054226,0.5631146049710751,-0.06391569752506762
ACC_sup_L,0.294220569882953,0.24455884831966668,0.39205504633425786,0.27085820392787824,-0.027524088962771972,0.268492233310816,0.6228920840608635,0.05621566552225641,-0.0822706231972256,-0.1112218281797449,-0.21791195242922548,0.22573206670311657,0.04731790195480159,0.29602369940250217,0.3924112187360288,0.16171650066822923,0.19827328990803866,0.16549180600483648,0.4280849090628997,0.12346875462136112,-0.20711530500599945,0.37815285547515537,-0.17984909198422414,-0.11739633967634308,0.012533832967379104,0.09077517714568588,0.08420411316328426,0.8872646673471959,0.39310448982258206,0.5281653877091292,0.35306140251143325,0.31852506471413916,-0.032681108192226034,0.542688683079271,0.29465195302265346,-0.07563104540888035,0.4090170314646444,-0.10575678811990133,-0.11566135277980508,-0.08189363696152062,-0.10643291802201754,-0.32773204161054226,1.0,0.307138360578891,0.41508012987427123
Cingulate_Mid_R,0.07462403483799752,0.7292005721198892,0.6945938140401058,0.5953244164709178,-0.001289435434047526,0.7275340810376599,0.566934323967586,0.3111044570233765,0.3271926643169556,0.5755148308924285,0.33399998315665697,0.3307095393156548,-0.02322208029917329,0.6520977453399902,0.6203549141961691,0.540347167894962,0.30767722214974436,0.8331089276702236,0.07797693005575826,0.6971724352044266,0.4200700786174347,0.8480212681790738,0.5939915661539585,0.47769774007583843,0.5373070662317185,0.7502441510960917,0.5832963744596803,0.1984872854987922,0.052566512173359295,0.1812369051526289,0.18739224492716477,0.1646765892909276,0.5205107642369753,0.10613777949993103,0.3957042604483618,0.20535579041705151,0.4825932689232914,-0.011268559171820973,0.11724774169699911,0.5355258928606373,0.3263213939067495,0.5631146049710751,0.307138360578891,1.0,0.28368876951003363
LC_R,0.1668665221672017,0.26257328720660766,0.41365988802467246,0.4067222442420144,0.08214753846533876,0.20318884061064812,0.5015715807657621,0.3374914658971411,0.10567299810671527,0.17982366929805443,0.045072629314641996,0.2285580075332786,0.09529446202918819,0.45563809982850245,0.18497803548687847,0.14704905545773517,0.15270829370243513,0.17521907302223877,0.32413826184721867,0.0010108947259429542,-0.22710919564601736,0.3081576184058154,0.03646035580278402,-0.10949521519950761,0.09793687529217765,0.1804086230532164,0.1890520997551297,0.4773802667946004,0.25291947473105947,0.38732692801391944,0.34429795687148584,0.27495867539685565,0.20444956098870418,0.4479130242526934,0.26253396345862856,-0.0008823739293280434,0.5108411097650036,-0.084837945697841,0.2529910870667192,0.1911442300014421,0.10697158629702995,-0.06391569752506762,0.41508012987427123,0.28368876951003363,1.0
