,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R
SN_pr_L,1.0,0.3955870703070949,-0.051222949786088955,0.5614238544479518,-0.026149922408251584,0.4208879206214765,0.34892966164774003,0.37364221255496916,0.39103476337795995,0.48480854552349056,0.062269396973172735,0.27701142318364197,0.1955873577694109,0.3560428428260428,0.13811397294922062
Thal_MDl_R,0.3955870703070949,1.0,0.28682508386169986,0.508821724648855,0.20644007553131077,0.2323674335428895,0.1381545064062227,-0.1850638594614245,0.3954200209368557,0.012173914205348276,-0.2058213170012989,0.32632214503808515,0.44586015111889093,0.16606094290858572,0.5111291978077802
OFCpost_R,-0.051222949786088955,0.28682508386169986,1.0,0.30420188552043126,0.22907988823100886,0.019916732756083043,-0.3720399249560237,-0.46372070239307583,0.24888950493595974,-0.36307764242595336,-0.1018271103746488,0.1435545359000347,0.14526526440966356,-0.048018598025386,0.5493981192812799
Temporal_Sup_R,0.5614238544479518,0.508821724648855,0.30420188552043126,1.0,0.3169888230334663,0.37237194122827716,0.21597689672901016,0.15049154769424547,0.6869671156416066,0.3093139043154545,0.09838981754128223,0.5139427906795971,0.3606132869406949,0.40155932820066725,0.35331364630685697
OFClat_L,-0.026149922408251584,0.20644007553131077,0.22907988823100886,0.3169888230334663,1.0,0.4205372886256685,-0.011964534053271038,-0.3112359545441667,0.19967026507370825,0.0022460607024509874,0.32136743328246453,0.11383453448910803,0.21925986010794296,0.24563596419742992,0.13451082179944515
Heschl_R,0.4208879206214765,0.2323674335428895,0.019916732756083043,0.37237194122827716,0.4205372886256685,1.0,0.35101824680074795,0.12291316566013726,0.0356145935662459,0.3199455538914354,0.2671537076450438,0.2696958909932361,0.37997557434673856,0.2238361383090482,-0.1068301009701529
Cuneus_L,0.34892966164774003,0.1381545064062227,-0.3720399249560237,0.21597689672901016,-0.011964534053271038,0.35101824680074795,1.0,0.5719716446632046,0.02419566300654841,0.4822415101791972,0.24334055725458406,0.03904483735046493,0.6062261600688724,-0.0038922096039054823,-0.22122225906463133
Occipital_Inf_R,0.37364221255496916,-0.1850638594614245,-0.46372070239307583,0.15049154769424547,-0.3112359545441667,0.12291316566013726,0.5719716446632046,1.0,0.11368213878487658,0.7044620421090262,0.14963622844460117,0.1535801661095045,-0.020709562585828765,0.2709240248243903,-0.3282175452334201
Temporal_Inf_R,0.39103476337795995,0.3954200209368557,0.24888950493595974,0.6869671156416066,0.19967026507370825,0.0356145935662459,0.02419566300654841,0.11368213878487658,1.0,0.37591319707029386,0.000786847332372203,0.2671744842773197,0.17673436881075918,0.5473684336934663,0.5565650060323433
Vermis_8,0.48480854552349056,0.012173914205348276,-0.36307764242595336,0.3093139043154545,0.0022460607024509874,0.3199455538914354,0.4822415101791972,0.7044620421090262,0.37591319707029386,1.0,0.23160968028261708,0.21616675080382772,0.04279579168544292,0.6585973112048106,-0.16025603670827865
Thal_AV_L,0.062269396973172735,-0.2058213170012989,-0.1018271103746488,0.09838981754128223,0.32136743328246453,0.2671537076450438,0.24334055725458406,0.14963622844460117,0.000786847332372203,0.23160968028261708,1.0,0.07967173248307637,0.12182790696788141,0.21731769550253588,-0.363784562112076
Thal_MGN_L,0.27701142318364197,0.32632214503808515,0.1435545359000347,0.5139427906795971,0.11383453448910803,0.2696958909932361,0.03904483735046493,0.1535801661095045,0.2671744842773197,0.21616675080382772,0.07967173248307637,1.0,0.10228436017384315,0.400405561915105,0.02516107252930201
Paracentral_Lobule_R,0.1955873577694109,0.44586015111889093,0.14526526440966356,0.3606132869406949,0.21925986010794296,0.37997557434673856,0.6062261600688724,-0.020709562585828765,0.17673436881075918,0.04279579168544292,0.12182790696788141,0.10228436017384315,1.0,-0.1200143000940044,0.19772391749751572
Vermis_9,0.3560428428260428,0.16606094290858572,-0.048018598025386,0.40155932820066725,0.24563596419742992,0.2238361383090482,-0.0038922096039054823,0.2709240248243903,0.5473684336934663,0.6585973112048106,0.21731769550253588,0.400405561915105,-0.1200143000940044,1.0,0.16081605123445694
Amygdala_R,0.13811397294922062,0.5111291978077802,0.5493981192812799,0.35331364630685697,0.13451082179944515,-0.1068301009701529,-0.22122225906463133,-0.3282175452334201,0.5565650060323433,-0.16025603670827865,-0.363784562112076,0.02516107252930201,0.19772391749751572,0.16081605123445694,1.0
