,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_L,Vermis_8,Thal_AV_L,Thal_MGN_L,Paracentral_Lobule_R,Vermis_9,Amygdala_R,Temporal_Sup_L,ACC_sup_R,Thal_MDm_L,Precentral_L,LC_R,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Vermis_7
SN_pr_L,1.0,0.3955870703070949,-0.051222949786088955,0.5614238544479518,-0.026149922408251584,0.4208879206214765,0.34892966164774003,0.37364221255496916,0.39103476337795995,0.6701923362590883,0.48480854552349056,0.062269396973172735,0.27701142318364197,0.1955873577694109,0.3560428428260428,0.13811397294922062,0.6079796849665143,0.2190009202131645,0.5139822531345303,0.5692748285309351,0.39823894136435545,0.1998254360554901,0.2393182036621491,0.43977194022440463,0.5029675770229901
Thal_MDl_R,0.3955870703070949,1.0,0.28682508386169986,0.508821724648855,0.20644007553131077,0.2323674335428895,0.1381545064062227,-0.1850638594614245,0.3954200209368557,0.34368247772189653,0.012173914205348276,-0.2058213170012989,0.32632214503808515,0.44586015111889093,0.16606094290858572,0.5111291978077802,0.32009363416058084,0.34952832091486824,0.4437695179045951,0.397259127000326,0.39633051281591536,0.15704382070310788,0.160871165185407,0.6172908145589204,-0.08093266357719273
OFCpost_R,-0.051222949786088955,0.28682508386169986,1.0,0.30420188552043126,0.22907988823100886,0.019916732756083043,-0.3720399249560237,-0.46372070239307583,0.24888950493595974,-0.24082864235457646,-0.36307764242595336,-0.1018271103746488,0.1435545359000347,0.14526526440966356,-0.048018598025386,0.5493981192812799,-0.041943371151739024,0.583794950002411,0.08556651051314892,-0.024726111523016223,0.26511175241550144,0.28619427843677914,0.2543695556553404,0.3407603057529894,-0.5123415220441466
Temporal_Sup_R,0.5614238544479518,0.508821724648855,0.30420188552043126,1.0,0.3169888230334663,0.37237194122827716,0.21597689672901016,0.15049154769424547,0.6869671156416066,0.42344047073218455,0.3093139043154545,0.09838981754128223,0.5139427906795971,0.3606132869406949,0.40155932820066725,0.35331364630685697,0.6611795340366564,0.5114565527475251,0.5077616094542855,0.5604272394201822,0.32677320569270785,0.47771236771361497,0.6300424788273218,0.597989344646182,0.14250776086636383
OFClat_L,-0.026149922408251584,0.20644007553131077,0.22907988823100886,0.3169888230334663,1.0,0.4205372886256685,-0.011964534053271038,-0.3112359545441667,0.19967026507370825,0.004395687122807159,0.0022460607024509874,0.32136743328246453,0.11383453448910803,0.21925986010794296,0.24563596419742992,0.13451082179944515,0.29075506321490224,0.2744857786563821,0.19469812089801122,0.2552029074348021,0.15270829370243513,0.2720197478035744,0.5171969927078179,0.24766934028278415,-0.15279487013302753
Heschl_R,0.4208879206214765,0.2323674335428895,0.019916732756083043,0.37237194122827716,0.4205372886256685,1.0,0.35101824680074795,0.12291316566013726,0.0356145935662459,0.32183157964578496,0.3199455538914354,0.2671537076450438,0.2696958909932361,0.37997557434673856,0.2238361383090482,-0.1068301009701529,0.7097010148166495,0.2653817305100683,0.6538986622242536,0.5750280678413123,0.45563809982850245,0.2046528649169256,0.31958618979934206,0.4569980101159153,0.456658924210971
Cuneus_L,0.34892966164774003,0.1381545064062227,-0.3720399249560237,0.21597689672901016,-0.011964534053271038,0.35101824680074795,1.0,0.5719716446632046,0.02419566300654841,0.4792051213424318,0.4822415101791972,0.24334055725458406,0.03904483735046493,0.6062261600688724,-0.0038922096039054823,-0.22122225906463133,0.38152280569975405,-0.41894660874566414,0.3912409902742234,0.6849065942825626,-0.06391569752506762,-0.030751438395236398,-0.04444102389595169,0.39440670238112974,0.6296836062133527
Occipital_Inf_R,0.37364221255496916,-0.1850638594614245,-0.46372070239307583,0.15049154769424547,-0.3112359545441667,0.12291316566013726,0.5719716446632046,1.0,0.11368213878487658,0.46578344679823686,0.7044620421090262,0.14963622844460117,0.1535801661095045,-0.020709562585828765,0.2709240248243903,-0.3282175452334201,0.32138583322156594,-0.2926579705243748,0.19903190604019155,0.2618352947654815,0.019544914449550987,0.18005103521756416,0.0652223416044262,-0.12136108765188171,0.7834057717408898
Temporal_Inf_R,0.39103476337795995,0.3954200209368557,0.24888950493595974,0.6869671156416066,0.19967026507370825,0.0356145935662459,0.02419566300654841,0.11368213878487658,1.0,0.28421288376196646,0.37591319707029386,0.000786847332372203,0.2671744842773197,0.17673436881075918,0.5473684336934663,0.5565650060323433,0.3382542136108208,0.31502271974258805,0.29762078898115246,0.346957665956867,0.1631966048008484,0.24378510511515258,0.46881103792876055,0.3879723953544893,-0.009359341193510728
Red_N_L,0.6701923362590883,0.34368247772189653,-0.24082864235457646,0.42344047073218455,0.004395687122807159,0.32183157964578496,0.4792051213424318,0.46578344679823686,0.28421288376196646,1.0,0.5257772891544542,-0.06190055880680266,0.15339690484601923,0.17356949863527096,0.29557288216399485,0.18271125526582832,0.5518619936397795,-0.026823425898892275,0.27149562214405926,0.5225629081392201,0.248732453511074,0.17527855724678978,0.18311656982356156,0.32013846725501577,0.5554762332371646
Vermis_8,0.48480854552349056,0.012173914205348276,-0.36307764242595336,0.3093139043154545,0.0022460607024509874,0.3199455538914354,0.4822415101791972,0.7044620421090262,0.37591319707029386,0.5257772891544542,1.0,0.23160968028261708,0.21616675080382772,0.04279579168544292,0.6585973112048106,-0.16025603670827865,0.5472659973257712,-0.13636720924190698,0.34909708277983,0.36894663981650233,0.10697158629702995,0.1449247235258868,0.2657543659389661,0.03618362595237951,0.7963689823173924
Thal_AV_L,0.062269396973172735,-0.2058213170012989,-0.1018271103746488,0.09838981754128223,0.32136743328246453,0.2671537076450438,0.24334055725458406,0.14963622844460117,0.000786847332372203,-0.06190055880680266,0.23160968028261708,1.0,0.07967173248307637,0.12182790696788141,0.21731769550253588,-0.363784562112076,0.19733300816156385,0.001619841892318198,0.32851398804975623,0.3178367748281266,0.018188886391480467,0.054303929426748686,0.22245668177524597,0.1734941897630013,0.169529817093716
Thal_MGN_L,0.27701142318364197,0.32632214503808515,0.1435545359000347,0.5139427906795971,0.11383453448910803,0.2696958909932361,0.03904483735046493,0.1535801661095045,0.2671744842773197,0.15339690484601923,0.21616675080382772,0.07967173248307637,1.0,0.10228436017384315,0.400405561915105,0.02516107252930201,0.47390629568392983,0.39570094791735266,0.5431164907587603,0.18548596022049027,0.38654971571134783,0.36269673894404747,0.41860063379164697,0.21462958402249604,0.1949285322100337
Paracentral_Lobule_R,0.1955873577694109,0.44586015111889093,0.14526526440966356,0.3606132869406949,0.21925986010794296,0.37997557434673856,0.6062261600688724,-0.020709562585828765,0.17673436881075918,0.17356949863527096,0.04279579168544292,0.12182790696788141,0.10228436017384315,1.0,-0.1200143000940044,0.19772391749751572,0.2775725351623201,-0.011013160076323933,0.5208750020880222,0.64619577262439,0.09793687529217765,0.010029800737708833,0.12136055331334378,0.7235981193434178,0.09176664616264925
Vermis_9,0.3560428428260428,0.16606094290858572,-0.048018598025386,0.40155932820066725,0.24563596419742992,0.2238361383090482,-0.0038922096039054823,0.2709240248243903,0.5473684336934663,0.29557288216399485,0.6585973112048106,0.21731769550253588,0.400405561915105,-0.1200143000940044,1.0,0.16081605123445694,0.46841823076513806,0.21259025634017478,0.281385345834969,0.16989124892167193,0.32044126111451415,0.2459179837304155,0.505440630931474,0.04483229623079812,0.3169018449550462
Amygdala_R,0.13811397294922062,0.5111291978077802,0.5493981192812799,0.35331364630685697,0.13451082179944515,-0.1068301009701529,-0.22122225906463133,-0.3282175452334201,0.5565650060323433,0.18271125526582832,-0.16025603670827865,-0.363784562112076,0.02516107252930201,0.19772391749751572,0.16081605123445694,1.0,0.023494960461698355,0.3263723615623015,-0.042207600318778536,0.1008049694165712,0.29384338857182596,0.1605646865983875,0.26229480051583004,0.37254281369812287,-0.38414663712492764
