,Caudate_R,Thal_MGN_R,Cingulate_Mid_R,Amygdala_L,Frontal_Sup_2_R,Postcentral_R,OFCmed_L,Fusiform_R,Occipital_Inf_L,Occipital_Mid_R,Thal_PuL_R,Parietal_Sup_L,Thal_AV_R,Thal_PuL_L,Rolandic_Oper_R,Thal_VL_L,ACC_pre_R,Pallidum_R,OFClat_L,Thal_VPL_L,Cerebellum_10_L,LC_L,ACC_sup_L,Vermis_1_2,Temporal_Pole_Mid_L,Precentral_L,Vermis_9,Cerebellum_7b_L,Thal_VA_R,Thal_IL_L,Hippocampus_R,Precuneus_L,Calcarine_R,Red_N_L,SN_pc_R,OFCant_L,Cerebellum_7b_R,Thal_PuM_L,OFClat_R,Pallidum_L,Cerebellum_4_5_R,Thal_PuI_R,Occipital_Sup_R,Cerebellum_Crus1_L,Hippocampus_L,Cerebellum_Crus1_R,SN_pc_L,Heschl_R,Frontal_Inf_Tri_R,ACC_sub_L,Supp_Motor_Area_R,Thal_MGN_L,Frontal_Inf_Oper_R,Thal_LGN_R,Fusiform_L,Thal_LP_R,Insula_L,Cerebellum_6_L,Calcarine_L,Cerebellum_8_R,Thal_MDl_L,Postcentral_L,Temporal_Mid_R,Putamen_L,Red_N_R,Raphe_D,Caudate_L,Temporal_Sup_R,Olfactory_R,Temporal_Pole_Sup_L,Thal_PuA_R,Cerebellum_9_L,Temporal_Pole_Sup_R,Thal_LGN_L,Putamen_R,Occipital_Inf_R,Supp_Motor_Area_L,Frontal_Sup_Medial_L,N_Acc_R,Cuneus_R,OFCpost_L,Vermis_10,Thal_PuA_L,Lingual_R,Frontal_Mid_2_R,Temporal_Pole_Mid_R,Vermis_8,Thal_MDm_L,Occipital_Sup_L,Cerebellum_10_R,Vermis_3,Rolandic_Oper_L,Cingulate_Mid_L,OFCmed_R,Thal_PuI_L
Caudate_R,1.0,0.010795979592850181,0.026550682243622004,-0.052065155269641374,0.1575759879768745,0.1484434772822904,0.4212328530149497,0.28339369623600563,-0.15129121215541264,-0.08350957559585805,0.17948402415630477,-0.10020612540671132,-0.15682798683989022,0.12122623434157531,0.37135847616877127,0.4087652453569839,0.07592240140273687,0.39559898390804515,0.3972256182185957,0.5800744418377716,0.12153506998277966,0.18512852723373366,0.2796699800845197,-0.17572528087762573,0.2086852037129331,0.11514947021417768,0.43599443044078656,-0.25338644934478366,0.6425983398128416,0.1657675271423272,0.17464021523064505,-0.04361338949038651,0.058040168419629,0.0748579576701109,0.07738987546227546,0.13180009230852707,0.04007926633432822,-0.09748280584508087,0.07953070916626696,0.15128430210053345,0.1590474446933665,0.10047237410197592,-0.07543485307330827,-0.004897540911837488,0.21578025205292173,0.2120141530661844,0.07214281064599114,0.07227974818941499,0.7389731007511231,0.14818895601407361,0.17158080001489695,0.24438990938154553,0.34831245055531157,0.12957160081137467,0.06939196379971595,0.17412758205416864,0.7295779508649785,-0.06056417986495273,-0.10898909563083016,0.06488810535203986,0.5127210075142676,0.11987174299526386,0.07662013766254712,0.6533066490919633,-0.057491141442825466,-0.0064448928511988204,0.9072208794635136,0.4086092957862392,0.6841337006035172,0.3114896960520346,-0.37272496677171546,0.0948546626163258,0.23222587939213524,0.5151042129023412,0.6715696107733973,-0.09257837574464879,0.08932679214892185,0.022203365891700046,0.44069064325889046,-0.10928885725563424,0.15839326310906474,0.3863571695946661,0.06805143579785973,-0.03894020340845997,0.49370990714520785,0.42942205373093645,0.13633193373828514,0.24191456196408545,-0.2795243059838261,0.02131669781389387,0.20662333482341594,0.1814448137776964,0.1463889342556481,-0.04434863465947753,0.06876048159198601
Thal_MGN_R,0.010795979592850181,1.0,0.3111044570233765,0.40799523559797346,0.27520088677206356,0.29363824412554435,-0.3437300554885921,0.3443194481535302,0.34973329324048635,0.36226694720128905,0.20585682271372002,0.06398922825621622,0.1349680528683247,-0.13615246926510924,0.3876856066254145,0.17655218916567886,0.23374244812619394,-0.018886300296325813,-0.06960921290914947,0.09069241757567989,0.3979126254470451,0.17605941702724104,0.05621566552225641,0.3035981387807081,-0.03236276447527482,0.33656334207605754,0.04730594343158544,0.27912178010439426,-0.2181346955174444,0.3311589855632457,0.41566842751577743,0.2810123255050258,0.4754596456930653,0.33281218113191435,-0.001643556868929283,-0.06720479056533778,-0.14176225238967913,0.09250803943305246,0.1476190278423179,-0.09019002912748386,0.4951826236284744,0.15881069129157527,0.38765965466166286,0.34623973345158826,0.29847930181726,0.17613027673159962,0.530617001372175,0.2998427218088515,0.02245102002722316,-0.27112846906834787,0.40819726179057547,0.3506700043160363,0.32752330234569893,0.47920289050934234,0.44182026053103757,0.11147766171035561,0.014943175169901662,0.4582940094256221,0.5339904411278542,0.25299033945974886,-0.004512550308805874,0.31063301332290383,0.2398979275924446,-0.24799056970657748,0.3791595740337927,0.17395176532307574,0.02604606713800122,0.21960969034902456,-0.2848419916237983,-0.11625278504472626,0.19967139067896375,0.30978771561148033,-0.16199202559498685,0.03233606341448322,-0.16390128922623282,0.1938035442381461,0.36592638084279244,0.2551180584799072,-0.38183830397982527,0.5202456085405465,0.06542562088123233,0.05535636775107297,0.14041182968345803,0.5950555073733425,0.3394396349774389,-0.15815224608415052,0.18437271447335762,0.3935002131503271,0.34553283350499586,0.4097069169668387,0.32033498206666705,0.48294111386052013,0.26986368903010116,0.0192873931162043,0.2786279493653888
Cingulate_Mid_R,0.026550682243622004,0.3111044570233765,1.0,0.5089944329282671,0.6462663199215356,0.7275340810376599,-0.11192258841323954,0.6945938140401058,0.327524899109259,0.5384814177122008,0.3622013469296724,0.4010645638363847,0.07797693005575826,0.5990830379455262,0.6203549141961691,0.3473365657514602,0.1240689028509658,0.2632549680714934,0.30767722214974436,0.2658415985794583,0.695084747862385,0.18739224492716477,0.307138360578891,0.4200700786174347,-0.053083515652329945,0.8331089276702236,0.21667725286991965,0.30317712164614663,0.08840443148644953,0.10310129876189962,0.8068162424051103,0.6306671734476474,0.5404163813147617,0.5280386870722148,0.5769204173304187,0.11724774169699911,0.31570779783078173,0.5323312678952349,0.06232716388088641,0.222645293612705,0.5953244164709178,0.05429188403232052,0.5763843133307154,0.2988014907774156,0.7727170289043833,0.3271926643169556,0.4879334431606949,0.6520977453399902,0.12272172473187799,-0.04283341879230901,0.8068319547939137,0.2325594411261723,0.5253627451109457,0.42537637449940024,0.6677314303143141,0.1833259943853616,0.3153833635701358,0.4854713010739697,0.6202236841832622,0.4351034687967466,0.1812369051526289,0.71652129014843,0.5824290480983256,0.1646765892909276,0.5982525581259766,0.29293375083245804,0.07462403483799752,0.6420731183968605,-0.02322208029917329,0.052566512173359295,0.34210798878970533,0.5182622184576112,0.04285942528459286,0.1361836521377563,0.16620175077126104,0.2705426126334089,0.7910624720291515,0.6443578567531046,-0.10020699526126195,0.5939915661539585,0.07261787025340878,0.3307095393156548,0.4303111905450896,0.6211985893612099,0.566934323967586,-0.03515038757762928,0.3263213939067495,0.5847395667673106,0.4894090211802285,0.6697488773290716,0.3957042604483618,0.6906038961743569,0.9356126812087324,0.020866171303108492,0.540347167894962
Amygdala_L,-0.052065155269641374,0.40799523559797346,0.5089944329282671,1.0,0.4428175333496046,0.37331822589340036,-0.26780017202143624,0.6708821038309316,0.5891032222124418,0.5500221026457672,0.4788903769334593,-0.05099742355499667,0.04110255904469174,0.16507323172587235,0.46433052973274297,0.25799358121283095,0.04728239912942011,0.3064154180283041,-0.16568529112948258,0.00917587862937308,0.5297005149031383,-0.05510818120676604,0.13761750391619865,0.4437931041833201,-0.3359732150063185,0.4636593473895163,0.3338588770978099,0.4013154590296529,-0.20785653097460058,0.25214076687175674,0.7169648075635773,0.26594142338800003,0.6851529731223948,0.6223274144001906,0.17765189742342885,0.23667515979863027,-0.0050411782823309645,0.4537905740711515,0.19269055964222762,0.3783394861768217,0.6135622165416686,0.015892549341819117,0.6091495847656084,0.5522758140256219,0.6546649815509824,0.5299147945018268,0.5274100716711964,0.45619648675193375,0.02030638694569584,-0.21691644702855462,0.5911121804688243,0.3774833137765165,0.5264280287234818,0.4644194628886597,0.7264790339623719,0.21224911905376095,0.18849941059769337,0.7046443040822189,0.7132629639613013,0.15132789453972312,-0.030652794566999784,0.33563015748379676,0.574232682698879,0.0019742235465337447,0.6133159094317098,0.19735761407806415,-0.06422524664563177,0.4301160614429039,-0.288918508710835,-0.3196919639191778,0.5106912220933646,0.6227238657708786,-0.35150547011613914,0.23006142677829083,-0.04063305035091098,0.5843247175025842,0.5021001919966093,0.44191907067674574,-0.1573268027799527,0.577369178606352,0.156142613158029,0.3458764843607462,0.42755666180057256,0.6994240278158756,0.4385686587403611,-0.2067944548056155,0.6177689296440663,0.48513271874072655,0.4299454490629773,0.5962358993927179,0.3849894312299375,0.5906459030460997,0.4109645542225689,0.2164885643310197,0.5698257817736659
Frontal_Sup_2_R,0.1575759879768745,0.27520088677206356,0.6462663199215356,0.4428175333496046,1.0,0.4055304583349688,-0.10160245841356026,0.613906174665901,0.18728372637505245,0.15063679440467992,0.5586150117246949,0.017761933130701266,0.2850392014520194,0.34694467392476647,0.49182704823653367,0.2390369130173319,0.3731250522352016,0.259459402688619,0.12301162868445757,0.35679892519560463,0.47342899612377454,0.3055422729960868,0.5441275813317953,0.19422294199867887,0.014675266845271952,0.5562753640331948,0.28484701816226293,0.21825253889499321,0.17407341287786854,0.1831690310475839,0.619471681407208,0.18361897344521563,0.34391747723036725,0.49095868374856916,0.5199229417324022,0.07700277468900493,0.1045707484535357,0.27042420814122387,0.07471529552532753,0.3377132959601508,0.4558667270041596,-0.0031071488986499623,0.20238012925664017,0.24691499830110122,0.6596263508704354,0.31793487003967197,0.3918833280689453,0.33504683658546225,0.38470558406372235,-0.13785545768044327,0.5914363025216789,0.32103253285746913,0.5971177725164887,0.25450483739702623,0.5071014917120562,0.43549246983631035,0.32566531249831654,0.37726216033907206,0.3774583472135695,0.13781879291052823,0.19340273513230208,0.5300179673851446,0.36015358787550694,0.08281228049861475,0.47586681094335737,0.1445227654843854,0.1209600726832331,0.6265075738360684,-0.07547913459715055,0.05117894125375955,0.24999932986085724,0.36471796923463135,-0.020217283440417393,0.4228449194153038,0.10034344981062678,0.13294440787866355,0.7165445396966436,0.766039454260948,-0.04921477156063655,0.2327272849988269,0.13786770894171851,0.4108990160727142,0.5225079397515344,0.3982785320230954,0.5560586713480998,0.008785202950954077,0.29364573538118754,0.4510459904203354,0.09214254918981453,0.5530134626978642,0.3761292050112288,0.5101570297828277,0.5890489392953756,0.19679249273029203,0.5552573811531291
Postcentral_R,0.1484434772822904,0.29363824412554435,0.7275340810376599,0.37331822589340036,0.4055304583349688,1.0,-0.07083681669374266,0.6462075691496366,0.049666347860192944,0.45079755610340444,0.06480027655264751,0.6688315253193089,0.057115748954124676,0.531961970104206,0.6396418417239501,0.47890276840684,0.2620157993399427,0.20121251178102117,0.2881868120296839,0.30936091055077286,0.46957305632900304,0.3038860608810249,0.268492233310816,0.43335187913665274,0.05500599043085571,0.7934295105461346,0.02889887458903862,0.051316837994863015,0.20831425761295314,0.2037725849488696,0.6821151113250288,0.7901628941937193,0.36387113947101224,0.36378498939546505,0.4201648824591847,-0.12655028754407005,0.15580407120869966,0.39645582515449496,0.11133887000909935,0.19549778649473598,0.6217213475267996,0.13724489431141138,0.508758916449852,0.040837229966230904,0.5101529977312378,0.05293880967530465,0.410218844642087,0.47835470792068596,0.2814549969743671,0.04019150799705264,0.7584452692478534,0.20851175984674847,0.6263715206517214,0.35785208481624364,0.42286268991001347,0.16376896744736408,0.3485105623730826,0.24725115245601817,0.45673477857058875,0.36084968316214044,0.2885198126376588,0.8876813627546183,0.43338907396561954,0.172275105119544,0.5006015216857006,0.3545495279687064,0.18656113419536205,0.610534076129098,0.05809982023075206,0.12229211293190971,0.1804346933269044,0.3490786525820925,0.19800370028041625,0.05965786045401587,0.21982505910075092,0.04251073962025431,0.6229760145086919,0.44128804404868316,-0.13988824648529521,0.5374471181486048,0.12399271633028387,0.20035916997209163,0.22190995705173963,0.4785830787573142,0.5374844486153483,0.1306533943448806,0.12335862823623474,0.5818905070806557,0.45514500301955807,0.43144744071614344,0.3793458031098785,0.6525088457018764,0.7422650238455075,-0.06186976201043325,0.3049346023317983
OFCmed_L,0.4212328530149497,-0.3437300554885921,-0.11192258841323954,-0.26780017202143624,-0.10160245841356026,-0.07083681669374266,1.0,-0.05719993970379935,-0.3627554105826039,-0.36467478758765004,0.00696673679785764,-0.15722211237022365,-0.2053964576229479,0.23809928982232062,-0.1487976616664617,0.41589328784709323,0.016224376053427723,0.093402319898674,0.43367394633488116,0.39290269464568456,-0.07935941158202192,0.15712151454487114,0.22765108674795295,-0.37488580426912144,0.1750506071112323,-0.16899314100596532,0.18882549403398574,-0.23138753601622422,0.7026262761357458,0.09181937869651648,-0.1264279999042068,-0.2409317558822149,-0.20963228167200854,-0.355816603744163,-0.10822684222698352,0.13939677645506723,0.18490575162139508,-0.1637868078666075,0.06899067546143886,0.0006504266725407917,0.0002709298166529164,0.19785693997937737,-0.3755680378353135,-0.2501459941262885,-0.059174198823689496,-0.042644014212821164,-0.3608753748375265,-0.010906542615155912,0.24439688582655528,0.23462128506957078,-0.17660825375500963,0.1335109362550843,-0.12814619169192934,-0.2337797820911382,-0.19804411652163548,0.15907338027157644,0.4459809867886022,-0.32277257480176896,-0.38770017662263034,-0.10319147101248997,0.5066798658867557,-0.09121997514849155,-0.1758488151147845,0.6230645097910423,-0.22539119421582668,-0.20241370277497192,0.4344830440642918,0.027705475007802828,0.7370089620298597,0.5767896930737397,-0.42094713799631583,-0.14643100392500216,0.4854125803544469,0.2206492597298591,0.6280286257459228,-0.31106416186874064,-0.20821467893976392,-0.04382032545455042,0.4406596801087552,-0.4410806534470107,0.4051240608763007,0.14097743945492067,-0.023057257446596927,-0.2850392834799407,0.13931328660714012,0.30470187973053053,-0.13141747305083498,-0.0942542654643457,-0.42299631025873435,-0.1614017597208553,-0.19961404592395526,-0.18340230804414162,0.03693507334433281,0.15475510002973186,-0.17647640963983255
Fusiform_R,0.28339369623600563,0.3443194481535302,0.6945938140401058,0.6708821038309316,0.613906174665901,0.6462075691496366,-0.05719993970379935,1.0,0.28413359807633926,0.4477835157559246,0.5152439764516067,0.1712013357965215,0.0805300516781383,0.41448204938354866,0.6898957303150652,0.4895021402338759,0.25682938483304596,0.2727358134758797,0.20397806191639575,0.3688291996539412,0.553420619731048,0.12187171011280239,0.39205504633425786,0.2823097399381712,-0.04757495183197352,0.7010431344111285,0.46836219516372674,0.13936469197057866,0.21436086821437247,0.2967122996377937,0.8515150556893382,0.4733905214878131,0.6311443838626486,0.5601414422435699,0.46104844836251524,0.16014053613054674,0.0800554790722627,0.42623216935153313,0.21384327154376334,0.31974495558324,0.8197866190647916,0.0250034634021122,0.5477268250659123,0.29621581660955276,0.7525425882780558,0.4636745665089811,0.5374924970358125,0.5101498388105049,0.3911562108655821,-0.07599735419498631,0.769474660565772,0.47006310684925073,0.7217134457142089,0.5437831553303883,0.70059718301883,0.3499622330996654,0.45423320794736627,0.525482976304601,0.6127349810025805,0.21725127384739223,0.33463473170834473,0.624826829587986,0.5817291453350827,0.22943541912295676,0.5986422571906653,0.2365460503259824,0.2490611406241675,0.7918406322866536,0.03480672200747159,0.0019092885130520666,0.2539494566329861,0.5699993192473806,0.010466349256082268,0.4717309888326634,0.23272378652445228,0.3227805678010623,0.6922172062879037,0.5685126473812332,-0.08571025242875392,0.5233288362736447,0.23242818299558868,0.5578812440538121,0.43515719924826635,0.6687330393074221,0.6558908029729595,0.12364869535978464,0.5366722128979282,0.6447175819668745,0.319506827183594,0.5703827089598721,0.565759744445823,0.700765647792758,0.6545982790829346,0.11771254986554906,0.5541873314006532
Occipital_Inf_L,-0.15129121215541264,0.34973329324048635,0.327524899109259,0.5891032222124418,0.18728372637505245,0.049666347860192944,-0.3627554105826039,0.28413359807633926,1.0,0.7357880039491445,0.31564160032821054,-0.20368794369196805,-0.15679656486973906,-0.09088773770446781,0.2670798000135056,0.05588469973889224,-0.28073255365659844,0.07836709930893655,-0.23922196017272662,-0.4411468557652209,0.5527993144281973,-0.278087998812331,-0.21779438584007457,0.6059808844579173,-0.6283346879205439,0.3137418986875336,0.21481776927919666,0.44233856748679296,-0.45265715934869727,0.07642223558945856,0.38514720591020785,0.09408514804677161,0.7598813807322896,0.5561836504550602,0.020733735868082616,0.34996580625920704,0.028520153505958053,0.565789669316415,0.09788313356953025,0.09613643153918111,0.2913885709398244,-0.11773447819042279,0.701511816696563,0.9399111939611052,0.5114640742040099,0.7440732071569338,0.5225330884852885,0.3497529215474924,-0.3612025605944621,-0.20887788124394932,0.4082606004605329,0.12435212146577787,0.25083382576726765,0.34788139285151387,0.7966289220410837,-0.20778263755879403,0.019303072119211246,0.923883685800008,0.7185967300116689,0.21391594308357206,-0.4237502533218415,-0.09437755964095067,0.6223732668970581,-0.16271445398031859,0.5431974256290893,0.36897984326524796,-0.12138397611632112,0.05365136783198726,-0.3496809648223291,-0.627126610970057,0.6479888552200774,0.6662041715933533,-0.6805202050229404,-0.14009313433898188,-0.2691754550506911,0.804504895938517,0.29366333489974444,0.031538433671736525,-0.2680676382013723,0.631930969259364,-0.05857496382774923,0.3003878739520383,0.5314334236276145,0.7048991949983061,0.11021989269341374,-0.3385918093518183,0.7041395735946769,0.27391678253194435,0.5767142216574845,0.6443437498491806,0.2814228049643285,0.3710642315163071,0.2689293958238908,0.11426347883146931,0.65407967974517
Occipital_Mid_R,-0.08350957559585805,0.36226694720128905,0.5384814177122008,0.5500221026457672,0.15063679440467992,0.45079755610340444,-0.36467478758765004,0.4477835157559246,0.7357880039491445,1.0,0.07288124538471999,0.3693397212549711,-0.19183226566568748,0.17443878995662518,0.49689770907349173,0.24067478063188608,-0.16165790501129532,0.06550403418075096,-0.10334532483693365,-0.34229999597361743,0.5997083010284147,-0.13238995595670994,-0.2412161273077813,0.7416044333248109,-0.520262897190187,0.6446018733644859,0.10390746430940097,0.3275450032034821,-0.3593726067239431,0.12005779848996317,0.5238039173703322,0.5976014813767703,0.7933450448747937,0.5081384052258191,0.1142241068018116,0.10549277314179016,0.10730730759543125,0.7073559098331285,0.13586977480869125,0.02809000052657025,0.4447669259617841,0.026493779015764354,0.9487106262723135,0.6852836356802389,0.5398620055755606,0.569709325672339,0.6190861765595423,0.34854143933820425,-0.17944024227005048,-0.14334554636744332,0.5742126606658222,0.07461306596465467,0.4728125725711267,0.3728631569224845,0.7006915887112226,-0.26694758229658255,0.08016294741231897,0.7527177186405584,0.8178679345962268,0.37187757759853945,-0.3039449355643385,0.3135411892694327,0.8636997082903556,-0.10781044020179949,0.6622742037534616,0.563643725876689,-0.02547834779549719,0.2616532447458122,-0.2607049550640406,-0.539941419178816,0.610495552326702,0.5748306468909288,-0.34428133534673194,-0.26852240361535307,-0.17464913762349712,0.6865765038383171,0.4450781077051454,0.049033832894769265,-0.3798043365054088,0.8973229282435585,-0.09237788769139593,0.32591181232806465,0.40209193328259,0.7338169309740775,0.21984503871181157,-0.17519382217439494,0.6101868467653175,0.4560302160202556,0.8909698937160767,0.5990632716283414,0.3778994632707114,0.4676914476288572,0.529548912302473,-0.04060283446706554,0.5783940606024177
