,Caudate_R,Thal_MGN_R,Cingulate_Mid_R,Amygdala_L,Frontal_Sup_2_R,Postcentral_R,OFCmed_L,Fusiform_R,Occipital_Inf_L,Occipital_Mid_R,Thal_PuL_R,Parietal_Sup_L,Thal_AV_R,Thal_PuL_L,Rolandic_Oper_R,Thal_VL_L,ACC_pre_R,Pallidum_R,OFClat_L,Thal_VPL_L,Cerebellum_10_L,LC_L,ACC_sup_L,Vermis_1_2,Temporal_Pole_Mid_L,Precentral_L,Vermis_9,Cerebellum_7b_L,Thal_VA_R,Thal_IL_L,Hippocampus_R,Precuneus_L,Calcarine_R,Red_N_L,SN_pc_R,OFCant_L,Cerebellum_7b_R,Thal_PuM_L,OFClat_R,Pallidum_L,Cerebellum_4_5_R,Thal_PuI_R,Occipital_Sup_R,Cerebellum_Crus1_L,Hippocampus_L,Cerebellum_Crus1_R,SN_pc_L,Heschl_R,Frontal_Inf_Tri_R,ACC_sub_L,Supp_Motor_Area_R,Thal_MGN_L,Frontal_Inf_Oper_R,Thal_LGN_R,Fusiform_L,Thal_LP_R,Insula_L,Cerebellum_6_L,Calcarine_L,Cerebellum_8_R,Thal_MDl_L,Postcentral_L,Temporal_Mid_R,Putamen_L,Red_N_R,Raphe_D,Caudate_L,Temporal_Sup_R,Olfactory_R,Temporal_Pole_Sup_L,Thal_PuA_R,Cerebellum_9_L,Temporal_Pole_Sup_R,Thal_LGN_L,Putamen_R,Occipital_Inf_R,Supp_Motor_Area_L,Frontal_Sup_Medial_L,N_Acc_R,Cuneus_R,OFCpost_L,Vermis_10,Thal_PuA_L,Lingual_R,Frontal_Mid_2_R,Temporal_Pole_Mid_R,Vermis_8,Thal_MDm_L,Occipital_Sup_L,Cerebellum_10_R,Vermis_3,Rolandic_Oper_L,Cingulate_Mid_L,OFCmed_R,Thal_PuI_L
Thal_PuL_R,0.17948402415630477,0.20585682271372002,0.3622013469296724,0.4788903769334593,0.5586150117246949,0.06480027655264751,0.00696673679785764,0.5152439764516067,0.31564160032821054,0.07288124538471999,1.0,-0.41519391175867426,0.2707899736323689,0.09778793690668687,0.39674874170112395,0.1540087063927865,0.11904744488592872,0.18792001858627,0.18595473033355078,0.3471623442430181,0.35468315488260566,-0.012710648514495524,0.4949729098667579,-0.13895285458154044,-0.03333853017277823,0.2555011427296416,0.5535287524992462,0.22920849704794966,0.19441212950223397,0.0812395546096991,0.535862818596727,-0.17089410212371858,0.3673673369297714,0.4248976832263607,0.426216801575445,0.37187694105768154,0.09834781037652751,0.15539698420168663,0.08736736784555052,0.2703024962488983,0.32759028095459913,-0.20534361878781304,0.15046763129353874,0.3478034507473358,0.6094489119803976,0.5022514812322777,0.24536960678671962,0.42008693198422714,0.2705518905832353,-0.016870050596482198,0.4264358031319944,0.39206921367181724,0.339439609035578,0.4136013203304942,0.5406163859040292,0.35664301073702454,0.3335695945062876,0.4063835544760506,0.27415039551313847,0.18646431122079946,0.2737151104975326,0.1925007574208273,0.21912937017412273,0.16497977732766836,0.26002440054491427,-0.10729104981820019,0.14550147297261595,0.4608927342419127,-0.02075217134503869,0.07097401083393992,0.13609536746128237,0.5086076854547638,-0.026532242881196915,0.6475250266265568,0.15270829563684424,0.1995045984732837,0.4069703847306147,0.47545110836340804,0.08616647798190889,0.12703306073793166,0.1887923564095363,0.4096116325830666,0.5446398080291363,0.3269168211907802,0.4952929646045089,-0.025148202384683026,0.48836555838122286,0.38380825916130773,-0.08872689018097811,0.42723324183292677,0.2478791379695182,0.4885440442965332,0.2793228683543605,0.2157238434944523,0.43256380625052204
Parietal_Sup_L,-0.10020612540671132,0.06398922825621622,0.4010645638363847,-0.05099742355499667,0.017761933130701266,0.6688315253193089,-0.15722211237022365,0.1712013357965215,-0.20368794369196805,0.3693397212549711,-0.41519391175867426,1.0,-0.0674452933770727,0.34629396121502776,0.276717875977793,0.084347015532646,0.19453745515008616,-0.1062145831231941,0.08103811523560767,-0.05740809326181602,0.09029442833293773,0.21188915121228052,-0.10862097225451246,0.39043486389144094,0.14121820234448054,0.5102792595816397,-0.3737608780420223,-0.10158452586462209,-0.10528291001727311,0.03697105109093955,0.19179252061253643,0.8336153859781467,0.022566545791162906,0.020696287565603426,0.1013671079982707,-0.4019960656020605,0.14983865043291306,0.24500226073197523,0.05583320988553616,-0.14399868061423446,0.1865642708541999,0.1276198543440831,0.3860366942886339,-0.2594653009784204,0.051193505515655074,-0.26748704915692934,0.14912058012469684,-0.04361434079050942,0.04860859294745664,0.14576352224684744,0.24303573842437787,-0.2077834009003288,0.30279111190029495,-0.008814906266950254,-0.07487157347644198,-0.19679434247830582,-0.09686231746133599,-0.1250752277865135,0.17858196873540916,0.27180567128970656,-0.09960788539120202,0.6277761046650994,0.25856794303786745,-0.13012752868888894,0.23343096262363094,0.35596713549871745,-0.0657574165098897,0.19398084741760555,-0.04990894383126952,0.027882535403693967,0.11708596993241496,-0.08793743380803769,0.3209961786441571,-0.3964228938794535,-0.06991259910409056,-0.08851987561141207,0.25239151392509485,0.04574952426259998,-0.3133965436187369,0.41070363255246833,-0.057982553736376605,-0.1603978131721996,-0.16078706222884104,0.1352924630435338,-0.0009329793690291556,0.0853036207361394,-0.23499693433317706,0.15801332070252025,0.5606849161379857,0.005591636580346214,0.07401020146816147,0.11195260685404824,0.4477349812483851,-0.18654403149449994,-0.03886017366625405
Thal_AV_R,-0.15682798683989022,0.1349680528683247,0.07797693005575826,0.04110255904469174,0.2850392014520194,0.057115748954124676,-0.2053964576229479,0.0805300516781383,-0.15679656486973906,-0.19183226566568748,0.2707899736323689,-0.0674452933770727,1.0,-0.042049766194417096,0.09489784992084041,-0.20173437765271218,0.1440090080470874,0.18016494536714758,-0.13443445059234907,0.25136518938225755,-0.00164409422958062,0.2974822632758552,0.4280849090628997,-0.26175311974638177,0.24328516437891443,0.018316159625792368,0.039182945095967286,0.03161803495400049,-0.0034544293740809712,-0.09510917413095428,0.11768959400300523,-0.06880755634732642,-0.13117747493982643,0.07911332425376565,0.28789186786858834,0.03978068125912768,0.01227398763130137,-0.18603553006887877,-0.057980308964085674,0.35648236101153974,0.0016488776722094426,-0.1275757395968135,-0.17582324565554258,-0.21453208822345937,0.055989710446904324,-0.13959257550789347,-0.019078721405042052,0.0027899336039558863,0.26285734199646904,-0.09890637999561017,0.14469664799239093,0.21967163449729982,0.12831768618854136,0.22378976531097483,-0.05397765911590321,0.39643509843149993,-0.006428373480972278,-0.14739302939108725,-0.037259696623962266,0.07031564980136239,0.08608938830648424,0.2212327411887951,-0.0992733297179567,-0.0028486619438920532,-0.010914151137981564,-0.30690749254375477,-0.15474334546602808,0.2037544270953288,-0.18811769187380467,0.11288059930278009,0.07169161262073034,-0.07113542207021506,0.14241644128016098,0.36666690373745825,0.04273224822766498,-0.15366117528194242,0.15502403156123293,0.3276027562691513,0.13058901048535254,-0.0916090991347256,-0.07968980577604311,-0.03453261294671343,0.02921089925968885,-0.01926211114281972,0.18978583572620766,0.055305892593854156,-0.18177921866466798,0.1869784355448777,-0.17949316420645503,-0.09207728671714416,0.06814960444387677,0.13290841182415636,0.021640621483332838,0.12819035539195778,0.022916130410820548
Thal_PuL_L,0.12122623434157531,-0.13615246926510924,0.5990830379455262,0.16507323172587235,0.34694467392476647,0.531961970104206,0.23809928982232062,0.41448204938354866,-0.09088773770446781,0.17443878995662518,0.09778793690668687,0.34629396121502776,-0.042049766194417096,1.0,0.38799713226391214,0.4605465006157648,0.012259079533680023,0.13885956250495513,0.33727300583418346,0.4023867590713909,0.33499182875264477,0.2828849524651533,0.3905077969731087,0.17951688929310153,0.06049403348386159,0.5106113273759577,0.039005555734418815,0.04361253145306577,0.3664662011467902,0.05220435145230754,0.43979659265676646,0.48278728918249275,0.1341741265442514,-0.003553107189118328,0.45220258759165477,-0.05867199252263454,0.15730806793123694,0.528581346748035,0.0032183298382933126,0.19046607674792343,0.36139421897987434,0.1495703194035001,0.17181310300684247,-0.0733814085585016,0.38019959589717783,-0.007677695765213658,0.07821254578197719,0.5034915049835746,0.2559085392075619,0.11033629774857731,0.43333149774172286,0.2513642091555625,0.2728948210715792,0.17585132915288967,0.2250470130168629,0.21159492143585792,0.32985458324505773,0.05360569111535362,0.23552377374679004,0.10426968567157947,0.4000875952936388,0.5517283634018844,0.30084896793708094,0.3489817962954902,0.2817356693874593,0.3128184219258733,0.23695912394384544,0.47247118428866214,0.1795738996767129,0.21866643121136953,0.1848793170861415,0.10532203490052866,0.36133928269398746,0.11208902202290058,0.3542330814065621,-0.053035935110649045,0.44029349789919325,0.38673228941647997,0.11816887260634625,0.16583206617765356,0.10776359456369296,0.24597164954504655,0.38139084269185647,0.15369786023168713,0.4120485547717013,0.1332260973551344,0.0316108212707816,0.4945437104572869,0.1788015353456244,0.2930192765715494,0.22093914298484735,0.35643187551305977,0.6866175997374269,-0.045558546818171106,0.3074775102155449
Rolandic_Oper_R,0.37135847616877127,0.3876856066254145,0.6203549141961691,0.46433052973274297,0.49182704823653367,0.6396418417239501,-0.1487976616664617,0.6898957303150652,0.2670798000135056,0.49689770907349173,0.39674874170112395,0.276717875977793,0.09489784992084041,0.38799713226391214,1.0,0.5125037108981143,0.23262322243642136,0.18082795356705605,0.2100808657340656,0.31738198372462106,0.48287977141878063,0.1326585073668525,0.3924112187360288,0.4485630327152738,-0.05730267334676547,0.6296149447930727,0.25535508536592655,0.12287980989218798,0.10302419511717799,0.3418026973671929,0.654281734394838,0.529770502154607,0.5322553526163886,0.470153944307242,0.3558881628078073,-0.08922906586969233,0.034870483403242884,0.48848239886004785,0.19652144816454217,0.20512885285174337,0.5723175122135412,0.12995014923740952,0.5248761423620186,0.31529874064468,0.5719431562704465,0.37682207844127946,0.5632443736129714,0.42296207539278063,0.48548282931002434,-0.10432908913657865,0.728324118079261,0.42623708589280096,0.778946164726146,0.5134472612931947,0.5469883843480448,0.2548852755934426,0.4898986063598807,0.4154314229601803,0.5723797114147073,0.3820576182121148,0.27089202126582024,0.5720541746364068,0.5679309400498573,0.1524441191946194,0.5321030919427432,0.4503625243566227,0.36244550639745576,0.771309137018627,-0.0028310866909830104,-0.04526404589708725,0.19623236758086018,0.4966638712095503,0.10897790226818525,0.3358931859309434,0.17777490663298492,0.2737975255215278,0.5717243250011536,0.4254145293714318,-0.10122114027158342,0.5547177834541641,0.16157895442550174,0.3603405976258423,0.45837700099753714,0.532596132488725,0.5708298078484256,0.08313101143104075,0.39112162483722446,0.6088681951000808,0.3765327384059355,0.4508275280127957,0.5681451671592028,0.7216460921110702,0.6155919367694832,-0.1234591721455163,0.4614095531519925
Thal_VL_L,0.4087652453569839,0.17655218916567886,0.3473365657514602,0.25799358121283095,0.2390369130173319,0.47890276840684,0.41589328784709323,0.4895021402338759,0.05588469973889224,0.24067478063188608,0.1540087063927865,0.084347015532646,-0.20173437765271218,0.4605465006157648,0.5125037108981143,1.0,0.11034690960743303,0.015591534406508244,0.26495622519910367,0.4549175119401835,0.31026793937681335,0.13218357868818137,0.4080954925384851,0.20560078035709667,0.017907704485235012,0.405135472066318,0.1846840581588327,-0.052627526829459204,0.4660056739008485,0.5830094784604295,0.3579687059990168,0.3005341770211098,0.34127839480642924,0.07780348468785171,0.07220010631860897,-0.12881623014320912,-0.15343845784626262,0.4485155791015005,0.18650378645186907,0.08844593799566249,0.5068482402845117,0.4618674364675296,0.24168865424376318,0.14452667552577092,0.318327089923489,0.13747516554336467,0.2978179559453196,0.3931332002434073,0.34139648409907686,-0.02036851577634675,0.4671680957647747,0.5271677255396611,0.44920619410088947,0.17863469869662507,0.32254644073830296,0.35052061503010706,0.5688263502387828,0.19639062569761448,0.3239335158256364,-0.05346665361631228,0.5552687276284163,0.3741148447599808,0.35434327048573694,0.36342220008959725,0.38970778753343993,0.4137115617281478,0.5050081591623926,0.49882673350073714,0.22138265360340662,0.19435262376323362,0.012710122702996552,0.19806194303407498,0.2038301258648224,0.2805706519796177,0.40194901745427464,0.01761477609426322,0.34155300618981554,0.24100957538772433,0.07147478828480212,0.2573121322160247,0.41011520494311343,0.35852088867111165,0.4477623821818363,0.26311990937294844,0.5741377461127031,0.21362622470607567,0.17057522564618915,0.5208566800440306,0.12602283966626804,0.308196115306949,0.41452877829222484,0.478462996044368,0.4498700649063928,-0.041020572036066565,0.2840138017206545
ACC_pre_R,0.07592240140273687,0.23374244812619394,0.1240689028509658,0.04728239912942011,0.3731250522352016,0.2620157993399427,0.016224376053427723,0.25682938483304596,-0.28073255365659844,-0.16165790501129532,0.11904744488592872,0.19453745515008616,0.1440090080470874,0.012259079533680023,0.23262322243642136,0.11034690960743303,1.0,-0.1850845670235816,0.1455870704470964,0.29116258494990876,0.013060993370382858,0.18904858309761657,0.3630341156681417,-0.008207258948883113,0.16475885367826854,0.12693741505228268,-0.10007997502013506,-0.003669707423209396,0.08069989124824807,0.35919654824874286,0.17017542835714455,0.179295484992513,-0.08579067651938571,0.12675088111210978,0.030189003363544874,-0.2994482131213003,-0.12109045627691388,-0.20359834986879757,0.21804205922643383,-0.11007578864019323,0.34163923237267696,0.20489694260636435,-0.07808275712204657,-0.25059499265581797,0.0031792188624997705,-0.19960260310840716,0.16250001487881408,-0.05968564829878361,0.2929871839120259,-0.06702404357546536,0.11974677852167331,0.1892947989887824,0.33038717140275714,0.10042324701806743,-0.07793506044540431,0.29849899066690844,-0.013586379984499273,-0.11968518200610131,0.009409386593472924,0.04771625620361507,0.2153077807598003,0.3505557741045671,-0.09260687661500504,-0.1857295470476281,0.11445397769722389,0.04192786516189044,-0.050693532776925024,0.32243233287365924,-0.06961144553256582,0.21075928368244015,-0.2564520294850295,-0.06989499911732884,0.36039856778322477,0.17221433953767706,-0.07497770297542493,-0.2713141410909391,0.10140718662472371,0.4965319538719835,-0.21396038269626397,-0.020385072112176737,0.37000059482486275,-0.0276834841600398,-0.11237338183512156,0.07160178214900455,0.15593143132831416,0.09349878522005506,-0.1365856414047279,0.062190291262321284,-0.015011580929014128,0.08180296555731784,0.12111961134347358,0.12187200601783907,0.07760363804339676,0.1766758960140678,-0.11319737634286088
Pallidum_R,0.39559898390804515,-0.018886300296325813,0.2632549680714934,0.3064154180283041,0.259459402688619,0.20121251178102117,0.093402319898674,0.2727358134758797,0.07836709930893655,0.06550403418075096,0.18792001858627,-0.1062145831231941,0.18016494536714758,0.13885956250495513,0.18082795356705605,0.015591534406508244,-0.1850845670235816,1.0,0.0556882783758878,0.3152264049786446,0.2715930373265462,0.18566172019567628,0.20943039080466677,-0.004289587838067674,-0.0025294538512440523,0.18595243408904066,0.3622391952612138,0.021404442195323323,0.280573462434047,-0.16789107813746612,0.3405334327546393,-0.0696845094452388,0.1573469164692143,0.29424801124637284,0.31585532696066926,0.3479912071629864,0.41760106638166217,-0.04299104029559121,-0.13541830047974734,0.7431600976314772,0.10961244111316111,0.02410655066797403,0.025813097788988888,0.10376099753965642,0.34219934111273814,0.29023895655069737,0.11328907849329506,0.18298791756219382,0.4005145449593051,0.2024195322551655,0.309785156764611,0.021973598107528032,0.17749144873508257,0.1675172409442361,0.19732157561644117,0.3053383085945068,0.5133839518106778,0.10239646107878177,0.09628277054255797,0.23455414345687006,0.17687468387265148,0.2009447547101681,0.18794120206917278,0.6427768171100792,0.021654216040636196,-0.3086394543003162,0.33993767356570415,0.29309919815115765,0.3751417666356401,0.1164452391185397,0.05833724888006474,0.2553637929284381,-0.02829823820847854,0.37046452404755126,0.6078893372688393,0.11930520372648441,0.27384964709400117,0.2890846355977534,0.5409487395404046,0.017737421327148405,-0.19800570673571377,0.2657090087790855,-7.70044899486139e-05,0.09745726635037681,0.39092877374635787,0.09002798092040556,0.21596763057211676,0.14962389459460843,-0.10602031928382238,0.13352235954903813,0.1673344359558377,0.21918708135702025,0.2322521994363055,0.05575556328169446,0.22012253415340868
OFClat_L,0.3972256182185957,-0.06960921290914947,0.30767722214974436,-0.16568529112948258,0.12301162868445757,0.2881868120296839,0.43367394633488116,0.20397806191639575,-0.23922196017272662,-0.10334532483693365,0.18595473033355078,0.08103811523560767,-0.13443445059234907,0.33727300583418346,0.2100808657340656,0.26495622519910367,0.1455870704470964,0.0556882783758878,1.0,0.4729699339865111,0.2009732956237552,0.10102883726092081,0.19827328990803866,-0.24691699093550754,0.202400166761277,0.2552029074348021,0.24563596419742992,-0.07031452702912157,0.6516960088468201,-0.17446379838170276,0.3011146362816708,0.1916210655318884,0.003500092756464775,0.004395687122807159,0.3884193841187051,0.22247231673440013,0.27686529891786943,-0.11288347855219964,-0.054625945824327574,-0.11572374799891938,0.18768877314014493,-0.07046389817944423,-0.05382455412847177,-0.1717152648911843,0.24623494523325254,-0.0032845979620944495,-0.05203400187431546,0.4205372886256685,0.29424413185362375,0.27050697731514867,0.30141747364265303,0.11383453448910803,0.03009844864159205,0.2232618576971957,0.11127798252633771,-0.03463691543860172,0.5171969927078179,-0.13382664180055778,-0.12616393748201796,0.2943486754291216,0.5665011843013917,0.24766934028278415,-0.038259929335429654,0.4972627070376918,-0.05082193314848209,-0.05276251704508868,0.44467664484392216,0.3169888230334663,0.625430786748787,0.5016408159302793,-0.47022657739284646,0.1559026223219237,0.4746069830793591,0.22810169299831579,0.5104210211725463,-0.3112359545441667,0.19306574693632492,0.176708560178932,0.28618468217737214,-0.03896568136306293,0.11276660936301913,0.18839581538139313,0.014063705633367977,-0.001903808823456754,0.4006149913090303,0.2770943149681869,0.0022460607024509874,0.19469812089801122,-0.2079145195015814,0.0817139492529962,-0.027807072234217117,0.27857005039839744,0.31139329612683564,-0.1722830602749274,-0.11357922973042578
Thal_VPL_L,0.5800744418377716,0.09069241757567989,0.2658415985794583,0.00917587862937308,0.35679892519560463,0.30936091055077286,0.39290269464568456,0.3688291996539412,-0.4411468557652209,-0.34229999597361743,0.3471623442430181,-0.05740809326181602,0.25136518938225755,0.4023867590713909,0.31738198372462106,0.4549175119401835,0.29116258494990876,0.3152264049786446,0.4729699339865111,1.0,0.11696924071525994,0.44071724918650285,0.6712996846270212,-0.43212703485366255,0.4939410978142502,0.19686044401921457,0.2866480829093918,-0.24107012293045577,0.6838139555213008,0.21687760512813692,0.29217521581604017,0.028950321466139975,-0.14420600894419686,-0.010013768708908473,0.28809097502963077,-0.046372433822490226,0.019482584371923555,-0.17884074711431425,-0.008181454490859644,0.29133398272237426,0.2924970558836949,0.24772938560211508,-0.3097033504747395,-0.35993845469700175,0.18611793888372646,-0.17233015516147177,-0.021283627152157383,0.37046943880868766,0.6604868081957811,0.17060150664378243,0.2899722869569097,0.4088933510342432,0.20546981297453368,0.17949799199835587,-0.045973594816068684,0.5860700065309643,0.5302818053738522,-0.2782256476764234,-0.15404737447813324,0.08120700192624851,0.812950377744049,0.4506376055954888,-0.1543896604387996,0.5445936769853948,-0.0521085980341061,-0.16692457166129046,0.6025700129210261,0.47126241527322066,0.45952862511618237,0.6722811686569338,-0.3828806676190206,-0.05060132893643259,0.5391856920095828,0.6725093630691144,0.667308517396018,-0.44201776040345114,0.26701268847969895,0.4728073911140724,0.4068398330826691,-0.22110960810727176,0.28351971178895685,0.225610735667999,0.08897313760985817,-0.1029430375445133,0.653707047195205,0.404624284653504,-0.1780702893921799,0.4480681787451829,-0.41635507007275985,0.007471233494199075,0.1618340892645631,0.3431139049115708,0.332652453245863,0.0854000492320568,-0.04218082549105508
Cerebellum_10_L,0.12153506998277966,0.3979126254470451,0.695084747862385,0.5297005149031383,0.47342899612377454,0.46957305632900304,-0.07935941158202192,0.553420619731048,0.5527993144281973,0.5997083010284147,0.35468315488260566,0.09029442833293773,-0.00164409422958062,0.33499182875264477,0.48287977141878063,0.31026793937681335,0.013060993370382858,0.2715930373265462,0.2009732956237552,0.11696924071525994,1.0,0.10770224745477193,0.17443132648954,0.4361939059146747,-0.22967314957653778,0.6363300207319057,0.2936436114912737,0.3095137262242568,0.018485652543272092,0.10497308682525584,0.6419146083048233,0.38101605095133867,0.6637129536020099,0.5321591049198062,0.3621822365374708,0.19736868494316945,0.27718999557998664,0.4505283545921989,0.035010057039019216,0.25730190402544806,0.5786785802557033,0.060462075156980155,0.6011151953935931,0.5481305170731634,0.6743676533278946,0.4926275190171613,0.5415229119594808,0.616800050896884,0.09441749583056161,-0.02309916791095837,0.6509683756783369,0.22627894719482367,0.39854306658866556,0.43764152588191735,0.7286386687654027,0.13350758863745485,0.34478318935260044,0.6526583828332403,0.6770481277414562,0.4770117120085203,0.14204296082924553,0.4536288358437031,0.5895685800795885,0.1693442935741525,0.5494764738553247,0.3024083166991004,0.14779267691985565,0.45777615359903245,-0.010887460376524891,-0.09213081551007601,0.3412171399849378,0.6586238928069061,-0.13389013661360993,0.09200127789978246,0.17427897555676655,0.40882600796187146,0.581481006821171,0.4364652748334478,-0.04673119831527709,0.5932061871371214,0.12410960844076142,0.4427938806630635,0.40210156056795127,0.6970519239734279,0.5481281648873034,-0.01564617638035933,0.49943924293484715,0.49985141538331157,0.47655160330591984,0.7696378035795837,0.4269482506368561,0.6299580388553945,0.6626947843179537,0.113674781450211,0.5461183181962281
LC_L,0.18512852723373366,0.17605941702724104,0.18739224492716477,-0.05510818120676604,0.3055422729960868,0.3038860608810249,0.15712151454487114,0.12187171011280239,-0.278087998812331,-0.13238995595670994,-0.012710648514495524,0.21188915121228052,0.2974822632758552,0.2828849524651533,0.1326585073668525,0.13218357868818137,0.18904858309761657,0.18566172019567628,0.10102883726092081,0.44071724918650285,0.10770224745477193,1.0,0.35306140251143325,-0.07608019700183839,0.31634485335859375,0.20497469598621523,-0.06941138719825958,-0.07095006487075661,0.2708408246360419,0.09938488626748547,0.16401358580524475,0.15076943065264023,-0.10008354927305314,-0.045420170303010654,0.14712705817982202,-0.1409858778532459,0.06400135099150031,-0.09298828593915709,0.027752584546747887,0.197072932822281,0.24140881750768825,0.16581391362386744,-0.14366568990242742,-0.2504932958802819,0.07909657443336301,-0.1882250418644838,-0.05492428045694749,0.07176306492468185,0.36374417773012724,0.10214006095192046,0.15231275114921802,0.1599293935228994,0.18297107146996947,0.039431735355215256,-0.0638921607177189,0.316928903400832,0.1733270066862351,-0.1550748725609248,-0.006187844234067157,0.12256591611215459,0.31409229767519087,0.4041177900180812,-0.029437554445919688,0.22100371904000798,0.07549073094175224,-0.06146153999512662,0.20377891158664202,0.20649622153022332,0.16186454758890031,0.3517244385316517,-0.08224065523168857,-0.11804144205959974,0.35212540230972733,0.17404518537418104,0.30217304783029164,-0.2657353131676327,0.1920462573614336,0.2810329916591025,0.11394149182656715,-0.04611671521581559,0.02443555562514569,0.07419949175100403,0.015750882936095643,0.030909204167897743,0.28124805005914183,0.16761843352994601,-0.27929084888967054,0.2700739167637583,-0.06646056067340925,0.07446102228833332,0.04820317793114774,0.07964941691838742,0.2909057150940701,0.0865311917112557,0.06883848537596575
ACC_sup_L,0.2796699800845197,0.05621566552225641,0.307138360578891,0.13761750391619865,0.5441275813317953,0.268492233310816,0.22765108674795295,0.39205504633425786,-0.21779438584007457,-0.2412161273077813,0.4949729098667579,-0.10862097225451246,0.4280849090628997,0.3905077969731087,0.3924112187360288,0.4080954925384851,0.3630341156681417,0.20943039080466677,0.19827328990803866,0.6712996846270212,0.17443132648954,0.35306140251143325,1.0,-0.20711530500599945,0.28902787326155904,0.16549180600483648,0.12394788907228026,-0.11910584849608338,0.3999219251432609,0.3221251057993912,0.2758596445141462,-0.002419236248557098,-0.10299120835387611,0.046096989586845806,0.34427542133971323,-0.11566135277980508,-0.01199893373912938,0.10756085894758227,0.0941704442106161,0.48377785194217254,0.27085820392787824,0.18185226125949597,-0.21401772966156443,-0.18480686085173095,0.20015606999739716,-0.0822706231972256,0.020713628091955944,0.29602369940250217,0.5935944798058247,0.03678781741370091,0.2948365504249978,0.4225484247601437,0.3487589102147402,0.13517372187843182,0.06620952167866677,0.7477244364950868,0.4288643953365815,-0.1079113811798292,0.025290677169269693,-0.0210339133975233,0.5281653877091292,0.3993418924001062,-0.046644965262857475,0.31852506471413916,0.13121889357089297,0.011147884902774687,0.294220569882953,0.5606288959811886,0.04731790195480159,0.39310448982258206,-0.04590746747661177,0.05588689951064341,0.3981026515363324,0.6605814302953812,0.43377498887910687,-0.23239422009902155,0.2746911366379862,0.6481841006206589,0.3060556216267193,-0.17984909198422414,0.35666649907953596,0.22573206670311657,0.4124067634318789,-0.016993678264301888,0.6228920840608635,0.26363568989160197,-0.10643291802201754,0.40352401546298927,-0.2804375037145501,0.12394836187271058,0.29465195302265346,0.3631979803100868,0.294617303248901,0.19475805590620593,0.16171650066822923
Vermis_1_2,-0.17572528087762573,0.3035981387807081,0.4200700786174347,0.4437931041833201,0.19422294199867887,0.43335187913665274,-0.37488580426912144,0.2823097399381712,0.6059808844579173,0.7416044333248109,-0.13895285458154044,0.39043486389144094,-0.26175311974638177,0.17951688929310153,0.4485630327152738,0.20560078035709667,-0.008207258948883113,-0.004289587838067674,-0.24691699093550754,-0.43212703485366255,0.4361939059146747,-0.07608019700183839,-0.20711530500599945,1.0,-0.582417232692048,0.46662058944883816,-0.15612208692787005,0.3409574147382826,-0.4397810357624529,0.1868004748179268,0.3430105899176331,0.5091645720365003,0.5840536490566399,0.40247798632370846,-0.0006455086724705928,-0.0784557762609859,0.012305754273966869,0.6518499246205874,0.13448248406841193,0.02183099469721047,0.36632321549321495,0.11069844455361165,0.720387838226546,0.594967198513659,0.3247754497562789,0.393248669544898,0.6221493044414375,0.13501898515277239,-0.20430350542010928,-0.22315400060429813,0.4401680683582027,0.017011597632712983,0.45836334537916174,0.1997018192874699,0.5159196855403348,-0.19038095257464,-0.027911023857000693,0.6375998729445955,0.6848441717824708,0.2128261776456433,-0.40042291006947783,0.2512333739860232,0.6461098697597528,-0.24066208280626075,0.6017472644917657,0.6221981413362468,-0.18572941903691786,0.21027662558552984,-0.3454439082605619,-0.6111172476006671,0.5854809208611386,0.38999458361268297,-0.37700811292358666,-0.4236503554912774,-0.30444777525862277,0.61975498598566,0.34262606528751693,0.07390553656650688,-0.4298531613762556,0.6935054765232351,-0.07856567572742042,0.12083841634900622,0.3004272969888821,0.6056026946369546,0.014328136164226063,-0.32128137710328175,0.39124499963737774,0.2090418706974424,0.7442095215435816,0.5114908011844858,0.39045701939752336,0.322279129756867,0.39831170891398077,-0.12743770549925237,0.48394380830510897
