,Thal_MGN_L,Cingulate_Mid_R,ACC_sup_L,Frontal_Sup_Medial_R,Thal_VL_L,OFClat_L,Cingulate_Post_R,Cerebellum_8_R,Thal_PuA_R,Parietal_Inf_L,Occipital_Mid_L,Cerebellum_10_R,Calcarine_R,SN_pr_R,LC_L,VTA_R,Occipital_Inf_R,Cerebellum_3_R,Parietal_Inf_R,Cerebellum_10_L,OFCmed_L,Temporal_Mid_L,Frontal_Inf_Oper_R,OFCmed_R,Vermis_9,Olfactory_R,Frontal_Med_Orb_R,Cerebellum_Crus2_L,Vermis_4_5,Parietal_Sup_L,Temporal_Pole_Sup_R,Postcentral_R,Pallidum_R,Caudate_R,Thal_AV_L,Cingulate_Post_L,Temporal_Inf_R,Thal_PuI_R,OFCpost_R,Vermis_7,ACC_pre_L,Thal_IL_L,Thal_AV_R,Thal_LP_L,Cingulate_Mid_L,Frontal_Inf_Oper_L,OFCant_L,ACC_sup_R,Fusiform_L,Thal_PuA_L,Frontal_Mid_2_R,Frontal_Med_Orb_L,Occipital_Sup_R,Frontal_Sup_2_R,VTA_L,Thal_VPL_L,ParaHippocampal_R,Thal_VA_R,Thal_PuL_L,Hippocampus_L,Precuneus_L,ACC_sub_R,Frontal_Sup_2_L,Thal_MGN_R,Temporal_Inf_L,Vermis_6,Frontal_Inf_Orb_2_R,Frontal_Inf_Orb_2_L,Cerebellum_Crus2_R,LC_R,N_Acc_L,Supp_Motor_Area_L,Occipital_Mid_R,Putamen_L,Frontal_Inf_Tri_R,Thal_IL_R,Vermis_1_2,Insula_L,Thal_MDl_R,Temporal_Sup_L,Supp_Motor_Area_R,Amygdala_R,Temporal_Pole_Mid_L,ParaHippocampal_L,Temporal_Pole_Sup_L,Olfactory_L,SN_pc_R,Thal_VPL_R,OFCant_R,Amygdala_L,Rolandic_Oper_R,Cerebellum_7b_L,Rolandic_Oper_L,Precentral_L,Pallidum_L,Vermis_10,SN_pr_L,Thal_MDl_L,ACC_pre_R,Caudate_L,Cuneus_R,Precentral_R,Occipital_Sup_L,Thal_VL_R,Temporal_Pole_Mid_R,Raphe_D,Cerebellum_4_5_R,OFClat_R,Cerebellum_7b_R,Cerebellum_8_L,Occipital_Inf_L,Rectus_R,Cerebellum_6_R,Thal_PuL_R,Hippocampus_R,Temporal_Mid_R,Temporal_Sup_R,Thal_PuM_R,Thal_MDm_R,Thal_LP_R
Thal_MGN_L,1.0,0.2325594411261723,0.4225484247601437,0.17633177659935773,0.5271677255396611,0.11383453448910803,0.3377123235764125,-0.10355742088885554,0.08931841367290073,0.0257770431667375,0.051154373475057795,0.21642673395984063,0.4258005316283049,0.1439785105578935,0.1599293935228994,0.033697094927260134,0.1535801661095045,0.3295544409920757,0.10240951499173029,0.22627894719482367,0.1335109362550843,0.21146953031879903,0.40707505662116417,0.07346539940679438,0.400405561915105,0.04253357218506463,-0.06307386344146966,0.14650142728703186,0.5091212775424955,-0.2077834009003288,0.10169976688480217,0.20851175984674847,0.021973598107528032,0.24438990938154553,0.07967173248307637,0.3939445113502085,0.2671744842773197,0.12321643742041632,0.1435545359000347,0.1949285322100337,0.005423026210181049,0.2867914878431961,0.21967163449729982,0.2878244609816758,0.24827417255076015,0.32516165273832937,0.0991557204332846,0.39570094791735266,0.3973019168373934,0.3721799073511547,0.4834210031753213,-0.03701838638307159,0.15623726966081666,0.32103253285746913,-0.03426718527387229,0.4088933510342432,0.3204725432292249,0.28946051910229464,0.2513642091555625,0.38399284475074963,0.10709948227694088,-0.02489416814055124,0.4249205194735156,0.3506700043160363,0.28531934132464,0.2920508084615163,0.36269673894404747,0.15359469156418207,0.0635276568408231,0.38654971571134783,-0.10189930370037358,0.2973914669790496,0.07461306596465467,0.23144580235408713,0.3618202625697964,0.35485106955358015,0.017011597632712983,0.41860063379164697,0.32632214503808515,0.47390629568392983,0.4075137200428195,0.02516107252930201,0.01276167289099724,0.296043964849674,0.0614478274242454,0.11822137335698343,0.09357036268302649,0.29297045406249245,0.14777884899116034,0.3774833137765165,0.42623708589280096,0.10783023284661818,0.4379032628194145,0.18548596022049027,0.14714860098223242,0.3678314682055238,0.27701142318364197,0.3815496194278395,0.1892947989887824,0.2492543119532796,0.22494492673080646,0.4260509327876631,-0.01851813546659691,0.2612111939620356,0.1023310491386432,0.16716875073270307,0.5739537463188249,0.08436190817566804,-0.34076622546937435,0.19056898256016583,0.12435212146577787,-0.009013353215663045,0.3276720079768578,0.39206921367181724,0.436714146975543,0.256935397859711,0.5139427906795971,0.3006336414597433,0.020935677727039564,0.37466954524808416
Cingulate_Mid_R,0.2325594411261723,1.0,0.307138360578891,0.5890705370056549,0.3473365657514602,0.30767722214974436,0.5832963744596803,0.4351034687967466,0.34210798878970533,0.6971724352044266,0.447765556203239,0.6697488773290716,0.5404163813147617,0.29745775243879985,0.18739224492716477,0.3527211936929653,0.2705426126334089,0.7292005721198892,0.7502441510960917,0.695084747862385,-0.11192258841323954,0.5355258928606373,0.5253627451109457,0.020866171303108492,0.21667725286991965,-0.02322208029917329,0.08627762447346518,0.25722976634407463,0.6873430278989693,0.4010645638363847,0.04285942528459286,0.7275340810376599,0.2632549680714934,0.026550682243622004,0.2649625982314246,0.6309165227479031,0.35624959580468385,0.05429188403232052,0.09595160159755428,0.3975997539596394,-0.001289435434047526,0.10310129876189962,0.07797693005575826,0.10613777949993103,0.9356126812087324,0.5243740006914454,0.11724774169699911,0.1984872854987922,0.6677314303143141,0.4303111905450896,0.566934323967586,0.12818054786933183,0.5763843133307154,0.6462663199215356,0.33399998315665697,0.2658415985794583,0.5393240956010662,0.08840443148644953,0.5990830379455262,0.7727170289043833,0.6306671734476474,-0.011268559171820973,0.6307920608256999,0.3111044570233765,0.5389461860932446,0.5089353904564373,0.19699743287532281,0.25854599984530546,0.20535579041705151,0.28368876951003363,0.19141111382420897,0.7910624720291515,0.5384814177122008,0.1646765892909276,0.12272172473187799,0.16692382447051293,0.4200700786174347,0.3153833635701358,0.34712651014591855,0.6506344796706824,0.8068319547939137,0.13014209436065832,-0.053083515652329945,0.6196849107937349,0.052566512173359295,-0.09926489393347786,0.5769204173304187,0.6874660565958494,0.059836131811844315,0.5089944329282671,0.6203549141961691,0.30317712164614663,0.6906038961743569,0.8331089276702236,0.222645293612705,0.3307095393156548,0.6022183157939648,0.1812369051526289,0.1240689028509658,0.07462403483799752,0.5939915661539585,0.6466186306913912,0.4894090211802285,0.2761400426419037,-0.03515038757762928,0.29293375083245804,0.5953244164709178,0.06232716388088641,0.31570779783078173,0.3558785699413629,0.327524899109259,-0.06666516657224135,0.5205107642369753,0.3622013469296724,0.8068162424051103,0.5824290480983256,0.6420731183968605,0.5770284568252645,0.5126824058651211,0.1833259943853616
ACC_sup_L,0.4225484247601437,0.307138360578891,1.0,0.47749837679590723,0.4080954925384851,0.19827328990803866,0.08420411316328426,-0.0210339133975233,-0.04590746747661177,0.12346875462136112,-0.31544199755521174,0.12394836187271058,-0.10299120835387611,0.04752116856002884,0.35306140251143325,0.07993351531514484,-0.23239422009902155,0.24455884831966668,0.09077517714568588,0.17443132648954,0.22765108674795295,-0.08189363696152062,0.3487589102147402,0.19475805590620593,0.12394788907228026,0.04731790195480159,-0.1664633090613837,-0.11711533006292113,0.16890857925059913,-0.10862097225451246,0.3981026515363324,0.268492233310816,0.20943039080466677,0.2796699800845197,-0.04539063411209422,0.23075438160354464,0.34437668238286867,0.18185226125949597,0.543325469783416,-0.15281606487265925,-0.027524088962771972,0.3221251057993912,0.4280849090628997,0.542688683079271,0.294617303248901,0.24630185976703095,-0.11566135277980508,0.8872646673471959,0.06620952167866677,0.4124067634318789,0.6228920840608635,0.4278706183320348,-0.21401772966156443,0.5441275813317953,-0.21791195242922548,0.6712996846270212,0.41797463085400366,0.3999219251432609,0.3905077969731087,0.20015606999739716,-0.002419236248557098,-0.10575678811990133,0.46036568500178193,0.05621566552225641,0.17358292200143643,-0.09166656354298586,0.3775752147159275,0.3027656741418883,-0.07563104540888035,0.41508012987427123,0.010845547093548303,0.2746911366379862,-0.2412161273077813,0.31852506471413916,0.5935944798058247,0.35741996890844413,-0.20711530500599945,0.4288643953365815,0.38505751964086016,0.35150271459562477,0.2948365504249978,0.2867055740073889,0.28902787326155904,0.046795780178707835,0.39310448982258206,0.20577618552932536,0.34427542133971323,0.1444280320778623,0.1353307864548617,0.13761750391619865,0.3924112187360288,-0.11910584849608338,0.3631979803100868,0.16549180600483648,0.48377785194217254,0.22573206670311657,0.298371407896974,0.5281653877091292,0.3630341156681417,0.294220569882953,-0.17984909198422414,0.3025810544119271,-0.2804375037145501,0.4394204707635819,0.26363568989160197,0.011147884902774687,0.27085820392787824,0.0941704442106161,-0.01199893373912938,-0.2030250783798515,-0.21779438584007457,0.1349872239398044,-0.032681108192226034,0.4949729098667579,0.2758596445141462,-0.046644965262857475,0.5606288959811886,0.11937787182924732,-0.1923964850064352,0.7477244364950868
Frontal_Sup_Medial_R,0.17633177659935773,0.5890705370056549,0.47749837679590723,1.0,0.1377560944641055,0.13688129215985603,0.29088329096924315,0.29502040168777127,0.08704776184637238,0.46694975805494665,0.024131972384679273,0.32014490323695777,0.13181949835517398,0.0925830154069062,0.26434005617483547,0.22660463295434613,-0.017664455939800715,0.4654381304104178,0.4003366210796003,0.27504918134432416,-0.15826908559421152,0.10806453733286434,0.43668012035677417,0.15429826774819697,-0.025791460421881882,-0.17199501631666267,0.2311038835133296,-0.12505936985050511,0.455685324849709,0.30997046754848,0.2461563097505914,0.5107032911962931,0.16046775646050182,-0.102975154036677,0.020848441905682708,0.4100609904489058,0.28402837842531475,0.14354631992280223,0.3778412066704833,0.04895720911168477,0.2118384644380531,0.22158612025291768,0.3545484284851554,0.1767789937475013,0.4819573002955498,0.15377701345447697,-0.1414626003558853,0.38489317147742624,0.19955206048784827,0.11401886718204153,0.36136390651784733,0.3492673334102483,0.17870827685112645,0.5764201861869992,0.06514326878583405,0.34293618611906346,0.4540552223371368,0.018130703989754342,0.3539324013474295,0.3081933247399162,0.37980666104227384,-0.024517290420216442,0.35655291368071074,0.2163292526988544,0.15238626202669686,0.20535757468324614,0.10118842633499804,0.16300098837945456,-0.029037413043112224,0.30778680554283366,0.1743397341530795,0.4601063119786484,0.12334304531470397,-0.046465810548059636,0.21955014555778907,0.30940138489031666,0.17432273015228206,0.07891435513153514,0.5725219890660606,0.2579247636598344,0.4967279742100438,0.3500087200321976,0.05805606445729235,0.18197607650696856,0.11275193403376013,-0.14789295142376024,0.35291722497014827,0.35197752182076475,-0.03691474621799711,0.33897555095767706,0.4485412756704362,0.24684959400461648,0.4198065301542904,0.4481231180217462,0.23226765647020875,0.10426031311692067,0.3760553493436094,0.2061725854887246,0.6038698241726457,-0.1328330415815221,0.26385183095781745,0.3994371664523344,0.2092074103916469,0.4633803278872871,-0.09373758728321446,0.04574346978224274,0.446543512138273,0.10576788464144432,0.16251233606142618,-0.03510077606016364,-0.05633524537482325,-0.01006281785699404,0.1537716606215,0.2640388031368775,0.4599186006337234,0.2117666478284719,0.4979735344745589,0.43435412421931285,0.27521663014886877,0.402788889149065
Thal_VL_L,0.5271677255396611,0.3473365657514602,0.4080954925384851,0.1377560944641055,1.0,0.26495622519910367,0.32210152551829907,-0.05346665361631228,0.012710122702996552,0.31291112780904845,0.12469162412981553,0.308196115306949,0.34127839480642924,0.3113493249733099,0.13218357868818137,-0.11831708005193993,0.01761477609426322,0.40368305481871564,0.3832738330733665,0.31026793937681335,0.41589328784709323,0.22136925584679934,0.44920619410088947,-0.041020572036066565,0.1846840581588327,0.22138265360340662,-0.2141386442498276,0.09973026432579907,0.3268464969683442,0.084347015532646,0.2038301258648224,0.47890276840684,0.015591534406508244,0.4087652453569839,0.0215687687337008,0.33049354036478223,0.32503621324414494,0.4618674364675296,0.212369650680238,0.1322317053974078,-0.13073116016830608,0.5830094784604295,-0.20173437765271218,0.20514692487663896,0.4498700649063928,0.2906082260504404,-0.12881623014320912,0.31626934600056544,0.32254644073830296,0.4477623821818363,0.5741377461127031,-0.07747659053194061,0.24168865424376318,0.2390369130173319,-0.04318429391600655,0.4549175119401835,0.28987210034158145,0.4660056739008485,0.4605465006157648,0.318327089923489,0.3005341770211098,-0.0535883659405631,0.38795043642354654,0.17655218916567886,0.34848711087049355,0.24178149544685873,0.2863393062625224,0.12832866144982255,0.1152522877540816,0.12030852112331059,-0.2930920052685086,0.34155300618981554,0.24067478063188608,0.36342220008959725,0.34139648409907686,0.33139933764753177,0.20560078035709667,0.5688263502387828,0.19775359463366413,0.5206765428038997,0.4671680957647747,0.10164901822018838,0.017907704485235012,0.23553261473041937,0.19435262376323362,0.36447004920505555,0.07220010631860897,0.468760580370505,0.1864109039776829,0.25799358121283095,0.5125037108981143,-0.052627526829459204,0.478462996044368,0.405135472066318,0.08844593799566249,0.35852088867111165,0.09794843748755383,0.5552687276284163,0.11034690960743303,0.5050081591623926,0.2573121322160247,0.4406514947201042,0.12602283966626804,0.41801426812284515,0.21362622470607567,0.4137115617281478,0.5068482402845117,0.18650378645186907,-0.15343845784626262,0.029244812767539173,0.05588469973889224,0.2102768005577136,0.2477683571889793,0.1540087063927865,0.3579687059990168,0.35434327048573694,0.49882673350073714,0.3529275325482322,-0.058972755764252406,0.35052061503010706
OFClat_L,0.11383453448910803,0.30767722214974436,0.19827328990803866,0.13688129215985603,0.26495622519910367,1.0,0.10637399028584392,0.2943486754291216,-0.47022657739284646,0.1020556425782602,-0.2294859882662831,0.0817139492529962,0.003500092756464775,-0.11723719538073674,0.10102883726092081,0.13951667089917735,-0.3112359545441667,0.18703117967901445,0.21590101457478753,0.2009732956237552,0.43367394633488116,-0.002052613811773342,0.03009844864159205,-0.1722830602749274,0.24563596419742992,0.625430786748787,-0.18365371588633225,-0.12017013237372211,0.12500169633674352,0.08103811523560767,0.4746069830793591,0.2881868120296839,0.0556882783758878,0.3972256182185957,0.32136743328246453,0.1270567715473455,0.19967026507370825,-0.07046389817944423,0.22907988823100886,-0.15279487013302753,0.09844276906571828,-0.17446379838170276,-0.13443445059234907,-0.029329392096355728,0.31139329612683564,0.25355520598379894,0.22247231673440013,0.2744857786563821,0.11127798252633771,0.014063705633367977,0.4006149913090303,0.02908517244395217,-0.05382455412847177,0.12301162868445757,0.13500345851964426,0.4729699339865111,0.1151184747380247,0.6516960088468201,0.33727300583418346,0.24623494523325254,0.1916210655318884,-0.06376365902818075,0.18083407129658224,-0.06960921290914947,0.3047059201593956,-0.16721311535933528,0.2720197478035744,0.22703773399391639,0.16776809552337138,0.15270829370243513,0.30227760334531023,0.19306574693632492,-0.10334532483693365,0.4972627070376918,0.29424413185362375,-0.09367143588363301,-0.24691699093550754,0.5171969927078179,0.20644007553131077,0.29075506321490224,0.30141747364265303,0.13451082179944515,0.202400166761277,0.018255280422328768,0.5016408159302793,0.39683887809276985,0.3884193841187051,0.07952913177238458,0.42802874119985895,-0.16568529112948258,0.2100808657340656,-0.07031452702912157,0.27857005039839744,0.2552029074348021,-0.11572374799891938,0.18839581538139313,-0.026149922408251584,0.5665011843013917,0.1455870704470964,0.44467664484392216,-0.03896568136306293,0.10135036928812907,-0.2079145195015814,0.32450538170191967,0.2770943149681869,-0.05276251704508868,0.18768877314014493,-0.054625945824327574,0.27686529891786943,0.02586652149749612,-0.23922196017272662,0.45991314476728157,-0.043678406240607225,0.18595473033355078,0.3011146362816708,-0.038259929335429654,0.3169888230334663,0.012874797254915055,-0.1134160487086371,-0.03463691543860172
Cingulate_Post_R,0.3377123235764125,0.5832963744596803,0.08420411316328426,0.29088329096924315,0.32210152551829907,0.10637399028584392,1.0,0.2762808666319353,0.39194580011132013,0.3512288996317624,0.6167035260158713,0.5827397655218586,0.6077610186042594,0.2668575595472907,-0.04932949714749288,0.2076951186090238,0.3067083916423392,0.4124058855856341,0.37396158232346327,0.582854618560868,-0.12835413571425733,0.627015239128142,0.3216469184970101,0.0705280584006532,0.22193556464012068,-0.1334416714437172,0.1772104625936303,0.34592227934403774,0.5952435876548243,0.10540562177995882,-0.07737680586554138,0.34200605283237306,0.07454938975881077,0.007464318693257009,0.1337315557423343,0.8802299020616265,0.15077572174553128,0.278400664678094,-0.09301233029040736,0.480254592732087,-0.14354978540162228,0.18034633856714521,-0.04239077512608087,0.11169412594801377,0.5682215828415641,0.38213351410337176,0.0854670608217061,0.036016869369098425,0.582896632300898,0.40931082707513766,0.4101249991372445,-0.12073871268643376,0.5547362992824071,0.3299042475000529,0.2894679982109465,0.10277417487782106,0.24423404825464604,-0.06043403560906478,0.35517740195581327,0.563733663441836,0.44265446636010575,-0.03064042955044064,0.487116241534337,0.32418023385240496,0.46365043772597686,0.4705190812189052,0.18085252887034622,0.07131007135917615,0.19778752642158456,0.1890520997551297,-0.13234128174921614,0.4750692395395978,0.6013549523634449,0.026184597688826996,-0.002342274312995064,0.2118072433138513,0.3015515577141141,0.1547829196233058,0.2508412553820669,0.5104642604062389,0.48918556601244917,-0.09633713964619496,-0.20210690445007873,0.4753150663317722,-0.11961070294533496,-0.09819022610562897,0.2445395533857676,0.6216916430759346,-0.04117553123284589,0.47170834245623183,0.4697828943870949,0.27923837247593103,0.5288596582769435,0.5307813811935954,0.08782898383446067,0.33654051053480627,0.430551459495042,0.13146561290377892,0.037339343655731966,0.09065384580093644,0.5853982413179393,0.39232476238129405,0.537055050582599,0.07682374198023442,-0.0036727263589380133,0.40475968577977395,0.47462986860719414,0.082016369699263,0.0779504018773377,0.36566902677808666,0.4464916459699096,-0.18774663407186823,0.5537878510942036,0.3275549538422862,0.5349010734891066,0.6439659322029465,0.3827794851634108,0.7334595555075258,0.43190730847730346,0.11580812189649736
Cerebellum_8_R,-0.10355742088885554,0.4351034687967466,-0.0210339133975233,0.29502040168777127,-0.05346665361631228,0.2943486754291216,0.2762808666319353,1.0,0.05814787270375529,0.32838154733031794,0.3082211175078473,0.3616125567771615,0.30790202076326084,-0.08041531589742616,0.12256591611215459,0.2917249266495432,0.1467928317354697,0.26737213299834467,0.34304470396968745,0.4770117120085203,-0.10319147101248997,0.3680537672709741,0.15424637418263795,-0.04392905319317852,0.1844414485883255,0.10408794590626261,0.12234811775257141,0.1929102820149386,0.3880569275690871,0.27180567128970656,0.1729965924070053,0.36084968316214044,0.23455414345687006,0.06488810535203986,0.20836227011879446,0.3675112987893015,0.027801841016510273,-0.02072973742163921,-0.0191915173703276,0.2583534366318606,0.13093146051772026,-0.11279674496522113,0.07031564980136239,-0.12605822331605399,0.3695519633955707,0.36393351806787777,0.02489163531443776,0.009734996657695987,0.32090893368133144,0.021952677821528398,0.20575870177854272,0.1092996408788131,0.3457975806867693,0.13781879291052823,0.22133071256303644,0.08120700192624851,0.07998400993474836,-0.0528212344962663,0.10426968567157947,0.31986211875780746,0.3484762945082931,-0.007342779402448905,0.11529970814397444,0.25299033945974886,0.3727504017939026,0.2711822191138336,0.07764015964602017,0.08065510233102587,0.24856816399994536,0.19233273084012,0.20892155793014155,0.3342047549508551,0.37187757759853945,0.08135882298826515,0.037154656333723335,0.09019297054460057,0.2128261776456433,0.12437193993744412,0.25902273662561,0.2431502603648681,0.38632459397301744,-0.07234826952993359,-0.07795601735282832,0.2721364196518406,0.09083389451918787,-0.00017194987423146377,0.2752151014619865,0.34768715160433206,0.08177821235834602,0.15132789453972312,0.3820576182121148,0.14190533311002493,0.41575704252471724,0.4354587245388612,0.04525402153549229,0.2135766073198436,0.27210242048382827,0.016001942906150625,0.04771625620361507,0.06443831959169301,0.42545081297744075,0.16698284301857702,0.33112266631546095,0.1713194331309625,-0.08368981736414638,0.06570863572394305,0.26139056083626455,-0.017071369193516414,0.44312473864352153,0.2684680838304783,0.21391594308357206,0.05064310021331205,0.36231438040234754,0.18646431122079946,0.3407368096389715,0.2840147468254254,0.18257048260281014,0.3135688471766409,0.4570236375829066,-0.10551426844754978
Thal_PuA_R,0.08931841367290073,0.34210798878970533,-0.04590746747661177,0.08704776184637238,0.012710122702996552,-0.47022657739284646,0.39194580011132013,0.05814787270375529,1.0,0.29432320896196706,0.7064601248378936,0.46548551939374366,0.4934839006716084,0.26150683662282137,-0.08224065523168857,0.07546310309104683,0.5901330242893973,0.3994719068587699,0.3268743395693861,0.3412171399849378,-0.42094713799631583,0.5560632599411174,0.2793563764051844,0.14842949709421205,-0.05238068119148247,-0.5480033540754908,0.16269368631299838,0.4829059173840795,0.3076652407373677,0.11708596993241496,-0.48091679989473873,0.1804346933269044,0.05833724888006474,-0.37272496677171546,0.18378280637328048,0.3099823205161642,-0.019618048378324773,-0.03765754291673864,-0.3027275031607551,0.6090180756638797,-0.1290160384204942,0.035811505772530734,0.07169161262073034,-0.03473748604013196,0.32676454678465516,0.17817021117470794,0.05439745123867975,-0.18010700070365102,0.5193942868320646,0.5738348531961732,0.021235969366056675,-0.11420778092338688,0.5566862577557163,0.24999932986085724,0.27005996909930385,-0.3828806676190206,0.21986713009050995,-0.4924191818276727,0.1848793170861415,0.3557242280956548,0.25647248225676494,-0.0451293592956055,0.3028825888017004,0.19967139067896375,0.2362911230067753,0.5651113972363735,-0.01281949741416184,0.09972505592452774,0.20904294790851588,-0.02153875540799892,-0.24629197238071693,0.3307527957638301,0.610495552326702,-0.2600553304945725,-0.2973639206647025,0.04823014442505882,0.5854809208611386,-0.18734212053408847,-0.15886226538066148,0.2578097586995165,0.27704788470355207,-0.380897751555542,-0.462125828223536,0.5674057388507887,-0.5427804408747872,-0.4745819908497773,0.121103530779177,0.5533539213253047,-0.3447163729192988,0.5106912220933646,0.19623236758086018,0.335903911467407,0.2703049824187547,0.33598288223772643,0.30283018905430487,0.1920513331010771,0.42715605089737646,-0.43901865198269246,-0.2564520294850295,-0.30301156873703955,0.5103927560538095,0.4120234593880041,0.60440234168412,-0.3154629040074395,-0.2221970008551443,0.43577383931407715,0.20765679010841645,0.1220680481500871,-0.05956435869159692,0.41210974108497184,0.6479888552200774,-0.5089977868217803,0.5530770672168996,0.13609536746128237,0.2856378745803519,0.5228818331639942,0.034370166355014754,0.40483209615747384,0.49050217680560565,-0.07783014125571795
Parietal_Inf_L,0.0257770431667375,0.6971724352044266,0.12346875462136112,0.46694975805494665,0.31291112780904845,0.1020556425782602,0.3512288996317624,0.32838154733031794,0.29432320896196706,1.0,0.3698928949082512,0.35187828438632807,0.3020629546182566,0.4684337692840019,0.24975409198051843,0.10521545909175696,0.11224614101489323,0.5498833180223544,0.8137641684504309,0.38538469205711134,-0.20629863131317158,0.22616252982799484,0.5638294148578132,-0.10536478551025158,-0.1601170669555828,-0.13783839538083553,0.11599758749010781,0.016721941378454973,0.4177866622228104,0.8549755386392431,0.19905088899948317,0.852110739883419,0.005505568547554843,-0.061506767148225956,0.13243295486766488,0.37434938392693784,0.278573470930605,0.13889969346783815,0.13752591122154065,0.08731773884657217,0.018971888363329015,0.19065611664053775,0.02190593300171009,-0.1001453710653187,0.7109701101404527,0.26335638595870275,-0.25245109646329844,-0.004737879570922002,0.3117097478345954,0.15990309951844883,0.30131142688280577,0.12093813069684961,0.5823633397429789,0.3539445925254238,0.1688754436302501,0.06339479352966872,0.43400799636737014,-0.08068747056380296,0.46660380219713377,0.4043486811320178,0.8556958968570233,0.09114827292824804,0.20670635390915024,0.2528653069071903,0.1259146162382349,0.3401996514711929,0.034621938808089774,0.17320833167306926,0.06616291788661234,0.0010108947259429542,-0.010877910063765265,0.5507633657411458,0.5664227847564695,-0.08059333767740257,0.11933799535566667,0.23604683830495565,0.5517238464857469,0.08852730116926415,0.3845101021113763,0.27159844810306505,0.5921823306189505,0.17327916408103622,0.0060281884509618055,0.4094588505611541,-0.034925584878060974,-0.11584593398236613,0.29837010978795564,0.5748841078996626,-0.09299209334109551,0.2887418344149795,0.5468012795166692,0.07120228186577506,0.45232844417525664,0.7594613454903044,0.02846552804368579,0.0630248026967571,0.31790580382014993,0.0009757400749499036,0.2444305838938205,-0.025005933066437263,0.6023232164301889,0.5009982053623484,0.6390024019275439,0.3781019523655109,0.029579500853845225,0.4735747584533984,0.4476550642509345,0.13357821197372804,0.1482759506074515,0.0024205787341786927,0.07597726167719183,-0.16309756709778409,0.20100750589611152,-0.08185153264406231,0.5388911641608936,0.5009078729097822,0.48101103803966294,0.3861225185975098,0.4949015596325473,0.026065156810421194
