,Frontal_Sup_Medial_R,OFCmed_L,OFCpost_L,Thal_LGN_L,ParaHippocampal_R,Vermis_1_2,Frontal_Inf_Tri_R,OFCant_L,SupraMarginal_R,Thal_LP_R,Thal_VL_L,ACC_sup_R,N_Acc_R,Calcarine_L,Temporal_Pole_Mid_R,Occipital_Sup_R,Occipital_Mid_L,Frontal_Med_Orb_L,Vermis_8,SN_pc_R,ParaHippocampal_L,Raphe_D,Amygdala_R,Thal_VL_R,Vermis_4_5,VTA_R,Thal_PuI_L,Hippocampus_L,Frontal_Mid_2_L,Putamen_R,Thal_VA_L,Cerebellum_10_R,Cerebellum_10_L,Thal_AV_L,Frontal_Inf_Oper_L,Hippocampus_R,Olfactory_L,Caudate_R,Cerebellum_6_L,ACC_pre_R,SN_pc_L,Temporal_Mid_L,Supp_Motor_Area_L,ACC_sub_L,SN_pr_L,Supp_Motor_Area_R,Thal_VA_R,Temporal_Inf_L,Frontal_Inf_Orb_2_L,Parietal_Sup_R,Cerebellum_9_R,Olfactory_R,Vermis_10,Occipital_Inf_R,Temporal_Inf_R,Thal_MGN_L,Cerebellum_9_L,Precentral_R,Red_N_L,Caudate_L,Insula_L,OFClat_R,Temporal_Sup_R,Frontal_Inf_Orb_2_R,Thal_PuM_R,Precuneus_R,SN_pr_R,Cerebellum_7b_L,Cerebellum_6_R,Frontal_Inf_Oper_R,Cerebellum_3_R,Heschl_L,Occipital_Mid_R,Calcarine_R,Thal_MDm_R,Cuneus_L,Thal_PuL_L,Frontal_Mid_2_R,N_Acc_L,Frontal_Sup_2_L,Cerebellum_Crus1_R,OFClat_L,Red_N_R,Temporal_Sup_L,Frontal_Inf_Tri_L,Heschl_R,Precuneus_L,Occipital_Inf_L,Cuneus_R,Parietal_Inf_L,Cerebellum_Crus2_R,Thal_VPL_R,SupraMarginal_L,Thal_VPL_L,Precentral_L,Thal_LP_L,Cerebellum_3_L,Postcentral_R,Thal_PuL_R,Insula_R,Cerebellum_Crus2_L,Frontal_Sup_2_R,Vermis_3,Parietal_Inf_R,OFCmed_R
Frontal_Sup_Medial_R,1.0,-0.15826908559421152,0.09116465181260514,0.22295356056926585,0.4540552223371368,0.17432273015228206,0.21955014555778907,-0.1414626003558853,0.40010810961439347,0.402788889149065,0.1377560944641055,0.38489317147742624,-0.12932558198680283,0.2921401415433753,-0.09373758728321446,0.17870827685112645,0.024131972384679273,0.3492673334102483,0.039276145289981815,0.35291722497014827,0.18197607650696856,0.04574346978224274,0.3500087200321976,0.4633803278872871,0.455685324849709,0.22660463295434613,0.18571547960923127,0.3081933247399162,0.35060490193741245,0.014611063472041108,0.16349274209173748,0.32014490323695777,0.27504918134432416,0.020848441905682708,0.15377701345447697,0.4599186006337234,-0.14789295142376024,-0.102975154036677,0.0885771724219345,0.6038698241726457,0.2536762106716549,0.10806453733286434,0.4601063119786484,-0.010156149593857843,0.3760553493436094,0.4967279742100438,0.018130703989754342,0.15238626202669686,0.16300098837945456,0.32540794855204824,0.27997095329105703,-0.17199501631666267,0.10426031311692067,-0.017664455939800715,0.28402837842531475,0.17633177659935773,0.19491667520012293,0.3994371664523344,0.30281588329151105,-0.1328330415815221,0.07891435513153514,0.10576788464144432,0.4979735344745589,0.10118842633499804,0.43435412421931285,0.5542836949748192,0.0925830154069062,0.24684959400461648,0.1537716606215,0.43668012035677417,0.4654381304104178,0.19751419397113523,0.12334304531470397,0.13181949835517398,0.27521663014886877,0.2213608160689936,0.3539324013474295,0.36136390651784733,0.1743397341530795,0.35655291368071074,-0.016768835549741363,0.13688129215985603,0.3214946694739809,0.2579247636598344,0.12967801705016804,0.30624237927188147,0.37980666104227384,-0.05633524537482325,0.26385183095781745,0.46694975805494665,-0.029037413043112224,0.35197752182076475,0.26716218232182876,0.34293618611906346,0.4481231180217462,0.1767789937475013,0.19496133793302398,0.5107032911962931,0.2640388031368775,0.3361219668229108,-0.12505936985050511,0.5764201861869992,0.22737854982128075,0.4003366210796003,0.15429826774819697
OFCmed_L,-0.15826908559421152,1.0,0.4051240608763007,0.2206492597298591,0.11576845072401432,-0.37488580426912144,0.24439688582655528,0.13939677645506723,-0.0916147673292327,0.15907338027157644,0.41589328784709323,0.2936317321366132,0.4406596801087552,-0.38770017662263034,0.30470187973053053,-0.3755680378353135,-0.3713105902870151,-0.030078268729529147,-0.13141747305083498,-0.10822684222698352,-0.0933051485026283,-0.20241370277497192,0.24082494788311873,0.23705085241147905,-0.2089597958173404,-0.07889211737729243,-0.17647640963983255,-0.059174198823689496,0.0523098720103592,0.6280286257459228,0.5765316746510963,-0.1614017597208553,-0.07935941158202192,0.06199418916147934,-0.08784425100904598,-0.1264279999042068,0.6694897545312284,0.4212328530149497,-0.32277257480176896,0.016224376053427723,-0.3608753748375265,-0.31490531746464095,-0.20821467893976392,0.23462128506957078,-0.43609855860089264,-0.17660825375500963,0.7026262761357458,-0.06585342287510165,0.04675470680219717,-0.2732048065519183,-0.17253189656521695,0.7370089620298597,0.14097743945492067,-0.31106416186874064,0.1418294430445656,0.1335109362550843,-0.14643100392500216,-0.09948970952821878,-0.355816603744163,0.4344830440642918,0.4459809867886022,0.06899067546143886,0.027705475007802828,0.2631037135599094,-0.20140637628099636,-0.33090673445418295,-0.15929018982685336,-0.23138753601622422,-0.2602562089072101,-0.12814619169192934,-0.07558580135768629,-0.1883280104159102,-0.36467478758765004,-0.20963228167200854,-0.4944071342736297,-0.430151600895973,0.23809928982232062,0.13931328660714012,0.06536792389947209,-0.04474708230762551,-0.042644014212821164,0.43367394633488116,-0.22539119421582668,-0.03671063957303801,0.19738707166145508,-0.010906542615155912,-0.2409317558822149,-0.3627554105826039,-0.4410806534470107,-0.20629863131317158,0.015746694298196844,-0.19827777123037651,-0.3006469974033903,0.39290269464568456,-0.16899314100596532,0.10617855753910456,-0.38395367729189556,-0.07083681669374266,0.00696673679785764,0.3322519672833217,-0.11630462627466243,-0.10160245841356026,-0.19961404592395526,-0.22450878714431005,0.15475510002973186
OFCpost_L,0.09116465181260514,0.4051240608763007,1.0,0.24534276574409916,0.32482389527971844,-0.07856567572742042,0.1228550487452736,-0.07526825289851319,0.07518448567042509,0.33776967096966565,0.41011520494311343,0.2626295938288144,-0.03521044102903127,0.03269399650559104,0.3312459005034689,-0.026130313751518176,-0.08354694890886413,0.12144270730483563,-0.0766641154600737,-0.1804316225255929,0.1599225854053273,0.16839782315252713,0.1828961264857097,0.16373950984186914,0.12317363889901402,-0.24094150932325512,0.02553642156519667,0.09859853852603347,0.2897260243284329,0.14484341044974963,0.44279064167061694,0.16454252537975145,0.12410960844076142,-0.204602080906803,0.030903015959363265,0.11104210876235325,0.3008590095101155,0.15839326310906474,0.0063778242812030485,0.37000059482486275,0.06834494472823884,0.09025172773922076,-0.004910421904314944,-0.0987363246342054,-0.03654847235103377,0.05436580677603055,0.13297161218038,0.14739431084797666,0.02865724505936099,-0.03617955301735689,0.019470036607281364,0.06536927987897517,-0.05439633714583654,-0.14062163771057648,0.07232629835653574,0.2683475362925153,0.11515754131210265,0.11707071856340667,0.017169378919999673,0.0990272793847028,0.09219755518753574,0.458958415675734,0.1851603385166337,0.1876544375202623,0.15275216020576665,0.12487765232676128,0.15555164219788573,-0.20698086544639505,-0.021223009788607694,0.19848053925261097,0.052679611718146,0.19889489171472,-0.09237788769139593,0.01623814207564601,-0.0482594097763306,-0.11309746681491799,0.10776359456369296,0.264124403569285,-0.28601134497054953,0.24418236768960183,-0.10631178844813649,0.11276660936301913,0.16807148930516114,0.269186815681078,0.1835267008110232,0.19468654541452773,0.03799085565286787,-0.05857496382774923,-0.07570564415335904,0.0668288993218148,-0.2592172547365735,0.07530653184241137,0.16356155472463332,0.28351971178895685,0.04818914873151489,0.34750045027938486,-0.07674145365470564,0.12399271633028387,0.1887923564095363,0.09374208312815,-0.04508817086010721,0.13786770894171851,0.04532116754591955,0.08326931761758355,0.27222365520898384
Thal_LGN_L,0.22295356056926585,0.2206492597298591,0.24534276574409916,1.0,0.3491801423442387,-0.4236503554912774,0.6542336605250397,0.20953552675136786,0.14971753257367734,0.634719150432217,0.2805706519796177,0.6938613738218207,0.400474365812088,-0.07045525824612024,0.2808579723365465,-0.21716882526588827,-0.35405071005247635,0.3163741823309051,0.16953425283674628,0.306110285924474,0.017745387465765008,-0.27015942486291605,0.4321705142402829,0.2957277787944418,0.14343238103696507,0.04128829359599234,0.2028353741181254,0.32805827930840536,0.449350303505263,0.4897847719344434,0.6758235389631114,0.05615245284649324,0.09200127789978246,-0.015105500171737462,0.4040323691066046,0.3245778978394163,0.31082075195884507,0.5151042129023412,-0.03638723154630521,0.17221433953767706,0.023183478959645988,-0.05155359170074522,0.24639909820762823,0.019402315121797735,0.4136091062923059,0.27116152201411947,0.5030273121996458,0.2332807057523896,0.155776939931176,-0.39891142547053815,0.023043267784890152,0.2515015242776766,0.40667599004874166,-0.07780664712213636,0.5604750647480246,0.4572491134542977,0.11075465783444256,0.32315013221461886,0.18374648631843526,0.4494486965978654,0.5444964498591256,0.11958828624828494,0.557922932603423,0.3758209718663361,0.10753618823029593,-0.008415134417750561,0.048419627559052617,-0.1323951279216956,0.06056115420411766,0.3390993902876763,0.1397192684273853,0.28744281939334354,-0.26852240361535307,0.000387349578471451,-0.19209183586572257,-0.4041014790744615,0.11208902202290058,0.5530376035058916,0.24189852116284694,0.5523903788026265,0.166859356407965,0.22810169299831579,0.04333136847518091,0.4269153049425657,0.536652603517436,0.19907762788871208,-0.25724077055639755,-0.14009313433898188,-0.21086411491049178,-0.18745943797111847,-0.08050537205776082,-0.014447111748589085,-0.04116512968860914,0.6725093630691144,0.07180442453732493,0.5898766253340465,-0.13755554694003386,0.05965786045401587,0.6475250266265568,0.572376876027059,-0.04439291555840491,0.4228449194153038,0.2701105627661792,-0.0637531364984638,0.17476476267303323
ParaHippocampal_R,0.4540552223371368,0.11576845072401432,0.32482389527971844,0.3491801423442387,1.0,0.040156032874649805,0.21267138986098008,0.1250071225138914,0.46497995995456254,0.3724572940771783,0.28987210034158145,0.3855382144326533,0.03953077552784992,0.2835625442019697,0.0494278209192363,0.2568197448862685,0.03593595125099078,0.23841993836005787,0.1900373114132165,0.40800339789987455,0.642063423766186,-0.05160854683311582,0.3950275222061447,0.266648461532288,0.47812350146201643,0.22280214188474515,0.2903438239193978,0.5495452661237695,0.3658169374993102,0.21175051618989318,0.2953783217824423,0.3173336695539138,0.3270858666051701,0.1912650277026398,0.20522152612844544,0.6369139951893026,-0.10706012218244731,-0.10266182908011565,0.17319185194844994,0.24172572864120642,0.19770908965474557,0.1681854420215722,0.5014502274833992,-0.03088599635661923,0.36954981811161697,0.5048377483135041,0.20557921274194807,0.1965430034619438,0.17988421995623605,0.23884368002014483,0.12981299215435538,-0.03066567819518988,0.2115356112198919,0.09417291204410964,0.4331129535890568,0.3204725432292249,0.25905108380811903,0.6092466487855878,0.3019283750544564,-0.12202198527361985,0.22518858521350738,0.1662561052110315,0.5234728179999043,0.30371143213079327,0.2839148745628559,0.4118530090531545,0.06703055992266559,0.15480638719173587,0.19450543107485557,0.41122809936468324,0.6268279409152268,0.30707946769289146,0.14429202466338384,0.24464716460950742,0.18354773949224587,0.20404307212159184,0.3904434252100563,0.44748907411005845,0.21795267790781322,0.47669151066906373,0.08115466011564762,0.1151184747380247,0.3806412980402008,0.4287870358059646,0.18446553821302267,0.3480100817579241,0.32731550011079635,-0.014854785591445844,0.21730183492975352,0.43400799636737014,-0.15409157090404055,0.2828808994642421,0.4391155642341005,0.281523546030881,0.48208347877013447,0.3484430699142812,0.24508199964372435,0.5382672056642843,0.3899845770082037,0.37031351962643966,-0.06930793107074366,0.45429308403615415,0.24945106239727996,0.4559107652719313,0.2695204383406196
Vermis_1_2,0.17432273015228206,-0.37488580426912144,-0.07856567572742042,-0.4236503554912774,0.040156032874649805,1.0,-0.20430350542010928,-0.0784557762609859,0.43926097525373736,-0.19038095257464,0.20560078035709667,-0.3613757561659342,-0.4298531613762556,0.6848441717824708,-0.32128137710328175,0.720387838226546,0.7288991266233567,-0.12480371163581035,0.39124499963737774,-0.0006455086724705928,0.4770828195605296,0.6221981413362468,-0.23388419168929825,-0.12458814907581182,0.39946383748643327,0.06563036467079064,0.48394380830510897,0.3247754497562789,0.01389114347113073,-0.30444777525862277,-0.4665568769166762,0.5114908011844858,0.4361939059146747,-0.03059368452675596,0.21107192407368497,0.3430105899176331,-0.23385038284898851,-0.17572528087762573,0.6375998729445955,-0.008207258948883113,0.6221493044414375,0.5483432286413404,0.34262606528751693,-0.22315400060429813,0.3124588294124454,0.4401680683582027,-0.4397810357624529,0.20050551509055295,0.16789379019416414,0.5235330926839789,0.19944323161033645,-0.3454439082605619,0.12083841634900622,0.61975498598566,0.013374052048955204,0.017011597632712983,0.38999458361268297,0.42598460618747436,0.40247798632370846,-0.18572941903691786,-0.027911023857000693,0.13448248406841193,0.21027662558552984,0.028508062780370956,0.42429593712758606,0.4263805414690898,0.5017105657164358,0.3409574147382826,0.589610268668998,0.45836334537916174,0.5229463262001781,0.35571548648938783,0.7416044333248109,0.5840536490566399,0.5208148750923383,0.7269240100462849,0.17951688929310153,0.014328136164226063,-0.14805352672472996,0.16461905331579668,0.393248669544898,-0.24691699093550754,0.6017472644917657,0.29936721402466226,-0.014766055115071942,0.13501898515277239,0.5091645720365003,0.6059808844579173,0.6935054765232351,0.5517238464857469,0.3347192205728728,0.6442112363212019,0.5629647607915772,-0.43212703485366255,0.46662058944883816,-0.24366032455963169,0.693343468063541,0.43335187913665274,-0.13895285458154044,-0.1252832806415525,0.5053938609006142,0.19422294199867887,0.39045701939752336,0.5550254274573858,-0.12743770549925237
Frontal_Inf_Tri_R,0.21955014555778907,0.24439688582655528,0.1228550487452736,0.6542336605250397,0.21267138986098008,-0.20430350542010928,1.0,-0.018138982392025355,0.2596945236748704,0.4697465493950427,0.34139648409907686,0.640339357494728,0.3934879185605156,-0.08812929410944353,0.37160389779554814,-0.1327454463247271,-0.36503076313719607,0.3406840527297459,-0.03322731700807689,0.2598169175024868,-0.0451638863223245,-0.07644866902535054,0.500203811316977,0.5454981458558823,0.11514364555055152,0.043108472202812095,0.07347340632506158,0.2199762322498743,0.30180357571791544,0.6248646578712459,0.607437397183974,-0.07814265847268893,0.09441749583056161,-0.017026074671043705,0.4548831392425458,0.2789811511090195,0.492107032682102,0.7389731007511231,-0.21872216747125423,0.2929871839120259,0.051470629122955525,-0.2587089744433344,0.19919021250902055,0.1479376753153246,0.26308893241641734,0.26701263154157756,0.5910613311725322,-0.07005713395666266,0.33715128979606757,-0.04212036189372596,0.1009744750318521,0.44030719269357876,0.32469170039885636,-0.18962518623167485,0.6044982445576482,0.3618202625697964,-0.0271893849969237,0.26261533978615303,0.0662371187610461,0.6508752600425767,0.6765858074999197,0.02389586377416253,0.6718811063869284,0.5119399386762842,0.023763773660278667,0.1485453196736444,0.21817218788248005,-0.25732239887068115,-0.10551634173669523,0.551895119818882,0.138679852760566,0.0995858689429595,-0.17944024227005048,-0.04976026617685749,-0.1985148758855608,-0.2825750547602891,0.2559085392075619,0.6036544174138042,0.3185149510329889,0.31700507257177996,0.0047993415456684145,0.29424413185362375,0.00917369275133056,0.23261545271378412,0.6368182170627432,-0.006895555217822498,0.0622160524960147,-0.3612025605944621,-0.12779597416104369,0.11933799535566667,-0.06835326909594275,0.08049669916753456,-0.06887834061487287,0.6604868081957811,0.15301831899636467,0.279357232669273,-0.18595459743079953,0.2814549969743671,0.2705518905832353,0.7846082147986984,-0.16158987005788175,0.38470558406372235,0.33642354046085243,0.02810702466008591,-0.017583073765493396
OFCant_L,-0.1414626003558853,0.13939677645506723,-0.07526825289851319,0.20953552675136786,0.1250071225138914,-0.0784557762609859,-0.018138982392025355,1.0,0.04691126273946857,-0.14935275029323458,-0.12881623014320912,-0.02182009285229068,0.24367767533862658,0.04649159523000416,-0.10526304271187281,0.16938891921883287,0.12835648888224574,-0.007143061661508771,0.4095776111915948,0.21081218645304872,0.3517862904426767,-0.34419033615385247,-0.09616983966298875,-0.30157746768514854,0.1976410054592842,0.243105596410182,0.2924977697862252,0.4617416513099959,0.2971846635347002,0.2366271653162633,0.04656736890777521,0.20755443798306472,0.19736868494316945,0.4192449059192023,0.23304318898678078,0.3273567362640887,0.05556852688655871,0.13180009230852707,0.35154447774283654,-0.2994482131213003,0.054755665076159865,0.28465974144947015,0.092723598789226,0.005865029216910002,0.1459341832363649,0.21952671067356969,0.1847598476599462,0.33112753388189164,0.16183424527801216,-0.29165627229891466,-0.027495446606979217,0.32328395932458714,0.28504688458478,0.3771618320885708,0.07308592070484841,0.0991557204332846,0.32346437270817563,0.2873451516257072,0.2635839594353914,0.06997487501342267,0.27081231698223807,0.08345903307010047,0.07659392527362523,0.3063214785008804,-0.010482798566575075,-0.16705078529674677,-0.09470592136807846,0.2910495465151854,0.35208523279661347,0.06055350788447457,0.2394057497085597,0.33419256031392414,0.10549277314179016,0.272805976245508,0.09538184399727578,0.0830708461141827,-0.05867199252263454,0.17888300109031985,0.45469846641544776,0.3697294261794831,0.49190648805057413,0.22247231673440013,0.029558379104643605,0.27368999435417024,0.2632401166608692,0.21763294594358107,-0.2605897662930071,0.34996580625920704,0.033148143106354194,-0.25245109646329844,0.3092627827699767,0.029875177288699633,0.10715095648099528,-0.046372433822490226,0.03156600050289693,0.1864098231112639,0.3207071002133821,-0.12655028754407005,0.37187694105768154,0.1667913336379219,0.3462451751631382,0.07700277468900493,-0.027901661894659684,0.05302181979837377,0.16751113766216805
SupraMarginal_R,0.40010810961439347,-0.0916147673292327,0.07518448567042509,0.14971753257367734,0.46497995995456254,0.43926097525373736,0.2596945236748704,0.04691126273946857,1.0,0.1795411549040715,0.45930634387974384,0.256435530780532,-0.06469737892247689,0.5217130039728036,0.0692852234146148,0.5506056325361336,0.3369817283759826,0.1053228498166537,0.212351193991014,0.41985392389923215,0.5588594299678943,0.38103078275559576,0.01912040416458724,0.3595549894866408,0.5510880942783077,0.2103979796198356,0.4857950596518063,0.5703600817038044,0.4650584709993414,0.24663452093529906,0.11013081292323039,0.43751137278095537,0.5412620650884726,0.3511715677157348,0.4915342010881433,0.6849441852396123,-0.010188522812627358,0.10723164654230133,0.38964219551686896,0.06926691913900422,0.4163027386267517,0.37424644874116963,0.5938032186154296,-0.06624977286649546,0.4373267668397182,0.794342741691586,0.16992883329745753,0.4392921452366097,0.3832527145240823,0.587554135417686,0.3068934465109992,0.03349639579941638,0.2950402648848922,0.2287629720375588,0.298794347968306,0.3008644321293386,0.4062432608610455,0.6191769258760155,0.39890644415508664,0.18847748027910477,0.4446523653736121,0.06209522918896635,0.6742939664603097,0.29699946425034424,0.31034333186289376,0.6327079922483644,0.3431835679246118,0.08892957024332555,0.43631689167812066,0.6365646667280945,0.6793003742901735,0.3538169100740007,0.5204781282395148,0.45141361295885457,0.4048442316561708,0.4830987710247229,0.504657287224696,0.5831390499324114,0.03631928704626836,0.4514587481447963,0.2151782591885815,0.28645382982884227,0.599219736458814,0.5671244890333508,0.5067405481156263,0.5482034898098029,0.6739910591163101,0.2567545114385922,0.5383146588551065,0.7279125082295855,0.26351731838200226,0.6400921407470942,0.6907058686484381,0.2551170421988946,0.7195493046487887,0.04606318445473866,0.473829313328584,0.8054525469483078,0.20180022671357753,0.42753563179193077,0.2158862402235377,0.4574879134478937,0.4483269117249683,0.8118720065253827,-0.09348506825186645
Thal_LP_R,0.402788889149065,0.15907338027157644,0.33776967096966565,0.634719150432217,0.3724572940771783,-0.19038095257464,0.4697465493950427,-0.14935275029323458,0.1795411549040715,1.0,0.35052061503010706,0.721048857903885,0.24961368205302442,0.03852711023982194,0.1786339995102163,-0.25893822222045004,-0.29677783396822016,0.3694198542276603,-0.11533874314633462,0.18035052098383433,-0.05296165049392778,-0.11007462136799621,0.4487360446501763,0.43533389223555635,0.19139858746814373,0.059880380764106726,0.07271507215167095,0.09167389014451266,0.31520891593274963,0.37861548226545216,0.674281520858626,0.09157482256525962,0.13350758863745485,-0.3055182085668787,0.11681383568064628,0.19892706964191567,0.2175590213045163,0.17412758205416864,-0.10821128457547113,0.29849899066690844,0.08749606112673677,-0.08900252630195868,0.22198572551098777,-0.06581623725090567,0.2790821774959514,0.23592292681567184,0.25656342083870726,0.11850603810025398,0.20408210942238225,-0.2308788765806963,0.015103558677878787,-0.04087017302234442,0.15884757860431128,-0.20894589420527385,0.29032446331234507,0.37466954524808416,-0.003649127809021336,0.23071722803733222,0.11208892966120784,0.14587101024546442,0.307000623476252,0.01223654145251448,0.48940880630994194,0.366353897097663,0.18187418344947012,0.13293838329339935,0.05185479223205322,-0.16613811294292272,-0.029637042596015954,0.2414951857927746,0.14712510196583756,0.007883783171835123,-0.26694758229658255,-0.08142578453041732,-0.2418491464181414,-0.3519495121010276,0.21159492143585792,0.4812273239671314,0.04470651635725559,0.3804441972576854,-0.11334736680068308,-0.03463691543860172,0.14872811439385894,0.2857358755307038,0.23970647708809878,0.1787957591987348,-0.09507603432336911,-0.20778263755879403,-0.16898957655851468,0.026065156810421194,-0.15666956878500224,-0.024683996130805106,-0.036620562486371244,0.5860700065309643,0.06965789508649009,0.656715516841244,-0.17474824323677676,0.16376896744736408,0.35664301073702454,0.3372673884082319,-0.14325117466797854,0.43549246983631035,0.31298692078575263,-0.014482800618148833,0.1759575906381604
