,Frontal_Inf_Oper_L,Thal_VPL_R,Postcentral_L,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Calcarine_L,SN_pr_L,Pallidum_L,Frontal_Mid_2_R,Supp_Motor_Area_L,Cingulate_Post_L,Thal_MDl_R,VTA_R,Thal_PuA_R,Amygdala_L,OFClat_R,Temporal_Inf_L,Temporal_Sup_L,Vermis_6,Lingual_R,ACC_pre_L,Paracentral_Lobule_R,ACC_sup_L,Parietal_Sup_R,Thal_VL_L,Thal_LGN_R,Raphe_D,Cingulate_Mid_R,Cerebellum_9_R,Occipital_Mid_L,Occipital_Sup_R,Angular_R,OFCpost_L,Cingulate_Post_R,Cerebellum_4_5_R,Frontal_Med_Orb_L,Cerebellum_3_L,Parietal_Inf_L,Temporal_Inf_R,ACC_sub_R,Rolandic_Oper_L,SN_pc_R,Putamen_R,Occipital_Inf_L,SupraMarginal_L,Thal_MGN_L,Parietal_Sup_L,Lingual_L,OFCant_L,Hippocampus_R,Thal_MGN_R,Red_N_L,Frontal_Inf_Tri_R,ACC_sup_R,Cerebellum_Crus2_L,Paracentral_Lobule_L,Rectus_L,Thal_PuM_L,Thal_IL_L,Cerebellum_7b_R
Cingulate_Post_L,0.38870525605811895,0.5807203288866103,0.48888755314070065,-0.049463200921053045,0.03500789025276573,0.6631386928479359,0.4844862872312481,0.15563584760579954,0.49584893981882844,0.49646141944155225,1.0,0.3991630960463819,0.2641495643097186,0.3099823205161642,0.47017553537651213,0.09780330082608393,0.5228978710476689,0.5835749376634006,0.4555753548469556,0.5572535745800713,-0.07844517705648871,0.4464819111616337,0.23075438160354464,0.19176692234564288,0.33049354036478223,0.5355225272579665,0.3315632174977568,0.6309165227479031,0.32262271213875393,0.4955936709491537,0.4798723943597818,0.45844987345129207,0.20068243964568885,0.8802299020616265,0.5642201473194478,-0.01716756664126687,0.46649475012220903,0.37434938392693784,0.11590824605396412,-0.04315624661651577,0.6267245157225669,0.3039918398390701,0.08673891089223777,0.35605587710198827,0.4892086643186103,0.3939445113502085,0.11205016394499512,0.5014410757253283,-0.01368624974714318,0.5763704146562192,0.4541119898456145,0.376686658914798,0.065418253557919,0.18584300972303444,0.21085661199193537,0.6132856294096174,-0.1796095840701202,0.4243598194303744,0.2588317111634144,0.05776539853365948
Thal_MDl_R,0.3839083005912737,0.22147307126263688,0.6172908145589204,0.36184589048096366,0.3057377780897348,0.2071136064202379,0.3955870703070949,0.10728636575198046,0.47812662997372835,0.404917944641033,0.3991630960463819,1.0,0.05956784681449396,-0.15886226538066148,0.2676132435388736,0.18229425040986894,0.19981030610042652,0.32009363416058084,0.14869233774888965,0.2695049038926249,0.1670352917451393,0.44586015111889093,0.38505751964086016,0.26381705564516467,0.19775359463366413,0.3517249025746133,0.038024629407901474,0.34712651014591855,0.3456176280123925,-0.08722508408281866,0.1492607854884874,0.19162097265800718,0.2951960603732467,0.2508412553820669,0.5052355240758145,0.2407929392956302,0.10424698247065957,0.3845101021113763,0.3954200209368557,0.21841718100991167,0.4768496725178414,0.18003508346982908,0.1278479201086374,-0.14642758796387267,0.26745502855733405,0.32632214503808515,0.24709204938643548,0.1179761287903728,-0.1922764727846335,0.4604395193265474,0.4605422113819424,0.34368247772189653,0.4567646234239897,0.34952832091486824,-0.1848381101978704,0.47348312838858025,-0.19001233409911356,-0.13032149965824744,0.33531605737921294,-0.06730540780110908
VTA_R,0.3051065456696766,0.11528168558777122,0.1950949838071711,-0.0993154073742761,-0.1637149726922254,0.2261992584458627,0.25819448034932346,0.24011544669346943,0.21369511943783143,0.3003113041015677,0.2641495643097186,0.05956784681449396,1.0,0.07546310309104683,0.23808735205590703,-0.25895838274959315,0.2564989204345561,0.21272165260564152,0.2582276203620794,0.2881010157704651,-0.07696679148307309,0.10780585786828678,0.07993351531514484,0.008600028117785919,-0.11831708005193993,0.22806264716516692,-0.17413203626801776,0.3527211936929653,0.18469338578464978,0.17117953777450093,0.14716425503251065,0.11776996652403621,-0.24094150932325512,0.2076951186090238,0.19882564508112957,0.06296665094836006,0.2493907868680103,0.10521545909175696,0.041092931847928636,-0.02881992673709702,0.28514063823766206,0.3199519498803896,0.15460059956998654,0.17578461030966422,0.16183354703177422,0.033697094927260134,-0.01774493352450788,0.3051482101322053,0.243105596410182,0.3654751414474082,0.16842526793130644,0.25851672108261103,0.043108472202812095,0.09176538475942471,0.11800752655180491,0.2593165285342036,0.09966977051502787,0.009852572311022339,-0.23545361195556294,0.32863890199844503
Thal_PuA_R,0.17817021117470794,0.5533539213253047,0.16714849917909985,-0.462125828223536,-0.2221970008551443,0.611572941511925,0.42715605089737646,0.30283018905430487,0.021235969366056675,0.3307527957638301,0.3099823205161642,-0.15886226538066148,0.07546310309104683,1.0,0.5106912220933646,0.1220680481500871,0.2362911230067753,0.2578097586995165,0.5651113972363735,0.48612408852737415,-0.1290160384204942,0.13838040333251414,-0.04590746747661177,0.20504875822053706,0.012710122702996552,0.19795520472736333,0.43577383931407715,0.34210798878970533,0.15995197729030106,0.7064601248378936,0.5566862577557163,0.4315240910589834,-0.04136869423657822,0.39194580011132013,0.20765679010841645,-0.11420778092338688,0.6214350174662115,0.29432320896196706,-0.019618048378324773,-0.0451293592956055,0.2703049824187547,0.121103530779177,-0.3322942983782921,0.6479888552200774,0.5384220050501115,0.08931841367290073,0.11708596993241496,0.4983999238008787,0.05439745123867975,0.2856378745803519,0.19967139067896375,0.2681470041572448,-0.2973639206647025,-0.18010700070365102,0.4829059173840795,0.277104461274276,-0.4799111357621877,0.6982759234295466,0.035811505772530734,-0.05956435869159692
Amygdala_L,0.4631800879338689,0.5717009700213617,0.33563015748379676,-0.3359732150063185,-0.2067944548056155,0.7132629639613013,0.5990671852224043,0.3783394861768217,0.4385686587403611,0.5021001919966093,0.47017553537651213,0.2676132435388736,0.23808735205590703,0.5106912220933646,1.0,0.19269055964222762,0.5156107845589997,0.6120976447336368,0.7042410873169219,0.6994240278158756,-0.12259164410854292,0.2765418712770123,0.13761750391619865,0.14470248550095263,0.25799358121283095,0.4644194628886597,0.19735761407806415,0.5089944329282671,0.2835639609812358,0.5218905236058443,0.6091495847656084,0.32387331747662607,0.156142613158029,0.47170834245623183,0.6135622165416686,0.09958765781380269,0.665053905344937,0.2887418344149795,0.31852282758043604,-0.09778131870684821,0.5906459030460997,0.17765189742342885,-0.04063305035091098,0.5891032222124418,0.5753341061808473,0.3774833137765165,-0.05099742355499667,0.7037481801817351,0.23667515979863027,0.7169648075635773,0.40799523559797346,0.6223274144001906,0.02030638694569584,0.05589782469697005,0.38222298729924853,0.4305234008109136,-0.24529417584137672,0.4537905740711515,0.25214076687175674,-0.0050411782823309645
OFClat_R,0.06006765577079423,0.15322067284045773,0.07725585120061615,0.06756874169524082,0.15623191170691214,0.13188612698218993,0.039977383289229416,-0.09682185951166883,0.0795627005427891,0.04223186663190491,0.09780330082608393,0.18229425040986894,-0.25895838274959315,0.1220680481500871,0.19269055964222762,1.0,0.11127233864674409,0.1581136225387,0.11518619845221445,0.1678432123227105,0.05427310093909395,0.09087007800997159,0.0941704442106161,0.09034736256141125,0.18650378645186907,0.033345551534988895,0.12260003312006555,0.06232716388088641,-0.009526982239002574,0.11553271348786315,0.17629931850367106,0.11175388179144485,0.458958415675734,0.082016369699263,0.18192089434467892,-0.006811152902935481,0.08918450238457039,0.13357821197372804,0.14446373457527134,0.08652213970704413,0.030440860593687828,-0.1498051499823285,-0.1372415379056638,0.09788313356953025,0.19577636531847611,0.08436190817566804,0.05583320988553616,0.11718207497790242,0.08345903307010047,0.12901574298959428,0.1476190278423179,0.11832508363779144,0.02389586377416253,-0.060862720174699944,0.11994666812959423,0.05747562291009779,-0.048135557721962895,0.17063039103653382,0.4204826025206358,-0.08782415870753114
Temporal_Inf_L,0.5936139775071159,0.4896329457346965,0.2665896562536757,-0.11288145698965213,-0.04038277053083294,0.572631100003663,0.49146467856401505,0.18195617742563058,0.5533364170538143,0.5255667415661881,0.5228978710476689,0.19981030610042652,0.2564989204345561,0.2362911230067753,0.5156107845589997,0.11127233864674409,1.0,0.7886257546832559,0.5151523978929171,0.6062324823126769,-0.150216284030952,0.20406129496328893,0.17358292200143643,0.020369019232193673,0.34848711087049355,0.4808817587677676,0.1638801215669488,0.5389461860932446,0.35959611311202666,0.4710457079388549,0.44353578108028147,0.22799462960258893,0.14739431084797666,0.46365043772597686,0.4798387175181664,-0.011242192031144406,0.6100959729593558,0.1259146162382349,0.032520389452058346,0.0354975188571738,0.7225523058777982,0.3733605787477658,0.15383360333076165,0.6172147609443727,0.5723889848613841,0.28531934132464,-0.22953833500123005,0.6958630035272668,0.33112753388189164,0.6114842174382806,0.4629799613484447,0.5127448404470882,-0.07005713395666266,0.13496699370761037,0.40896497994557496,0.4622851036614539,-0.07732470533747679,0.32251740292965125,0.12993376732417003,0.2005528006500754
Temporal_Sup_L,0.6883372426327631,0.5807557558994461,0.45452173838007076,-0.13868464015493645,0.08076376608915291,0.630389745171172,0.6079796849665143,0.278658484773189,0.6922685419085437,0.6760557826578799,0.5835749376634006,0.32009363416058084,0.21272165260564152,0.2578097586995165,0.6120976447336368,0.1581136225387,0.7886257546832559,1.0,0.5874373540909753,0.629057002100808,-0.11351650149573667,0.2775725351623201,0.35150271459562477,0.07945495541154135,0.5206765428038997,0.5541413289321956,0.3099985873920694,0.6506344796706824,0.23820727175154438,0.4167544679012507,0.49998227495419423,0.2749468848224941,0.269186815681078,0.5104642604062389,0.630277452832867,0.036708922419067605,0.6146524270590179,0.27159844810306505,0.3382542136108208,-0.04768860993360864,0.8395010627130108,0.4702034597857424,0.25135566726348396,0.5027658219852528,0.6771257517515428,0.47390629568392983,-0.11930794050436978,0.7001361624925808,0.27368999435417024,0.742370987282131,0.37731120329610857,0.5518619936397795,0.23261545271378412,0.3002663371324158,0.3884699018535955,0.6705111162139721,-0.08722025562475025,0.4559394005620813,0.21499480371182264,0.08179663735247744
Vermis_6,0.466466638819089,0.6586724747979041,0.21481114025886755,-0.5495957933373506,-0.3104929692926942,0.8631846440511904,0.5612675441247421,0.14018890627687436,0.23351970574374298,0.5033839136057684,0.4555753548469556,0.14869233774888965,0.2582276203620794,0.5651113972363735,0.7042410873169219,0.11518619845221445,0.5151523978929171,0.5874373540909753,1.0,0.871228793458131,-0.07856277520166907,0.28046046842227024,-0.09166656354298586,0.22294281466203708,0.24178149544685873,0.49382234532262986,0.4332777264547594,0.5089353904564373,0.2815787987539295,0.7759261202211588,0.7755320335463385,0.4410899703197021,-0.04259812844881814,0.4705190812189052,0.6459329027292043,-0.06367874723510328,0.8603234624070758,0.3401996514711929,0.2189148999392587,0.0925192919146617,0.5532490972000766,0.1585215633003269,-0.20128532842031452,0.7857355689230867,0.6306726140815626,0.2920508084615163,0.04081631954645821,0.8813512417820923,0.16612098347221374,0.6141351193396013,0.5003853894497228,0.6063884767813338,-0.10920713618407689,-0.18245487842232128,0.6351269045348513,0.4386759299249932,-0.3926512480056108,0.5548428259476436,0.1933824253417461,0.026531745804103713
Lingual_R,0.5125365315559892,0.6686933555068467,0.3838476628916803,-0.3722089414611278,-0.18038633683683025,0.8761051320856739,0.5202104481944833,0.08009732389511473,0.3923562162925434,0.5543312300735788,0.5572535745800713,0.2695049038926249,0.2881010157704651,0.48612408852737415,0.6994240278158756,0.1678432123227105,0.6062324823126769,0.629057002100808,0.871228793458131,1.0,-0.05139802580736366,0.4395561390965885,-0.016993678264301888,0.32203736306902525,0.26311990937294844,0.6170811184539865,0.364359129734786,0.6211985893612099,0.4139372934422434,0.7280380765068719,0.796191734904663,0.5474112594237908,0.08435428840455982,0.5220096891920386,0.8076846517915256,-0.0324455503758592,0.8675522774409868,0.4223631391256594,0.17191421199569484,0.09864280249102643,0.6239869562283051,0.18300895579559054,-0.08416272322807744,0.7048991949983061,0.7072563889412274,0.3937359719112168,0.1352924630435338,0.8863006676083927,0.24182939485298754,0.7326219514547736,0.5950555073733425,0.5824242239881118,-0.06252100166108164,-0.089050231801918,0.5319239329393693,0.539077402104113,-0.24751650429702216,0.4811062635101287,0.1826699898938742,0.06371066937530867
ACC_pre_L,0.01733019284136734,-0.14064309522451296,0.085430697129819,0.20438130973431262,-0.03806203125404079,-0.1459830853137096,-0.009252680852190751,-0.2852228384020583,-0.09427269240503215,-0.003908978050380355,-0.07844517705648871,0.1670352917451393,-0.07696679148307309,-0.1290160384204942,-0.12259164410854292,0.05427310093909395,-0.150216284030952,-0.11351650149573667,-0.07856277520166907,-0.05139802580736366,1.0,0.05109142368056993,-0.027524088962771972,0.11041382207480102,-0.13073116016830608,0.05052179132458703,-0.15573350094084354,-0.001289435434047526,-0.013193888253973222,-0.21367918460864407,-0.12482152657960156,-0.06522336531126295,-0.011402614426734781,-0.14354978540162228,0.013735625212872714,-0.028043793646812625,-0.12577107699165813,0.018971888363329015,-0.01179012126834934,-0.09456766627458604,-0.03759355917877597,-0.01777060315278997,-0.17185301405892323,-0.22113389282838466,-0.10638513674792124,0.005423026210181049,0.12427861174184127,-0.11787314901576228,-0.1285609979785433,-0.020278297512440896,0.12907571149987648,-0.1919635550937007,0.0807619887746983,-0.033156839409884536,-0.15888885823009943,0.004325078406522433,-0.003256083446824567,-0.2461205393844977,-0.0876621896165294,-0.1521848742988299
Paracentral_Lobule_R,0.22033060339642155,0.4977471657910636,0.7235981193434178,0.11071906364284226,0.1824582963285151,0.44024856004881224,0.1955873577694109,-0.020326149043882337,0.3076473492199318,0.39665425222244144,0.4464819111616337,0.44586015111889093,0.10780585786828678,0.13838040333251414,0.2765418712770123,0.09087007800997159,0.20406129496328893,0.2775725351623201,0.28046046842227024,0.4395561390965885,0.05109142368056993,1.0,0.012533832967379104,0.8143448798335697,0.32834260612471533,0.3499422537135495,0.37067857776979796,0.5373070662317185,0.46742860912930095,0.3170940142009247,0.5343995492046821,0.771699039914434,0.05105099572158826,0.3978749411104356,0.5490496633706989,-0.006730678612514949,0.3152975034261549,0.751218860198843,0.17673436881075918,0.022822023552803553,0.5039521334306739,0.17944980991415194,0.07721216937006393,0.003705035262902114,0.48206221424246365,0.10228436017384315,0.7393246246025459,0.2168445977954398,-0.24907078101991037,0.4802231208780237,0.32184525575277373,0.17356949863527096,0.09590344267817688,-0.011013160076323933,-0.1296508686599339,0.6770784923455422,-0.09062339957040849,0.31237822059536224,0.1526667782754987,0.12096853750753048
ACC_sup_L,0.24630185976703095,0.1444280320778623,0.3993418924001062,0.28902787326155904,0.26363568989160197,0.025290677169269693,0.298371407896974,0.48377785194217254,0.6228920840608635,0.2746911366379862,0.23075438160354464,0.38505751964086016,0.07993351531514484,-0.04590746747661177,0.13761750391619865,0.0941704442106161,0.17358292200143643,0.35150271459562477,-0.09166656354298586,-0.016993678264301888,-0.027524088962771972,0.012533832967379104,1.0,-0.11739633967634308,0.4080954925384851,0.13517372187843182,0.011147884902774687,0.307138360578891,0.09578932058290755,-0.31544199755521174,-0.21401772966156443,-0.10621565886548144,0.35666649907953596,0.08420411316328426,0.27085820392787824,0.4278706183320348,-0.13537611529721172,0.12346875462136112,0.34437668238286867,-0.10575678811990133,0.3631979803100868,0.34427542133971323,0.43377498887910687,-0.21779438584007457,0.07296320721519663,0.4225484247601437,-0.10862097225451246,-0.1112218281797449,-0.11566135277980508,0.2758596445141462,0.05621566552225641,0.046096989586845806,0.5935944798058247,0.8872646673471959,-0.11711533006292113,0.37815285547515537,0.05818159232001322,0.10756085894758227,0.3221251057993912,-0.01199893373912938
