,Precentral_L,Temporal_Inf_R,ACC_sup_L,Thal_PuM_R,Supp_Motor_Area_R,Occipital_Inf_R,Cerebellum_10_L,Cerebellum_10_R,Cerebellum_Crus2_R,Frontal_Inf_Oper_L,Occipital_Mid_R,Cerebellum_6_L,Hippocampus_R,Frontal_Inf_Oper_R,Thal_MDl_R,OFCmed_L,Cerebellum_3_L,OFCmed_R,Angular_L,Postcentral_L,LC_L,Supp_Motor_Area_L,Temporal_Inf_L,Thal_VPL_R,Precuneus_R,Thal_PuM_L,Thal_PuI_R,Paracentral_Lobule_L,Thal_VPL_L,SN_pr_L,Thal_MGN_R,OFClat_L,Red_N_R,Cerebellum_7b_R,SN_pr_R,Thal_PuA_R,Thal_VL_R,Cingulate_Post_R,Frontal_Med_Orb_R,Occipital_Mid_L,Thal_LGN_L,Thal_VA_R,Parietal_Inf_L,ACC_sub_L,Parietal_Inf_R,Cuneus_L,Thal_LP_R,Thal_PuL_R,Insula_R,Frontal_Mid_2_R,Temporal_Pole_Mid_R,Thal_PuL_L,Cerebellum_4_5_L,Rectus_R,Thal_VA_L
Occipital_Mid_R,0.6446018733644859,0.12556313724505805,-0.2412161273077813,0.5344991246222376,0.5742126606658222,0.6865765038383171,0.5997083010284147,0.5990632716283414,0.3540371400218985,0.3915014707560277,1.0,0.7527177186405584,0.5238039173703322,0.4728125725711267,0.06228862539064924,-0.36467478758765004,0.7908970624884724,-0.04060283446706554,0.8761135578348251,0.3135411892694327,-0.13238995595670994,0.4450781077051454,0.43968479586338016,0.7670194776036972,0.5833674237184576,0.7073559098331285,0.026493779015764354,0.48939202836553225,-0.34229999597361743,0.41497297965590507,0.36226694720128905,-0.10334532483693365,0.6622742037534616,0.10730730759543125,0.4402329236230279,0.610495552326702,-0.15388756069027823,0.6013549523634449,0.1321725689998605,0.9058227378681918,-0.26852240361535307,-0.3593726067239431,0.5664227847564695,-0.14334554636744332,0.6594260928864909,0.8749735959561252,-0.26694758229658255,0.07288124538471999,-0.10000393594849781,0.21984503871181157,-0.17519382217439494,0.17443878995662518,0.4957863943269882,-0.4275742053792257,-0.4017127021316184
Cerebellum_6_L,0.48436968940333847,0.08503315364568807,-0.1079113811798292,0.5472285141819443,0.5723166805862984,0.787606221545233,0.6526583828332403,0.7679337481218842,0.3496741730390481,0.508563984758563,0.7527177186405584,1.0,0.5991834054413181,0.4304459544456149,0.016274125960034993,-0.32277257480176896,0.9077270732861763,0.16724388236653043,0.5853262231314003,0.11538981654081966,-0.1550748725609248,0.46642613313978865,0.6782517680925356,0.6593107224972139,0.35907356027609333,0.5924258130855686,-0.10040578472677149,0.37678539563549057,-0.2782256476764234,0.5535788953771691,0.4582940094256221,-0.13382664180055778,0.6345755449588739,0.03601442846482749,0.3496303081085235,0.6337798163558717,-0.3367600532404054,0.5322735958759074,0.0960945321325703,0.8362329970348601,-0.03638723154630521,-0.3053036907639564,0.21332966478641785,-0.262929842496094,0.46039714546919736,0.6808867676827668,-0.10821128457547113,0.4063835544760506,-0.06092028891313308,0.2659498396376492,-0.29740356670660323,0.05360569111535362,0.6630036521154249,-0.4568505993125534,-0.27368143579705545
Hippocampus_R,0.75325494371573,0.5103425631320472,0.2758596445141462,0.6103378763423969,0.8670708842118425,0.35312446221382143,0.6419146083048233,0.6470943218271784,0.13086810593925985,0.6361382332369774,0.5238039173703322,0.5991834054413181,1.0,0.6555862600198892,0.4604395193265474,-0.1264279999042068,0.6603124442744515,0.08222525671819146,0.4540615687495981,0.6442052530374134,0.16401358580524475,0.7665939000943335,0.6114842174382806,0.6668093397143441,0.6664151183668946,0.4088362533919962,-0.0912857036993019,0.7685867101449965,0.29217521581604017,0.6899942126302196,0.41566842751577743,0.3011146362816708,0.6298701542777673,0.17860884653690878,0.30969087024728603,0.2856378745803519,0.24911852806734625,0.5349010734891066,-0.01599600057842919,0.3927948031527891,0.3245778978394163,0.1612676368962724,0.5388911641608936,-0.06460102505770435,0.6891223401357782,0.5653311871140867,0.19892706964191567,0.535862818596727,0.4573251373132284,0.6613540063652933,-0.022556555130984476,0.43979659265676646,0.8250755698705137,-0.08721809368906833,0.16662475438032032
Frontal_Inf_Oper_R,0.5897911779714551,0.602229368280591,0.3487589102147402,0.42156204142248743,0.6726107973610547,0.3534587314025849,0.39854306658866556,0.42165340946593227,0.10261573307172527,0.5896254591856129,0.4728125725711267,0.4304459544456149,0.6555862600198892,1.0,0.508749879224543,-0.12814619169192934,0.4809849843166112,0.07242717585670219,0.4055368017515755,0.5667912443411026,0.18297107146996947,0.5422229830095587,0.23164328695104888,0.5967279443575527,0.5551025957724651,0.42073382889139277,-0.026713091226019777,0.6281415389388018,0.20546981297453368,0.5249402384499626,0.32752330234569893,0.03009844864159205,0.5884254787482748,-0.052769863611853166,0.5910499090463724,0.2793563764051844,0.3017881410641342,0.3216469184970101,-0.0501031732652467,0.31687291973898163,0.3390993902876763,0.11483241502101793,0.5638294148578132,-0.1516685545147503,0.5587472519720941,0.38891316453974434,0.2414951857927746,0.339439609035578,0.5109066653200486,0.5571281039754873,0.11050605510876116,0.2728948210715792,0.6239996975543022,-0.2532846964555999,0.14705385990234202
Thal_MDl_R,0.397259127000326,0.3954200209368557,0.38505751964086016,0.456532546809435,0.45314061320276366,-0.1850638594614245,0.24377014767243185,0.18308097834598977,-0.2254079485935912,0.3839083005912737,0.06228862539064924,0.016274125960034993,0.4604395193265474,0.508749879224543,1.0,-0.16894239496540447,0.10424698247065957,0.07334819209773527,0.08438331687025122,0.6172908145589204,0.269722667722583,0.404917944641033,0.19981030610042652,0.22147307126263688,0.6218923109154585,-0.13032149965824744,0.13818106318309037,0.47348312838858025,0.5616053283204185,0.3955870703070949,0.4605422113819424,0.20644007553131077,0.22111359774442021,-0.06730540780110908,0.22244216049436177,-0.15886226538066148,0.6266769046393795,0.2508412553820669,0.13120877087090002,-0.08722508408281866,0.40822998068486743,0.11056838828629093,0.3845101021113763,-0.03189734599254925,0.3105161814002746,0.1381545064062227,0.4083392296370363,0.29162821535495276,0.29970991421639126,0.47812662997372835,0.3057377780897348,0.0623959574695973,0.4511365345730717,-0.16633501007825005,0.3724034696361416
OFCmed_L,-0.16899314100596532,0.1418294430445656,0.22765108674795295,-0.20140637628099636,-0.17660825375500963,-0.31106416186874064,-0.07935941158202192,-0.1614017597208553,0.015746694298196844,-0.08784425100904598,-0.36467478758765004,-0.32277257480176896,-0.1264279999042068,-0.12814619169192934,-0.16894239496540447,1.0,-0.38395367729189556,0.15475510002973186,-0.3566390140305729,-0.09121997514849155,0.15712151454487114,-0.20821467893976392,-0.06585342287510165,-0.19827777123037651,-0.33090673445418295,-0.1637868078666075,0.19785693997937737,-0.13094747150040545,0.39290269464568456,-0.43609855860089264,-0.3437300554885921,0.43367394633488116,-0.22539119421582668,0.18490575162139508,-0.15929018982685336,-0.42094713799631583,0.23705085241147905,-0.12835413571425733,-0.4852288424950022,-0.3713105902870151,0.2206492597298591,0.7026262761357458,-0.20629863131317158,0.23462128506957078,-0.22450878714431005,-0.430151600895973,0.15907338027157644,0.00696673679785764,0.3322519672833217,0.13931328660714012,0.30470187973053053,0.23809928982232062,0.010611725546624736,0.8226765771451288,0.5765316746510963
Cerebellum_3_L,0.6054746115441542,0.1016799944912222,-0.13537611529721172,0.5432218954174166,0.6443522868495335,0.7070920676814746,0.6542530640598503,0.7356899756095007,0.35526246135426176,0.48050216918755717,0.7908970624884724,0.9077270732861763,0.6603124442744515,0.4809849843166112,0.10424698247065957,-0.38395367729189556,1.0,0.07596086161254818,0.6694295011094104,0.2933025274831467,-0.0732476154798994,0.5457679259802408,0.6100959729593558,0.7105973491103401,0.47710051717581936,0.5887082575209183,-0.1430621171893202,0.47181108042836545,-0.2846924008096915,0.5412865341229965,0.46441340354802196,-0.08130977939419931,0.6420593941652681,0.0726338133781827,0.349225255239061,0.6214350174662115,-0.21080533853424077,0.523554533481316,0.1367399271228524,0.8205116449728378,-0.13755554694003386,-0.2880288179208741,0.38168231528844593,-0.21277606583694053,0.5621300468119305,0.782856270313508,-0.17474824323677676,0.3348506447859082,-0.01608555819406641,0.27099654115504457,-0.273166112052259,0.1326795020987354,0.7143558660230876,-0.43498759532386494,-0.3283939404795589
OFCmed_R,-0.028061598496910634,0.054386361918417,0.19475805590620593,0.05158379553689548,-0.04932098124323342,0.1510208222637549,0.113674781450211,0.16276288397268335,-0.08240958425558466,0.03558514039918393,-0.04060283446706554,0.16724388236653043,0.08222525671819146,0.07242717585670219,0.07334819209773527,0.15475510002973186,0.07596086161254818,1.0,-0.09324174224668459,-0.00900194264346908,0.0865311917112557,-0.02563155056697737,0.05474178606340523,0.016522161618413658,-0.0736619917536544,-0.018148682274896605,-0.07799778509152928,-0.07662449081035391,0.0854000492320568,0.08716525750630184,0.0192873931162043,-0.1722830602749274,-0.00662429684406801,-0.016303118453691215,-0.014776633871258474,0.14842949709421205,-0.010429676056806541,0.0705280584006532,-0.047837518828746484,0.02503994463204223,0.17476476267303323,-0.06157363343153644,-0.10536478551025158,-0.06605655443787385,-0.03141464169936217,-0.0585897552927889,0.1759575906381604,0.2157238434944523,-0.01627894406308807,0.12197578143824904,0.04325973323108944,-0.045558546818171106,0.11745012873966054,0.09817104392148229,0.11092448575539111
Angular_L,0.7246804698366011,-0.00916162393318978,-0.20236136083365466,0.4600684226948652,0.5257874358918251,0.4530503219724689,0.5077352950190696,0.5464643358166515,0.24197831758149693,0.3013069186867088,0.8761135578348251,0.5853262231314003,0.4540615687495981,0.4055368017515755,0.08438331687025122,-0.3566390140305729,0.6694295011094104,-0.09324174224668459,1.0,0.4716126672729668,-0.025975684773849518,0.4846838285209805,0.3724393338293562,0.6892762634697062,0.6315210608133035,0.6834964349889804,0.09847759548144643,0.5824858683376725,-0.3189570035361289,0.3278612067072857,0.3717810557411729,-0.07446613142731183,0.6291573555993876,0.14193782985632114,0.45324483222740813,0.583279723642425,-0.06928276358232506,0.5080481643003901,0.22488396960621887,0.8227743375643206,-0.40091301379568045,-0.3687449790893786,0.7641935538641851,-0.11758979127018133,0.729798946544623,0.8709130653377479,-0.27495941620295833,-0.06828710664733349,-0.13013764441796624,0.13395195083783853,-0.11655949041514957,0.26141847286443815,0.4051253823883033,-0.3966759948807791,-0.435557812315971
Postcentral_L,0.792707600148042,0.3879723953544893,0.3993418924001062,0.4798922155763738,0.6862673128257558,-0.12136108765188171,0.4536288358437031,0.41837212129355467,-0.0795345337772868,0.41051889671768943,0.3135411892694327,0.11538981654081966,0.6442052530374134,0.5667912443411026,0.6172908145589204,-0.09121997514849155,0.2933025274831467,-0.00900194264346908,0.4716126672729668,1.0,0.4041177900180812,0.7018072051978919,0.2665896562536757,0.4790165250751849,0.7637215859569463,0.27984875490764394,0.15555349400241,0.8322158104941509,0.4506376055954888,0.43977194022440463,0.31063301332290383,0.24766934028278415,0.43158911591256593,0.17638917887359382,0.2685029741267889,0.16714849917909985,0.6152454511239037,0.37652120552225393,0.06739129746875419,0.1446444804121742,0.16623797902262297,0.21982610472013134,0.8013856314621529,0.05281644483401049,0.6958252674541816,0.39440670238112974,0.30713111345340494,0.1925007574208273,0.3976013059549952,0.579486926906166,0.200492748220927,0.5517283634018844,0.5292350035116131,0.00870397348052541,0.25009936752165873
LC_L,0.20497469598621523,0.07373139758532156,0.35306140251143325,0.030656972899348878,0.15231275114921802,-0.2657353131676327,0.10770224745477193,0.07446102228833332,0.04666115551212633,0.16243230723656835,-0.13238995595670994,-0.1550748725609248,0.16401358580524475,0.18297107146996947,0.269722667722583,0.15712151454487114,-0.0732476154798994,0.0865311917112557,-0.025975684773849518,0.4041177900180812,1.0,0.1920462573614336,0.0007752692538350152,0.027495623424779132,0.1782178838927926,-0.09298828593915709,0.16581391362386744,0.28250856161595794,0.44071724918650285,0.0935241788315092,0.17605941702724104,0.10102883726092081,0.07549073094175224,0.06400135099150031,0.006892572687731491,-0.08224065523168857,0.5252440705756081,-0.04932949714749288,-0.11918601386512717,-0.17610108015625095,0.17404518537418104,0.2708408246360419,0.24975409198051843,0.10214006095192046,0.10994358362521443,-0.09859487429793809,0.316928903400832,-0.012710648514495524,0.29973330301972084,0.28124805005914183,0.16761843352994601,0.2828849524651533,0.17106667081236923,0.2219664783391164,0.33132466330028615
Supp_Motor_Area_L,0.8487574037848109,0.35794640538646294,0.2746911366379862,0.5221849671889652,0.835509939104027,0.23781678366315984,0.581481006821171,0.6551601668536721,0.06822493959073528,0.5974939754957345,0.4450781077051454,0.46642613313978865,0.7665939000943335,0.5422229830095587,0.404917944641033,-0.20821467893976392,0.5457679259802408,-0.02563155056697737,0.4846838285209805,0.7018072051978919,0.1920462573614336,1.0,0.5255667415661881,0.5400883427678337,0.5838178667254318,0.41201860762473647,-0.015598256028632023,0.786233634603489,0.26701268847969895,0.6807814023781555,0.36592638084279244,0.19306574693632492,0.5754996388191945,0.21767822796827524,0.3297577156180854,0.3307527957638301,0.21520635208476033,0.4750692395395978,0.09783703463648048,0.3874197519013525,0.24639909820762823,0.11749283974887124,0.5507633657411458,-0.04880011819852041,0.6022466530181864,0.48489540814151194,0.22198572551098777,0.4069703847306147,0.32308725299601215,0.6063824509321718,-0.02274105945775858,0.44029349789919325,0.6386412846994354,-0.16146690503574893,0.10453378019998803
Temporal_Inf_L,0.5331359849142718,0.032520389452058346,0.17358292200143643,0.5159599249663867,0.6463693764911637,0.2721098385278298,0.6424754237209885,0.6798633613155582,0.25396631163199945,0.5936139775071159,0.43968479586338016,0.6782517680925356,0.6114842174382806,0.23164328695104888,0.19981030610042652,-0.06585342287510165,0.6100959729593558,0.05474178606340523,0.3724393338293562,0.2665896562536757,0.0007752692538350152,0.5255667415661881,1.0,0.4896329457346965,0.3732612642352749,0.32251740292965125,0.007052044574736187,0.4622851036614539,0.19580936052446513,0.49146467856401505,0.4629799613484447,0.3047059201593956,0.43551089553828304,0.2005528006500754,0.025863426009465975,0.2362911230067753,-0.011924224375006794,0.46365043772597686,0.03643789563896291,0.4710457079388549,0.2332807057523896,0.09142677299547516,0.1259146162382349,-0.023268345161758193,0.4761123764811878,0.40563552383028895,0.11850603810025398,0.549253389938479,0.06991398010697054,0.5533364170538143,-0.04038277053083294,0.1535721060305983,0.6656031587950744,-0.11541976021655047,0.17259036045285472
Thal_VPL_R,0.6797617260118438,0.32625697431756473,0.1444280320778623,0.6823843814577025,0.6751105880795062,0.48876780268595693,0.6100365211969856,0.6265283364772759,0.33689383242433124,0.4847284717763049,0.7670194776036972,0.6593107224972139,0.6668093397143441,0.5967279443575527,0.22147307126263688,-0.19827777123037651,0.7105973491103401,0.016522161618413658,0.6892762634697062,0.4790165250751849,0.027495623424779132,0.5400883427678337,0.4896329457346965,1.0,0.6065450807578997,0.7914571629801201,0.17025283428267127,0.6622609193000226,0.028591168460287537,0.5115521011131079,0.3116294192061819,0.07952913177238458,0.6468005020715305,0.007110916512767774,0.46310042691641656,0.5533539213253047,0.13995050556486932,0.6216916430759346,0.08319647861884369,0.678111356571892,-0.014447111748589085,-0.1050414203423349,0.5748841078996626,-0.13111131224864542,0.6297268858845543,0.6816155825841713,-0.024683996130805106,0.3070180531482622,0.22587274258778586,0.4238889742952954,-0.030282424795418636,0.47356564832770587,0.6496610927903053,-0.2994111350292764,-0.15890936038920933
Precuneus_R,0.7035909011411795,0.2366565208555548,0.12595871871886663,0.6445472621523636,0.7029772789333658,0.13283172269893337,0.5068043196472033,0.4504277588847384,0.017626047145120016,0.39898373727632236,0.5833674237184576,0.35907356027609333,0.6664151183668946,0.5551025957724651,0.6218923109154585,-0.33090673445418295,0.47710051717581936,-0.0736619917536544,0.6315210608133035,0.7637215859569463,0.1782178838927926,0.5838178667254318,0.3732612642352749,0.6065450807578997,1.0,0.351400185988984,0.18380441087324673,0.7295036164208534,0.20765603056003953,0.43380955468869586,0.5179923064684395,0.18305981549959974,0.5424260547753658,0.032593199124896,0.2575220255010435,0.2464889134194226,0.42908122333829035,0.5956014878545252,0.251995882803712,0.42195059513872374,-0.008415134417750561,-0.0827224909750304,0.7246616231019195,-0.10312861174076936,0.7263072236805066,0.6794682807531871,0.13293838329339935,0.11055201261348406,0.17704729729110197,0.49087668078350016,0.059588561701450195,0.34321206759944517,0.6044491624200481,-0.25745511957235123,0.027418347457412815
