,Cerebellum_3_R,Vermis_8,Frontal_Sup_2_R,SN_pr_L,Cerebellum_Crus1_L,Cerebellum_7b_R,Cerebellum_10_R,Cerebellum_9_R,Temporal_Sup_L,Vermis_4_5,Angular_R,Thal_IL_L,Putamen_L,Raphe_D,Cerebellum_6_L,Cerebellum_6_R,Frontal_Mid_2_R,Calcarine_L,Insula_R,Thal_IL_R,Precuneus_R,Occipital_Mid_L,ACC_pre_L,ParaHippocampal_L,Cuneus_L,Cingulate_Post_R,Frontal_Med_Orb_L,Thal_VA_L,Caudate_L,Thal_MDl_L,LC_R,SN_pr_R,Caudate_R,Precuneus_L,Thal_PuI_R,Vermis_10,Temporal_Inf_L,Parietal_Sup_R,Parietal_Sup_L,Cingulate_Mid_L,Supp_Motor_Area_L,Frontal_Sup_Medial_L,Thal_MDm_R,Cingulate_Mid_R,Hippocampus_L,Rectus_R,Occipital_Sup_R,Thal_VL_L,Thal_LP_R,Temporal_Pole_Mid_R
Caudate_L,0.006642070347467936,0.10427178077637399,0.1209600726832331,0.08258443408764375,0.01894629499110225,0.07433337381886357,0.04438828481132061,0.13566912847865156,0.30770067339033114,0.020493304681184498,-0.059756474809794735,0.1599679179250535,0.6775840264714736,0.06590370878860209,-0.04691674905905001,0.042690213649239826,0.5267481326730634,-0.05487290404147019,0.4815416970157966,0.20555223008159687,0.03526352851414771,-0.1321497908244199,-0.095822992554118,-0.10210412983495555,-0.1640804746348966,0.09065384580093644,0.02818930387196965,0.5382861973603533,1.0,0.5496487751501602,0.1668665221672017,0.1846779397995808,0.9072208794635136,0.043825902269516576,0.1580025820145147,0.3697419236331667,0.23988357473923963,-0.08505642255554437,-0.0657574165098897,0.22142550382943285,0.12028243626387804,0.016143492232081405,-0.13183465142821432,0.07462403483799752,0.18254529415133197,0.2933181885711269,-0.064397678556298,0.5050081591623926,0.14587101024546442,0.46806185425068036
Thal_MDl_L,0.17818894012487135,-0.10319961066744157,0.19340273513230208,0.00987961761898728,-0.32827882942146175,0.050812308860120114,0.025271561845196334,0.06718970265779241,0.35012382199247927,0.18266869558263332,-0.16574825163832846,0.1363154976110685,0.5526406820422238,-0.1446331935324402,-0.2577996473606497,-0.12870067118571105,0.603884011476294,-0.13090056062328123,0.52206625598828,0.3206822374081916,0.17749805206847544,-0.4196148850339346,0.024159771220998594,-0.09613267058668366,-0.30264528971377425,0.13146561290377892,0.044512223894997115,0.7784342870850299,0.5496487751501602,1.0,0.38732692801391944,-0.14874750950694998,0.5127210075142676,0.04579938014821147,0.24272332023611065,0.2816522831706958,0.23070400631689314,-0.11183487692457168,-0.09960788539120202,0.23748579503798475,0.2138791613187655,0.3328977073833223,-0.2829795099984578,0.1812369051526289,0.1419474820863097,0.5055186408336193,-0.259660360996673,0.5552687276284163,0.5018195678318088,0.4308537489780144
LC_R,0.26257328720660766,0.10697158629702995,0.3239770375206977,0.39823894136435545,0.016012775978185925,0.04073103804740901,0.26843737325475225,0.24003670862831966,0.3723448089505328,0.40616310580837844,-0.061439673457822606,0.0519099049822913,0.27495867539685565,-0.29007770812085937,0.1528037637183683,0.20444956098870418,0.5015715807657621,0.16489876439686224,0.2926805349768275,0.42561755305107957,0.2674105241265089,-0.09998717702616698,0.08214753846533876,0.2479927963119089,-0.06391569752506762,0.1890520997551297,0.23248937138684342,0.46346114545625117,0.1668665221672017,0.38732692801391944,1.0,-0.2098420280082149,0.18054986565125153,-0.0371348747807738,-0.02979367554873531,0.2285580075332786,0.38703922663984336,-0.10949521519950761,-0.19540814171359883,0.2182663856838131,0.2979046893796995,0.45468104448092617,0.21390777205230802,0.28368876951003363,0.35589836380398354,0.10548179779629031,0.0061990235915362485,0.12030852112331059,0.4189184430781998,0.005890654202311506
SN_pr_R,0.2227286158780834,0.2698579138569365,0.3800915307087131,0.3565216772696143,0.3224820171081369,-0.20545130002346665,0.3260147041073006,-0.12868364357712228,0.2978882726472831,0.2173890321668527,0.3501834742807481,0.42110467239441296,-0.1049397443007548,0.5139452230348472,0.3496303081085235,0.3090568623831809,0.18253131898489502,0.3427032491546866,0.1343390439229827,0.10351214437873231,0.2575220255010435,0.3863161248467515,-0.15406627700093492,0.23934325517829638,0.36241983406304756,0.2668575595472907,0.05162515912047637,-0.11814639342587101,0.1846779397995808,-0.14874750950694998,-0.2098420280082149,1.0,0.23860367462934262,0.336763425252102,0.15309941937394195,0.246802218750892,0.025863426009465975,0.2554899222626427,0.2955050039630444,0.3714488867940081,0.3297577156180854,0.12332933944137248,0.2572256971695968,0.29745775243879985,0.3410900303059482,-0.3934094622194524,0.4296905276980272,0.3113493249733099,0.05185479223205322,0.036643464166601705
Caudate_R,-0.02627287308410745,0.13633193373828514,0.1575759879768745,0.13229245460224148,-0.004897540911837488,0.04007926633432822,0.02131669781389387,0.09512673071185263,0.2967565776400857,0.022416177871324685,-0.14798592814929148,0.1657675271423272,0.6533066490919633,-0.0064448928511988204,-0.06056417986495273,0.028434540917649218,0.49370990714520785,-0.10898909563083016,0.5450505120080884,0.17110611272523935,0.0024033293616457425,-0.21363596843474972,-0.0018258200855401962,-0.09862989989727997,-0.20753415645064202,0.007464318693257009,0.10317277381928791,0.5387109831838065,0.9072208794635136,0.5127210075142676,0.18054986565125153,0.23860367462934262,1.0,-0.04361338949038651,0.10047237410197592,0.3863571695946661,0.15280136534101801,-0.1338064282546026,-0.10020612540671132,0.1463889342556481,0.08932679214892185,0.022203365891700046,-0.13763813986458695,0.026550682243622004,0.21578025205292173,0.25815987623534653,-0.07543485307330827,0.4087652453569839,0.17412758205416864,0.42942205373093645
Precuneus_L,0.5575529792805113,0.06410629951808293,0.18361897344521563,0.21900519541932556,0.02915187117138423,0.09665635398811792,0.3193614709205322,0.39321159044135656,0.2834673429253031,0.48480559167085,0.883067447371626,0.13472755614435455,-0.05803836228047973,0.5353529727033288,0.22581083618505812,0.2504375548465694,0.2927054081103469,0.5562172831083911,0.14442728653747453,0.16597818677607182,0.8343794259264387,0.4288968706613487,0.05229173654215262,0.3883466365819817,0.7064204576169342,0.44265446636010575,-0.042873332421744556,-0.14749572971457614,0.043825902269516576,0.04579938014821147,-0.0371348747807738,0.336763425252102,-0.04361338949038651,1.0,0.13860804586242859,0.08892394133686021,0.1478812836692667,0.8869930743089981,0.8336153859781467,0.6373791586345497,0.4792745678602803,0.21224313599833608,0.4605132553004979,0.6306671734476474,0.32871641538435786,-0.1886422094641633,0.640826078519857,0.3005341770211098,-0.09507603432336911,0.12098634441720953
Thal_PuI_R,-0.09867904418843776,-0.17845488701118248,-0.0031071488986499623,-0.09184414753709352,-0.07449804094134847,-0.07052190014499286,0.03157892512192743,-0.01704877687801526,-0.011197714735689908,0.05531061390395057,0.09888959746775541,0.5869837355501663,-0.014616526620072727,0.20163314367017157,-0.10040578472677149,-0.09517693058358774,0.0766087975446172,0.12413286679661252,-0.10217619259150941,0.401474959179246,0.18380441087324673,0.04540548457180685,-0.06221213841330301,-0.13624712758813012,0.006346727393809858,0.278400664678094,-0.03911468338264294,0.20872601928892523,0.1580025820145147,0.24272332023611065,-0.02979367554873531,0.15309941937394195,0.10047237410197592,0.13860804586242859,1.0,-0.07077011407277077,0.007052044574736187,0.06204404613268974,0.1276198543440831,0.12234659051063387,-0.015598256028632023,0.17070406692253587,-0.0473351526549553,0.05429188403232052,-0.14301341731580902,0.11824176034350674,-0.07865470038136034,0.4618674364675296,0.35443802088420134,0.0840883626898804
Vermis_10,0.47038670546956773,0.6466537775694813,0.4108990160727142,0.3925285251236593,0.43739247422115907,0.04752831237172898,0.41319279622028743,0.20279635698605172,0.5034491459464246,0.405639217219959,0.07520388459387302,0.01608428086494823,0.35775055501726855,0.15945871058851666,0.4418331660056508,0.5575054118012097,0.43785968645508794,0.3864005821998897,0.39025889704503675,0.0962878939166135,0.19809119858042784,0.2660994566170763,-0.05371511520834981,0.35609508556741476,0.16118536492550764,0.33654051053480627,-0.10175151814935943,0.20543490319200472,0.3697419236331667,0.2816522831706958,0.2285580075332786,0.246802218750892,0.3863571695946661,0.08892394133686021,-0.07077011407277077,1.0,0.34527353623459156,-0.09692083799656777,-0.1603978131721996,0.322984045678569,0.4143197379677001,0.2524247787589527,0.09621933794909691,0.3307095393156548,0.5037993481649146,-0.0334338356551005,0.3325804022089872,0.35852088867111165,0.15884757860431128,0.11193930261988551
Temporal_Inf_L,0.419168872526568,0.49774982340200385,0.35712113849108607,0.49146467856401505,0.613326769993516,0.2005528006500754,0.6798633613155582,0.35959611311202666,0.7886257546832559,0.5879045487477198,0.22799462960258893,0.12993376732417003,0.16637332882324887,0.1638801215669488,0.6782517680925356,0.6889464776958224,0.5533364170538143,0.572631100003663,0.06991398010697054,0.11178978568290585,0.3732612642352749,0.4710457079388549,-0.150216284030952,0.4812544488645866,0.40563552383028895,0.46365043772597686,-0.011242192031144406,0.17259036045285472,0.23988357473923963,0.23070400631689314,0.38703922663984336,0.025863426009465975,0.15280136534101801,0.1478812836692667,0.007052044574736187,0.34527353623459156,1.0,0.020369019232193673,-0.22953833500123005,0.4807607504953169,0.5255667415661881,0.34640420698720664,0.471952181073048,0.5389461860932446,0.6293745607221363,-0.11541976021655047,0.44353578108028147,0.34848711087049355,0.11850603810025398,-0.04038277053083294
Parietal_Sup_R,0.4292069915038654,-0.07585584233053479,0.007089808289394286,0.09463132667519764,-0.05958146831540584,0.09535523598326776,0.15446171946348755,0.37016629847962174,0.07945495541154135,0.2506322430719476,0.8693733601773946,0.05897398102893955,-0.14420150664241102,0.4403999008932059,0.08629269170079888,0.06639437147579928,0.12318458452524512,0.36504052169971385,0.009289751057147598,0.11769157915807403,0.6873744102281644,0.3176069424538471,0.11041382207480102,0.2687249953115321,0.6505697382901565,0.16606844204738,0.02897380677532686,-0.26333633484221425,-0.08505642255554437,-0.11183487692457168,-0.10949521519950761,0.2554899222626427,-0.1338064282546026,0.8869930743089981,0.06204404613268974,-0.09692083799656777,0.020369019232193673,1.0,0.907165512064074,0.47265749886443403,0.31209371387421553,0.0672136940753135,0.43896371083286106,0.47769774007583843,0.15206311595240488,-0.1795469567026186,0.5665912507560961,0.15980857079986072,-0.2308788765806963,0.021892097404923556
Parietal_Sup_L,0.2668657542585153,-0.23499693433317706,0.017761933130701266,-0.0008305941604396942,-0.2594653009784204,0.14983865043291306,0.005591636580346214,0.2479053878179339,-0.11930794050436978,0.1167396371510741,0.7640971816881065,0.03697105109093955,-0.13012752868888894,0.35596713549871745,-0.1250752277865135,-0.1383189341054855,-0.0009329793690291556,0.17858196873540916,0.07245239862840648,0.10854160806348453,0.5614776678019324,0.18306234330008295,0.12427861174184127,0.12076060592070174,0.4896374974591732,0.10540562177995882,0.05799309502894915,-0.23341018716259765,-0.0657574165098897,-0.09960788539120202,-0.19540814171359883,0.2955050039630444,-0.10020612540671132,0.8336153859781467,0.1276198543440831,-0.1603978131721996,-0.22953833500123005,0.907165512064074,1.0,0.4477349812483851,0.25239151392509485,0.04574952426259998,0.31859188244431297,0.4010645638363847,0.051193505515655074,-0.0658150849070613,0.3860366942886339,0.084347015532646,-0.19679434247830582,0.0853036207361394
Cingulate_Mid_L,0.6516996730532579,0.2666159650391605,0.5890489392953756,0.5037265486200823,0.2586402523694475,0.27316895922091583,0.6282733897961155,0.27430302151973285,0.5806918947982526,0.6143819312776513,0.632489707696658,0.17840768884209787,0.24573450742156416,0.3395416615738441,0.42709548905340977,0.45169588335557437,0.5794927731823674,0.5406641230175919,0.39145665576928296,0.23073716500361086,0.6027263311417727,0.4314110043300608,-0.046935690293602506,0.5780675352894743,0.5009005830791754,0.5682215828415641,0.06430775371804041,0.11000283371793693,0.22142550382943285,0.23748579503798475,0.2182663856838131,0.3714488867940081,0.1463889342556481,0.6373791586345497,0.12234659051063387,0.322984045678569,0.4807607504953169,0.47265749886443403,0.4477349812483851,1.0,0.7389975268059067,0.5467136904705343,0.47678161211622044,0.9356126812087324,0.7275103154511715,0.03460136134822382,0.5424725301377313,0.4498700649063928,0.1535230601971484,0.07091963131161881
Supp_Motor_Area_L,0.6585580101450506,0.36812785359072053,0.7165445396966436,0.6807814023781555,0.31111454687974754,0.21767822796827524,0.6551601668536721,0.27288456157095764,0.6760557826578799,0.6635428160369072,0.43285405770705787,0.09845582458427636,0.13424505916412752,0.25056001120990684,0.46642613313978865,0.503864837686895,0.6063824509321718,0.5756769209141132,0.32308725299601215,0.11680576320761256,0.5838178667254318,0.3874197519013525,-0.003908978050380355,0.5341690645026572,0.48489540814151194,0.4750692395395978,0.10633473508395147,0.10453378019998803,0.12028243626387804,0.2138791613187655,0.2979046893796995,0.3297577156180854,0.08932679214892185,0.4792745678602803,-0.015598256028632023,0.4143197379677001,0.5255667415661881,0.31209371387421553,0.25239151392509485,0.7389975268059067,1.0,0.6115295280109195,0.485224316526493,0.7910624720291515,0.7746980150063654,-0.16146690503574893,0.4865633661689053,0.34155300618981554,0.22198572551098777,-0.02274105945775858
Frontal_Sup_Medial_L,0.4779195403872995,0.13377591057039898,0.766039454260948,0.531975985303968,0.02282373226950367,0.18702045662464858,0.49659295317338764,0.20307069001206157,0.49431633650948126,0.5095422984148298,0.13485133091967008,0.2386500403383792,0.11447101390045215,0.015003409877384343,0.19350019393163248,0.24593999216714185,0.575670209690404,0.3177749425327046,0.4011786259632705,0.30916155593632483,0.44417358075590113,0.03131979072495014,0.060399975869211024,0.2754536196929893,0.08973962974218501,0.38542812911700597,0.3935418807359699,0.3635364549732449,0.016143492232081405,0.3328977073833223,0.45468104448092617,0.12332933944137248,0.022203365891700046,0.21224313599833608,0.17070406692253587,0.2524247787589527,0.34640420698720664,0.0672136940753135,0.04574952426259998,0.5467136904705343,0.6115295280109195,1.0,0.20026308787946973,0.6443578567531046,0.4777901780631877,0.0149486339720116,0.08626692619858815,0.24100957538772433,0.5932116652466993,-0.01748121088805511
Thal_MDm_R,0.3303687211409139,0.3830584346861015,0.2798848637635127,0.4933086530968828,0.5046917359778191,0.09984933502303253,0.5815041702264784,0.41813582342061206,0.34646390940803157,0.5586621534242665,0.5714230962,0.09911499127231028,-0.3065740092992413,0.26721581725618454,0.6305631355066859,0.5792602716477444,0.17087498133533374,0.6161036685630101,-0.16979511477588208,0.24130711481839373,0.5931472248048689,0.664456362293926,0.03402373054576713,0.5610105186397805,0.7254974103349237,0.43190730847730346,-0.06936710546973092,-0.35686138469790596,-0.13183465142821432,-0.2829795099984578,0.21390777205230802,0.2572256971695968,-0.13763813986458695,0.4605132553004979,-0.0473351526549553,0.09621933794909691,0.471952181073048,0.43896371083286106,0.31859188244431297,0.47678161211622044,0.485224316526493,0.20026308787946973,1.0,0.5126824058651211,0.5033160055353796,-0.4360722186143787,0.6811714348407193,-0.058972755764252406,-0.2418491464181414,-0.13923823668950075
Cingulate_Mid_R,0.7292005721198892,0.3263213939067495,0.6462663199215356,0.6022183157939648,0.2988014907774156,0.31570779783078173,0.6697488773290716,0.3644667011761216,0.6506344796706824,0.6873430278989693,0.6273072364743969,0.10310129876189962,0.1646765892909276,0.29293375083245804,0.4854713010739697,0.5205107642369753,0.566934323967586,0.6202236841832622,0.37329530538909567,0.16692382447051293,0.6700398814227949,0.447765556203239,-0.001289435434047526,0.6196849107937349,0.5631146049710751,0.5832963744596803,0.12818054786933183,0.05724788990540438,0.07462403483799752,0.1812369051526289,0.28368876951003363,0.29745775243879985,0.026550682243622004,0.6306671734476474,0.05429188403232052,0.3307095393156548,0.5389461860932446,0.47769774007583843,0.4010645638363847,0.9356126812087324,0.7910624720291515,0.6443578567531046,0.5126824058651211,1.0,0.7727170289043833,-0.06666516657224135,0.5763843133307154,0.3473365657514602,0.1833259943853616,-0.03515038757762928
Hippocampus_L,0.6781303266883422,0.6253028987003609,0.6596263508704354,0.6931465809982229,0.5238161640520009,0.22966300128824843,0.7121875973891119,0.23166564660129166,0.7650901543994394,0.7124948335629834,0.361225951100896,0.040941700546054303,0.2627318370279352,0.16586093937897564,0.6669750499902145,0.6845897668403095,0.6011581614932671,0.6032881239517851,0.42080103607168534,0.1019598758857093,0.46207346751357353,0.48292532980629865,-0.04276058698570093,0.7546237140951468,0.5060475129506299,0.563733663441836,0.05924556570963559,0.08331418679300764,0.18254529415133197,0.1419474820863097,0.35589836380398354,0.3410900303059482,0.21578025205292173,0.32871641538435786,-0.14301341731580902,0.5037993481649146,0.6293745607221363,0.15206311595240488,0.051193505515655074,0.7275103154511715,0.7746980150063654,0.4777901780631877,0.5033160055353796,0.7727170289043833,1.0,-0.08652534408526748,0.6127198819897917,0.318327089923489,0.09167389014451266,-0.056989522032307095
Rectus_R,-0.04647021830267322,-0.23266525745450695,-0.16805529318961465,-0.43735183015995077,-0.4281146748913861,0.33398123032957794,-0.23848870759870514,-0.06345865950153297,-0.14688958667660282,-0.17010732115868102,-0.26260980707286724,-0.13819166550118098,0.6257353161931356,-0.4356911470406795,-0.4568505993125534,-0.3735748556238914,0.09693424749636895,-0.45493341940926624,0.2859319991468673,0.14552110235034885,-0.25745511957235123,-0.48628948198861033,0.010843232906247748,-0.1306277582877689,-0.3946258519187431,-0.18774663407186823,0.051168389745540076,0.49718224900313146,0.2933181885711269,0.5055186408336193,0.10548179779629031,-0.3934094622194524,0.25815987623534653,-0.1886422094641633,0.11824176034350674,-0.0334338356551005,-0.11541976021655047,-0.1795469567026186,-0.0658150849070613,0.03460136134822382,-0.16146690503574893,0.0149486339720116,-0.4360722186143787,-0.06666516657224135,-0.08652534408526748,1.0,-0.4360406214676523,0.2102768005577136,0.10093102709313058,0.17450697973958862
Occipital_Sup_R,0.6330554115646331,0.6182872496787513,0.20238012925664017,0.4402070677905414,0.6370816492651207,0.053294197462093476,0.6132296562207507,0.3559640039983287,0.49998227495419423,0.626794875504031,0.7822794991988152,0.12196916756652561,-0.12209207434781312,0.5250659976987914,0.7622939940828455,0.7479586271251161,0.2707160136993728,0.8295309190211752,-0.016946554712637844,0.06660293029467534,0.6425668432102392,0.8429755991517215,-0.12482152657960156,0.6968951732372459,0.9009870730993464,0.5547362992824071,-0.1420471155907033,-0.372527789700405,-0.064397678556298,-0.259660360996673,0.0061990235915362485,0.4296905276980272,-0.07543485307330827,0.640826078519857,-0.07865470038136034,0.3325804022089872,0.44353578108028147,0.5665912507560961,0.3860366942886339,0.5424725301377313,0.4865633661689053,0.08626692619858815,0.6811714348407193,0.5763843133307154,0.6127198819897917,-0.4360406214676523,1.0,0.24168865424376318,-0.25893822222045004,-0.16722681079425947
Thal_VL_L,0.40368305481871564,0.17057522564618915,0.2390369130173319,0.09794843748755383,0.14452667552577092,-0.15343845784626262,0.308196115306949,-0.023618806250012576,0.5206765428038997,0.3268464969683442,0.23076466480674615,0.5830094784604295,0.36342220008959725,0.4137115617281478,0.19639062569761448,0.2477683571889793,0.5741377461127031,0.3239335158256364,0.3408379140321997,0.33139933764753177,0.31706032570492354,0.12469162412981553,-0.13073116016830608,0.23553261473041937,0.13451128778456786,0.32210152551829907,-0.07747659053194061,0.4747716424170886,0.5050081591623926,0.5552687276284163,0.12030852112331059,0.3113493249733099,0.4087652453569839,0.3005341770211098,0.4618674364675296,0.35852088867111165,0.34848711087049355,0.15980857079986072,0.084347015532646,0.4498700649063928,0.34155300618981554,0.24100957538772433,-0.058972755764252406,0.3473365657514602,0.318327089923489,0.2102768005577136,0.24168865424376318,1.0,0.35052061503010706,0.21362622470607567
Thal_LP_R,0.14712510196583756,-0.11533874314633462,0.43549246983631035,0.2790821774959514,-0.17554514745357017,0.008167402035348416,0.09157482256525962,0.015103558677878787,0.2857358755307038,0.19139858746814373,-0.19610999988892627,0.41747663856072925,0.25025932806325923,-0.11007462136799621,-0.10821128457547113,-0.029637042596015954,0.4812273239671314,0.03852711023982194,0.3372673884082319,0.41604730802371304,0.13293838329339935,-0.29677783396822016,-0.10862739843587911,-0.05296165049392778,-0.3519495121010276,0.11580812189649736,0.3694198542276603,0.674281520858626,0.14587101024546442,0.5018195678318088,0.4189184430781998,0.05185479223205322,0.17412758205416864,-0.09507603432336911,0.35443802088420134,0.15884757860431128,0.11850603810025398,-0.2308788765806963,-0.19679434247830582,0.1535230601971484,0.22198572551098777,0.5932116652466993,-0.2418491464181414,0.1833259943853616,0.09167389014451266,0.10093102709313058,-0.25893822222045004,0.35052061503010706,1.0,0.1786339995102163
Temporal_Pole_Mid_R,-0.07580924127667144,-0.18755348875329747,0.008785202950954077,-0.1210931138046843,-0.32915024786472563,0.034703526756357614,-0.11763202923068353,0.1348280541283127,0.08076376608915291,-0.08698346212028102,0.0060985305590237505,0.07183030964558776,0.31605291714802497,0.061142787687669335,-0.29740356670660323,-0.20911371253264835,0.23845036577622294,-0.17562832106019588,0.2176225925539829,0.15212236350889902,0.059588561701450195,-0.2470670949919908,-0.03806203125404079,-0.15715127564135864,-0.2294328372039559,-0.0036727263589380133,-0.06484986440588983,0.3687922655970045,0.46806185425068036,0.4308537489780144,0.005890654202311506,0.036643464166601705,0.42942205373093645,0.12098634441720953,0.0840883626898804,0.11193930261988551,-0.04038277053083294,0.021892097404923556,0.0853036207361394,0.07091963131161881,-0.02274105945775858,-0.01748121088805511,-0.13923823668950075,-0.03515038757762928,-0.056989522032307095,0.17450697973958862,-0.16722681079425947,0.21362622470607567,0.1786339995102163,1.0
