,Cerebellum_Crus1_L,Thal_LP_L,Putamen_R,Occipital_Sup_R,N_Acc_R,Angular_L,Thal_VL_R,Temporal_Sup_L,Thal_VPL_R,OFCpost_R,Postcentral_L,Rolandic_Oper_L,Cerebellum_8_L,Vermis_10,Cerebellum_6_L,Thal_IL_R,Cerebellum_9_L,Frontal_Sup_2_R,Cerebellum_3_L,Frontal_Inf_Oper_R,Cerebellum_4_5_R,Occipital_Sup_L,Occipital_Inf_L,Frontal_Inf_Oper_L,Vermis_1_2,Temporal_Mid_L,Thal_PuM_L,Cuneus_L,Precentral_R,Frontal_Mid_2_L,ACC_sub_R,Cerebellum_7b_R,Vermis_4_5,OFCant_L,ACC_pre_R,Thal_VA_L,SN_pc_L,Cerebellum_8_R,Occipital_Mid_R,Cingulate_Post_L,Thal_PuL_R,Frontal_Med_Orb_L,Temporal_Pole_Mid_L,Frontal_Sup_Medial_L,Precuneus_R,Rectus_L,Cerebellum_Crus2_R,Thal_VPL_L,Caudate_R,Cerebellum_10_R,Lingual_L,Cerebellum_3_R,VTA_R,Putamen_L,ACC_pre_L,Cingulate_Mid_R,Thal_PuI_L,Calcarine_R,Supp_Motor_Area_L,Frontal_Inf_Orb_2_R,Thal_PuA_L,Fusiform_L,Temporal_Pole_Sup_L,Cerebellum_4_5_L,Occipital_Mid_L,Hippocampus_R,Fusiform_R,Occipital_Inf_R,Vermis_3,Paracentral_Lobule_R,Supp_Motor_Area_R,Temporal_Mid_R,Cerebellum_9_R,Thal_MDl_L,Thal_VL_L,Cerebellum_6_R,Thal_LGN_L,Frontal_Mid_2_R,Vermis_6,Vermis_8,Heschl_R,Cuneus_R,SN_pc_R,Temporal_Inf_L,OFCpost_L,Cingulate_Mid_L,Thal_PuI_R,Frontal_Sup_Medial_R,Postcentral_R,Amygdala_L,SN_pr_L,Thal_PuA_R,Rectus_R,Heschl_L,OFCmed_R,Cerebellum_10_L,Parietal_Inf_L,Insula_L,Cerebellum_Crus2_L,OFClat_L,Thal_MGN_L,Thal_VA_R,Pallidum_L,ACC_sup_R,Amygdala_R,Cingulate_Post_R,Thal_LP_R,Red_N_L,Frontal_Inf_Tri_L,Thal_LGN_R,Precuneus_L,LC_L,SupraMarginal_L,ACC_sup_L,Thal_PuM_R,SupraMarginal_R,OFCant_R,Frontal_Sup_2_L,ParaHippocampal_L,Temporal_Sup_R,LC_R,Insula_R,Lingual_R,Thal_PuL_L,Thal_MDm_R,OFClat_R,Parietal_Sup_L,Thal_MGN_R,Angular_R,Temporal_Pole_Sup_R
Cerebellum_Crus1_L,1.0,-0.02733324482232292,-0.19640524124879558,0.6370816492651207,-0.21438865798409107,0.4888134379113446,-0.44059154661015276,0.5257043327682417,0.5619406132558424,-0.586410019171621,-0.10655726730280686,0.38035501924691745,0.7788899013501214,0.43739247422115907,0.9222991244401559,-0.06175938648202608,0.6657371483383556,0.24691499830110122,0.7826142502041873,0.2908596556765842,0.29908172989626136,0.4927859119665278,0.9399111939611052,0.4555416180513293,0.594967198513659,0.8284818048620674,0.549049717728755,0.541303095602631,0.45285681322519156,0.1830372191998346,0.08374223187860175,0.04336407259599068,0.4284981542716394,0.33689198310205704,-0.25059499265581797,-0.3098517063706408,0.542489040579019,0.24763350658173156,0.6852836356802389,0.3064417604742678,0.3478034507473358,-0.14824862034583952,-0.6516197490568335,0.02282373226950367,0.1402062609246117,-0.30611104275127693,0.4411182606200807,-0.35993845469700175,-0.004897540911837488,0.6523912369743032,0.8298925617148442,0.34481005746967913,0.154499899468242,-0.08195352153967135,-0.19097064181664852,0.2988014907774156,0.6646179992346151,0.7462775759779647,0.31111454687974754,0.0766497596571786,0.5901838312368733,0.7892032027859432,-0.5852924765369966,0.45012726718230395,0.8080339634016319,0.3777019556459319,0.29621581660955276,0.7816524245228758,0.29251512816435005,-0.043303076573361986,0.4020091860759166,0.6315396378009384,0.20302063901171322,-0.32827882942146175,0.14452667552577092,0.8802703686814516,-0.0630494016427279,0.13091023470188276,0.7894181389754529,0.7718170092216968,0.3077165344707172,0.5882378897415176,0.045846913187727774,0.613326769993516,-0.06452643013002547,0.2586402523694475,-0.07449804094134847,-0.09725328890804157,0.040837229966230904,0.5522758140256219,0.4444058360859495,0.5776389767346505,-0.4281146748913861,0.6264519414385515,0.11042060160350863,0.5481305170731634,0.02990097708708772,0.1415960443217212,0.831566334750933,-0.1717152648911843,0.16491456929458378,-0.313621491540661,0.0726599920220419,-0.26647395834199694,-0.43205262576583997,0.4236524651297299,-0.17554514745357017,0.5222139106970113,0.2173172618980579,0.31379447373323616,0.02915187117138423,-0.2504932958802819,0.5107073146670514,-0.18480686085173095,0.4480809474879735,0.2429581470320573,-0.04853316168005285,0.460308659165864,0.5671722750335186,0.09897509496295591,0.016012775978185925,-0.13187402628567882,0.667814147664379,-0.0733814085585016,0.5046917359778191,0.07507250699536774,-0.2594653009784204,0.34623973345158826,0.2293118747083379,-0.6213259298415954
Thal_LP_L,-0.02733324482232292,1.0,0.2485235060871478,-0.1929689286337999,0.22954186240084648,-0.28002271759494557,0.11113709715085233,0.3271836578892575,-0.0807160241393311,0.29871300476495355,0.10700994350996569,0.20958583473174627,0.023835017598399604,0.14684521217001706,0.011209438834633118,0.28163064633406454,0.06608174346550515,0.32680310932628637,-0.11946887596619951,0.17673289816661705,0.10084745630509652,-0.32975848481834996,-0.048404627927617745,0.17086406202213805,-0.24366032455963169,0.020420751260279615,-0.05353357810536299,-0.3180374679320793,0.22595365681953267,0.33677484949896735,-0.178783337932933,-0.039329809050466416,0.10237039155273038,0.1864098231112639,0.10790297612718976,0.5162471586238154,0.10209086571080438,-0.12605822331605399,-0.23753645400079634,0.1955862400099268,0.5027360236665469,0.2344091158167448,0.18347021343071612,0.40686167097884857,0.01279261006012519,0.04155890610054677,-0.08033397951888195,0.42321170094965865,0.13430923236787265,0.1201301483112502,0.004786378538248446,0.10322079283461393,0.07363302040091133,0.20545313852495353,-0.0770091149804756,0.10613777949993103,0.08631100229755648,-0.06825937799124397,0.17211514840905234,0.32248996132448526,0.15442687266639232,0.11756851597585019,0.16630584057004533,0.17215593500761872,-0.23245365016236041,0.21488756803328485,0.27074850431253655,-0.05136585584215844,0.17154972843246782,-0.19190302011242724,0.16878871463043157,-0.09320690815076521,-0.010975760638109518,0.3201706792127401,0.20514692487663896,0.04558847855204262,0.5898766253340465,0.35535095026586927,0.0031195999439930155,0.06882017766574533,0.19276646844488948,-0.1800914400966566,0.18966680790383839,0.18487512896973507,0.34750045027938486,0.034627678693102806,0.10625789732948293,0.1767789937475013,-0.005944806163924626,0.3027419155120552,0.27845614723206596,-0.03473748604013196,0.05834414018500017,0.13405748504196344,0.22060535078116233,0.08822041448030862,-0.1001453710653187,0.21220857704345197,-0.007813079796336874,-0.029329392096355728,0.2878244609816758,0.13974304177282593,0.38859962032291484,0.5292688015610842,0.27595101325684557,0.11169412594801377,0.656715516841244,0.1809668481864041,0.23990845256046625,0.1287825971589741,-0.23240351628787329,0.009435405786306906,0.07593659421795203,0.542688683079271,0.17430194785482614,0.04606318445473866,-0.08581397345183586,0.42302392506797937,0.038294652833652604,0.32026901208873204,0.4479130242526934,0.23157206898055616,-0.035895920528899276,0.01064720809583507,-0.13877746509038202,0.09435113896671915,-0.3505937282652818,0.039481732136824356,-0.2954126050407958,-0.0052770239623936505
Putamen_R,-0.19640524124879558,0.2485235060871478,1.0,-0.19559499108238595,0.7377723659363691,-0.24302782440758633,0.4542799636246858,0.25135566726348396,-0.0185090525820054,0.4301953990853843,0.22098600118876846,0.20577334170065012,-0.1681104713480149,0.3099047153006771,-0.20438774080046043,0.21727590330154237,0.05192947108781661,0.10034344981062678,-0.2165259270543285,0.12878358154967676,0.1797600103926055,-0.33817645482053055,-0.2691754550506911,0.2696576539331389,-0.30444777525862277,-0.15711342444182982,-0.11773080027121607,-0.2835533512328208,0.1068411101348376,0.3656609947824923,-0.1356891287529543,0.27412100289391866,0.06559274590394688,0.2366271653162633,-0.07497770297542493,0.7462493220631494,-0.12898847256001741,0.11442029969661187,-0.17464913762349712,0.08673891089223777,0.15270829563684424,0.22756037487475592,0.2367141450845602,0.18990404470990835,0.016305280079257252,0.6730370266616686,0.038316092773086646,0.667308517396018,0.6715696107733973,-0.04585914370892041,-0.045617868940027985,0.17299180927756916,0.15460059956998654,0.9491289778120452,-0.17185301405892323,0.16620175077126104,-0.009825815540300672,-0.019733666034622867,0.13009881023605643,0.6736004816990923,0.02300138536148982,0.005017138206468177,0.5108762955924558,0.1971071790618662,-0.2952298180816309,0.21721016975142662,0.23272378652445228,-0.18925910253577263,0.14387840649560008,0.07721216937006393,0.21968579301485786,0.021443067241495733,0.2038056109402888,0.6485578559534548,0.40194901745427464,-0.0686116378899039,0.4897847719344434,0.5798277966451161,-0.20128532842031452,-0.0443105779881497,0.2554003653286691,-0.20910408967954033,0.20165853142172535,0.15383360333076165,0.14484341044974963,0.2487213943840544,0.09724914326406049,0.014611063472041108,0.21982505910075092,-0.04063305035091098,-0.008960877542545313,-0.3322942983782921,0.6136606465821253,-0.009622563700612216,-0.036279925652023634,0.17427897555676655,-0.02653699680391676,0.8117535446370235,-0.14988136422552775,0.5104210211725463,0.25023658835316587,0.7745367208795897,0.4638770021431681,0.6010372909594301,0.3895357030210999,0.04813531777547321,0.37861548226545216,-0.04665990569529591,0.6003044266910986,0.13069339617594108,0.00020456441229942392,0.30217304783029164,-0.1379009084827063,0.43377498887910687,-0.01818624114401294,0.24663452093529906,0.42127295481020455,0.2107832248962334,0.042445242170878084,0.39020880149442844,0.33393570148944485,0.6207316503620266,-0.08416272322807744,0.3542330814065621,-0.31553457144184754,-0.1372415379056638,-0.06991259910409056,-0.16390128922623282,-0.07282817362095544,0.45569479355740883
Occipital_Sup_R,0.6370816492651207,-0.1929689286337999,-0.19559499108238595,1.0,-0.41066423373662136,0.8279475302068445,-0.12899791499154148,0.49998227495419423,0.7641930820912238,-0.3757292084638895,0.3635454585774619,0.5099862847509653,0.5539628728391938,0.3325804022089872,0.7622939940828455,0.06660293029467534,0.6243154110267217,0.20238012925664017,0.8295938641429904,0.5556120233691302,0.5579312343883285,0.8721688826656842,0.701511816696563,0.40072119402656464,0.720387838226546,0.7431941474319402,0.657598436499006,0.9009870730993464,0.5938488194645717,0.3112314961238961,0.10698882897280286,0.053294197462093476,0.626794875504031,0.16938891921883287,-0.07808275712204657,-0.372527789700405,0.6069815860045624,0.3457975806867693,0.9487106262723135,0.4798723943597818,0.15046763129353874,-0.1420471155907033,-0.4789342675016988,0.08626692619858815,0.6425668432102392,-0.3377205295325871,0.3000534755231125,-0.3097033504747395,-0.07543485307330827,0.6132296562207507,0.7597781306367731,0.6330554115646331,0.14716425503251065,-0.12209207434781312,-0.12482152657960156,0.5763843133307154,0.5857259642763832,0.8172463566003031,0.4865633661689053,0.10628635953121911,0.37019571670310497,0.7551390805755238,-0.5191432844009354,0.5900852322414372,0.8429755991517215,0.6247891598405202,0.5477268250659123,0.6881395028375609,0.4277598377684751,0.5343995492046821,0.6382092653915907,0.8215948679343309,0.3559640039983287,-0.259660360996673,0.24168865424376318,0.7479586271251161,-0.21716882526588827,0.2707160136993728,0.7755320335463385,0.6182872496787513,0.36436058502085417,0.917146666160893,0.14384270330156365,0.44353578108028147,-0.026130313751518176,0.5424725301377313,-0.07865470038136034,0.17870827685112645,0.508758916449852,0.6091495847656084,0.4402070677905414,0.5566862577557163,-0.4360406214676523,0.6100803552954795,0.00320264386302503,0.6011151953935931,0.5823633397429789,0.09164008806329109,0.5070447523297763,-0.05382455412847177,0.15623726966081666,-0.32859609971028075,-0.019029382327586216,-0.3024829219890635,-0.23320339640120916,0.5547362992824071,-0.25893822222045004,0.5440519225297181,0.21282811021285347,0.48247867446069126,0.640826078519857,-0.14366568990242742,0.7183204025371661,-0.21401772966156443,0.517187044089048,0.5506056325361336,-0.23416657381425562,0.3775623256931145,0.6968951732372459,0.35847411841544,0.0061990235915362485,-0.016946554712637844,0.796191734904663,0.17181310300684247,0.6811714348407193,0.17629931850367106,0.3860366942886339,0.38765965466166286,0.7822794991988152,-0.3380605405675639
N_Acc_R,-0.21438865798409107,0.22954186240084648,0.7377723659363691,-0.41066423373662136,1.0,-0.4337336998976413,0.16484268139642044,0.06595525751646317,-0.27501150167205174,0.27667788937007315,-0.11089264960261211,-0.019760322956192455,-0.1842790540186883,0.13785632213077273,-0.30967589905693726,-0.005249443213603981,-0.06878049139198769,-0.04921477156063655,-0.34795180629566613,-0.1692129636967436,-0.1998315204644193,-0.5068889679578623,-0.2680676382013723,0.08434743135444231,-0.4298531613762556,-0.26245124204422965,-0.22411757040441496,-0.45156782911642257,-0.07636166101177926,0.12902332245150896,-0.18995676673688958,0.30176312369437663,-0.2238272306743857,0.24367767533862658,-0.21396038269626397,0.5202143035243648,-0.3286528974363566,-0.03819834713830701,-0.3798043365054088,-0.17635358800317127,0.08616647798190889,0.17476794790936243,0.2038765893572382,0.04040635157380882,-0.3249045583223235,0.48606819120360345,0.08213674475233775,0.4068398330826691,0.44069064325889046,-0.16577227337704462,-0.22587004877044803,-0.05815088336837082,0.1320799678404817,0.7490348142513809,-0.20367926787673363,-0.10020699526126195,-0.13062186185723498,-0.23619130522428528,-0.06103969491854408,0.4694022080884646,-0.06072996025077152,-0.17709870807906983,0.3634430427692155,-0.14514583998442823,-0.39163592744726833,-0.0872508490916077,-0.08571025242875392,-0.18381157508609933,0.03469264441816312,-0.2604022058377221,-0.057341751182070654,-0.2376311624159606,0.10848395626104718,0.3815001444423724,0.07147478828480212,-0.2116265990688628,0.400474365812088,0.2637788233330278,-0.34946803333300835,-0.12400677558050795,0.08154189441058318,-0.40544975929733884,0.18024545090211777,0.0245990947722492,-0.03521044102903127,-0.09584403533131126,-0.07589892798250246,-0.12932558198680283,-0.13988824648529521,-0.1573268027799527,-0.07136539253800023,-0.33926419247769823,0.5116415604488803,-0.20051523237955532,-0.007159101160239586,-0.04673119831527709,-0.3396067526435283,0.5549815554050639,-0.17423160997624917,0.28618468217737214,0.06169509241242104,0.5512014215690632,0.491956517142156,0.47686177941827046,0.2055812259981072,-0.21997032323525612,0.24961368205302442,-0.12619986975380285,0.2868504757799543,-0.045563962519246694,-0.313694743482524,0.11394149182656715,-0.31785620977067613,0.3060556216267193,-0.2766334800011656,-0.06469737892247689,0.29791887055325766,0.04788662297463275,-0.16113941822532749,0.08730110791906272,0.19151414831751348,0.3552101443250704,-0.34070460222859195,0.11816887260634625,-0.4699975673978234,-0.2200752688693873,-0.3133965436187369,-0.38183830397982527,-0.32986698036451745,0.19695117321102099
Angular_L,0.4888134379113446,-0.28002271759494557,-0.24302782440758633,0.8279475302068445,-0.4337336998976413,1.0,-0.06928276358232506,0.3612847021109576,0.6892762634697062,-0.2938108136235525,0.4716126672729668,0.44659293157139085,0.36110249588844723,0.10521426116518433,0.5853262231314003,0.06239611575092896,0.4184081447973868,0.18155885366501984,0.6694295011094104,0.4055368017515755,0.37776074711453506,0.9083496747799394,0.5591774227124997,0.3013069186867088,0.7279308754644129,0.6298486240756704,0.6834964349889804,0.8709130653377479,0.4421089287697558,0.10325134572224731,0.1327159829930449,0.14193782985632114,0.44989701334472365,-0.09741527951842699,-0.06673055197482415,-0.435557812315971,0.5571924616130339,0.3605773510755088,0.8761135578348251,0.4618269657192337,-0.06828710664733349,-0.14251966887572076,-0.30910233550749266,0.08215263827098396,0.6315210608133035,-0.3477893732155598,0.24197831758149693,-0.3189570035361289,-0.20257066432223095,0.5464643358166515,0.5564507968082185,0.4752328246827055,0.1095097751436886,-0.22744461467407356,-0.13055203688429246,0.6009449649084052,0.4763139954471291,0.6099743470350844,0.4846838285209805,-0.06265846179477223,0.354830006896262,0.5543733323492072,-0.36675432411219344,0.4051253823883033,0.8227743375643206,0.4540615687495981,0.35456724509387655,0.4530503219724689,0.2914293382549201,0.6069445902805373,0.5257874358918251,0.6922153111503974,0.31110290995689754,-0.3098800104768593,0.21512098595056695,0.5356848618176915,-0.40091301379568045,0.13395195083783853,0.5998350554911915,0.32045672617278664,0.32616425777498914,0.8451345474297953,0.14666750344459156,0.3724393338293562,-0.020699599966337367,0.6055639023506545,0.09847759548144643,0.17883485017151235,0.5728534538918364,0.386321843107154,0.3278612067072857,0.583279723642425,-0.3966759948807791,0.4033219957751916,-0.09324174224668459,0.5077352950190696,0.7641935538641851,-0.03602362776642853,0.36980283648128714,-0.07446613142731183,-0.024918490346064946,-0.3687449790893786,-0.05209328372763785,-0.34083696505563754,-0.2631878847798713,0.5080481643003901,-0.27495941620295833,0.39298493577030974,0.06251801706556333,0.2527425699035023,0.7557944724189652,-0.025975684773849518,0.7889081942140177,-0.20236136083365466,0.4600684226948652,0.5891635188766142,-0.18369211081541884,0.20611240185156954,0.5511323922026815,0.20473652467492445,-0.14143226108068352,-0.13013764441796624,0.6273382886934965,0.26141847286443815,0.6826724180598888,0.1525683958820042,0.6169566005101162,0.3717810557411729,0.8825575692772043,-0.20162314114923546
Thal_VL_R,-0.44059154661015276,0.11113709715085233,0.4542799636246858,-0.12899791499154148,0.16484268139642044,-0.06928276358232506,1.0,0.09715272012437713,0.13995050556486932,0.5229859476952539,0.6152454511239037,0.2874432828144505,-0.4615259089792671,0.10462965899943295,-0.3367600532404054,0.5327008867761152,-0.0936428227350196,0.21103476674560034,-0.21080533853424077,0.3017881410641342,0.34936597868773656,-0.10951160398044237,-0.49879865281443514,0.19190533024833828,-0.12458814907581182,-0.2747946944256096,-0.13511323024530933,-0.09652130184132778,0.12764844036978873,0.2414265616422941,-0.021294680250135572,0.0312180291650661,0.21176833800380074,-0.30157746768514854,0.3990301720202547,0.5295413358519476,0.027257122683576985,0.1713194331309625,-0.15388756069027823,0.22125161974748872,-0.06316060292579996,0.18491377081307264,0.4403818728408957,0.39179228556419265,0.42908122333829035,0.2890976132340082,-0.16567067418668532,0.7366151761417882,0.38989516880401015,-0.043462000258864424,-0.18870264988647456,0.16915737780384113,0.08047041036835527,0.3236404403331186,0.10908828744028025,0.2761400426419037,-0.14782277532011287,-0.1198877223533243,0.21520635208476033,0.13836827943382177,-0.12644099692455843,-0.1596715585685169,0.5584399094656397,0.24030386395094477,-0.3422443645435695,0.24911852806734625,0.3005420942860913,-0.46222435421539415,0.1318080032887785,0.5321607936919002,0.3016854341665372,-0.03967687454686618,0.24223574964975267,0.6444316195819152,0.41801426812284515,-0.2280803988846262,0.2957277787944418,0.4630238857150503,-0.1864376249182267,-0.2742891181487601,0.18928576451594795,-0.015507905720452572,0.15955265256983328,-0.011924224375006794,0.16373950984186914,0.3514632001091715,0.38782187274458463,0.4633803278872871,0.5629104065219096,0.010787602657409268,0.0513614886662784,-0.3154629040074395,0.3547884349863108,-0.12014152687037537,-0.010429676056806541,0.09856702938671615,0.3781019523655109,0.33351162796092093,-0.3852944616502083,0.32450538170191967,0.2612111939620356,0.4792257037031229,0.2034408256021714,0.43814467475774216,0.5951231487185382,0.07682374198023442,0.43533389223555635,-0.024452643657917255,0.3439248122122855,0.10717626112170185,0.35761765190137274,0.5252440705756081,-0.02168950952797889,0.4394204707635819,0.2723645006193118,0.3595549894866408,0.20924986656223643,0.0460707034650228,-0.12357108490616588,0.4244596893579182,0.2673998240973137,0.388000449667454,-0.041970341894092315,0.38921944393120544,0.029076119245731735,0.026730567586147058,0.35891430001422264,0.11817802157169906,0.16556412693430708,0.552481126581735
Temporal_Sup_L,0.5257043327682417,0.3271836578892575,0.25135566726348396,0.49998227495419423,0.06595525751646317,0.3612847021109576,0.09715272012437713,1.0,0.5807557558994461,-0.041943371151739024,0.45452173838007076,0.8395010627130108,0.5029202685720624,0.5034491459464246,0.6398253961878178,0.1278197858510128,0.6934434308847071,0.5575364092762969,0.6146524270590179,0.5559621169428599,0.630277452832867,0.25665228180063604,0.5027658219852528,0.6883372426327631,0.29936721402466226,0.7422275364353659,0.4559394005620813,0.38152280569975405,0.7385223129700772,0.6272550878048176,-0.04768860993360864,0.08179663735247744,0.6720788128480336,0.27368999435417024,0.04771114638229258,0.2591680252192833,0.5615182725694672,0.2431502603648681,0.4307783883604347,0.5835749376634006,0.6012971161217182,0.036708922419067605,-0.13868464015493645,0.49431633650948126,0.4847409432689199,-0.08722025562475025,0.21917032670712985,0.2763514191049946,0.2967565776400857,0.7246331470321447,0.7001361624925808,0.6492684291308658,0.21272165260564152,0.2503862570999289,-0.11351650149573667,0.6506344796706824,0.5992584113513617,0.6758727374925266,0.6760557826578799,0.31645888418308077,0.5882170028084763,0.8119105241553989,-0.015668980540886154,0.7816808653508833,0.4167544679012507,0.742370987282131,0.7291642019758308,0.32138583322156594,0.5539431145730298,0.2775725351623201,0.7719033639385678,0.48342327347832353,0.23820727175154438,0.35012382199247927,0.5206765428038997,0.679047060230081,0.4269153049425657,0.6922685419085437,0.5874373540909753,0.5472659973257712,0.7097010148166495,0.518300360366683,0.4702034597857424,0.7886257546832559,0.269186815681078,0.5806918947982526,-0.011197714735689908,0.2579247636598344,0.49641859133742383,0.6120976447336368,0.6079796849665143,0.2578097586995165,-0.14688958667660282,0.7434984050569065,0.023951709156645698,0.678349983944154,0.27159844810306505,0.5652880335856575,0.3884699018535955,0.29075506321490224,0.47390629568392983,0.23282320507304533,0.278658484773189,0.3002663371324158,0.023494960461698355,0.5104642604062389,0.2857358755307038,0.5518619936397795,0.6781819304377649,0.5541413289321956,0.2834673429253031,-0.021187943534171996,0.6771257517515428,0.35150271459562477,0.5213954226494703,0.5671244890333508,0.11003841386002869,0.7827987145203221,0.5692680694923422,0.6611795340366564,0.3723448089505328,0.3543699477387937,0.629057002100808,0.30105017970408754,0.34646390940803157,0.1581136225387,-0.11930794050436978,0.37731120329610857,0.2749468848224941,-0.17955297658835556
Thal_VPL_R,0.5619406132558424,-0.0807160241393311,-0.0185090525820054,0.7641930820912238,-0.27501150167205174,0.6892762634697062,0.13995050556486932,0.5807557558994461,1.0,-0.1568618890811708,0.4790165250751849,0.6150746345140723,0.4246615884609289,0.4461663135904621,0.6593107224972139,0.23221894704778676,0.5935400641986801,0.41052406407414876,0.7105973491103401,0.5967279443575527,0.5794336652554113,0.6646060847172232,0.5599903488050026,0.4847284717763049,0.6442112363212019,0.6472032332802362,0.7914571629801201,0.6816155825841713,0.6142939533959881,0.4012887556766256,-0.016925891973345902,0.007110916512767774,0.6088814214963004,0.029875177288699633,0.04556307274797359,-0.15890936038920933,0.5967994664743098,0.34768715160433206,0.7670194776036972,0.5807203288866103,0.3070180531482622,-0.09420722058335425,-0.3895399311694332,0.3101925505302261,0.6065450807578997,-0.23069421091155223,0.33689383242433124,0.028591168460287537,0.09209472920932349,0.6265283364772759,0.6614471292949891,0.6511138883044839,0.11528168558777122,0.019521983905635223,-0.14064309522451296,0.6874660565958494,0.6365689387185574,0.7021819020451903,0.5400883427678337,0.15855273936027817,0.6271459546782637,0.7014755992039152,-0.31433022769115715,0.6496610927903053,0.678111356571892,0.6668093397143441,0.6284197502374318,0.48876780268595693,0.4301735778775941,0.4977471657910636,0.6751105880795062,0.7752325107191039,0.3516171983653543,0.0064834945394627854,0.468760580370505,0.6852189529964946,-0.014447111748589085,0.4238889742952954,0.6586724747979041,0.5646307230706422,0.5081730289018025,0.731603558073122,0.30950544732192653,0.4896329457346965,0.07530653184241137,0.6927262306966392,0.17025283428267127,0.35197752182076475,0.5771213437682504,0.5717009700213617,0.5115521011131079,0.5533539213253047,-0.2994111350292764,0.5406184540183957,0.016522161618413658,0.6100365211969856,0.5748841078996626,0.2502656915747018,0.448524439854227,0.07952913177238458,0.29297045406249245,-0.1050414203423349,0.10762205589580051,-0.011838187472661283,-0.16091017124705967,0.6216916430759346,-0.024683996130805106,0.4374072201278946,0.34912803055300096,0.484198088582822,0.5849331324854825,0.027495623424779132,0.6553295585172337,0.1444280320778623,0.6823843814577025,0.6400921407470942,-0.08650368340685662,0.5127486034142248,0.6267380223055247,0.5335783643598039,0.02562520806478686,0.22587274258778586,0.6686933555068467,0.47356564832770587,0.5306704646149895,0.15322067284045773,0.3034270169877255,0.3116294192061819,0.6527510325878786,-0.10763675660106367
OFCpost_R,-0.586410019171621,0.29871300476495355,0.4301953990853843,-0.3757292084638895,0.27667788937007315,-0.2938108136235525,0.5229859476952539,-0.041943371151739024,-0.1568618890811708,1.0,0.3407603057529894,0.0651771337183004,-0.44618651528402176,-0.07155233624740641,-0.4911345265651844,0.2637064275733882,-0.27212680735539674,0.11579837546092614,-0.44724814918581124,0.08953020626183374,0.10710016729698356,-0.3115650659654642,-0.6124419749738865,-0.11157429638511879,-0.31782506345787287,-0.4351721489011874,-0.19072267918106794,-0.3720399249560237,-0.016029829199996497,0.16762427910429709,-0.18156311928816715,0.0923309466455856,-0.05555303631284862,-0.18051642785126917,0.43185339349266477,0.5378549589903198,-0.17676012096855048,-0.0191915173703276,-0.40656408194116905,0.04736858846077449,0.09908135965150891,0.28742409999266955,0.3956647016594448,0.35251441036419645,0.06971933978959964,0.3823400369813335,-0.2513488186784925,0.5459558795881346,0.1528750861256712,-0.22379838761542623,-0.4394141095859733,0.0933210132518317,-0.002647199986246766,0.32908098923211465,0.14405512098504022,0.09595160159755428,-0.26059603334157294,-0.38089210050009586,-0.02523135180342038,0.28619427843677914,-0.14191671222416338,-0.3326124744484038,0.5865826622538327,-0.024591284247566868,-0.51817867090884,0.04646255990487799,0.13747691146762536,-0.46372070239307583,-0.007918590635199153,0.14526526440966356,-0.01486023276757315,-0.2726301641015399,0.03558426596646174,0.49291333282556743,0.212369650680238,-0.40626238016611566,0.379155759022591,0.19248163647479904,-0.38480959684976873,-0.36307764242595336,0.019916732756083043,-0.3300356436296797,0.15517916352886782,-0.24847774929759134,0.35181049810923914,0.08856970263703866,0.16819734730432812,0.3778412066704833,0.22874403620452732,-0.0890197853384696,-0.051222949786088955,-0.3027275031607551,0.48462483075271395,-0.19143177958416566,0.08156778072969362,-0.1269357984564563,0.13752591122154065,0.2543695556553404,-0.46863086330577997,0.22907988823100886,0.1435545359000347,0.431850342535558,0.28394439134495425,0.583794950002411,0.5493981192812799,-0.09301233029040736,0.45934316751127,-0.24082864235457646,0.09992052232855471,-0.04859150304446558,0.034582994599631184,0.30179513882729225,-0.1870246415663191,0.543325469783416,-0.04164791455308437,0.07842327392879726,0.13922482513911466,-0.02099167542926323,-0.09398823618109126,0.30420188552043126,0.26511175241550144,0.4707538936239947,-0.2734783986388434,0.2848457657852952,-0.31459652620447837,0.0669158870063709,0.15370087578980512,-0.19493922802902997,-0.09804727528042974,0.6897143136750002
