,Cerebellum_10_R,Thal_LGN_L,Cerebellum_9_R,Cuneus_L,Vermis_7,Thal_MDl_R,Cerebellum_8_R,Thal_VA_L,SupraMarginal_L,Thal_PuI_L,OFCpost_L,Angular_R,Frontal_Inf_Tri_R,Cingulate_Post_R,Thal_MDm_L,SN_pr_R,Olfactory_R,Cerebellum_3_L,Thal_LP_L,Occipital_Mid_R,Pallidum_L,Thal_PuL_R,Occipital_Mid_L,Cerebellum_6_L,Amygdala_L,Cerebellum_8_L,Thal_IL_L,Pallidum_R,SN_pr_L,Fusiform_L,Thal_PuL_L,Temporal_Pole_Sup_L,Thal_AV_L,Cingulate_Post_L,Precentral_L,Frontal_Inf_Oper_R,Rolandic_Oper_R,Amygdala_R,Frontal_Mid_2_R,SN_pc_R,Fusiform_R,SupraMarginal_R,VTA_R,Parietal_Sup_L,Thal_PuI_R,Thal_MDl_L,Precuneus_L,Red_N_R,Temporal_Inf_L,Cerebellum_Crus1_R,Cerebellum_Crus2_L,Frontal_Inf_Orb_2_L,N_Acc_R,Vermis_1_2,Supp_Motor_Area_L,Heschl_R,Caudate_R,Cerebellum_Crus1_L,Occipital_Sup_R,Angular_L,Thal_PuM_R,Occipital_Inf_L,Temporal_Mid_L,Thal_LGN_R,Temporal_Inf_R,Thal_VA_R,Putamen_L,Thal_IL_R,ACC_pre_L,Red_N_L
Cerebellum_10_R,1.0,0.05615245284649324,0.2775221774880215,0.5849986692346119,0.6990360303384066,0.18308097834598977,0.3616125567771615,-0.03883509435515862,0.6620392235019783,0.6454810425750193,0.16454252537975145,0.4132663127846526,-0.07814265847268893,0.5827397655218586,0.5127246661496454,0.3260147041073006,-0.16924841511219063,0.7356899756095007,0.1201301483112502,0.5990632716283414,0.1669699281792328,0.42723324183292677,0.6690670758910171,0.7679337481218842,0.5962358993927179,0.5798057141229127,0.22811668601844795,0.13352235954903813,0.5641086075334931,0.8071901992526195,0.2930192765715494,-0.21004462556787648,0.1562802771373939,0.6010070541757877,0.6834178891908517,0.42165340946593227,0.4508275280127957,-0.10423808668129175,0.46034314912653673,0.3393554353098104,0.5703827089598721,0.43751137278095537,0.3021251110261397,0.005591636580346214,0.03157892512192743,0.025271561845196334,0.3193614709205322,0.6134235506551281,0.6798633613155582,0.5613545022098255,0.5428645436166601,0.1491801151871113,-0.16577227337704462,0.5114908011844858,0.6551601668536721,0.6017796239282027,0.02131669781389387,0.6523912369743032,0.6132296562207507,0.5464643358166515,0.5864995150648479,0.6443437498491806,0.8239155543382314,0.3968660350738514,0.13812124196351802,-0.09751112931542724,0.0017463445703902185,0.12850215967894554,-0.10111261643165774,0.5722489708985904
Thal_LGN_L,0.05615245284649324,1.0,0.023043267784890152,-0.4041014790744615,-0.06916577125081326,0.40822998068486743,-0.03250162511543659,0.6758235389631114,-0.04116512968860914,0.2028353741181254,0.24534276574409916,-0.35527973526477447,0.6542336605250397,0.05028387535371467,0.31209122046602816,0.048419627559052617,0.2515015242776766,-0.13755554694003386,0.5898766253340465,-0.26852240361535307,0.45436666945761384,0.6475250266265568,-0.35405071005247635,-0.03638723154630521,0.23006142677829083,0.01220546933766884,0.19722881970976078,0.37046452404755126,0.4136091062923059,0.16427908847462724,0.11208902202290058,0.33542128354142187,-0.015105500171737462,0.15562050816467526,0.07180442453732493,0.3390993902876763,0.3358931859309434,0.4321705142402829,0.5530376035058916,0.306110285924474,0.4717309888326634,0.14971753257367734,0.04128829359599234,-0.3964228938794535,-0.01988713619230689,0.5642273666156145,-0.25724077055639755,0.04333136847518091,0.2332807057523896,0.166859356407965,-0.04439291555840491,0.155776939931176,0.400474365812088,-0.4236503554912774,0.24639909820762823,0.19907762788871208,0.5151042129023412,-0.0630494016427279,-0.21716882526588827,-0.40091301379568045,0.10753618823029593,-0.14009313433898188,-0.05155359170074522,0.23104665423049958,0.5604750647480246,0.5030273121996458,0.4532337966448817,0.2837067292002486,-0.01904822127785187,0.18374648631843526
Cerebellum_9_R,0.2775221774880215,0.023043267784890152,1.0,0.36216615461448043,0.27996836430172467,0.3456176280123925,0.7108304396302237,0.06469658163187984,0.22741818501490954,0.10991617333852076,0.019470036607281364,0.44048673148550166,0.1009744750318521,0.25513021114795903,0.3686214469113993,-0.12868364357712228,0.029786522105829428,0.28551004521714624,-0.010975760638109518,0.3750092590028618,0.321053356267004,0.1475923815181905,0.290907213075035,0.24782705882260697,0.2835639609812358,0.026165805094362223,-0.0729418435356465,0.3703735819185946,0.2978915030290732,0.2737932868621078,0.13497456080591178,0.055055395763005145,0.07311759994192858,0.32262271213875393,0.37696464673651425,0.1960174771658948,0.3920383944764901,0.027057796250171386,0.2717488562932957,0.21688060150576519,0.2927036971508954,0.3068934465109992,0.18469338578464978,0.2479053878179339,-0.01704877687801526,0.06718970265779241,0.39321159044135656,0.10731011801016499,0.35959611311202666,0.23420071301913248,0.09939980656749038,0.13447999579588268,0.10848395626104718,0.19944323161033645,0.27288456157095764,0.3908217392330256,0.09512673071185263,0.20302063901171322,0.3559640039983287,0.31110290995689754,0.3471730545249211,0.2116523498324083,0.3287742232159618,0.3659469936186887,0.08186772015945702,-0.09105875308319909,0.15897747861113393,0.21773415324311235,-0.013193888253973222,0.25375661795749976
Cuneus_L,0.5849986692346119,-0.4041014790744615,0.36216615461448043,1.0,0.6296836062133527,0.1381545064062227,0.38903243493945805,-0.4718606278455615,0.7097300570026326,0.4340424805689586,-0.11309746681491799,0.7976840431007411,-0.2825750547602891,0.4947254126001403,0.3912409902742234,0.36241983406304756,-0.29258823112342586,0.782856270313508,-0.3180374679320793,0.8749735959561252,-0.11944650346897272,-0.02402457151143481,0.8130173505573817,0.6808867676827668,0.525135177995244,0.47873437191538926,0.08753586785285719,-0.03274876737474573,0.34892966164774003,0.6540766716486899,0.15892639819881133,-0.47024436939894554,0.24334055725458406,0.4568117648100966,0.6849065942825626,0.38891316453974434,0.4031794296967962,-0.22122225906463133,0.1367696749506703,0.14067361376376591,0.4380167918557681,0.4830987710247229,0.19474581050672776,0.4896374974591732,0.006346727393809858,-0.30264528971377425,0.7064204576169342,0.5790327704964608,0.40563552383028895,0.4118454943869037,0.3799003155086982,0.11411351643759204,-0.45156782911642257,0.7269240100462849,0.48489540814151194,0.35101824680074795,-0.20753415645064202,0.541303095602631,0.9009870730993464,0.8709130653377479,0.5171025907271488,0.611170848083813,0.6905629049398937,0.4313323617121691,0.02419566300654841,-0.3857922201467773,-0.22717699259148919,0.053244145058707955,-0.08120816729354292,0.4792051213424318
Vermis_7,0.6990360303384066,-0.06916577125081326,0.27996836430172467,0.6296836062133527,1.0,-0.08093266357719273,0.2583534366318606,-0.30195356939174134,0.5449066148731484,0.6321415137907417,-0.07358257869397095,0.3162868186330452,-0.3167089890172768,0.480254592732087,0.3563939252519802,0.21534340887109918,-0.3231032691362215,0.8196576863324331,-0.0022683412457996767,0.7122793318364949,0.12167583702482018,0.36245269170798133,0.7966561744190991,0.942385681799619,0.68447504959996,0.7782665460906093,0.07790471946410212,0.11770749970137684,0.5029675770229901,0.8330533575266733,-0.0009370284288752324,-0.5786144238201526,0.169529817093716,0.39968791329193915,0.3555246462839185,0.27130023576786155,0.3201936496881609,-0.38414663712492764,0.19995622112679348,0.11227961662827417,0.40357271464434613,0.29941559294013925,0.2625760810482954,-0.21613894509888876,-0.10635428597956204,-0.29463847620959227,0.13367737485341152,0.5559460211552563,0.6450507646548788,0.7564985025178181,0.7288241333148211,0.13117481914916446,-0.26891692067421796,0.5974156345636173,0.37469239367288226,0.456658924210971,-0.12665751743822778,0.9211517401260437,0.6953497690545667,0.4957029775709183,0.5162934074423732,0.9201432729779342,0.8652240517703943,0.4368969709958422,-0.009359341193510728,-0.3536662154694829,-0.12062154859588653,0.002073050707107137,-0.14694197727011554,0.5554762332371646
Thal_MDl_R,0.18308097834598977,0.40822998068486743,0.3456176280123925,0.1381545064062227,-0.08093266357719273,1.0,0.25902273662561,0.3724034696361416,0.26745502855733405,0.03985272486788632,0.2951960603732467,0.19162097265800718,0.4567646234239897,0.2508412553820669,0.4437695179045951,0.22244216049436177,0.004129703581234312,0.10424698247065957,0.268500356987287,0.06228862539064924,0.10728636575198046,0.29162821535495276,-0.08722508408281866,0.016274125960034993,0.2676132435388736,-0.18150437548927592,0.33531605737921294,0.09642537425213617,0.3955870703070949,0.14713780095323276,0.0623959574695973,0.260797194948626,-0.2058213170012989,0.3991630960463819,0.397259127000326,0.508749879224543,0.5241720008411971,0.5111291978077802,0.47812662997372835,0.18003508346982908,0.5303364740489777,0.30428946516170197,0.05956784681449396,0.24709204938643548,0.13818106318309037,0.4028670317570422,0.35907395876011255,0.22111359774442021,0.19981030610042652,-0.04680458989972645,-0.1848381101978704,0.10497097252034421,-0.15200634977516644,-0.013894102740598843,0.404917944641033,0.2323674335428895,0.29410359250745416,-0.14536698251621324,0.1492607854884874,0.08438331687025122,0.456532546809435,-0.14642758796387267,0.08374391888840396,0.3517249025746133,0.3954200209368557,0.11056838828629093,-0.013348526347521145,0.44904296503053154,0.1670352917451393,0.34368247772189653
Cerebellum_8_R,0.3616125567771615,-0.03250162511543659,0.7108304396302237,0.38903243493945805,0.2583534366318606,0.25902273662561,1.0,-0.07083298006679013,0.24817978133494775,0.10425927021163318,-0.09924092938436505,0.40683651549472055,0.037154656333723335,0.2762808666319353,0.21126391966147368,-0.08041531589742616,0.10408794590626261,0.3225895517492178,-0.12605822331605399,0.37187757759853945,0.04525402153549229,0.18646431122079946,0.3082211175078473,0.25767737368780086,0.15132789453972312,0.2684680838304783,-0.11279674496522113,0.23455414345687006,0.27210242048382827,0.32090893368133144,0.10426968567157947,0.09083389451918787,0.20836227011879446,0.3675112987893015,0.4354587245388612,0.15424637418263795,0.3820576182121148,-0.07234826952993359,0.20575870177854272,0.2752151014619865,0.21725127384739223,0.33919766335035473,0.2917249266495432,0.27180567128970656,-0.02072973742163921,0.016001942906150625,0.3484762945082931,0.14998137580922138,0.3727504017939026,0.29613443873479733,0.1929102820149386,0.08065510233102587,-0.03819834713830701,0.2128261776456433,0.3342047549508551,0.3411507859230583,0.06488810535203986,0.24763350658173156,0.3457975806867693,0.3605773510755088,0.3135688471766409,0.21391594308357206,0.3680537672709741,0.2915797805423624,0.027801841016510273,-0.0528212344962663,0.08135882298826515,0.09019297054460057,0.13093146051772026,0.2406410376487439
Thal_VA_L,-0.03883509435515862,0.6758235389631114,0.06469658163187984,-0.4718606278455615,-0.30195356939174134,0.3724034696361416,-0.07083298006679013,1.0,-0.16924247549531055,-0.11887548045131666,0.44279064167061694,-0.28876392654384103,0.607437397183974,-0.001226731140612586,0.246232905065345,-0.11814639342587101,0.498301842183734,-0.3283939404795589,0.5162471586238154,-0.4017127021316184,0.3915566435298876,0.32638381078658796,-0.48790409345694985,-0.27368143579705545,0.030089487961355108,-0.29196999509600263,0.2747272569833562,0.3503669351424655,0.032429676748035687,-0.0750794110998455,0.21262972745286557,0.6447105585491396,-0.07593189981593737,0.10189427265985802,0.020305384310553776,0.14705385990234202,0.16505248362282934,0.504179229891878,0.6046562699661929,0.1335668285394161,0.29062209387546706,0.11013081292323039,-0.00693090340312983,-0.23341018716259765,0.20872601928892523,0.7784342870850299,-0.14749572971457614,-0.08324589675936057,0.17259036045285472,-0.1256106346108956,-0.2740489580063566,0.22004920060990846,0.5202143035243648,-0.4665568769166762,0.10453378019998803,0.2500708563216155,0.5387109831838065,-0.3098517063706408,-0.372527789700405,-0.435557812315971,0.03716613565312722,-0.38040472752803617,-0.21376089961306802,0.0565343592420747,0.324934314039621,0.6907823748284627,0.6372711185699074,0.3673640695987588,-0.10291678467360174,-0.05424540156025394
SupraMarginal_L,0.6620392235019783,-0.04116512968860914,0.22741818501490954,0.7097300570026326,0.5449066148731484,0.26745502855733405,0.24817978133494775,-0.16924247549531055,1.0,0.6011029522384401,0.16356155472463332,0.6258329120128117,-0.06887834061487287,0.4774577986509382,0.6056645050863688,0.42272113555328494,-0.2656182920071736,0.72265736993384,0.07593659421795203,0.6839869172939878,0.07562927538476147,0.29573304855704646,0.6452417147798722,0.6738028317848006,0.5753341061808473,0.4820879281318643,0.15653402280002987,-0.021896683233626976,0.5156431983953431,0.7504037133200064,0.23655342683186678,-0.2372601897983641,0.2856675831963869,0.4892086643186103,0.7526527271691913,0.5743402754234669,0.527164186762111,-0.14187574239576753,0.3999148337268622,0.3464280974586463,0.5915530301144858,0.6907058686484381,0.16183354703177422,0.3453995215692828,-0.07656585304545992,-0.07611172832618206,0.591809203690041,0.6883210746437731,0.5723889848613841,0.402268785082027,0.4004098239063564,0.22944799409493005,-0.31785620977067613,0.5629647607915772,0.653780179856887,0.5102711621959849,-0.09429507559573265,0.5107073146670514,0.7183204025371661,0.7889081942140177,0.4730059834518138,0.5629767913717342,0.6955057345217669,0.4283823315636933,0.17620769702630232,-0.16492606020808254,-0.13030120148856209,0.13320688676092476,-0.10638513674792124,0.5400091356280171
Thal_PuI_L,0.6454810425750193,0.2028353741181254,0.10991617333852076,0.4340424805689586,0.6321415137907417,0.03985272486788632,0.10425927021163318,-0.11887548045131666,0.6011029522384401,1.0,0.02553642156519667,0.31439174682154464,0.07347340632506158,0.4747595890492716,0.4971917578440456,0.43330909859269223,-0.16620625799921956,0.6831985622354183,0.08631100229755648,0.5783940606024177,0.27160755986875196,0.43256380625052204,0.6205748127868356,0.7301374999698715,0.5698257817736659,0.5920946392418406,0.21491305980389191,0.22012253415340868,0.5739605009048605,0.7554389418252275,0.3074775102155449,-0.36622478061491054,0.25886126671024273,0.39109252278457607,0.522695599793511,0.5573895752601781,0.4614095531519925,-0.14552517057419942,0.35788893165834285,0.26480489340564917,0.5541873314006532,0.4857950596518063,0.20775977812942414,-0.03886017366625405,-0.0531140719389859,-0.16034899520037482,0.21477890825803864,0.6655860800503565,0.4563533282778608,0.6284936132883479,0.6211715684950804,0.2705323201491729,-0.13062186185723498,0.48394380830510897,0.5634587454882167,0.3388470556124033,0.06876048159198601,0.6646179992346151,0.5857259642763832,0.4763139954471291,0.433390337553742,0.65407967974517,0.6180500709744673,0.34749073161885496,0.2930986192391863,-0.07760582230819478,0.06943366058021105,0.09768749697954031,-0.16732394552405,0.5342290089454893
