,ACC_sup_R,Occipital_Mid_R,Vermis_4_5,Thal_PuL_L,Cerebellum_Crus1_L,Rolandic_Oper_L,OFCpost_L,Temporal_Sup_R,Frontal_Med_Orb_R,Frontal_Inf_Oper_L,Parietal_Inf_L,SN_pr_L,OFCant_L,Temporal_Pole_Mid_L,Thal_VPL_R,Postcentral_L,Cerebellum_4_5_R,Hippocampus_R,OFClat_R,Red_N_R,Cerebellum_7b_R,Thal_PuM_R,Thal_LP_R,Cerebellum_Crus2_L,Thal_LGN_R,Cerebellum_10_R,Thal_PuM_L,OFCmed_L,Calcarine_R,Red_N_L,Vermis_8,Occipital_Sup_R,Rectus_R,Frontal_Sup_2_L,ACC_pre_L,Insula_R,Pallidum_L,Cerebellum_9_R,Temporal_Pole_Mid_R,Paracentral_Lobule_R,SN_pc_R,Thal_LP_L,Fusiform_R,Putamen_L,SN_pc_L,Thal_MDl_R,Paracentral_Lobule_L,Hippocampus_L,Cuneus_L,Vermis_6,Occipital_Inf_R,Supp_Motor_Area_R,Supp_Motor_Area_L,Olfactory_R,Thal_PuI_R,Vermis_7,SN_pr_R,Cerebellum_10_L,Parietal_Sup_L,Cerebellum_Crus1_R,Frontal_Mid_2_L,Parietal_Inf_R,Cerebellum_Crus2_R,Thal_AV_L,Lingual_L,Temporal_Inf_R,Thal_LGN_L,Frontal_Inf_Tri_L,Fusiform_L,Vermis_9
Parietal_Inf_L,0.20459961380738206,0.6539073521466241,0.5129937073320274,0.038615237478154055,0.11819880187969267,0.2754755291991449,0.24590383729341037,0.5571219863476969,-0.2737630550533969,0.3918690511292036,1.0,0.18024710759485238,-0.38806080492127815,-0.1526795815189958,-0.038402781683711106,0.8208595626341633,0.15040261686172166,0.3159758749508491,0.2007749510008105,0.33875471586055117,0.3537614536738502,0.27523399618089095,0.16352550339489855,-0.07676872900169128,-0.0784049237951451,0.39463711103516114,0.15481117441400127,-0.3328506070684365,0.7230341492527099,0.567531055415809,0.0991046142140953,0.3708194672530966,0.15420571881212616,0.34305597170310037,-0.10881000372007153,0.47435760876926664,-0.23534623603357593,0.05548309558131103,-0.10274879312136083,0.8250119069116272,0.41959440972018414,-0.13353232408722085,0.43706383115129327,0.10008963838785984,0.258324733699525,-0.12921569648015319,0.8176183760078242,0.3291569584038577,0.8157816407829673,0.4035247216893258,0.1431904440326004,0.6695802561069486,0.6073119494094747,0.2876188562521234,0.09772223846973241,0.1203601179604286,0.09225697155996125,0.6775147423039138,0.5941442812506813,0.3904889687704899,0.30166260285441726,0.5439621818908541,0.056620439021899775,0.5426798417277082,0.4047748351856278,0.34746460014162683,0.27874629326421196,0.48431538889911446,0.4210748224452444,0.07360078803406712
SN_pr_L,0.1569965755383026,0.07759532734167017,0.6112881069234123,0.23104513339552685,0.18631096300198724,0.19285508453752312,0.46499253313966954,0.3539519076154718,0.08632768047605463,0.2357897477458806,0.18024710759485238,1.0,0.1355295941228982,-0.20589376827374584,0.24792809530593418,0.224656499814302,0.4233479618650184,0.5939634422392638,0.5180083499097173,0.3343217861850945,0.10957538166328576,0.382577831092952,0.44852886377183465,0.27158178837005587,0.041466436008321166,0.3748201144157833,0.35146376211456065,0.21819115897626648,0.28262068181137545,0.31581808347458207,-0.006432125679342926,0.16052663016700736,0.39482507580889264,0.35189755474811507,0.19751615996097252,0.3982448390030553,0.17640513008987263,0.282494583854868,0.10746130508482186,0.04780889390461745,0.5488929415002785,0.23605362852415798,0.47827459995367577,0.41900009893824236,0.3219671157303242,0.11156211796363392,0.23592353879410355,0.5170592210811265,0.20564248580628552,-0.09908481866039269,0.06672911167832873,0.42667465274782346,0.42208941831043245,0.6093881502727477,0.13736677802021427,-0.03023387400146811,0.1815859055801402,0.43457828507928803,0.14576835587877499,0.2076976307539961,0.34485240436774345,-0.009263497070076373,0.19606495446427047,0.18528535008261474,0.3564728607822478,0.33866777644508766,0.263525908663399,0.3190729674890612,0.4297603482101164,0.03149752856898995
OFCant_L,-0.021007789882256777,-0.4625713521256998,-0.12900290336022474,0.005923430662965057,-0.13146614642838259,0.18669536688404906,0.29856299052165747,-0.09996655577576916,0.7794424667982242,0.11321813846280418,-0.38806080492127815,0.1355295941228982,1.0,0.543446893620428,0.27808646586317365,-0.1865687190866043,0.1493400070170887,0.07887228427077825,0.23264449112742577,0.18123406035217834,-0.2377459806748893,0.2046666413817834,0.12219225066264967,-0.1260062298627717,0.32297094042818475,0.16107835652848376,0.00956966925267271,0.7529685986485508,-0.3434086253860915,-0.27171195683158816,-0.03822559152187588,-0.14149304090728376,0.3311417412147165,0.31269683684027055,0.682848643386823,0.03851810736596696,0.6418366114334101,0.04893788045560774,0.4801268805104147,-0.27760458155193335,-0.17846444671036465,0.3236033117229907,-0.020422902304437423,0.38446272533655484,0.12523719533358008,0.1272657264127857,-0.17617791404964148,0.1940082183224216,-0.3881037884470003,-0.39385942657110995,-0.3656794651582498,-0.023827879731089192,0.0795023423980256,0.2510185073849129,0.21126294267324025,-0.23118105424130816,0.09914164865757724,-0.17514948678587508,-0.2714161783771986,-0.265055403038031,0.24838720962386357,-0.31618704773502126,0.05489716608752555,-0.5223867913434003,-0.22631810150914092,0.0580589678414614,0.14104053138288064,0.04203918843222291,-0.03969314900954811,0.010041058467785963
Temporal_Pole_Mid_L,0.043100641578283035,-0.19304770882244,-0.1659713211550799,0.013543794507997975,0.03535083081952506,0.29500191379683355,0.11010300882691089,-0.02088487934406726,0.5699546284773592,0.1756915470071614,-0.1526795815189958,-0.20589376827374584,0.543446893620428,1.0,0.15338023521593042,-0.004799381639649627,0.09767629195426847,-0.036084978721088075,0.009527583805412783,0.17710004668462753,-0.14335941048353643,0.14163677676727915,0.00946820951267947,-0.101002525951614,0.33394106321798706,0.24224259169364717,0.04908315039579014,0.3425297353880887,-0.13021742591318572,-0.10817372150473631,0.14104133840446947,-0.14337230628126998,0.09875753534831327,0.21428327250460755,0.4281946748142459,0.10668584955394272,0.49626615775494654,-0.007115230692311416,0.26392347331520627,0.0951408925074712,-0.24373511300712,0.16070706417148456,-0.0033829225888061276,0.2457742469432362,0.08123049659674601,0.09380229714902873,0.01017816394525442,0.16451254624704628,-0.11697251314513506,-0.10420156803439536,-0.2982890980239819,0.025750275719760574,0.12279766509781041,0.07652301006767882,0.18637273853302383,-0.13068020221013615,0.2496927161215566,-0.08711439215670813,-0.18244756146164423,-0.2910002765039729,0.18895513353746396,-0.03222197699272156,-0.11546016033494692,-0.39168280815495093,-0.17928244475156227,-0.05882782325910739,0.1198436550282614,0.11872444557572978,0.026536008870790745,0.06010825505255656
Thal_VPL_R,0.5210061821621925,-0.32698761746457655,0.35941068681392613,0.17477568731985826,0.1753537412195008,0.577226750955705,0.3748772578239044,0.4358482770420957,0.2616100625213084,0.5702593914481403,-0.038402781683711106,0.24792809530593418,0.27808646586317365,0.15338023521593042,1.0,0.28584395618117425,0.6248755978739422,0.5543578376311559,0.3128746014780287,0.5366354526406262,0.1196037612654729,0.5391254953042388,0.4273771200647345,0.09421095752904075,0.5345211470552653,0.5135912350889251,0.5740144913287214,0.08718766340302998,0.22567005573548252,0.3281499878029591,0.14286541580711612,-0.020532323369475098,0.37193927132222715,0.6299025042739234,0.5521943580836024,0.5224394915398333,0.5349552056991492,0.2634498619077286,0.23707050598617435,-0.009626398115353148,0.3190860177470125,0.5276675672390742,0.4739684396279817,0.6282671314067093,0.39275537245311853,0.16783523811469908,0.03229386579608965,0.5897000326050602,-0.07127124131999478,-0.08615126222242576,-0.08110575249807146,0.4312039562068183,0.4646957014166951,0.20787518793225715,0.27804575220542177,-0.0495302720188877,0.5004827809695341,0.3704986533065762,-0.20642195265522334,0.13491894063097823,0.5342836992839762,-0.20558821325660945,0.16829745765332438,0.08030216855255011,0.3576676164571541,0.374587078114584,0.4909338624398283,0.5043018701522733,0.4884958826832899,0.2223273114048255
Postcentral_L,0.6149675498025816,0.26901474395751884,0.5773125670921112,0.1983774821776265,0.2507441950351568,0.6612985343067022,0.4737875093886903,0.7440147883029654,-0.1318730379120003,0.763169112807344,0.8208595626341633,0.224656499814302,-0.1865687190866043,-0.004799381639649627,0.28584395618117425,1.0,0.5613595543876578,0.6421381913916928,0.3747075334388853,0.5824399297865465,0.47794378922631986,0.47274727169820097,0.3086786169808105,0.11479400661288833,0.15899633652330342,0.6729035019784702,0.4132597724190426,-0.35295026055597023,0.7205051361869647,0.707453048862323,0.1611648461008858,0.21353626916654234,0.39265449271587644,0.7330507279455686,0.28505958250927516,0.7256163885869283,0.1681916422368036,0.33863846504219197,0.10951743471906845,0.5988619033622807,0.5715297783584057,0.2538310462046979,0.7049937694514814,0.4922823160008746,0.4606466757765805,0.003914047458623137,0.5716643871170725,0.6505236875127386,0.5253503014556263,0.2937107007764757,0.19385104076424287,0.8857022619721721,0.871422945554763,0.3430783193628631,0.09044056432091217,-0.016796171863008323,0.4313831051326741,0.8015241196501396,0.2958086021733869,0.5092301615857754,0.7167096058262374,0.11366440596966841,0.24616665821613404,0.4886133166129638,0.5840388912033329,0.6217312482962193,0.596310645034779,0.814519705238115,0.7114572336125742,0.2546396827279515
Cerebellum_4_5_R,0.7487342716654425,-0.2204315731131096,0.6764749293620212,0.44197051073064525,0.45137340188526864,0.8073571101328684,0.6112503262386354,0.7482377673207294,0.1264220865637978,0.7815626672331741,0.15040261686172166,0.4233479618650184,0.1493400070170887,0.09767629195426847,0.6248755978739422,0.5613595543876578,1.0,0.8823765677563585,0.5084192322477666,0.7324667815937167,0.41883105052257297,0.6518836924325623,0.5428064810590952,0.38795498646038107,0.33166081740959685,0.8088151588018674,0.7727181023385564,-0.1422943088088384,0.5374370879099621,0.5092427139746908,0.30317535487085084,-0.009181461462604578,0.47222596108162834,0.8055731698483455,0.5152990859891946,0.7665712123091128,0.48675700346497625,0.7099872260813003,0.2810727439722929,-0.012855434223583229,0.5957375519980751,0.5525644095845036,0.8747269452449921,0.7220968464477232,0.5929583955298563,0.18830110265727634,0.0431109162890515,0.8787008663646749,0.08726758467143117,0.14279872217338319,0.2752956511959871,0.7285183670526825,0.7782567488723824,0.3849952900101507,0.11856612289510086,0.025560907983403578,0.6729054514852243,0.6022373606072462,-0.28228705491511563,0.5361366327865997,0.8630596546575814,-0.4078587785045015,0.5659228302736783,0.3101765469769754,0.7556554208575333,0.7988574210899615,0.6281474919814316,0.8195885702214429,0.8844578999543689,0.5487412520274088
Hippocampus_R,0.7096988207839676,-0.028539435742274043,0.7284307773362618,0.34901481252106986,0.322921513536894,0.7612013662429651,0.6700327927261229,0.7887084249705196,0.13362558457522125,0.7655067311404337,0.3159758749508491,0.5939634422392638,0.07887228427077825,-0.036084978721088075,0.5543578376311559,0.6421381913916928,0.8823765677563585,1.0,0.5877015147044673,0.7313514890110461,0.3643859207721715,0.6725337324064585,0.6166284472973776,0.35115473550687043,0.212386847288278,0.7838270597489043,0.6861900431014458,-0.08525598191072431,0.5468094344017472,0.5779196538186675,0.21261632072641506,0.08396535056799102,0.625246610784399,0.8310513622652886,0.5301634567514543,0.8323104665899318,0.4514316854903552,0.5694812878047432,0.3261618685281658,0.08758424615102077,0.7362287013817544,0.4688063642241496,0.8785279715011862,0.7366306347361096,0.5806291385851039,0.19421316342428513,0.1922020190339224,0.8976428378339896,0.18617007896991927,0.0726672981151404,0.1865331965648255,0.7957184061549686,0.8177991906181019,0.5654215476799467,0.1460519475243133,-0.034783714564293085,0.629674777487578,0.660113556477041,-0.04313700947128046,0.4829493239522834,0.8399983777629022,-0.25625446551529213,0.41547279135475,0.36159031522614155,0.7038523896866938,0.7559601783575489,0.6790126086228607,0.8570464494460588,0.8481794167577649,0.37121700255076295
OFClat_R,0.512720620563425,-0.02386645539918279,0.5405717789966381,0.3608559841305987,0.27587396043944556,0.43197329596182904,0.7118091172517305,0.5427079710366151,0.14012597806217766,0.424385112564181,0.2007749510008105,0.5180083499097173,0.23264449112742577,0.009527583805412783,0.3128746014780287,0.3747075334388853,0.5084192322477666,0.5877015147044673,1.0,0.3512222544024803,0.1402674748210201,0.4542404428512487,0.31645482157165017,0.25130646481092034,0.17550441749749562,0.4496089929594534,0.4172742801569252,-0.002224188757326656,0.29555287962812465,0.3433746762426182,0.3406256021876897,0.004009880624136703,0.4102902344958551,0.5470298582316696,0.39050853521632994,0.5812792008558555,0.26940054032956423,0.32641378826740713,0.19905577265703403,0.037615063690465245,0.5259511528004518,0.34379647591627777,0.5331219415879415,0.4502799857412127,0.2722061929568872,-0.017356791749669392,0.04837711456034668,0.5899280473342614,0.030269971254696427,0.17775537682307213,0.17267153911104796,0.4590220743530806,0.5076521849040976,0.36442046271623774,0.30014890631636826,0.18452528770169177,0.25965626156074023,0.3946476181381496,-0.07765600082726516,0.3623381916641971,0.5756300968100075,-0.22238035483545054,0.33995052326021663,0.14853403150779415,0.49587886493622557,0.4407568012010996,0.44606653395004753,0.5508144850578356,0.5217032952976598,0.4118292033680774
Red_N_R,0.5646408188486166,0.02276579784795094,0.6225888800606537,0.3176750515007597,0.28316233911240835,0.6656334956628599,0.6110978969168178,0.6202876325716373,0.22904065492987918,0.6012313667762249,0.33875471586055117,0.3343217861850945,0.18123406035217834,0.17710004668462753,0.5366354526406262,0.5824399297865465,0.7324667815937167,0.7313514890110461,0.3512222544024803,1.0,0.45283919148365176,0.6355039786532016,0.509519466036193,0.18078183373791423,0.19258638754458232,0.8158941220039614,0.6196555338681005,0.014113713333079057,0.5003764144258017,0.5819662537595988,0.1412015693709973,0.12864087189013682,0.5108335488115768,0.732145180174398,0.5009243316571453,0.6303678455021399,0.44965299473716847,0.6009949796519864,0.33874808250422883,0.2023648351583106,0.5138290706518456,0.32102263281730176,0.7348597022878004,0.673867323082436,0.6292002071657831,0.30294174630027065,0.2856969118330227,0.7970905790386709,0.3129157301468153,0.06968568189692413,0.16475897909099144,0.6818897636951893,0.7253161454109605,0.5515259133880459,0.14281440267816958,-0.09004333164014518,0.5201915969096009,0.5933970779747744,-0.11832241133271601,0.43408797809708827,0.7442927678016044,-0.10780801607085619,0.42696223573209136,0.37195323136954905,0.5101897583139837,0.6819828590547854,0.6018414923427092,0.6954613595394559,0.7114666542187479,0.31340347400551566
Cerebellum_7b_R,0.4102162802013601,0.15426003968316757,0.4222807346779459,0.33057633606511583,0.44788281847461586,0.228483896575878,0.3334410173392763,0.3914520560715976,-0.47712455895419004,0.26838028345196013,0.3537614536738502,0.10957538166328576,-0.2377459806748893,-0.14335941048353643,0.1196037612654729,0.47794378922631986,0.41883105052257297,0.3643859207721715,0.1402674748210201,0.45283919148365176,1.0,0.16230492273115438,0.1965786372537438,0.057087388647432596,0.004736175854824751,0.40125142739565045,0.32896258487315083,-0.4166670738740185,0.6137899805207033,0.47819185670252295,-0.0029451985600177375,0.08691941527528715,0.18845623805937559,0.30477332027582493,-0.0652540317482058,0.19318904431188097,-0.12477757241540667,0.6671362819180875,-0.022489702951952507,0.23522112202455478,0.4015774849954545,0.07803694729708513,0.4849723012652828,0.2613730244553052,0.33736342445994805,0.26301837284590246,0.18947140349391195,0.3551363205323967,0.38854856628598067,0.4853932160355561,0.4450402822348407,0.4536984809515251,0.40638704172470025,0.06005072624851702,-0.29045536864909627,-0.04826438989767309,0.3617210014123975,0.4789642654519833,-0.003369501311855897,0.7121857778408873,0.39244800868942575,-0.05594317308231895,0.6478615290129918,0.6036364504251515,0.48764778569676037,0.5981559835307871,0.19107969238246647,0.33442246109890955,0.5496009749537208,0.2598473875242316
Thal_PuM_R,0.4862608974110662,0.0016539549664605637,0.5744588152891908,0.22987386597891646,0.017867792838140217,0.6405736303266966,0.5204964300642193,0.6860807768814653,0.28146434540611626,0.6549386370394881,0.27523399618089095,0.382577831092952,0.2046666413817834,0.14163677676727915,0.5391254953042388,0.47274727169820097,0.6518836924325623,0.6725337324064585,0.4542404428512487,0.6355039786532016,0.16230492273115438,1.0,0.5649211058976169,0.13974924415249895,0.4020217528163785,0.6173517274237726,0.6346483897341703,0.02672432123462548,0.3744941957357595,0.3910622719650459,0.2605213046702192,0.08558060492599871,0.3894371471636815,0.7060765760980954,0.5016402980401987,0.7029367273468017,0.45514882966860004,0.3002072421627447,0.30878627146647936,0.26298107049219893,0.48806320038213613,0.42974600031927757,0.6628192842431156,0.6294044815854127,0.4668475457308192,0.0829162272440198,0.3627860027293655,0.6986595212211192,0.26050220344370467,0.017075073221426824,-0.04391314938220221,0.6792924298584271,0.6820535056365779,0.44130123837800317,0.3417834498026957,-0.03893385824527962,0.5649092502630356,0.5881120966128776,0.021435829971234287,0.21739388503352966,0.6567863665378144,0.01721262731220853,0.14102348318183225,0.18250449392812415,0.4327786237074007,0.5140589828367685,0.5666479985077018,0.667453550077534,0.5850137510924548,0.2218438078044408
Thal_LP_R,0.2824803926240513,-0.01300073761131796,0.5422917437447214,0.03522250023704007,0.11366777518028987,0.48601958998368644,0.36295328685385925,0.5108254900845035,0.21074031873737453,0.4568311912485661,0.16352550339489855,0.44852886377183465,0.12219225066264967,0.00946820951267947,0.4273771200647345,0.3086786169808105,0.5428064810590952,0.6166284472973776,0.31645482157165017,0.509519466036193,0.1965786372537438,0.5649211058976169,1.0,0.18832497485397712,0.09369367765155179,0.5224196219380469,0.4477987663698477,0.1715361790559102,0.35800253200231696,0.31297557055613967,0.10309406043815275,0.1892039591811071,0.44284440469857195,0.5420263550112606,0.389698857951944,0.5294054565946071,0.30506592388666526,0.3299831481263373,0.3256334392741995,0.05601421732555492,0.37776368304903213,0.33100994724138305,0.5863782543969309,0.5245693352949625,0.3663142876532278,0.338212906409439,0.22905595582097565,0.5804587333620285,0.24443361102590455,-0.03562368664972561,0.043205332948865444,0.5168009784899344,0.5172697529183716,0.504317238886797,0.0028925328393337234,-0.09538534895406175,0.35734541930047814,0.40492185607540465,0.04924360651541355,0.22252418668490934,0.5034404261440805,-0.0696958867893175,0.17344180400804918,0.21539682938612512,0.370601375620489,0.4845866016996449,0.3684533195367282,0.46095504344087723,0.5119829891479981,0.12431716220892194
Cerebellum_Crus2_L,0.29814338106512417,-0.10502212887619078,0.3542219083124718,0.341463808340949,0.41395900673313224,0.30491043983829025,0.3801382687849474,0.22439711358952885,-0.10530054179438934,0.1758306819592307,-0.07676872900169128,0.27158178837005587,-0.1260062298627717,-0.101002525951614,0.09421095752904075,0.11479400661288833,0.38795498646038107,0.35115473550687043,0.25130646481092034,0.18078183373791423,0.057087388647432596,0.13974924415249895,0.18832497485397712,1.0,0.04989934978093565,0.19507313371944018,0.31727506858851734,-0.19827740242890982,0.16157422289497023,0.2835554543850846,0.1818287368236041,-0.16101880210124342,0.06089261837191621,0.18145337764980055,0.04693984574081314,0.3008684349692708,0.06750096696351708,0.32990072899874395,-0.14629009426981263,-0.2374348987424825,0.35563446890060185,0.10564006472573959,0.34800231691457517,0.2303219257217147,0.1762530031726828,0.06932672768966532,-0.22912358189765256,0.36699012811397463,-0.08915958426152208,0.11375877049964028,0.30584932014864785,0.17693788727879312,0.20551673923984146,0.13498439226683487,0.06909465556728211,0.15309800551468852,0.15264968517437244,0.18567396514575493,-0.30512691339724823,0.36543937845895963,0.32802845717837187,-0.2888427077375328,0.2525048133874223,0.13259019594743912,0.4548830027146959,0.2510640395992788,0.16787622405451388,0.27388386675390186,0.3562473286369745,0.27940808382651344
Thal_LGN_R,0.355998909848407,-0.33018976446426396,0.0827216631081623,0.1648659089364499,0.09062475590359913,0.3961087308385417,0.2808990075161187,0.2258308362738842,0.237531812351492,0.41046171686680627,-0.0784049237951451,0.041466436008321166,0.32297094042818475,0.33394106321798706,0.5345211470552653,0.15899633652330342,0.33166081740959685,0.212386847288278,0.17550441749749562,0.19258638754458232,0.004736175854824751,0.4020217528163785,0.09369367765155179,0.04989934978093565,1.0,0.26292377216296914,0.3504349335663394,0.06721636670413558,0.06479812018198679,0.12904543148619618,0.12930337852913434,-0.01018936871275473,0.08505408948676747,0.43646956436365747,0.4248634014711831,0.2915945356618845,0.4643069084924988,0.04701024828181706,0.02232555922173364,0.07321805376343817,0.1793930603363334,0.5063497186141906,0.18999027465883797,0.4180534032668571,0.1682470203754759,-0.10141903478743718,0.0008013248598317186,0.320534418464237,-0.13862210292555388,-0.07414494967724926,-0.3011935076736186,0.25214715183190917,0.29368929061788557,-0.048338782780261234,0.4047990257418035,-0.01941368370961252,0.450081411775526,0.2750185182748452,-0.14814118005470508,-0.025203832218302094,0.32634237946488126,-0.07670434732554467,0.02931384174716701,-0.16333731312268604,0.09180925399688147,0.08445861521539613,0.3273584168455372,0.29792377141265597,0.22898153913436536,0.15755769028226713
Cerebellum_10_R,0.6067050560475129,-0.0220180163359756,0.6619353202837218,0.38135936495382466,0.36405009061307336,0.806635194109528,0.5683114141220825,0.7248825812241786,0.25932726490428604,0.7431289565860003,0.39463711103516114,0.3748201144157833,0.16107835652848376,0.24224259169364717,0.5135912350889251,0.6729035019784702,0.8088151588018674,0.7838270597489043,0.4496089929594534,0.8158941220039614,0.40125142739565045,0.6173517274237726,0.5224196219380469,0.19507313371944018,0.26292377216296914,1.0,0.6396566157462269,-0.039871662365464355,0.5725669196543341,0.5208994991216227,0.2789198261830618,0.08519748573241842,0.45370142795954665,0.7854920518092386,0.5143893713765343,0.7718099786139048,0.5228754742938582,0.602399726285357,0.2924357856546286,0.2688984305055645,0.4868152497283736,0.42600955440369775,0.8116350891433959,0.7406687032960309,0.5592538253333148,0.20943713108013062,0.3108920183174894,0.842206727498423,0.33727055377652077,0.13286445790991508,0.1381980553636448,0.7618709053831404,0.8221037665632134,0.49808926608871795,0.14987481394436614,-0.026169361275030577,0.5457197846553156,0.7213332570113603,-0.07883376030099813,0.4188840533569574,0.815470700246933,-0.13469770510177745,0.3943589732513849,0.294652338603238,0.5634787158202095,0.732807288750881,0.6367377920019301,0.7883216937667084,0.8129206791463005,0.41351161645103385
Thal_PuM_L,0.5848864868975076,-0.09673252673617168,0.6541126111606255,0.3950265797404128,0.43856183945128985,0.6428443766922679,0.4701429818669185,0.6079307352673152,-0.0198209676727803,0.5810926553638843,0.15481117441400127,0.35146376211456065,0.00956966925267271,0.04908315039579014,0.5740144913287214,0.4132597724190426,0.7727181023385564,0.6861900431014458,0.4172742801569252,0.6196555338681005,0.32896258487315083,0.6346483897341703,0.4477987663698477,0.31727506858851734,0.3504349335663394,0.6396566157462269,1.0,-0.20916383414950576,0.5154420008308738,0.5139627425003204,0.39372200033808175,-0.04317024535138426,0.23295450172831025,0.603477334682968,0.300652001289859,0.6564074255681799,0.35822337023684775,0.5511768148497203,0.03605938920241777,0.12513755073455282,0.4729267420584605,0.523174600150059,0.7080926518256164,0.5448069320012554,0.5309263653975329,0.0684802884826503,0.08209195996153555,0.7031891788509494,0.19528184136308696,0.29659298346946367,0.25260755653745387,0.546774336764551,0.5802189785991486,0.21525885415970822,0.250469912027882,0.2050082596564419,0.5521279770329898,0.5013244207646075,-0.2543769679348276,0.4639703119115554,0.5795425247276933,-0.19166994958266717,0.43759832729607145,0.2791167027947246,0.6860854972204389,0.5575319187851703,0.42860000515088315,0.5962221573304288,0.7278532944326123,0.5654513712705157
OFCmed_L,-0.3775267338812088,-0.22248981981496538,-0.1884751256794053,-0.20694823396681772,-0.32619545240865583,-0.10867277536485986,0.01321333864598769,-0.3078328063635831,0.7504464193549866,-0.14161013990127586,-0.3328506070684365,0.21819115897626648,0.7529685986485508,0.3425297353880887,0.08718766340302998,-0.35295026055597023,-0.1422943088088384,-0.08525598191072431,-0.002224188757326656,0.014113713333079057,-0.4166670738740185,0.02672432123462548,0.1715361790559102,-0.19827740242890982,0.06721636670413558,-0.039871662365464355,-0.20916383414950576,1.0,-0.42191160512310755,-0.36894403453925445,-0.22310938466349423,0.03734238064377264,0.3015517815458126,0.006815427130254104,0.4467814313445997,-0.15771882312894273,0.41434182798108726,-0.19664739273767795,0.43581438862818844,-0.2345401931093755,-0.30378689430505973,0.03664780339138681,-0.1852122021388237,0.16905956766894917,-0.021783265871806862,0.19698047480384798,-0.016995010508884613,-0.028065282158412887,-0.22004396205475713,-0.5863813715853592,-0.46313450773730075,-0.178984645177679,-0.13092199677478203,0.3397800890374631,0.06658908339701378,-0.31486637976680526,-0.18137245755786777,-0.31805776374872613,0.016831862895532006,-0.49894076139841825,-0.09569549863480549,-0.005957011727976935,-0.24621213873047867,-0.5032581651476531,-0.430255925109665,-0.19976871773374738,-0.0454211651410059,-0.22317308251683773,-0.267664657964233,-0.3334938367441807
Calcarine_R,0.42981986570607356,0.47113363894128446,0.7799743941621499,0.3319527778918932,0.532741974073516,0.48689663758678514,0.40898574219401673,0.7553642961529649,-0.36244852490879703,0.5134617834830033,0.7230341492527099,0.28262068181137545,-0.3434086253860915,-0.13021742591318572,0.22567005573548252,0.7205051361869647,0.5374370879099621,0.5468094344017472,0.29555287962812465,0.5003764144258017,0.6137899805207033,0.3744941957357595,0.35800253200231696,0.16157422289497023,0.06479812018198679,0.5725669196543341,0.5154420008308738,-0.42191160512310755,1.0,0.5666857721114753,0.27764416808967685,0.31752311377195763,0.1684954762961868,0.45519341295027477,-0.09213582509065524,0.5965738018084978,-0.2062330474752508,0.5174842045017238,-0.136001173851912,0.6005390907734932,0.5461785407911717,-0.0002860159867273161,0.7202363716275214,0.2706972791556885,0.4531698064589395,-0.002015469582390771,0.6176424015838055,0.5768633416875778,0.7487321827751038,0.6335721035347911,0.40073136256611136,0.758701678739071,0.6983301459503848,0.25722761528387555,0.06643660651668486,0.2539859509491374,0.3357632369426046,0.7353080981857629,0.21302168937008967,0.6949911599863485,0.4885319545681223,0.272350740012766,0.5066216546558788,0.7013346536872512,0.7969675299216531,0.6860534294440629,0.2892799912416986,0.6119133894390891,0.7717569631008903,0.4311715155416572
Red_N_L,0.5246888677306382,0.20713462080019734,0.5851838392424019,0.2620263029404931,0.3963490459822047,0.4331734531500254,0.4702670426962724,0.5225221655255079,-0.2388326677087632,0.5185915185199532,0.567531055415809,0.31581808347458207,-0.27171195683158816,-0.10817372150473631,0.3281499878029591,0.707453048862323,0.5092427139746908,0.5779196538186675,0.3433746762426182,0.5819662537595988,0.47819185670252295,0.3910622719650459,0.31297557055613967,0.2835554543850846,0.12904543148619618,0.5208994991216227,0.5139627425003204,-0.36894403453925445,0.5666857721114753,1.0,0.07290991802400294,0.08320954137266409,0.36507301196817277,0.5397727758447611,0.1276759369525572,0.5766107082123167,0.12706136369610121,0.3173880488644823,-0.1362736318237663,0.3866815180128087,0.6223877470083453,0.31930848909661,0.591805928194645,0.37236390547285436,0.5404113327197784,0.14203881914760477,0.3281611453210373,0.6086777244999173,0.39580607840389626,0.26726154375219485,0.2566233537087659,0.6380350421678859,0.6173698745918833,0.3236892565626021,0.11344480808143317,0.05567800512585469,0.48994126195037496,0.643504751007502,0.08432808177225762,0.4874576962338587,0.5222812763481829,0.07171573245396988,0.2748043293434087,0.4279422083109608,0.5510245522941444,0.36721124721349524,0.42720665223280124,0.5922266073991053,0.6413730253878598,0.2474928695402786
