,Vermis_8,Thal_MDm_L,Caudate_L,Rolandic_Oper_L,Thal_IL_L,Occipital_Inf_R,Frontal_Mid_2_L,Paracentral_Lobule_R,Vermis_1_2,Thal_LGN_R,Thal_PuL_L,Hippocampus_L,Temporal_Sup_L,Parietal_Sup_L,Red_N_L,ACC_sup_R,Cingulate_Post_R,Frontal_Sup_2_R,Thal_MDm_R,Vermis_10,Thal_MGN_L,Thal_MDl_R,Cerebellum_8_R,SN_pr_R,Angular_R,Supp_Motor_Area_L,ParaHippocampal_R,Postcentral_L,Amygdala_R,Occipital_Sup_R,Temporal_Sup_R,Precentral_R,Cerebellum_Crus2_R,Thal_PuM_R,Thal_LP_R,ACC_sub_L,Thal_VA_L,ACC_pre_R,OFCpost_R,LC_R,Hippocampus_R,ACC_sub_R,OFCmed_R,Cerebellum_6_R,Insula_R,Thal_PuA_L,Cerebellum_9_R,Temporal_Pole_Mid_L,Putamen_L,Vermis_4_5,Cingulate_Mid_L,Temporal_Pole_Mid_R,Temporal_Mid_R,Frontal_Inf_Oper_R,Cerebellum_10_R,Cerebellum_6_L,Thal_VL_R,Frontal_Sup_Medial_L,Thal_AV_R,Frontal_Inf_Oper_L,Cerebellum_3_L,Occipital_Mid_L,Thal_VA_R,Cerebellum_10_L,Caudate_R
Thal_PuL_L,0.21009992013513137,0.28295767579332015,0.3651963573267893,0.35494125028704265,0.20036144529257244,0.27393346312836836,0.39779262797017734,-0.022285316167718425,0.2799989336577181,0.1648659089364499,1.0,0.42543275653362916,0.39522543960768425,-0.2986693416539652,0.2620263029404931,0.34898388793972446,0.3374511970549085,0.13266972364682225,0.17868735449487072,0.4763634405381251,-0.09643645113264498,0.1794121487896807,0.5005212115163605,0.25451047100458696,-0.05475452755228036,0.29761671624888864,0.34833385174663384,0.1983774821776265,0.2265475865197023,-0.11009972277486514,0.2883878767651161,0.196727838984474,0.4821599852117117,0.22987386597891646,0.03522250023704007,0.1457788365132604,0.22635957025358466,0.21003199256056782,0.059953443753113955,0.21126515108249863,0.34901481252106986,0.010759729114576778,-0.15867530716952924,0.5025239673853374,0.32432012569903773,0.13268851108669177,0.5273744751690017,0.013543794507997975,0.3533455831468574,0.4091117746507125,0.27378149435069427,-0.031985800686850197,0.35006319807387215,0.26658177321424587,0.38135936495382466,0.47776616453516885,0.3276276981470664,0.14138587208246456,0.2523299581307436,0.21797564451624357,0.3480085729197589,-0.3718552532781624,0.3823098593051933,0.3515956245093173,0.28462043379177165
Hippocampus_L,0.25346685090134274,0.5994207728000869,0.8088805908282604,0.8067903662561215,0.5312727032954326,0.18421920209548356,0.8719025983499826,0.15660558982182496,0.7170273533188657,0.320534418464237,0.42543275653362916,1.0,0.8070837610490255,-0.13222320456974024,0.6086777244999173,0.6609380232267946,0.8529297081167908,0.7480321619623034,0.35536407814802834,0.7341928020430802,0.19136924635706515,0.23314814773578085,0.5183389142795376,0.6263524820990892,0.011677131222851267,0.8509130945186851,0.8604622921771657,0.6505236875127386,0.5982307137152248,0.10337647978737585,0.7432922649819893,0.6713205343979739,0.44379894480762533,0.6986595212211192,0.5804587333620285,0.3829485135604381,0.6682098263058793,0.6066785146570121,0.48727492602049133,0.13783670522666105,0.8976428378339896,0.23274225747063818,0.06117616108937471,0.646037096476225,0.8170995681050205,0.47242745141384795,0.6025009131880553,0.16451254624704628,0.7637905068167677,0.7351701827208279,0.7679721316152255,0.2627679131101889,0.6884052069223018,0.7734370431273674,0.842206727498423,0.46102081498054337,0.6730167747362162,0.7133622983088647,0.5882855724520555,0.7469562079376587,0.7630780691949557,-0.20228570680694558,0.5383350309413941,0.7016703607172199,0.8044311047827806
Temporal_Sup_L,0.47643140016000385,0.47381960588464006,0.7026589895169685,0.8457765484462668,0.463696250182129,0.2957667366250933,0.8559083968880182,0.27021845541467554,0.5795266829981127,0.298379975012386,0.39522543960768425,0.8070837610490255,1.0,-0.13850433129865364,0.5658024559050145,0.8016184793358007,0.7716952586566082,0.6772882589032476,0.13563912215179094,0.5768085095475814,0.15827415404660664,0.029306249107701087,0.6285772630659664,0.5460856651573456,0.12376589138429718,0.8215990415874759,0.6800924027470883,0.7397685154513789,0.28263127028637414,0.04305687208070818,0.8919006474489222,0.6142192547113597,0.4492499247688052,0.6013406648921854,0.4410532744992091,0.15007909141928075,0.4167148208124265,0.5418271458043659,0.23365741534050727,0.3357834312511469,0.790724060091797,-0.003235455118018998,-0.296297646877638,0.7527433251577356,0.8539342210542531,0.36614788200247805,0.5703837387348065,0.13888309152757747,0.6196704406180672,0.7112216927069894,0.7610372293309287,0.13833817113910818,0.7952628284428377,0.8328941965553648,0.8002330422884615,0.5608398052543593,0.7070881245900205,0.6714591424687995,0.45578269219573087,0.7986474755810384,0.6552986028619192,-0.17772590304682875,0.5656596516931378,0.6993751150518336,0.8078127524866595
Parietal_Sup_L,-0.1481827956468579,-0.13624818863021268,-0.26758616101007,-0.16447394575357335,0.15156485701095837,-0.22778080007798318,-0.17508868691235324,0.5741425839195801,-0.02544729152428266,-0.14814118005470508,-0.2986693416539652,-0.13222320456974024,-0.13850433129865364,1.0,0.08432808177225762,-0.20714734585616346,0.04623083996687511,0.2351655186365344,-0.20309917575635605,-0.21064571630874682,0.18909390313194116,-0.20887732893426733,-0.21287688320145096,-0.16990813533014784,0.4886146297530474,0.14269598658728372,-0.031965831043302396,0.2958086021733869,-0.0798564608579661,0.3374227903678669,0.09388109896162164,0.2723984380484844,-0.3161530789236065,0.021435829971234287,0.04924360651541355,0.027316202638343022,-0.1277472265492521,-0.16122343226840452,0.06762100973772928,-0.22995220500751712,-0.04313700947128046,-0.04498839732461413,0.1014145366961492,-0.08426250355948825,0.07202816909938495,-0.2895192136593375,-0.323512578885396,-0.18244756146164423,-0.16616999292597406,0.03684747716743999,0.1962594131169657,0.021493773498824614,0.05087613664701735,0.01760387361943709,-0.07883376030099813,0.026502598125111083,0.01182731087340951,0.18493316018773037,-0.14098404730174224,0.05200387954491286,-0.30949440854967386,0.4486177183685034,0.16048181023156946,0.21353640713342112,-0.06046540277518878
Red_N_L,0.07290991802400294,0.4999215242278529,0.42648557315357777,0.4331734531500254,0.3782195398175065,0.2566233537087659,0.5222812763481829,0.3866815180128087,0.43282410548700895,0.12904543148619618,0.2620263029404931,0.6086777244999173,0.5658024559050145,0.08432808177225762,1.0,0.5246888677306382,0.6100889084319333,0.5425387466583063,0.14665716110984112,0.37777857340219284,0.1120388711404149,0.14203881914760477,0.4277237087490073,0.48994126195037496,0.29758842252596757,0.6173698745918833,0.5211295271478966,0.707453048862323,0.15279666832146582,0.08320954137266409,0.5225221655255079,0.5652660728506558,0.2748043293434087,0.3910622719650459,0.31297557055613967,0.34854136961036597,0.3834300093216135,0.23995450358828718,0.22936080440112241,0.3388910490766111,0.5779196538186675,-0.010093219144872191,-0.26046927014590116,0.6041723354647305,0.5766107082123167,0.2880752979465259,0.3173880488644823,-0.10817372150473631,0.37236390547285436,0.5851838392424019,0.5252456211472546,-0.1362736318237663,0.5168967575769927,0.5558584538076495,0.5208994991216227,0.54238732899889,0.6226789338104979,0.5560946592303597,0.2810311351400199,0.5185915185199532,0.29855099694895143,-0.1098452296097941,0.5919934139169944,0.643504751007502,0.5788570053351684
ACC_sup_R,0.33241046364049837,0.4742206886273409,0.6498771591566507,0.7232308005912473,0.31173671621904836,0.24691327026664187,0.7769607445345043,0.058155128941107456,0.45902903200333106,0.355998909848407,0.34898388793972446,0.6609380232267946,0.8016184793358007,-0.20714734585616346,0.5246888677306382,1.0,0.5698377709769096,0.5814995563880171,0.05790144569668884,0.4860068167665436,0.1062172146539515,-0.003493230268792195,0.5678001363379284,0.5561903512064289,-0.13006320575106212,0.6704051230880669,0.5996908159401203,0.6149675498025816,0.20637545379193378,-0.03259740622278511,0.6777361976829033,0.5074870716423096,0.4069183788012344,0.4862608974110662,0.2824803926240513,0.16798997608671237,0.42738300076309493,0.6143649579662662,0.20567020875261613,0.37044653296025204,0.7096988207839676,0.06387831013668735,-0.3638127347254583,0.6018973662353962,0.6912610770550449,0.3958618248696726,0.5156126178218284,0.043100641578283035,0.5813941971954257,0.4477519140288401,0.637101694847989,0.13079139613410498,0.6011539769068412,0.7251758195022056,0.6067050560475129,0.3579630256266753,0.5959421002168896,0.6256201600710405,0.4722959761941833,0.7546738856032017,0.5750731944858535,-0.2413865214422247,0.4202824063604385,0.5327844711624192,0.805975916569085
Cingulate_Post_R,0.23139178016330264,0.544027094079877,0.6632430566289312,0.7380193447367144,0.5541335974180869,0.15199756271757225,0.7752246872278064,0.3843467374215962,0.5817036747781231,0.2864800091778399,0.3374511970549085,0.8529297081167908,0.7716952586566082,0.04623083996687511,0.6100889084319333,0.5698377709769096,1.0,0.7727069023009492,0.23808712594084191,0.5883037097032635,0.28368907314331016,0.09574669930117238,0.4817894649944264,0.547497187313231,0.27398849860223523,0.8881184967510994,0.7436577828924308,0.7289848961935969,0.4965707837860195,0.2419783904891583,0.8128435634537149,0.7669156201996338,0.45345282299111206,0.7276235843142514,0.5615249292875364,0.36836421867804403,0.49762581264489175,0.48147961542398504,0.41974471508887884,0.13292762087476032,0.8012993157979262,0.13887403704856974,-0.02478549137718674,0.6484317021694701,0.8085124882993933,0.37646794871134376,0.5491617051160705,0.07047954143078562,0.6481131964673962,0.7864179803554031,0.8542199191673946,0.1845628491268194,0.7849735245063176,0.7563728619925804,0.790121300779001,0.5102766157518756,0.6702007373060967,0.7071030239486283,0.4815899523302574,0.7379609162901272,0.610913543047783,-0.08680838446266202,0.6084303151386276,0.738592172654858,0.7609477131687283
Frontal_Sup_2_R,0.10274526590837492,0.5354852150263019,0.6860953044926965,0.7507393800456946,0.536615518067584,-0.11623201170906779,0.752384926970845,0.47437075338068696,0.608339474965527,0.3403517949234263,0.13266972364682225,0.7480321619623034,0.6772882589032476,0.2351655186365344,0.5425387466583063,0.5814995563880171,0.7727069023009492,1.0,0.33683660734261234,0.50364072426927,0.243741022205531,0.15646837961098897,0.17658686027462545,0.49849379070061306,0.17968465196677355,0.8976329373902837,0.7075169915756829,0.801448944699976,0.35771678492357795,0.22901422323617257,0.7338689409315569,0.826837713985553,0.09930783685735434,0.6973763864534047,0.5072926584657727,0.19813926411745622,0.5747350858396905,0.5007249496917014,0.4446088194464783,-0.025763068312704862,0.7332726255164576,0.12839313867515337,0.08410224280981149,0.4214020319698052,0.7817551031563476,0.3689018739678128,0.231123848308688,0.1741887341032277,0.6908578038845236,0.5010666202201298,0.8672690499861798,0.40176944139900345,0.5546812908872109,0.7823140709639502,0.7125294171262709,0.26897367058214555,0.5399631479231238,0.9209337268836302,0.44810702503675753,0.8161183880172402,0.49811852162425796,0.11931714764643758,0.37969734410721284,0.6922685257290248,0.7577835896370695
Thal_MDm_R,-0.1303285129592818,0.2969332684784417,0.5440800005379601,0.32536891829444603,0.298911460836605,-0.20911136874085967,0.34011808777893787,0.03441317289740022,0.30618543080610505,0.30401811211152485,0.17868735449487072,0.35536407814802834,0.13563912215179094,-0.20309917575635605,0.14665716110984112,0.05790144569668884,0.23808712594084191,0.33683660734261234,1.0,0.43015065194080127,-0.20672959984246966,0.55608549637803,-0.06434691518557806,0.26063821144423505,-0.23802556627295637,0.26526961197136084,0.32179976256048565,0.13245649074577087,0.3136579669792374,-0.028778358257658856,0.0018853714966125983,0.22855351769058682,0.011611810369672699,0.3340343774982429,0.23143269090994012,-0.046614309663300484,0.47037289445789604,0.08076469703747487,0.0986243814915295,-0.19120692518540636,0.14886840719552383,-0.08681101544273485,0.3077556177814247,-0.12301343780699052,0.09484554019061295,0.2771488267777638,0.20891877748207427,0.5760367228132763,0.5279178513992726,-0.0029598327335163634,0.17940330221440973,0.4377990160672735,-0.095175055545229,0.15788359736915264,0.45145130491496827,-0.1360134467135988,0.08413063518283301,0.24549668891787216,0.28174956721409944,0.17972642703598066,0.24546185806810972,-0.060642410633702605,-0.10547455866433326,0.17048540677480867,0.1554255616141698
Vermis_10,0.056227789244152615,0.6319215129008829,0.7313140959552082,0.6162235277212872,0.42048490398592375,0.17801187376330646,0.7052866906934229,-0.06012899833125745,0.7285648754402606,0.19311162304275134,0.4763634405381251,0.7341928020430802,0.5768085095475814,-0.21064571630874682,0.37777857340219284,0.4860068167665436,0.5883037097032635,0.50364072426927,0.43015065194080127,1.0,-0.03799688992176666,0.33326762651206504,0.48231393257848304,0.48721649657446997,-0.17171743675654147,0.6352703261780026,0.7511721453440658,0.4474001145229187,0.41918131750163407,-0.039147855393584785,0.4919346921730035,0.44831712996813716,0.4474353503733064,0.4818875995043295,0.4570005417580656,0.22801640027503534,0.6647605365300012,0.3648797682545417,0.2937740719883067,-0.03899546486652761,0.6900872231241445,0.06832547733000421,0.001801945610104218,0.4784965440760806,0.5022052839477326,0.4408031706013384,0.6617978952342898,0.11945596643640662,0.7063235894077589,0.5238538250552368,0.5540899619009357,0.38854080001292035,0.41597059996146246,0.49210286577128165,0.7482155016777285,0.30457515195479246,0.6026183050218227,0.5354507523130674,0.6686992585456417,0.5419537730212609,0.6421038585664198,-0.15727459541286645,0.434915319405228,0.5536843041324682,0.6381479933109108
Thal_MGN_L,0.17825128802235254,0.020571374143287663,0.11529861754670637,0.15165119968794286,0.10180932567826545,-0.22243726448061932,0.10736957466188685,0.1318900338476882,0.19658927836898113,-0.006673944636863883,-0.09643645113264498,0.19136924635706515,0.15827415404660664,0.18909390313194116,0.1120388711404149,0.1062172146539515,0.28368907314331016,0.243741022205531,-0.20672959984246966,-0.03799688992176666,1.0,-0.2311031222333215,-0.19627585349298918,0.03401024775685301,0.14920139602047197,0.1665262044613694,0.14538091558985322,0.08382704455953441,0.3387176162448849,0.026824614324705013,0.24420229019594883,0.07885562221233736,-0.19569319702513444,0.29887654122783075,0.19121046455358545,0.2684782891363985,0.06301603177872192,0.4987284356153552,0.38166076711170105,-0.16317080586212548,0.3097589024422221,0.5061473275406736,0.23721140832777168,-0.002416046716539342,0.4026010835132601,0.25660087951364,-0.1825214893921277,-0.1053217240629354,0.2108568143452835,0.2849786829089743,0.12112937423095005,-0.0013848045472659256,0.15564354084526577,0.24898376481042084,0.20174586218794685,-0.12207834900312611,0.0559956983566214,0.22113367865620204,-0.08356592685738035,0.22355806057540406,0.2916848625302368,0.2672910783906904,0.07740875365961591,0.11004973869783714,0.18835970069667832
