,Parietal_Inf_L,Vermis_6,Temporal_Inf_L,Cerebellum_8_L,Vermis_4_5,Amygdala_L,Parietal_Inf_R,Thal_VA_R,Paracentral_Lobule_R,Thal_LGN_R,Occipital_Mid_R,Supp_Motor_Area_L,Thal_MDl_R,Thal_PuL_R,Vermis_7,Thal_LGN_L,Calcarine_L,SN_pr_L,Thal_LP_R,Thal_MDm_R,ACC_sup_L,OFCpost_L,Vermis_8,Cerebellum_7b_L,Cerebellum_10_R,Temporal_Pole_Mid_L,ACC_sup_R,Lingual_R,Occipital_Sup_L,Thal_MDm_L,Temporal_Pole_Sup_L,Cerebellum_8_R,ACC_sub_R,ACC_sub_L,Temporal_Inf_R,Thal_VA_L,Putamen_L,OFCpost_R,Fusiform_L,Thal_PuI_L,Pallidum_L,Cerebellum_Crus2_R,SN_pc_R,Precuneus_R,Frontal_Sup_2_R,Cerebellum_Crus1_R,Raphe_D,SupraMarginal_L,Pallidum_R,Thal_IL_R,Cuneus_L,Cerebellum_4_5_L,N_Acc_R,OFClat_R,LC_L,Occipital_Mid_L,Cerebellum_9_R,Angular_R,Thal_LP_L,Insula_R,Fusiform_R,Cingulate_Post_R,Precuneus_L,LC_R,Caudate_L,SN_pc_L,Cerebellum_6_R,Occipital_Sup_R,Frontal_Sup_Medial_R,ACC_pre_L,Vermis_3,Thal_VL_R,Postcentral_L,OFCant_R,ACC_pre_R,SN_pr_R,Cerebellum_7b_R,Thal_PuL_L,Frontal_Med_Orb_R,Cingulate_Post_L,VTA_R,Olfactory_R,Amygdala_R,Temporal_Mid_L,Rectus_L,Vermis_1_2,Vermis_9,Frontal_Inf_Orb_2_R,Thal_MDl_L,Frontal_Inf_Oper_R,OFCmed_R,Cingulate_Mid_R,Parietal_Sup_R,Cerebellum_9_L,Parietal_Sup_L,Rolandic_Oper_L,Frontal_Inf_Tri_L,Red_N_R,Occipital_Inf_L,Vermis_10,OFCmed_L,Red_N_L,Thal_MGN_R,Frontal_Mid_2_L,Angular_L,Thal_PuM_R,Frontal_Sup_Medial_L,Hippocampus_R,Cerebellum_6_L,Cerebellum_10_L,Thal_IL_L,Heschl_L,Frontal_Inf_Tri_R,OFCant_L,Frontal_Inf_Orb_2_L,Precentral_L,SupraMarginal_R,Cingulate_Mid_L,Lingual_L,Temporal_Sup_R
Parietal_Inf_L,1.0,0.4035247216893258,0.22088630261994516,0.29960069516811005,0.5129937073320274,0.07673962045959365,0.5439621818908541,0.586865359677743,0.8250119069116272,-0.0784049237951451,0.6539073521466241,0.6073119494094747,-0.12921569648015319,-0.20390522999798402,0.1203601179604286,0.27874629326421196,0.6362715616676161,0.18024710759485238,0.16352550339489855,-0.04929018561446808,0.39312808865271215,0.24590383729341037,0.0991046142140953,0.3616251950397495,0.39463711103516114,-0.1526795815189958,0.20459961380738206,0.5930948368128278,0.36842011415364545,0.13082451516840227,0.03192913780219391,0.26193252491216085,-0.24122433696765183,0.08537560189394591,0.34746460014162683,0.07196955009375594,0.10008963838785984,0.07581279594895132,0.4210748224452444,0.2173592887096827,-0.23534623603357593,0.056620439021899775,0.41959440972018414,0.8347440786625246,0.5716624449685773,0.3904889687704899,0.338455549616609,0.8271427247490988,0.020439089442437764,0.1655609270102854,0.8157816407829673,0.347838927782115,-0.043298564311941144,0.2007749510008105,0.14781338749413095,0.20499452020853973,0.05548309558131103,0.7231379141658738,-0.13353232408722085,0.47435760876926664,0.43706383115129327,0.5219675219370943,0.8157374531866414,0.07657796040135452,0.08854969539559021,0.258324733699525,0.45955100711113267,0.3708194672530966,0.40200620983847724,-0.10881000372007153,0.22626839422228742,0.42857272353496745,0.8208595626341633,-0.08990960549382587,-0.06171788697056308,0.09225697155996125,0.3537614536738502,0.038615237478154055,-0.2737630550533969,0.15900264344757328,0.14961454613357153,0.2876188562521234,-0.05153279089465311,0.43441940739450413,-0.1278141702927799,0.23196960876477496,0.07360078803406712,0.19338524127193032,-0.18733550642401356,0.4119501024171765,-0.1924605657889932,0.49908733007234307,0.1884349182914571,0.22019628060955956,0.5941442812506813,0.2754755291991449,0.48431538889911446,0.33875471586055117,0.35869775624170813,0.11753849440474372,-0.3328506070684365,0.567531055415809,0.23371599477670746,0.30166260285441726,0.1207431079753568,0.27523399618089095,0.456885410356954,0.3159758749508491,0.5329351226367778,0.6775147423039138,0.38902641410405986,0.0691803092756361,0.5018018072656448,-0.38806080492127815,0.3625976773514811,0.6628856620626926,0.7974991330253042,0.5950027292883251,0.4047748351856278,0.5571219863476969
Vermis_6,0.4035247216893258,1.0,0.26435506859670155,0.6866736172974409,0.3956266954662685,-0.04254897908420233,0.20591065367538927,0.46482819584451185,0.4153909543976742,-0.07414494967724926,0.3952633408639203,0.17783212380067637,-0.22093217874298787,-0.005017694718772266,0.5708931500110397,-0.15151033231299318,0.5885097117980679,-0.09908481866039269,-0.03562368664972561,-0.29018743984871553,0.14942523571706007,0.18490126702866244,0.4850800753261473,0.41373550961350036,0.13286445790991508,-0.10420156803439536,0.2076668532071658,0.5131043427630301,0.39418154010022904,0.017886025584230705,0.010793437606524783,0.5463101020306276,-0.33166492066040154,-0.10167938269348745,0.2962967451506147,-0.2678545840337274,-0.1273531211806883,-0.31508921776504106,0.3622574287290865,-0.15716384144477036,-0.42436549935229445,0.42755778084047763,0.24471653972790822,0.4949171710539045,0.0023253490225365937,0.6482414213633185,0.3746075723365875,0.48561556227348296,-0.27530832316013143,0.02767276099751791,0.46215465721312804,0.1560997978875616,0.08738176236096265,0.17775537682307213,0.1226782551655723,-0.192732645364195,0.2974472870859815,0.48320495511462713,-0.175234824752302,0.25896121160696334,0.2591429872557655,0.25586561370460204,0.41487108336536255,0.5811741413691778,-0.09136774678640512,0.09477246064941579,0.6229057092401666,0.06126211663810815,0.06661055852193944,-0.4229055937410157,0.017003030997708734,0.3123975512825803,0.2937107007764757,-0.412604475858902,-0.1361281479116809,0.10830748780535986,0.4853932160355561,0.32474637974789133,-0.5018060339820656,0.03218754923130501,-0.07482630676778705,-0.2146543266325949,-0.17601110324807492,0.4587676297493277,-0.45875140869390507,-0.15194228930301262,0.5790121741807707,0.0972584837065201,-0.23560551554273046,0.2104104816530104,-0.602102353630011,0.16239351655763712,0.2716377678803626,0.39204933313006,0.030526281820044694,0.11812700712496503,0.20413462735748195,0.06968568189692413,0.1618692159454567,-0.00868287995672115,-0.5863813715853592,0.26726154375219485,-0.08730460866619028,0.08854418009486636,0.09728293767502447,0.017075073221426824,-0.009659698370078717,0.0726672981151404,0.7342266124558188,0.2767886630650697,0.09081424007776802,0.15142856259456222,0.2257282077155864,-0.39385942657110995,0.2117513133272889,0.1706145262087993,0.40546758690164675,0.22569091826785673,0.6112960013762434,0.3907954918485134
Temporal_Inf_L,0.22088630261994516,0.26435506859670155,1.0,0.648739350836885,0.6497184530993342,0.20732130513504277,-0.19201985148631392,0.5519982603919694,0.17712616401368614,0.3725191653849154,-0.0826495408678625,0.7356824880773242,0.18095521782669707,0.43515942422049664,0.04998598964096804,0.461869046627283,0.7204932873466152,0.35137663578652073,0.47149204398255395,0.27634819189652116,0.595974500413245,0.5703092316658702,0.27064627178624817,0.3342710911997054,0.7204191711831931,0.2754032234120187,0.6280526289641043,0.738822415223301,0.03828765143912642,0.5744745115453505,0.6161470567160068,0.5596637329815634,0.1227663962431209,0.2511004587289309,0.658553245194059,0.4622494824205114,0.6327930100366823,0.31221335256796146,0.8702903855367308,-0.08925540131299735,0.39298262310679355,0.5286686143918209,0.4203359166031145,0.539599081318777,0.5914324807076008,0.4431509144631617,0.08611061317019837,0.42025434449737153,0.518257664754751,0.5552186702002546,0.2283722964463026,0.7938837440795982,0.4408997699884742,0.44241737776467793,0.24168901767098727,-0.2326969690930212,0.6713821398959847,0.000298907959347627,0.467153498779152,0.6922336985301444,0.7621930037130161,0.759154202532969,0.35329433804497185,0.3526084580047734,0.718179028246723,0.6180526671954223,0.6172060992288455,0.04838785963565671,0.5855653189402593,0.4321137155916724,0.7221555003462118,0.689122322929512,0.5460931089335315,0.23560819433271998,0.5194074013655778,0.5948641977186295,0.42730066322187527,0.46242194001046294,0.12833811108638635,0.6618480703730825,0.4827758163003744,0.35404134206366117,0.4459912256852733,0.8198105125066982,0.18508003847010687,0.4220472729362316,0.5037875090076518,0.396231222505889,0.28529533948448915,0.7000276500388611,-0.05593588516245636,0.7602301315081773,0.07478347434902759,0.6094609521914187,-0.20251951407772098,0.7371286705628491,0.7098424115429673,0.6188373644898358,-0.19798469489773815,0.6069260691306033,-0.04345942601235862,0.5029865925357874,0.2339706446623791,0.7078225999999244,-0.08160758809041627,0.49037566070945554,0.625752575497861,0.7016956340191635,0.5171320407349184,0.5527277898512476,0.40876564827709205,0.7451803126761206,0.6866662067321855,0.19751595982661074,0.5500517102436131,0.5911613576951824,0.22337635843734277,0.7444737129254282,0.7041450037459864,0.6446117058172373
Cerebellum_8_L,0.29960069516811005,0.6866736172974409,0.648739350836885,1.0,0.6152123869798327,0.04669755480593079,-0.10682070148695623,0.6782645720865823,0.19360433680307587,0.07298333689279449,0.13940569742365044,0.43161958081567425,0.005587152838217188,0.3266876136785695,0.38221640575236016,0.09689245269144664,0.7392427946075387,0.15107832318659672,0.16249195009300194,-0.0992096619832762,0.37814402312326145,0.38903781058597803,0.3340404271407712,0.6237742478041507,0.44618868426690816,-0.09511619577926063,0.4900469204835915,0.6536697170055982,0.22540312347658756,0.3002247626258404,0.1947114590710633,0.8846698283240025,-0.1592051534447135,0.1401900343647832,0.631371871959252,0.06936426898785178,0.14730139887747684,-0.05402973121987094,0.6695231803341009,-0.26616400012385555,-0.19595828480786795,0.7583431741417253,0.41755354502128916,0.49416061141941947,0.16473850320821926,0.7987747736103463,0.23533328615367327,0.5029387975916902,-0.0492580982608524,0.2682427174870251,0.37735913250534575,0.46102174529918577,0.27815395573750745,0.3033088795726685,0.2318811916632659,-0.32028854096858034,0.7516556092281318,0.2812978554960622,0.0690242845310776,0.380058079151043,0.5463043490897073,0.4974892900588339,0.34919046319720337,0.5151441711461934,0.27359374197264796,0.38724812909907047,0.7760358949181683,0.07612348470075779,0.26914366499314357,-0.14405469178249253,0.29447215501804264,0.5981061150308294,0.40165880999032727,-0.22667715828506269,0.1078987514768939,0.30995947160161863,0.7042741521676563,0.5076554676429079,-0.40209608002999614,0.3029441977824027,0.27192787937153706,0.03380158742396868,0.08015463775859662,0.6823645368338446,-0.2453625257983462,0.11769051128288921,0.6780525762693685,0.14335663264647971,-0.014453586521799818,0.3415845277757394,-0.4207187472747658,0.4307367491770293,0.260184111814336,0.7953788706881862,-0.17288797642582443,0.350650681098001,0.42726407972248953,0.3965120991233171,-0.10722999620056732,0.3346044711269338,-0.4443883212387641,0.4028079983081805,-0.09396529360845962,0.4032343101202674,-0.030130437805645307,0.16229904719944108,0.18723590662292305,0.3882352777061563,0.8020216722842303,0.48456860543320796,0.19783323347423523,0.4365971815718452,0.4130572894647171,-0.22057146895032256,0.3627378593915292,0.3709095478909637,0.24020315580850443,0.45208645645079387,0.7675697619982108,0.50329116814957
Vermis_4_5,0.5129937073320274,0.3956266954662685,0.6497184530993342,0.6152123869798327,1.0,0.49414275479815684,0.07781892433228224,0.7807895247609001,0.3399461162219631,0.0827216631081623,0.2994803260300815,0.6966026797086902,0.08970108764273042,0.27702973372883777,0.2604628418113011,0.37331414299658494,0.7947010645181952,0.6112881069234123,0.5422917437447214,-0.0029598327335163634,0.6197150545709379,0.5686417416520354,0.3001462563313085,0.4610700049900073,0.6619353202837218,-0.1659713211550799,0.4477519140288401,0.868452545818501,0.16494396833317515,0.47727580160780597,0.32305123290673454,0.6355848857336528,0.19019442638860692,0.37047915435306505,0.6607503933366002,0.4036290349973527,0.45995134168905455,0.45815755559241883,0.7867663091286462,0.08664513404968625,0.059404941808377604,0.5023577288436936,0.6887913768650477,0.7471468215887059,0.5010666202201298,0.6407408871002309,-0.036839058304743204,0.645506512419007,0.24688704345426013,0.47349577754119676,0.5606475801094105,0.7388031390612375,0.08499032625299387,0.5405717789966381,0.09558799001733922,-0.11442948554050528,0.5561284265312394,0.41255101481934753,0.17843593725918575,0.68827528957293,0.7872850871778044,0.7864179803554031,0.6679419543414533,0.14747488667826464,0.43463862112698226,0.4539961909130858,0.7665216497939453,0.1728062381117974,0.4479523883425578,0.0740642976484291,0.6457762335454222,0.6930283156187071,0.5773125670921112,0.13376461260284675,0.3050544636663623,0.3677397502755924,0.4222807346779459,0.4091117746507125,-0.1403584631774593,0.5290825522866854,0.5439497572273734,0.5184231133359785,0.3889810483795703,0.8389511993337242,0.12252411357078749,0.571542691762296,0.4401190657086716,0.5303155245764473,-0.01350559631632846,0.5614616849159613,-0.029407393574697734,0.5728989408122331,0.2783385333473966,0.4632346648348848,0.03684747716743999,0.5117354581633533,0.6290875544736566,0.6225888800606537,-0.07630923632893809,0.5238538250552368,-0.1884751256794053,0.5851838392424019,0.17000779643633349,0.589218378963934,-0.059686767221289384,0.5744588152891908,0.4640285865257288,0.7284307773362618,0.7008329660070776,0.7433935491308689,0.4416288239110317,0.44951183108006665,0.6067238012365976,-0.12900290336022474,0.6306868954798887,0.5939406099015156,0.47341686580480563,0.6375612302176581,0.8000683489155429,0.7554242246906455
Amygdala_L,0.07673962045959365,-0.04254897908420233,0.20732130513504277,0.04669755480593079,0.49414275479815684,1.0,-0.060758876051728104,0.315274355105147,-0.04703524462243855,-0.018653902910967714,-0.03897003787066834,0.28260776713413394,-0.14657350811275657,0.00015490583920246847,0.18173176210318195,0.13845070073642013,0.12945501565656148,0.6352359349146901,0.3575091390419354,-0.3147745641965122,0.39789584357471397,0.36524002609746137,0.1989407979137304,0.1559838634738606,0.18403333093919613,-0.2977181814108027,0.22307737385915288,0.30792624085312253,0.014738126200102114,0.22012957783067655,0.25851867041234783,0.07157968921108476,0.7354128482091732,0.5157283118558096,0.18185398807788558,0.22146996554827575,0.22087698772858208,0.6537642334671308,0.2881261511082029,0.10353230203596957,0.13319236252956307,0.10699533932273671,0.4928214740031224,0.2704753225045511,0.2694838357733629,0.1077592759790607,-0.513063637042152,0.0016151493104485958,0.21608931351361912,-0.0029447116659505218,-0.0071937075118045524,0.29291349945486755,0.054907598137439693,0.5018136119621264,0.012442753221308193,0.0442119681187846,0.065394047495972,0.08709625280171977,0.230634205990425,0.3786965360404271,0.29011867867213115,0.37275452114661584,0.27685361921904855,0.02168733964684162,0.14913649359411518,0.16961262813358755,0.27402422695164075,0.12324931570978985,0.2442753079012453,0.15402131105550734,0.4978507919158655,0.22273782822001884,0.12380987962775321,0.5449709405988467,0.525012334111849,0.14448115317761778,-0.11423827240222413,-0.027924544022147203,0.06547593760687949,0.2867217137397439,0.5303053038836313,0.3704343364898136,0.5262164914333323,0.38814994549468257,0.4529990640827831,0.3326663529061972,0.21057049396442598,0.6928322931515947,-0.13660383482441246,0.21009733270763276,0.3260776671257206,0.10140029298842454,0.0026705881194121848,-0.14559150387075967,0.06205479568527615,0.11204754910482602,0.29549120161558123,0.1988239081825435,-0.08669681368978452,0.10042662973687103,0.18506877333462843,0.2248161609828522,0.021311674760363244,0.24544400628055207,0.07145082370628389,0.33301769472848314,0.30175112119047465,0.49857855931704964,0.11537908381051698,0.1767390882719283,0.11766648278458626,0.042262105779910825,0.26977601391170913,0.1007988871955229,0.5960632254457419,0.15691920675452992,0.08093549813421562,0.21802645816191846,0.38591813009515497,0.338660880020222
Parietal_Inf_R,0.5439621818908541,0.20591065367538927,-0.19201985148631392,-0.10682070148695623,0.07781892433228224,-0.060758876051728104,1.0,0.08201273830140907,0.7347590480974765,-0.07670434732554467,0.6879925678297195,-0.012443564518544453,-0.1475950146276826,-0.45520195462947033,0.17133366138212036,-0.19504642109856257,0.15414011006522713,-0.009263497070076373,-0.0696958867893175,-0.05056092135622645,-0.2442333532724193,-0.20159179136659985,-0.03770738676690542,0.2132889995362054,-0.13469770510177745,-0.03222197699272156,-0.37738039251069344,0.07058815024933135,0.3306030395735428,-0.25031659111794397,0.03320965126198475,-0.27708893510282784,-0.24978328376086342,-0.19116285108821188,-0.3055565781940412,-0.29445943049465134,-0.28608968499254833,-0.16651586522331913,-0.15614755114244475,0.21520596534492437,-0.4213949598934847,-0.416953275079464,-0.049635388512662984,0.4621940164022671,0.0909376322035811,-0.17825681279344943,0.16992380540994478,0.2980638954702324,-0.25716773962509304,-0.1496481204667571,0.6934115212217002,-0.20081363695975565,-0.4662090407477064,-0.22238035483545054,-0.06126266046538344,0.40521970509928806,-0.43722461631446496,0.6913839475174712,-0.42508813495462294,-0.03132166099257324,-0.13658909029002475,0.030084607156526052,0.6268816346076012,-0.18996643290999612,-0.41280952737940485,-0.12931301668375617,-0.12434714923602595,0.34568021039299207,-0.17796176697077137,-0.3749231262588136,-0.2273361298502797,-0.16820226963136622,0.11366440596966841,-0.16419426349695135,-0.4361120039102137,-0.25275703279354356,-0.05594317308231895,-0.24131349027567975,-0.14247720995676103,-0.09788199322210656,-0.28507024080244464,0.04442050743585202,-0.2744072875084365,-0.07303741794386288,-0.17429572804289936,-0.20557660144783146,-0.29496942635090395,-0.13788925842850777,-0.33960492671091913,-0.040151795534286217,0.008543126475654562,-0.10706837326755654,-0.08212136967893853,-0.20161834927318142,0.5715396138403448,-0.2172679783310918,-0.1375096907935875,-0.10780801607085619,0.46083126797137347,-0.3891161656704708,-0.005957011727976935,0.07171573245396988,0.28607375043128175,-0.37766852001243983,-0.06905467021904173,0.01721262731220853,-0.04669520441204287,-0.25625446551529213,0.1426666237704394,0.16907347425739744,0.03278384819402915,-0.3800485963190632,-0.12293315822871233,-0.31618704773502126,-0.14956265490477902,-0.035081064661357686,0.7503391761139029,0.06034265172253182,-0.11184739982579696,0.01833915608397552
Thal_VA_R,0.586865359677743,0.46482819584451185,0.5519982603919694,0.6782645720865823,0.7807895247609001,0.315274355105147,0.08201273830140907,1.0,0.34866102865108617,-0.10940713827592644,0.39776951168320496,0.5740164555860277,0.112708988748441,0.20314176733140207,0.10467232958028556,0.27323593572612576,0.6889135790533204,0.4366441340787234,0.34362320077989644,-0.10547455866433326,0.5459501011476529,0.430164817895938,0.08913002339206696,0.5483596156542231,0.5135425480692496,-0.277360289944644,0.4202824063604385,0.711535844840191,0.32627539690284457,0.4814570258322476,0.1728814880136462,0.6857508326765127,0.006671353223393947,0.43349649497790893,0.6170373302624337,0.3759595716162756,0.24996646791388732,0.28048957298971144,0.7165363638160592,-0.17302649055775293,-0.17011548754472455,0.5874332173356963,0.5520307568563622,0.6921966542069686,0.37969734410721284,0.67320375538701,0.18591321535569635,0.6819237066616193,0.1299445520655151,0.38864398771804143,0.581033558377434,0.5333998468326747,0.15375340593627715,0.37727816447309775,0.29889982715237373,-0.06931545753063914,0.5931486561057412,0.46992933470873754,0.08136175058808848,0.48443165561087886,0.6690290342472753,0.6084303151386276,0.5599992981179922,0.2130380729239012,0.27847180183736986,0.49469542488163376,0.7477757344149653,0.22017775243256898,0.41141141261497854,-0.13542504959892893,0.4172625300904364,0.7796644405628091,0.595136879678578,-0.07382142279578499,0.12824745161322015,0.2663107000430571,0.5752978696399786,0.3823098593051933,-0.40640706737902815,0.33916133973118134,0.41341530873962024,0.3736192993502086,0.2306002029350473,0.6923855095387342,0.0005951829600383395,0.3550280548719005,0.3075861270283505,0.3209220764693963,-0.08169418761701061,0.36031584004373457,-0.20767505879134032,0.5207491403943714,0.23159681375425428,0.5379849881149652,0.16048181023156946,0.2783447746237122,0.480073299057354,0.45646161586990275,0.017608817150492864,0.434915319405228,-0.38167022669558587,0.5919934139169944,0.0015740083956380807,0.44615390294629076,0.046127707472866306,0.29777103435400015,0.39193285841109904,0.5614271847506958,0.7417306341169633,0.6378677176053795,0.4457830249237588,0.2699426897464361,0.46515780434341575,-0.37045838045457424,0.5157362679879965,0.5547467081576588,0.44871875495173563,0.5322726973481852,0.7052440113595193,0.6037497658679121
Paracentral_Lobule_R,0.8250119069116272,0.4153909543976742,0.17712616401368614,0.19360433680307587,0.3399461162219631,-0.04703524462243855,0.7347590480974765,0.34866102865108617,1.0,0.07321805376343817,0.5765401816855557,0.44510086268176785,-0.20517463511700776,-0.3080882267093185,0.15903643270605755,0.1263331584331019,0.5489660898463746,0.04780889390461745,0.05601421732555492,0.03441317289740022,0.13276992064465015,0.0611331619838889,0.1977621107832685,0.3186279281254309,0.2688984305055645,0.0951408925074712,0.058155128941107456,0.46595862925660775,0.36532705215172445,0.043078887595678565,0.14756250015855144,0.03548437054660159,-0.3318487400703509,-0.19636390172645676,0.08005427569825263,-0.120383782755724,0.03616073716085991,-0.1453109156140405,0.24223237551666935,0.2739768377673197,-0.19011033583807355,-0.17652481438903414,0.1812777733365924,0.7831138972368751,0.47437075338068696,0.11467793591535125,0.2994300020353011,0.6089821127542049,-0.029164441304121835,0.16297842068460575,0.7847881871172007,0.20880257290979531,-0.16807618097705457,0.037615063690465245,0.007630656973541905,0.2647496260751905,-0.12430412949862578,0.6692239369776888,-0.1274748570847641,0.36181653175552503,0.24567870289524388,0.3843467374215962,0.7911799473349782,0.07271771262875555,-0.008882245468670037,0.12213615389139704,0.20598320635966683,0.2963491826440779,0.2044490936523287,-0.13889899228253455,0.14260244244921738,0.19178775263921075,0.5988619033622807,-0.12765123843716528,-0.16469216817082816,0.0968481381491099,0.23522112202455478,-0.022285316167718425,-0.15880538809496025,0.11091584233242736,-0.13782503424844905,0.08357288198171672,-0.17696575682041074,0.28099499352950247,-0.21913551378890028,0.0702027927042,0.010063607970007838,0.05269132463598364,-0.20111605875997715,0.35744413684686555,-0.20622968723724244,0.34975692657600893,0.02155595111490817,0.13825829317470362,0.5741425839195801,0.20438964852960148,0.3021617682045117,0.2023648351583106,0.40624097930534236,-0.06012899833125745,-0.2345401931093755,0.3866815180128087,0.40010371591118,0.06748685187610715,-0.011809667663639093,0.26298107049219893,0.36393998314822085,0.08758424615102077,0.36837234064656027,0.5428751111420953,0.2741335623886364,0.001638563762308362,0.3220106257522605,-0.27760458155193335,0.14821647953142159,0.4519918500263353,0.818091819333736,0.5071698909173841,0.22183270528346544,0.40329737598660553
Thal_LGN_R,-0.0784049237951451,-0.07414494967724926,0.3725191653849154,0.07298333689279449,0.0827216631081623,-0.018653902910967714,-0.07670434732554467,-0.10940713827592644,0.07321805376343817,1.0,-0.33018976446426396,0.29368929061788557,-0.10141903478743718,0.18324124839851116,-0.01941368370961252,0.3273584168455372,0.22679778180035245,0.041466436008321166,0.09369367765155179,0.30401811211152485,0.28091882039660027,0.2808990075161187,0.12930337852913434,0.010462866750748364,0.26292377216296914,0.33394106321798706,0.355998909848407,0.20986295556069262,-0.18204042338263915,0.22496529738674956,0.2762585223536887,-0.021987831391012916,0.029858249482446926,-0.0819541502037747,0.08445861521539613,0.09481665076006159,0.4180534032668571,0.06607657255550536,0.22898153913436536,0.023621957254592638,0.4643069084924988,0.02931384174716701,0.1793930603363334,0.10906434676088829,0.3403517949234263,-0.025203832218302094,0.03358678605358401,-0.046677077837448414,0.32524772954660275,0.2467765831719113,-0.13862210292555388,0.3508071326849586,0.22226188225607552,0.17550441749749562,-0.0024420659649247293,-0.20537067173534207,0.04701024828181706,-0.27887121475377263,0.5063497186141906,0.2915945356618845,0.18999027465883797,0.2864800091778399,0.07261812885823285,0.18397338890509674,0.4447231800113238,0.1682470203754759,0.03804212093630454,-0.01018936871275473,0.27540513319653404,0.4248634014711831,0.3430425676519703,0.06023274909511175,0.15899633652330342,0.17658685650395814,0.3159652231657435,0.450081411775526,0.004736175854824751,0.1648659089364499,0.237531812351492,0.2970875863685691,0.031491167522013454,-0.048338782780261234,0.1399396062166387,0.2281344191324023,0.07249101204899763,0.1283397138102896,0.15755769028226713,0.07532098405115888,0.09650630356152377,0.41756097876374365,-0.011479615324234216,0.30822406778145195,0.020225516918594432,0.11351186286893152,-0.14814118005470508,0.3961087308385417,0.29792377141265597,0.19258638754458232,-0.21913089028323834,0.19311162304275134,0.06721636670413558,0.12904543148619618,0.5179634821382023,0.32634237946488126,-0.11939887353777866,0.4020217528163785,0.3732469107134445,0.212386847288278,-0.03344156378777945,0.2750185182748452,0.05295986794666385,0.40731486714777754,0.2989602239257828,0.32297094042818475,0.14276380388166546,0.25422609542127683,0.037643167710151894,0.34809135508342387,0.09180925399688147,0.2258308362738842
